osmid,highway,width,oneway,reversed,length,geometry,name,ref,tunnel,bridge,junction,maxspeed,lanes
"[394670560, 394670561, 394670562, 394670563, 394659006, 394670558, 394670559]","['residential', 'unclassified']",3,False,True,862.765,"LINESTRING (46.4068309 39.2100367, 46.4070024 39.2100727, 46.4073978 39.2100989, 46.4076287 39.21004, 46.4077319 39.2099127, 46.4079224 39.2097361, 46.4081812 39.2095287, 46.4084522 39.2093838, 46.4087193 39.2091691, 46.4090242 39.2089504, 46.4091502 39.2088488, 46.4094512 39.2085997, 46.4095906 39.2084947, 46.4097643 39.208356, 46.4106632 39.2083355, 46.4107916 39.2084204, 46.4107916 39.2085931, 46.410517 39.2087764, 46.4100931 39.2087457, 46.4098004 39.2089095, 46.4091458 39.2094513, 46.4084994 39.2099679, 46.4082458 39.2103048, 46.4080061 39.210668, 46.4078752 39.2107644, 46.4077705 39.2107829, 46.4076435 39.2107633, 46.4075244 39.2106928, 46.4073198 39.2106465)",Դավիթ-Բեկի փողոց,,building_passage,,,,
89531069,residential,,False,True,93.188,"LINESTRING (46.4068309 39.2100367, 46.4061432 39.209973, 46.4058778 39.210001, 46.4057657 39.2100366)",Դավիթ-Բեկի փողոց,,,,,,
89531071,tertiary,,False,True,422.1890000000001,"LINESTRING (46.4034551 39.2058501, 46.4044321 39.2062661, 46.4053226 39.2067753, 46.405735 39.2070971, 46.4061063 39.2075135, 46.4061731 39.2076801, 46.4061963 39.20803, 46.4061983 39.2080598, 46.4062157 39.2084415, 46.4062238 39.2086206)",Չարենցի փողոց,Տ-8-33,,,,,
463963019,tertiary,,False,False,95.46000000000001,"LINESTRING (46.4034551 39.2058501, 46.4034927 39.2061286, 46.4034673 39.206271, 46.4032489 39.2065045, 46.4031326 39.2066198)",Թումանյան փողոց,,,,,,
"[463963019, 89531062]",tertiary,,False,True,29.988,"LINESTRING (46.4034551 39.2058501, 46.403498 39.2057753, 46.4036107 39.205609)",Թումանյան փողոց,,,yes,,,
89531051,residential,,False,True,128.13,"LINESTRING (46.4053906 39.2118183, 46.4055657 39.2113522, 46.4056666 39.211025, 46.4057444 39.2109035, 46.4058423 39.2108475, 46.4059592 39.2108039)",,,,,,,
89531077,tertiary,,False,False,69.029,"LINESTRING (46.406846 39.2076897, 46.4075294 39.2080137)",Մ. Ստեփանյան փողոց,,,,,,
89531077,tertiary,,False,True,367.23500000000007,"LINESTRING (46.406846 39.2076897, 46.4065611 39.207544, 46.4063117 39.2072946, 46.4056626 39.2066419, 46.4054078 39.2064861, 46.4048311 39.2061826, 46.4043832 39.2059852, 46.4038709 39.2057524, 46.4036107 39.205609)",Մ. Ստեփանյան փողոց,,,,,,
89531069,residential,,False,False,219.45000000000002,"LINESTRING (46.4042008 39.2112953, 46.4046138 39.2113327, 46.4047305 39.2113015, 46.4048016 39.2112064, 46.4051904 39.2104826, 46.4053227 39.2102616, 46.4055136 39.2101166, 46.4057657 39.2100366)",Դավիթ-Բեկի փողոց,,,,,,
394671988,tertiary,,False,True,186.588,"LINESTRING (46.4042008 39.2112953, 46.4042382 39.2110631, 46.404343 39.2106946, 46.4045753 39.2102598, 46.4049 39.2097194)",Ռաֆայել Մինասյան փողոց,Տ-8-103,,,,,
89531069,residential,,False,True,82.911,"LINESTRING (46.4073198 39.2106465, 46.407339 39.2105512, 46.4072169 39.2103969, 46.4068309 39.2100367)",Դավիթ-Բեկի փողոց,,,,,,
"[394670560, 394670561, 394670562, 394670563, 394670558, 394659006, 394670559]","['residential', 'unclassified']",3,False,False,862.7650000000001,"LINESTRING (46.4073198 39.2106465, 46.4075244 39.2106928, 46.4076435 39.2107633, 46.4077705 39.2107829, 46.4078752 39.2107644, 46.4080061 39.210668, 46.4082458 39.2103048, 46.4084994 39.2099679, 46.4091458 39.2094513, 46.4098004 39.2089095, 46.4100931 39.2087457, 46.410517 39.2087764, 46.4107916 39.2085931, 46.4107916 39.2084204, 46.4106632 39.2083355, 46.4097643 39.208356, 46.4095906 39.2084947, 46.4094512 39.2085997, 46.4091502 39.2088488, 46.4090242 39.2089504, 46.4087193 39.2091691, 46.4084522 39.2093838, 46.4081812 39.2095287, 46.4079224 39.2097361, 46.4077319 39.2099127, 46.4076287 39.21004, 46.4073978 39.2100989, 46.4070024 39.2100727, 46.4068309 39.2100367)",Դավիթ-Բեկի փողոց,,building_passage,,,,
993820364,residential,,False,False,125.07499999999999,"LINESTRING (46.4073198 39.2106465, 46.4072156 39.2106676, 46.4070372 39.2106131, 46.4068575 39.2105757, 46.4066529 39.2105831, 46.4064109 39.2106178, 46.4062138 39.2106817, 46.4060941 39.2107231, 46.4059592 39.2108039)",,,,,,,
1203400014,unclassified,,False,True,78.219,"LINESTRING (46.4073198 39.2106465, 46.4074997 39.21078, 46.4077451 39.2108859, 46.4079597 39.2109681, 46.4080268 39.2109753, 46.4080938 39.2109577)",,,,,,,
394671988,tertiary,,False,False,44.935,"LINESTRING (46.4053471 39.2092663, 46.4050296 39.2095869)",Ռաֆայել Մինասյան փողոց,Տ-8-103,,,,,
394672868,tertiary,,True,False,15.106,"LINESTRING (46.4053471 39.2092663, 46.4053122 39.2092458, 46.4052883 39.2092173, 46.4052782 39.2091842, 46.4052832 39.2091505)",,,,,roundabout,,
"[463963019, 89531062]",tertiary,,False,False,29.988,"LINESTRING (46.4036107 39.205609, 46.403498 39.2057753, 46.4034551 39.2058501)",Թումանյան փողոց,,,yes,,,
89531077,tertiary,,False,False,367.23499999999996,"LINESTRING (46.4036107 39.205609, 46.4038709 39.2057524, 46.4043832 39.2059852, 46.4048311 39.2061826, 46.4054078 39.2064861, 46.4056626 39.2066419, 46.4063117 39.2072946, 46.4065611 39.207544, 46.406846 39.2076897)",Մ. Ստեփանյան փողոց,,,,,,
204913134,tertiary,,False,False,506.1360000000001,"LINESTRING (46.4036107 39.205609, 46.4036851 39.2054529, 46.4038051 39.2051964, 46.4041096 39.2045781, 46.404115 39.2044773, 46.4040895 39.2044025, 46.4039406 39.2042913, 46.4037395 39.2041458, 46.4034565 39.2039452, 46.4034015 39.2038922, 46.4033988 39.2038486, 46.4034216 39.2037924, 46.4035088 39.2037446, 46.4036201 39.2037103, 46.4036992 39.2036761, 46.4037904 39.2036532, 46.4038642 39.2036522, 46.4039165 39.2036563, 46.4040224 39.2036948, 46.4041176 39.2037519, 46.4042182 39.2038273, 46.4044161 39.2039873, 46.4046165 39.2041925, 46.4047681 39.2043037, 46.4048935 39.2044103, 46.4051503 39.2046342, 46.4052596 39.2047205, 46.4053736 39.2047781, 46.4054862 39.2048078, 46.4055701 39.204827, 46.4057015 39.2048473, 46.4057799 39.2048493, 46.405839 39.2048379, 46.405883 39.2048206)",Ազատամարտիկների փողոց,,,,,60,
89531071,tertiary,,False,False,422.18899999999996,"LINESTRING (46.4062238 39.2086206, 46.4062157 39.2084415, 46.4061983 39.2080598, 46.4061963 39.20803, 46.4061731 39.2076801, 46.4061063 39.2075135, 46.405735 39.2070971, 46.4053226 39.2067753, 46.4044321 39.2062661, 46.4034551 39.2058501)",Չարենցի փողոց,Տ-8-33,,,,,
89531090,tertiary,5,False,False,190.25900000000001,"LINESTRING (46.4062238 39.2086206, 46.4059426 39.2086111, 46.4054062 39.2085931, 46.4048633 39.2085748, 46.4040184 39.2085353)",Արամ Մանուկյան փողոց,,,,,,
89531090,tertiary,5,False,True,133.28,"LINESTRING (46.4062238 39.2086206, 46.4067634 39.2086114, 46.4068386 39.208607, 46.4072478 39.2085353, 46.4077091 39.2083628)",Արամ Մանուկյան փողոց,,,,,,
"[669833090, 885779301, 89531055]",tertiary,4,False,True,49.397999999999996,"LINESTRING (46.4062238 39.2086206, 46.4062209 39.2087092, 46.4062185 39.2090081, 46.4062201 39.2090648)","['Տ-8-33', 'Չարենցի փողոց']",Տ-8-33,,yes,,,
204913134,tertiary,,False,True,506.13600000000014,"LINESTRING (46.405883 39.2048206, 46.405839 39.2048379, 46.4057799 39.2048493, 46.4057015 39.2048473, 46.4055701 39.204827, 46.4054862 39.2048078, 46.4053736 39.2047781, 46.4052596 39.2047205, 46.4051503 39.2046342, 46.4048935 39.2044103, 46.4047681 39.2043037, 46.4046165 39.2041925, 46.4044161 39.2039873, 46.4042182 39.2038273, 46.4041176 39.2037519, 46.4040224 39.2036948, 46.4039165 39.2036563, 46.4038642 39.2036522, 46.4037904 39.2036532, 46.4036992 39.2036761, 46.4036201 39.2037103, 46.4035088 39.2037446, 46.4034216 39.2037924, 46.4033988 39.2038486, 46.4034015 39.2038922, 46.4034565 39.2039452, 46.4037395 39.2041458, 46.4039406 39.2042913, 46.4040895 39.2044025, 46.404115 39.2044773, 46.4041096 39.2045781, 46.4038051 39.2051964, 46.4036851 39.2054529, 46.4036107 39.205609)",Ազատամարտիկների փողոց,,,,,60,
394671988,tertiary,,False,False,18.487,"LINESTRING (46.4050296 39.2095869, 46.4049 39.2097194)",Ռաֆայել Մինասյան փողոց,Տ-8-103,,,,,
394671988,tertiary,,False,True,44.935,"LINESTRING (46.4050296 39.2095869, 46.4053471 39.2092663)",Ռաֆայել Մինասյան փողոց,Տ-8-103,,,,,
240258849,residential,,False,False,233.895,"LINESTRING (46.4050296 39.2095869, 46.405711 39.2094618, 46.4063726 39.2093447, 46.4066614 39.2092953, 46.4070037 39.2092346, 46.4076541 39.2090587)",Դավիթ-Բեկի փողոց,,,,,,
240258849,residential,,False,False,253.71400000000003,"LINESTRING (46.4076541 39.2090587, 46.4078066 39.2090007, 46.4081607 39.2088803, 46.4085286 39.208751, 46.4089315 39.2085074, 46.409077 39.208394, 46.4091542 39.208246, 46.4087326 39.2085016, 46.4083486 39.2086561, 46.4082622 39.2086822)",Դավիթ-Բեկի փողոց,,,,,,
240258849,residential,,False,True,233.895,"LINESTRING (46.4076541 39.2090587, 46.4070037 39.2092346, 46.4066614 39.2092953, 46.4063726 39.2093447, 46.405711 39.2094618, 46.4050296 39.2095869)",Դավիթ-Բեկի փողոց,,,,,,
1243964255,residential,,False,False,63.596999999999994,"LINESTRING (46.4076541 39.2090587, 46.4074409 39.2092274, 46.4073859 39.209271, 46.407339 39.2093157, 46.4073054 39.2093666, 46.40728 39.20943, 46.4072853 39.2095236)",,,,,,,
240258849,residential,,False,True,253.714,"LINESTRING (46.4082622 39.2086822, 46.4083486 39.2086561, 46.4087326 39.2085016, 46.4091542 39.208246, 46.409077 39.208394, 46.4089315 39.2085074, 46.4085286 39.208751, 46.4081607 39.2088803, 46.4078066 39.2090007, 46.4076541 39.2090587)",Դավիթ-Բեկի փողոց,,,,,,
541648694,trunk,,False,True,184.40099999999998,"LINESTRING (46.4082622 39.2086822, 46.4077601 39.208899, 46.4074033 39.2089884, 46.4069715 39.2090487, 46.4065557 39.2090576, 46.4062201 39.2090648)",Երևան-Մեղրի ավտոմայրուղի,Մ-2,,,,60,2
89531090,tertiary,5,False,True,190.259,"LINESTRING (46.4040184 39.2085353, 46.4048633 39.2085748, 46.4054062 39.2085931, 46.4059426 39.2086111, 46.4062238 39.2086206)",Արամ Մանուկյան փողոց,,,,,,
240390946,tertiary,4,False,True,237.447,"LINESTRING (46.4040184 39.2085353, 46.4037824 39.2083524, 46.4034337 39.2081363, 46.4029884 39.2078661, 46.4020293 39.2072728, 46.4019125 39.2071639)",,,,,,,
274232499,residential,,False,False,225.551,"LINESTRING (46.4031326 39.2066198, 46.4029602 39.2065159, 46.4028913 39.2064897, 46.4028053 39.2065087, 46.4027464 39.2065342, 46.4026389 39.2065808, 46.4023457 39.2067189, 46.4014167 39.2069592, 46.4012959 39.2068435, 46.4010684 39.2067942, 46.400783 39.2067473)",,,,,,,
463963019,tertiary,,False,False,123.833,"LINESTRING (46.4031326 39.2066198, 46.4029071 39.20683, 46.4025468 39.2069648, 46.4019125 39.2071639)",Թումանյան փողոց,,,,,,
463963019,tertiary,,False,True,95.46000000000001,"LINESTRING (46.4031326 39.2066198, 46.4032489 39.2065045, 46.4034673 39.206271, 46.4034927 39.2061286, 46.4034551 39.2058501)",Թումանյան փողոց,,,,,,
274232499,residential,,False,True,225.55100000000002,"LINESTRING (46.400783 39.2067473, 46.4010684 39.2067942, 46.4012959 39.2068435, 46.4014167 39.2069592, 46.4023457 39.2067189, 46.4026389 39.2065808, 46.4027464 39.2065342, 46.4028053 39.2065087, 46.4028913 39.2064897, 46.4029602 39.2065159, 46.4031326 39.2066198)",,,,,,,
89531060,tertiary,,False,False,41.792,"LINESTRING (46.4075294 39.2080137, 46.4077091 39.2083628)",,,,,,,
89531077,tertiary,,False,True,69.029,"LINESTRING (46.4075294 39.2080137, 46.406846 39.2076897)",Մ. Ստեփանյան փողոց,,,,,,
541651809,trunk,,False,True,22.445,"LINESTRING (46.4062201 39.2090648, 46.4059596 39.209066)",Հունան Ավետիսյան փողոց,Մ-2,,,,60,
"[669833090, 885779301, 89531055]",tertiary,4,False,False,49.397999999999996,"LINESTRING (46.4062201 39.2090648, 46.4062185 39.2090081, 46.4062209 39.2087092, 46.4062238 39.2086206)","['Տ-8-33', 'Չարենցի փողոց']",Տ-8-33,,yes,,,
541648694,trunk,,False,False,184.401,"LINESTRING (46.4062201 39.2090648, 46.4065557 39.2090576, 46.4069715 39.2090487, 46.4074033 39.2089884, 46.4077601 39.208899, 46.4082622 39.2086822)",Երևան-Մեղրի ավտոմայրուղի,Մ-2,,,,60,2
416784584,residential,,False,False,214.381,"LINESTRING (46.4080938 39.2109577, 46.4082026 39.2111124, 46.4081777 39.2112192, 46.4080954 39.2112579, 46.4077872 39.2111795, 46.4075383 39.2110983, 46.4071766 39.2109624, 46.4069205 39.2108921, 46.4066527 39.2108622, 46.4065021 39.2109004, 46.4063669 39.2109804, 46.4062547 39.2110658)",,,,,,,
1203400014,unclassified,,False,False,78.219,"LINESTRING (46.4080938 39.2109577, 46.4080268 39.2109753, 46.4079597 39.2109681, 46.4077451 39.2108859, 46.4074997 39.21078, 46.4073198 39.2106465)",,,,,,,
394672868,tertiary,,True,False,32.782999999999994,"LINESTRING (46.4052832 39.2091505, 46.4053017 39.2091211, 46.4053317 39.2090979, 46.4053697 39.2090836, 46.4054117 39.2090798, 46.405453 39.2090868, 46.4054891 39.2091039, 46.405516 39.2091291, 46.4055307 39.2091599, 46.4055317 39.2091926)",,,,,roundabout,,
541603569,tertiary,,True,False,19.041,"LINESTRING (46.4052832 39.2091505, 46.4052619 39.209095, 46.4052189 39.2090502, 46.40516 39.2090152)",,,,,,,
394672868,tertiary,,True,False,20.817,"LINESTRING (46.4055317 39.2091926, 46.4055197 39.2092224, 46.4054963 39.2092478, 46.4054639 39.2092663, 46.4054256 39.209276, 46.4053854 39.209276, 46.4053471 39.2092663)",,,,,roundabout,,
416784584,residential,,False,True,214.38100000000003,"LINESTRING (46.4062547 39.2110658, 46.4063669 39.2109804, 46.4065021 39.2109004, 46.4066527 39.2108622, 46.4069205 39.2108921, 46.4071766 39.2109624, 46.4075383 39.2110983, 46.4077872 39.2111795, 46.4080954 39.2112579, 46.4081777 39.2112192, 46.4082026 39.2111124, 46.4080938 39.2109577)",,,,,,,
541651809,trunk,,False,False,69.124,"LINESTRING (46.40516 39.2090152, 46.4059596 39.209066)",Հունան Ավետիսյան փողոց,Մ-2,,,,60,
541651809,trunk,,False,False,22.445,"LINESTRING (46.4059596 39.209066, 46.4062201 39.2090648)",Հունան Ավետիսյան փողոց,Մ-2,,,,60,
541651809,trunk,,False,True,69.124,"LINESTRING (46.4059596 39.209066, 46.40516 39.2090152)",Հունան Ավետիսյան փողոց,Մ-2,,,,60,
541603570,tertiary,,True,False,39.473,"LINESTRING (46.4059596 39.209066, 46.4056535 39.2091604, 46.4055317 39.2091926)",,,,,,,
"[89531034, 394659013]",residential,,False,True,519.4170000000001,"LINESTRING (46.4028221 39.2119936, 46.4028007 39.2119375, 46.4027041 39.2117193, 46.4028302 39.2112433, 46.4028275 39.2111893, 46.4027455 39.2110388, 46.4030283 39.2108689, 46.4032187 39.2105322, 46.4032992 39.2102288, 46.4033394 39.2100313, 46.4033072 39.2099544, 46.4032643 39.2098193, 46.402976 39.2097238, 46.4028677 39.2096909, 46.402811 39.2096531, 46.4027899 39.2095828, 46.4028003 39.2095076, 46.4028447 39.2093803, 46.4035284 39.2094548, 46.404057 39.2095268, 46.4047879 39.2096765, 46.4049 39.2097194)",Լեռնագործների 1-րդ նրբանցք,,,,,,
1243964255,residential,,False,True,63.596999999999994,"LINESTRING (46.4072853 39.2095236, 46.40728 39.20943, 46.4073054 39.2093666, 46.407339 39.2093157, 46.4073859 39.209271, 46.4074409 39.2092274, 46.4076541 39.2090587)",,,,,,,
89531069,residential,,False,False,93.188,"LINESTRING (46.4057657 39.2100366, 46.4058778 39.210001, 46.4061432 39.209973, 46.4068309 39.2100367)",Դավիթ-Բեկի փողոց,,,,,,
89531069,residential,,False,True,219.45,"LINESTRING (46.4057657 39.2100366, 46.4055136 39.2101166, 46.4053227 39.2102616, 46.4051904 39.2104826, 46.4048016 39.2112064, 46.4047305 39.2113015, 46.4046138 39.2113327, 46.4042008 39.2112953)",Դավիթ-Բեկի փողոց,,,,,,
