osmid,lanes,ref,highway,junction,oneway,reversed,length,geometry,bridge,name
127883372,,EM 304-3,secondary,,False,False,262.754,"LINESTRING (-7.9500165 41.1426783, -7.9500297 41.1428136, -7.9500855 41.1429699, -7.9502213 41.1432554, -7.9503496 41.1438106, -7.9503997 41.1439491, -7.9506873 41.1445178, -7.9507226 41.1446513, -7.9507392 41.1447919, -7.9507112 41.1449599)",,
796976335,,,residential,,True,False,289.06100000000004,"LINESTRING (-7.950355 41.1425173, -7.9503398 41.1426473, -7.9503325 41.1427054, -7.9503487 41.1427742, -7.9504374 41.142933, -7.9505064 41.1431454, -7.9506458 41.1435171, -7.950669 41.1437094, -7.9506934 41.1437657, -7.9507934 41.1439157, -7.9508831 41.1440185, -7.9509446 41.1443398, -7.9509625 41.1445563, -7.9509381 41.1446843, -7.9508736 41.144855, -7.9508085 41.1449368, -7.9507112 41.1449599)",,Rua Professor Albino de Carvalho
796976336,,,residential,,False,False,46.012,"LINESTRING (-7.950355 41.1425173, -7.9503301 41.1424957, -7.95015 41.1422191, -7.9500882 41.1421576)",,Rampa do Cantinho
127883372,,EM 304-3,secondary,,False,False,58.21,"LINESTRING (-7.9500882 41.1421576, -7.9500165 41.1426783)",,
127883372,,EM 304-3,secondary,,False,True,11.231,"LINESTRING (-7.9500882 41.1421576, -7.9501016 41.1420571)",,
796976336,,,residential,,False,True,46.012,"LINESTRING (-7.9500882 41.1421576, -7.95015 41.1422191, -7.9503301 41.1424957, -7.950355 41.1425173)",,Rampa do Cantinho
909681830,,,residential,,False,False,242.50500000000002,"LINESTRING (-7.9533543 41.1409498, -7.9534591 41.1407688, -7.9535392 41.1407085, -7.954254 41.1401098, -7.9544758 41.1399567, -7.954636 41.1399149, -7.9550797 41.1398407, -7.9554864 41.1397525, -7.9555662 41.1397032)",,
796968046,2,,tertiary,,False,True,63.46,"LINESTRING (-7.9555662 41.1397032, -7.9553264 41.1397071, -7.9548171 41.1396361)",,Rua 1º de Maio
909681830,,,residential,,False,True,242.505,"LINESTRING (-7.9555662 41.1397032, -7.9554864 41.1397525, -7.9550797 41.1398407, -7.954636 41.1399149, -7.9544758 41.1399567, -7.954254 41.1401098, -7.9535392 41.1407085, -7.9534591 41.1407688, -7.9533543 41.1409498)",,
909688266,,,unclassified,,False,True,11.088,"LINESTRING (-7.9480662 41.1417811, -7.9481665 41.141716)",,
"[909688264, 909688265, 909681870]",,,residential,,False,False,110.21000000000001,"LINESTRING (-7.9480662 41.1417811, -7.9481631 41.1419222, -7.9481954 41.1419692, -7.9482168 41.142349, -7.9481203 41.1426156, -7.9480452 41.1427247)",yes,
909681870,,,residential,,False,False,111.90400000000001,"LINESTRING (-7.9480452 41.1427247, -7.9480559 41.1428176, -7.9480934 41.14306, -7.948072 41.1431125, -7.9479862 41.1431125, -7.9477984 41.1427893, -7.9480452 41.1427247)",,
909681870,,,residential,,False,True,111.904,"LINESTRING (-7.9480452 41.1427247, -7.9477984 41.1427893, -7.9479862 41.1431125, -7.948072 41.1431125, -7.9480934 41.14306, -7.9480559 41.1428176, -7.9480452 41.1427247)",,
"[909688264, 909688265, 909681870]",,,residential,,False,True,110.21000000000001,"LINESTRING (-7.9480452 41.1427247, -7.9481203 41.1426156, -7.9482168 41.142349, -7.9481954 41.1419692, -7.9481631 41.1419222, -7.9480662 41.1417811)",yes,
796968046,2,,tertiary,,False,False,83.558,"LINESTRING (-7.9538277 41.1395947, -7.9541058 41.1395829, -7.9543133 41.1395838, -7.9545652 41.1395883, -7.9548171 41.1396361)",,Rua 1º de Maio
909681871,,,residential,,False,True,209.63799999999998,"LINESTRING (-7.9538277 41.1395947, -7.9538393 41.139244, -7.9539656 41.138896, -7.9540076 41.1388962, -7.9541565 41.1388919, -7.9542554 41.1389406, -7.9544259 41.1390018, -7.9544798 41.1390212, -7.9547613 41.1391166, -7.9548171 41.1396361)",,
796968046,2,,tertiary,,False,True,67.429,"LINESTRING (-7.9538277 41.1395947, -7.9533901 41.1396368, -7.9532071 41.1396862, -7.9530536 41.1397406)",,Rua 1º de Maio
"[909681872, 909681873, 909688266]",,,unclassified,,False,False,171.268,"LINESTRING (-7.9493077 41.1405069, -7.949212 41.1405206, -7.9490347 41.1406038, -7.9489107 41.1407289, -7.9486393 41.1411196, -7.9484766 41.141478, -7.9483536 41.1415767, -7.9482787 41.1416367, -7.9482363 41.1416707, -7.9481665 41.141716)",yes,
909681872,,,unclassified,,False,True,116.45299999999997,"LINESTRING (-7.9493077 41.1405069, -7.9494204 41.1404908, -7.949661 41.1404917, -7.9498855 41.1405449, -7.9501212 41.1406337, -7.9502502 41.1406542, -7.9504622 41.1405711, -7.9505901 41.1404919)",,
1151406512,,,residential,,False,False,142.581,"LINESTRING (-7.9493077 41.1405069, -7.9493038 41.1404478, -7.9493126 41.1403502, -7.9495004 41.1401708, -7.9496882 41.1399337, -7.9497096 41.1395098, -7.9497557 41.1393616, -7.9497954 41.1393289)",,
127883218,,EM 304-3,secondary,,False,True,137.393,"LINESTRING (-7.9497954 41.1393289, -7.9500397 41.1395012, -7.9501455 41.1396682, -7.9503079 41.1399776, -7.9504071 41.1403162, -7.9505321 41.1403891)",,
1151406512,,,residential,,False,True,142.58100000000002,"LINESTRING (-7.9497954 41.1393289, -7.9497557 41.1393616, -7.9497096 41.1395098, -7.9496882 41.1399337, -7.9495004 41.1401708, -7.9493126 41.1403502, -7.9493038 41.1404478, -7.9493077 41.1405069)",,
127883485,2,,unclassified,,False,False,25.788,"LINESTRING (-7.9461391 41.1408659, -7.9460813 41.1408686, -7.9458488 41.1409379)",,
127883485,2,,unclassified,,False,True,240.19899999999998,"LINESTRING (-7.9461391 41.1408659, -7.9466603 41.1408412, -7.9470309 41.1406898, -7.9472005 41.1406807, -7.9473701 41.1407299, -7.94784 41.1410656, -7.9480241 41.1414907, -7.9481665 41.141716)",,
1151406513,,,residential,,False,False,88.25,"LINESTRING (-7.9461391 41.1408659, -7.9463483 41.140305, -7.946241 41.140196, -7.9462142 41.1401234)",,
1151406513,,,residential,,False,True,88.25,"LINESTRING (-7.9462142 41.1401234, -7.946241 41.140196, -7.9463483 41.140305, -7.9461391 41.1408659)",,
1157437806,,,residential,,False,True,88.122,"LINESTRING (-7.9498121 41.1433992, -7.9496852 41.1431656, -7.9496052 41.1429443, -7.9495535 41.1427566, -7.9495657 41.1426379)",,
1157437807,,,residential,,False,True,38.015,"LINESTRING (-7.9495657 41.1426379, -7.9500165 41.1426783)",,
1157437806,,,residential,,False,False,88.122,"LINESTRING (-7.9495657 41.1426379, -7.9495535 41.1427566, -7.9496052 41.1429443, -7.9496852 41.1431656, -7.9498121 41.1433992)",,
1157437806,,,residential,,False,True,115.806,"LINESTRING (-7.9495657 41.1426379, -7.9496217 41.142091, -7.9496429 41.1420202, -7.9496734 41.1419795, -7.9497204 41.1419476, -7.9497933 41.1419335, -7.949845 41.141937, -7.9499085 41.1419582, -7.9499814 41.142006, -7.9500354 41.1420379, -7.9501016 41.1420571)",,
