osmid,highway,junction,oneway,reversed,length,geometry,ref,lanes,maxspeed,name,bridge,access,tunnel
37068981,residential,,True,False,143.103,"LINESTRING (-9.2580736 39.0946124, -9.2597198 39.0947671)",,,,Rua dos Polomes,,,
36932371,tertiary,roundabout,True,False,12.107,"LINESTRING (-9.2580736 39.0946124, -9.258062 39.094574, -9.2580138 39.0945155)",,,,,,,
36932381,residential,,True,False,52.592,"LINESTRING (-9.2563518 39.0924102, -9.2564372 39.0928785)",,,,Rua Gabriel Pereira Eborense,,,
296205377,residential,,False,False,67.83,"LINESTRING (-9.2563518 39.0924102, -9.2555878 39.092267)",,,,Avenida Tenente Valadim,,,
296205377,residential,,False,True,67.83,"LINESTRING (-9.2555878 39.092267, -9.2563518 39.0924102)",,,,Avenida Tenente Valadim,,,
296495783,residential,,False,False,5.442,"LINESTRING (-9.2555878 39.092267, -9.2555584 39.0922237)",,,,Avenida Tenente Valadim,,,
296495780,tertiary,,True,False,177.712,"LINESTRING (-9.2555878 39.092267, -9.2559005 39.092144, -9.2573494 39.0915739, -9.257415 39.091533)",,,,Avenida 5 de Outubro,,,
36932380,residential,,True,False,110.056,"LINESTRING (-9.2551631 39.0929205, -9.2564372 39.0928785)",,1,50,Avenida Tenente Coronel João Luís de Moura,,,
136211668,tertiary,,False,False,51.501000000000005,"LINESTRING (-9.2551631 39.0929205, -9.2554141 39.0930727, -9.2556461 39.0931919)",,1,50,Rua Heitor Bernardes Botado,,,
36932380,residential,,True,False,122.46900000000001,"LINESTRING (-9.2564372 39.0928785, -9.2564866 39.0928761, -9.2578535 39.0928096)",,1,50,Avenida Tenente Coronel João Luís de Moura,,,
149953929,residential,,False,False,40.824,"LINESTRING (-9.2581682 39.0931351, -9.258194 39.0932656, -9.2582013 39.0933026, -9.2582399 39.093498)",,,,Travessa do Rosário,,,
149953934,residential,,True,False,74.546,"LINESTRING (-9.2617929 39.0921167, -9.2624306 39.0925689)",,,,Rua Horta Nova,,,
36932384,residential,,True,False,139.73899999999998,"LINESTRING (-9.2617929 39.0921167, -9.2616769 39.0918566, -9.2616761 39.0916763, -9.261616 39.0908765)",,,,Rua da Várzea,,,
36932385,residential,,False,False,56.067,"LINESTRING (-9.261616 39.0908765, -9.2609701 39.0908224)",,,,Travessa do Torres,,,
37040522,residential,,False,False,18.23,"LINESTRING (-9.261616 39.0908765, -9.261643 39.0907139)",,,,Rua da Várzea,,,
36932385,residential,,False,True,56.067,"LINESTRING (-9.2609701 39.0908224, -9.261616 39.0908765)",,,,Travessa do Torres,,,
37068994,residential,,False,False,5.103,"LINESTRING (-9.2609701 39.0908224, -9.2609116 39.0908157)",,,,Rua Maria Barreto Bastos,,,
36932386,residential,,True,False,114.387,"LINESTRING (-9.2609701 39.0908224, -9.2609674 39.0913913, -9.2609653 39.0918511)",,,,Rua dos Cavaleiros da Espora Dourada,,,
149953934,residential,,True,False,68.398,"LINESTRING (-9.2610257 39.092271, -9.2617929 39.0921167)",,,,Rua Horta Nova,,,
36932387,residential,,True,False,39.758,"LINESTRING (-9.2609653 39.0918511, -9.2605051 39.0918674)",,,,Largo Doutor Justino Freire,,,
296205326,residential,,True,False,46.981,"LINESTRING (-9.2609653 39.0918511, -9.2610257 39.092271)",,,,Rua dos Cavaleiros da Espora Dourada,,,
36932425,residential,,False,False,46.738,"LINESTRING (-9.2624306 39.0925689, -9.2627429 39.0922255)",,,,Rua Raimundo Porta,,,
26232666,residential,,False,True,62.644,"LINESTRING (-9.2624306 39.0925689, -9.2627398 39.0927949, -9.2628787 39.0929163, -9.2629283 39.0929764)",,,,Rua Gonçalo de Lagos,,,
36932390,tertiary,,False,False,13.745,"LINESTRING (-9.265595 39.091926, -9.2657474 39.0919619)",,,,,,,
36932390,tertiary,,False,True,120.992,"LINESTRING (-9.265595 39.091926, -9.2649319 39.0916665, -9.2643692 39.0913998)",,,,,,,
36932393,residential,,False,True,78.14,"LINESTRING (-9.2561793 39.0895238, -9.2569876 39.0892072)",,,50,Rua José Augusto Lopes Junior,,,
36932391,residential,,True,False,143.024,"LINESTRING (-9.2561793 39.0895238, -9.2565491 39.0900993, -9.256919 39.0906748)",,,,Rua Henriques Nogueira,,,
36932391,residential,,True,False,11.789,"LINESTRING (-9.256919 39.0906748, -9.2569534 39.0907284, -9.2569799 39.0907697)",,,,Rua Henriques Nogueira,,,
36932391,residential,,True,False,80.553,"LINESTRING (-9.2569799 39.0907697, -9.257392 39.0914197)",,,,Rua Henriques Nogueira,,,
36932392,residential,,True,False,69.469,"LINESTRING (-9.2569799 39.0907697, -9.2572584 39.0906575, -9.2572803 39.0906353, -9.2572803 39.0906093, -9.2572685 39.0905858, -9.2572349 39.0905688, -9.2571996 39.0905662, -9.256919 39.0906748)",,,,Praceta Padre Joaquim Maria de Sousa,,,
36932393,residential,,False,False,78.14,"LINESTRING (-9.2569876 39.0892072, -9.2561793 39.0895238)",,,50,Rua José Augusto Lopes Junior,,,
36932393,residential,,False,True,88.212,"LINESTRING (-9.2569876 39.0892072, -9.2578869 39.0888302)",,,50,Rua José Augusto Lopes Junior,,,
296495807,residential,,False,False,76.162,"LINESTRING (-9.2569876 39.0892072, -9.2565615 39.0886074)",,,,Rua de Olivença,,,
1032958094,residential,,False,False,33.168,"LINESTRING (-9.2569876 39.0892072, -9.2571655 39.0894716)",,,,Praceta Doutor Vilela,,,
296495807,residential,,False,True,76.162,"LINESTRING (-9.2565615 39.0886074, -9.2569876 39.0892072)",,,,Rua de Olivença,,,
"[296495797, 1032958095]",residential,,True,False,87.72899999999998,"LINESTRING (-9.2565615 39.0886074, -9.2566188 39.0885617, -9.2566407 39.0885011, -9.2566251 39.088438, -9.2565751 39.0883944, -9.2564939 39.088375, -9.2564096 39.0883823, -9.2563374 39.0884235, -9.2563185 39.0884949, -9.256335 39.0885627, -9.2563964 39.0886085, -9.2564752 39.0886198, -9.2565615 39.0886074)",,,,Praceta Doutor Moura Guedes,,,
1032958094,residential,,False,True,33.168,"LINESTRING (-9.2571655 39.0894716, -9.2569876 39.0892072)",,,,Praceta Doutor Vilela,,,
36932395,residential,,True,False,89.61400000000002,"LINESTRING (-9.2571655 39.0894716, -9.2571222 39.0895133, -9.2571138 39.0895499, -9.2571256 39.0895943, -9.2572781 39.0898268, -9.2573193 39.0898886, -9.2573581 39.0899252, -9.2574086 39.0899265, -9.2574541 39.08992, -9.2574962 39.0898912, -9.2575148 39.0898533, -9.257508 39.0898075, -9.2574581 39.08973)",,,,Praceta Doutor Vilela,,,
36932399,residential,,True,False,60.706,"LINESTRING (-9.2589197 39.0890459, -9.2595897 39.0888797)",,,,Rua Álvaro Galrão,,,
176301816,residential,,True,False,71.689,"LINESTRING (-9.2589197 39.0890459, -9.2591484 39.0896657)",,,,Rua Conde de Tarouca,,,
36932399,residential,,True,False,72.397,"LINESTRING (-9.2581194 39.089241, -9.2589197 39.0890459)",,,,Rua Álvaro Galrão,,,
565767305,residential,,True,False,49.944,"LINESTRING (-9.2581194 39.089241, -9.2579842 39.0889774, -9.2578869 39.0888302)",,,,Rua Santos Bernardes,,,
36932400,residential,,True,False,69.951,"LINESTRING (-9.2598258 39.0894815, -9.2595897 39.0888797)",,,,Rua Doutor Carlos França,,,
36932406,residential,,True,False,61.947,"LINESTRING (-9.2598258 39.0894815, -9.2591484 39.0896657)",,,,Rua Brigadeiro Neves Costa,,,
1032951646,residential,,True,False,104.449,"LINESTRING (-9.2598258 39.0894815, -9.2609193 39.0891695, -9.2609644 39.0891674)",,,,Rua Brigadeiro Neves Costa,,,
36932401,tertiary,,True,False,66.273,"LINESTRING (-9.2610985 39.0891642, -9.2610989 39.0896568, -9.2610995 39.0897602)",,2,50,Rua Maria Barreto Bastos,,,
1079883795,tertiary,roundabout,True,False,15.774000000000001,"LINESTRING (-9.2610995 39.0897602, -9.2610621 39.0897811, -9.2610357 39.0898105, -9.2610234 39.089845, -9.261026 39.0898794)",,2,40,,,,
1079883795,tertiary,roundabout,True,False,7.682,"LINESTRING (-9.2611099 39.0899552, -9.2611534 39.0899625, -9.2611976 39.0899585)",,2,40,,,,
36932403,residential,,True,False,73.99799999999999,"LINESTRING (-9.2608958 39.0898804, -9.260189 39.0900562, -9.2600793 39.0900835)",,1,30,Rua António Batalha Reis,,,
565763010,residential,,False,False,12.076,"LINESTRING (-9.2608958 39.0898804, -9.2609689 39.0898601, -9.261026 39.0898794)",,1,50,,,,
565767305,residential,,True,False,52.675,"LINESTRING (-9.2584367 39.0898754, -9.2582148 39.0894341)",,,,Rua Santos Bernardes,,,
1032951646,residential,,True,False,11.579,"LINESTRING (-9.2609644 39.0891674, -9.2610985 39.0891642)",,,,Rua Brigadeiro Neves Costa,,,
36932413,residential,,False,False,58.304,"LINESTRING (-9.2561807 39.0913988, -9.2555746 39.0916304)",,,,,,,
36932409,residential,,False,False,54.796,"LINESTRING (-9.2561807 39.0913988, -9.2560452 39.0912432, -9.2559145 39.0911589, -9.2557027 39.0911047)",,,,Rua Princesa Maria Benedita,,,
36932409,residential,,False,True,58.128,"LINESTRING (-9.2561807 39.0913988, -9.2564422 39.0917695, -9.2565023 39.0918581)",,,,Rua Princesa Maria Benedita,,,
36932413,residential,,False,True,58.304,"LINESTRING (-9.2555746 39.0916304, -9.2561807 39.0913988)",,,,,,,
36932415,residential,,False,False,14.747,"LINESTRING (-9.2623829 39.0936924, -9.2622767 39.0935885)",,,,Rua de Santo António,,,
36932415,residential,,False,True,125.282,"LINESTRING (-9.2623829 39.0936924, -9.2625396 39.093771, -9.2626131 39.0938547, -9.262667 39.0941321, -9.2626686 39.0944033, -9.2627176 39.0945668, -9.2629072 39.0946321)",,,,Rua de Santo António,,,
36932415,residential,,False,True,14.747,"LINESTRING (-9.2622767 39.0935885, -9.2623829 39.0936924)",,,,Rua de Santo António,,,
36932415,residential,,False,False,113.12100000000001,"LINESTRING (-9.2622767 39.0935885, -9.2620984 39.0934458, -9.261945 39.0933801, -9.2616817 39.0933593, -9.2611321 39.0933159, -9.2610893 39.0933511)",,,,Rua de Santo António,,,
150011880,residential,,True,False,90.94899999999998,"LINESTRING (-9.2622767 39.0935885, -9.2626066 39.0931403, -9.2628425 39.0929985, -9.2629283 39.0929764)",,,,Rua de Carcavelos,,,
36932415,residential,,False,True,19.678,"LINESTRING (-9.2600694 39.0935273, -9.2602865 39.0934732)",,,,Rua de Santo António,,,
37069006,residential,,True,False,10.817,"LINESTRING (-9.2600694 39.0935273, -9.2599444 39.0935201)",,,,Rua Mouzinho de Albuquerque,,,
36932417,residential,,True,False,126.168,"LINESTRING (-9.2600694 39.0935273, -9.2600327 39.0935815, -9.2599996 39.0936851, -9.259969 39.093781, -9.2599847 39.0945373, -9.26004 39.0946402)",,,,,,,
149953928,residential,,False,False,79.82,"LINESTRING (-9.2577682 39.0935784, -9.2577998 39.0936793, -9.2579868 39.0942759)",,,,,,,
150029816,residential,,True,False,75.632,"LINESTRING (-9.2577682 39.0935784, -9.2573478 39.0936477, -9.2569731 39.0936998, -9.2569082 39.0937088)",,1,50,Rua Cândido dos Reis,,,
149953928,residential,,False,False,11.842,"LINESTRING (-9.2579868 39.0942759, -9.257969 39.0943815)",,,,,,,
36932419,residential,,False,False,92.26500000000001,"LINESTRING (-9.2579868 39.0942759, -9.2581683 39.0941756, -9.2582893 39.0940903, -9.2583124 39.0940715, -9.2583622 39.0940307, -9.2589376 39.0939978)",,,,,,,
149953928,residential,,False,True,79.82,"LINESTRING (-9.2579868 39.0942759, -9.2577998 39.0936793, -9.2577682 39.0935784)",,,,,,,
36932419,residential,,False,True,92.26500000000001,"LINESTRING (-9.2589376 39.0939978, -9.2583622 39.0940307, -9.2583124 39.0940715, -9.2582893 39.0940903, -9.2581683 39.0941756, -9.2579868 39.0942759)",,,,,,,
150026154,residential,,True,False,49.018,"LINESTRING (-9.2586034 39.0934418, -9.2586267 39.0933311, -9.2587315 39.093204, -9.2588113 39.0931485, -9.2589254 39.0931152)",,1,50,Travessa de São Pedro,,,
1034547070,residential,,True,False,40.5,"LINESTRING (-9.2591085 39.0934146, -9.2589899 39.0930622)",,,,Rua Dias Neiva,,,
442127184,residential,,True,False,19.079,"LINESTRING (-9.2612697 39.0906303, -9.2610496 39.0906143)",,,,Campo da Várzea,,,
149927882,residential,,True,False,33.947,"LINESTRING (-9.2612697 39.0906303, -9.261434 39.0906918, -9.2615301 39.090702, -9.261643 39.0907139)",,,,,,,
150014167,residential,,False,False,93.825,"LINESTRING (-9.2621041 39.0898537, -9.2620486 39.0899072, -9.2621032 39.0899734, -9.2621028 39.0900333, -9.2622242 39.0904195, -9.2622454 39.090658)",,,,,,,
565763002,residential,,True,False,58.803,"LINESTRING (-9.2621041 39.0898537, -9.2620806 39.0898535, -9.2614228 39.0898481)",,1,40,Rua Luis Augusto Albino,,,
37040522,residential,,False,True,18.23,"LINESTRING (-9.261643 39.0907139, -9.261616 39.0908765)",,,,Rua da Várzea,,,
149927882,residential,,True,False,33.794,"LINESTRING (-9.261643 39.0907139, -9.2618577 39.0907043, -9.2620342 39.0907024)",,,,,,,
233492008,residential,,False,False,37.734,"LINESTRING (-9.2659688 39.0899384, -9.2658487 39.0902647)",,,,,,,
37040526,residential,,False,False,66.30000000000001,"LINESTRING (-9.2659688 39.0899384, -9.2656416 39.0896276, -9.265528 39.0894538)",,,,,,,
233492008,residential,,False,True,37.734,"LINESTRING (-9.2658487 39.0902647, -9.2659688 39.0899384)",,,,,,,
"[37040530, 37040523, 37040524]",tertiary,,False,True,172.764,"LINESTRING (-9.2658487 39.0902647, -9.2656516 39.0903809, -9.2654278 39.0905428, -9.2650545 39.0908403, -9.2643647 39.0913049)",,,,,viaduct,,
233492009,residential,,False,False,79.546,"LINESTRING (-9.265528 39.0894538, -9.2653739 39.0887485)",,,,,,,
"[233492012, 37040527]",residential,,False,True,275.477,"LINESTRING (-9.265528 39.0894538, -9.2649712 39.08996, -9.2648855 39.0899764, -9.264806 39.0899125, -9.2645513 39.0890796, -9.2645704 39.0889444, -9.2646669 39.0888815, -9.2653739 39.0887485)",,,,,,,
37040526,residential,,False,True,66.30000000000001,"LINESTRING (-9.265528 39.0894538, -9.2656416 39.0896276, -9.2659688 39.0899384)",,,,,,,
37040528,residential,,False,False,89.287,"LINESTRING (-9.265528 39.0894538, -9.2660213 39.0889235, -9.2661602 39.0888208)",,,,,,,
233492009,residential,,False,True,79.546,"LINESTRING (-9.2653739 39.0887485, -9.265528 39.0894538)",,,,,,,
"[233492012, 37040527]",residential,,False,False,275.477,"LINESTRING (-9.2653739 39.0887485, -9.2646669 39.0888815, -9.2645704 39.0889444, -9.2645513 39.0890796, -9.264806 39.0899125, -9.2648855 39.0899764, -9.2649712 39.08996, -9.265528 39.0894538)",,,,,,,
37040529,residential,,False,False,31.942,"LINESTRING (-9.2661602 39.0888208, -9.2663586 39.0890633)",,,,,,,
37040528,residential,,False,True,89.287,"LINESTRING (-9.2661602 39.0888208, -9.2660213 39.0889235, -9.265528 39.0894538)",,,,,,,
37040529,residential,,False,True,31.942,"LINESTRING (-9.2663586 39.0890633, -9.2661602 39.0888208)",,,,,,,
136211668,tertiary,,False,False,73.509,"LINESTRING (-9.2556461 39.0931919, -9.2561887 39.0934885, -9.2563486 39.0935654)",,1,50,Rua Heitor Bernardes Botado,,,
136211668,tertiary,,False,True,51.501000000000005,"LINESTRING (-9.2556461 39.0931919, -9.2554141 39.0930727, -9.2551631 39.0929205)",,1,50,Rua Heitor Bernardes Botado,,,
37068971,residential,,True,False,74.435,"LINESTRING (-9.2565065 39.0931451, -9.2556461 39.0931919)",,,,,,,
37068972,residential,,False,False,130.186,"LINESTRING (-9.2622372 39.0944693, -9.2620946 39.0940352, -9.2618902 39.0938088, -9.2616916 39.0936829, -9.2615661 39.0936261, -9.2614021 39.0935824)",,,,Rua de São Miguel,,,
37068972,residential,,False,True,167.56300000000002,"LINESTRING (-9.2622372 39.0944693, -9.262205 39.0946895, -9.2621314 39.0953151, -9.2621033 39.0956162, -9.2621026 39.0957599, -9.2621437 39.095969)",,,,Rua de São Miguel,,,
150028168,residential,,True,False,88.534,"LINESTRING (-9.2622372 39.0944693, -9.2622794 39.0941165, -9.2623035 39.0940353, -9.2622821 39.0939021, -9.2623147 39.0938127, -9.2623829 39.0936924)",,,,Travessa de Santo António,,,
859169690,residential,,False,False,58.092999999999996,"LINESTRING (-9.259953 39.092998, -9.2599605 39.0931111, -9.2599518 39.0933457, -9.2599444 39.0935201)",,,,,,,
149930887,residential,,True,False,56.695,"LINESTRING (-9.2606678 39.0937376, -9.2606955 39.093659, -9.2608684 39.0934842, -9.261075 39.0933817, -9.2610976 39.0933793)",,,,Travessa Maria da Purificação,,,
150013981,residential,,False,False,160.21300000000002,"LINESTRING (-9.2606678 39.0937376, -9.2603903 39.0941616, -9.2603588 39.0948077, -9.2603579 39.0951264)",,,,Rua do Quebra Costas,,,
37068978,residential,,False,False,21.982,"LINESTRING (-9.2612404 39.093543, -9.2610976 39.0933793)",,,,Largo Padre Jacinto Brio Sobreiro,,,
150090313,residential,,False,False,14.626,"LINESTRING (-9.2612404 39.093543, -9.2614021 39.0935824)",,,,Largo Coronel Morais Sarmento,,,
150090313,residential,,False,True,27.773,"LINESTRING (-9.2612404 39.093543, -9.2613785 39.0937686)",,,,Largo Coronel Morais Sarmento,,,
37068979,residential,,True,False,54.503,"LINESTRING (-9.2612404 39.093543, -9.2609617 39.0935997, -9.2606678 39.0937376)",,,,Rua da Paz,,,
37068978,residential,,False,True,3.216,"LINESTRING (-9.2610893 39.0933511, -9.2610976 39.0933793)",,,,Largo Padre Jacinto Brio Sobreiro,,,
36932415,residential,,False,False,70.836,"LINESTRING (-9.2610893 39.0933511, -9.2607732 39.0933801, -9.2605339 39.0934118, -9.2602865 39.0934732)",,,,Rua de Santo António,,,
36932415,residential,,False,True,113.12100000000001,"LINESTRING (-9.2610893 39.0933511, -9.2611321 39.0933159, -9.2616817 39.0933593, -9.261945 39.0933801, -9.2620984 39.0934458, -9.2622767 39.0935885)",,,,Rua de Santo António,,,
37068986,residential,,True,False,54.572,"LINESTRING (-9.2602801 39.0925, -9.2605187 39.0929545)",,,,Rua dos Celeiros de Santa Maria,,,
149953930,residential,,True,False,70.27799999999999,"LINESTRING (-9.2602801 39.0925, -9.2603226 39.0924598, -9.2604301 39.092418, -9.2606257 39.0923499, -9.2610257 39.092271)",,,,Rua Francisco Xavier de Melo,,,
36932415,residential,,False,False,19.678,"LINESTRING (-9.2602865 39.0934732, -9.2600694 39.0935273)",,,,Rua de Santo António,,,
36932415,residential,,False,True,70.836,"LINESTRING (-9.2602865 39.0934732, -9.2605339 39.0934118, -9.2607732 39.0933801, -9.2610893 39.0933511)",,,,Rua de Santo António,,,
37069007,residential,,False,False,58.271,"LINESTRING (-9.2602865 39.0934732, -9.2602753 39.0934561, -9.2602602 39.0933582, -9.2602643 39.0932786, -9.2603652 39.0931061, -9.26036 39.092969)",,,,Rua de Tráz do Açougue,,,
37069007,residential,,False,True,58.27100000000001,"LINESTRING (-9.26036 39.092969, -9.2603652 39.0931061, -9.2602643 39.0932786, -9.2602602 39.0933582, -9.2602753 39.0934561, -9.2602865 39.0934732)",,,,Rua de Tráz do Açougue,,,
122186610,primary,roundabout,True,False,30.46,"LINESTRING (-9.2664353 39.0915033, -9.2663481 39.0915134, -9.2662698 39.091545, -9.2662091 39.0915947, -9.2661726 39.0916571)",,,,,,,
122186610,primary,roundabout,True,False,4.118,"LINESTRING (-9.2663521 39.0919086, -9.2663988 39.0919162)",,,,,,,
122186610,primary,roundabout,True,False,8.423,"LINESTRING (-9.2661726 39.0916571, -9.2661644 39.0916944, -9.2661651 39.0917323)",,,,,,,
150014172,residential,,True,False,25.438,"LINESTRING (-9.2626889 39.0917674, -9.2628076 39.0919768)",,,,,,,
150014170,residential,,False,True,103.18299999999999,"LINESTRING (-9.2626889 39.0917674, -9.2626451 39.0916954, -9.2624351 39.0913002, -9.2623395 39.0910912, -9.2622733 39.0908989)",,,,Rua Luís Augusto Albino,,,
37068994,residential,,False,False,25.365,"LINESTRING (-9.2609116 39.0908157, -9.2610496 39.0906143)",,,,Rua Maria Barreto Bastos,,,
37068994,residential,,False,True,5.103,"LINESTRING (-9.2609116 39.0908157, -9.2609701 39.0908224)",,,,Rua Maria Barreto Bastos,,,
"[149963481, 37068987]",residential,,True,False,173.484,"LINESTRING (-9.2609116 39.0908157, -9.2607519 39.0910596, -9.2604742 39.0911046, -9.2603803 39.0908232, -9.2600793 39.0900835)",,,,"['Rua Doutor Carlos França', 'Rua Maria Barreto Bastos']",,,
37068994,residential,,False,True,25.365,"LINESTRING (-9.2610496 39.0906143, -9.2609116 39.0908157)",,,,Rua Maria Barreto Bastos,,,
296205285,residential,,True,False,73.90899999999999,"LINESTRING (-9.2610496 39.0906143, -9.2610661 39.0905683, -9.2610707 39.090155, -9.2610716 39.0900694, -9.2611099 39.0899552)",,,,Rua Maria Barreto Bastos,,,
150090313,residential,,False,False,20.804,"LINESTRING (-9.2614021 39.0935824, -9.2613785 39.0937686)",,,,Largo Coronel Morais Sarmento,,,
150090313,residential,,False,True,14.626,"LINESTRING (-9.2614021 39.0935824, -9.2612404 39.093543)",,,,Largo Coronel Morais Sarmento,,,
37068972,residential,,False,True,130.186,"LINESTRING (-9.2614021 39.0935824, -9.2615661 39.0936261, -9.2616916 39.0936829, -9.2618902 39.0938088, -9.2620946 39.0940352, -9.2622372 39.0944693)",,,,Rua de São Miguel,,,
