osmid,oneway,ref,highway,maxspeed,reversed,length,lanes,geometry
362076935,False,CM 1211-1,tertiary,,False,304.693,,"LINESTRING (-8.4033815 41.7049666, -8.4034835 41.7056194, -8.403639 41.7060559, -8.403698 41.7065045, -8.4039126 41.706881, -8.404154 41.7071893, -8.4044156 41.7075546)"
"[1050384520, 431382794]",False,,residential,,"[False, True]",437.47699999999986,,"LINESTRING (-8.4033815 41.7049666, -8.4034707 41.704888, -8.4035551 41.7047986, -8.4037373 41.704691, -8.4039222 41.7046362, -8.4041534 41.7045976, -8.4043546 41.7045489, -8.4044825 41.7045347, -8.4047272 41.7044941, -8.4048659 41.7044514, -8.4049557 41.7043905, -8.4049883 41.7043133, -8.4050617 41.7042078, -8.405214 41.7040717, -8.4054588 41.7040169, -8.4056111 41.7040088, -8.4057063 41.704023, -8.4058586 41.7040839, -8.406027 41.7040684, -8.4062255 41.7040524, -8.406357 41.7040124, -8.4064884 41.7040023, -8.4066627 41.7039923, -8.4069712 41.7039363, -8.407116 41.7039102, -8.4072153 41.7038542, -8.4073011 41.7037801, -8.4073842 41.7036839, -8.4074701 41.7035998, -8.4076176 41.7034917, -8.4077544 41.7034296, -8.4078182 41.7034489)"
445980776,False,,residential,,True,225.47199999999998,,"LINESTRING (-8.4121372 41.7081713, -8.412062 41.7081173, -8.4120379 41.7080853, -8.4120254 41.7080058, -8.4121103 41.7076508, -8.4120817 41.7075873, -8.4120057 41.7075327, -8.411961 41.7074471, -8.4119718 41.7072629, -8.4119521 41.7071141, -8.4119047 41.7070907, -8.4118216 41.7071167, -8.4116007 41.7071902, -8.4114263 41.7072363, -8.4112959 41.7072289, -8.4108801 41.7071348, -8.4108336 41.707098)"
431086840,False,,residential,,False,207.14100000000002,,"LINESTRING (-8.405201 41.7000653, -8.4052715 41.7002302, -8.4054692 41.7007302, -8.4055282 41.7009265, -8.4055872 41.7010987, -8.4056087 41.7012549, -8.4056033 41.701347, -8.4056302 41.7014992, -8.4057214 41.7015753, -8.4059797 41.701672, -8.4060333 41.7017281)"
431086840,False,,residential,,True,145.482,,"LINESTRING (-8.405201 41.7000653, -8.4050669 41.7000093, -8.4047834 41.7000419, -8.4045688 41.700098, -8.4045251 41.7001695, -8.4044339 41.7004499, -8.4043274 41.7005065, -8.4040155 41.7004859, -8.4038911 41.7004248)"
431086833,False,,residential,,False,362.30899999999997,,"LINESTRING (-8.4108336 41.707098, -8.4106673 41.70711, -8.4104152 41.7070299, -8.4101846 41.7068217, -8.4100459 41.7067104, -8.4098689 41.7066943, -8.409455 41.7068137, -8.4092941 41.7068497, -8.4089185 41.7068057, -8.4087423 41.7068025, -8.4085377 41.7068337, -8.4083561 41.7067544, -8.4082005 41.7066903, -8.408045 41.7066823, -8.4077445 41.7066343, -8.407438 41.7064534, -8.4071644 41.7062132, -8.4070311 41.7061857)"
431086833,False,,residential,,True,42.373999999999995,,"LINESTRING (-8.4108336 41.707098, -8.4110643 41.7068297, -8.4110828 41.706769)"
445980776,False,,residential,,False,225.47200000000007,,"LINESTRING (-8.4108336 41.707098, -8.4108801 41.7071348, -8.4112959 41.7072289, -8.4114263 41.7072363, -8.4116007 41.7071902, -8.4118216 41.7071167, -8.4119047 41.7070907, -8.4119521 41.7071141, -8.4119718 41.7072629, -8.411961 41.7074471, -8.4120057 41.7075327, -8.4120817 41.7075873, -8.4121103 41.7076508, -8.4120254 41.7080058, -8.4120379 41.7080853, -8.412062 41.7081173, -8.4121372 41.7081713)"
347382535,False,EM 537-2,tertiary,50,True,56.921,,"LINESTRING (-8.4048953 41.7081803, -8.4048608 41.7080914, -8.4045633 41.7077357)"
431086833,False,,residential,,True,305.841,,"LINESTRING (-8.4048953 41.7081803, -8.405024 41.7080512, -8.4051643 41.7076835, -8.4054746 41.7072943, -8.4057482 41.7069338, -8.4059949 41.7068217, -8.4063659 41.7067504, -8.4065636 41.7066737, -8.4066494 41.7065776, -8.4066502 41.706398, -8.406703 41.7063173, -8.4068318 41.7062252, -8.4070311 41.7061857)"
431086833,False,,residential,,False,305.84099999999995,,"LINESTRING (-8.4070311 41.7061857, -8.4068318 41.7062252, -8.406703 41.7063173, -8.4066502 41.706398, -8.4066494 41.7065776, -8.4065636 41.7066737, -8.4063659 41.7067504, -8.4059949 41.7068217, -8.4057482 41.7069338, -8.4054746 41.7072943, -8.4051643 41.7076835, -8.405024 41.7080512, -8.4048953 41.7081803)"
431086833,False,,residential,,True,362.3090000000001,,"LINESTRING (-8.4070311 41.7061857, -8.4071644 41.7062132, -8.407438 41.7064534, -8.4077445 41.7066343, -8.408045 41.7066823, -8.4082005 41.7066903, -8.4083561 41.7067544, -8.4085377 41.7068337, -8.4087423 41.7068025, -8.4089185 41.7068057, -8.4092941 41.7068497, -8.409455 41.7068137, -8.4098689 41.7066943, -8.4100459 41.7067104, -8.4101846 41.7068217, -8.4104152 41.7070299, -8.4106673 41.70711, -8.4108336 41.707098)"
1050384518,False,,residential,,True,86.225,,"LINESTRING (-8.4070311 41.7061857, -8.4070759 41.7061341, -8.4072146 41.7060935, -8.4074023 41.7059717, -8.4075056 41.7058641, -8.4075764 41.7056874, -8.4075927 41.7055879)"
431086837,False,,residential,,False,175.44,,"LINESTRING (-8.4060333 41.7017281, -8.4061076 41.7017435, -8.4066609 41.7020165, -8.4068586 41.702088, -8.4073422 41.7022007, -8.4076051 41.7022888, -8.4078349 41.7024204, -8.4078848 41.7024558)"
431086837,False,,residential,,True,347.0620000000001,,"LINESTRING (-8.4060333 41.7017281, -8.4059896 41.7018116, -8.4058662 41.7019959, -8.4057428 41.7020199, -8.4054325 41.7019484, -8.4053252 41.7019764, -8.4051956 41.7021601, -8.405024 41.7024364, -8.4049542 41.7024685, -8.4048692 41.702453, -8.4046538 41.7022121, -8.4045313 41.7020565, -8.4043803 41.7019518, -8.4041826 41.7019764, -8.4040208 41.7020079, -8.4038017 41.7020766, -8.4036024 41.702132, -8.4034745 41.7020966, -8.4033878 41.7020039, -8.4032859 41.7020079, -8.4029685 41.7020349)"
431086840,False,,residential,,True,207.141,,"LINESTRING (-8.4060333 41.7017281, -8.4059797 41.701672, -8.4057214 41.7015753, -8.4056302 41.7014992, -8.4056033 41.701347, -8.4056087 41.7012549, -8.4055872 41.7010987, -8.4055282 41.7009265, -8.4054692 41.7007302, -8.4052715 41.7002302, -8.405201 41.7000653)"
133990416,False,EM 537,tertiary,,False,89.789,,"LINESTRING (-8.4093541 41.7036347, -8.4092548 41.7034961, -8.4092236 41.7033961, -8.4092137 41.7032881, -8.4092986 41.7031481, -8.4095437 41.7029287)"
133990416,False,EM 537,tertiary,,True,133.946,,"LINESTRING (-8.4093541 41.7036347, -8.4094829 41.7038144, -8.40975 41.7041871, -8.409776 41.7043287, -8.4097582 41.7044205, -8.4097096 41.7044955, -8.4094684 41.7046818)"
431086833,False,,residential,,False,405.24500000000006,,"LINESTRING (-8.4093541 41.7036347, -8.409573 41.703698, -8.4100298 41.7039309, -8.4103195 41.7041312, -8.4104689 41.7043829, -8.4104643 41.7045998, -8.4104589 41.7048721, -8.4104482 41.7050844, -8.410544 41.705288, -8.4105287 41.7055209, -8.4105501 41.7056531, -8.4106574 41.7058133, -8.4107317 41.7060049, -8.4107854 41.7062692, -8.4108658 41.7064615, -8.4109678 41.7065976, -8.4110911 41.7067418, -8.4110828 41.706769)"
431086837,False,,residential,,True,176.183,,"LINESTRING (-8.4093541 41.7036347, -8.4091707 41.7035739, -8.4089561 41.7034337, -8.4085967 41.7032174, -8.4083767 41.7029811, -8.4081576 41.7026493, -8.4079446 41.7024982)"
431382784,False,,residential,,False,43.329,,"LINESTRING (-8.410394 41.7022485, -8.41045 41.7022842, -8.4107102 41.7023863, -8.4107692 41.7024223, -8.410809 41.7024725)"
431382788,False,,residential,,True,106.125,,"LINESTRING (-8.410394 41.7022485, -8.4102971 41.7023162, -8.4099082 41.7025645, -8.4096475 41.7027338, -8.4095515 41.7028509, -8.4095437 41.7029287)"
133990416,False,EM 537,tertiary,,False,118.445,,"LINESTRING (-8.4095437 41.7029287, -8.4096276 41.7028583, -8.4098575 41.702732, -8.4107043 41.7024853, -8.410809 41.7024725)"
133990416,False,EM 537,tertiary,,True,89.78899999999999,,"LINESTRING (-8.4095437 41.7029287, -8.4092986 41.7031481, -8.4092137 41.7032881, -8.4092236 41.7033961, -8.4092548 41.7034961, -8.4093541 41.7036347)"
431382788,False,,residential,,False,106.125,,"LINESTRING (-8.4095437 41.7029287, -8.4095515 41.7028509, -8.4096475 41.7027338, -8.4099082 41.7025645, -8.4102971 41.7023162, -8.410394 41.7022485)"
431086837,False,,residential,,False,6.847,,"LINESTRING (-8.4078848 41.7024558, -8.4079446 41.7024982)"
431086837,False,,residential,,True,175.43999999999997,,"LINESTRING (-8.4078848 41.7024558, -8.4078349 41.7024204, -8.4076051 41.7022888, -8.4073422 41.7022007, -8.4068586 41.702088, -8.4066609 41.7020165, -8.4061076 41.7017435, -8.4060333 41.7017281)"
431382787,False,,residential,,False,131.93200000000002,,"LINESTRING (-8.4078848 41.7024558, -8.4077946 41.7024964, -8.4076632 41.7025505, -8.4075639 41.7026046, -8.4075371 41.7026606, -8.4075559 41.7027027, -8.4076256 41.7027988, -8.4076578 41.7028749, -8.4076927 41.702967, -8.4076948 41.7030643, -8.4077136 41.7031364, -8.4077753 41.7032205, -8.4078483 41.7032995, -8.4078509 41.7033615, -8.4078182 41.7034489)"
431382787,False,,residential,,True,131.932,,"LINESTRING (-8.4078182 41.7034489, -8.4078509 41.7033615, -8.4078483 41.7032995, -8.4077753 41.7032205, -8.4077136 41.7031364, -8.4076948 41.7030643, -8.4076927 41.702967, -8.4076578 41.7028749, -8.4076256 41.7027988, -8.4075559 41.7027027, -8.4075371 41.7026606, -8.4075639 41.7026046, -8.4076632 41.7025505, -8.4077946 41.7024964, -8.4078848 41.7024558)"
431382794,False,,residential,,False,178.971,,"LINESTRING (-8.4078182 41.7034489, -8.4078804 41.7034677, -8.4079904 41.7035478, -8.4080811 41.703643, -8.4080945 41.7037491, -8.4081052 41.7038853, -8.4081487 41.7040504, -8.4081755 41.7041906, -8.4082104 41.7042727, -8.4082023 41.7043348, -8.4081589 41.7044019, -8.408036 41.7044809, -8.4079073 41.7045651, -8.4078402 41.7046452, -8.4077651 41.7047513, -8.4077381 41.7048376)"
"[1050384520, 431382794]",False,,residential,,"[False, True]",437.47700000000003,,"LINESTRING (-8.4078182 41.7034489, -8.4077544 41.7034296, -8.4076176 41.7034917, -8.4074701 41.7035998, -8.4073842 41.7036839, -8.4073011 41.7037801, -8.4072153 41.7038542, -8.407116 41.7039102, -8.4069712 41.7039363, -8.4066627 41.7039923, -8.4064884 41.7040023, -8.406357 41.7040124, -8.4062255 41.7040524, -8.406027 41.7040684, -8.4058586 41.7040839, -8.4057063 41.704023, -8.4056111 41.7040088, -8.4054588 41.7040169, -8.405214 41.7040717, -8.4050617 41.7042078, -8.4049883 41.7043133, -8.4049557 41.7043905, -8.4048659 41.7044514, -8.4047272 41.7044941, -8.4044825 41.7045347, -8.4043546 41.7045489, -8.4041534 41.7045976, -8.4039222 41.7046362, -8.4037373 41.704691, -8.4035551 41.7047986, -8.4034707 41.704888, -8.4033815 41.7049666)"
133990416,False,EM 537,tertiary,,False,155.123,,"LINESTRING (-8.4077381 41.7048376, -8.4078842 41.704814, -8.4080224 41.7048104, -8.4089235 41.7049404, -8.4091169 41.704904, -8.4092863 41.7048225, -8.4094684 41.7046818)"
133990416,False,EM 537,tertiary,,True,71.987,,"LINESTRING (-8.4077381 41.7048376, -8.4076596 41.7048717, -8.4074559 41.705028, -8.407181 41.7053256)"
431382794,False,,residential,,True,178.971,,"LINESTRING (-8.4077381 41.7048376, -8.4077651 41.7047513, -8.4078402 41.7046452, -8.4079073 41.7045651, -8.408036 41.7044809, -8.4081589 41.7044019, -8.4082023 41.7043348, -8.4082104 41.7042727, -8.4081755 41.7041906, -8.4081487 41.7040504, -8.4081052 41.7038853, -8.4080945 41.7037491, -8.4080811 41.703643, -8.4079904 41.7035478, -8.4078804 41.7034677, -8.4078182 41.7034489)"
133990416,False,EM 537,tertiary,,True,118.44499999999998,,"LINESTRING (-8.410809 41.7024725, -8.4107043 41.7024853, -8.4098575 41.702732, -8.4096276 41.7028583, -8.4095437 41.7029287)"
431382784,False,,residential,,True,43.32899999999999,,"LINESTRING (-8.410809 41.7024725, -8.4107692 41.7024223, -8.4107102 41.7023863, -8.41045 41.7022842, -8.410394 41.7022485)"
431086833,False,,residential,,False,42.373999999999995,,"LINESTRING (-8.4110828 41.706769, -8.4110643 41.7068297, -8.4108336 41.707098)"
431086833,False,,residential,,True,405.245,,"LINESTRING (-8.4110828 41.706769, -8.4110911 41.7067418, -8.4109678 41.7065976, -8.4108658 41.7064615, -8.4107854 41.7062692, -8.4107317 41.7060049, -8.4106574 41.7058133, -8.4105501 41.7056531, -8.4105287 41.7055209, -8.410544 41.705288, -8.4104482 41.7050844, -8.4104589 41.7048721, -8.4104643 41.7045998, -8.4104689 41.7043829, -8.4103195 41.7041312, -8.4100298 41.7039309, -8.409573 41.703698, -8.4093541 41.7036347)"
445980777,False,,residential,,True,57.709999999999994,,"LINESTRING (-8.4110828 41.706769, -8.4111662 41.7067517, -8.4112654 41.7067277, -8.41143 41.7066962, -8.4115363 41.7066736, -8.4116553 41.7066282, -8.411708 41.7065735)"
445980777,False,,residential,,False,57.71,,"LINESTRING (-8.411708 41.7065735, -8.4116553 41.7066282, -8.4115363 41.7066736, -8.41143 41.7066962, -8.4112654 41.7067277, -8.4111662 41.7067517, -8.4110828 41.706769)"
431086837,False,,residential,,True,6.847,,"LINESTRING (-8.4079446 41.7024982, -8.4078848 41.7024558)"
431086837,False,,residential,,False,176.183,,"LINESTRING (-8.4079446 41.7024982, -8.4081576 41.7026493, -8.4083767 41.7029811, -8.4085967 41.7032174, -8.4089561 41.7034337, -8.4091707 41.7035739, -8.4093541 41.7036347)"
880827329,False,,residential,,False,99.15,,"LINESTRING (-8.4079446 41.7024982, -8.4079863 41.7022075, -8.40799 41.7021721, -8.4080229 41.7021475, -8.4080887 41.7021148, -8.4086623 41.7019211)"
880827329,False,,residential,,True,99.14999999999999,,"LINESTRING (-8.4086623 41.7019211, -8.4080887 41.7021148, -8.4080229 41.7021475, -8.40799 41.7021721, -8.4079863 41.7022075, -8.4079446 41.7024982)"
1050384519,False,,residential,,True,146.48900000000003,,"LINESTRING (-8.4084743 41.7052932, -8.4086234 41.7052387, -8.4087893 41.70519, -8.4089443 41.7051859, -8.4090776 41.705194, -8.4092435 41.7051961, -8.4094774 41.7051351, -8.4095889 41.7050499, -8.4096487 41.7049686, -8.409627 41.7048834, -8.4095753 41.7047778, -8.4094684 41.7046818)"
1050384517,False,,residential,,False,96.107,,"LINESTRING (-8.4080661 41.7049264, -8.4080251 41.7050194, -8.4080033 41.7050925, -8.4080387 41.7052976, -8.408036 41.7053443, -8.4079925 41.7054174, -8.4079245 41.7054945, -8.4078456 41.705527, -8.4075927 41.7055879)"
1050384517,False,,residential,,True,96.107,,"LINESTRING (-8.4075927 41.7055879, -8.4078456 41.705527, -8.4079245 41.7054945, -8.4079925 41.7054174, -8.408036 41.7053443, -8.4080387 41.7052976, -8.4080033 41.7050925, -8.4080251 41.7050194, -8.4080661 41.7049264)"
1050384518,False,,residential,,False,86.225,,"LINESTRING (-8.4075927 41.7055879, -8.4075764 41.7056874, -8.4075056 41.7058641, -8.4074023 41.7059717, -8.4072146 41.7060935, -8.4070759 41.7061341, -8.4070311 41.7061857)"
1050384518,False,,residential,,True,52.894,,"LINESTRING (-8.4075927 41.7055879, -8.4075845 41.7055311, -8.4075464 41.7054539, -8.4074893 41.7053605, -8.4073261 41.7053321, -8.407181 41.7053256)"
133990416,False,EM 537,tertiary,,False,71.98700000000001,,"LINESTRING (-8.407181 41.7053256, -8.4074559 41.705028, -8.4076596 41.7048717, -8.4077381 41.7048376)"
133990416,False,EM 537,tertiary,,True,336.87800000000004,,"LINESTRING (-8.407181 41.7053256, -8.4071322 41.7053785, -8.4069982 41.7054428, -8.4066604 41.7055663, -8.4059428 41.7059365, -8.405887 41.7059809, -8.4058352 41.706022, -8.4052019 41.7067055, -8.4044658 41.7075)"
1050384518,False,,residential,,False,52.894000000000005,,"LINESTRING (-8.407181 41.7053256, -8.4073261 41.7053321, -8.4074893 41.7053605, -8.4075464 41.7054539, -8.4075845 41.7055311, -8.4075927 41.7055879)"
133990416,False,EM 537,tertiary,,False,133.94600000000003,,"LINESTRING (-8.4094684 41.7046818, -8.4097096 41.7044955, -8.4097582 41.7044205, -8.409776 41.7043287, -8.40975 41.7041871, -8.4094829 41.7038144, -8.4093541 41.7036347)"
133990416,False,EM 537,tertiary,,True,155.123,,"LINESTRING (-8.4094684 41.7046818, -8.4092863 41.7048225, -8.4091169 41.704904, -8.4089235 41.7049404, -8.4080224 41.7048104, -8.4078842 41.704814, -8.4077381 41.7048376)"
1050384519,False,,residential,,False,146.489,,"LINESTRING (-8.4094684 41.7046818, -8.4095753 41.7047778, -8.409627 41.7048834, -8.4096487 41.7049686, -8.4095889 41.7050499, -8.4094774 41.7051351, -8.4092435 41.7051961, -8.4090776 41.705194, -8.4089443 41.7051859, -8.4087893 41.70519, -8.4086234 41.7052387, -8.4084743 41.7052932)"
