osmid,oneway,ref,name,highway,access,reversed,length,geometry,maxspeed
244264431,False,EM 333-1,Rua 18 de Fevereiro,secondary,yes,True,238.28000000000003,"LINESTRING (-8.6066232 40.4994331, -8.6062737 40.49923, -8.6061737 40.4991786, -8.6060831 40.4991449, -8.6059812 40.4991145, -8.6043834 40.4987302, -8.6042197 40.4986891, -8.6041322 40.4986607, -8.6040427 40.4986207)",80
244264431,False,EM 333-1,Rua 18 de Fevereiro,secondary,yes,False,14.893,"LINESTRING (-8.6039053 40.4985369, -8.6040427 40.4986207)",80
244264431,False,EM 333-1,Rua 18 de Fevereiro,secondary,yes,True,29.306,"LINESTRING (-8.6039053 40.4985369, -8.6036362 40.4983708)",80
116418158,True,,,residential,,False,18.93,"LINESTRING (-8.6039053 40.4985369, -8.6038406 40.4986106, -8.6038434 40.4986922)",
244264431,False,EM 333-1,Rua 18 de Fevereiro,secondary,yes,True,14.893,"LINESTRING (-8.6040427 40.4986207, -8.6039053 40.4985369)",80
244264431,False,EM 333-1,Rua 18 de Fevereiro,secondary,yes,False,238.27999999999997,"LINESTRING (-8.6040427 40.4986207, -8.6041322 40.4986607, -8.6042197 40.4986891, -8.6043834 40.4987302, -8.6059812 40.4991145, -8.6060831 40.4991449, -8.6061737 40.4991786, -8.6062737 40.49923, -8.6066232 40.4994331)",80
116418158,True,,,residential,,False,24.209,"LINESTRING (-8.6038434 40.4986922, -8.6038492 40.4988236, -8.6038786 40.4989069)",
152348660,True,,,residential,,False,11.613,"LINESTRING (-8.6038434 40.4986922, -8.6038969 40.4987175, -8.6039656 40.4986959)",
152348686,True,,,residential,,False,10.603,"LINESTRING (-8.6039656 40.4986959, -8.6040427 40.4986207)",
245615967,False,,Travessa Arneirinho,residential,,True,124.923,"LINESTRING (-8.607222 40.496347, -8.6079601 40.4973202)",
115830802,False,EM 596,Rua Cabeço,secondary,yes,True,298.16099999999994,"LINESTRING (-8.6063667 40.4926308, -8.6060243 40.4928013, -8.6055415 40.4930216, -8.6052411 40.493193, -8.6048549 40.4936009, -8.604694 40.4937478, -8.6045287 40.4938359, -8.6043785 40.4938604, -8.6041361 40.4938212, -8.603782 40.4937315, -8.6034973 40.4936927)",
"[245615968, 116464904]",False,,"['Rua Arneirinho', 'Rua da Fonte']",residential,,True,710.261,"LINESTRING (-8.6063667 40.4926308, -8.6068411 40.4931377, -8.6073196 40.4935491, -8.6076242 40.4937471, -8.6078472 40.4938212, -8.6083891 40.4939315, -8.6085778 40.4940259, -8.6087361 40.4941669, -8.6090736 40.4946977, -8.6091304 40.4947651, -8.6092691 40.4948563, -8.6097411 40.49515, -8.6098497 40.4952884, -8.6095051 40.4957701, -8.609033 40.4963249, -8.608561 40.4968797, -8.6082827 40.4971319, -8.6079601 40.4973202)",
