osmid,name,highway,maxspeed,oneway,reversed,length,ref,geometry,lanes,bridge
"[173095124, 173095126]",Štefánikova,residential,40,False,False,42.789,,"LINESTRING (22.1810713 48.7430251, 22.1811226 48.7428705, 22.1813284 48.7426891)",,yes
323377907,Štefánikova,tertiary,50,False,False,33.208999999999996,3754,"LINESTRING (22.1810713 48.7430251, 22.1808748 48.7429196, 22.1806907 48.7428689)",2,
323377907,Štefánikova,tertiary,50,False,True,210.51700000000002,3754,"LINESTRING (22.1810713 48.7430251, 22.1810738 48.7430486, 22.1810974 48.7432698, 22.1811129 48.7434155, 22.1811169 48.7435491, 22.1811231 48.7436377, 22.1811228 48.7437011, 22.1811168 48.7437543, 22.1810967 48.743944, 22.1810159 48.7443283, 22.1809909 48.7444607, 22.1809794 48.7445213, 22.1808883 48.7449068)",2,
173010395,Štefánikova,tertiary,50,True,False,42.926,3754,"LINESTRING (22.1805985 48.7454209, 22.1807113 48.7452782, 22.1807371 48.7452324, 22.1807749 48.7451668, 22.1808051 48.7450626)",,
380560034,Pri parku,primary,50,False,False,33.595,19,"LINESTRING (22.1805985 48.7454209, 22.1808549 48.745334, 22.1809212 48.7453164, 22.18101 48.7452884)",,
"[481860715, 306638340]",Pri parku,primary,50,False,True,88.164,19,"LINESTRING (22.1805985 48.7454209, 22.1805164 48.7454473, 22.1799401 48.7456236, 22.1795126 48.7457613)",,
"[481860715, 306638340]",Pri parku,primary,50,False,False,88.164,19,"LINESTRING (22.1795126 48.7457613, 22.1799401 48.7456236, 22.1805164 48.7454473, 22.1805985 48.7454209)",,
306638341,Michalovská,primary,50,False,True,53.594,19,"LINESTRING (22.1795126 48.7457613, 22.1792395 48.7458457, 22.1788548 48.7459714)",3,
"[173010403, 839513775]",Kúpeľská,secondary,50,False,False,173.35899999999998,582,"LINESTRING (22.1795126 48.7457613, 22.179552 48.7458186, 22.1797162 48.7460575, 22.179848 48.7462485, 22.1798735 48.7462855, 22.1800418 48.7465202, 22.1801774 48.7467261, 22.1802484 48.7468772, 22.1803985 48.7472036)",3,
173095107,Štúrova,residential,30,False,False,67.676,,"LINESTRING (22.1870019 48.7401803, 22.1873193 48.7407518)",,
173095145,Štúrova,residential,40,False,True,121.053,,"LINESTRING (22.1870019 48.7401803, 22.1854208 48.7404933)",,
173095156,Švermova,residential,40,False,True,128.957,,"LINESTRING (22.1839232 48.740373, 22.1843504 48.741498)",,
173095141,Sama Chalupku,residential,40,False,False,224.925,,"LINESTRING (22.1839232 48.740373, 22.1824285 48.7406531, 22.1809543 48.7408789)",,
173095145,Štúrova,residential,40,False,False,121.053,,"LINESTRING (22.1854208 48.7404933, 22.1870019 48.7401803)",,
210128402,SNP,residential,40,False,True,233.899,,"LINESTRING (22.1854208 48.7404933, 22.1856552 48.7410511, 22.1857907 48.7413888, 22.1858485 48.7415404, 22.1859176 48.741722, 22.1859281 48.7418061, 22.1859329 48.7418964, 22.1859382 48.7421423, 22.1859315 48.7423651, 22.1859321 48.7424615, 22.1858572 48.742539)",,
173095165,Gorkého,residential,40,False,True,34.128,,"LINESTRING (22.1808881 48.7405751, 22.1809543 48.7408789)",,
173095107,Štúrova,residential,30,False,True,67.676,,"LINESTRING (22.1873193 48.7407518, 22.1870019 48.7401803)",,
173095165,Gorkého,residential,40,False,False,34.128,,"LINESTRING (22.1809543 48.7408789, 22.1808881 48.7405751)",,
173095141,Sama Chalupku,residential,40,False,True,224.925,,"LINESTRING (22.1809543 48.7408789, 22.1824285 48.7406531, 22.1839232 48.740373)",,
173095148,Gorkého,residential,40,False,True,98.98,,"LINESTRING (22.1809543 48.7408789, 22.1810258 48.7410134, 22.1811741 48.7412924, 22.1813153 48.7417132, 22.1813222 48.7417337)",,
173095102,Švermova,residential,30,False,False,223.594,,"LINESTRING (22.1843504 48.741498, 22.1813222 48.7417337)",,
173095156,Švermova,residential,40,False,False,128.957,,"LINESTRING (22.1843504 48.741498, 22.1839232 48.740373)",,
173095156,Švermova,residential,40,False,True,117.824,,"LINESTRING (22.1843504 48.741498, 22.1842036 48.7425103, 22.1842045 48.742553)",,
173095134,Komenského,residential,50,False,False,205.791,,"LINESTRING (22.177771 48.7416131, 22.1779173 48.7418997, 22.1779574 48.7419781, 22.1780859 48.742238, 22.1781047 48.742284, 22.1786596 48.7433685)",,
173095144,Školská,residential,40,False,False,183.90300000000002,,"LINESTRING (22.177771 48.7416131, 22.1776839 48.741631, 22.1772346 48.7417368, 22.1769495 48.7418019, 22.1765435 48.7418943, 22.1754013 48.7421545)",,
173095144,Školská,residential,40,False,True,147.993,,"LINESTRING (22.177771 48.7416131, 22.1778386 48.7415992, 22.1785181 48.7414596, 22.1786498 48.7414325, 22.1793737 48.7412837, 22.1794877 48.7412603, 22.1795596 48.7412514, 22.1796291 48.7412377, 22.1797014 48.7412261)",,
173095102,Švermova,residential,30,False,True,223.594,,"LINESTRING (22.1813222 48.7417337, 22.1843504 48.741498)",,
173095148,Gorkého,residential,40,False,False,98.98,,"LINESTRING (22.1813222 48.7417337, 22.1813153 48.7417132, 22.1811741 48.7412924, 22.1810258 48.7410134, 22.1809543 48.7408789)",,
173095148,Gorkého,residential,40,False,True,96.277,,"LINESTRING (22.1813222 48.7417337, 22.1813791 48.7419671, 22.1814332 48.7421409, 22.1814848 48.7422155, 22.1817382 48.7425002, 22.1817689 48.7425346)",,
173095144,Školská,residential,40,False,True,183.90300000000002,,"LINESTRING (22.1754013 48.7421545, 22.1765435 48.7418943, 22.1769495 48.7418019, 22.1772346 48.7417368, 22.1776839 48.741631, 22.177771 48.7416131)",,
"[1151437371, 1151437372]",Hollého,residential,"['30', '50']",False,True,212.172,,"LINESTRING (22.1754013 48.7421545, 22.1755473 48.7423182, 22.1758548 48.742663, 22.1766518 48.7435568, 22.176868 48.7437993)",,
316996327,Tibavská,residential,40,False,False,35.005,,"LINESTRING (22.1822359 48.7424693, 22.1817689 48.7425346)",,
173095152,Prof. Hlaváča,residential,30,False,True,247.89999999999998,,"LINESTRING (22.1822359 48.7424693, 22.1822753 48.7425217, 22.1824938 48.7428121, 22.1826074 48.7429168, 22.1826999 48.7429699, 22.1827835 48.7430211, 22.1828531 48.7431443, 22.182928 48.7433759, 22.1829859 48.7436696, 22.1831455 48.7440098, 22.1833297 48.744454, 22.1833854 48.744526)",2,
316996327,Tibavská,residential,40,False,True,145.012,,"LINESTRING (22.1822359 48.7424693, 22.1827056 48.7424598, 22.1831957 48.7424705, 22.1836685 48.7424969, 22.184017 48.7425298, 22.1842045 48.742553)",,
316996327,Tibavská,residential,40,False,True,35.005,,"LINESTRING (22.1817689 48.7425346, 22.1822359 48.7424693)",,
173095148,Gorkého,residential,40,False,False,96.277,,"LINESTRING (22.1817689 48.7425346, 22.1817382 48.7425002, 22.1814848 48.7422155, 22.1814332 48.7421409, 22.1813791 48.7419671, 22.1813222 48.7417337)",,
316996327,Tibavská,residential,40,False,False,36.616,,"LINESTRING (22.1817689 48.7425346, 22.1813712 48.7426694, 22.1813284 48.7426891)",,
173095171,Mieru,residential,40,False,True,118.766,,"LINESTRING (22.1858572 48.742539, 22.1861119 48.7435938)",,
210128402,SNP,residential,40,False,False,233.89899999999997,,"LINESTRING (22.1858572 48.742539, 22.1859321 48.7424615, 22.1859315 48.7423651, 22.1859382 48.7421423, 22.1859329 48.7418964, 22.1859281 48.7418061, 22.1859176 48.741722, 22.1858485 48.7415404, 22.1857907 48.7413888, 22.1856552 48.7410511, 22.1854208 48.7404933)",,
316996327,Tibavská,residential,40,False,False,123.03200000000001,,"LINESTRING (22.1858572 48.742539, 22.1855193 48.7425915, 22.1852307 48.7426251, 22.1848667 48.7426321, 22.1845111 48.7425984, 22.1842045 48.742553)",,
173095156,Švermova,residential,40,False,False,117.824,,"LINESTRING (22.1842045 48.742553, 22.1842036 48.7425103, 22.1843504 48.741498)",,
316996327,Tibavská,residential,40,False,False,145.012,,"LINESTRING (22.1842045 48.742553, 22.184017 48.7425298, 22.1836685 48.7424969, 22.1831957 48.7424705, 22.1827056 48.7424598, 22.1822359 48.7424693)",,
316996327,Tibavská,residential,40,False,True,123.03200000000001,,"LINESTRING (22.1842045 48.742553, 22.1845111 48.7425984, 22.1848667 48.7426321, 22.1852307 48.7426251, 22.1855193 48.7425915, 22.1858572 48.742539)",,
"[173095113, 173095119]",Tibavská,residential,40,False,True,50.951,,"LINESTRING (22.1813284 48.7426891, 22.180968 48.7428013, 22.1807608 48.7428578, 22.1806907 48.7428689)",,yes
"[173095124, 173095126]",Štefánikova,residential,40,False,True,42.789,,"LINESTRING (22.1813284 48.7426891, 22.1811226 48.7428705, 22.1810713 48.7430251)",,yes
316996327,Tibavská,residential,40,False,True,36.616,,"LINESTRING (22.1813284 48.7426891, 22.1813712 48.7426694, 22.1817689 48.7425346)",,
173095106,Kpt. Nálepku,residential,50,False,False,194.22,,"LINESTRING (22.1786596 48.7433685, 22.1786773 48.7433919, 22.1795115 48.7449078, 22.1795698 48.7450086)",,
173095133,Kpt. Nálepku,residential,40,True,False,139.834,,"LINESTRING (22.1786596 48.7433685, 22.1786045 48.7433813, 22.1778122 48.7435717, 22.1777271 48.7435905, 22.176868 48.7437993)",,
173095134,Komenského,residential,50,False,True,205.791,,"LINESTRING (22.1786596 48.7433685, 22.1781047 48.742284, 22.1780859 48.742238, 22.1779574 48.7419781, 22.1779173 48.7418997, 22.177771 48.7416131)",,
173095114,Hollého,residential,50,False,False,121.72,,"LINESTRING (22.176868 48.7437993, 22.1767717 48.7438253, 22.1753802 48.7442844)",,
173095151,Hollého,residential,50,False,True,282.31600000000003,,"LINESTRING (22.176868 48.7437993, 22.1768938 48.7438192, 22.1777115 48.7447801, 22.1777606 48.7448278, 22.1779928 48.7451083, 22.1782792 48.7454013, 22.178475 48.745582, 22.1787247 48.7458406, 22.1787835 48.7459015, 22.1788548 48.7459714)",,
"[1151437371, 1151437372]",Hollého,residential,"['50', '30']",False,False,212.17199999999997,,"LINESTRING (22.176868 48.7437993, 22.1766518 48.7435568, 22.1758548 48.742663, 22.1755473 48.7423182, 22.1754013 48.7421545)",,
173095114,Hollého,residential,50,False,True,121.72,,"LINESTRING (22.1753802 48.7442844, 22.1767717 48.7438253, 22.176868 48.7437993)",,
173095159,1. mája,residential,50,False,True,280.34,,"LINESTRING (22.1753802 48.7442844, 22.1754398 48.7443348, 22.1769354 48.7459966, 22.1769705 48.7460356, 22.1770701 48.7461489, 22.1771245 48.7462224, 22.1771615 48.7462691, 22.1773411 48.7464474)",,
308630053,Pri parku,primary,50,False,False,67.634,19,"LINESTRING (22.1833854 48.744526, 22.1841989 48.7442393)",,
173095152,Prof. Hlaváča,residential,30,False,False,247.89999999999998,,"LINESTRING (22.1833854 48.744526, 22.1833297 48.744454, 22.1831455 48.7440098, 22.1829859 48.7436696, 22.182928 48.7433759, 22.1828531 48.7431443, 22.1827835 48.7430211, 22.1826999 48.7429699, 22.1826074 48.7429168, 22.1824938 48.7428121, 22.1822753 48.7425217, 22.1822359 48.7424693)",2,
"[481650336, 380560033, 481650332, 839513788, 839513789]",Pri parku,primary,50,False,True,169.84500000000003,19,"LINESTRING (22.1833854 48.744526, 22.1831033 48.74461, 22.1829058 48.7446733, 22.1819973 48.7449707, 22.181673 48.7450756, 22.1816386 48.7450878, 22.1815243 48.7451248, 22.1813054 48.7451979)","['4', '3']",yes
308692295,Michalovská,primary,50,False,True,23.7,19,"LINESTRING (22.1773411 48.7464474, 22.1770516 48.7465422)",,
173095159,1. mája,residential,50,False,False,280.34000000000003,,"LINESTRING (22.1773411 48.7464474, 22.1771615 48.7462691, 22.1771245 48.7462224, 22.1770701 48.7461489, 22.1769705 48.7460356, 22.1769354 48.7459966, 22.1754398 48.7443348, 22.1753802 48.7442844)",,
"[442476032, 442254549]",Michalovská,primary,50,False,False,122.971,19,"LINESTRING (22.1773411 48.7464474, 22.1781894 48.7461767, 22.1783851 48.7461202, 22.1788548 48.7459714)",3,
308692295,Michalovská,primary,50,False,False,23.7,19,"LINESTRING (22.1770516 48.7465422, 22.1773411 48.7464474)",,
173095161,Gagarinova,residential,40,False,True,86.426,,"LINESTRING (22.1815243 48.7469743, 22.1812224 48.7470351, 22.180979 48.7470843, 22.1806655 48.7471495, 22.1804689 48.7471941, 22.1803985 48.7472036)",,
"[173010403, 839513775]",Kúpeľská,secondary,50,False,True,173.359,582,"LINESTRING (22.1803985 48.7472036, 22.1802484 48.7468772, 22.1801774 48.7467261, 22.1800418 48.7465202, 22.1798735 48.7462855, 22.179848 48.7462485, 22.1797162 48.7460575, 22.179552 48.7458186, 22.1795126 48.7457613)",3,
173095161,Gagarinova,residential,40,False,False,86.42599999999999,,"LINESTRING (22.1803985 48.7472036, 22.1804689 48.7471941, 22.1806655 48.7471495, 22.180979 48.7470843, 22.1812224 48.7470351, 22.1815243 48.7469743)",,
173095118,P. Horova,residential,30,False,True,508.555,,"LINESTRING (22.1851994 48.7483871, 22.1851127 48.7482344, 22.1850428 48.7480914, 22.1850255 48.7479903, 22.1850376 48.7479063, 22.1857497 48.747591, 22.185741 48.7474871, 22.1856741 48.7472891, 22.1854044 48.7467258, 22.1851954 48.7462837, 22.1851793 48.7462468, 22.1847726 48.7453936, 22.1844323 48.7446812, 22.1843833 48.7445846, 22.1842622 48.7443391, 22.1841989 48.7442393)",2,
481860720,Štefánikova,tertiary,50,False,True,9.573,3754,"LINESTRING (22.1808883 48.7449068, 22.1808449 48.744988)",2,
323377907,Štefánikova,tertiary,50,False,False,210.51700000000002,3754,"LINESTRING (22.1808883 48.7449068, 22.1809794 48.7445213, 22.1809909 48.7444607, 22.1810159 48.7443283, 22.1810967 48.743944, 22.1811168 48.7437543, 22.1811228 48.7437011, 22.1811231 48.7436377, 22.1811169 48.7435491, 22.1811129 48.7434155, 22.1810974 48.7432698, 22.1810738 48.7430486, 22.1810713 48.7430251)",2,
439220966,Štefánikova,tertiary,50,True,False,50.055,3754,"LINESTRING (22.1808883 48.7449068, 22.180927 48.7450339, 22.1809606 48.7450845, 22.1810007 48.7451206, 22.1810425 48.7451479, 22.1811027 48.7451691, 22.1813054 48.7451979)",,
481650338,Pri parku,primary,50,False,True,23.883,19,"LINESTRING (22.1813054 48.7451979, 22.18101 48.7452884)",3,
"[481650336, 380560033, 481650332, 839513788, 839513789]",Pri parku,primary,50,False,False,169.845,19,"LINESTRING (22.1813054 48.7451979, 22.1815243 48.7451248, 22.1816386 48.7450878, 22.181673 48.7450756, 22.1819973 48.7449707, 22.1829058 48.7446733, 22.1831033 48.74461, 22.1833854 48.744526)","['4', '3']",yes
481650338,Pri parku,primary,50,False,False,23.883,19,"LINESTRING (22.18101 48.7452884, 22.1813054 48.7451979)",3,
380560034,Pri parku,primary,50,False,True,33.595,19,"LINESTRING (22.18101 48.7452884, 22.1809212 48.7453164, 22.1808549 48.745334, 22.1805985 48.7454209)",,
439220969,Štefánikova,tertiary,50,True,False,30.144,3754,"LINESTRING (22.18101 48.7452884, 22.1809324 48.7452462, 22.1808891 48.7452155, 22.1808685 48.7451875, 22.1808425 48.7451374, 22.1808051 48.7450626)",,
481860725,Štefánikova,tertiary,50,False,False,8.794,3754,"LINESTRING (22.1808051 48.7450626, 22.1808449 48.744988)",2,
481860720,Štefánikova,tertiary,50,False,False,9.573,3754,"LINESTRING (22.1808449 48.744988, 22.1808883 48.7449068)",2,
481860725,Štefánikova,tertiary,50,False,True,8.794,3754,"LINESTRING (22.1808449 48.744988, 22.1808051 48.7450626)",2,
440555070,Štefánikova,tertiary,50,True,False,36.013,3754,"LINESTRING (22.1808449 48.744988, 22.1808883 48.7450783, 22.1809446 48.7451685, 22.1809689 48.7451892, 22.1809902 48.7452074, 22.1810034 48.7452369, 22.18101 48.7452884)",,
173095106,Kpt. Nálepku,residential,50,False,True,194.22,,"LINESTRING (22.1795698 48.7450086, 22.1795115 48.7449078, 22.1786773 48.7433919, 22.1786596 48.7433685)",,
308630053,Pri parku,primary,50,False,True,67.634,19,"LINESTRING (22.1841989 48.7442393, 22.1833854 48.744526)",,
173095118,P. Horova,residential,30,False,False,508.55499999999995,,"LINESTRING (22.1841989 48.7442393, 22.1842622 48.7443391, 22.1843833 48.7445846, 22.1844323 48.7446812, 22.1847726 48.7453936, 22.1851793 48.7462468, 22.1851954 48.7462837, 22.1854044 48.7467258, 22.1856741 48.7472891, 22.185741 48.7474871, 22.1857497 48.747591, 22.1850376 48.7479063, 22.1850255 48.7479903, 22.1850428 48.7480914, 22.1851127 48.7482344, 22.1851994 48.7483871)",2,
308630053,Pri parku,primary,50,False,False,157.573,19,"LINESTRING (22.1841989 48.7442393, 22.184419 48.7441643, 22.1854456 48.7438239, 22.1856657 48.7437479, 22.1861119 48.7435938)",,
