osmid,lanes,ref,name,highway,maxspeed,width,oneway,reversed,length,geometry,access,junction,bridge
780464071,,,Мистецька вулиця,residential,,,False,True,20.878,"LINESTRING (25.3154403 50.7463383, 25.3155342 50.7463156, 25.3157175 50.7462713)",,,
"[51894416, 1098822099, 1098822101, 1098822102]",,Н-22,Набережна вулиця,primary,50,,False,True,227.09600000000003,"LINESTRING (25.3154403 50.7463383, 25.3160398 50.7469511, 25.3161779 50.7470864, 25.3169656 50.7478581, 25.3171105 50.7480001, 25.317173 50.7480613)",,,
78242259,,,вулиця Богдана Хмельницького,secondary,50,,True,False,100.90100000000001,"LINESTRING (25.3203667 50.746565, 25.3202859 50.7465379, 25.3202426 50.7465036, 25.3202105 50.7464531, 25.3199423 50.7457847, 25.3199158 50.7457254)",,,
120781092,,,вулиця Олександра Валенти,residential,,4,False,True,83.33200000000001,"LINESTRING (25.3203667 50.746565, 25.3201981 50.7466359, 25.3200111 50.7466612, 25.3197516 50.7466974, 25.3192386 50.746768)",,,
78242259,,,вулиця Богдана Хмельницького,secondary,50,,True,False,134.579,"LINESTRING (25.3221271 50.7470084, 25.3215859 50.7469449, 25.3214749 50.7469276, 25.3213281 50.7468871, 25.3209532 50.7467615, 25.320903 50.7467447, 25.3206364 50.7466554, 25.3204908 50.7466066, 25.3203667 50.746565)",,,
84116806,,,вулиця Крилова,residential,,5,False,True,78.889,"LINESTRING (25.3221271 50.7470084, 25.3221716 50.7469486, 25.3223994 50.7466521, 25.322434 50.7466239, 25.3227673 50.7464428)",,,
"[160407966, 148803343]",4,Н-22,проспект Волі,primary,50,,False,True,118.02499999999998,"LINESTRING (25.327162 50.7467225, 25.3265535 50.7468297, 25.3262552 50.7469144, 25.3260639 50.7469722, 25.3259813 50.74701, 25.3259024 50.7470461, 25.3256578 50.7471641)",,,
415108102,4,Р-14,Набережна вулиця,primary,50,,True,False,26.233,"LINESTRING (25.3179977 50.748876, 25.3177037 50.7487309)",,,
85226077,,,вулиця Кривий Вал,residential,,,True,False,62.616,"LINESTRING (25.3253765 50.7435506, 25.3252793 50.7436065, 25.3247169 50.7439286)",,,
"[160420162, 758685220]",4,,вулиця Глушець,secondary,50,,False,False,73.87599999999999,"LINESTRING (25.3253765 50.7435506, 25.3254714 50.7435931, 25.3255015 50.7436066, 25.3261303 50.7438882, 25.3262335 50.7439344)",,,
"[81595896, 758685220]",4,,вулиця Глушець,secondary,,,False,True,322.06100000000004,"LINESTRING (25.3253765 50.7435506, 25.3248415 50.7433135, 25.324366 50.7430906, 25.3239738 50.7428858, 25.3236878 50.7427271, 25.3234421 50.7425788, 25.3227443 50.7420637, 25.3222073 50.7416635, 25.322075 50.741567)",,,
415108104,,,вулиця Шевченка,tertiary,50,,True,False,29.619,"LINESTRING (25.3169668 50.7486348, 25.3172625 50.7484452)",,,
"[81773975, 81773971, 81773983]",2,,вулиця Шевченка,tertiary,50,,False,False,267.144,"LINESTRING (25.3169668 50.7486348, 25.3163152 50.7487825, 25.3140269 50.7492613, 25.3139988 50.7492672, 25.3133547 50.7493722)",,,yes
81773986,,,вулиця Шевченка,tertiary,,,True,False,27.946,"LINESTRING (25.3173608 50.7486667, 25.3169668 50.7486348)",,,
752014548,1,Н-22,,primary,50,,True,False,26.436,"LINESTRING (25.3173608 50.7486667, 25.3172661 50.7485641, 25.3172625 50.7484452)",,roundabout,
35711678,2,Н-22,вулиця Шевченка,primary,50,5,False,True,37.375,"LINESTRING (25.3191122 50.7482417, 25.3194904 50.7482233, 25.3196422 50.748227)",,,
82679346,,,вулиця Івана Франка,residential,40,,False,False,41.399,"LINESTRING (25.3191122 50.7482417, 25.3191217 50.7483106, 25.3191411 50.7486135)",,,
816836189,2,Н-22,вулиця Шевченка,primary,50,5,False,False,50.975,"LINESTRING (25.3191122 50.7482417, 25.3184649 50.7482857, 25.3183925 50.7482937)",,,
78242259,,,вулиця Богдана Хмельницького,secondary,50,,True,False,5.72,"LINESTRING (25.3199158 50.7457254, 25.3198937 50.7456759)",,,
85226076,,,вулиця Кривий Вал,residential,,,False,True,72.845,"LINESTRING (25.3199158 50.7457254, 25.3200023 50.7457061, 25.3207913 50.7455204, 25.3208872 50.7454988)",,,
85226079,,,вулиця Кривий Вал,residential,,4,False,False,301.74,"LINESTRING (25.3157175 50.7462713, 25.316155 50.7461751, 25.3164875 50.7461335, 25.3177118 50.7459717, 25.3182671 50.7459168, 25.3188166 50.7458624, 25.3190005 50.74584, 25.3190212 50.7458366, 25.3191865 50.7458098, 25.3198193 50.7456896, 25.3198937 50.7456759)",,,
780464071,,,Мистецька вулиця,residential,,,False,False,20.878,"LINESTRING (25.3157175 50.7462713, 25.3155342 50.7463156, 25.3154403 50.7463383)",,,
847459089,,,Мистецька вулиця,residential,,,False,True,97.271,"LINESTRING (25.3157175 50.7462713, 25.3157199 50.7462133, 25.3157265 50.7461839, 25.3157478 50.7461504, 25.3157697 50.746124, 25.3159852 50.7459373, 25.3161937 50.7457568, 25.316442 50.7455417)",,,
85226477,,,вулиця Градний Узвіз,residential,,,False,True,66.181,"LINESTRING (25.3262335 50.7439344, 25.3261745 50.7440176, 25.3258505 50.744478)",,,
"[160420162, 758685220]",4,,вулиця Глушець,secondary,50,,False,True,73.876,"LINESTRING (25.3262335 50.7439344, 25.3261303 50.7438882, 25.3255015 50.7436066, 25.3254714 50.7435931, 25.3253765 50.7435506)",,,
85226477,,,вулиця Градний Узвіз,residential,,,False,False,10.21,"LINESTRING (25.3257941 50.7445626, 25.3258505 50.744478)",,,
"[85226477, 1028119487]",,,вулиця Градний Узвіз,residential,,,False,True,188.464,"LINESTRING (25.3257941 50.7445626, 25.3254871 50.744982, 25.3254676 50.7450106, 25.3254391 50.7450521, 25.3253331 50.7452115, 25.3251267 50.7455245, 25.3248629 50.7459291, 25.3246769 50.7460988)",destination,,
699829733,,,Ковельська вулиця,secondary,,,False,False,58.215999999999994,"LINESTRING (25.3161103 50.7417909, 25.3157727 50.7418719, 25.3156497 50.7419014, 25.3153367 50.7419765)",yes,,
"[699829733, 1091873742]",,,Ковельська вулиця,secondary,,,False,True,79.07100000000001,"LINESTRING (25.3161103 50.7417909, 25.3164747 50.7417035, 25.3167473 50.7416381, 25.3169141 50.7415981, 25.3170007 50.7415748, 25.3171404 50.7415135)",yes,,
"[81595896, 758685220]",4,,вулиця Глушець,secondary,,,False,False,322.061,"LINESTRING (25.322075 50.741567, 25.3222073 50.7416635, 25.3227443 50.7420637, 25.3234421 50.7425788, 25.3236878 50.7427271, 25.3239738 50.7428858, 25.324366 50.7430906, 25.3248415 50.7433135, 25.3253765 50.7435506)",,,
78242259,,,вулиця Богдана Хмельницького,secondary,50,,True,False,74.884,"LINESTRING (25.3190714 50.7433011, 25.319034 50.7432125, 25.319 50.7431322, 25.3189755 50.7430744, 25.3189307 50.7429684, 25.3188617 50.7428129, 25.3187652 50.7426569)",,,
"[880266760, 913771988]",,,вулиця Сенаторки Левчанівської,residential,,6,True,False,136.95999999999998,"LINESTRING (25.3190714 50.7433011, 25.3192238 50.7432143, 25.320052 50.7427394, 25.3205098 50.7424713)",,,
"[81773983, 81773971, 81773975]",2,,вулиця Шевченка,tertiary,50,,False,True,267.144,"LINESTRING (25.3133547 50.7493722, 25.3139988 50.7492672, 25.3140269 50.7492613, 25.3163152 50.7487825, 25.3169668 50.7486348)",,,yes
35711678,2,Н-22,вулиця Шевченка,primary,50,5,False,True,4.821,"LINESTRING (25.323544 50.7477903, 25.3236122 50.7477861)",,,
35711678,2,Н-22,вулиця Шевченка,primary,50,5,False,False,74.255,"LINESTRING (25.323544 50.7477903, 25.3233948 50.74781, 25.3228399 50.7479046, 25.322523 50.7479589)",,,
118902813,,,вулиця Словацького,residential,,3,False,False,55.78900000000001,"LINESTRING (25.323544 50.7477903, 25.3236117 50.7479246, 25.3236243 50.7479515, 25.3236439 50.7479806, 25.3237809 50.7481354, 25.3237903 50.7482589)",,,
118902813,,,вулиця Словацького,residential,,3,False,False,90.45299999999999,"LINESTRING (25.3237903 50.7482589, 25.3233238 50.7484665, 25.3232964 50.7484942, 25.3232883 50.7485302, 25.3233045 50.7485754, 25.3233035 50.7486006, 25.3232812 50.7486198, 25.3230599 50.748716, 25.3230215 50.7487259, 25.3229807 50.7487293, 25.3228778 50.7487183)",,,
118902813,,,вулиця Словацького,residential,,3,False,True,55.789,"LINESTRING (25.3237903 50.7482589, 25.3237809 50.7481354, 25.3236439 50.7479806, 25.3236243 50.7479515, 25.3236117 50.7479246, 25.323544 50.7477903)",,,
121806172,,,вулиця Словацького,residential,,4,False,True,165.295,"LINESTRING (25.3237903 50.7482589, 25.3241627 50.7487319, 25.3244773 50.7486147, 25.324512 50.7485791, 25.3245277 50.7485435, 25.324544 50.7483982, 25.3246383 50.7483555, 25.3251923 50.7481077)",,,
155078828,,,вулиця Словацького,residential,,2,False,True,50.235,"LINESTRING (25.322241 50.748883, 25.322263 50.748843, 25.3223112 50.7488269, 25.3226035 50.7487625, 25.3228778 50.7487183)",,,
120781093,,,вулиця Чайковського,residential,,4,False,False,74.67,"LINESTRING (25.3192386 50.746768, 25.3193456 50.7474361)",,,
120781092,,,вулиця Олександра Валенти,residential,,4,False,False,83.332,"LINESTRING (25.3192386 50.746768, 25.3197516 50.7466974, 25.3200111 50.7466612, 25.3201981 50.7466359, 25.3203667 50.746565)",,,
120781092,,,вулиця Олександра Валенти,residential,,4,False,True,102.697,"LINESTRING (25.3192386 50.746768, 25.3187648 50.7468364, 25.3181851 50.7469201, 25.3181616 50.7469256, 25.3181317 50.7469513, 25.3180743 50.7471399)",,,
120781092,,,вулиця Олександра Валенти,residential,,4,False,False,102.69699999999999,"LINESTRING (25.3180743 50.7471399, 25.3181317 50.7469513, 25.3181616 50.7469256, 25.3181851 50.7469201, 25.3187648 50.7468364, 25.3192386 50.746768)",,,
120781093,,,вулиця Чайковського,residential,,4,False,True,74.67,"LINESTRING (25.3193456 50.7474361, 25.3192386 50.746768)",,,
120781095,,,Заповітна вулиця,residential,,5,False,True,31.547,"LINESTRING (25.3193456 50.7474361, 25.319793 50.7474549)",,,
120781095,,,Заповітна вулиця,residential,,5,False,False,96.398,"LINESTRING (25.3193456 50.7474361, 25.3185768 50.7474291, 25.317976 50.7474434)",,,
120781095,,,Заповітна вулиця,residential,,5,False,True,96.398,"LINESTRING (25.317976 50.7474434, 25.3185768 50.7474291, 25.3193456 50.7474361)",,,
120781095,,,Заповітна вулиця,residential,,5,False,False,31.547,"LINESTRING (25.319793 50.7474549, 25.3193456 50.7474361)",,,
120783584,,,Святовасилівська вулиця,residential,,4,False,False,19.406,"LINESTRING (25.3219932 50.7459358, 25.3218963 50.7459822, 25.3217889 50.7460523)",,,
120783584,,,Святовасилівська вулиця,residential,,4,False,True,109.48700000000001,"LINESTRING (25.3219932 50.7459358, 25.3221264 50.7458758, 25.3233224 50.7454244)",,,
172012691,,,вулиця Крилова,residential,,,False,True,79.76500000000001,"LINESTRING (25.3219932 50.7459358, 25.3223138 50.7461955, 25.3224054 50.7462215, 25.3225218 50.7462561, 25.3227301 50.7464124, 25.3227673 50.7464428)",,,
120783584,,,Святовасилівська вулиця,residential,,4,False,True,19.406,"LINESTRING (25.3217889 50.7460523, 25.3218963 50.7459822, 25.3219932 50.7459358)",,,
120788992,,,вулиця Пʼятницька Гірка,residential,,,False,True,89.52199999999999,"LINESTRING (25.3200709 50.7431303, 25.3203959 50.7436907, 25.3205147 50.7438848)",,,
85226076,,,вулиця Кривий Вал,residential,,,False,False,72.845,"LINESTRING (25.3208872 50.7454988, 25.3207913 50.7455204, 25.3200023 50.7457061, 25.3199158 50.7457254)",,,
120788992,,,вулиця Пʼятницька Гірка,residential,,,False,False,108.957,"LINESTRING (25.3208872 50.7454988, 25.3208711 50.7454549, 25.3208539 50.7454087, 25.3208215 50.7452039, 25.3208284 50.7450307, 25.3207371 50.7446173, 25.3207021 50.7445292)",,,
35711678,2,Н-22,вулиця Шевченка,primary,50,5,False,False,64.036,"LINESTRING (25.322523 50.7479589, 25.3219895 50.7480502, 25.3216435 50.7481071)",,,
35711678,2,Н-22,вулиця Шевченка,primary,50,5,False,True,74.255,"LINESTRING (25.322523 50.7479589, 25.3228399 50.7479046, 25.3233948 50.74781, 25.323544 50.7477903)",,,
121805854,,,Учительська вулиця,residential,,3,False,False,88.075,"LINESTRING (25.322523 50.7479589, 25.3225397 50.7479967, 25.3227578 50.7484897, 25.3228778 50.7487183)",,,
35711678,2,Н-22,вулиця Шевченка,primary,50,5,False,False,60.968,"LINESTRING (25.3216435 50.7481071, 25.3214237 50.7481432, 25.3207986 50.7482285)",,,
35711678,2,Н-22,вулиця Шевченка,primary,50,5,False,True,64.036,"LINESTRING (25.3216435 50.7481071, 25.3219895 50.7480502, 25.322523 50.7479589)",,,
121805850,,,Гайдамацька вулиця,residential,,3,False,False,92.813,"LINESTRING (25.3216435 50.7481071, 25.3216527 50.7481458, 25.3216933 50.7484852, 25.3217012 50.748678, 25.3217002 50.7488008, 25.3216991 50.7489403)",,,
35711678,2,Н-22,вулиця Шевченка,primary,50,5,False,False,81.50399999999999,"LINESTRING (25.3207986 50.7482285, 25.3204561 50.7482479, 25.3202117 50.7482424, 25.3196422 50.748227)",,,
35711678,2,Н-22,вулиця Шевченка,primary,50,5,False,True,60.968,"LINESTRING (25.3207986 50.7482285, 25.3214237 50.7481432, 25.3216435 50.7481071)",,,
121805852,,,вулиця Прогресу,residential,50,3,False,False,89.678,"LINESTRING (25.3207986 50.7482285, 25.3208124 50.7482652, 25.3209771 50.7487943, 25.3210501 50.7490191)",,,
118902813,,,вулиця Словацького,residential,,3,False,True,90.45299999999999,"LINESTRING (25.3228778 50.7487183, 25.3229807 50.7487293, 25.3230215 50.7487259, 25.3230599 50.748716, 25.3232812 50.7486198, 25.3233035 50.7486006, 25.3233045 50.7485754, 25.3232883 50.7485302, 25.3232964 50.7484942, 25.3233238 50.7484665, 25.3237903 50.7482589)",,,
121805854,,,Учительська вулиця,residential,,3,False,True,88.075,"LINESTRING (25.3228778 50.7487183, 25.3227578 50.7484897, 25.3225397 50.7479967, 25.322523 50.7479589)",,,
155078828,,,вулиця Словацького,residential,,2,False,False,50.235,"LINESTRING (25.3228778 50.7487183, 25.3226035 50.7487625, 25.3223112 50.7488269, 25.322263 50.748843, 25.322241 50.748883)",,,
121805850,,,Гайдамацька вулиця,residential,,3,False,True,92.813,"LINESTRING (25.3216991 50.7489403, 25.3217002 50.7488008, 25.3217012 50.748678, 25.3216933 50.7484852, 25.3216527 50.7481458, 25.3216435 50.7481071)",,,
121805852,,,вулиця Прогресу,residential,50,3,False,True,89.678,"LINESTRING (25.3210501 50.7490191, 25.3209771 50.7487943, 25.3208124 50.7482652, 25.3207986 50.7482285)",,,
121806172,,,вулиця Словацького,residential,,4,False,False,165.295,"LINESTRING (25.3251923 50.7481077, 25.3246383 50.7483555, 25.324544 50.7483982, 25.3245277 50.7485435, 25.324512 50.7485791, 25.3244773 50.7486147, 25.3241627 50.7487319, 25.3237903 50.7482589)",,,
128297989,,,Спокійна вулиця,residential,,5,False,True,366.2560000000001,"LINESTRING (25.3153367 50.7419765, 25.3153991 50.7420748, 25.3155774 50.7424058, 25.3158723 50.7428196, 25.3160833 50.7431162, 25.3161634 50.7432259, 25.3162623 50.7433677, 25.3171393 50.743169, 25.3173266 50.7429712, 25.3175059 50.742932, 25.3178765 50.7428509, 25.3186904 50.7426747, 25.3187652 50.7426569)",,,
699829733,,,Ковельська вулиця,secondary,,,False,True,58.216,"LINESTRING (25.3153367 50.7419765, 25.3156497 50.7419014, 25.3157727 50.7418719, 25.3161103 50.7417909)",yes,,
78242259,,,вулиця Богдана Хмельницького,secondary,50,,True,False,197.49999999999997,"LINESTRING (25.3187652 50.7426569, 25.3185715 50.742393, 25.3185141 50.7423611, 25.3184545 50.7423472, 25.3183828 50.7423469, 25.3180334 50.7424072, 25.3179439 50.7424109, 25.3178593 50.7424005, 25.3178062 50.7423819, 25.317729 50.7423368, 25.3176758 50.7422891, 25.3174937 50.7419975, 25.3174325 50.7418898, 25.3174205 50.7418734, 25.3172722 50.7416708, 25.3172343 50.7416191, 25.3171404 50.7415135)",,,
128297989,,,Спокійна вулиця,residential,,5,False,False,366.25600000000003,"LINESTRING (25.3187652 50.7426569, 25.3186904 50.7426747, 25.3178765 50.7428509, 25.3175059 50.742932, 25.3173266 50.7429712, 25.3171393 50.743169, 25.3162623 50.7433677, 25.3161634 50.7432259, 25.3160833 50.7431162, 25.3158723 50.7428196, 25.3155774 50.7424058, 25.3153991 50.7420748, 25.3153367 50.7419765)",,,
116717520,,,вулиця Сенаторки Левчанівської,residential,,6,True,False,80.85,"LINESTRING (25.3212329 50.7420614, 25.3219041 50.7416765, 25.322075 50.741567)",,,
128915812,,,Дольна вулиця,residential,,4,False,False,318.77699999999993,"LINESTRING (25.3212329 50.7420614, 25.3212757 50.7420998, 25.3221117 50.7426097, 25.3225761 50.7429179, 25.323147 50.7432041, 25.3234356 50.7433882, 25.3237029 50.743611, 25.3241009 50.7438473, 25.3243756 50.7440411, 25.3244325 50.7440808)",,,
"[618188874, 85226077]",,,вулиця Кривий Вал,residential,,,True,False,299.29400000000004,"LINESTRING (25.3244325 50.7440808, 25.3238202 50.7444087, 25.3236814 50.7444899, 25.3235363 50.7445735, 25.3230032 50.744874, 25.3227353 50.745015, 25.3226824 50.7450342, 25.3226198 50.7450569, 25.3223247 50.745157, 25.3221908 50.7451943, 25.3208872 50.7454988)",,,
128915812,,,Дольна вулиця,residential,,4,False,True,318.77700000000004,"LINESTRING (25.3244325 50.7440808, 25.3243756 50.7440411, 25.3241009 50.7438473, 25.3237029 50.743611, 25.3234356 50.7433882, 25.323147 50.7432041, 25.3225761 50.7429179, 25.3221117 50.7426097, 25.3212757 50.7420998, 25.3212329 50.7420614)",,,
120788992,,,вулиця Пʼятницька Гірка,residential,,,False,False,89.52199999999999,"LINESTRING (25.3205147 50.7438848, 25.3203959 50.7436907, 25.3200709 50.7431303)",,,
120788992,,,вулиця Пʼятницька Гірка,residential,,,False,True,72.89,"LINESTRING (25.3205147 50.7438848, 25.320624 50.7443012, 25.3206333 50.7443393, 25.3206754 50.744462, 25.3207021 50.7445292)",,,
207544132,,,вулиця Пʼятницька Гірка,residential,,,False,True,118.59700000000001,"LINESTRING (25.3205147 50.7438848, 25.3209363 50.7441691, 25.3210158 50.7442228, 25.3211292 50.7442993, 25.3212169 50.7443584, 25.3212389 50.7443928, 25.3211973 50.744432, 25.3211213 50.7444655, 25.3209719 50.7444823, 25.3208047 50.7445011, 25.3207021 50.7445292)",,,
120788992,,,вулиця Пʼятницька Гірка,residential,,,False,False,72.89,"LINESTRING (25.3207021 50.7445292, 25.3206754 50.744462, 25.3206333 50.7443393, 25.320624 50.7443012, 25.3205147 50.7438848)",,,
207544132,,,вулиця Пʼятницька Гірка,residential,,,False,False,118.59700000000001,"LINESTRING (25.3207021 50.7445292, 25.3208047 50.7445011, 25.3209719 50.7444823, 25.3211213 50.7444655, 25.3211973 50.744432, 25.3212389 50.7443928, 25.3212169 50.7443584, 25.3211292 50.7442993, 25.3210158 50.7442228, 25.3209363 50.7441691, 25.3205147 50.7438848)",,,
120788992,,,вулиця Пʼятницька Гірка,residential,,,False,True,108.95700000000001,"LINESTRING (25.3207021 50.7445292, 25.3207371 50.7446173, 25.3208284 50.7450307, 25.3208215 50.7452039, 25.3208539 50.7454087, 25.3208711 50.7454549, 25.3208872 50.7454988)",,,
120783584,,,Святовасилівська вулиця,residential,,4,False,False,109.48700000000001,"LINESTRING (25.3233224 50.7454244, 25.3221264 50.7458758, 25.3219932 50.7459358)",,,
84116806,,,вулиця Крилова,residential,,5,False,True,107.031,"LINESTRING (25.3227673 50.7464428, 25.3239137 50.7458101)",,,
84116806,,,вулиця Крилова,residential,,5,False,False,78.889,"LINESTRING (25.3227673 50.7464428, 25.322434 50.7466239, 25.3223994 50.7466521, 25.3221716 50.7469486, 25.3221271 50.7470084)",,,
172012691,,,вулиця Крилова,residential,,,False,False,79.765,"LINESTRING (25.3227673 50.7464428, 25.3227301 50.7464124, 25.3225218 50.7462561, 25.3224054 50.7462215, 25.3223138 50.7461955, 25.3219932 50.7459358)",,,
82679346,,,вулиця Івана Франка,residential,40,,False,True,41.399,"LINESTRING (25.3191411 50.7486135, 25.3191217 50.7483106, 25.3191122 50.7482417)",,,
"[839092048, 178030431]",,,Святогірська вулиця,residential,,3,False,False,267.976,"LINESTRING (25.3205098 50.7424713, 25.3205655 50.7425071, 25.3207298 50.7425791, 25.3209781 50.7426409, 25.3211748 50.7426924, 25.3213689 50.7428017, 25.3215468 50.7429291, 25.3217448 50.7431061, 25.3219418 50.743353, 25.3220794 50.7434881, 25.3221698 50.7435769, 25.3223427 50.7437467, 25.3225579 50.7438652, 25.3227596 50.7439749, 25.3229475 50.7440079, 25.3230971 50.7439833, 25.3231713 50.7439406)",,,
"[116717520, 913771988]",,,вулиця Сенаторки Левчанівської,residential,,6,True,False,68.311,"LINESTRING (25.3205098 50.7424713, 25.3205856 50.7424286, 25.3206614 50.7423855, 25.3212329 50.7420614)",,,
"[839092048, 178030431]",,,Святогірська вулиця,residential,,3,False,True,267.97600000000006,"LINESTRING (25.3231713 50.7439406, 25.3230971 50.7439833, 25.3229475 50.7440079, 25.3227596 50.7439749, 25.3225579 50.7438652, 25.3223427 50.7437467, 25.3221698 50.7435769, 25.3220794 50.7434881, 25.3219418 50.743353, 25.3217448 50.7431061, 25.3215468 50.7429291, 25.3213689 50.7428017, 25.3211748 50.7426924, 25.3209781 50.7426409, 25.3207298 50.7425791, 25.3205655 50.7425071, 25.3205098 50.7424713)",,,
85226077,,,вулиця Кривий Вал,residential,,,True,False,26.208,"LINESTRING (25.3247169 50.7439286, 25.3246091 50.7439853, 25.3244325 50.7440808)",,,
220867421,,,,residential,,3,False,False,101.327,"LINESTRING (25.3247169 50.7439286, 25.3247635 50.7439585, 25.3250848 50.7441602, 25.3255342 50.7443833, 25.3258505 50.744478)",,,
85226477,,,вулиця Градний Узвіз,residential,,,False,True,10.21,"LINESTRING (25.3258505 50.744478, 25.3257941 50.7445626)",,,
85226477,,,вулиця Градний Узвіз,residential,,,False,False,66.181,"LINESTRING (25.3258505 50.744478, 25.3261745 50.7440176, 25.3262335 50.7439344)",,,
220867421,,,,residential,,3,False,True,101.327,"LINESTRING (25.3258505 50.744478, 25.3255342 50.7443833, 25.3250848 50.7441602, 25.3247635 50.7439585, 25.3247169 50.7439286)",,,
78242259,,,вулиця Богдана Хмельницького,secondary,50,,True,False,52.171,"LINESTRING (25.3192386 50.7437582, 25.319131 50.7434639, 25.3190915 50.7433561, 25.3190714 50.7433011)",,,
242555833,,,вулиця Михайла Коцюбинського,residential,,3,False,True,181.74900000000002,"LINESTRING (25.3192386 50.7437582, 25.3191635 50.7437713, 25.318311 50.7439223, 25.3177727 50.7439988, 25.3174738 50.744014, 25.3167063 50.743992)",,,
242555833,,,вулиця Михайла Коцюбинського,residential,,3,False,False,181.749,"LINESTRING (25.3167063 50.743992, 25.3174738 50.744014, 25.3177727 50.7439988, 25.318311 50.7439223, 25.3191635 50.7437713, 25.3192386 50.7437582)",,,
847459089,,,Мистецька вулиця,residential,,,False,False,97.271,"LINESTRING (25.316442 50.7455417, 25.3161937 50.7457568, 25.3159852 50.7459373, 25.3157697 50.746124, 25.3157478 50.7461504, 25.3157265 50.7461839, 25.3157199 50.7462133, 25.3157175 50.7462713)",,,
750593632,1,Н-22,,primary,50,,True,False,12.567,"LINESTRING (25.3172625 50.7484452, 25.3173445 50.7483448)",,roundabout,
79418065,1,Р-14,Набережна вулиця,primary,50,,True,False,26.589,"LINESTRING (25.3179238 50.7486415, 25.3179977 50.748876)",,,
