osmid,oneway,highway,junction,reversed,length,geometry,name,ref,maxspeed
260620823,False,unclassified,,False,96.363,"LINESTRING (34.7384853 45.4428899, 34.7385649 45.4426356, 34.7387439 45.4420425)",улица Победы,35Н-383;С-010927,60
260620826,True,unclassified,roundabout,False,28.308,"LINESTRING (34.7384853 45.4428899, 34.7385413 45.4429058, 34.7385879 45.4429329, 34.7386204 45.4429686, 34.7386359 45.4430097, 34.7386329 45.443052, 34.7386116 45.4430918)",,,
260620821,False,unclassified,,False,18.197,"LINESTRING (34.7400095 45.4436713, 34.7402089 45.4437562)",Придорожная улица,,
260620821,False,unclassified,,True,126.679,"LINESTRING (34.7400095 45.4436713, 34.7388591 45.4431992, 34.7386116 45.4430918)",Придорожная улица,,
181580335,False,unclassified,,False,205.66799999999998,"LINESTRING (34.7357413 45.4435119, 34.7367621 45.443268, 34.7376155 45.4430274, 34.7376889 45.4430169, 34.7378748 45.4429903, 34.7381163 45.4429892, 34.7382475 45.4429994)",Молодёжная улица,35К-014,40
260647556,False,residential,,False,170.562,"LINESTRING (34.7357413 45.4435119, 34.7357366 45.4436132, 34.7357343 45.4436637, 34.7356908 45.443758, 34.7350216 45.4446902, 34.7348683 45.4449038)",Коммунальная улица,,
260647556,False,residential,,True,170.56200000000004,"LINESTRING (34.7348683 45.4449038, 34.7350216 45.4446902, 34.7356908 45.443758, 34.7357343 45.4436637, 34.7357366 45.4436132, 34.7357413 45.4435119)",Коммунальная улица,,
260647557,False,residential,,False,183.531,"LINESTRING (34.7348683 45.4449038, 34.7368607 45.4455867, 34.7369821 45.4456283)",Пожарный переулок,,
260647558,False,residential,,False,179.135,"LINESTRING (34.7348683 45.4449038, 34.7344057 45.4455103, 34.7340932 45.44592, 34.7337849 45.4463242)",Коммунальная улица,,60
260647557,False,residential,,True,183.531,"LINESTRING (34.7369821 45.4456283, 34.7368607 45.4455867, 34.7348683 45.4449038)",Пожарный переулок,,
272930483,False,unclassified,,False,296.145,"LINESTRING (34.7369821 45.4456283, 34.7375017 45.4448186, 34.7377621 45.4443992, 34.7383877 45.4431566)",улица Победы,,
260647558,False,residential,,True,179.135,"LINESTRING (34.7337849 45.4463242, 34.7340932 45.44592, 34.7344057 45.4455103, 34.7348683 45.4449038)",Коммунальная улица,,60
260620823,False,unclassified,,True,190.67900000000003,"LINESTRING (34.7391101 45.4403499, 34.7390772 45.4407256, 34.7389633 45.4413153, 34.7387439 45.4420425)",улица Победы,35Н-383;С-010927,60
260647588,False,residential,,False,390.764,"LINESTRING (34.7391101 45.4403499, 34.7388537 45.4403457, 34.7388123 45.440345, 34.7387943 45.4403447, 34.7384138 45.4403641, 34.7376224 45.4404069, 34.7375137 45.4404073, 34.7367924 45.4404466, 34.7366718 45.4404547, 34.7345475 45.4406097, 34.7341205 45.440633)",улица Гагарина,,60
260647590,False,residential,,False,44.151,"LINESTRING (34.7342414 45.4425474, 34.7347803 45.4424262)",,,
260647591,False,residential,,False,28.341,"LINESTRING (34.7342414 45.4425474, 34.7338964 45.4426272)",,,
"[334356248, 380231304]",False,residential,,False,299.05400000000003,"LINESTRING (34.7342414 45.4425474, 34.7340559 45.4421623, 34.7339611 45.4419121, 34.7339342 45.4418161, 34.7338027 45.4417551, 34.7336083 45.441765, 34.7332726 45.4417822, 34.7328337 45.4418047, 34.7327293 45.4417603, 34.732683 45.4413839, 34.7326149 45.4408297, 34.7326009 45.4407159)",,,60
260647591,False,residential,,True,73.863,"LINESTRING (34.7329973 45.4428353, 34.7338964 45.4426272)",,,
268578325,False,residential,,True,137.688,"LINESTRING (34.7339816 45.4393996, 34.7340068 45.4399394, 34.734097 45.4404898, 34.7341205 45.440633)",,,
260647588,False,residential,,False,118.917,"LINESTRING (34.7341205 45.440633, 34.7326009 45.4407159)",улица Гагарина,,60
260647588,False,residential,,True,390.76399999999995,"LINESTRING (34.7341205 45.440633, 34.7345475 45.4406097, 34.7366718 45.4404547, 34.7367924 45.4404466, 34.7375137 45.4404073, 34.7376224 45.4404069, 34.7384138 45.4403641, 34.7387943 45.4403447, 34.7388123 45.440345, 34.7388537 45.4403457, 34.7391101 45.4403499)",улица Гагарина,,60
268578325,False,residential,,False,137.688,"LINESTRING (34.7341205 45.440633, 34.734097 45.4404898, 34.7340068 45.4399394, 34.7339816 45.4393996)",,,
260647588,False,residential,,True,118.917,"LINESTRING (34.7326009 45.4407159, 34.7341205 45.440633)",улица Гагарина,,60
"[380231304, 334356248]",False,residential,,True,299.054,"LINESTRING (34.7326009 45.4407159, 34.7326149 45.4408297, 34.732683 45.4413839, 34.7327293 45.4417603, 34.7328337 45.4418047, 34.7332726 45.4417822, 34.7336083 45.441765, 34.7338027 45.4417551, 34.7339342 45.4418161, 34.7339611 45.4419121, 34.7340559 45.4421623, 34.7342414 45.4425474)",,,60
260647590,False,residential,,True,44.151,"LINESTRING (34.7347803 45.4424262, 34.7342414 45.4425474)",,,
334356251,False,residential,,False,75.964,"LINESTRING (34.7347803 45.4424262, 34.7350929 45.4430732)",,,
"[334356252, 260647590]",False,residential,,"[False, True]",399.59899999999993,"LINESTRING (34.7347803 45.4424262, 34.7352711 45.4423158, 34.7369785 45.4419554, 34.7369624 45.4420166, 34.7368069 45.4426065, 34.7367479 45.442695, 34.7359735 45.442872, 34.7358882 45.4428915, 34.7355705 45.4429641, 34.7350929 45.4430732)",,,20
334356251,False,residential,,False,10.454,"LINESTRING (34.7350929 45.4430732, 34.7349669 45.4431052)",,,
334356251,False,residential,,True,75.964,"LINESTRING (34.7350929 45.4430732, 34.7347803 45.4424262)",,,
"[334356252, 260647590]",False,residential,,"[False, True]",399.599,"LINESTRING (34.7350929 45.4430732, 34.7355705 45.4429641, 34.7358882 45.4428915, 34.7359735 45.442872, 34.7367479 45.442695, 34.7368069 45.4426065, 34.7369624 45.4420166, 34.7369785 45.4419554, 34.7352711 45.4423158, 34.7347803 45.4424262)",,,20
334356251,False,residential,,True,10.454,"LINESTRING (34.7349669 45.4431052, 34.7350929 45.4430732)",,,
260647591,False,residential,,False,73.863,"LINESTRING (34.7338964 45.4426272, 34.7329973 45.4428353)",,,
260647591,False,residential,,True,28.341,"LINESTRING (34.7338964 45.4426272, 34.7342414 45.4425474)",,,
334359519,False,residential,,False,44.691,"LINESTRING (34.7338964 45.4426272, 34.7337166 45.4422456)",,,20
334364094,False,residential,,False,46.643,"LINESTRING (34.7338964 45.4426272, 34.73408 45.4430264)",переулок Гагарина,,
334359519,False,residential,,True,44.691,"LINESTRING (34.7337166 45.4422456, 34.7338964 45.4426272)",,,20
334364094,False,residential,,True,46.643,"LINESTRING (34.73408 45.4430264, 34.7338964 45.4426272)",переулок Гагарина,,
380233589,False,residential,,False,239.682,"LINESTRING (34.7375745 45.440757, 34.7382118 45.4408059, 34.7382268 45.4408627, 34.7379451 45.4419182, 34.7383087 45.4419748, 34.7387439 45.4420425)",,,
