osmid,oneway,ref,highway,reversed,length,lanes,name,maxspeed,geometry,bridge,width
203051407,False,,secondary,True,76.656,2,вулиця Касьянова,,"LINESTRING (27.8087676 50.8706553, 27.8082039 50.8704028, 27.8079608 50.8703384, 27.8078384 50.8702989)",,
182694417,False,О-061620,tertiary,False,240.049,,вулиця Шевченка,50,"LINESTRING (27.8072073 50.8734584, 27.8067245 50.8755956)",,
"[182694417, 1021131317]",False,"['Т-06-05', 'О-061620']",tertiary,"[False, True]",160.392,2,"['вулиця Шевченка', 'Соборна вулиця']",50,"LINESTRING (27.8072073 50.8734584, 27.8072467 50.8732785, 27.8072773 50.8731472, 27.8073619 50.8727674, 27.8074179 50.8724935, 27.8074544 50.8723474, 27.8079597 50.8723798)",,
1066226477,False,,residential,True,112.68400000000001,2,вулиця Воровського,50,"LINESTRING (27.8072073 50.8734584, 27.8071119 50.8734481, 27.8069576 50.8734315, 27.8066317 50.8732984, 27.8064389 50.8732028, 27.8060583 50.8730141, 27.8059588 50.8729791, 27.8058529 50.8729418)",,
1084227663,False,Т-06-05,secondary,False,7.543,2,вулиця Миру,50,"LINESTRING (27.7994543 50.8737285, 27.7995333 50.8736825)",,
183110627,False,С-060527,unclassified,False,145.506,2,вулиця Незалежності,50,"LINESTRING (27.7994543 50.8737285, 27.7995305 50.8739911, 27.7995632 50.8750325)",,
1021131316,False,О-060509,secondary,False,22.864,2,вулиця Наума Тихого,50,"LINESTRING (27.8029515 50.8706945, 27.8028755 50.8707969, 27.8028594 50.8708264, 27.8028277 50.8708844)",,
1021131316,False,О-060509,secondary,True,95.24699999999999,2,вулиця Наума Тихого,50,"LINESTRING (27.8029515 50.8706945, 27.8030743 50.8706452, 27.803247 50.8706206, 27.8035056 50.8706183, 27.8040881 50.8706795, 27.804177 50.8706888, 27.8042712 50.8706987)",,
1021131316,False,О-060509,secondary,False,133.798,2,вулиця Наума Тихого,50,"LINESTRING (27.8060022 50.8711995, 27.8057097 50.8711089, 27.8051667 50.8709439, 27.8045464 50.8707541, 27.8044501 50.8707347, 27.8043412 50.8707128, 27.8042712 50.8706987)",,
"[1084668640, 1021131316]",False,О-060509,secondary,True,108.639,2,"['вулиця Наума Тихого', 'вулиця 1 Травня']",50,"LINESTRING (27.8060022 50.8711995, 27.8065808 50.8713744, 27.8068111 50.8713874, 27.8069653 50.8713736, 27.8071056 50.8713241, 27.8071937 50.8712376, 27.8072734 50.8711246)",,
677962562,False,О-061620,tertiary,False,417.1389999999999,2,вулиця Мічуріна,50,"LINESTRING (27.8000438 50.8714763, 27.7999308 50.8714284, 27.7999191 50.8714134, 27.7998542 50.8713301, 27.7997922 50.8711051, 27.7995984 50.8704016, 27.7995094 50.8700786, 27.7994247 50.8697713, 27.7993067 50.8695949, 27.7991913 50.8694871, 27.7981238 50.8684898, 27.7978792 50.8682344, 27.79774 50.8681125)",,
1084229974,False,О-061620,tertiary,True,94.369,2,Соборна вулиця,50,"LINESTRING (27.8000438 50.8714763, 27.8001855 50.8714748, 27.8013886 50.8714708)",,
202054896,False,,unclassified,False,61.752,2,Козацька вулиця,50,"LINESTRING (27.8086803 50.8755208, 27.8095067 50.8753298)",,
202054896,False,,unclassified,True,137.933,2,Козацька вулиця,50,"LINESTRING (27.8086803 50.8755208, 27.8080271 50.8755833, 27.8074059 50.8756142, 27.8067245 50.8755956)",,
182694417,False,О-061620,tertiary,True,240.049,,вулиця Шевченка,50,"LINESTRING (27.8067245 50.8755956, 27.8072073 50.8734584)",,
202054896,False,,unclassified,False,137.933,2,Козацька вулиця,50,"LINESTRING (27.8067245 50.8755956, 27.8074059 50.8756142, 27.8080271 50.8755833, 27.8086803 50.8755208)",,
203051395,False,,residential,True,177.14000000000001,,Козацький провулок,,"LINESTRING (27.8099023 50.8737671, 27.8097601 50.8740141, 27.8095499 50.8747279, 27.8094861 50.8751868, 27.8095067 50.8753298)",,
202054896,False,,unclassified,True,61.752,2,Козацька вулиця,50,"LINESTRING (27.8095067 50.8753298, 27.8086803 50.8755208)",,
203051395,False,,residential,False,177.14,,Козацький провулок,,"LINESTRING (27.8095067 50.8753298, 27.8094861 50.8751868, 27.8095499 50.8747279, 27.8097601 50.8740141, 27.8099023 50.8737671)",,
1084227663,False,Т-06-05,secondary,True,7.543,2,вулиця Миру,50,"LINESTRING (27.7995333 50.8736825, 27.7994543 50.8737285)",,
"[135732056, 1084227663]",False,Т-06-05,secondary,False,233.828,2,вулиця Миру,50,"LINESTRING (27.7995333 50.8736825, 27.800206 50.8732908, 27.8004507 50.8731483, 27.8004749 50.8731312, 27.8007391 50.8729443, 27.8011237 50.8726225, 27.801471 50.8723041, 27.8016976 50.8720964)",yes,
183110627,False,С-060527,unclassified,True,87.817,2,вулиця Незалежності,50,"LINESTRING (27.799588 50.8758221, 27.7995632 50.8750325)",,
677962573,True,,tertiary,False,40.346,,Соборна вулиця,,"LINESTRING (27.8013886 50.8714708, 27.8016499 50.8715021, 27.8018326 50.8715204, 27.8019561 50.8715275)",,
1084229974,False,О-061620,tertiary,False,94.369,2,Соборна вулиця,50,"LINESTRING (27.8013886 50.8714708, 27.8001855 50.8714748, 27.8000438 50.8714763)",,
1066066109,False,,unclassified,True,10.661,,,,"LINESTRING (27.8025701 50.8710782, 27.8027111 50.8711139)",,
1066066110,False,,unclassified,True,13.434,,,,"LINESTRING (27.8026479 50.8708429, 27.8028277 50.8708844)",,
534201713,False,,residential,True,83.00800000000001,1,провулок Наума Тихого,,"LINESTRING (27.8048578 50.8700507, 27.8045437 50.8703796, 27.8042712 50.8706987)",,
534216866,False,,residential,False,56.233,1,,,"LINESTRING (27.8105762 50.8722334, 27.8102865 50.8723858, 27.8101041 50.8724839, 27.809996 50.8725783)",,
534216866,False,,residential,True,63.602999999999994,1,,,"LINESTRING (27.8105762 50.8722334, 27.8107612 50.8721587, 27.8110375 50.8720472, 27.8111824 50.8719491, 27.8112478 50.8718665)",,
534216867,False,,living_street,False,50.935,1,,,"LINESTRING (27.8105762 50.8722334, 27.8106781 50.8723147, 27.8106858 50.8723304, 27.8107264 50.8724128, 27.8107639 50.8725279, 27.8107313 50.8726605)",,
534216868,False,,living_street,False,70.16,,,,"LINESTRING (27.8105762 50.8722334, 27.8104756 50.8722088, 27.8104099 50.8721928, 27.8102651 50.8721183, 27.8100183 50.8720168, 27.8098544 50.8719482, 27.8097576 50.8718814)",,
358864864,False,Т-06-05,secondary,False,52.399,2,Соборна вулиця,,"LINESTRING (27.809996 50.8725783, 27.8107313 50.8726605)",,
358864864,False,Т-06-05,secondary,True,144.61,2,Соборна вулиця,,"LINESTRING (27.809996 50.8725783, 27.8098093 50.8725574, 27.8095264 50.8725258, 27.8090728 50.8724751, 27.8079597 50.8723798)",,
534216866,False,,residential,True,56.233000000000004,1,,,"LINESTRING (27.809996 50.8725783, 27.8101041 50.8724839, 27.8102865 50.8723858, 27.8105762 50.8722334)",,
358864864,False,Т-06-05,secondary,True,52.399,2,Соборна вулиця,,"LINESTRING (27.8107313 50.8726605, 27.809996 50.8725783)",,
534216867,False,,living_street,True,50.935,1,,,"LINESTRING (27.8107313 50.8726605, 27.8107639 50.8725279, 27.8107264 50.8724128, 27.8106858 50.8723304, 27.8106781 50.8723147, 27.8105762 50.8722334)",,
534216868,False,,living_street,True,70.16,,,,"LINESTRING (27.8097576 50.8718814, 27.8098544 50.8719482, 27.8100183 50.8720168, 27.8102651 50.8721183, 27.8104099 50.8721928, 27.8104756 50.8722088, 27.8105762 50.8722334)",,
534216869,False,,unclassified,True,69.021,,,,"LINESTRING (27.8107583 50.8718914, 27.8105909 50.8717927, 27.8105165 50.8717262, 27.8104314 50.8716512, 27.8102704 50.8715225, 27.8101038 50.8714323)",,
534216866,False,,residential,False,63.60300000000001,1,,,"LINESTRING (27.8112478 50.8718665, 27.8111824 50.8719491, 27.8110375 50.8720472, 27.8107612 50.8721587, 27.8105762 50.8722334)",,
534216866,False,,residential,True,40.187000000000005,1,,,"LINESTRING (27.8112478 50.8718665, 27.8112736 50.871834, 27.811692 50.8716444)",,
"[1082350185, 534216871]",False,,residential,False,136.61499999999998,1,,,"LINESTRING (27.8112478 50.8718665, 27.8115158 50.8720777, 27.8116383 50.8721454, 27.8117671 50.872203, 27.811895 50.8722116, 27.8120168 50.8721599, 27.812046 50.8721014, 27.8120139 50.8720235, 27.8119452 50.8719769, 27.8118529 50.8718943, 27.8118199 50.8718458, 27.8118036 50.8717626, 27.8117832 50.8717256, 27.811692 50.8716444)",,3
534216866,False,,residential,False,40.187000000000005,1,,,"LINESTRING (27.811692 50.8716444, 27.8112736 50.871834, 27.8112478 50.8718665)",,
"[1082350185, 534216871]",False,,residential,True,136.61499999999998,1,,,"LINESTRING (27.811692 50.8716444, 27.8117832 50.8717256, 27.8118036 50.8717626, 27.8118199 50.8718458, 27.8118529 50.8718943, 27.8119452 50.8719769, 27.8120139 50.8720235, 27.812046 50.8721014, 27.8120168 50.8721599, 27.811895 50.8722116, 27.8117671 50.872203, 27.8116383 50.8721454, 27.8115158 50.8720777, 27.8112478 50.8718665)",,3
534216903,False,,unclassified,False,99.94,,Шкільний провулок,,"LINESTRING (27.8058529 50.8729418, 27.8057253 50.8731132, 27.8056506 50.8732311, 27.8055852 50.8734462, 27.8055292 50.8736731, 27.8055011 50.8738057)",,
677962558,False,,residential,True,302.193,2,вулиця Воровського,50,"LINESTRING (27.8058529 50.8729418, 27.8055479 50.8728343, 27.805312 50.8727892, 27.8051741 50.8727871, 27.8050473 50.8727862, 27.8047345 50.8727722, 27.8046414 50.872768, 27.804285 50.872703, 27.8039717 50.872618, 27.8037993 50.8725579, 27.8023284 50.8720016, 27.8021217 50.8719269, 27.8019677 50.8718717)",,
1066226477,False,,residential,False,112.684,2,вулиця Воровського,50,"LINESTRING (27.8058529 50.8729418, 27.8059588 50.8729791, 27.8060583 50.8730141, 27.8064389 50.8732028, 27.8066317 50.8732984, 27.8069576 50.8734315, 27.8071119 50.8734481, 27.8072073 50.8734584)",,
534216903,False,,unclassified,True,99.94,,Шкільний провулок,,"LINESTRING (27.8055011 50.8738057, 27.8055292 50.8736731, 27.8055852 50.8734462, 27.8056506 50.8732311, 27.8057253 50.8731132, 27.8058529 50.8729418)",,
183110627,False,С-060527,unclassified,False,87.817,2,вулиця Незалежності,50,"LINESTRING (27.7995632 50.8750325, 27.799588 50.8758221)",,
183110627,False,С-060527,unclassified,True,145.506,2,вулиця Незалежності,50,"LINESTRING (27.7995632 50.8750325, 27.7995305 50.8739911, 27.7994543 50.8737285)",,
534216908,False,,residential,False,113.50000000000001,,Лівобережна вулиця,,"LINESTRING (27.7995632 50.8750325, 27.8001554 50.8749881, 27.8005942 50.8749657, 27.8009694 50.8749479, 27.8010756 50.8749434, 27.8011605 50.8749747)",,
534216908,False,,residential,True,113.5,,Лівобережна вулиця,,"LINESTRING (27.8011605 50.8749747, 27.8010756 50.8749434, 27.8009694 50.8749479, 27.8005942 50.8749657, 27.8001554 50.8749881, 27.7995632 50.8750325)",,
677962562,False,О-061620,tertiary,True,417.139,2,вулиця Мічуріна,50,"LINESTRING (27.79774 50.8681125, 27.7978792 50.8682344, 27.7981238 50.8684898, 27.7991913 50.8694871, 27.7993067 50.8695949, 27.7994247 50.8697713, 27.7995094 50.8700786, 27.7995984 50.8704016, 27.7997922 50.8711051, 27.7998542 50.8713301, 27.7999191 50.8714134, 27.7999308 50.8714284, 27.8000438 50.8714763)",,
677962565,True,,tertiary,False,28.862000000000002,,,,"LINESTRING (27.8019561 50.8715275, 27.8020328 50.8715568, 27.8020749 50.8715873, 27.8020986 50.8716172, 27.8021147 50.8716589, 27.802119 50.8716992, 27.80212 50.871745)",,
678750555,True,Т-06-05,secondary,False,35.706999999999994,,,,"LINESTRING (27.8019561 50.8715275, 27.8020942 50.8715189, 27.8022766 50.8714952, 27.8024563 50.8714707)",,
678750554,True,Т-06-05,secondary,False,27.153999999999996,,,,"LINESTRING (27.8017365 50.8717145, 27.8017522 50.8716662, 27.8017792 50.87163, 27.8018088 50.8715969, 27.8018454 50.8715718, 27.8018908 50.8715521, 27.8019561 50.8715275)",,
678750556,True,,tertiary,False,36.870999999999995,,Соборна вулиця,,"LINESTRING (27.8017365 50.8717145, 27.8017106 50.8716793, 27.8016856 50.8716553, 27.8016493 50.8716256, 27.8016091 50.8715952, 27.8015675 50.8715681, 27.8015005 50.8715283, 27.8014495 50.8714995, 27.8013886 50.8714708)",,
678750552,True,,tertiary,False,9.388,,,,"LINESTRING (27.8018412 50.8717657, 27.8017928 50.8717494, 27.8017365 50.8717145)",,
677962569,True,Т-06-05,secondary,False,17.683,,,,"LINESTRING (27.80212 50.871745, 27.8019677 50.8718717)",,
678750552,True,,tertiary,False,20.402,,,,"LINESTRING (27.80212 50.871745, 27.8020378 50.8717697, 27.8019651 50.871776, 27.8019082 50.8717771, 27.8018412 50.8717657)",,
677962567,True,Т-06-05,secondary,False,34.942,,,,"LINESTRING (27.8017354 50.8720275, 27.8017448 50.8719892, 27.8017518 50.8719391, 27.8017565 50.8718934, 27.8017495 50.8718389, 27.8017471 50.8717888, 27.8017411 50.8717486, 27.8017365 50.8717145)",,
1084227665,False,,residential,False,102.833,,,,"LINESTRING (27.8017354 50.8720275, 27.8016253 50.8719226, 27.8014722 50.8718646, 27.8013727 50.8718389, 27.8011507 50.871855, 27.801018 50.8718678, 27.8008445 50.8718517, 27.8003979 50.8718405)",,
677962569,True,Т-06-05,secondary,False,31.361,,,,"LINESTRING (27.8019677 50.8718717, 27.8016976 50.8720964)",,
677962571,True,,residential,False,14.755,,,,"LINESTRING (27.8019677 50.8718717, 27.8018412 50.8717657)",,
677962558,False,,residential,False,302.193,2,вулиця Воровського,50,"LINESTRING (27.8019677 50.8718717, 27.8021217 50.8719269, 27.8023284 50.8720016, 27.8037993 50.8725579, 27.8039717 50.872618, 27.804285 50.872703, 27.8046414 50.872768, 27.8047345 50.8727722, 27.8050473 50.8727862, 27.8051741 50.8727871, 27.805312 50.8727892, 27.8055479 50.8728343, 27.8058529 50.8729418)",,
1066066109,False,,unclassified,False,10.661,,,,"LINESTRING (27.8027111 50.8711139, 27.8025701 50.8710782)",,
1021131316,False,О-060509,secondary,False,44.032999999999994,2,вулиця Наума Тихого,50,"LINESTRING (27.8027111 50.8711139, 27.8026079 50.8713234, 27.802573 50.8713717, 27.8025502 50.8713945, 27.802514 50.8714258, 27.8024563 50.8714707)",,
1021131316,False,О-060509,secondary,True,26.802,2,вулиця Наума Тихого,50,"LINESTRING (27.8027111 50.8711139, 27.8027921 50.8709495, 27.8028277 50.8708844)",,
1066066110,False,,unclassified,False,13.434,,,,"LINESTRING (27.8028277 50.8708844, 27.8026479 50.8708429)",,
1021131316,False,О-060509,secondary,False,26.802,2,вулиця Наума Тихого,50,"LINESTRING (27.8028277 50.8708844, 27.8027921 50.8709495, 27.8027111 50.8711139)",,
1021131316,False,О-060509,secondary,True,22.864,2,вулиця Наума Тихого,50,"LINESTRING (27.8028277 50.8708844, 27.8028594 50.8708264, 27.8028755 50.8707969, 27.8029515 50.8706945)",,
1084668640,False,О-060509,secondary,True,100.008,2,вулиця 1 Травня,50,"LINESTRING (27.8072734 50.8711246, 27.8078384 50.8702989)",,
1077389641,False,,residential,False,88.76499999999999,,,,"LINESTRING (27.8072734 50.8711246, 27.8075174 50.8712007, 27.807904 50.8713166, 27.8082089 50.8714271, 27.8083597 50.8715222)",,
"[1084668640, 1021131316]",False,О-060509,secondary,False,108.639,2,"['вулиця Наума Тихого', 'вулиця 1 Травня']",50,"LINESTRING (27.8072734 50.8711246, 27.8071937 50.8712376, 27.8071056 50.8713241, 27.8069653 50.8713736, 27.8068111 50.8713874, 27.8065808 50.8713744, 27.8060022 50.8711995)",,
1077389641,False,,residential,True,88.765,,,,"LINESTRING (27.8083597 50.8715222, 27.8082089 50.8714271, 27.807904 50.8713166, 27.8075174 50.8712007, 27.8072734 50.8711246)",,
1084227665,False,,residential,True,102.833,,,,"LINESTRING (27.8003979 50.8718405, 27.8008445 50.8718517, 27.801018 50.8718678, 27.8011507 50.871855, 27.8013727 50.8718389, 27.8014722 50.8718646, 27.8016253 50.8719226, 27.8017354 50.8720275)",,
