osmid,oneway,name,highway,reversed,length,geometry,maxspeed,lanes,width,junction
47515578,True,вулиця Івана Ольбрахта,residential,False,356.16400000000004,"LINESTRING (22.3040513 48.6205604, 22.3047688 48.6202526, 22.3048784 48.6202216, 22.3049699 48.6202124, 22.3050846 48.6202146, 22.3053923 48.6202345, 22.3054989 48.6202245, 22.3055768 48.6201797, 22.305766 48.6199788, 22.305859 48.6198941, 22.3059556 48.6198214, 22.3063345 48.6195288, 22.306571 48.6193486, 22.306748 48.6192487, 22.3074983 48.6189215, 22.3078412 48.6187783)",,,,
94512390,False,провулок Ботанічний Сад,residential,False,124.654,"LINESTRING (22.3040513 48.6205604, 22.3040163 48.6205324, 22.3039332 48.6204934, 22.3037835 48.6204556, 22.3026678 48.6203162, 22.3024787 48.620215)",,,,
145006100,False,вулиця Івана Ольбрахта,residential,False,30.686999999999998,"LINESTRING (22.3078412 48.6187783, 22.3081327 48.6186969, 22.3082288 48.6186763)",,,,
47329100,False,вулиця Замкові Сходи,residential,False,114.413,"LINESTRING (22.302777 48.6227129, 22.30282 48.6227747, 22.3029108 48.6228697, 22.3032236 48.6231605, 22.3036909 48.6235431)",,,3,
75090246,False,Капітульна вулиця,residential,False,216.851,"LINESTRING (22.302777 48.6227129, 22.3032817 48.6225692, 22.3036092 48.6224768, 22.3038045 48.6223852, 22.304046 48.6222454, 22.3042398 48.6221073, 22.3043871 48.6219513, 22.3046433 48.6215869, 22.3048051 48.6214097)",,,,
75090246,False,Капітульна вулиця,residential,True,68.52,"LINESTRING (22.302777 48.6227129, 22.302584 48.6227045, 22.3023259 48.6226864, 22.3022111 48.6226823, 22.3020817 48.6227133, 22.3018938 48.6227971)",,,,
47329100,False,вулиця Замкові Сходи,residential,True,114.41300000000001,"LINESTRING (22.3036909 48.6235431, 22.3032236 48.6231605, 22.3029108 48.6228697, 22.30282 48.6227747, 22.302777 48.6227129)",,,3,
47574017,False,вулиця Панаса Мирного,residential,False,131.783,"LINESTRING (22.3029055 48.6247637, 22.3029755 48.6248219, 22.3031262 48.6249467, 22.3031722 48.6249848, 22.3033949 48.6251777, 22.3034653 48.625263, 22.3035012 48.6253222, 22.3036432 48.6255568, 22.3037579 48.625763, 22.3037717 48.6257878)",,2,,
714395621,True,,residential,False,20.224,"LINESTRING (22.3029055 48.6247637, 22.3028096 48.6247809, 22.302707 48.6247623, 22.302658 48.6247298)",,,,roundabout
160122678,True,,residential,False,28.788999999999998,"LINESTRING (22.302658 48.6247298, 22.302687 48.6246882, 22.3028358 48.624609, 22.3028925 48.6245979, 22.3029627 48.6246091)",,,,roundabout
"[784788954, 160122677, 714395622]",False,вулиця Олександра Фединця,residential,False,55.17,"LINESTRING (22.302658 48.6247298, 22.3023676 48.6248557, 22.302311 48.6248803, 22.3021632 48.6249444, 22.3021197 48.6249622, 22.3020281 48.6249996)",,,,
35970604,False,Підгірна вулиця,secondary,False,194.224,"LINESTRING (22.2964527 48.6256332, 22.2965497 48.6256221, 22.2966451 48.6256219, 22.2967717 48.6256226, 22.2969742 48.6256412, 22.2972264 48.6256597, 22.2974846 48.6256767, 22.2977775 48.6256962, 22.2980243 48.6257041, 22.29815 48.6257116, 22.2983765 48.6257338, 22.2987466 48.6257893, 22.29906 48.625854)",50,2,,
47571991,False,Жупанатська площа,residential,False,60.163,"LINESTRING (22.2964527 48.6256332, 22.2963624 48.6258837, 22.2962948 48.6261637)",,,,
111679395,False,вулиця Олександра Фединця,residential,False,170.555,"LINESTRING (22.3049527 48.6233052, 22.3048076 48.6233799, 22.3047317 48.6234279, 22.3046842 48.6234579, 22.3045169 48.6235748, 22.3040079 48.6239454, 22.3037799 48.6241156, 22.3036234 48.6242273, 22.3034987 48.6243142, 22.3033485 48.6244109)",,,,
"[160122674, 47572445]",False,вулиця Адольфа Добрянського,residential,True,93.243,"LINESTRING (22.3049527 48.6233052, 22.3049904 48.6233435, 22.3050726 48.6234268, 22.3051062 48.6234693, 22.3051594 48.6235366, 22.3053808 48.6238168, 22.3055626 48.6240399)",,,,
799739289,False,вулиця Олександра Фединця,residential,True,79.327,"LINESTRING (22.3049527 48.6233052, 22.3050664 48.6232584, 22.3052395 48.6232042, 22.3053218 48.6231844, 22.3055157 48.6231511, 22.3059734 48.6230937)",,,,
180139929,False,вулиця Устима Кармелюка,residential,True,33.32,"LINESTRING (22.3069051 48.6257156, 22.3073404 48.6256319)",,,,
47356997,False,вулиця Устима Кармелюка,residential,True,103.769,"LINESTRING (22.3069051 48.6257156, 22.3059403 48.6260272, 22.3058036 48.6260714, 22.3057018 48.6261742)",,,,
47572445,False,вулиця Адольфа Добрянського,residential,False,211.238,"LINESTRING (22.3069051 48.6257156, 22.3067073 48.6253764, 22.3064493 48.6250505, 22.3060289 48.6245563, 22.3055626 48.6240399)",,,,
47358550,False,Замкова вулиця,residential,False,56.864,"LINESTRING (22.3033139 48.6208091, 22.3033513 48.6208238, 22.3034702 48.6208704, 22.3035818 48.6209083, 22.3038554 48.620981, 22.3040135 48.621025)",,,,
47515578,True,вулиця Івана Ольбрахта,residential,False,60.85,"LINESTRING (22.3033139 48.6208091, 22.3035992 48.620715, 22.3039244 48.6206038, 22.3040513 48.6205604)",,,,
47358550,False,Замкова вулиця,residential,True,72.342,"LINESTRING (22.3048051 48.6214097, 22.3046198 48.6213072, 22.3044804 48.6212328, 22.3043275 48.6211565, 22.30418 48.6210909, 22.3040135 48.621025)",,,,
75090246,False,Капітульна вулиця,residential,False,78.149,"LINESTRING (22.3048051 48.6214097, 22.3049244 48.6213584, 22.30513 48.62126, 22.3056246 48.6210097, 22.3056659 48.6209994)",,,,
75090246,False,Капітульна вулиця,residential,True,216.851,"LINESTRING (22.3048051 48.6214097, 22.3046433 48.6215869, 22.3043871 48.6219513, 22.3042398 48.6221073, 22.304046 48.6222454, 22.3038045 48.6223852, 22.3036092 48.6224768, 22.3032817 48.6225692, 22.302777 48.6227129)",,,,
1049238387,False,Жупанатська площа,residential,True,17.057,"LINESTRING (22.2971696 48.6240797, 22.297401 48.624068)",,,,
47374133,True,Жупанатська площа,residential,False,184.245,"LINESTRING (22.2971696 48.6240797, 22.2971535 48.6241877, 22.2971215 48.6242404, 22.2969408 48.6243603, 22.2968705 48.6244913, 22.29682 48.6246262, 22.2967851 48.6247849, 22.2967305 48.6250289, 22.2966644 48.625237, 22.2966083 48.6253982, 22.2965614 48.6255129, 22.2965513 48.6255288, 22.2965424 48.6255428, 22.2964527 48.6256332)",,,,
47356996,True,площа Корятовича,residential,False,37.653,"LINESTRING (22.2996486 48.6246151, 22.2999098 48.6243238)",,,,
183858282,False,площа Корятовича,residential,False,66.494,"LINESTRING (22.2996486 48.6246151, 22.3004943 48.6248275)",,,,
97133336,False,Кафедральний провулок,residential,False,187.68400000000003,"LINESTRING (22.3022923 48.6236059, 22.3025291 48.6237593, 22.3026417 48.623839, 22.3027272 48.6239031, 22.3027704 48.6239463, 22.3027772 48.6239791, 22.3027747 48.6240133, 22.3027463 48.6240421, 22.3026256 48.6241165, 22.302527 48.6241666, 22.3023641 48.6242433, 22.3021535 48.6243213, 22.3020356 48.6243674, 22.301903 48.6244163, 22.3018622 48.6244248, 22.3014902 48.6240862)",,,,
223553799,True,вулиця Михайла Лучкая,residential,False,79.60300000000001,"LINESTRING (22.3022923 48.6236059, 22.3021762 48.6236861, 22.3020694 48.623754, 22.301883 48.6238564, 22.3014902 48.6240862)",,,,
47517088,False,Підгірна вулиця,secondary,False,178.453,"LINESTRING (22.3006688 48.6260229, 22.3008356 48.6260167, 22.3008684 48.6260146, 22.3011319 48.6259934, 22.3019351 48.6259287, 22.3022689 48.6259169, 22.302563 48.6259236, 22.3028031 48.6259375, 22.3030835 48.6259668)",50,2,,
86452188,False,вулиця Золтана Баконія,residential,False,53.326,"LINESTRING (22.3006688 48.6260229, 22.3006301 48.6259763, 22.3005962 48.6259359, 22.3005657 48.6258823, 22.3005308 48.6257379, 22.3005166 48.6256469, 22.3005035 48.6255621)",,2,,
449877597,False,Підгірна вулиця,secondary,True,82.03300000000002,"LINESTRING (22.3006688 48.6260229, 22.3003784 48.6260339, 22.3003499 48.626036, 22.2999099 48.6260676, 22.2997208 48.6260587, 22.2995602 48.6260354)",50,3,,
1049238387,False,Жупанатська площа,residential,False,17.057,"LINESTRING (22.297401 48.624068, 22.2971696 48.6240797)",,,,
"[97136946, 47515574]",True,площа Корятовича,residential,False,179.738,"LINESTRING (22.297401 48.624068, 22.2977534 48.6240447, 22.2978504 48.6240475, 22.2979157 48.6240607, 22.2980583 48.6240982, 22.2981403 48.6241286, 22.2981667 48.6241384, 22.2983438 48.6241968, 22.2986993 48.6243137, 22.2989573 48.6243979, 22.299537 48.6245801, 22.2995577 48.6245866, 22.2996486 48.6246151)",,,,
86452188,False,вулиця Золтана Баконія,residential,True,53.326,"LINESTRING (22.3005035 48.6255621, 22.3005166 48.6256469, 22.3005308 48.6257379, 22.3005657 48.6258823, 22.3005962 48.6259359, 22.3006301 48.6259763, 22.3006688 48.6260229)",,2,,
97133337,False,вулиця Золтана Баконія,residential,True,83.074,"LINESTRING (22.3005035 48.6255621, 22.3004731 48.6254772, 22.3004584 48.6254107, 22.3004463 48.625299, 22.300441 48.6251732, 22.3004366 48.6250607, 22.3004343 48.6250029, 22.3004323 48.6249573, 22.3004349 48.6249214, 22.300445 48.6248868, 22.3004943 48.6248275)",,2,,
160122675,True,вулиця Олександра Фединця,residential,False,93.052,"LINESTRING (22.3005035 48.6255621, 22.3003846 48.6255685, 22.3002934 48.6255667, 22.3001995 48.6255585, 22.2997738 48.6255029, 22.2993314 48.6254272, 22.2992642 48.6254145)",,1,,
"[161297088, 160279969, 170482309, 160122679, 1002984988]",False,вулиця Олександра Фединця,residential,True,120.49799999999999,"LINESTRING (22.3005035 48.6255621, 22.3006462 48.6255543, 22.3007342 48.6255509, 22.3008149 48.6255479, 22.3010627 48.6255203, 22.301125 48.6255133, 22.3012899 48.6254897, 22.3013764 48.6254728, 22.3014608 48.6254538, 22.3015836 48.6254187, 22.301698 48.6253799, 22.3018022 48.6253416, 22.301896 48.6253073, 22.301937 48.625289, 22.3020418 48.6252422)",,2,,
160122675,True,вулиця Олександра Фединця,residential,False,244.97499999999997,"LINESTRING (22.2992642 48.6254145, 22.2990476 48.6253735, 22.2987981 48.6253239, 22.2984773 48.6252512, 22.2983182 48.6252111, 22.2979653 48.6250996, 22.2978598 48.6250601, 22.2976795 48.6249927, 22.2976502 48.6249817, 22.2975338 48.6249301, 22.2973967 48.6248549, 22.2973269 48.6247929, 22.2972742 48.6247217, 22.297226 48.6246157, 22.2972168 48.6245367, 22.2972236 48.6244594, 22.2972545 48.6243798, 22.2973228 48.6242956, 22.297343 48.6242708, 22.2973967 48.624128, 22.297401 48.624068)",,1,,
1002679241,True,,residential,False,13.274000000000001,"LINESTRING (22.3018624 48.6250471, 22.301934 48.6250265, 22.3020281 48.6249996)",,1,,roundabout
935378994,False,площа Корятовича,residential,False,17.434,"LINESTRING (22.3006187 48.624694, 22.3004943 48.6248275)",,2,,
47356996,True,площа Корятовича,residential,False,41.735,"LINESTRING (22.3006187 48.624694, 22.3006782 48.624716, 22.3011112 48.6248808)",,,,
183858282,False,площа Корятовича,residential,True,66.494,"LINESTRING (22.3004943 48.6248275, 22.2996486 48.6246151)",,,,
935378994,False,площа Корятовича,residential,True,17.434,"LINESTRING (22.3004943 48.6248275, 22.3006187 48.624694)",,2,,
97133337,False,вулиця Золтана Баконія,residential,False,83.07400000000001,"LINESTRING (22.3004943 48.6248275, 22.300445 48.6248868, 22.3004349 48.6249214, 22.3004323 48.6249573, 22.3004343 48.6250029, 22.3004366 48.6250607, 22.300441 48.6251732, 22.3004463 48.625299, 22.3004584 48.6254107, 22.3004731 48.6254772, 22.3005035 48.6255621)",,2,,
111679394,True,площа Корятовича,residential,False,45.727000000000004,"LINESTRING (22.3004943 48.6248275, 22.3006568 48.6248415, 22.3011112 48.6248808)",,,,
111679394,True,площа Корятовича,residential,False,59.164,"LINESTRING (22.3011112 48.6248808, 22.3012036 48.6249039, 22.3016513 48.6250408, 22.3017606 48.6250526, 22.3018624 48.6250471)",,,,
75090246,False,Капітульна вулиця,residential,False,17.717,"LINESTRING (22.301702 48.6228936, 22.3018938 48.6227971)",,,,
"[47357000, 47356999]",True,"['вулиця Августина Волошина', 'Капітульна вулиця']",residential,False,366.06100000000004,"LINESTRING (22.301702 48.6228936, 22.3015152 48.6228467, 22.3012268 48.6227462, 22.3006533 48.6225161, 22.3006212 48.6225032, 22.3007473 48.622402, 22.3010519 48.6221773, 22.3011424 48.6221106, 22.3013162 48.6219824, 22.3014246 48.6219024, 22.3019707 48.6215123, 22.3024017 48.6212073, 22.3027506 48.6210194, 22.3029546 48.6209358, 22.3031009 48.6208842, 22.3033139 48.6208091)",,,,
97138415,True,вулиця Олександра Духновича,residential,False,31.487,"LINESTRING (22.3015202 48.62315, 22.301702 48.6228936)",,,,
47515573,True,Кафедральний провулок,residential,False,76.128,"LINESTRING (22.3015202 48.62315, 22.3015501 48.6231664, 22.3016117 48.6232002, 22.301989 48.6234136, 22.3022923 48.6236059)",,,,
92782791,False,Цегольнянська вулиця,residential,True,98.94600000000001,"LINESTRING (22.2995602 48.6260354, 22.2995234 48.6261487, 22.2990159 48.6268462)",,,,
110906036,False,вулиця Миколи Гоголя,residential,True,202.635,"LINESTRING (22.2995602 48.6260354, 22.2993547 48.626119, 22.2989953 48.6261935, 22.2984548 48.6262741, 22.2981691 48.6263158, 22.2978473 48.6263512, 22.2972672 48.626408, 22.2968925 48.626449)",,,,
160099285,False,Підгірна вулиця,secondary,True,41.954,"LINESTRING (22.2995602 48.6260354, 22.2993682 48.62596, 22.2992463 48.6259156, 22.29906 48.625854)",50,2,,
449877597,False,Підгірна вулиця,secondary,False,82.033,"LINESTRING (22.2995602 48.6260354, 22.2997208 48.6260587, 22.2999099 48.6260676, 22.3003499 48.626036, 22.3003784 48.6260339, 22.3006688 48.6260229)",50,3,,
97133336,False,Кафедральний провулок,residential,True,187.68400000000003,"LINESTRING (22.3014902 48.6240862, 22.3018622 48.6244248, 22.301903 48.6244163, 22.3020356 48.6243674, 22.3021535 48.6243213, 22.3023641 48.6242433, 22.302527 48.6241666, 22.3026256 48.6241165, 22.3027463 48.6240421, 22.3027747 48.6240133, 22.3027772 48.6239791, 22.3027704 48.6239463, 22.3027272 48.6239031, 22.3026417 48.623839, 22.3025291 48.6237593, 22.3022923 48.6236059)",,,,
223553799,True,вулиця Михайла Лучкая,residential,False,93.205,"LINESTRING (22.3014902 48.6240862, 22.3011806 48.6242866, 22.3008776 48.6244889, 22.3006679 48.624655, 22.3006187 48.624694)",,,,
397369126,False,Підградська вулиця,residential,False,52.94799999999999,"LINESTRING (22.3089112 48.6211133, 22.3088018 48.6211814, 22.3087535 48.6212262, 22.3087045 48.6212716, 22.3086334 48.6213491, 22.3085875 48.6214111, 22.3085313 48.6215108)",,,,
698056816,False,Шумна вулиця,secondary,False,51.161,"LINESTRING (22.3089112 48.6211133, 22.308947 48.6212557, 22.3090223 48.6215675)",50,3,,
"[698056817, 698056818]",False,Підградська вулиця,secondary,True,275.793,"LINESTRING (22.3089112 48.6211133, 22.3088155 48.6206435, 22.3088118 48.6206211, 22.3087773 48.6204376, 22.3087606 48.6203451, 22.3087395 48.6202532, 22.3087165 48.6201804, 22.3085205 48.6195789, 22.308446 48.619336, 22.3084069 48.6192209, 22.3082288 48.6186763)",50,"['2', '3']",,
47571991,False,Жупанатська площа,residential,True,60.163,"LINESTRING (22.2962948 48.6261637, 22.2963624 48.6258837, 22.2964527 48.6256332)",,,,
110906035,False,Дайбозька вулиця,residential,True,54.186,"LINESTRING (22.2962948 48.6261637, 22.2963251 48.6261781, 22.2968925 48.626449)",,,,
172193279,False,Жупанатська площа,residential,True,26.738000000000003,"LINESTRING (22.2962948 48.6261637, 22.296271 48.6261459, 22.2961016 48.6260197, 22.2960534 48.6259838)",,,,
35970604,False,Підгірна вулиця,secondary,True,194.22400000000005,"LINESTRING (22.29906 48.625854, 22.2987466 48.6257893, 22.2983765 48.6257338, 22.29815 48.6257116, 22.2980243 48.6257041, 22.2977775 48.6256962, 22.2974846 48.6256767, 22.2972264 48.6256597, 22.2969742 48.6256412, 22.2967717 48.6256226, 22.2966451 48.6256219, 22.2965497 48.6256221, 22.2964527 48.6256332)",50,2,,
159322705,True,Центральний провулок,residential,False,51.123,"LINESTRING (22.29906 48.625854, 22.299226 48.6254967, 22.2992642 48.6254145)",50,,,
160099285,False,Підгірна вулиця,secondary,False,41.954,"LINESTRING (22.29906 48.625854, 22.2992463 48.6259156, 22.2993682 48.62596, 22.2995602 48.6260354)",50,2,,
110906035,False,Дайбозька вулиця,residential,False,54.186,"LINESTRING (22.2968925 48.626449, 22.2963251 48.6261781, 22.2962948 48.6261637)",,,,
110906036,False,вулиця Миколи Гоголя,residential,False,202.635,"LINESTRING (22.2968925 48.626449, 22.2972672 48.626408, 22.2978473 48.6263512, 22.2981691 48.6263158, 22.2984548 48.6262741, 22.2989953 48.6261935, 22.2993547 48.626119, 22.2995602 48.6260354)",,,,
480682413,False,,residential,False,60.31400000000001,"LINESTRING (22.3059734 48.6230937, 22.3059853 48.6231365, 22.3059921 48.6231613, 22.3060161 48.623248, 22.306236 48.6236051)",,,,
799739289,False,вулиця Олександра Фединця,residential,False,79.327,"LINESTRING (22.3059734 48.6230937, 22.3055157 48.6231511, 22.3053218 48.6231844, 22.3052395 48.6232042, 22.3050664 48.6232584, 22.3049527 48.6233052)",,,,
160122676,True,,residential,False,25.805999999999997,"LINESTRING (22.3020418 48.6252422, 22.3018858 48.625108, 22.3018624 48.6250471)",,1,,roundabout
"[161297088, 160279969, 170482309, 160122679, 1002984988]",False,вулиця Олександра Фединця,residential,False,120.498,"LINESTRING (22.3020418 48.6252422, 22.301937 48.625289, 22.301896 48.6253073, 22.3018022 48.6253416, 22.301698 48.6253799, 22.3015836 48.6254187, 22.3014608 48.6254538, 22.3013764 48.6254728, 22.3012899 48.6254897, 22.301125 48.6255133, 22.3010627 48.6255203, 22.3008149 48.6255479, 22.3007342 48.6255509, 22.3006462 48.6255543, 22.3005035 48.6255621)",,2,,
111656146,True,,residential,False,16.244,"LINESTRING (22.3022111 48.6251483, 22.3020418 48.6252422)",,1,,roundabout
170482312,True,вулиця Дмитра Вакарова,residential,False,112.277,"LINESTRING (22.3022111 48.6251483, 22.3022749 48.6251958, 22.3028287 48.6256516, 22.3029757 48.6257857, 22.3030078 48.625815, 22.3030835 48.6259668)",,1,,
111679395,False,вулиця Олександра Фединця,residential,True,35.913,"LINESTRING (22.3029627 48.6246091, 22.3033485 48.6244109)",,,,
1022573446,True,,residential,False,19.009,"LINESTRING (22.3029627 48.6246091, 22.3029851 48.6246678, 22.3029557 48.6247188, 22.3029055 48.6247637)",,,,roundabout
111679395,False,вулиця Олександра Фединця,residential,False,35.913,"LINESTRING (22.3033485 48.6244109, 22.3029627 48.6246091)",,,,
111679395,False,вулиця Олександра Фединця,residential,True,170.55500000000004,"LINESTRING (22.3033485 48.6244109, 22.3034987 48.6243142, 22.3036234 48.6242273, 22.3037799 48.6241156, 22.3040079 48.6239454, 22.3045169 48.6235748, 22.3046842 48.6234579, 22.3047317 48.6234279, 22.3048076 48.6233799, 22.3049527 48.6233052)",,,,
"[1046133641, 160491078]",False,Яроцька вулиця,residential,False,81.346,"LINESTRING (22.3033485 48.6244109, 22.3035592 48.6244701, 22.3039573 48.6245784, 22.3040968 48.6246085, 22.304306 48.6246386, 22.3043908 48.6246498)",,,,
160491078,False,Яроцька вулиця,residential,False,110.452,"LINESTRING (22.3043908 48.6246498, 22.3044198 48.6246886, 22.3045646 48.6251878, 22.3045954 48.6253432, 22.3045921 48.6255211, 22.3045819 48.625628)",,,,
"[1046133641, 160491078]",False,Яроцька вулиця,residential,True,81.346,"LINESTRING (22.3043908 48.6246498, 22.304306 48.6246386, 22.3040968 48.6246085, 22.3039573 48.6245784, 22.3035592 48.6244701, 22.3033485 48.6244109)",,,,
"[180139936, 180139935]",False,Острівна вулиця,residential,True,114.17200000000003,"LINESTRING (22.3043908 48.6246498, 22.3043861 48.624623, 22.3044253 48.6245745, 22.3044965 48.6245074, 22.3048428 48.6242719, 22.3050356 48.6241883, 22.3054001 48.6240608, 22.3055626 48.6240399)",,,,
160491073,False,площа Василя Ґренджі-Донського,residential,False,62.141999999999996,"LINESTRING (22.3045819 48.625628, 22.3038164 48.625779, 22.3037717 48.6257878)",,,,
160491073,False,площа Василя Ґренджі-Донського,residential,True,48.775,"LINESTRING (22.3045819 48.625628, 22.3045312 48.6260009, 22.3045229 48.6260649)",,,,
160491078,False,Яроцька вулиця,residential,True,110.45200000000001,"LINESTRING (22.3045819 48.625628, 22.3045921 48.6255211, 22.3045954 48.6253432, 22.3045646 48.6251878, 22.3044198 48.6246886, 22.3043908 48.6246498)",,,,
47574017,False,вулиця Панаса Мирного,residential,True,131.78300000000002,"LINESTRING (22.3037717 48.6257878, 22.3037579 48.625763, 22.3036432 48.6255568, 22.3035012 48.6253222, 22.3034653 48.625263, 22.3033949 48.6251777, 22.3031722 48.6249848, 22.3031262 48.6249467, 22.3029755 48.6248219, 22.3029055 48.6247637)",,2,,
160491073,False,площа Василя Ґренджі-Донського,residential,True,62.141999999999996,"LINESTRING (22.3037717 48.6257878, 22.3038164 48.625779, 22.3045819 48.625628)",,,,
923506164,False,площа Василя Ґренджі-Донського,residential,False,26.455,"LINESTRING (22.3037717 48.6257878, 22.3037696 48.6259488, 22.3037591 48.6260254)",,2,,
172193279,False,Жупанатська площа,residential,False,26.738,"LINESTRING (22.2960534 48.6259838, 22.2961016 48.6260197, 22.296271 48.6261459, 22.2962948 48.6261637)",,,,
179937130,False,Замкова вулиця,residential,True,62.486000000000004,"LINESTRING (22.3046957 48.6206901, 22.3044612 48.6208106, 22.3040844 48.6209861, 22.3040135 48.621025)",,,,
47358550,False,Замкова вулиця,residential,False,72.342,"LINESTRING (22.3040135 48.621025, 22.30418 48.6210909, 22.3043275 48.6211565, 22.3044804 48.6212328, 22.3046198 48.6213072, 22.3048051 48.6214097)",,,,
47358550,False,Замкова вулиця,residential,True,56.864,"LINESTRING (22.3040135 48.621025, 22.3038554 48.620981, 22.3035818 48.6209083, 22.3034702 48.6208704, 22.3033513 48.6208238, 22.3033139 48.6208091)",,,,
179937130,False,Замкова вулиця,residential,False,62.486,"LINESTRING (22.3040135 48.621025, 22.3040844 48.6209861, 22.3044612 48.6208106, 22.3046957 48.6206901)",,,,
180139932,False,Острівна вулиця,residential,False,71.43299999999999,"LINESTRING (22.306236 48.6236051, 22.3061607 48.6236765, 22.3061496 48.623687, 22.3059146 48.6239129, 22.3058028 48.6239761, 22.3056278 48.624025, 22.3055626 48.6240399)",,,,
180139932,False,Острівна вулиця,residential,True,217.089,"LINESTRING (22.306236 48.6236051, 22.3063767 48.6235554, 22.3065611 48.623496, 22.3067888 48.6234505, 22.3071186 48.6234448, 22.3076148 48.6235725, 22.3077024 48.623595, 22.3084099 48.6239973, 22.3084615 48.6240255, 22.3087721 48.6241862)",,,,
480682413,False,,residential,True,60.314,"LINESTRING (22.306236 48.6236051, 22.3060161 48.623248, 22.3059921 48.6231613, 22.3059853 48.6231365, 22.3059734 48.6230937)",,,,
"[160122674, 47572445]",False,вулиця Адольфа Добрянського,residential,False,93.243,"LINESTRING (22.3055626 48.6240399, 22.3053808 48.6238168, 22.3051594 48.6235366, 22.3051062 48.6234693, 22.3050726 48.6234268, 22.3049904 48.6233435, 22.3049527 48.6233052)",,,,
47572445,False,вулиця Адольфа Добрянського,residential,True,211.238,"LINESTRING (22.3055626 48.6240399, 22.3060289 48.6245563, 22.3064493 48.6250505, 22.3067073 48.6253764, 22.3069051 48.6257156)",,,,
180139932,False,Острівна вулиця,residential,True,71.433,"LINESTRING (22.3055626 48.6240399, 22.3056278 48.624025, 22.3058028 48.6239761, 22.3059146 48.6239129, 22.3061496 48.623687, 22.3061607 48.6236765, 22.306236 48.6236051)",,,,
"[180139936, 180139935]",False,Острівна вулиця,residential,False,114.172,"LINESTRING (22.3055626 48.6240399, 22.3054001 48.6240608, 22.3050356 48.6241883, 22.3048428 48.6242719, 22.3044965 48.6245074, 22.3044253 48.6245745, 22.3043861 48.624623, 22.3043908 48.6246498)",,,,
180139932,False,Острівна вулиця,residential,False,217.089,"LINESTRING (22.3087721 48.6241862, 22.3084615 48.6240255, 22.3084099 48.6239973, 22.3077024 48.623595, 22.3076148 48.6235725, 22.3071186 48.6234448, 22.3067888 48.6234505, 22.3065611 48.623496, 22.3063767 48.6235554, 22.306236 48.6236051)",,,,
180139934,False,вулиця Олександра Попова,residential,False,146.06799999999998,"LINESTRING (22.3087721 48.6241862, 22.3082368 48.6245995, 22.3087764 48.6252814)",,,,
180139930,False,вулиця Устима Кармелюка,residential,False,66.922,"LINESTRING (22.3087764 48.6252814, 22.3083095 48.6254233, 22.308244 48.6254451, 22.3079374 48.6255129)",,,,
