osmid,highway,oneway,reversed,length,ref,name,geometry,maxspeed,lanes,junction
126795075,residential,False,False,42.132999999999996,,Ринкова вулиця,"LINESTRING (30.4600098 48.3835296, 30.4601801 48.3836062, 30.4605167 48.3836997)",,,
126795075,residential,False,False,22.523,,Ринкова вулиця,"LINESTRING (30.4605167 48.3836997, 30.4606542 48.3838805)",,,
126795075,residential,False,True,42.132999999999996,,Ринкова вулиця,"LINESTRING (30.4605167 48.3836997, 30.4601801 48.3836062, 30.4600098 48.3835296)",,,
127166391,residential,False,True,285.671,,,"LINESTRING (30.4605167 48.3836997, 30.4611471 48.3834805, 30.4612963 48.3834286, 30.4615835 48.3833287, 30.4626264 48.382966, 30.4634723 48.3827734, 30.4636217 48.3827588, 30.4640632 48.3827649)",,,
126735022,unclassified,False,False,122.85300000000001,,Соборна вулиця,"LINESTRING (30.4624394 48.3852165, 30.4634612 48.3846277, 30.4635873 48.3845579, 30.4637228 48.3845207)",,,
126795075,residential,False,True,141.202,,Ринкова вулиця,"LINESTRING (30.4624394 48.3852165, 30.4618665 48.3848023, 30.4616734 48.3846604, 30.4611517 48.3842778)",,,
126985068,residential,False,True,140.75,,Гайдамацька вулиця,"LINESTRING (30.4718022 48.379824, 30.4717753 48.3800022, 30.4717431 48.3801803, 30.4714612 48.3810681)",,,
859332959,tertiary,False,True,258.472,,Соборна вулиця,"LINESTRING (30.4718022 48.379824, 30.4707599 48.3801039, 30.4691216 48.3807921, 30.4688278 48.381007)",,,
126985068,residential,False,False,78.439,,Гайдамацька вулиця,"LINESTRING (30.4713263 48.3817677, 30.4714242 48.3812196, 30.4714612 48.3810681)",,,
126985068,residential,False,True,82.889,,Гайдамацька вулиця,"LINESTRING (30.4713263 48.3817677, 30.471245 48.3823212, 30.4712287 48.3825102)",,,
126985068,residential,False,True,92.146,,Гайдамацька вулиця,"LINESTRING (30.4710661 48.3832149, 30.4708954 48.3840358)",,,
126985068,residential,False,False,79.336,,Гайдамацька вулиця,"LINESTRING (30.4710661 48.3832149, 30.4711921 48.3826047, 30.4712287 48.3825102)",,,
126985067,residential,False,True,262.383,,вулиця Свободи,"LINESTRING (30.4688591 48.3834817, 30.4688484 48.3836678, 30.4687779 48.3847885, 30.4686245 48.3852608, 30.4683615 48.3858019)",,,
1191721576,secondary,False,False,220.045,Т-24-15;О-120402,,"LINESTRING (30.4688591 48.3834817, 30.4684011 48.3824753, 30.4683629 48.3823915, 30.4680477 48.3819889, 30.4678104 48.3817642, 30.4677138 48.3816727)",,2,
1191721576,secondary,False,True,225.305,Т-24-15;О-120402,,"LINESTRING (30.4688591 48.3834817, 30.4690536 48.3838388, 30.4691609 48.3839582, 30.4692641 48.384066, 30.4700502 48.384696, 30.4703404 48.3848923, 30.470636 48.3851008)",,2,
126985068,residential,False,False,92.146,,Гайдамацька вулиця,"LINESTRING (30.4708954 48.3840358, 30.4710661 48.3832149)",,,
126985068,residential,False,True,92.576,,Гайдамацька вулиця,"LINESTRING (30.4708954 48.3840358, 30.4707775 48.3846514, 30.4707409 48.384862)",,,
126985068,residential,False,True,27.66,,Гайдамацька вулиця,"LINESTRING (30.4707409 48.384862, 30.470636 48.3851008)",,,
126985068,residential,False,False,92.576,,Гайдамацька вулиця,"LINESTRING (30.4707409 48.384862, 30.4707775 48.3846514, 30.4708954 48.3840358)",,,
126985068,residential,False,False,27.66,,Гайдамацька вулиця,"LINESTRING (30.470636 48.3851008, 30.4707409 48.384862)",,,
1191721576,secondary,False,True,17.196,Т-24-15;О-120402,,"LINESTRING (30.470636 48.3851008, 30.4707953 48.3852136)",,2,
1191721576,secondary,False,False,225.305,Т-24-15;О-120402,,"LINESTRING (30.470636 48.3851008, 30.4703404 48.3848923, 30.4700502 48.384696, 30.4692641 48.384066, 30.4691609 48.3839582, 30.4690536 48.3838388, 30.4688591 48.3834817)",,2,
126985067,residential,False,True,168.421,,вулиця Свободи,"LINESTRING (30.4683615 48.3858019, 30.4675503 48.3872175)",,,
126985067,residential,False,False,262.38300000000004,,вулиця Свободи,"LINESTRING (30.4683615 48.3858019, 30.4686245 48.3852608, 30.4687779 48.3847885, 30.4688484 48.3836678, 30.4688591 48.3834817)",,,
126998347,residential,False,False,194.54100000000003,,провулок Свободи,"LINESTRING (30.4683615 48.3858019, 30.4688841 48.3857482, 30.4697159 48.3856337, 30.4703955 48.3854114, 30.4707953 48.3852136)",,,
126985068,residential,False,False,140.75,,Гайдамацька вулиця,"LINESTRING (30.4714612 48.3810681, 30.4717431 48.3801803, 30.4717753 48.3800022, 30.4718022 48.379824)",,,
126985068,residential,False,True,78.439,,Гайдамацька вулиця,"LINESTRING (30.4714612 48.3810681, 30.4714242 48.3812196, 30.4713263 48.3817677)",,,
126762403,residential,False,True,47.992,,Паркова вулиця,"LINESTRING (30.4617453 48.3866509, 30.462156 48.3863164)",,,
127097084,residential,False,True,251.13,,вулиця Тобілевичів,"LINESTRING (30.4697764 48.3791477, 30.4691802 48.3792276, 30.4690076 48.3793005, 30.4689605 48.3794256, 30.468788 48.3804017, 30.4687827 48.3807178, 30.4688278 48.381007)",,,
127097084,residential,False,False,251.13,,вулиця Тобілевичів,"LINESTRING (30.4688278 48.381007, 30.4687827 48.3807178, 30.468788 48.3804017, 30.4689605 48.3794256, 30.4690076 48.3793005, 30.4691802 48.3792276, 30.4697764 48.3791477)",,,
859332959,tertiary,False,False,258.472,,Соборна вулиця,"LINESTRING (30.4688278 48.381007, 30.4691216 48.3807921, 30.4707599 48.3801039, 30.4718022 48.379824)",,,
859332959,tertiary,False,True,78.824,,Соборна вулиця,"LINESTRING (30.4688278 48.381007, 30.4684782 48.3812627, 30.4680564 48.3814943)",,,
859332959,tertiary,False,True,32.151,,Соборна вулиця,"LINESTRING (30.4680564 48.3814943, 30.4677138 48.3816727)",,,
859332959,tertiary,False,False,78.824,,Соборна вулиця,"LINESTRING (30.4680564 48.3814943, 30.4684782 48.3812627, 30.4688278 48.381007)",,,
127097091,residential,False,False,400.778,,вулиця Марії Заньковецької,"LINESTRING (30.4722011 48.3859595, 30.4715888 48.386735, 30.4705596 48.386796, 30.4675503 48.3872175)",,,
1191721576,secondary,False,False,132.898,Т-24-15;О-120402,,"LINESTRING (30.4722011 48.3859595, 30.4718323 48.3857751, 30.4709928 48.3853174, 30.4707953 48.3852136)",,2,
126762403,residential,False,False,47.992,,Паркова вулиця,"LINESTRING (30.462156 48.3863164, 30.4617453 48.3866509)",,,
126762403,residential,False,True,231.37,,Паркова вулиця,"LINESTRING (30.462156 48.3863164, 30.4630704 48.385355, 30.4634846 48.3848944, 30.4636504 48.3846757, 30.4637228 48.3845207)",,,
126985067,residential,False,False,168.421,,вулиця Свободи,"LINESTRING (30.4675503 48.3872175, 30.4683615 48.3858019)",,,
127097091,residential,False,True,400.778,,вулиця Марії Заньковецької,"LINESTRING (30.4675503 48.3872175, 30.4705596 48.386796, 30.4715888 48.386735, 30.4722011 48.3859595)",,,
127166384,secondary,False,False,79.123,Т-24-15,вулиця Степана Бандери,"LINESTRING (30.4617006 48.3797162, 30.4627412 48.3798854)",,,
127121184,unclassified,False,False,173.28199999999998,,вулиця Андрея Шептицького,"LINESTRING (30.4617006 48.3797162, 30.4615662 48.3798102, 30.4613113 48.3798784, 30.4606035 48.3800124, 30.4600514 48.3800829, 30.459609 48.3801558, 30.4594957 48.3801863)",,,
127166384,secondary,False,True,184.664,Т-24-15,вулиця Степана Бандери,"LINESTRING (30.4617006 48.3797162, 30.4612441 48.3796833, 30.4592055 48.3796151)",,,
127121193,unclassified,False,False,67.033,,,"LINESTRING (30.4594957 48.3801863, 30.4592055 48.3796151)",,,
127121184,unclassified,False,True,173.28199999999998,,вулиця Андрея Шептицького,"LINESTRING (30.4594957 48.3801863, 30.459609 48.3801558, 30.4600514 48.3800829, 30.4606035 48.3800124, 30.4613113 48.3798784, 30.4615662 48.3798102, 30.4617006 48.3797162)",,,
126795075,residential,False,True,57.458,,Ринкова вулиця,"LINESTRING (30.4611517 48.3842778, 30.4606542 48.3838805)",,,
126795075,residential,False,False,141.202,,Ринкова вулиця,"LINESTRING (30.4611517 48.3842778, 30.4616734 48.3846604, 30.4618665 48.3848023, 30.4624394 48.3852165)",,,
126795075,residential,False,False,57.458,,Ринкова вулиця,"LINESTRING (30.4606542 48.3838805, 30.4611517 48.3842778)",,,
126795075,residential,False,True,22.523,,Ринкова вулиця,"LINESTRING (30.4606542 48.3838805, 30.4605167 48.3836997)",,,
126735022,unclassified,False,True,192.799,,Соборна вулиця,"LINESTRING (30.4642783 48.3828647, 30.4642505 48.3835685, 30.4641383 48.3840171, 30.464015 48.3841974, 30.4637228 48.3845207)",,,
182130851,secondary,True,False,21.659,Т-24-15,,"LINESTRING (30.4642783 48.3828647, 30.464205 48.3828654, 30.4641375 48.3828464, 30.4640873 48.3828109, 30.4640632 48.3827649)",,,roundabout
127166391,residential,False,False,285.671,,,"LINESTRING (30.4640632 48.3827649, 30.4636217 48.3827588, 30.4634723 48.3827734, 30.4626264 48.382966, 30.4615835 48.3833287, 30.4612963 48.3834286, 30.4611471 48.3834805, 30.4605167 48.3836997)",,,
182130851,secondary,True,False,5.842,Т-24-15,,"LINESTRING (30.4640632 48.3827649, 30.4640618 48.3827474, 30.4640643 48.38273, 30.4640707 48.382713)",,,roundabout
162140876,secondary,False,False,270.209,Т-24-15,Соборна вулиця,"LINESTRING (30.4644072 48.382713, 30.4677138 48.3816727)",,,
182130851,secondary,True,False,21.522,Т-24-15,,"LINESTRING (30.4644072 48.382713, 30.4644112 48.3827775, 30.4643635 48.3828336, 30.4642783 48.3828647)",,,roundabout
127166382,secondary,False,True,148.396,Т-24-15;О-120401,Соборна вулиця,"LINESTRING (30.4640707 48.382713, 30.4639288 48.3825273, 30.4636579 48.3815709, 30.4636153 48.3814204)",50,,
182130851,secondary,True,False,32.595,Т-24-15,,"LINESTRING (30.4640707 48.382713, 30.4641008 48.3826762, 30.4641484 48.3826487, 30.4642074 48.3826341, 30.4642705 48.3826341, 30.4643296 48.3826487, 30.4643772 48.3826762, 30.4644072 48.382713)",,,roundabout
126985068,residential,False,False,82.889,,Гайдамацька вулиця,"LINESTRING (30.4712287 48.3825102, 30.471245 48.3823212, 30.4713263 48.3817677)",,,
126985068,residential,False,True,79.336,,Гайдамацька вулиця,"LINESTRING (30.4712287 48.3825102, 30.4711921 48.3826047, 30.4710661 48.3832149)",,,
