osmid,oneway,ref,highway,reversed,length,junction,geometry,lanes,name,maxspeed
235460205,False,,residential,False,152.06199999999998,,"LINESTRING (31.2343563 47.3538284, 31.2333984 47.354125, 31.2329781 47.3542507, 31.2327871 47.3543875, 31.2327434 47.3545391)",1,Набережна вулиця,50
280290326,False,,residential,False,72.122,,"LINESTRING (31.2408211 47.3543651, 31.2406858 47.3550072)",1,Спортивний провулок,50
280290326,False,,residential,True,70.256,,"LINESTRING (31.2408211 47.3543651, 31.2410349 47.3537501)",1,Спортивний провулок,50
"[235460149, 235460199]",False,,residential,"[False, True]",438.41200000000003,,"LINESTRING (31.2408211 47.3543651, 31.2391908 47.3541898, 31.2385155 47.35412, 31.2380806 47.3541084, 31.2375197 47.354217, 31.2371168 47.3542936, 31.237609 47.3552435, 31.2377414 47.355409, 31.2378796 47.3555779)",1,"['Паркова вулиця', 'вулиця Богданова']",50
280290328,False,,residential,False,75.307,,"LINESTRING (31.2327434 47.3545391, 31.2331231 47.3551656)",1,Сонячна вулиця,50
235460205,False,,residential,True,152.062,,"LINESTRING (31.2327434 47.3545391, 31.2327871 47.3543875, 31.2329781 47.3542507, 31.2333984 47.354125, 31.2343563 47.3538284)",1,Набережна вулиця,50
280290326,False,,residential,False,94.214,,"LINESTRING (31.2406858 47.3550072, 31.2405062 47.3558457)",1,Спортивний провулок,50
280290326,False,,residential,True,72.122,,"LINESTRING (31.2406858 47.3550072, 31.2408211 47.3543651)",1,Спортивний провулок,50
280290328,False,,residential,True,75.307,,"LINESTRING (31.2331231 47.3551656, 31.2327434 47.3545391)",1,Сонячна вулиця,50
280290328,False,,residential,False,76.73,,"LINESTRING (31.2331231 47.3551656, 31.2332074 47.3553046, 31.2335285 47.3557986)",1,Сонячна вулиця,50
235460199,False,,residential,True,175.565,,"LINESTRING (31.2378796 47.3555779, 31.2388212 47.3570222)",1,вулиця Богданова,50
280290322,False,Р-55,primary,False,67.269,,"LINESTRING (31.2378796 47.3555779, 31.2370024 47.3554646)",1,Київська вулиця,50
"[235460149, 235460199]",False,,residential,"[False, True]",438.412,,"LINESTRING (31.2378796 47.3555779, 31.2377414 47.355409, 31.237609 47.3552435, 31.2371168 47.3542936, 31.2375197 47.354217, 31.2380806 47.3541084, 31.2385155 47.35412, 31.2391908 47.3541898, 31.2408211 47.3543651)",1,"['Паркова вулиця', 'вулиця Богданова']",50
280290322,False,Р-55,primary,True,200.139,,"LINESTRING (31.2378796 47.3555779, 31.2382408 47.3556283, 31.2393835 47.3557437, 31.2398732 47.355791, 31.2405062 47.3558457)",1,Київська вулиця,50
"[207424033, 288461126]",False,,tertiary,False,157.664,,"LINESTRING (31.2335285 47.3557986, 31.2334804 47.3558343, 31.2332899 47.3559896, 31.2326614 47.3561576, 31.23212 47.3563014, 31.2316866 47.3564182)",1,вулиця Мозолевського,50
207424033,False,,tertiary,True,159.32799999999997,,"LINESTRING (31.2335285 47.3557986, 31.2336213 47.3557297, 31.2336772 47.3556883, 31.2337194 47.3556766, 31.2354333 47.3552066)",1,вулиця Мозолевського,50
280290328,False,,residential,True,76.73,,"LINESTRING (31.2335285 47.3557986, 31.2332074 47.3553046, 31.2331231 47.3551656)",1,Сонячна вулиця,50
280290326,False,,residential,True,94.214,,"LINESTRING (31.2405062 47.3558457, 31.2406858 47.3550072)",1,Спортивний провулок,50
280290322,False,Р-55,primary,False,200.139,,"LINESTRING (31.2405062 47.3558457, 31.2398732 47.355791, 31.2393835 47.3557437, 31.2382408 47.3556283, 31.2378796 47.3555779)",1,Київська вулиця,50
235460158,False,,residential,True,138.888,,"LINESTRING (31.2316866 47.3564182, 31.2317347 47.3565084, 31.2317992 47.3566298, 31.2320258 47.3570563, 31.2323112 47.3575934)",,,
"[207424033, 288461126]",False,,tertiary,True,157.66400000000002,,"LINESTRING (31.2316866 47.3564182, 31.23212 47.3563014, 31.2326614 47.3561576, 31.2332899 47.3559896, 31.2334804 47.3558343, 31.2335285 47.3557986)",1,вулиця Мозолевського,50
235460140,False,,residential,False,39.08,,"LINESTRING (31.2388212 47.3570222, 31.2383396 47.3571529)",1,Елеваторна вулиця,50
235460199,False,,residential,False,175.565,,"LINESTRING (31.2388212 47.3570222, 31.2378796 47.3555779)",1,вулиця Богданова,50
235460199,False,,residential,True,215.034,,"LINESTRING (31.2388212 47.3570222, 31.2389024 47.3571471, 31.2396068 47.358136, 31.2399915 47.358785)",1,вулиця Богданова,50
235460180,False,,residential,True,129.503,,"LINESTRING (31.2342049 47.3570746, 31.2343177 47.3572814, 31.2347909 47.3581695)",1,Сонячна вулиця,50
235460210,False,,residential,False,153.868,,"LINESTRING (31.2342049 47.3570746, 31.2341492 47.3570899, 31.2323112 47.3575934)",1,вулиця Свободи,50
235460210,False,,residential,True,175.299,,"LINESTRING (31.2342049 47.3570746, 31.2351261 47.3568222, 31.2363779 47.3565109)",1,вулиця Свободи,50
235460158,False,,residential,False,138.88799999999998,,"LINESTRING (31.2323112 47.3575934, 31.2320258 47.3570563, 31.2317992 47.3566298, 31.2317347 47.3565084, 31.2316866 47.3564182)",,,
235460210,False,,residential,False,145.72,,"LINESTRING (31.2323112 47.3575934, 31.2316523 47.3577739, 31.2305081 47.358068)",1,вулиця Свободи,50
235460210,False,,residential,True,153.868,,"LINESTRING (31.2323112 47.3575934, 31.2341492 47.3570899, 31.2342049 47.3570746)",1,вулиця Свободи,50
235460172,False,,residential,True,135.165,,"LINESTRING (31.2305081 47.358068, 31.2311257 47.3592093)",1,провулок Шевченка,50
235460210,False,,residential,True,145.72,,"LINESTRING (31.2305081 47.358068, 31.2316523 47.3577739, 31.2323112 47.3575934)",1,вулиця Свободи,50
235460140,False,,residential,False,17.981,,"LINESTRING (31.2350098 47.358105, 31.2347909 47.3581695)",1,Елеваторна вулиця,50
235460140,False,,residential,True,171.682,,"LINESTRING (31.2350098 47.358105, 31.2371 47.3574894)",1,Елеваторна вулиця,50
"[280290321, 235460203]",False,,residential,False,407.08500000000004,,"LINESTRING (31.2350098 47.358105, 31.2356047 47.3589823, 31.2357575 47.3593669, 31.2358067 47.3597958, 31.235692 47.3599215, 31.2350807 47.3600398, 31.2332684 47.3604317)",1,"['Тиха вулиця', 'Сонячна вулиця']",50
235460140,False,,residential,True,17.981,,"LINESTRING (31.2347909 47.3581695, 31.2350098 47.358105)",1,Елеваторна вулиця,50
235460140,False,,residential,False,299.314,,"LINESTRING (31.2347909 47.3581695, 31.2345063 47.3582533, 31.231204 47.3591876, 31.2311257 47.3592093)",1,Елеваторна вулиця,50
235460180,False,,residential,False,129.503,,"LINESTRING (31.2347909 47.3581695, 31.2343177 47.3572814, 31.2342049 47.3570746)",1,Сонячна вулиця,50
235460172,False,,residential,False,135.165,,"LINESTRING (31.2311257 47.3592093, 31.2305081 47.358068)",1,провулок Шевченка,50
235460140,False,,residential,True,299.314,,"LINESTRING (31.2311257 47.3592093, 31.231204 47.3591876, 31.2345063 47.3582533, 31.2347909 47.3581695)",1,Елеваторна вулиця,50
235460199,False,,residential,False,95.666,,"LINESTRING (31.2404647 47.3595834, 31.2399915 47.358785)",1,вулиця Богданова,50
"[280290321, 235460203]",False,,residential,True,407.085,,"LINESTRING (31.2332684 47.3604317, 31.2350807 47.3600398, 31.235692 47.3599215, 31.2358067 47.3597958, 31.2357575 47.3593669, 31.2356047 47.3589823, 31.2350098 47.358105)",1,"['Тиха вулиця', 'Сонячна вулиця']",50
280290325,False,,residential,False,169.805,,"LINESTRING (31.2373682 47.3558088, 31.2373094 47.3559095, 31.2382496 47.3571773)",1,Козацька вулиця,50
235460140,False,,residential,False,7.302,,"LINESTRING (31.2383396 47.3571529, 31.2382496 47.3571773)",1,Елеваторна вулиця,50
235460140,False,,residential,True,39.08,,"LINESTRING (31.2383396 47.3571529, 31.2388212 47.3570222)",1,Елеваторна вулиця,50
280290324,False,,residential,False,212.208,,"LINESTRING (31.2383396 47.3571529, 31.2393666 47.35893)",1,Козацька вулиця,50
235460140,False,,residential,False,93.29,,"LINESTRING (31.2382496 47.3571773, 31.2371 47.3574894)",1,Елеваторна вулиця,50
235460140,False,,residential,True,7.302,,"LINESTRING (31.2382496 47.3571773, 31.2383396 47.3571529)",1,Елеваторна вулиця,50
280290325,False,,residential,True,169.805,,"LINESTRING (31.2382496 47.3571773, 31.2373094 47.3559095, 31.2373682 47.3558088)",1,Козацька вулиця,50
235460199,False,,residential,True,95.666,,"LINESTRING (31.2399915 47.358785, 31.2404647 47.3595834)",1,вулиця Богданова,50
280290327,False,,residential,False,49.755,,"LINESTRING (31.2399915 47.358785, 31.2393666 47.35893)",,,
235460199,False,,residential,False,215.03400000000002,,"LINESTRING (31.2399915 47.358785, 31.2396068 47.358136, 31.2389024 47.3571471, 31.2388212 47.3570222)",1,вулиця Богданова,50
280290324,False,,residential,True,212.208,,"LINESTRING (31.2393666 47.35893, 31.2383396 47.3571529)",1,Козацька вулиця,50
280290327,False,,residential,False,75.12,,"LINESTRING (31.2393666 47.35893, 31.2384191 47.3591408)",,,
280290327,False,,residential,True,49.755,,"LINESTRING (31.2393666 47.35893, 31.2399915 47.358785)",,,
280290327,False,,residential,True,75.12,,"LINESTRING (31.2384191 47.3591408, 31.2393666 47.35893)",,,
74967333,True,Р-55,primary,False,32.479,,"LINESTRING (31.2356312 47.3554661, 31.2354333 47.3552066)",1,Одеська вулиця,50
82812659,True,Р-55,primary,False,23.474999999999998,roundabout,"LINESTRING (31.2356312 47.3554661, 31.2356275 47.3554263, 31.2356433 47.3553848, 31.2356779 47.355349, 31.2357276 47.3553226, 31.2357872 47.3553084)",,,
207424046,False,,tertiary,False,30.452,,"LINESTRING (31.2356891 47.3555346, 31.2358612 47.3557824)",1,Одеська вулиця,50
283924174,True,Р-55,primary,False,8.879999999999999,roundabout,"LINESTRING (31.2356891 47.3555346, 31.2356524 47.3555034, 31.2356312 47.3554661)",,,
283924176,True,Р-55,primary,False,19.423,roundabout,"LINESTRING (31.2359316 47.3555529, 31.2358756 47.3555643, 31.2358058 47.3555692, 31.2357379 47.355557, 31.2356891 47.3555346)",,,
283924179,True,,primary_link,False,26.455,,"LINESTRING (31.2359316 47.3555529, 31.2358824 47.3556255, 31.2358634 47.355699, 31.2358612 47.3557824)",,,
207424046,False,,tertiary,True,30.452,,"LINESTRING (31.2358612 47.3557824, 31.2356891 47.3555346)",1,Одеська вулиця,50
283924178,False,,tertiary,False,89.871,,"LINESTRING (31.2358612 47.3557824, 31.2363779 47.3565109)",1,Одеська вулиця,50
