osmid,oneway,ref,highway,junction,reversed,length,geometry,lanes,name,bridge
470731804,False,,residential,,False,120.693,"LINESTRING (89.1757748 23.5436321, 89.1757832 23.5437192, 89.1758181 23.5438827, 89.1758691 23.5440733, 89.1759415 23.5443032, 89.176045 23.5446875)",,,
470731804,False,,residential,,True,20.34,"LINESTRING (89.1757748 23.5436321, 89.1757671 23.5435532, 89.1757539 23.5434502)",,,
659897604,False,,unclassified,,True,332.559,"LINESTRING (89.1757748 23.5436321, 89.1754608 23.5437136, 89.1747715 23.5439287, 89.1742203 23.5440873, 89.1730468 23.5444617, 89.1730072 23.5444752, 89.1729667 23.5444866, 89.1726637 23.5444866)",,,
532667275,False,N703,trunk,,False,70.669,"LINESTRING (89.1726637 23.5444866, 89.1726489 23.5438512)",2,Sher-E-Bangla Road,
532667275,False,N703,trunk,,True,3.625,"LINESTRING (89.1726637 23.5444866, 89.1726638 23.5445192)",2,Sher-E-Bangla Road,
659897604,False,,unclassified,,False,332.559,"LINESTRING (89.1726637 23.5444866, 89.1729667 23.5444866, 89.1730072 23.5444752, 89.1730468 23.5444617, 89.1742203 23.5440873, 89.1747715 23.5439287, 89.1754608 23.5437136, 89.1757748 23.5436321)",,,
470731804,False,,residential,,False,60.400000000000006,"LINESTRING (89.1748598 23.5403727, 89.1749424 23.5407377, 89.1749805 23.5409045)",,,
659897606,False,,unclassified,,True,283.649,"LINESTRING (89.1748598 23.5403727, 89.174526 23.540501, 89.1743074 23.5405944, 89.1741076 23.5406706, 89.1739266 23.5407161, 89.1737737 23.5407604, 89.1736516 23.5407923, 89.1735604 23.5408145, 89.1732694 23.540871, 89.1726793 23.5409866, 89.1721924 23.5410558)",,,
659897607,False,,unclassified,,False,207.419,"LINESTRING (89.1702104 23.5414009, 89.1704772 23.541278, 89.1705416 23.5412602, 89.1705872 23.5412522, 89.1706516 23.5412399, 89.1707441 23.5412128, 89.1708145 23.5411968, 89.1709178 23.5411698, 89.1709688 23.5411612, 89.1710358 23.5411538, 89.1710653 23.5411526, 89.171361 23.5411267, 89.171416 23.5411292, 89.171471 23.5411219, 89.1715595 23.5411096, 89.1717003 23.5410641, 89.1720249 23.5409866, 89.1721708 23.5409598)",,,
659897607,False,,unclassified,,True,146.80200000000002,"LINESTRING (89.1702104 23.5414009, 89.1698362 23.5415337, 89.1695827 23.5416628, 89.1694285 23.5417882, 89.1693293 23.5418509, 89.1692649 23.5418829, 89.1692032 23.5419112, 89.1691321 23.541969, 89.1690852 23.5420145, 89.1690141 23.5420993)",,,
659897608,False,,unclassified,,False,111.065,"LINESTRING (89.1702104 23.5414009, 89.1704303 23.5418731, 89.1706925 23.5422948)",,,
354812522,True,R775,primary,,False,163.651,"LINESTRING (89.1711318 23.5450671, 89.1705026 23.5451008, 89.1703739 23.5451098, 89.1695303 23.5451689)",2,,
659897608,False,,unclassified,,True,107.619,"LINESTRING (89.1711318 23.5450671, 89.1710673 23.5449185, 89.1709319 23.5445423, 89.1708582 23.544353, 89.1707964 23.54415)",,,
532667275,False,N703,trunk,,False,3.625,"LINESTRING (89.1726638 23.5445192, 89.1726637 23.5444866)",2,Sher-E-Bangla Road,
757523924,True,N703,trunk,,False,43.189,"LINESTRING (89.1726638 23.5445192, 89.1726203 23.5447291, 89.1725638 23.544896)",1,Sher-E-Bangla Road,
659897597,False,,residential,,True,217.30400000000003,"LINESTRING (89.1695303 23.5451689, 89.169524 23.5451309, 89.1695177 23.5450936, 89.1695016 23.545085, 89.1694835 23.5450825, 89.1693762 23.5450893, 89.1693671 23.5450835, 89.1693624 23.5450724, 89.1693588 23.54505, 89.1693494 23.5449418, 89.1693319 23.5448152, 89.1692072 23.5445742, 89.1690516 23.54423, 89.1690195 23.5441894, 89.1689712 23.5441427, 89.1688773 23.5440025, 89.1687219 23.543475)",,,
757523922,True,N703,trunk,,False,39.242,"LINESTRING (89.1726027 23.5450618, 89.1727286 23.5453953)",1,H.S.S Road,
532667637,True,N703,trunk,roundabout,False,12.544,"LINESTRING (89.1726027 23.5450618, 89.1726274 23.5450616, 89.1726511 23.5450558, 89.1726726 23.5450447, 89.1726903 23.5450291, 89.1727032 23.5450099)",,,
532667637,True,N703,trunk,roundabout,False,10.031,"LINESTRING (89.1725259 23.5450113, 89.1725392 23.5450303, 89.1725572 23.5450457, 89.1725789 23.5450564, 89.1726027 23.5450618)",,,
354812522,True,R775,primary,,False,141.639,"LINESTRING (89.1725165 23.5449683, 89.1722674 23.5449826, 89.1719377 23.5450046, 89.1712029 23.5450539, 89.1711318 23.5450671)",2,,
532667637,True,N703,trunk,roundabout,False,4.913,"LINESTRING (89.1725165 23.5449683, 89.1725183 23.5449903, 89.1725259 23.5450113)",,,
532667637,True,N703,trunk,roundabout,False,9.736,"LINESTRING (89.1725638 23.544896, 89.172545 23.5449095, 89.1725303 23.5449267, 89.1725206 23.5449467, 89.1725165 23.5449683)",,,
57046377,False,N704,trunk,,False,95.151,"LINESTRING (89.1728772 23.54574, 89.1730452 23.546112, 89.1732169 23.5464956, 89.1732375 23.5465291)",2,,
659897571,False,N703,trunk,,False,127.815,"LINESTRING (89.1728772 23.54574, 89.1729103 23.5457425, 89.1729422 23.5457422, 89.1729704 23.5457373, 89.173011 23.545729, 89.1731661 23.5456708, 89.1733419 23.5455983, 89.1737321 23.5454385, 89.1740338 23.5453143)",2,H.S.S Road,
659897571,False,N703,trunk,,True,22.254,"LINESTRING (89.1728772 23.54574, 89.1728533 23.545729, 89.1728316 23.5457142, 89.1728094 23.5456819, 89.1727756 23.5455736)",2,H.S.S Road,
