osmid,highway,maxspeed,oneway,reversed,length,bridge,name,geometry,lanes,ref
158158656,residential,,False,False,154.15,,,"LINESTRING (130.8123038 32.0452105, 130.8139393 32.0452103)",,
158158676,tertiary,,False,False,148.125,,,"LINESTRING (130.8123038 32.0452105, 130.8122829 32.0465425)",2,
158158676,tertiary,,False,True,160.911,,,"LINESTRING (130.8123038 32.0452105, 130.8122937 32.0443827, 130.812299 32.0441281, 130.8124278 32.0438643, 130.8124649 32.0437917)",2,
"[180360721, 170174551]",unclassified,,False,"[False, True]",265.105,,,"LINESTRING (130.8132359 32.0487253, 130.812979 32.0484283, 130.8127175 32.0481339, 130.8126988 32.0481071, 130.8126156 32.0479884, 130.8125432 32.0477554, 130.8125351 32.0477292, 130.812519 32.0474291, 130.812401 32.0470563, 130.812309 32.0466963, 130.8122829 32.0465425)",,
784776875,primary,40,False,False,120.43100000000001,,えびの高原小田線,"LINESTRING (130.8132359 32.0487253, 130.8137145 32.0485822, 130.8137689 32.0485659, 130.8139712 32.0485635, 130.8142633 32.0486446, 130.8144542 32.0487029)",,30
"[784776875, 180338374]",primary,40,False,True,277.36800000000005,,えびの高原小田線,"LINESTRING (130.8132359 32.0487253, 130.8131752 32.0487515, 130.8124462 32.0490663, 130.8122624 32.0491456, 130.8117057 32.049386, 130.8115248 32.0494396, 130.8113549 32.0494571, 130.8110545 32.0494616, 130.8108549 32.0494323, 130.8106792 32.0493994, 130.8105035 32.0493666)",,30
170174547,residential,,False,True,86.82499999999999,,,"LINESTRING (130.8092681 32.0464698, 130.8090643 32.0464606, 130.8088551 32.046447, 130.8083495 32.0464822)",,
"[180360720, 158158673, 180360718]",tertiary,,False,True,90.143,yes,,"LINESTRING (130.8092681 32.0464698, 130.8095306 32.0464547, 130.8101473 32.0464155, 130.810222 32.0464198)",2,
784776873,unclassified,,False,False,133.77599999999998,,,"LINESTRING (130.8092681 32.0464698, 130.8092521 32.0463015, 130.8092038 32.0461287, 130.8090965 32.0459878, 130.8089785 32.0458422, 130.8089034 32.0456831, 130.8088766 32.0455603, 130.8089141 32.0453466)",2,
170174547,residential,,False,False,86.825,,,"LINESTRING (130.8083495 32.0464822, 130.8088551 32.046447, 130.8090643 32.0464606, 130.8092681 32.0464698)",,
170174547,residential,,False,True,212.16199999999998,,,"LINESTRING (130.8083495 32.0464822, 130.8076629 32.0465368, 130.8070422 32.046597, 130.8065594 32.0466425, 130.8061088 32.0466562)",,
180116784,residential,,False,True,125.72,,,"LINESTRING (130.8083495 32.0464822, 130.808286 32.046232, 130.808299 32.045916, 130.808266 32.045736, 130.808187 32.04555, 130.8080403 32.0454217)",,
170174547,residential,,False,False,17.01,,,"LINESTRING (130.8059338 32.0466936, 130.8061088 32.0466562)",,
170174548,residential,,False,False,38.241,,,"LINESTRING (130.8155016 32.0451784, 130.8151014 32.045235)",,
180116286,unclassified,,False,True,150.95399999999998,,,"LINESTRING (130.8155016 32.0451784, 130.815721 32.046146, 130.815781 32.046462, 130.815794 32.046513)",,
784776873,unclassified,,False,False,85.276,,,"LINESTRING (130.8089141 32.0453466, 130.8091019 32.0445964)",2,
297467444,unclassified,,False,False,211.263,,,"LINESTRING (130.8089141 32.0453466, 130.809172 32.045376, 130.8094081 32.0454146, 130.8095528 32.0454396, 130.8096145 32.0452168, 130.8096708 32.0450509, 130.8097729 32.0448371, 130.8098049 32.0447348, 130.8095474 32.0446757, 130.8092792 32.0446189, 130.8091019 32.0445964)",,
297467443,unclassified,,False,True,46.695,,,"LINESTRING (130.8089141 32.0453466, 130.8087374 32.0453078, 130.8085496 32.0452691, 130.8084303 32.0452616)",,
784776873,unclassified,,False,True,133.77599999999998,,,"LINESTRING (130.8089141 32.0453466, 130.8088766 32.0455603, 130.8089034 32.0456831, 130.8089785 32.0458422, 130.8090965 32.0459878, 130.8092038 32.0461287, 130.8092521 32.0463015, 130.8092681 32.0464698)",2,
170174547,residential,,False,True,17.01,,,"LINESTRING (130.8061088 32.0466562, 130.8059338 32.0466936)",,
170174547,residential,,False,False,212.16199999999998,,,"LINESTRING (130.8061088 32.0466562, 130.8065594 32.0466425, 130.8070422 32.046597, 130.8076629 32.0465368, 130.8083495 32.0464822)",,
180112081,residential,,False,False,239.30399999999997,,,"LINESTRING (130.8061088 32.0466562, 130.80617 32.046485, 130.8062166 32.0463564, 130.8063446 32.0462573, 130.8064989 32.0461439, 130.8068544 32.0459876, 130.8070966 32.045828, 130.8073724 32.045767, 130.8075964 32.0456999, 130.8078159 32.0456121, 130.807931 32.0455333, 130.8080403 32.0454217)",,
784776873,unclassified,,False,True,85.276,,,"LINESTRING (130.8091019 32.0445964, 130.8089141 32.0453466)",2,
297467444,unclassified,,False,True,211.26300000000003,,,"LINESTRING (130.8091019 32.0445964, 130.8092792 32.0446189, 130.8095474 32.0446757, 130.8098049 32.0447348, 130.8097729 32.0448371, 130.8096708 32.0450509, 130.8096145 32.0452168, 130.8095528 32.0454396, 130.8094081 32.0454146, 130.809172 32.045376, 130.8089141 32.0453466)",,
297467444,unclassified,,False,False,132.168,,,"LINESTRING (130.8091019 32.0445964, 130.8087991 32.044537, 130.8086355 32.0445029, 130.8085042 32.0448326, 130.8084452 32.0450827, 130.8084303 32.0452616)",,
158158676,tertiary,,False,True,79.31,,,"LINESTRING (130.8124649 32.0437917, 130.8128288 32.0431486)",2,
158158676,tertiary,,False,False,160.911,,,"LINESTRING (130.8124649 32.0437917, 130.8124278 32.0438643, 130.812299 32.0441281, 130.8122937 32.0443827, 130.8123038 32.0452105)",2,
170176174,residential,,False,False,138.643,,,"LINESTRING (130.8124649 32.0437917, 130.8127125 32.0438004, 130.8139356 32.0438095)",,
180114216,residential,,False,True,409.12,,,"LINESTRING (130.8124649 32.0437917, 130.812057 32.043781, 130.811879 32.043848, 130.811594 32.04395, 130.811244 32.044164, 130.8109 32.044423, 130.810555 32.044789, 130.810455 32.04493, 130.810384 32.045066, 130.810284 32.045359, 130.81025 32.045545, 130.810231 32.045894, 130.810224 32.04602, 130.810222 32.0464198)",,
170176174,residential,,False,True,135.301,,,"LINESTRING (130.8153711 32.043808, 130.8139356 32.0438095)",,
1012772160,primary,40,False,False,92.849,,えびの高原小田線,"LINESTRING (130.8153711 32.043808, 130.8155269 32.0429835)",2,30
180360717,primary,40,False,True,160.699,,えびの高原小田線,"LINESTRING (130.8153711 32.043808, 130.8151181 32.0451466, 130.8151014 32.045235)",2,30
170176174,residential,,False,False,135.301,,,"LINESTRING (130.8139356 32.0438095, 130.8153711 32.043808)",,
180113498,unclassified,,False,True,155.762,,,"LINESTRING (130.8139356 32.0438095, 130.8139393 32.0452103)",,
170176174,residential,,False,True,138.643,,,"LINESTRING (130.8139356 32.0438095, 130.8127125 32.0438004, 130.8124649 32.0437917)",,
784776874,primary,40,False,True,156.751,,えびの高原小田線,"LINESTRING (130.8134151 32.0418311, 130.813047 32.042736, 130.8129079 32.0429776, 130.8128288 32.0431486)",2,30
180113019,tertiary,,False,True,36.378,,,"LINESTRING (130.815576 32.042659, 130.8155269 32.0429835)",,
158158656,residential,,False,False,109.565,,,"LINESTRING (130.8139393 32.0452103, 130.8151014 32.045235)",,
158158656,residential,,False,True,154.15,,,"LINESTRING (130.8139393 32.0452103, 130.8123038 32.0452105)",,
180113498,unclassified,,False,False,155.762,,,"LINESTRING (130.8139393 32.0452103, 130.8139356 32.0438095)",,
180112081,residential,,False,True,239.30399999999997,,,"LINESTRING (130.8080403 32.0454217, 130.807931 32.0455333, 130.8078159 32.0456121, 130.8075964 32.0456999, 130.8073724 32.045767, 130.8070966 32.045828, 130.8068544 32.0459876, 130.8064989 32.0461439, 130.8063446 32.0462573, 130.8062166 32.0463564, 130.80617 32.046485, 130.8061088 32.0466562)",,
180116784,residential,,False,False,125.72,,,"LINESTRING (130.8080403 32.0454217, 130.808187 32.04555, 130.808266 32.045736, 130.808299 32.045916, 130.808286 32.046232, 130.8083495 32.0464822)",,
297467443,unclassified,,False,False,41.569,,,"LINESTRING (130.8080403 32.0454217, 130.8081097 32.0453669, 130.8082412 32.0453055, 130.8084303 32.0452616)",,
180114462,unclassified,,False,True,76.351,,,"LINESTRING (130.815794 32.046513, 130.815833 32.046716, 130.8159496 32.0471867)",,
180116286,unclassified,,False,False,150.954,,,"LINESTRING (130.815794 32.046513, 130.815781 32.046462, 130.815721 32.046146, 130.8155016 32.0451784)",,
180117543,unclassified,,False,True,93.303,,,"LINESTRING (130.815794 32.046513, 130.815682 32.046525, 130.815583 32.046547, 130.8154371 32.046583, 130.8152344 32.0466512, 130.815001 32.0466751, 130.8148332 32.0466544)",,
180114283,residential,,False,True,216.34699999999998,,,"LINESTRING (130.8159496 32.0471867, 130.8158168 32.0472442, 130.815567 32.0475369, 130.8152288 32.0479696, 130.8149472 32.0483927, 130.8146924 32.0487911)",,
180114462,unclassified,,False,False,76.351,,,"LINESTRING (130.8159496 32.0471867, 130.815833 32.046716, 130.815794 32.046513)",,
180114828,unclassified,,False,False,87.509,,,"LINESTRING (130.8094899 32.0498753, 130.8103969 32.0497069)",,
180115765,unclassified,,False,True,50.419000000000004,,,"LINESTRING (130.8160486 32.0498522, 130.81609 32.0497703, 130.8161612 32.0496034, 130.8162589 32.0494359)",,
158158666,primary,40,False,False,39.151,,えびの高原小田線,"LINESTRING (130.8103969 32.0497069, 130.8105035 32.0493666)",,30
180114828,unclassified,,False,True,87.509,,,"LINESTRING (130.8103969 32.0497069, 130.8094899 32.0498753)",,
297467443,unclassified,,False,False,46.695,,,"LINESTRING (130.8084303 32.0452616, 130.8085496 32.0452691, 130.8087374 32.0453078, 130.8089141 32.0453466)",,
297467443,unclassified,,False,True,41.568999999999996,,,"LINESTRING (130.8084303 32.0452616, 130.8082412 32.0453055, 130.8081097 32.0453669, 130.8080403 32.0454217)",,
297467444,unclassified,,False,True,132.168,,,"LINESTRING (130.8084303 32.0452616, 130.8084452 32.0450827, 130.8085042 32.0448326, 130.8086355 32.0445029, 130.8087991 32.044537, 130.8091019 32.0445964)",,
180113298,tertiary,40,False,True,24.499,,,"LINESTRING (130.8146924 32.0487911, 130.8144542 32.0487029)",,
180114283,residential,,False,False,216.34700000000004,,,"LINESTRING (130.8146924 32.0487911, 130.8149472 32.0483927, 130.8152288 32.0479696, 130.815567 32.0475369, 130.8158168 32.0472442, 130.8159496 32.0471867)",,
"[180113314, 180114778, 710854551]",tertiary,40,False,"[False, True]",164.20600000000002,yes,加久藤橋,"LINESTRING (130.8146924 32.0487911, 130.8147595 32.0488088, 130.8161735 32.0494001, 130.8162589 32.0494359)",,
158158673,tertiary,,False,True,90.738,,,"LINESTRING (130.8113281 32.046438, 130.8122829 32.0465425)",2,
158158674,tertiary,,False,True,40.006,,,"LINESTRING (130.8113281 32.046438, 130.8114461 32.0460924)",2,
158158673,tertiary,,False,False,104.518,,,"LINESTRING (130.8113281 32.046438, 130.810797 32.046397, 130.810222 32.0464198)",2,
158158674,tertiary,,False,False,334.79200000000003,,,"LINESTRING (130.8113281 32.046438, 130.8109123 32.0479147, 130.8105035 32.0493666)",2,
