osmid,oneway,highway,reversed,length,geometry,ref,name,lanes,bridge
115382319,False,secondary,True,1.075,"LINESTRING (136.9325709 34.8894233, 136.9325752 34.8894323)",262,衣浦西港線,,
115382319,False,secondary,False,54.654,"LINESTRING (136.9326907 34.8899146, 136.9325752 34.8894323)",262,衣浦西港線,,
115382319,False,secondary,True,77.349,"LINESTRING (136.9326907 34.8899146, 136.9328101 34.8904739, 136.9328323 34.8906004)",262,衣浦西港線,,
115385303,False,residential,True,21.552999999999997,"LINESTRING (136.9326907 34.8899146, 136.9327691 34.8899063, 136.932874 34.8898856, 136.9329233 34.8898837)",,,,
115382319,False,secondary,False,6.596,"LINESTRING (136.9327686 34.8942133, 136.9327667 34.894154)",262,衣浦西港線,,
115382319,False,secondary,True,25.128999999999998,"LINESTRING (136.9327686 34.8942133, 136.932765 34.8943484, 136.9327802 34.8944384)",262,衣浦西港線,,
115383930,True,secondary,False,126.454,"LINESTRING (136.9327686 34.8942133, 136.9329417 34.8941567, 136.9340561 34.8937913)",112,半田停車場線,2,
115382319,False,secondary,False,59.975,"LINESTRING (136.9329689 34.8922321, 136.9329789 34.8921267, 136.9329606 34.8918775, 136.9329361 34.8916946)",262,衣浦西港線,,
115382319,False,secondary,True,49.716,"LINESTRING (136.9329689 34.8922321, 136.9329219 34.8926041, 136.9329124 34.8926768)",262,衣浦西港線,,
115385428,False,residential,False,104.662,"LINESTRING (136.9329689 34.8922321, 136.9324577 34.8922057, 136.9318265 34.8921464)",,,,
115380828,False,residential,True,92.642,"LINESTRING (136.9328377 34.893382, 136.9329337 34.8933491, 136.9336329 34.8929636, 136.9337007 34.8929521)",,,,
115382319,False,secondary,False,78.71000000000001,"LINESTRING (136.9328377 34.893382, 136.9328472 34.8932783, 136.9328888 34.8928941, 136.9329014 34.8927737, 136.9329124 34.8926768)",262,衣浦西港線,,
115382319,False,secondary,True,60.458999999999996,"LINESTRING (136.9328377 34.893382, 136.9328313 34.8934616, 136.9327605 34.8939219)",262,衣浦西港線,,
115382845,False,residential,False,56.582,"LINESTRING (136.9362316 34.8959808, 136.936344 34.8958158, 136.9363715 34.8957934, 136.9365086 34.8956354, 136.9365932 34.8955718)",,,,
115382845,False,residential,True,90.317,"LINESTRING (136.9362316 34.8959808, 136.936066 34.8962303, 136.9359078 34.8964245, 136.9357872 34.8965431, 136.9356687 34.8966441)",,,,
115384780,False,unclassified,False,56.391999999999996,"LINESTRING (136.9362316 34.8959808, 136.936172 34.8959523, 136.9361506 34.8959493, 136.936133 34.8959535, 136.9361012 34.8959784, 136.9360185 34.8960533, 136.9359372 34.8960865, 136.9357725 34.8961434, 136.9357001 34.8961477)",,,,
115384780,False,unclassified,True,56.391999999999996,"LINESTRING (136.9357001 34.8961477, 136.9357725 34.8961434, 136.9359372 34.8960865, 136.9360185 34.8960533, 136.9361012 34.8959784, 136.936133 34.8959535, 136.9361506 34.8959493, 136.936172 34.8959523, 136.9362316 34.8959808)",,,,
207525430,False,residential,False,113.01200000000001,"LINESTRING (136.9357001 34.8961477, 136.9356982 34.8960743, 136.9356764 34.8955934, 136.9356266 34.8952738, 136.935611 34.8951349)",,,,
207525430,False,residential,True,55.322,"LINESTRING (136.9357001 34.8961477, 136.9356966 34.8963864, 136.9356803 34.8965715, 136.9356687 34.8966441)",,,,
115385428,False,residential,False,47.158,"LINESTRING (136.9316639 34.8920241, 136.9316636 34.8916)",,,,
115385428,False,residential,True,14.756,"LINESTRING (136.9316639 34.8920241, 136.9316735 34.8920508, 136.9317261 34.8921276, 136.9317436 34.8921363)",,,,
115383080,False,residential,True,78.976,"LINESTRING (136.9352341 34.8914681, 136.9360235 34.8911762)",,,,
207525430,False,residential,False,100.07900000000001,"LINESTRING (136.9352341 34.8914681, 136.9352183 34.8913682, 136.9352079 34.8911231, 136.9353095 34.89062, 136.9353183 34.8905765)",,,,
207525430,False,residential,True,175.73600000000002,"LINESTRING (136.9352341 34.8914681, 136.9352674 34.8920207, 136.9352712 34.8923386, 136.9352995 34.8927835, 136.9353197 34.8929739, 136.935313 34.8930463)",,,,
115386041,False,residential,False,82.555,"LINESTRING (136.9325868 34.8953965, 136.9321305 34.8947553)",,,,
115385126,False,residential,False,78.903,"LINESTRING (136.9325868 34.8953965, 136.932526 34.8954073, 136.9317297 34.8954918)",,,,
115385126,False,residential,True,52.999,"LINESTRING (136.9325868 34.8953965, 136.9330899 34.8953449, 136.933164 34.8953443)",,,,
115385127,False,residential,True,58.268,"LINESTRING (136.934614 34.8967716, 136.9352416 34.8966735)",,,,
115386574,False,unclassified,True,26.908,"LINESTRING (136.934614 34.8967716, 136.9346724 34.8970088)",,,,
115386574,False,unclassified,False,69.925,"LINESTRING (136.934614 34.8967716, 136.9345844 34.8966976, 136.9345301 34.8964727, 136.9345423 34.8963668, 136.9345584 34.8962628, 136.9345593 34.8961523)",,,,
115382437,False,residential,True,98.69,"LINESTRING (136.9317603 34.8962029, 136.9318225 34.8962007, 136.9321952 34.8961873, 136.932842 34.8961856)",,,,
115383223,False,residential,False,79.15100000000001,"LINESTRING (136.9317603 34.8962029, 136.9317642 34.8961648, 136.9317297 34.8954918)",,,,
115384799,False,residential,True,31.011000000000003,"LINESTRING (136.9317603 34.8962029, 136.931755 34.8962432, 136.9317655 34.8964814)",,,,
115385303,False,residential,False,21.553,"LINESTRING (136.9329233 34.8898837, 136.932874 34.8898856, 136.9327691 34.8899063, 136.9326907 34.8899146)",,,,
115385303,False,residential,True,45.522000000000006,"LINESTRING (136.9329233 34.8898837, 136.9329746 34.8898802, 136.9332632 34.8898052, 136.9334021 34.8897714)",,,,
619994956,False,residential,True,76.88799999999999,"LINESTRING (136.9329233 34.8898837, 136.932982 34.8901419, 136.9330845 34.8905168, 136.9330971 34.8905602)",,,,
115386890,False,tertiary,True,22.829,"LINESTRING (136.9405685 34.8910224, 136.9408184 34.891034)",,,,
115382869,False,residential,False,48.781,"LINESTRING (136.9405685 34.8910224, 136.9405747 34.8909681, 136.9406266 34.8905863)",,,,
115386890,False,tertiary,False,98.064,"LINESTRING (136.9405685 34.8910224, 136.9395684 34.8909705, 136.9394956 34.8909652)",,,,
207525430,False,residential,True,100.07900000000001,"LINESTRING (136.9353183 34.8905765, 136.9353095 34.89062, 136.9352079 34.8911231, 136.9352183 34.8913682, 136.9352341 34.8914681)",,,,
625884902,True,tertiary,False,77.896,"LINESTRING (136.9353183 34.8905765, 136.9360784 34.8905502, 136.9361716 34.8905471)",,,,
619994956,False,residential,False,76.888,"LINESTRING (136.9330971 34.8905602, 136.9330845 34.8905168, 136.932982 34.8901419, 136.9329233 34.8898837)",,,,
625884904,True,tertiary,False,24.799,"LINESTRING (136.9330971 34.8905602, 136.9329719 34.8905636, 136.9328323 34.8906004)",,,,
115385513,False,unclassified,True,43.087,"LINESTRING (136.9359867 34.8899267, 136.9359915 34.8900104, 136.9361101 34.8902981)",,,,
625884903,False,residential,True,94.18299999999999,"LINESTRING (136.9359867 34.8899267, 136.9354982 34.8901377, 136.9354588 34.8901615, 136.9354216 34.8901952, 136.9353961 34.8902331, 136.9353805 34.8902734, 136.93535 34.8904515, 136.9353434 34.8904943)",,,,
115383416,False,residential,True,8.093,"LINESTRING (136.9337038 34.8927213, 136.9336997 34.8926486)",,,,yes
115380748,False,residential,False,75.054,"LINESTRING (136.9337038 34.8927213, 136.9336549 34.8927262, 136.9334403 34.8927392, 136.933242 34.8927482, 136.9331482 34.8927449, 136.9329781 34.8927275, 136.9329572 34.8927244, 136.9329124 34.8926768)",,,,
115387428,False,residential,True,25.86,"LINESTRING (136.9337038 34.8927213, 136.9337161 34.8928991, 136.9337007 34.8929521)",,,,
115383930,True,secondary,False,19.87,"LINESTRING (136.9319199 34.894464, 136.9321241 34.8944017)",112,半田停車場線,2,
115386041,False,residential,False,6.139,"LINESTRING (136.9319199 34.894464, 136.9318858 34.8944164)",,,,
115386041,False,residential,True,37.658,"LINESTRING (136.9319199 34.894464, 136.9319742 34.8945402, 136.9321305 34.8947553)",,,,
115383252,False,residential,True,37.324,"LINESTRING (136.9395483 34.8901929, 136.9395268 34.8905281)",,,,
115386469,False,residential,False,68.397,"LINESTRING (136.9395483 34.8901929, 136.9388016 34.8901361)",,,,
115386469,False,residential,True,18.024,"LINESTRING (136.9395483 34.8901929, 136.9397456 34.8902021)",,,,
115386422,False,unclassified,True,38.7,"LINESTRING (136.9361101 34.8902981, 136.9364984 34.8901578)",,,,
115385513,False,unclassified,False,43.087,"LINESTRING (136.9361101 34.8902981, 136.9359915 34.8900104, 136.9359867 34.8899267)",,,,
115385539,False,residential,True,20.148,"LINESTRING (136.9361101 34.8902981, 136.936158 34.8904278, 136.9361742 34.8904715)",,,,
115386472,True,secondary,False,9.722,"LINESTRING (136.937294 34.8929092, 136.9373078 34.8928225)",265,碧南半田常滑線,,
628194268,True,tertiary,False,104.692,"LINESTRING (136.937294 34.8929092, 136.9374655 34.8929086, 136.9384398 34.8929608)",,,,
115382319,False,secondary,False,115.978,"LINESTRING (136.9335779 34.8971728, 136.9333926 34.896748, 136.9333837 34.8967274, 136.9333341 34.8966082, 136.9332618 34.896378, 136.9332381 34.8962574, 136.9332178 34.8961749)",262,衣浦西港線,,
115382319,False,secondary,True,50.867000000000004,"LINESTRING (136.9335779 34.8971728, 136.9336498 34.8973384, 136.9337672 34.8976031)",262,衣浦西港線,,
115383654,False,residential,False,89.514,"LINESTRING (136.9335779 34.8971728, 136.9333603 34.897232, 136.9329584 34.8972839, 136.9326155 34.897318)",,,,
115380828,False,residential,False,53.013999999999996,"LINESTRING (136.934205 34.892719, 136.9337568 34.8929409, 136.9337007 34.8929521)",,,,
115387428,False,residential,False,6.922,"LINESTRING (136.9340561 34.8937913, 136.9340305 34.8937327)",,,,
115383930,True,secondary,False,73.40799999999999,"LINESTRING (136.9340561 34.8937913, 136.9341685 34.8937567, 136.9345592 34.8936401, 136.9348092 34.8935585)",112,半田停車場線,2,
115387428,False,residential,True,100.498,"LINESTRING (136.9340561 34.8937913, 136.9340906 34.8938644, 136.9341925 34.8940784, 136.9343102 34.8943372, 136.9343635 34.8944577, 136.9344305 34.8946409)",,,,
115386061,False,residential,True,172.484,"LINESTRING (136.9383646 34.8928746, 136.9383682 34.8928141, 136.9383698 34.8927837, 136.9383847 34.8926057, 136.9384265 34.8921848, 136.9384307 34.892093, 136.9384563 34.8917664, 136.9384807 34.8914426, 136.9384819 34.8913701, 136.9384872 34.8913269)",,,,
115386576,True,tertiary,False,96.567,"LINESTRING (136.9383646 34.8928746, 136.937856 34.8928457, 136.9374719 34.8928267, 136.9373078 34.8928225)",,,,
115383629,False,residential,False,39.518,"LINESTRING (136.942099 34.8907527, 136.9420815 34.890714, 136.9419264 34.8904268)",,,,
115383629,False,residential,True,32.876000000000005,"LINESTRING (136.942099 34.8907527, 136.9421165 34.8907936, 136.9422056 34.8910351)",,,,
115386890,False,tertiary,False,51.535000000000004,"LINESTRING (136.942099 34.8907527, 136.9420525 34.8907639, 136.9415584 34.8908875)",,,,
115386469,False,residential,False,123.40100000000001,"LINESTRING (136.9415584 34.8908875, 136.9415396 34.8908515, 136.9412491 34.8903165, 136.9411754 34.8903112, 136.9406608 34.8902685)",,,,
115386890,False,tertiary,False,69.793,"LINESTRING (136.9415584 34.8908875, 136.9411323 34.8909983, 136.9410337 34.8910192, 136.9409208 34.8910319, 136.9408184 34.891034)",,,,
115386890,False,tertiary,True,51.535000000000004,"LINESTRING (136.9415584 34.8908875, 136.9420525 34.8907639, 136.942099 34.8907527)",,,,
115383416,False,residential,False,8.093,"LINESTRING (136.9336997 34.8926486, 136.9337038 34.8927213)",,,,yes
115382633,False,residential,False,191.571,"LINESTRING (136.9336997 34.8926486, 136.9339982 34.8925886, 136.9340599 34.8925723, 136.9346561 34.8922922, 136.9347012 34.8922396, 136.9346993 34.8922133, 136.9346625 34.8918352, 136.9346524 34.8915596, 136.9346485 34.8914513)",,,,
115383545,False,residential,False,119.372,"LINESTRING (136.9336997 34.8926486, 136.9336698 34.8926345, 136.9336175 34.8924636, 136.9335045 34.8921992, 136.9333606 34.8918628, 136.9332899 34.8916378)",,,,
115382527,False,unclassified,True,60.922,"LINESTRING (136.9349187 34.8893893, 136.9349521 34.8897566, 136.9349152 34.8899336)",,,,
115385303,False,residential,False,97.41,"LINESTRING (136.9349187 34.8893893, 136.9344002 34.8895371, 136.9339022 34.8896572)",,,,
115382613,False,residential,False,2.924,"LINESTRING (136.9325558 34.8979746, 136.9325531 34.8979484)",,,,
115382613,False,residential,True,21.805,"LINESTRING (136.9325558 34.8979746, 136.932569 34.8981704)",,,,
674071967,False,unclassified,True,69.268,"LINESTRING (136.9325558 34.8979746, 136.9317985 34.8979269)",,,,
115384722,False,residential,False,31.508,"LINESTRING (136.9363166 34.8930333, 136.9362994 34.8929789, 136.9362407 34.8927569)",,,,
627843880,True,secondary,False,94.955,"LINESTRING (136.9363166 34.8930333, 136.9354317 34.8932884, 136.9353335 34.8933143)",112,半田停車場線,,
115383629,False,residential,True,52.620000000000005,"LINESTRING (136.9414826 34.8895975, 136.9415463 34.8897181, 136.9417156 34.8900304)",,,,
115386041,False,residential,True,82.555,"LINESTRING (136.9321305 34.8947553, 136.9325868 34.8953965)",,,,
115386041,False,residential,False,37.658,"LINESTRING (136.9321305 34.8947553, 136.9319742 34.8945402, 136.9319199 34.894464)",,,,
207525427,False,residential,False,48.24099999999999,"LINESTRING (136.9321305 34.8947553, 136.931824 34.8949148, 136.9317491 34.8949614, 136.931716 34.8950138)",,,,
207525427,False,residential,True,68.994,"LINESTRING (136.9321305 34.8947553, 136.9321629 34.8947441, 136.932293 34.8946776, 136.9325655 34.8945365, 136.932712 34.8944696, 136.9327802 34.8944384)",,,,
115383629,False,residential,True,48.089,"LINESTRING (136.9417156 34.8900304, 136.9419264 34.8904268)",,,,
115383629,False,residential,False,52.620000000000005,"LINESTRING (136.9417156 34.8900304, 136.9415463 34.8897181, 136.9414826 34.8895975)",,,,
115386472,True,secondary,False,56.979,"LINESTRING (136.9375033 34.8906173, 136.9375091 34.8901049)",265,碧南半田常滑線,,
1028740831,True,residential,False,44.844,"LINESTRING (136.9375033 34.8906173, 136.9375614 34.8905955, 136.9379505 34.8904497)",,,,
115382537,True,tertiary,False,17.341,"LINESTRING (136.9323678 34.8926259, 136.9322498 34.892633, 136.9321783 34.8926385)",,,,
115385601,False,residential,False,72.805,"LINESTRING (136.9323678 34.8926259, 136.9323027 34.8925707, 136.9320311 34.8923439, 136.9319278 34.8922279, 136.9318265 34.8921464)",,,,
115385126,False,residential,False,123.691,"LINESTRING (136.9345125 34.8952768, 136.9343411 34.8952783, 136.934161 34.8952799, 136.9340576 34.8952709, 136.9338658 34.8952679, 136.9332436 34.8953452, 136.933164 34.8953443)",,,,
115387428,False,residential,False,71.362,"LINESTRING (136.9345125 34.8952768, 136.9345086 34.8952616, 136.934502 34.8951396, 136.9344931 34.8949016, 136.9344669 34.8947599, 136.9344305 34.8946409)",,,,
115387428,False,residential,True,97.542,"LINESTRING (136.9345125 34.8952768, 136.9345234 34.8953113, 136.9345472 34.895727, 136.9345593 34.8961523)",,,,
115382154,False,residential,False,41.951,"LINESTRING (136.9339968 34.8900229, 136.9339759 34.8899978, 136.9339701 34.8899484, 136.9339568 34.8898361, 136.9339022 34.8896572)",,,,
115382154,False,residential,True,57.109,"LINESTRING (136.9339968 34.8900229, 136.9340493 34.8904893, 136.9340546 34.8905343)",,,,
427224119,False,residential,True,84.533,"LINESTRING (136.9339968 34.8900229, 136.9348324 34.8899274, 136.9349152 34.8899336)",,,,
115385104,False,tertiary,True,10.002,"LINESTRING (136.9406504 34.8930891, 136.9406568 34.8929993)",,,,
115384722,False,residential,False,176.879,"LINESTRING (136.9362407 34.8927569, 136.9360235 34.8911762)",,,,
115384722,False,residential,True,31.508,"LINESTRING (136.9362407 34.8927569, 136.9362994 34.8929789, 136.9363166 34.8930333)",,,,
619994950,False,residential,False,91.231,"LINESTRING (136.9362407 34.8927569, 136.936187 34.8928008, 136.9356093 34.8929722, 136.9354094 34.8930282, 136.935313 34.8930463)",,,,
619994950,False,residential,True,55.55,"LINESTRING (136.9362407 34.8927569, 136.9364472 34.8927017, 136.9367726 34.8926096, 136.9368158 34.8925931)",,,,
80951002,False,tertiary,True,8.592,"LINESTRING (136.9369395 34.8960923, 136.9370328 34.8960816)",,,,
115383781,False,residential,False,48.794,"LINESTRING (136.9337672 34.8976031, 136.9332644 34.8977531)",,,,
115382319,False,secondary,False,50.867000000000004,"LINESTRING (136.9337672 34.8976031, 136.9336498 34.8973384, 136.9335779 34.8971728)",262,衣浦西港線,,
115382319,False,secondary,True,14.876999999999999,"LINESTRING (136.9337672 34.8976031, 136.933795 34.8976639, 136.9338244 34.8977284)",262,衣浦西港線,,
115384946,False,unclassified,False,8.449,"LINESTRING (136.9369032 34.8950388, 136.9368602 34.8949715)",,,,
115386574,False,unclassified,False,26.908,"LINESTRING (136.9346724 34.8970088, 136.934614 34.8967716)",,,,
115386574,False,unclassified,True,46.884,"LINESTRING (136.9346724 34.8970088, 136.9347674 34.897419, 136.9347685 34.897423)",,,,
115387058,False,unclassified,False,59.373999999999995,"LINESTRING (136.9346724 34.8970088, 136.9343246 34.8970736, 136.9340609 34.8971809)",,,,
115382599,True,residential,False,28.899,"LINESTRING (136.9317139 34.8936479, 136.9320031 34.8935417)",,,,
115382512,False,residential,True,41.300000000000004,"LINESTRING (136.9317139 34.8936479, 136.9317458 34.8936916, 136.9319052 34.8939842)",,,,
115383672,False,residential,False,14.792,"LINESTRING (136.938098 34.8903944, 136.9379505 34.8904497)",,,,
115383672,False,residential,True,37.174,"LINESTRING (136.938098 34.8903944, 136.9384714 34.8902604)",,,,
573636503,False,residential,False,51.449,"LINESTRING (136.938098 34.8903944, 136.937864 34.8899734)",,,,
115382599,True,residential,False,19.126,"LINESTRING (136.9320031 34.8935417, 136.9321911 34.8934655)",,,,
428036710,False,residential,False,86.92800000000001,"LINESTRING (136.9320031 34.8935417, 136.9316099 34.892887, 136.9315822 34.8928403)",,,,
115382034,False,residential,False,44.555,"LINESTRING (136.9398448 34.8897473, 136.939563 34.88942)",,,,
115383672,False,residential,False,36.363,"LINESTRING (136.9398448 34.8897473, 136.9394845 34.8898873)",,,,
115383672,False,residential,True,91.586,"LINESTRING (136.9398448 34.8897473, 136.9404986 34.8895079, 136.9407606 34.8894095)",,,,
115382613,False,residential,False,127.67599999999999,"LINESTRING (136.9326155 34.897318, 136.9326299 34.8971624, 136.9326708 34.8969748, 136.932723 34.8967355, 136.932842 34.8961856)",,,,
115382613,False,residential,True,70.387,"LINESTRING (136.9326155 34.897318, 136.9326003 34.8975621, 136.9325511 34.8979251, 136.9325531 34.8979484)",,,,
115383654,False,residential,True,89.514,"LINESTRING (136.9326155 34.897318, 136.9329584 34.8972839, 136.9333603 34.897232, 136.9335779 34.8971728)",,,,
115380426,False,residential,False,125.99199999999999,"LINESTRING (136.9346485 34.8914513, 136.9344579 34.8914606, 136.9344243 34.8914622, 136.933746 34.891543, 136.9333096 34.8916286, 136.9332899 34.8916378)",,,,
115382633,False,residential,False,96.519,"LINESTRING (136.9346485 34.8914513, 136.9347743 34.890665, 136.934789 34.890591)",,,,
115382633,False,residential,True,191.57100000000003,"LINESTRING (136.9346485 34.8914513, 136.9346524 34.8915596, 136.9346625 34.8918352, 136.9346993 34.8922133, 136.9347012 34.8922396, 136.9346561 34.8922922, 136.9340599 34.8925723, 136.9339982 34.8925886, 136.9336997 34.8926486)",,,,
115382527,False,unclassified,False,8.608,"LINESTRING (136.934789 34.890591, 136.9348042 34.8905146)",,,,
"[115381475, 625884902]",True,tertiary,False,48.303,"LINESTRING (136.934789 34.890591, 136.9348972 34.8905878, 136.9352755 34.890578, 136.9353183 34.8905765)",,,,yes
115382633,False,residential,True,96.519,"LINESTRING (136.934789 34.890591, 136.9347743 34.890665, 136.9346485 34.8914513)",,,,
619978446,False,residential,False,73.014,"LINESTRING (136.9363037 34.89506, 136.9362 34.8944089)",,,,
115381648,False,residential,False,63.731,"LINESTRING (136.9363037 34.89506, 136.9361513 34.8950726, 136.935611 34.8951349)",,,,
115381648,False,residential,True,51.143,"LINESTRING (136.9363037 34.89506, 136.9363673 34.895048, 136.936679 34.89497, 136.9368395 34.894925)",,,,
619978446,False,residential,True,34.515,"LINESTRING (136.9363037 34.89506, 136.9363564 34.8953391, 136.9363749 34.8953626)",,,,
115382869,False,residential,True,35.475,"LINESTRING (136.9406608 34.8902685, 136.9406266 34.8905863)",,,,
115386469,False,residential,False,83.799,"LINESTRING (136.9406608 34.8902685, 136.9397456 34.8902021)",,,,
115386469,False,residential,True,123.401,"LINESTRING (136.9406608 34.8902685, 136.9411754 34.8903112, 136.9412491 34.8903165, 136.9415396 34.8908515, 136.9415584 34.8908875)",,,,
115382319,False,secondary,False,2.042,"LINESTRING (136.9340506 34.898256, 136.9340442 34.8982384)",262,衣浦西港線,,
115383672,False,residential,False,33.137,"LINESTRING (136.9388016 34.8901361, 136.9384714 34.8902604)",,,,
115383672,False,residential,True,68.154,"LINESTRING (136.9388016 34.8901361, 136.9394845 34.8898873)",,,,
115386469,False,residential,True,68.397,"LINESTRING (136.9388016 34.8901361, 136.9395483 34.8901929)",,,,
115385539,False,residential,True,8.41,"LINESTRING (136.9361742 34.8904715, 136.9361716 34.8905471)",,,,
81060868,True,tertiary,False,75.818,"LINESTRING (136.9361742 34.8904715, 136.9360738 34.8904746, 136.9353434 34.8904943)",,,,
115385539,False,residential,False,20.148,"LINESTRING (136.9361742 34.8904715, 136.936158 34.8904278, 136.9361101 34.8902981)",,,,
207525430,False,residential,False,10.257,"LINESTRING (136.9353398 34.8934064, 136.9353335 34.8933143)",,,,
207525430,False,residential,True,69.373,"LINESTRING (136.9353398 34.8934064, 136.9353444 34.8934892, 136.9354407 34.8940244)",,,,
627843882,True,secondary,False,97.001,"LINESTRING (136.9353398 34.8934064, 136.9354318 34.893387, 136.9363487 34.893131)",112,半田停車場線,,
115383080,False,residential,False,38.04,"LINESTRING (136.9364008 34.8910304, 136.9360235 34.8911762)",,,,
115383080,False,residential,True,47.987,"LINESTRING (136.9364008 34.8910304, 136.9366255 34.8909475, 136.9368781 34.8908489)",,,,
115385539,False,residential,False,58.286,"LINESTRING (136.9364008 34.8910304, 136.9361741 34.8906276, 136.9361731 34.8905966, 136.9361716 34.8905471)",,,,
115385539,False,residential,True,177.95999999999998,"LINESTRING (136.9364008 34.8910304, 136.9364238 34.8910745, 136.9364696 34.8912168, 136.9368158 34.8925931)",,,,
627843882,True,secondary,False,10.022,"LINESTRING (136.9371842 34.8929128, 136.937294 34.8929092)",112,半田停車場線,,
405959799,True,secondary,False,33.212999999999994,"LINESTRING (136.9371842 34.8929128, 136.9371695 34.893054, 136.9371604 34.8932108)",265,碧南半田常滑線,,
115384530,True,unclassified,False,96.183,"LINESTRING (136.9374352 34.8912691, 136.9375194 34.8912739, 136.9378296 34.8912886, 136.9384274 34.8913197, 136.9384872 34.8913269)",,,,
115386472,True,secondary,False,46.068,"LINESTRING (136.9374352 34.8912691, 136.9374546 34.8909739, 136.9374661 34.8908556)",265,碧南半田常滑線,,
115383252,False,residential,False,48.687,"LINESTRING (136.9394956 34.8909652, 136.9394994 34.8909096, 136.939522 34.8905948, 136.9395268 34.8905281)",,,,
115386890,False,tertiary,False,88.99799999999999,"LINESTRING (136.9394956 34.8909652, 136.9385864 34.8909163, 136.9385219 34.8909129)",,,,
115386890,False,tertiary,True,98.064,"LINESTRING (136.9394956 34.8909652, 136.9395684 34.8909705, 136.9405685 34.8910224)",,,,
115385428,False,residential,False,7.644,"LINESTRING (136.9318265 34.8921464, 136.9317436 34.8921363)",,,,
115385428,False,residential,True,104.662,"LINESTRING (136.9318265 34.8921464, 136.9324577 34.8922057, 136.9329689 34.8922321)",,,,
115385601,False,residential,True,72.805,"LINESTRING (136.9318265 34.8921464, 136.9319278 34.8922279, 136.9320311 34.8923439, 136.9323027 34.8925707, 136.9323678 34.8926259)",,,,
115386574,False,unclassified,True,69.925,"LINESTRING (136.9345593 34.8961523, 136.9345584 34.8962628, 136.9345423 34.8963668, 136.9345301 34.8964727, 136.9345844 34.8966976, 136.934614 34.8967716)",,,,
115387428,False,residential,False,97.542,"LINESTRING (136.9345593 34.8961523, 136.9345472 34.895727, 136.9345234 34.8953113, 136.9345125 34.8952768)",,,,
628203437,False,tertiary,False,122.441,"LINESTRING (136.9345593 34.8961523, 136.9333454 34.8961619, 136.9332178 34.8961749)",,,,
"[115385417, 628203437]",False,"['residential', 'tertiary']",True,119.628,"LINESTRING (136.9345593 34.8961523, 136.9346191 34.8961523, 136.9352355 34.8961523, 136.9352416 34.8966735)",,,,
115385104,False,tertiary,False,171.72799999999998,"LINESTRING (136.9407811 34.8914583, 136.9407787 34.8914952, 136.9407706 34.8916168, 136.9407306 34.8921025, 136.9407193 34.8922572, 136.9407035 34.8924317, 136.9406611 34.8929473, 136.9406568 34.8929993)",,,,
115385104,False,tertiary,True,47.303,"LINESTRING (136.9407811 34.8914583, 136.9408135 34.8910901, 136.9408184 34.891034)",,,,
115383080,False,residential,False,47.987,"LINESTRING (136.9368781 34.8908489, 136.9366255 34.8909475, 136.9364008 34.8910304)",,,,
115383080,False,residential,True,30.869,"LINESTRING (136.9368781 34.8908489, 136.9371013 34.8907614, 136.9371837 34.8907296)",,,,
