osmid,highway,maxspeed,oneway,reversed,length,geometry,name,lanes,ref,access,bridge
1105273985,tertiary,30,False,True,190.817,"LINESTRING (139.3481099 35.7844395, 139.3481838 35.7846456, 139.3482056 35.7847214, 139.3482134 35.7848148, 139.3482111 35.7848701, 139.3481995 35.7849304, 139.3481528 35.7850461, 139.3480798 35.7851641, 139.3478405 35.7854777, 139.3477455 35.7856089, 139.3475099 35.7859106, 139.3474598 35.7859815)",飯能街道,,,,
150368333,unclassified,,False,True,51.898,"LINESTRING (139.3512295 35.7868693, 139.3511759 35.787334)",,,,,
651827129,unclassified,,False,False,254.551,"LINESTRING (139.3512295 35.7868693, 139.3506458 35.7869337, 139.3501324 35.7869831, 139.349917 35.7870085, 139.3498009 35.7870223, 139.3495837 35.7870482, 139.3495009 35.7870581, 139.3494084 35.7870721, 139.3484374 35.7871996)",,,,,
"[150368033, 150368070, 150368191]",residential,,False,True,291.095,"LINESTRING (139.3417817 35.7803629, 139.3422733 35.7807504, 139.342707 35.78111, 139.3432883 35.781495, 139.3433892 35.7815611, 139.3441978 35.7820933)",,,,,
150366928,unclassified,,False,True,77.148,"LINESTRING (139.3483901 35.7808539, 139.3486405 35.7801905)",,,,,
150368029,unclassified,,False,False,57.479,"LINESTRING (139.3483901 35.7808539, 139.3482094 35.7813496)",,,,,
150368900,unclassified,,False,False,82.063,"LINESTRING (139.3483901 35.7808539, 139.3480597 35.7809968, 139.3478542 35.7810644, 139.3476163 35.7811549, 139.34757 35.7811718)",,,,,
150368217,residential,,False,True,103.682,"LINESTRING (139.3468993 35.7809289, 139.346303 35.781323, 139.3460246 35.7815331)",,,,,
150368453,unclassified,,False,False,148.072,"LINESTRING (139.3468993 35.7809289, 139.347263 35.780648, 139.3475729 35.7803921, 139.348077 35.7800015)",,,,,
150368900,unclassified,,False,True,68.81,"LINESTRING (139.3468993 35.7809289, 139.3471003 35.7810389, 139.3473017 35.7811439, 139.3474001 35.7811802, 139.3475398 35.7811828, 139.34757 35.7811718)",,,,,
1021435348,residential,,False,True,43.232,"LINESTRING (139.3451461 35.7812574, 139.344842 35.7815579)",,,,,
150368029,unclassified,,False,True,57.479,"LINESTRING (139.3482094 35.7813496, 139.3483901 35.7808539)",,,,,
"[150368834, 150367765]",unclassified,,False,False,203.436,"LINESTRING (139.3482094 35.7813496, 139.3481545 35.7815167, 139.3481024 35.7816645, 139.3480827 35.7817202, 139.3480692 35.781786, 139.3480222 35.7821729, 139.3479811 35.7826004, 139.3479638 35.7828475, 139.3479477 35.7831604)",,,,,
150368033,residential,,False,True,68.52,"LINESTRING (139.3441978 35.7820933, 139.3448217 35.7824448)",,,,,
"[150368033, 150368070, 150368191]",residential,,False,False,291.095,"LINESTRING (139.3441978 35.7820933, 139.3433892 35.7815611, 139.3432883 35.781495, 139.342707 35.78111, 139.3422733 35.7807504, 139.3417817 35.7803629)",,,,,
1021435348,residential,,False,False,83.272,"LINESTRING (139.3441978 35.7820933, 139.3445021 35.7818622, 139.3446486 35.7817369, 139.344842 35.7815579)",,,,,
150367394,residential,,False,True,26.846,"LINESTRING (139.3448217 35.7824448, 139.3450075 35.7826334)",,,,,
150368033,residential,,False,False,68.52,"LINESTRING (139.3448217 35.7824448, 139.3441978 35.7820933)",,,,,
150368217,residential,,False,False,148.498,"LINESTRING (139.3448217 35.7824448, 139.3460246 35.7815331)",,,,,
150367394,residential,,False,False,26.846,"LINESTRING (139.3450075 35.7826334, 139.3448217 35.7824448)",,,,,
150367560,residential,,False,True,53.483,"LINESTRING (139.3450075 35.7826334, 139.3445654 35.7829539)",,,,,
150367998,residential,,False,False,55.506,"LINESTRING (139.3450075 35.7826334, 139.3453223 35.7830623)",,,,,
150367560,residential,,False,False,53.483,"LINESTRING (139.3445654 35.7829539, 139.3450075 35.7826334)",,,,,
"[150368959, 150368143]",unclassified,,True,False,293.051,"LINESTRING (139.3445654 35.7829539, 139.3437211 35.7825505, 139.3432238 35.7823266, 139.3431272 35.782372, 139.3430714 35.7824739, 139.3431284 35.7825369, 139.3443132 35.7830697)",,,,,
150367998,residential,,False,True,55.506,"LINESTRING (139.3453223 35.7830623, 139.3450075 35.7826334)",,,,,
651844046,unclassified,,False,True,27.263,"LINESTRING (139.3453223 35.7830623, 139.3451367 35.7832558)",,,,,
150367998,residential,,False,False,83.642,"LINESTRING (139.3453223 35.7830623, 139.3455914 35.7834043, 139.3459555 35.7835854)",,,,,
150368472,residential,,False,True,79.906,"LINESTRING (139.3443132 35.7830697, 139.344229 35.783126, 139.344015 35.783244, 139.3435741 35.7834645)",,,,,
150368959,unclassified,,True,False,67.001,"LINESTRING (139.3443132 35.7830697, 139.3446193 35.7832136, 139.3446831 35.7832528, 139.3447397 35.7832892, 139.3448217 35.7833642, 139.3449088 35.7834228)",,,,,
"[150368834, 150367765]",unclassified,,False,True,203.43599999999998,"LINESTRING (139.3479477 35.7831604, 139.3479638 35.7828475, 139.3479811 35.7826004, 139.3480222 35.7821729, 139.3480692 35.781786, 139.3480827 35.7817202, 139.3481024 35.7816645, 139.3481545 35.7815167, 139.3482094 35.7813496)",,,,,
150368493,unclassified,,False,False,130.52200000000002,"LINESTRING (139.3479477 35.7831604, 139.3479651 35.7834545, 139.3480006 35.7841518, 139.3480603 35.7843267)",,,,,
186511774,unclassified,,False,False,13.131,"LINESTRING (139.3449088 35.7834228, 139.3449392 35.7833861, 139.3450012 35.783332)",,,,,
186511776,unclassified,,False,False,256.889,"LINESTRING (139.3449088 35.7834228, 139.3448353 35.7835446, 139.3444408 35.7839782, 139.3441897 35.7842519, 139.343852 35.7846086, 139.3435199 35.7849645, 139.3432365 35.7852899)",,,,,
670161187,residential,,False,True,94.618,"LINESTRING (139.3435741 35.7834645, 139.3429717 35.7841611)",,,,,
150368472,residential,,False,False,79.906,"LINESTRING (139.3435741 35.7834645, 139.344015 35.783244, 139.344229 35.783126, 139.3443132 35.7830697)",,,,,
150368472,residential,,False,True,116.96199999999999,"LINESTRING (139.3435741 35.7834645, 139.343137 35.783656, 139.342895 35.783729, 139.3423826 35.7838715)",,,,,
150368279,unclassified,,False,False,9.318,"LINESTRING (139.3459555 35.7835854, 139.3459381 35.783668)",,,,,
1021435357,unclassified,,False,False,37.543,"LINESTRING (139.3459555 35.7835854, 139.3461221 35.783276)",,,,,
150367998,residential,,False,True,83.642,"LINESTRING (139.3459555 35.7835854, 139.3455914 35.7834043, 139.3453223 35.7830623)",,,,,
150368279,unclassified,,False,True,9.318,"LINESTRING (139.3459381 35.783668, 139.3459555 35.7835854)",,,,,
651829354,unclassified,,False,False,11.373,"LINESTRING (139.3459381 35.783668, 139.3459207 35.7837693)",,,,,
651829355,trunk,60,True,False,77.614,"LINESTRING (139.3459381 35.783668, 139.3457005 35.7835542, 139.3451964 35.7833142)",瑞穂バイパス,2,16,yes,
150368472,residential,,False,False,116.96199999999999,"LINESTRING (139.3423826 35.7838715, 139.342895 35.783729, 139.343137 35.783656, 139.3435741 35.7834645)",,,,,
651829354,unclassified,,False,True,11.373,"LINESTRING (139.3459207 35.7837693, 139.3459381 35.783668)",,,,,
150367621,unclassified,30,False,True,84.732,"LINESTRING (139.3459207 35.7837693, 139.3459321 35.7838549, 139.3461083 35.7841043, 139.346353 35.7844382)",,,,,
"[651829035, 651829356]",trunk,60,True,False,212.613,"LINESTRING (139.3459207 35.7837693, 139.3461132 35.7838637, 139.3463859 35.7839832, 139.3465835 35.7840651, 139.3468043 35.7841408, 139.3470081 35.7842077, 139.3472181 35.7842671, 139.3475077 35.7843405, 139.3476493 35.7843714, 139.3479035 35.7844061, 139.3481099 35.7844395)",瑞穂バイパス,"['2', '3']",16,yes,
150368372,unclassified,30,False,True,75.271,"LINESTRING (139.346353 35.7844382, 139.3467718 35.7850237)",,,,,
150367621,unclassified,30,False,False,84.732,"LINESTRING (139.346353 35.7844382, 139.3461083 35.7841043, 139.3459321 35.7838549, 139.3459207 35.7837693)",,,,,
150368712,residential,,False,True,532.1709999999999,"LINESTRING (139.346353 35.7844382, 139.3461426 35.7845794, 139.3459896 35.7847157, 139.3456277 35.7850778, 139.3451718 35.7856152, 139.3446913 35.7861701, 139.3441891 35.7867137, 139.3439273 35.7869893, 139.3436732 35.7872736, 139.343459 35.7875367, 139.3432434 35.7878336, 139.3428953 35.7882999)",,,,,
150368333,unclassified,,False,False,51.898,"LINESTRING (139.3511759 35.787334, 139.3512295 35.7868693)",,,,,
150367020,unclassified,,False,False,124.643,"LINESTRING (139.3511759 35.787334, 139.350968 35.7874277, 139.3508633 35.787455, 139.3507164 35.7874785, 139.3504848 35.7875208, 139.3502109 35.7875951, 139.3498668 35.7876755)",,,,,
150367020,unclassified,,False,False,84.837,"LINESTRING (139.3498668 35.7876755, 139.3489263 35.7876687)",,,,,
284471701,residential,,False,False,30.947,"LINESTRING (139.3498668 35.7876755, 139.349947 35.7879461)",,,,,
150367020,unclassified,,False,True,124.643,"LINESTRING (139.3498668 35.7876755, 139.3502109 35.7875951, 139.3504848 35.7875208, 139.3507164 35.7874785, 139.3508633 35.787455, 139.350968 35.7874277, 139.3511759 35.787334)",,,,,
150367020,unclassified,,False,True,84.837,"LINESTRING (139.3489263 35.7876687, 139.3498668 35.7876755)",,,,,
150368348,unclassified,,False,False,40.526,"LINESTRING (139.3489263 35.7876687, 139.3490977 35.7880056)",,,,,
150368836,unclassified,,False,True,73.138,"LINESTRING (139.3489263 35.7876687, 139.3487839 35.7876597, 139.3487385 35.7876287, 139.3484374 35.7871996)",,,,,
1105273985,tertiary,30,False,False,236.17899999999997,"LINESTRING (139.3461015 35.7877969, 139.3461902 35.7876581, 139.3464561 35.7873056, 139.3468246 35.7868192, 139.3471507 35.7863904, 139.3474598 35.7859815)",飯能街道,,,,
150368348,unclassified,,False,False,32.793,"LINESTRING (139.3491552 35.7881187, 139.349376 35.788353)",,,,,
150368348,unclassified,,False,True,13.604,"LINESTRING (139.3491552 35.7881187, 139.3490977 35.7880056)",,,,,
284471686,residential,,False,False,73.954,"LINESTRING (139.3491552 35.7881187, 139.349947 35.7879461)",,,,,
150368348,unclassified,,False,True,32.793,"LINESTRING (139.349376 35.788353, 139.3491552 35.7881187)",,,,,
284471705,residential,,False,False,60.743,"LINESTRING (139.349376 35.788353, 139.3500212 35.7881965)",,,,,
186511776,unclassified,,False,True,256.889,"LINESTRING (139.3432365 35.7852899, 139.3435199 35.7849645, 139.343852 35.7846086, 139.3441897 35.7842519, 139.3444408 35.7839782, 139.3448353 35.7835446, 139.3449088 35.7834228)",,,,,
284471686,residential,,False,True,73.954,"LINESTRING (139.349947 35.7879461, 139.3491552 35.7881187)",,,,,
284471701,residential,,False,False,28.636,"LINESTRING (139.349947 35.7879461, 139.3500212 35.7881965)",,,,,
284471701,residential,,False,True,30.947,"LINESTRING (139.349947 35.7879461, 139.3498668 35.7876755)",,,,,
284471686,residential,,False,False,159.423,"LINESTRING (139.349947 35.7879461, 139.3509317 35.7877112, 139.350919 35.7879965, 139.350544 35.7880807)",,,,,
150368348,unclassified,,False,False,13.604,"LINESTRING (139.3490977 35.7880056, 139.3491552 35.7881187)",,,,,
150368348,unclassified,,False,True,40.526,"LINESTRING (139.3490977 35.7880056, 139.3489263 35.7876687)",,,,,
284471677,residential,,False,False,61.586,"LINESTRING (139.3490977 35.7880056, 139.3488288 35.7881818, 139.349064 35.7883777)",,,,,
284471705,residential,,False,True,48.883,"LINESTRING (139.350544 35.7880807, 139.3500212 35.7881965)",,,,,
284471686,residential,,False,True,159.423,"LINESTRING (139.350544 35.7880807, 139.350919 35.7879965, 139.3509317 35.7877112, 139.349947 35.7879461)",,,,,
284471705,residential,,False,False,70.311,"LINESTRING (139.350544 35.7880807, 139.3504974 35.7883763, 139.3501041 35.7884762)",,,,,
284471701,residential,,False,False,31.988,"LINESTRING (139.3500212 35.7881965, 139.3501041 35.7884762)",,,,,
284471701,residential,,False,True,28.636,"LINESTRING (139.3500212 35.7881965, 139.349947 35.7879461)",,,,,
284471705,residential,,False,False,48.883,"LINESTRING (139.3500212 35.7881965, 139.350544 35.7880807)",,,,,
284471705,residential,,False,True,60.743,"LINESTRING (139.3500212 35.7881965, 139.349376 35.788353)",,,,,
284471677,residential,,False,True,61.586,"LINESTRING (139.349064 35.7883777, 139.3488288 35.7881818, 139.3490977 35.7880056)",,,,,
284471701,residential,,False,True,31.988,"LINESTRING (139.3501041 35.7884762, 139.3500212 35.7881965)",,,,,
284471705,residential,,False,True,70.311,"LINESTRING (139.3501041 35.7884762, 139.3504974 35.7883763, 139.350544 35.7880807)",,,,,
150366928,unclassified,,False,False,77.148,"LINESTRING (139.3486405 35.7801905, 139.3483901 35.7808539)",,,,,
150366928,unclassified,,False,True,27.497,"LINESTRING (139.3486405 35.7801905, 139.3487279 35.7799536)",,,,,
404569828,residential,,False,False,55.006,"LINESTRING (139.3486405 35.7801905, 139.348077 35.7800015)",,,,,
150368453,unclassified,,False,False,30.482,"LINESTRING (139.348077 35.7800015, 139.3483214 35.7798122)",,,,,
404569828,residential,,False,True,55.006,"LINESTRING (139.348077 35.7800015, 139.3486405 35.7801905)",,,,,
150368453,unclassified,,False,True,148.072,"LINESTRING (139.348077 35.7800015, 139.3475729 35.7803921, 139.347263 35.780648, 139.3468993 35.7809289)",,,,,
150366928,unclassified,,False,False,27.497,"LINESTRING (139.3487279 35.7799536, 139.3486405 35.7801905)",,,,,
404569829,residential,,False,False,39.899,"LINESTRING (139.3487279 35.7799536, 139.3483214 35.7798122)",,,,,
150368453,unclassified,,False,True,30.482,"LINESTRING (139.3483214 35.7798122, 139.348077 35.7800015)",,,,,
404569829,residential,,False,True,39.899,"LINESTRING (139.3483214 35.7798122, 139.3487279 35.7799536)",,,,,
81792170,tertiary,30,False,True,161.662,"LINESTRING (139.3484374 35.7871996, 139.3483133 35.7870504, 139.3481875 35.7868901, 139.3478799 35.7865284, 139.3476235 35.7861876, 139.3474598 35.7859815)",,,,,
150368836,unclassified,,False,False,73.138,"LINESTRING (139.3484374 35.7871996, 139.3487385 35.7876287, 139.3487839 35.7876597, 139.3489263 35.7876687)",,,,,
651827129,unclassified,,False,True,254.551,"LINESTRING (139.3484374 35.7871996, 139.3494084 35.7870721, 139.3495009 35.7870581, 139.3495837 35.7870482, 139.3498009 35.7870223, 139.349917 35.7870085, 139.3501324 35.7869831, 139.3506458 35.7869337, 139.3512295 35.7868693)",,,,,
150368712,residential,,False,False,532.1709999999999,"LINESTRING (139.3428953 35.7882999, 139.3432434 35.7878336, 139.343459 35.7875367, 139.3436732 35.7872736, 139.3439273 35.7869893, 139.3441891 35.7867137, 139.3446913 35.7861701, 139.3451718 35.7856152, 139.3456277 35.7850778, 139.3459896 35.7847157, 139.3461426 35.7845794, 139.346353 35.7844382)",,,,,
1254248246,trunk,60,True,False,96.146,"LINESTRING (139.3450012 35.783332, 139.3459207 35.7837693)",瑞穂バイパス,3,16,yes,
186511774,unclassified,,False,True,13.131,"LINESTRING (139.3450012 35.783332, 139.3449392 35.7833861, 139.3449088 35.7834228)",,,,,
150368143,unclassified,,True,False,8.436,"LINESTRING (139.3451964 35.7833142, 139.3451367 35.7832558)",,,,,
"[43059272, 43059274, 651829355, 1254248245]",trunk,60,True,False,501.172,"LINESTRING (139.3451964 35.7833142, 139.3438913 35.7827139, 139.3428054 35.7821968, 139.341935 35.7817863, 139.3413742 35.7815197, 139.3408633 35.7812249, 139.3407 35.7811176, 139.3405336 35.7809878, 139.3404827 35.7809469)",瑞穂バイパス,2,16,yes,yes
651844046,unclassified,,False,False,27.263,"LINESTRING (139.3451367 35.7832558, 139.3453223 35.7830623)",,,,,
150368143,unclassified,,True,False,61.519999999999996,"LINESTRING (139.3451367 35.7832558, 139.3448064 35.7830737, 139.3445654 35.7829539)",,,,,
670161187,residential,,False,False,94.618,"LINESTRING (139.3429717 35.7841611, 139.3435741 35.7834645)",,,,,
150368372,unclassified,30,False,False,35.803,"LINESTRING (139.346971 35.7853022, 139.3467718 35.7850237)",,,,,
766811980,residential,,False,True,172.341,"LINESTRING (139.346971 35.7853022, 139.3465304 35.7858088, 139.3463454 35.7855281, 139.3467718 35.7850237)",,,,,
150368372,unclassified,30,False,True,87.462,"LINESTRING (139.346971 35.7853022, 139.3474598 35.7859815)",,,,,
150368372,unclassified,30,False,False,75.271,"LINESTRING (139.3467718 35.7850237, 139.346353 35.7844382)",,,,,
150368372,unclassified,30,False,True,35.803,"LINESTRING (139.3467718 35.7850237, 139.346971 35.7853022)",,,,,
766811980,residential,,False,False,172.341,"LINESTRING (139.3467718 35.7850237, 139.3463454 35.7855281, 139.3465304 35.7858088, 139.346971 35.7853022)",,,,,
1021435348,residential,,False,False,43.232,"LINESTRING (139.344842 35.7815579, 139.3451461 35.7812574)",,,,,
1021435348,residential,,False,True,83.27199999999999,"LINESTRING (139.344842 35.7815579, 139.3446486 35.7817369, 139.3445021 35.7818622, 139.3441978 35.7820933)",,,,,
1021435350,residential,,False,False,106.922,"LINESTRING (139.344842 35.7815579, 139.3454746 35.7815148, 139.3460246 35.7815331)",,,,,
150368217,residential,,False,True,148.498,"LINESTRING (139.3460246 35.7815331, 139.3448217 35.7824448)",,,,,
150368217,residential,,False,False,103.682,"LINESTRING (139.3460246 35.7815331, 139.346303 35.781323, 139.3468993 35.7809289)",,,,,
1021435350,residential,,False,True,106.922,"LINESTRING (139.3460246 35.7815331, 139.3454746 35.7815148, 139.344842 35.7815579)",,,,,
150368900,unclassified,,False,False,68.81,"LINESTRING (139.34757 35.7811718, 139.3475398 35.7811828, 139.3474001 35.7811802, 139.3473017 35.7811439, 139.3471003 35.7810389, 139.3468993 35.7809289)",,,,,
150368900,unclassified,,False,True,82.06300000000002,"LINESTRING (139.34757 35.7811718, 139.3476163 35.7811549, 139.3478542 35.7810644, 139.3480597 35.7809968, 139.3483901 35.7808539)",,,,,
1021435356,residential,,False,True,165.864,"LINESTRING (139.34757 35.7811718, 139.3476279 35.7823307, 139.3472189 35.7823303)",,,,,
1021435357,unclassified,,False,True,37.543,"LINESTRING (139.3461221 35.783276, 139.3459555 35.7835854)",,,,,
1021435356,residential,,False,False,165.864,"LINESTRING (139.3472189 35.7823303, 139.3476279 35.7823307, 139.34757 35.7811718)",,,,,
