osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,access,geometry,est_width
80916746,False,2,,旧東海道,tertiary,30,False,74.893,,"LINESTRING (139.7018602 35.5319312, 139.7024263 35.5323588, 139.7024668 35.5323894)",
151458492,False,2,,旧東海道,tertiary,30,True,39.047,,"LINESTRING (139.7018602 35.5319312, 139.7017997 35.5318726, 139.7016943 35.5317677, 139.701602 35.5316506)",
655958373,False,,,,residential,,True,92.756,,"LINESTRING (139.7010963 35.5324498, 139.7007614 35.5316614)",
161396265,False,,,,unclassified,,False,97.256,,"LINESTRING (139.7010963 35.5324498, 139.7013027 35.5329347, 139.7014293 35.5331173, 139.7015378 35.5332408)",
169245040,True,,,,residential,,False,92.72200000000001,,"LINESTRING (139.7010963 35.5324498, 139.7014242 35.5323502, 139.7018076 35.5319818, 139.7018279 35.5319622, 139.7018602 35.5319312)",
655958373,False,,,,residential,,False,92.756,,"LINESTRING (139.7007614 35.5316614, 139.7010963 35.5324498)",
103427282,True,,,,residential,,False,70.789,,"LINESTRING (139.7007614 35.5316614, 139.7006784 35.5316873, 139.7001912 35.5318395, 139.700126 35.5318485, 139.7000206 35.531848)",
161396318,True,,,,unclassified,,False,69.658,,"LINESTRING (139.7007614 35.5316614, 139.7013465 35.5314717, 139.7014205 35.5314476, 139.7014765 35.5314295)",
265139649,False,,,,residential,,True,17.959,,"LINESTRING (139.6977399 35.5296971, 139.6978908 35.5295922)",
265139669,True,3,,新川通り (Shinkawa-dori),tertiary,50,False,10.604,,"LINESTRING (139.6979652 35.5296682, 139.6980499 35.5296023)",
"[263456985, 34623659, 265139651, 254078687]",True,3,,,tertiary,,False,212.41199999999998,,"LINESTRING (139.6979652 35.5296682, 139.6980012 35.5297105, 139.698057 35.5297665, 139.6984408 35.5301704, 139.6985085 35.530242, 139.6986083 35.5303444, 139.6986278 35.5303635, 139.6986739 35.530412, 139.698728 35.5304711, 139.698864 35.5306146, 139.6989604 35.5307115, 139.6990888 35.5308416, 139.6991849 35.5309384, 139.69926 35.5310216, 139.6992903 35.5310525, 139.6993379 35.531101, 139.6994162 35.531169)",
677481551,True,3,101,新川通り,secondary,50,False,21.21,,"LINESTRING (139.7023434 35.5268528, 139.7025398 35.5267487)",
417255735,True,3,15,第一京浜,trunk,50,False,84.53399999999999,yes,"LINESTRING (139.7023434 35.5268528, 139.7024523 35.5269658, 139.702499 35.5270137, 139.7026998 35.5272757, 139.7028552 35.5274875)",
262946970,True,3,15,第一京浜,trunk,50,False,14.61,yes,"LINESTRING (139.7025398 35.5267487, 139.7024265 35.5266551)",
417255726,True,3,101,新川通り,secondary,50,False,102.05,,"LINESTRING (139.7025398 35.5267487, 139.7026967 35.5266834, 139.70346 35.5263659, 139.7035439 35.526331)",
294597776,False,2,,,tertiary,,False,136.972,,"LINESTRING (139.7073288 35.5279324, 139.7073224 35.5279934, 139.7072132 35.5290382, 139.707216 35.5291602)",
294597776,False,2,,,tertiary,,True,105.341,,"LINESTRING (139.7073288 35.5279324, 139.7073312 35.5278965, 139.7073506 35.5276249, 139.7073496 35.5275576, 139.7073484 35.5274807, 139.7073284 35.5273438, 139.7072854 35.5271712, 139.7072457 35.5270596, 139.70722 35.5269981)",
294597776,False,2,,,tertiary,,False,105.341,,"LINESTRING (139.70722 35.5269981, 139.7072457 35.5270596, 139.7072854 35.5271712, 139.7073284 35.5273438, 139.7073484 35.5274807, 139.7073496 35.5275576, 139.7073506 35.5276249, 139.7073312 35.5278965, 139.7073288 35.5279324)",
1053611589,True,,,,residential,,False,109.31200000000001,,"LINESTRING (139.70722 35.5269981, 139.706508 35.527224, 139.7063969 35.5272573, 139.7060911 35.5273477)",
1053611590,False,2,,,tertiary,,True,98.518,,"LINESTRING (139.70722 35.5269981, 139.7070424 35.5264814, 139.7069244 35.5261454)",
1058886862,True,,,,residential,,False,105.09899999999999,,"LINESTRING (139.70722 35.5269981, 139.7078293 35.5267846, 139.7082867 35.5266243)",
1103996725,False,2,,いさご通り,tertiary,30,True,9.878,,"LINESTRING (139.7011573 35.5307353, 139.7011268 35.53065)",
151458492,False,2,,旧東海道,tertiary,30,False,82.441,,"LINESTRING (139.7011573 35.5307353, 139.701179 35.5307905, 139.7011927 35.5308248, 139.701215 35.5308812, 139.701428 35.5313279, 139.7014467 35.531367, 139.7014765 35.5314295)",
1103996726,True,,9,市役所通り,primary,,False,53.318,,"LINESTRING (139.7011573 35.5307353, 139.7012576 35.5307103, 139.7017205 35.5305944)",
445128564,False,,,川崎駅西口線,tertiary,,False,35.293,,"LINESTRING (139.6980822 35.5327514, 139.6979995 35.5328274, 139.6979524 35.5328707, 139.6978236 35.532989)",
85798575,True,,,,living_street,,False,55.971000000000004,,"LINESTRING (139.697822 35.5274732, 139.6975021 35.5272983, 139.6973086 35.5271925)",
85798575,True,,,,living_street,,False,92.753,,"LINESTRING (139.6986796 35.52793, 139.6985334 35.5278521, 139.6984201 35.5277917, 139.697822 35.5274732)",
151458487,True,,,名画通り,unclassified,,False,59.523999999999994,,"LINESTRING (139.6986796 35.52793, 139.6989968 35.5275242, 139.6990094 35.5275081, 139.6990318 35.5274779)",
166728232,False,,,,residential,,False,11.606,,"LINESTRING (139.69882 35.5289961, 139.6988925 35.5290822)",
"[964882526, 85798578, 686437286]",True,,,"[""VIA CINECITTA'"", '名画通り']","['living_street', 'unclassified']",,False,148.397,,"LINESTRING (139.69882 35.5289961, 139.6987595 35.5289139, 139.6986039 35.5287633, 139.6985838 35.528745, 139.6984608 35.5286849, 139.6983053 35.5286285, 139.6983244 35.5285918, 139.6984555 35.5283401, 139.6986403 35.5279974, 139.6986602 35.5279601, 139.6986796 35.52793)",
1099760553,True,3,101,新川通り,secondary,50,False,96.749,,"LINESTRING (139.69882 35.5289961, 139.698772 35.5290283, 139.6981716 35.529425, 139.698073 35.5294866, 139.6979861 35.5295405)",
85798575,True,,,,living_street,,False,106.72200000000001,,"LINESTRING (139.6996408 35.5284765, 139.6995838 35.5284096, 139.6995459 35.5283895, 139.6990466 35.5281247, 139.698921 35.5280581, 139.6988109 35.5279997, 139.6986796 35.52793)",
265139647,True,3,101,新川通り,secondary,50,False,94.102,,"LINESTRING (139.6996408 35.5284765, 139.6989177 35.5289351, 139.6988818 35.5289578, 139.69882 35.5289961)",
27882317,True,2,,温泉通り,tertiary,,False,6.899,,"LINESTRING (139.6991899 35.5344305, 139.699264 35.5344451)",
1000820083,True,2,9,府中街道,primary,50,False,59.26899999999999,,"LINESTRING (139.6991899 35.5344305, 139.6991555 35.5345271, 139.6990751 35.5347266, 139.6989933 35.5349389)",
689404301,False,,,,residential,,True,50.165,,"LINESTRING (139.6986433 35.5324003, 139.6987492 35.5323343, 139.6990623 35.532206, 139.6991241 35.5321785)",
166728238,True,,9,府中街道,primary,,False,72.417,,"LINESTRING (139.6991241 35.5321785, 139.6991565 35.53223, 139.699468 35.5327137, 139.6994945 35.5327558)",
200005000,True,,,,residential,,False,41.423,,"LINESTRING (139.6991241 35.5321785, 139.6991884 35.5321522, 139.6995483 35.5320391)",
689404301,False,,,,residential,,False,50.165,,"LINESTRING (139.6991241 35.5321785, 139.6990623 35.532206, 139.6987492 35.5323343, 139.6986433 35.5324003)",
1053611590,False,2,,,tertiary,,False,98.518,,"LINESTRING (139.7069244 35.5261454, 139.7070424 35.5264814, 139.70722 35.5269981)",
114032397,True,2,15,第一京浜 (Daiichi keihin),trunk,50,False,66.455,yes,"LINESTRING (139.7068836 35.5325895, 139.7067963 35.5324754, 139.7064697 35.532096)",
114032446,True,,,,residential,,False,66.235,,"LINESTRING (139.7068836 35.5325895, 139.706943 35.5325567, 139.707489 35.5322547)",
114032502,True,,,,residential,,False,60.556000000000004,,"LINESTRING (139.7037425 35.5268696, 139.7039066 35.5273512, 139.7039213 35.5273944)",
1190349676,True,,,,residential,,False,84.63700000000001,,"LINESTRING (139.7037425 35.5268696, 139.7030173 35.5271786, 139.7029705 35.5271985, 139.7029139 35.5272226)",
1189059410,True,2,132,富士見通り,trunk,50,False,33.084,yes,"LINESTRING (139.7056275 35.5296184, 139.7059764 35.5295295)",
114032430,True,,,,residential,30,False,102.43100000000001,,"LINESTRING (139.7056275 35.5296184, 139.7056619 35.5296746, 139.7061012 35.5303921, 139.7061323 35.5304429)",
1053611589,True,,,,residential,,False,34.473,,"LINESTRING (139.7048192 35.5276818, 139.7044493 35.5277559)",
114032548,False,,,,residential,,False,75.366,,"LINESTRING (139.7048192 35.5276818, 139.7048307 35.5277293, 139.704972 35.5283104, 139.7049808 35.5283467)",
114032548,False,,,,residential,,True,49.81399999999999,,"LINESTRING (139.7048192 35.5276818, 139.7047846 35.527614, 139.7046278 35.5273069, 139.704608 35.5272681)",
114032371,True,,,,residential,,False,20.253,,"LINESTRING (139.7044271 35.528452, 139.7046455 35.5284122)",
1190349676,True,,,,residential,,False,54.979,,"LINESTRING (139.7042859 35.5266485, 139.7037425 35.5268696)",
114032548,False,,,,residential,,False,40.724,,"LINESTRING (139.7042859 35.5266485, 139.7043081 35.5266912, 139.7044612 35.5269858)",
114032503,True,,,,residential,,False,54.201,,"LINESTRING (139.7063079 35.5281103, 139.7061729 35.5276354)",
114032371,True,,,,residential,,False,94.48,,"LINESTRING (139.7063079 35.5281103, 139.7072603 35.5279443, 139.7073288 35.5279324)",
114032525,True,,,,residential,,False,62.873999999999995,,"LINESTRING (139.7068435 35.5315121, 139.7063165 35.5316989, 139.7062065 35.5317379)",
964852026,False,5,409,大師道,trunk,50,False,25.832,,"LINESTRING (139.7076227 35.5343069, 139.7079021 35.5342592)",
1233254485,False,5,409,大師道,trunk,50,True,85.588,yes,"LINESTRING (139.7076227 35.5343069, 139.7074986 35.5343305, 139.7067017 35.5344822)",
1190290481,True,3,15,第一京浜,trunk,50,False,10.536,yes,"LINESTRING (139.7059369 35.5317803, 139.7059967 35.5318616)",
114032449,True,,,,trunk_link,,False,24.805,yes,"LINESTRING (139.7059369 35.5317803, 139.7059995 35.5317554, 139.7060595 35.5317215, 139.7060877 35.5316848, 139.7061085 35.5316521, 139.7061198 35.5316269)",
114032502,True,,,,residential,,False,76.531,,"LINESTRING (139.7040732 35.5278269, 139.7044006 35.5284052, 139.7044271 35.528452)",
1053611589,True,,,,residential,,False,59.729,,"LINESTRING (139.7040732 35.5278269, 139.7036045 35.5279644, 139.7035541 35.5279792, 139.7034523 35.5280091)",
1190290479,True,3,15,第一京浜,trunk,50,False,67.007,yes,"LINESTRING (139.7055604 35.5312614, 139.7058473 35.5316585, 139.7058617 35.531678, 139.7059369 35.5317803)",
1190349676,True,,,,residential,,False,45.699999999999996,,"LINESTRING (139.7050194 35.5263531, 139.7049704 35.5263728, 139.7045665 35.5265349)",
114032525,True,,,,residential,,False,32.859,,"LINESTRING (139.7071723 35.5313867, 139.7068435 35.5315121)",
114032371,True,,,,residential,,False,52.025000000000006,,"LINESTRING (139.7049808 35.5283467, 139.705511 35.5282508, 139.705542 35.5282452)",
114032548,False,,,,residential,,True,75.366,,"LINESTRING (139.7049808 35.5283467, 139.704972 35.5283104, 139.7048307 35.5277293, 139.7048192 35.5276818)",
1053611589,True,,,,residential,,False,42.249,,"LINESTRING (139.7060911 35.5273477, 139.7056478 35.5274669)",
114032397,True,2,15,第一京浜 (Daiichi keihin),trunk,50,False,43.287,yes,"LINESTRING (139.7071235 35.5329263, 139.7068836 35.5325895)",
114032678,True,,,,residential,,False,13.11,,"LINESTRING (139.7070573 35.5307748, 139.7070573 35.5308927)",
1225845293,False,,,,unclassified,,False,16.128,,"LINESTRING (139.7035913 35.5261861, 139.703757 35.5262395)",
1225845294,True,3,101,新川通り,secondary,50,False,117.604,,"LINESTRING (139.7035913 35.5261861, 139.7034314 35.5262505, 139.7026083 35.5265819, 139.7024265 35.5266551)",
1225845296,True,3,101,新川通り,secondary,50,False,21.804,,"LINESTRING (139.7035439 35.526331, 139.703757 35.5262395)",
114032502,True,,,,residential,,False,62.52799999999999,,"LINESTRING (139.7035439 35.526331, 139.7035727 35.526409, 139.7037225 35.5268153, 139.7037425 35.5268696)",
114032548,False,,,,residential,,False,49.81399999999999,,"LINESTRING (139.704608 35.5272681, 139.7046278 35.5273069, 139.7047846 35.527614, 139.7048192 35.5276818)",
114032548,False,,,,residential,,True,34.086,,"LINESTRING (139.704608 35.5272681, 139.7045832 35.5272205, 139.7044612 35.5269858)",
114032697,True,,,,residential,,False,57.401,,"LINESTRING (139.704608 35.5272681, 139.7051746 35.5271498, 139.7051928 35.527146, 139.7052224 35.5271398)",
114032371,True,,,,residential,,False,70.91399999999999,,"LINESTRING (139.705542 35.5282452, 139.7055994 35.5282351, 139.7063079 35.5281103)",
114032487,True,,,,residential,,False,56.253,,"LINESTRING (139.705542 35.5282452, 139.7055331 35.5282135, 139.7054905 35.5280614, 139.7055025 35.5280418, 139.7054717 35.5279185, 139.7054489 35.5279075, 139.7054288 35.5278366, 139.7054092 35.527763)",
114032525,True,,,,residential,,False,12.864,,"LINESTRING (139.7072877 35.5313226, 139.7072459 35.5313586, 139.7071723 35.5313867)",
114032430,True,,,,residential,30,False,53.266000000000005,,"LINESTRING (139.7065629 35.531091, 139.7068009 35.5314482, 139.7068435 35.5315121)",
114032441,True,,,,residential,,False,63.275999999999996,,"LINESTRING (139.7065629 35.531091, 139.7063473 35.5311856, 139.7060376 35.5313216, 139.7059475 35.5313612)",
998035709,True,3,15,第一京浜,trunk,50,False,37.8,yes,"LINESTRING (139.7034523 35.5280091, 139.7032407 35.527716)",
114032441,True,,,,residential,,False,49.877,,"LINESTRING (139.7070573 35.5308927, 139.7065629 35.531091)",
114032678,True,,,,residential,,False,55.969,,"LINESTRING (139.7070573 35.5308927, 139.7070849 35.5310723, 139.7071473 35.5312966, 139.7071723 35.5313867)",
169245058,True,1,,,unclassified,30,False,47.173,,"LINESTRING (139.7080907 35.5346493, 139.7080188 35.5344126, 139.7079901 35.5343743, 139.7079021 35.5342592)",
1190290483,True,3,15,第一京浜,trunk,50,False,14.625,yes,"LINESTRING (139.7062065 35.5317379, 139.7061198 35.5316269)",
114032650,True,,,,trunk_link,,False,25.169000000000004,yes,"LINESTRING (139.7062065 35.5317379, 139.7061007 35.5317629, 139.7060432 35.5317909, 139.706011 35.5318209, 139.7059967 35.5318616)",
114032678,True,,,,residential,,False,82.611,,"LINESTRING (139.7071312 35.5300343, 139.7070573 35.5307748)",
114032416,True,,,,residential,,False,59.236999999999995,,"LINESTRING (139.7071312 35.5300343, 139.707084 35.530054, 139.7065489 35.5302777)",
114032487,True,,,,residential,,False,33.318,,"LINESTRING (139.7052224 35.5271398, 139.7052142 35.5271097, 139.7052276 35.5270879, 139.7051847 35.5269242, 139.7051619 35.5269078, 139.7051467 35.526857)",
1190290480,True,3,15,第一京浜,trunk,50,False,23.561,yes,"LINESTRING (139.7059475 35.5313612, 139.7058148 35.5311789)",
998035709,True,3,15,第一京浜,trunk,50,False,62.654999999999994,yes,"LINESTRING (139.7029139 35.5272226, 139.7028802 35.5271716, 139.7026292 35.5268589, 139.7025398 35.5267487)",
114032487,True,,,,residential,,False,49.824000000000005,,"LINESTRING (139.7053552 35.5275593, 139.7053336 35.5274557, 139.7053121 35.5274415, 139.705292 35.5273738, 139.7053054 35.5273509, 139.7052611 35.5271992, 139.705237 35.5271806, 139.7052224 35.5271398)",
1053611589,True,,,,residential,,False,50.381,,"LINESTRING (139.7053552 35.5275593, 139.7053136 35.5275688, 139.7048192 35.5276818)",
114032697,True,,,,residential,,False,71.219,,"LINESTRING (139.7032407 35.527716, 139.7033269 35.5276753, 139.7033723 35.5276538, 139.7039213 35.5273944)",
998035709,True,3,15,第一京浜,trunk,50,False,62.329,yes,"LINESTRING (139.7032407 35.527716, 139.7032229 35.5276914, 139.7029139 35.5272226)",
1190349676,True,,,,residential,,False,28.379,,"LINESTRING (139.7052972 35.5262347, 139.7051181 35.526311, 139.7050607 35.5263355, 139.7050194 35.5263531)",
114032371,True,,,,residential,,False,31.204,,"LINESTRING (139.7046455 35.5284122, 139.7049808 35.5283467)",
114032643,False,,,,residential,,True,75.106,,"LINESTRING (139.7046455 35.5284122, 139.7044493 35.5277559)",
114032557,True,,,,residential,,False,99.17399999999999,,"LINESTRING (139.7059764 35.5295295, 139.7059976 35.5295884, 139.7060225 35.5296576, 139.7060846 35.5297699, 139.7061973 35.5299345, 139.7062847 35.5300206, 139.7065021 35.5302322, 139.7065489 35.5302777)",
1189059410,True,2,132,富士見通り,trunk,50,False,116.258,yes,"LINESTRING (139.7059764 35.5295295, 139.7066532 35.5293722, 139.7068052 35.5293341, 139.7069836 35.5292981, 139.7071163 35.5292785, 139.7072178 35.5292636)",
114032416,True,,,,residential,,False,66.624,,"LINESTRING (139.7061323 35.5304429, 139.7059896 35.5305114, 139.7055815 35.5307071, 139.705498 35.5307471)",
114032430,True,,,,residential,30,False,81.925,,"LINESTRING (139.7061323 35.5304429, 139.70654 35.5310565, 139.7065629 35.531091)",
114032394,True,,,,residential,,False,140.64000000000001,,"LINESTRING (139.7056478 35.5274669, 139.7056362 35.527426, 139.7052972 35.5262347)",
1053611589,True,,,,residential,,False,28.402,,"LINESTRING (139.7056478 35.5274669, 139.7054024 35.5275444, 139.7053552 35.5275593)",
114032697,True,,,,residential,,False,63.71,,"LINESTRING (139.7039213 35.5273944, 139.704608 35.5272681)",
114032502,True,,,,residential,,False,50.018,,"LINESTRING (139.7039213 35.5273944, 139.7040539 35.5277721, 139.7040732 35.5278269)",
294597835,True,2,132,富士見通り,trunk,50,False,178.807,yes,"LINESTRING (139.7066422 35.5292566, 139.7047521 35.5297254)",
114032503,True,,,,residential,,False,131.00300000000001,,"LINESTRING (139.7066422 35.5292566, 139.7066144 35.5291613, 139.7063192 35.5281489, 139.7063079 35.5281103)",
114032446,True,,,,residential,,False,114.672,,"LINESTRING (139.707489 35.5322547, 139.7075379 35.5322101, 139.707591 35.5316514, 139.7073768 35.5314192, 139.7073581 35.5313989, 139.7073234 35.5313613, 139.7072877 35.5313226)",
114032493,True,2,,,residential,50,False,88.45000000000002,,"LINESTRING (139.707489 35.5322547, 139.7074528 35.5326955, 139.7071763 35.5328893, 139.7071235 35.5329263)",
1190290482,True,3,15,第一京浜,trunk,50,False,44.193,yes,"LINESTRING (139.7059967 35.5318616, 139.7062434 35.5322046)",
114032643,False,,,,residential,,False,75.106,,"LINESTRING (139.7044493 35.5277559, 139.7046455 35.5284122)",
1053611589,True,,,,residential,,False,34.939,,"LINESTRING (139.7044493 35.5277559, 139.7040732 35.5278269)",
114032416,True,,,,residential,,False,41.936,,"LINESTRING (139.7065489 35.5302777, 139.7061323 35.5304429)",
114032557,True,,,,residential,,False,71.916,,"LINESTRING (139.7065489 35.5302777, 139.7070573 35.5307748)",
86305504,False,2,,,tertiary,30,True,11.807,,"LINESTRING (139.7002125 35.528095, 139.7003213 35.5281536)",
265139647,True,3,101,新川通り,secondary,50,False,66.91199999999999,,"LINESTRING (139.7002125 35.528095, 139.7001092 35.5281687, 139.6996408 35.5284765)",
265139661,False,2,,小川町通り,tertiary,30,False,78.747,,"LINESTRING (139.7002125 35.528095, 139.7000791 35.528037, 139.6999774 35.5279809, 139.6994774 35.5277168)",
151458488,True,,,,residential,,False,57.908,,"LINESTRING (139.6994774 35.5277168, 139.6995348 35.5276824, 139.6999789 35.5273934)",
265139661,False,2,,小川町通り,tertiary,30,False,48.289,,"LINESTRING (139.6994774 35.5277168, 139.6994119 35.5276818, 139.6992838 35.5276132, 139.6991029 35.5275165, 139.6990555 35.5274911, 139.6990318 35.5274779)",
265139661,False,2,,小川町通り,tertiary,30,True,78.747,,"LINESTRING (139.6994774 35.5277168, 139.6999774 35.5279809, 139.7000791 35.528037, 139.7002125 35.528095)",
86305504,False,2,,,tertiary,30,False,11.807,,"LINESTRING (139.7003213 35.5281536, 139.7002125 35.528095)",
"[151458489, 686815228]",False,2,,"['砂子通り', 'いさご通り']",tertiary,30,False,89.25399999999999,,"LINESTRING (139.7003213 35.5281536, 139.7003815 35.5282047, 139.700398 35.5282255, 139.7004291 35.5282928, 139.7004379 35.5283223, 139.700533 35.5286989, 139.7005624 35.5288008, 139.7005782 35.5288506, 139.7005962 35.5289132)",
265139674,True,3,101,新川通り,secondary,50,False,157.723,,"LINESTRING (139.7003213 35.5281536, 139.7004296 35.528082, 139.7005305 35.5280153, 139.700947 35.5277489, 139.7011527 35.5276137, 139.7016929 35.5272786)",
151458494,True,,,,residential,,False,70.93900000000001,,"LINESTRING (139.699915 35.52662, 139.6993681 35.5263963, 139.6992731 35.5263574, 139.6992146 35.5263335)",
169203935,True,,,,residential,,False,40.312,,"LINESTRING (139.699915 35.52662, 139.6999111 35.5266431, 139.6997182 35.5269438)",
151458488,True,,,,residential,,False,51.241,,"LINESTRING (139.7006421 35.5269726, 139.7010701 35.5266709)",
151458494,True,,,,residential,,False,76.756,,"LINESTRING (139.7006421 35.5269726, 139.7005934 35.5269414, 139.7005087 35.5268871, 139.699915 35.52662)",
151458485,True,,,,unclassified,,False,42.788,,"LINESTRING (139.6976673 35.526738, 139.6976966 35.5266953, 139.6978568 35.5265007, 139.6979187 35.5264124)",
265139661,False,2,,小川町通り,tertiary,30,True,56.675,,"LINESTRING (139.6976673 35.526738, 139.6977214 35.5267663, 139.6977816 35.5267984, 139.6978662 35.5268433, 139.697933 35.526879, 139.6981147 35.5269754, 139.6981919 35.5270164)",
151458488,True,,,,residential,,False,33.022,,"LINESTRING (139.6999789 35.5273934, 139.7002681 35.5272123)",
693900296,True,,,政の湯通り,residential,,False,78.216,,"LINESTRING (139.6999789 35.5273934, 139.7004452 35.5276096, 139.7005551 35.5276794, 139.7006004 35.5277121, 139.700696 35.527781)",
151458490,True,1,,,unclassified,,False,60.831999999999994,,"LINESTRING (139.6981919 35.5270164, 139.6981657 35.5270494, 139.6979902 35.5272654, 139.6978935 35.5273847, 139.6978725 35.5274109, 139.697822 35.5274732)",
