osmid,name,highway,maxspeed,oneway,reversed,length,bridge,lanes,geometry,junction,ref
147251486,Zagrebačka ulica,secondary,,False,True,105.57300000000001,,,"LINESTRING (15.7197835 45.8045436, 15.7199115 45.8046069, 15.7205847 45.8049626, 15.7208721 45.8051141)",,
298216913,Ulica grada Wirgesa,primary,50,False,False,520.627,,2,"LINESTRING (15.7197835 45.8045436, 15.719897 45.8044512, 15.7215984 45.8030614, 15.722253 45.8025395, 15.7240205 45.8011173, 15.7241772 45.8010027)",,D231
"[147251485, 657281759]",Ulica grada Wirgesa,primary,,False,True,215.65,,2,"LINESTRING (15.7197835 45.8045436, 15.7196481 45.8046497, 15.7196103 45.8046793, 15.7193273 45.8049001, 15.7188325 45.8052864, 15.7180846 45.8058937, 15.717951 45.8060027)",,D231
107168011,Zagrebačka ulica,tertiary,,False,False,123.29299999999999,,,"LINESTRING (15.718317 45.8036008, 15.7181761 45.8034676, 15.7180669 45.8033562, 15.7178707 45.8031731, 15.7177724 45.8030989, 15.7176524 45.8030254, 15.7174958 45.8029482, 15.7172 45.8028381)",,
107168011,Zagrebačka ulica,tertiary,,False,True,74.833,,,"LINESTRING (15.718317 45.8036008, 15.7184058 45.8036741, 15.7184473 45.8037084, 15.7186282 45.8038389, 15.7189839 45.8040869)",,
1262386935,Zagorska ulica,residential,,True,False,141.293,,,"LINESTRING (15.718317 45.8036008, 15.7184162 45.8035519, 15.7187393 45.8033926, 15.7189449 45.8032779, 15.7190552 45.8032106, 15.7191791 45.8031169, 15.7192866 45.8030303, 15.7193957 45.8029597, 15.7194709 45.8029182, 15.7195539 45.8028788, 15.7197269 45.8028043)",,
144648467,Ulica Ivana Perkovca,tertiary,,True,False,240.58699999999996,,,"LINESTRING (15.7150163 45.8016843, 15.7148748 45.8017143, 15.7148473 45.8017201, 15.7146275 45.8017666, 15.7143819 45.8018029, 15.7141276 45.8018041, 15.7138987 45.8017873, 15.7138274 45.801772, 15.7136894 45.8017423, 15.7133171 45.8016509, 15.7127964 45.8015872, 15.7124376 45.8015709, 15.7121433 45.8015575, 15.7119788 45.80155)",,
"[107168011, 1218553318]",Zagrebačka ulica,tertiary,,False,True,152.48299999999998,,,"LINESTRING (15.7150163 45.8016843, 15.7150811 45.8016942, 15.7151089 45.8017012, 15.7151367 45.8017082, 15.7151962 45.801736, 15.7153544 45.8018252, 15.7155018 45.8019152, 15.7156348 45.8019964, 15.7160625 45.8022699, 15.7162935 45.8024133, 15.7164841 45.8025177, 15.7165326 45.8025443)",,
"[1218553320, 389591879]",Ulica Ferka Ivanščaka,tertiary,30,True,False,134.82999999999998,,1,"LINESTRING (15.7150163 45.8016843, 15.7149374 45.8018068, 15.7148966 45.80187, 15.7148813 45.8018938, 15.7146003 45.8023912, 15.7144228 45.8027052, 15.7143646 45.8028083)",,
145481823,Mlinska ulica,residential,,False,False,32.097,,,"LINESTRING (15.7119788 45.80155, 15.7119892 45.8016026, 15.7120198 45.8017569, 15.7120101 45.8018364)",,
298216913,Ulica grada Wirgesa,primary,50,False,True,520.6270000000001,,2,"LINESTRING (15.7241772 45.8010027, 15.7240205 45.8011173, 15.722253 45.8025395, 15.7215984 45.8030614, 15.719897 45.8044512, 15.7197835 45.8045436)",,D231
657300418,Ulica kralja Petra Krešimira IV.,secondary,,False,True,27.152,,2,"LINESTRING (15.7241772 45.8010027, 15.7241176 45.800903, 15.7240581 45.8007733)",,
96250517,Ulica Ivana Perkovca,tertiary,,False,False,56.176,,2,"LINESTRING (15.7197634 45.7994063, 15.719722 45.7994246, 15.7196917 45.7994395, 15.7196134 45.799477, 15.7194893 45.7995458, 15.7191936 45.7997177)",,
"[840980546, 821224604]",Svetonedeljska cesta,tertiary,"['30', '50']",False,True,216.49200000000002,,2,"LINESTRING (15.7197634 45.7994063, 15.7198923 45.7993772, 15.7199882 45.7993628, 15.7200333 45.7993598, 15.7201283 45.7993534, 15.7205132 45.7993322, 15.7213066 45.7992993, 15.7216843 45.7992772, 15.7225397 45.7992273)",,
89331339,Grič,residential,,False,True,90.047,,,"LINESTRING (15.7171584 45.8008857, 15.7170871 45.8008414, 15.7170636 45.8008241, 15.7170142 45.8007879, 15.7169605 45.800728, 15.7168821 45.8006209, 15.7167516 45.800418, 15.7166334 45.8002757, 15.7165455 45.8002074)",,
96250517,Ulica Ivana Perkovca,tertiary,,False,True,178.858,,2,"LINESTRING (15.7171584 45.8008857, 15.7173251 45.8007895, 15.718254 45.8002487, 15.7189375 45.7998616)",,
297999622,Ulica Ivana Perkovca,tertiary,,True,False,69.074,,,"LINESTRING (15.7171584 45.8008857, 15.7166112 45.8011863, 15.7164408 45.8012515)",,
107168011,Zagrebačka ulica,tertiary,,False,False,61.303,,,"LINESTRING (15.7172 45.8028381, 15.717069 45.8027872, 15.7170038 45.8027618, 15.716719 45.8026427, 15.7166107 45.80259, 15.7165326 45.8025443)",,
107168011,Zagrebačka ulica,tertiary,,False,True,123.29299999999998,,,"LINESTRING (15.7172 45.8028381, 15.7174958 45.8029482, 15.7176524 45.8030254, 15.7177724 45.8030989, 15.7178707 45.8031731, 15.7180669 45.8033562, 15.7181761 45.8034676, 15.718317 45.8036008)",,
"[89343448, 551262378, 89343451, 807755587]",Ulica Josipa Kompare,tertiary,40,False,False,226.71299999999997,yes,,"LINESTRING (15.7143646 45.8028083, 15.7142941 45.8029272, 15.7142326 45.8030263, 15.7142151 45.8030549, 15.714203 45.803075, 15.7140626 45.8033361, 15.7140141 45.8034295, 15.7139851 45.8034865, 15.7139139 45.8036463, 15.7137532 45.8040656, 15.7136748 45.8042389, 15.7136443 45.8043064, 15.7135638 45.8044521, 15.7134742 45.8045657, 15.7133912 45.8046464, 15.7133246 45.8047012)",,
389592018,Mlinska ulica,residential,30,True,False,131.369,,1,"LINESTRING (15.7143646 45.8028083, 15.7144132 45.8028548, 15.714667 45.8029961, 15.7150811 45.8032435, 15.7151382 45.8032779, 15.7152664 45.8033553, 15.715322 45.8033853, 15.7153918 45.803423, 15.71548 45.803463, 15.7155819 45.803488, 15.7157045 45.8035054)",,
105625579,Zagrebačka ulica,secondary,,False,True,73.54499999999999,,,"LINESTRING (15.7208721 45.8051141, 15.7212332 45.8052843, 15.7216728 45.8054685)",,
147251486,Zagrebačka ulica,secondary,,False,False,105.57299999999998,,,"LINESTRING (15.7208721 45.8051141, 15.7205847 45.8049626, 15.7199115 45.8046069, 15.7197835 45.8045436)",,
298180925,Uskočka ulica,residential,,False,True,240.15699999999998,,,"LINESTRING (15.7208721 45.8051141, 15.7208247 45.8051349, 15.7205187 45.8052695, 15.7202616 45.8053625, 15.7201519 45.8053942, 15.7200362 45.8054277, 15.7197427 45.8055063, 15.7192079 45.8056257, 15.7186306 45.8057733, 15.7184511 45.8058366, 15.7183445 45.8058836, 15.7182058 45.8059576, 15.7180792 45.8060186)",,
"[657281723, 92873308, 92873309, 813856613]",Ulica grada Wirgesa,primary,,False,True,92.74199999999999,yes,2,"LINESTRING (15.717951 45.8060027, 15.717716 45.8061921, 15.7176558 45.8062398, 15.7176078 45.806279, 15.7175805 45.8063, 15.7173175 45.8064836, 15.7171357 45.8066125)",,D231
108067808,Mlinska ulica,residential,30,True,False,116.443,,,"LINESTRING (15.717951 45.8060027, 15.7179224 45.8059674, 15.7176631 45.8056818, 15.7173671 45.8053528, 15.7172153 45.8052116, 15.7171287 45.8051271)",,
"[147251485, 657281759]",Ulica grada Wirgesa,primary,,False,False,215.65000000000003,,2,"LINESTRING (15.717951 45.8060027, 15.7180846 45.8058937, 15.7188325 45.8052864, 15.7193273 45.8049001, 15.7196103 45.8046793, 15.7196481 45.8046497, 15.7197835 45.8045436)",,D231
298180925,Uskočka ulica,residential,,False,False,11.832,,,"LINESTRING (15.717951 45.8060027, 15.7180215 45.8060392, 15.7180792 45.8060186)",,
105608716,Ulica kralja Petra Krešimira IV.,secondary,,False,True,87.13300000000001,,2,"LINESTRING (15.7240581 45.8007733, 15.7239767 45.8006519, 15.7238167 45.800438, 15.7235817 45.8001287, 15.7235413 45.8000776)",,
657300418,Ulica kralja Petra Krešimira IV.,secondary,,False,False,27.152,,2,"LINESTRING (15.7240581 45.8007733, 15.7241176 45.800903, 15.7241772 45.8010027)",,
96250517,Ulica Ivana Perkovca,tertiary,,False,False,178.858,,2,"LINESTRING (15.7189375 45.7998616, 15.718254 45.8002487, 15.7173251 45.8007895, 15.7171584 45.8008857)",,
96250517,Ulica Ivana Perkovca,tertiary,,False,True,25.499000000000002,,2,"LINESTRING (15.7189375 45.7998616, 15.7190136 45.7998188, 15.7191936 45.7997177)",,
821215155,Ulica Josipa Vanjeka,residential,,False,True,83.938,,,"LINESTRING (15.7189375 45.7998616, 15.7188705 45.799801, 15.7188516 45.7997846, 15.7185417 45.7995183, 15.7182625 45.7992714)",,
821215155,Ulica Josipa Vanjeka,residential,,False,True,13.058,,,"LINESTRING (15.7182625 45.7992714, 15.7181657 45.7991753)",,
89331245,Ulica Grigora Viteza,residential,,False,False,145.164,,,"LINESTRING (15.7182625 45.7992714, 15.7169905 45.7999967, 15.7168776 45.8000253, 15.7167716 45.8000435)",,
821215155,Ulica Josipa Vanjeka,residential,,False,False,83.938,,,"LINESTRING (15.7182625 45.7992714, 15.7185417 45.7995183, 15.7188516 45.7997846, 15.7188705 45.799801, 15.7189375 45.7998616)",,
89331245,Ulica Grigora Viteza,residential,,False,True,145.164,,,"LINESTRING (15.7167716 45.8000435, 15.7168776 45.8000253, 15.7169905 45.7999967, 15.7182625 45.7992714)",,
297907032,Ulica Bogumila Tonija,residential,,False,False,49.544,,,"LINESTRING (15.7167716 45.8000435, 15.7168035 45.799983, 15.7168358 45.799894, 15.7168858 45.7997655, 15.7169505 45.799616)",,
297907032,Ulica Bogumila Tonija,residential,,False,True,25.286,,,"LINESTRING (15.7167716 45.8000435, 15.7166556 45.800129, 15.7165803 45.8001827, 15.7165455 45.8002074)",,
89331283,Ulica Bogumila Tonija,residential,,False,True,43.486,,,"LINESTRING (15.7169505 45.799616, 15.7167049 45.7995601, 15.7165039 45.7994934, 15.7165288 45.7994404)",,
297907032,Ulica Bogumila Tonija,residential,,False,False,109.39099999999999,,,"LINESTRING (15.7169505 45.799616, 15.717013 45.7995383, 15.7170768 45.7994579, 15.7171838 45.7993196, 15.7172605 45.799228, 15.7173308 45.7991577, 15.7174177 45.799091, 15.7178012 45.7988443)",,
297907032,Ulica Bogumila Tonija,residential,,False,True,49.544,,,"LINESTRING (15.7169505 45.799616, 15.7168858 45.7997655, 15.7168358 45.799894, 15.7168035 45.799983, 15.7167716 45.8000435)",,
89331320,Odvojak ulice Bogumila Tonija,residential,,False,False,97.21399999999998,,,"LINESTRING (15.7157284 45.8008723, 15.7158383 45.8007319, 15.7160908 45.800513, 15.7164733 45.8002239, 15.7165118 45.8001941)",,
297907032,Ulica Bogumila Tonija,residential,,False,True,109.39099999999999,,,"LINESTRING (15.7178012 45.7988443, 15.7174177 45.799091, 15.7173308 45.7991577, 15.7172605 45.799228, 15.7171838 45.7993196, 15.7170768 45.7994579, 15.717013 45.7995383, 15.7169505 45.799616)",,
821215155,Ulica Josipa Vanjeka,residential,,False,False,46.402,,,"LINESTRING (15.7178012 45.7988443, 15.717837 45.7988768, 15.7181657 45.7991753)",,
298202179,Ulica Milana Langa,tertiary,,False,True,33.953,,2,"LINESTRING (15.7152432 45.7992608, 15.7148858 45.7994373)",,
89331321,,unclassified,,False,True,28.88,,,"LINESTRING (15.7152432 45.7992608, 15.7151963 45.7992685, 15.7151518 45.7992646, 15.7151298 45.7992602, 15.7151124 45.7992567, 15.7150568 45.7992318, 15.715016 45.799208, 15.7149937 45.7991785, 15.7149743 45.7991306)",,
89331339,Grič,residential,,False,False,47.625,,,"LINESTRING (15.7159624 45.8000033, 15.7161029 45.8000594, 15.7163733 45.8001438, 15.7165118 45.8001941)",,
89331339,Grič,residential,,False,True,104.531,,,"LINESTRING (15.7159624 45.8000033, 15.7151397 45.7995694, 15.7149825 45.7994876, 15.714951 45.7994712, 15.7148858 45.7994373)",,
"[297717841, 89343446]","['Ulica Frana Hrčića', 'Ljubičin prolaz']",residential,,False,False,330.10600000000005,,,"LINESTRING (15.7159624 45.8000033, 15.7159244 45.8000309, 15.7154861 45.8003494, 15.7153885 45.8004645, 15.7153113 45.800595, 15.7148907 45.8012095, 15.7147518 45.8011872, 15.7138253 45.8009173, 15.713769 45.8008944, 15.7137393 45.8008609, 15.7136872 45.8007533, 15.7136541 45.800685, 15.7135918 45.8005562, 15.7134715 45.800342, 15.7134471 45.8002985, 15.7134206 45.8002512)",,
89331321,,unclassified,,False,False,28.880000000000003,,,"LINESTRING (15.7149743 45.7991306, 15.7149937 45.7991785, 15.715016 45.799208, 15.7150568 45.7992318, 15.7151124 45.7992567, 15.7151298 45.7992602, 15.7151518 45.7992646, 15.7151963 45.7992685, 15.7152432 45.7992608)",,
144648143,Samostanska ulica,residential,,False,True,34.976,,,"LINESTRING (15.7149743 45.7991306, 15.7149237 45.7992338, 15.7148955 45.7993442, 15.7148858 45.7994373)",,
89343449,Ulica Milana Reizera,residential,,False,False,140.953,,,"LINESTRING (15.7144007 45.8063873, 15.7144341 45.8068482, 15.7144627 45.8070833, 15.7145128 45.8073119, 15.7145963 45.8076458)",,
89343449,Ulica Milana Reizera,residential,,False,True,39.853,,,"LINESTRING (15.7144007 45.8063873, 15.7143727 45.8062568, 15.7143696 45.8061764, 15.7143665 45.8060941, 15.7144456 45.8060622)",,
89343471,Ulica Petra Preradovića,residential,,False,True,70.885,,,"LINESTRING (15.7144007 45.8063873, 15.7136373 45.8064423, 15.7134916 45.8064561)",,
89343456,Ulica Antuna Gustava Matoša,residential,,True,False,24.016999999999996,,,"LINESTRING (15.7120055 45.8050696, 15.7120551 45.8051018, 15.7120909 45.805141, 15.712097 45.8052126, 15.7121011 45.8052226, 15.7121164 45.8052613)",,
148863972,Ulica Antuna Gustava Matoša,residential,,True,False,41.931,,,"LINESTRING (15.7120055 45.8050696, 15.7122895 45.8050945, 15.7125442 45.8050965)",,
89343463,Ulica Ilirskog pokreta,residential,,False,True,101.339,,,"LINESTRING (15.7128444 45.8030859, 15.7124062 45.8035304, 15.7121435 45.8038115, 15.7121345 45.8038211, 15.7121149 45.8038421)",,
89343465,Ulica Ivana Zajca,residential,,False,False,71.103,,,"LINESTRING (15.7145963 45.8076458, 15.7136842 45.807714)",,
89343449,Ulica Milana Reizera,residential,,False,True,140.953,,,"LINESTRING (15.7145963 45.8076458, 15.7145128 45.8073119, 15.7144627 45.8070833, 15.7144341 45.8068482, 15.7144007 45.8063873)",,
"[363716734, 89356911]",Ulica Zlatka Price,residential,,False,"[False, True]",275.475,,,"LINESTRING (15.7139759 45.8055636, 15.7140838 45.8055263, 15.7144954 45.8053436, 15.7147036 45.8052534, 15.7149134 45.8051612, 15.7151442 45.805443, 15.7152977 45.8056057, 15.7155789 45.8058679, 15.7158297 45.8060757, 15.7158905 45.8061334, 15.7159077 45.8061708, 15.7159047 45.8062103, 15.7158888 45.8062571, 15.7158483 45.8062959, 15.7156254 45.8064862, 15.7155933 45.806521, 15.7155514 45.8065709)",,
298260687,Ulica Ljudevita Gaja,secondary,50,False,False,66.392,,2,"LINESTRING (15.7139759 45.8055636, 15.7140803 45.8056826, 15.7143646 45.805993, 15.7144456 45.8060622)",,
"[144649440, 298260687]",Ulica Ljudevita Gaja,secondary,"['40', '50']",False,True,94.651,,2,"LINESTRING (15.7139759 45.8055636, 15.7137755 45.8053483, 15.7137372 45.8053086, 15.713339 45.8048967, 15.7132975 45.8048559)",,
89361005,Ulica Hrvatske bratske zajednice,residential,30,True,False,199.65800000000002,,,"LINESTRING (15.7194773 45.8043941, 15.7193979 45.8044285, 15.7192748 45.8044819, 15.7190313 45.80456, 15.7181703 45.8048176, 15.7171287 45.8051271)",,
107168011,Zagrebačka ulica,tertiary,,False,False,51.283,,,"LINESTRING (15.7194773 45.8043941, 15.7192374 45.8042484, 15.7189839 45.8040869)",,
107168011,Zagrebačka ulica,tertiary,,False,True,28.978,,,"LINESTRING (15.7194773 45.8043941, 15.7196461 45.8044758, 15.7197835 45.8045436)",,
89361020,Samoborčekov prilaz,residential,,False,False,41.92,,,"LINESTRING (15.7186103 45.806073, 15.7185146 45.80605, 15.7183754 45.8060469, 15.7181971 45.8060397, 15.7180792 45.8060186)",,
89361020,Samoborčekov prilaz,residential,,False,True,161.36600000000004,,,"LINESTRING (15.7186103 45.806073, 15.7187654 45.806083, 15.7189301 45.8060929, 15.7191263 45.806097, 15.7194134 45.8060975, 15.719663 45.8060988, 15.7198572 45.8061094, 15.7199443 45.8061166, 15.7200133 45.8061267, 15.7202013 45.806176, 15.7204672 45.8062488, 15.7206552 45.8062544)",,
427195011,Senjska ulica,residential,,False,False,69.556,,,"LINESTRING (15.7186103 45.806073, 15.7186223 45.8061453, 15.7186684 45.8062676, 15.7187525 45.8064014, 15.7188277 45.8065275, 15.7189163 45.8066572)",,
89361020,Samoborčekov prilaz,residential,,False,False,161.366,,,"LINESTRING (15.7206552 45.8062544, 15.7204672 45.8062488, 15.7202013 45.806176, 15.7200133 45.8061267, 15.7199443 45.8061166, 15.7198572 45.8061094, 15.719663 45.8060988, 15.7194134 45.8060975, 15.7191263 45.806097, 15.7189301 45.8060929, 15.7187654 45.806083, 15.7186103 45.806073)",,
1218553601,Ulica Nikole Šubića Zrinskog,secondary,,False,True,64.379,,,"LINESTRING (15.7206552 45.8062544, 15.7206797 45.8062339, 15.7211891 45.8058109)",,
1218553601,Ulica Nikole Šubića Zrinskog,secondary,,False,False,64.379,,,"LINESTRING (15.7211891 45.8058109, 15.7206797 45.8062339, 15.7206552 45.8062544)",,
1218553601,Ulica Nikole Šubića Zrinskog,secondary,,False,True,53.446,,,"LINESTRING (15.7211891 45.8058109, 15.7215789 45.8055404, 15.7216728 45.8054685)",,
"[108067808, 389592109]",Mlinska ulica,residential,30,True,False,216.49300000000002,,,"LINESTRING (15.7171287 45.8051271, 15.7170371 45.8050537, 15.7168527 45.8049271, 15.7167193 45.8048208, 15.7166398 45.8047433, 15.7165499 45.8046444, 15.7165421 45.8046358, 15.7164065 45.8044508, 15.7163102 45.8043193, 15.7162216 45.8041756, 15.7160869 45.8038111, 15.7160176 45.8036931, 15.7158734 45.8035848, 15.7157045 45.8035054)",,
89361003,Dalmatinska ulica,residential,,False,False,98.684,,,"LINESTRING (15.7191936 45.7997177, 15.7192791 45.7997864, 15.7192967 45.799801, 15.7200138 45.8003964)",,
96250517,Ulica Ivana Perkovca,tertiary,,False,False,25.499000000000002,,2,"LINESTRING (15.7191936 45.7997177, 15.7190136 45.7998188, 15.7189375 45.7998616)",,
96250517,Ulica Ivana Perkovca,tertiary,,False,True,56.176,,2,"LINESTRING (15.7191936 45.7997177, 15.7194893 45.7995458, 15.7196134 45.799477, 15.7196917 45.7994395, 15.719722 45.7994246, 15.7197634 45.7994063)",,
89361002,Zagorska ulica,residential,,False,True,219.78700000000003,,,"LINESTRING (15.7214708 45.801366, 15.7214074 45.8014953, 15.721372 45.8016894, 15.721347 45.8017679, 15.7213124 45.8018474, 15.7212567 45.8019347, 15.7211892 45.8020121, 15.7211077 45.8020795, 15.7209541 45.8021723, 15.7203029 45.8025257, 15.7201984 45.8025837, 15.7200794 45.8026487, 15.7199582 45.8027073, 15.7197269 45.8028043)",,
89361003,Dalmatinska ulica,residential,,False,False,101.60199999999998,,,"LINESTRING (15.7214708 45.801366, 15.7216503 45.8014137, 15.7219554 45.801522, 15.7220691 45.8015576, 15.7221678 45.8015848, 15.7222686 45.8016048, 15.722389 45.801623, 15.7224267 45.8016287, 15.7224858 45.8016347, 15.7225932 45.8016406, 15.7227045 45.8016371)",,
89361003,Dalmatinska ulica,residential,,False,True,51.375,,,"LINESTRING (15.7214708 45.801366, 15.7212908 45.8012875, 15.7211445 45.8012237, 15.721004 45.8011558, 15.7209168 45.8011127)",,
89373909,Slavonska ulica,residential,,False,False,245.68300000000002,,,"LINESTRING (15.7214708 45.801366, 15.7215223 45.8012686, 15.7215574 45.8011873, 15.7215943 45.8010785, 15.7216135 45.8009893, 15.7216249 45.8008875, 15.7216249 45.8008002, 15.7216187 45.800718, 15.7216035 45.8006554, 15.7215633 45.8005723, 15.721482 45.8004191, 15.7214019 45.8002315, 15.721345 45.8000605, 15.7213306 45.7999852, 15.7213051 45.7998879, 15.7212888 45.7998212, 15.7212693 45.7997911, 15.7212226 45.7997651, 15.7211513 45.7997551, 15.721145 45.7997548, 15.7210475 45.7997509, 15.7208918 45.7997515, 15.7206695 45.7997597, 15.7204451 45.7997734)",,
89361046,,secondary_link,50,True,False,81.455,,,"LINESTRING (15.7161483 45.8067452, 15.7163685 45.8067647, 15.7165149 45.8067784, 15.716617 45.8067767, 15.7166824 45.8067688, 15.7169241 45.8067182, 15.7171357 45.8066125)",,
298260687,Ulica Ljudevita Gaja,secondary,50,False,True,50.166,,2,"LINESTRING (15.7161483 45.8067452, 15.7159257 45.8066833, 15.7156404 45.8065973, 15.7155514 45.8065709)",,
657281729,Ulica Ljudevita Gaja,secondary,50,False,False,51.92,,,"LINESTRING (15.7161483 45.8067452, 15.7164044 45.8068219, 15.7165161 45.8068745, 15.7165704 45.8069189, 15.716675 45.8070146)",,
89361003,Dalmatinska ulica,residential,,False,True,101.602,,,"LINESTRING (15.7227045 45.8016371, 15.7225932 45.8016406, 15.7224858 45.8016347, 15.7224267 45.8016287, 15.722389 45.801623, 15.7222686 45.8016048, 15.7221678 45.8015848, 15.7220691 45.8015576, 15.7219554 45.801522, 15.7216503 45.8014137, 15.7214708 45.801366)",,
89361032,Vukovarska ulica,residential,,False,True,404.32500000000005,,,"LINESTRING (15.7227045 45.8016371, 15.7227185 45.8017188, 15.7227197 45.801772, 15.7227033 45.8018209, 15.7226756 45.8018628, 15.7225769 45.8019327, 15.7219351 45.8022877, 15.7214491 45.8025622, 15.7205269 45.8030896, 15.7201172 45.8033309, 15.71973 45.8035781, 15.7190706 45.8040278, 15.7189839 45.8040869)",,
657300417,Lička ulica,residential,,True,False,148.95099999999996,,,"LINESTRING (15.7227045 45.8016371, 15.7228487 45.8016214, 15.7229812 45.8015981, 15.7231009 45.8015648, 15.7232294 45.8015132, 15.7232487 45.8015017, 15.7233596 45.8014358, 15.7234573 45.8013566, 15.7236779 45.801173, 15.7238299 45.8010589, 15.7239515 45.8009511, 15.7239707 45.8009252, 15.7240089 45.8008733, 15.7240581 45.8007733)",,
89361032,Vukovarska ulica,residential,,False,False,404.32500000000005,,,"LINESTRING (15.7189839 45.8040869, 15.7190706 45.8040278, 15.71973 45.8035781, 15.7201172 45.8033309, 15.7205269 45.8030896, 15.7214491 45.8025622, 15.7219351 45.8022877, 15.7225769 45.8019327, 15.7226756 45.8018628, 15.7227033 45.8018209, 15.7227197 45.801772, 15.7227185 45.8017188, 15.7227045 45.8016371)",,
107168011,Zagrebačka ulica,tertiary,,False,False,74.833,,,"LINESTRING (15.7189839 45.8040869, 15.7186282 45.8038389, 15.7184473 45.8037084, 15.7184058 45.8036741, 15.718317 45.8036008)",,
107168011,Zagrebačka ulica,tertiary,,False,True,51.283,,,"LINESTRING (15.7189839 45.8040869, 15.7192374 45.8042484, 15.7194773 45.8043941)",,
89373913,Ulica Matijaša Korvina,residential,,False,True,62.782,,,"LINESTRING (15.7240006 45.7993817, 15.7241343 45.799623, 15.7241858 45.7997248, 15.7242052 45.7997865, 15.7242069 45.7998254, 15.7242044 45.7998577, 15.7241836 45.7998861, 15.7241491 45.7999067)",,
89373909,Slavonska ulica,residential,,False,True,245.68300000000002,,,"LINESTRING (15.7204451 45.7997734, 15.7206695 45.7997597, 15.7208918 45.7997515, 15.7210475 45.7997509, 15.721145 45.7997548, 15.7211513 45.7997551, 15.7212226 45.7997651, 15.7212693 45.7997911, 15.7212888 45.7998212, 15.7213051 45.7998879, 15.7213306 45.7999852, 15.721345 45.8000605, 15.7214019 45.8002315, 15.721482 45.8004191, 15.7215633 45.8005723, 15.7216035 45.8006554, 15.7216187 45.800718, 15.7216249 45.8008002, 15.7216249 45.8008875, 15.7216135 45.8009893, 15.7215943 45.8010785, 15.7215574 45.8011873, 15.7215223 45.8012686, 15.7214708 45.801366)",,
89373913,Ulica Matijaša Korvina,residential,,False,True,50.805,,,"LINESTRING (15.7241491 45.7999067, 15.7235413 45.8000776)",,
89373913,Ulica Matijaša Korvina,residential,,False,False,62.782,,,"LINESTRING (15.7241491 45.7999067, 15.7241836 45.7998861, 15.7242044 45.7998577, 15.7242069 45.7998254, 15.7242052 45.7997865, 15.7241858 45.7997248, 15.7241343 45.799623, 15.7240006 45.7993817)",,
