osmid,ref,name,highway,oneway,reversed,length,geometry,lanes,junction,bridge
132041841,RR60,,secondary,False,False,73.535,"LINESTRING (8.8328294 35.9451561, 8.8332331 35.9452522, 8.8336086 35.9453542)",,,
184048063,RR 60 طج,,secondary,True,False,30.1,"LINESTRING (8.8328294 35.9451561, 8.8327195 35.9451841, 8.8326574 35.9451895, 8.8326043 35.9451862, 8.8325552 35.9451778, 8.8325079 35.945158)",,,
184048061,RN18,الطريق الوطنية دقة - منزل سالم,primary,True,False,28.584,"LINESTRING (8.8312151 35.945528, 8.831407 35.9457328)",,,
132041840,RN18,الطريق الوطنية دقة - منزل سالم,primary,False,False,111.326,"LINESTRING (8.8312151 35.945528, 8.8311676 35.9454776, 8.8310364 35.9453211, 8.8308084 35.9450524, 8.8304953 35.9447142)",,,
191487368,,,residential,False,True,169.426,"LINESTRING (8.8312151 35.945528, 8.8312798 35.9454384, 8.8313448 35.9453608, 8.831481 35.9452364, 8.8316097 35.9451273, 8.8317022 35.9450426, 8.8317244 35.9449976, 8.8317271 35.9449558, 8.8316976 35.9448896, 8.8316104 35.9447788, 8.8311868 35.9442817)",,,
191479611,RR71,,secondary,False,True,40.469,"LINESTRING (8.8317351 35.945484, 8.831407 35.9457328)",2,,
"[184048064, 721570795, 191479613]",RR71,,secondary,True,False,65.136,"LINESTRING (8.8317351 35.945484, 8.8317713 35.9454092, 8.8320872 35.9452342, 8.8321446 35.9451997, 8.832193 35.9451644, 8.8322709 35.9451075)",1,,yes
191479611,RR71,,secondary,False,False,40.469,"LINESTRING (8.831407 35.9457328, 8.8317351 35.945484)",2,,
53378990,RN18,الطريق الوطنية دقة - منزل سالم,primary,False,True,73.774,"LINESTRING (8.831407 35.9457328, 8.8309724 35.9460547, 8.8307957 35.9461745)",2,,
184048062,RR71,,secondary,True,False,47.225,"LINESTRING (8.832342 35.9450329, 8.8326819 35.9447094)",1,,
191479610,RR71,,secondary,True,False,14.581999999999999,"LINESTRING (8.832342 35.9450329, 8.8323812 35.9450246, 8.8324216 35.9450271, 8.8324588 35.94504, 8.8324888 35.945062)",2,roundabout,
132041840,RN18,الطريق الوطنية دقة - منزل سالم,primary,False,True,61.655,"LINESTRING (8.8285166 35.9425193, 8.8286184 35.9426312, 8.8289174 35.9429689)",,,
184053444,RN18,,primary,True,False,20.659000000000002,"LINESTRING (8.8285166 35.9425193, 8.8284835 35.9425348, 8.8284461 35.9425414, 8.8284081 35.9425384, 8.828373 35.942526, 8.8283443 35.9425055, 8.8283248 35.9424789)",,roundabout,
184053444,RN18,,primary,True,False,18.51,"LINESTRING (8.8283596 35.9423659, 8.8283886 35.9423511, 8.8284215 35.9423433, 8.8284557 35.9423432, 8.8284887 35.9423508, 8.8285178 35.9423654, 8.8285408 35.942386)",,roundabout,
184053445,RN18,الطريق الوطنية دقة - منزل سالم,primary,False,False,62.798,"LINESTRING (8.8283596 35.9423659, 8.828269 35.942255, 8.8281316 35.9420899, 8.8279592 35.9419037)",,,
184053444,RN18,,primary,True,False,13.775,"LINESTRING (8.8283248 35.9424789, 8.8283163 35.9424487, 8.8283197 35.9424178, 8.8283346 35.9423893, 8.8283596 35.9423659)",,roundabout,
709292380,,,residential,False,True,51.525999999999996,"LINESTRING (8.8283248 35.9424789, 8.8281222 35.9425959, 8.8278629 35.9427525)",,,
191479676,,,unclassified,False,False,99.646,"LINESTRING (8.8300104 35.9380263, 8.8300171 35.9382522, 8.8300507 35.9384227, 8.8301177 35.9385519, 8.830225 35.938668, 8.8304141 35.9388152)",,,
191479738,,,unclassified,False,False,79.9,"LINESTRING (8.8300104 35.9380263, 8.8297462 35.9383879, 8.829529 35.938629)",,,
191479718,,,residential,False,True,46.568,"LINESTRING (8.8307901 35.9385276, 8.8304141 35.9388152)",,,
717578563,,,residential,False,False,31.662,"LINESTRING (8.8307901 35.9385276, 8.8310178 35.9387446)",,,
717578563,,,residential,False,True,17.222,"LINESTRING (8.8307901 35.9385276, 8.8306662 35.9384096)",,,
191479681,,,residential,False,False,68.986,"LINESTRING (8.829529 35.938629, 8.8296282 35.938769, 8.8297409 35.9388961, 8.8298629 35.9390177, 8.8299876 35.939123)",,,
191479738,,,unclassified,False,False,78.11599999999999,"LINESTRING (8.829529 35.938629, 8.829309 35.938844, 8.8290985 35.9390112, 8.8289251 35.939131)",,,
191479738,,,unclassified,False,True,79.9,"LINESTRING (8.829529 35.938629, 8.8297462 35.9383879, 8.8300104 35.9380263)",,,
191479676,,,unclassified,False,False,29.648,"LINESTRING (8.8304141 35.9388152, 8.8306367 35.9390117)",,,
191479718,,,residential,False,False,46.568,"LINESTRING (8.8304141 35.9388152, 8.8307901 35.9385276)",,,
191479718,,,residential,False,True,51.437,"LINESTRING (8.8304141 35.9388152, 8.8299876 35.939123)",,,
191479676,,,unclassified,False,True,99.646,"LINESTRING (8.8304141 35.9388152, 8.830225 35.938668, 8.8301177 35.9385519, 8.8300507 35.9384227, 8.8300171 35.9382522, 8.8300104 35.9380263)",,,
191479747,,,residential,False,True,45.725,"LINESTRING (8.8318284 35.9388935, 8.8314415 35.9391599)",,,
191479734,,,residential,False,True,63.224,"LINESTRING (8.833842 35.9390752, 8.833378 35.939502)",,,
191479738,,,unclassified,False,False,12.156,"LINESTRING (8.8289251 35.939131, 8.8288108 35.9391892)",,,
717578564,,,residential,False,True,65.555,"LINESTRING (8.8289251 35.939131, 8.8294214 35.9395624)",,,
191479738,,,unclassified,False,True,78.11599999999999,"LINESTRING (8.8289251 35.939131, 8.8290985 35.9390112, 8.829309 35.938844, 8.829529 35.938629)",,,
191479718,,,residential,False,False,51.437,"LINESTRING (8.8299876 35.939123, 8.8304141 35.9388152)",,,
191479681,,,residential,False,False,88.94,"LINESTRING (8.8299876 35.939123, 8.830288 35.9394129, 8.8306247 35.9397343)",,,
191479681,,,residential,False,True,68.986,"LINESTRING (8.8299876 35.939123, 8.8298629 35.9390177, 8.8297409 35.9388961, 8.8296282 35.938769, 8.829529 35.938629)",,,
191479718,,,residential,False,True,70.609,"LINESTRING (8.8299876 35.939123, 8.8295791 35.9394382, 8.8294214 35.9395624)",,,
191479738,,,unclassified,False,True,12.156,"LINESTRING (8.8288108 35.9391892, 8.8289251 35.939131)",,,
"[191479656, 712262729, 715813200]",,,unclassified,False,False,99.493,"LINESTRING (8.8288108 35.9391892, 8.8286523 35.939256, 8.8285802 35.9392772, 8.8285071 35.9393016, 8.8284152 35.9393445, 8.8283324 35.9393881, 8.8281832 35.9394835, 8.8278982 35.9396817)",,,yes
191479670,,,residential,False,False,44.889,"LINESTRING (8.830862 35.9392196, 8.8312456 35.9389617)",,,
191479676,,,unclassified,False,False,28.996,"LINESTRING (8.830862 35.9392196, 8.8310713 35.9394178)",,,
191479676,,,unclassified,False,True,30.754,"LINESTRING (8.830862 35.9392196, 8.8306367 35.9390117)",,,
191479676,,,unclassified,False,False,32.42,"LINESTRING (8.8310713 35.9394178, 8.8313046 35.9396399)",,,
191479676,,,unclassified,False,True,28.996,"LINESTRING (8.8310713 35.9394178, 8.830862 35.9392196)",,,
191479747,,,residential,False,False,43.968,"LINESTRING (8.8310713 35.9394178, 8.8314415 35.9391599)",,,
191479747,,,residential,False,True,23.495,"LINESTRING (8.8310713 35.9394178, 8.8308741 35.9395562)",,,
191479627,,,residential,False,True,100.289,"LINESTRING (8.8325652 35.9394406, 8.8317036 35.9400123)",,,
715813195,,,residential,False,False,44.956999999999994,"LINESTRING (8.8325652 35.9394406, 8.832753 35.9396225, 8.8328737 35.9397582)",,,
"[715813196, 191479662]",,,residential,False,"[False, True]",153.765,"LINESTRING (8.8325652 35.9394406, 8.8322876 35.9391485, 8.8322477 35.9391081, 8.8322226 35.9390915, 8.8321924 35.9390847, 8.8321609 35.9390902, 8.8321213 35.9391127, 8.8313046 35.9396399)",,,
191479734,,,residential,False,False,63.224,"LINESTRING (8.833378 35.939502, 8.833842 35.9390752)",,,
191479739,,,residential,False,False,49.516,"LINESTRING (8.833378 35.939502, 8.8337615 35.9398212)",,,
191479734,,,residential,False,True,54.626000000000005,"LINESTRING (8.833378 35.939502, 8.8331661 35.9396931, 8.8329716 35.9398668)",,,
717578564,,,residential,False,False,65.555,"LINESTRING (8.8294214 35.9395624, 8.8289251 35.939131)",,,
191479718,,,residential,False,False,70.609,"LINESTRING (8.8294214 35.9395624, 8.8295791 35.9394382, 8.8299876 35.939123)",,,
709281150,,,residential,False,True,85.963,"LINESTRING (8.8294214 35.9395624, 8.8295779 35.9397001, 8.8296799 35.9397902, 8.8298059 35.939901, 8.8299153 35.9399987, 8.8300695 35.9401301)",,,
191479676,,,unclassified,False,False,6.972,"LINESTRING (8.8313046 35.9396399, 8.8313515 35.9396898)",,,
191479676,,,unclassified,False,True,32.42,"LINESTRING (8.8313046 35.9396399, 8.8310713 35.9394178)",,,
"[715813196, 191479662]",,,residential,False,"[False, True]",153.765,"LINESTRING (8.8313046 35.9396399, 8.8321213 35.9391127, 8.8321609 35.9390902, 8.8321924 35.9390847, 8.8322226 35.9390915, 8.8322477 35.9391081, 8.8322876 35.9391485, 8.8325652 35.9394406)",,,
191479676,,,unclassified,False,True,6.972,"LINESTRING (8.8313515 35.9396898, 8.8313046 35.9396399)",,,
191479740,,,residential,False,True,23.936,"LINESTRING (8.8313515 35.9396898, 8.8311531 35.9398331)",,,
191479676,,,unclassified,False,False,47.862,"LINESTRING (8.8313515 35.9396898, 8.8315299 35.9398538, 8.8317036 35.9400123)",,,
191479747,,,residential,False,False,29.939,"LINESTRING (8.8306247 35.9397343, 8.8308741 35.9395562)",,,
191479747,,,residential,False,True,3.736,"LINESTRING (8.8306247 35.9397343, 8.8305925 35.9397555)",,,
191479681,,,residential,False,True,88.94,"LINESTRING (8.8306247 35.9397343, 8.830288 35.9394129, 8.8299876 35.939123)",,,
191479695,,,residential,False,False,38.055,"LINESTRING (8.8305925 35.9397555, 8.8308722 35.9400121)",,,
191479747,,,residential,False,False,3.736,"LINESTRING (8.8305925 35.9397555, 8.8306247 35.9397343)",,,
191479747,,,residential,False,True,33.708,"LINESTRING (8.8305925 35.9397555, 8.8303108 35.9399552)",,,
715813195,,,residential,False,False,14.95,"LINESTRING (8.8328737 35.9397582, 8.8329716 35.9398668)",,,
191479685,,,residential,False,False,45.68,"LINESTRING (8.8328737 35.9397582, 8.8327037 35.9398847, 8.832689 35.9399004, 8.8326833 35.9399216, 8.832688 35.9399395, 8.832703 35.9399596, 8.8328127 35.9400687)",,,
715813195,,,residential,False,True,44.956999999999994,"LINESTRING (8.8328737 35.9397582, 8.832753 35.9396225, 8.8325652 35.9394406)",,,
191479739,,,residential,False,True,49.516,"LINESTRING (8.8337615 35.9398212, 8.833378 35.939502)",,,
191479750,,,residential,False,True,65.72500000000001,"LINESTRING (8.8337615 35.9398212, 8.833551 35.9399721, 8.8333713 35.9400883, 8.833198 35.9401966)",,,
715813195,,,residential,False,False,10.129,"LINESTRING (8.8329716 35.9398668, 8.8330293 35.939945)",,,
715813195,,,residential,False,True,14.95,"LINESTRING (8.8329716 35.9398668, 8.8328737 35.9397582)",,,
191479734,,,residential,False,False,54.626000000000005,"LINESTRING (8.8329716 35.9398668, 8.8331661 35.9396931, 8.833378 35.939502)",,,
715813195,,,residential,False,True,10.129,"LINESTRING (8.8330293 35.939945, 8.8329716 35.9398668)",,,
191479621,,,residential,False,False,23.863,"LINESTRING (8.8330293 35.939945, 8.8329776 35.9399748, 8.8329354 35.9399993, 8.8328931 35.9400237, 8.8328127 35.9400687)",,,
715813195,,,residential,False,False,31.838,"LINESTRING (8.8330293 35.939945, 8.8331138 35.9400763, 8.833198 35.9401966)",,,
191479627,,,residential,False,False,100.289,"LINESTRING (8.8317036 35.9400123, 8.8325652 35.9394406)",,,
191479627,,,residential,False,True,25.119,"LINESTRING (8.8317036 35.9400123, 8.8314857 35.9401534)",,,
191479676,,,unclassified,False,False,30.661,"LINESTRING (8.8317036 35.9400123, 8.831833 35.940129, 8.831933 35.9402161)",,,
191479676,,,unclassified,False,True,47.862,"LINESTRING (8.8317036 35.9400123, 8.8315299 35.9398538, 8.8313515 35.9396898)",,,
191479695,,,residential,False,True,38.055,"LINESTRING (8.8308722 35.9400121, 8.8305925 35.9397555)",,,
191479740,,,residential,False,False,32.182,"LINESTRING (8.8308722 35.9400121, 8.8311531 35.9398331)",,,
191479740,,,residential,False,True,33.103,"LINESTRING (8.8308722 35.9400121, 8.8305975 35.94021)",,,
191479695,,,residential,False,False,46.006,"LINESTRING (8.8308722 35.9400121, 8.8310243 35.940161, 8.8311994 35.9403299)",,,
191479648,,,residential,False,False,42.102,"LINESTRING (8.8324023 35.9400651, 8.8320536 35.9403174)",,,
191479621,,,residential,False,False,3.521,"LINESTRING (8.8328127 35.9400687, 8.8327942 35.940078, 8.8327805 35.9400866)",,,
191479621,,,residential,False,True,23.863,"LINESTRING (8.8328127 35.9400687, 8.8328931 35.9400237, 8.8329354 35.9399993, 8.8329776 35.9399748, 8.8330293 35.939945)",,,
191479685,,,residential,False,True,45.68,"LINESTRING (8.8328127 35.9400687, 8.832703 35.9399596, 8.832688 35.9399395, 8.8326833 35.9399216, 8.832689 35.9399004, 8.8327037 35.9398847, 8.8328737 35.9397582)",,,
191487368,,,residential,False,False,59.303,"LINESTRING (8.8273792 35.940059, 8.8275522 35.9402457, 8.8277727 35.9404867)",,,
191487368,,,residential,False,True,122.148,"LINESTRING (8.8273792 35.940059, 8.8272116 35.9398646, 8.8270694 35.9396996, 8.8268334 35.9394477, 8.8265759 35.939174)",,,
715813200,,,unclassified,False,False,82.521,"LINESTRING (8.8273792 35.940059, 8.8270962 35.9403554, 8.8268441 35.940661)",,,
715813200,,,unclassified,False,True,62.796,"LINESTRING (8.8273792 35.940059, 8.8276568 35.9398592, 8.8278982 35.9396817)",,,
191479621,,,residential,False,False,25.322000000000003,"LINESTRING (8.8327805 35.9400866, 8.8327201 35.9401355, 8.8326618 35.940186, 8.8325896 35.9402537)",,,
191479621,,,residential,False,True,3.521,"LINESTRING (8.8327805 35.9400866, 8.8327942 35.940078, 8.8328127 35.9400687)",,,
191479643,,,residential,False,False,97.682,"LINESTRING (8.8327805 35.9400866, 8.8329555 35.9403011, 8.8330936 35.94049, 8.8333402 35.9408388)",,,
191479747,,,residential,False,False,29.157000000000004,"LINESTRING (8.8300695 35.9401301, 8.8302693 35.9399846, 8.8303108 35.9399552)",,,
191479747,,,residential,False,True,36.308,"LINESTRING (8.8300695 35.9401301, 8.8301291 35.940218, 8.8301794 35.9402832, 8.830272 35.9404124)",,,
709281150,,,residential,False,False,85.963,"LINESTRING (8.8300695 35.9401301, 8.8299153 35.9399987, 8.8298059 35.939901, 8.8296799 35.9397902, 8.8295779 35.9397001, 8.8294214 35.9395624)",,,
191479750,,,residential,False,False,65.725,"LINESTRING (8.833198 35.9401966, 8.8333713 35.9400883, 8.833551 35.9399721, 8.8337615 35.9398212)",,,
715813195,,,residential,False,False,62.555,"LINESTRING (8.833198 35.9401966, 8.833378 35.9404423, 8.8335583 35.9406776)",,,
715813195,,,residential,False,True,31.838,"LINESTRING (8.833198 35.9401966, 8.8331138 35.9400763, 8.8330293 35.939945)",,,
191479706,,,residential,False,False,38.327,"LINESTRING (8.8305975 35.94021, 8.8303108 35.9399552)",,,
191479740,,,residential,False,False,33.103,"LINESTRING (8.8305975 35.94021, 8.8308722 35.9400121)",,,
709281152,,,residential,False,True,44.101,"LINESTRING (8.8305975 35.94021, 8.8309172 35.9405105)",,,
191479740,,,residential,False,True,36.976,"LINESTRING (8.8305975 35.94021, 8.8304165 35.9403182, 8.830336 35.940366, 8.830272 35.9404124)",,,
191479676,,,unclassified,False,False,15.645,"LINESTRING (8.831933 35.9402161, 8.8320536 35.9403174)",,,
191479676,,,unclassified,False,True,30.661,"LINESTRING (8.831933 35.9402161, 8.831833 35.940129, 8.8317036 35.9400123)",,,
191479733,,,residential,False,True,152.458,"LINESTRING (8.831933 35.9402161, 8.831774 35.9403435, 8.8316251 35.9404512, 8.8315111 35.9405367, 8.8313845 35.9406145, 8.8311571 35.9407409, 8.8309292 35.9408639, 8.8307451 35.9409541, 8.8305707 35.9410169)",,,
191479651,,,residential,False,True,15.684,"LINESTRING (8.8325896 35.9402537, 8.8326903 35.9403688)",,,
191479621,,,residential,False,False,39.434,"LINESTRING (8.8325896 35.9402537, 8.8325552 35.9402788, 8.8325136 35.940306, 8.8324358 35.9403505, 8.8323426 35.940401, 8.8322427 35.9404694)",,,
191479621,,,residential,False,True,25.322,"LINESTRING (8.8325896 35.9402537, 8.8326618 35.940186, 8.8327201 35.9401355, 8.8327805 35.9400866)",,,
191479648,,,residential,False,True,42.102,"LINESTRING (8.8320536 35.9403174, 8.8324023 35.9400651)",,,
191479676,,,unclassified,False,True,15.645,"LINESTRING (8.8320536 35.9403174, 8.831933 35.9402161)",,,
191479676,,,unclassified,False,False,24.01,"LINESTRING (8.8320536 35.9403174, 8.832112 35.940369, 8.8321582 35.9404075, 8.8322427 35.9404694)",,,
191479627,,,residential,False,True,32.384,"LINESTRING (8.8311994 35.9403299, 8.8309172 35.9405105)",,,
191479627,,,residential,False,False,32.399,"LINESTRING (8.8311994 35.9403299, 8.8313435 35.9402436, 8.8314857 35.9401534)",,,
191479695,,,residential,False,True,46.006,"LINESTRING (8.8311994 35.9403299, 8.8310243 35.940161, 8.8308722 35.9400121)",,,
191479651,,,residential,False,False,15.684,"LINESTRING (8.8326903 35.9403688, 8.8325896 35.9402537)",,,
191479740,,,residential,False,False,36.976,"LINESTRING (8.830272 35.9404124, 8.830336 35.940366, 8.8304165 35.9403182, 8.8305975 35.94021)",,,
191479747,,,residential,False,False,36.308,"LINESTRING (8.830272 35.9404124, 8.8301794 35.9402832, 8.8301291 35.940218, 8.8300695 35.9401301)",,,
191479747,,,residential,False,True,47.716,"LINESTRING (8.830272 35.9404124, 8.8303484 35.9405096, 8.8304121 35.9405981, 8.8305415 35.9407818)",,,
191479621,,,residential,False,False,56.832,"LINESTRING (8.8322427 35.9404694, 8.8317707 35.9408088)",,,
191479621,,,residential,False,True,39.434,"LINESTRING (8.8322427 35.9404694, 8.8323426 35.940401, 8.8324358 35.9403505, 8.8325136 35.940306, 8.8325552 35.9402788, 8.8325896 35.9402537)",,,
191479676,,,unclassified,False,False,97.789,"LINESTRING (8.8322427 35.9404694, 8.8323071 35.9405248, 8.8323788 35.940584, 8.8324298 35.9406268, 8.8325304 35.9407257, 8.8327141 35.9408896, 8.832977 35.9411171)",,,
191479676,,,unclassified,False,True,24.01,"LINESTRING (8.8322427 35.9404694, 8.8321582 35.9404075, 8.832112 35.940369, 8.8320536 35.9403174)",,,
191479627,,,residential,False,False,32.384,"LINESTRING (8.8309172 35.9405105, 8.8311994 35.9403299)",,,
709281152,,,residential,False,False,44.101,"LINESTRING (8.8309172 35.9405105, 8.8305975 35.94021)",,,
191479627,,,residential,False,True,45.327,"LINESTRING (8.8309172 35.9405105, 8.8307241 35.9406458, 8.8305415 35.9407818)",,,
191479619,,,residential,False,True,26.586,"LINESTRING (8.8335583 35.9406776, 8.8335255 35.940702, 8.8333402 35.9408388)",,,
191479701,,,residential,False,False,33.889,"LINESTRING (8.8335583 35.9406776, 8.8335858 35.9406963, 8.8336549 35.9407506, 8.8337213 35.9408098, 8.8338174 35.9408982)",,,
715813195,,,residential,False,True,62.555,"LINESTRING (8.8335583 35.9406776, 8.833378 35.9404423, 8.833198 35.9401966)",,,
191479627,,,residential,False,True,8.253,"LINESTRING (8.8305415 35.9407818, 8.8304862 35.940841)",,,
191479627,,,residential,False,False,45.327,"LINESTRING (8.8305415 35.9407818, 8.8307241 35.9406458, 8.8309172 35.9405105)",,,
191479747,,,residential,False,False,47.716,"LINESTRING (8.8305415 35.9407818, 8.8304121 35.9405981, 8.8303484 35.9405096, 8.830272 35.9404124)",,,
191479621,,,residential,False,False,29.556,"LINESTRING (8.8317707 35.9408088, 8.8315138 35.9409743)",,,
191479621,,,residential,False,True,56.832,"LINESTRING (8.8317707 35.9408088, 8.8322427 35.9404694)",,,
191479712,,,residential,False,False,62.822,"LINESTRING (8.8317707 35.9408088, 8.8320499 35.9411214, 8.8321765 35.9412684)",,,
191479627,,,residential,False,False,8.253,"LINESTRING (8.8304862 35.940841, 8.8305415 35.9407818)",,,
"[191479650, 191479627, 191479707]",,,residential,False,True,119.868,"LINESTRING (8.8304862 35.940841, 8.8304721 35.9408535, 8.8302388 35.9410442, 8.8302002 35.9411078, 8.8301674 35.9411763, 8.8301003 35.9413109, 8.8300413 35.9414151, 8.8299613 35.9415142, 8.8296966 35.9416787)",,,yes
191479634,,,residential,False,False,21.145000000000003,"LINESTRING (8.8304862 35.940841, 8.8305241 35.9408945, 8.8305429 35.9409292, 8.8305563 35.9409651, 8.830563 35.9409879, 8.8305707 35.9410169)",,,
191479619,,,residential,False,True,45.019,"LINESTRING (8.8333402 35.9408388, 8.832977 35.9411171)",,,
191479619,,,residential,False,False,26.586,"LINESTRING (8.8333402 35.9408388, 8.8335255 35.940702, 8.8335583 35.9406776)",,,
191479643,,,residential,False,True,97.68200000000002,"LINESTRING (8.8333402 35.9408388, 8.8330936 35.94049, 8.8329555 35.9403011, 8.8327805 35.9400866)",,,
191479736,,,residential,False,False,72.9,"LINESTRING (8.8338174 35.9408982, 8.8332224 35.9413429)",,,
191479701,,,residential,False,True,33.889,"LINESTRING (8.8338174 35.9408982, 8.8337213 35.9408098, 8.8336549 35.9407506, 8.8335858 35.9406963, 8.8335583 35.9406776)",,,
191479621,,,residential,False,True,29.556,"LINESTRING (8.8315138 35.9409743, 8.8317707 35.9408088)",,,
191479621,,,residential,False,False,39.28499999999999,"LINESTRING (8.8315138 35.9409743, 8.8312925 35.941116, 8.8312793 35.9411292, 8.8312718 35.941141, 8.8312681 35.9411503, 8.8312718 35.9411643, 8.8312852 35.941186, 8.8313165 35.9412247)",,,
191479660,,,residential,False,False,62.843,"LINESTRING (8.8315138 35.9409743, 8.831711 35.9411969, 8.8319253 35.9414308)",,,
191479634,,,residential,False,False,61.526,"LINESTRING (8.8305707 35.9410169, 8.8305918 35.9411002, 8.830622 35.9411887, 8.8306528 35.941262, 8.8306937 35.9413416, 8.8307239 35.9414026, 8.8307708 35.94147, 8.8308205 35.941527)",,,
191479634,,,residential,False,True,21.145,"LINESTRING (8.8305707 35.9410169, 8.830563 35.9409879, 8.8305563 35.9409651, 8.8305429 35.9409292, 8.8305241 35.9408945, 8.8304862 35.940841)",,,
191479733,,,residential,False,False,152.458,"LINESTRING (8.8305707 35.9410169, 8.8307451 35.9409541, 8.8309292 35.9408639, 8.8311571 35.9407409, 8.8313845 35.9406145, 8.8315111 35.9405367, 8.8316251 35.9404512, 8.831774 35.9403435, 8.831933 35.9402161)",,,
191479619,,,residential,False,False,45.019,"LINESTRING (8.832977 35.9411171, 8.8333402 35.9408388)",,,
191479715,,,residential,False,True,42.089,"LINESTRING (8.832977 35.9411171, 8.832641 35.9413803)",,,
191479676,,,unclassified,False,False,33.444,"LINESTRING (8.832977 35.9411171, 8.8331138 35.9412436, 8.8332224 35.9413429)",,,
191479676,,,unclassified,False,True,97.789,"LINESTRING (8.832977 35.9411171, 8.8327141 35.9408896, 8.8325304 35.9407257, 8.8324298 35.9406268, 8.8323788 35.940584, 8.8323071 35.9405248, 8.8322427 35.9404694)",,,
191479621,,,residential,False,False,52.817,"LINESTRING (8.8313165 35.9412247, 8.831483 35.9414314, 8.831646 35.9416176)",,,
191479621,,,residential,False,True,39.285,"LINESTRING (8.8313165 35.9412247, 8.8312852 35.941186, 8.8312718 35.9411643, 8.8312681 35.9411503, 8.8312718 35.941141, 8.8312793 35.9411292, 8.8312925 35.941116, 8.8315138 35.9409743)",,,
191479654,,,residential,False,True,55.891,"LINESTRING (8.8313165 35.9412247, 8.8310578 35.9413815, 8.8308205 35.941527)",,,
191479730,,,residential,False,False,28.94,"LINESTRING (8.8321765 35.9412684, 8.8319253 35.9414308)",,,
191479712,,,residential,False,False,37.501,"LINESTRING (8.8321765 35.9412684, 8.8323145 35.9414075, 8.8324416 35.9415285)",,,
191479712,,,residential,False,True,62.822,"LINESTRING (8.8321765 35.9412684, 8.8320499 35.9411214, 8.8317707 35.9408088)",,,
191479676,,,unclassified,False,False,2.568,"LINESTRING (8.8332224 35.9413429, 8.8332432 35.9413587)",,,
191479736,,,residential,False,True,72.9,"LINESTRING (8.8332224 35.9413429, 8.8338174 35.9408982)",,,
191479676,,,unclassified,False,True,33.444,"LINESTRING (8.8332224 35.9413429, 8.8331138 35.9412436, 8.832977 35.9411171)",,,
191479676,,,unclassified,False,False,25.293,"LINESTRING (8.8332432 35.9413587, 8.8334262 35.9415313)",,,
191479676,,,unclassified,False,True,2.568,"LINESTRING (8.8332432 35.9413587, 8.8332224 35.9413429)",,,
715813202,,,residential,False,True,42.815,"LINESTRING (8.8332432 35.9413587, 8.8330628 35.941496, 8.8328883 35.9416148)",,,
191479715,,,residential,False,False,42.089,"LINESTRING (8.832641 35.9413803, 8.832977 35.9411171)",,,
191479715,,,residential,False,True,24.368,"LINESTRING (8.832641 35.9413803, 8.8324416 35.9415285)",,,
191479743,,,residential,False,False,34.287,"LINESTRING (8.832641 35.9413803, 8.8328883 35.9416148)",,,
191479730,,,residential,False,False,32.614,"LINESTRING (8.8319253 35.9414308, 8.831646 35.9416176)",,,
