osmid,lanes,ref,highway,maxspeed,oneway,reversed,length,geometry,bridge,access
247161327,,,residential,50,False,True,225.355,"LINESTRING (24.8845684 45.2294176, 24.8845308 45.2295573, 24.8845187 45.2296395, 24.8845562 45.2296915, 24.8848218 45.229852, 24.885098 45.2300069, 24.8853091 45.2300797, 24.8858356 45.2302468, 24.8863284 45.2303669, 24.8867315 45.2304886)",,
247161346,1,,residential,30,False,False,177.945,"LINESTRING (24.8845684 45.2294176, 24.884803 45.2294062, 24.8849681 45.2293869, 24.8853114 45.2293189, 24.8856226 45.2292131, 24.8859027 45.2290662, 24.8861897 45.2289094, 24.8863238 45.2288093, 24.886474 45.2286601)",,
247161339,,,living_street,30,False,True,51.06,"LINESTRING (24.8951147 45.2312923, 24.8948613 45.2308692)",,
247161355,,,residential,50,False,False,83.04500000000002,"LINESTRING (24.8951147 45.2312923, 24.894982 45.2313367, 24.8945931 45.2314496, 24.8943443 45.2315044, 24.8941277 45.2315634)",,
247161327,,,residential,50,False,False,9.96,"LINESTRING (24.888365 45.2314217, 24.8882925 45.2313481)",,
247161348,,,residential,50,False,True,343.6550000000001,"LINESTRING (24.888365 45.2314217, 24.889088 45.2312683, 24.8908916 45.2308362, 24.8911357 45.2307795, 24.8913732 45.230747, 24.8916399 45.2307493, 24.8918009 45.2307889, 24.8920047 45.2308456, 24.8922315 45.2308754, 24.8923388 45.2308754, 24.8925693 45.2308437)",,
247161344,2,DC306A,tertiary,50,False,False,32.138,"LINESTRING (24.8924164 45.2305755, 24.8925197 45.2307597, 24.8925693 45.2308437)",,
247161344,2,DC306A,tertiary,50,False,True,216.127,"LINESTRING (24.8924164 45.2305755, 24.8921768 45.2300972, 24.8919899 45.2297419, 24.891378 45.2287761)",,
"[721497692, 721497693, 247161326]",,,residential,50,False,True,89.99600000000001,"LINESTRING (24.8924164 45.2305755, 24.8927061 45.2305783, 24.8928617 45.2306067, 24.8930307 45.2306586, 24.8931272 45.2307021, 24.8932211 45.2307436, 24.8934022 45.2307606, 24.8935068 45.2307738)",yes,
247161326,,,residential,50,False,False,63.06700000000001,"LINESTRING (24.894648 45.2319865, 24.8944268 45.2318694, 24.8942672 45.2317277, 24.8941277 45.2315634)",,
247161327,,,residential,50,False,True,9.96,"LINESTRING (24.8882925 45.2313481, 24.888365 45.2314217)",,
247161322,,,residential,50,False,True,188.82800000000003,"LINESTRING (24.8882925 45.2313481, 24.8880324 45.2314614, 24.8876503 45.2316385, 24.88704 45.2319336, 24.8863479 45.2323473)",,
247161327,,,residential,50,False,False,155.88299999999998,"LINESTRING (24.8882925 45.2313481, 24.8875684 45.2309004, 24.8872081 45.2306767, 24.8868219 45.230518, 24.8867315 45.2304886)",,
247161337,,,residential,50,False,False,240.946,"LINESTRING (24.891378 45.2287761, 24.8905912 45.2289283, 24.8894674 45.2291399, 24.8890489 45.2292154, 24.888815 45.2292939, 24.888491 45.2294667)",,
247161344,2,DC306A,tertiary,50,False,False,216.12699999999998,"LINESTRING (24.891378 45.2287761, 24.8919899 45.2297419, 24.8921768 45.2300972, 24.8924164 45.2305755)",,
247161344,2,DC306A,tertiary,50,False,True,147.569,"LINESTRING (24.891378 45.2287761, 24.8907577 45.227727, 24.8906423 45.2275545)",,
247161344,2,DC306A,tertiary,50,False,False,147.569,"LINESTRING (24.8906423 45.2275545, 24.8907577 45.227727, 24.891378 45.2287761)",,
"[553913608, 926192684, 553913612, 76344991]",2,DN73C,primary,50,False,False,169.334,"LINESTRING (24.8906423 45.2275545, 24.890747 45.2275488, 24.8908784 45.2275384, 24.8910284 45.2275095, 24.8912593 45.2274515, 24.8916436 45.2273395, 24.8921475 45.2271927, 24.8922977 45.2271489, 24.8926645 45.2270355)",yes,
926192686,2,DN73C,primary,50,False,True,42.676,"LINESTRING (24.8906423 45.2275545, 24.8904758 45.2275559, 24.8902729 45.2275444, 24.890099 45.2275314)",,
247161325,,,residential,50,False,True,39.147,"LINESTRING (24.8926645 45.2270355, 24.8927343 45.2272735, 24.8927584 45.2273812)",,
"[553913608, 553913612, 926192684, 76344991]",2,DN73C,primary,50,False,True,169.33399999999997,"LINESTRING (24.8926645 45.2270355, 24.8922977 45.2271489, 24.8921475 45.2271927, 24.8916436 45.2273395, 24.8912593 45.2274515, 24.8910284 45.2275095, 24.8908784 45.2275384, 24.890747 45.2275488, 24.8906423 45.2275545)",yes,
247161326,,,residential,50,False,False,102.322,"LINESTRING (24.8941277 45.2315634, 24.8940714 45.2315171, 24.8940097 45.2314595, 24.8939493 45.2313717, 24.8937938 45.2310128, 24.8936918 45.2309193, 24.8935859 45.2308211, 24.8935068 45.2307738)",,
247161326,,,residential,50,False,True,63.06700000000001,"LINESTRING (24.8941277 45.2315634, 24.8942672 45.2317277, 24.8944268 45.2318694, 24.894648 45.2319865)",,
247161355,,,residential,50,False,True,83.04499999999999,"LINESTRING (24.8941277 45.2315634, 24.8943443 45.2315044, 24.8945931 45.2314496, 24.894982 45.2313367, 24.8951147 45.2312923)",,
553913607,,,living_street,30,False,False,160.324,"LINESTRING (24.8946337 45.2279442, 24.893408 45.2275324, 24.8930942 45.2274361, 24.8929252 45.2273945, 24.8927584 45.2273812)",,destination
"[926192685, 247161335]",2,DN73C,primary,50,False,False,286.00000000000006,"LINESTRING (24.886474 45.2286601, 24.8865786 45.2286412, 24.8867127 45.2286128, 24.8868227 45.2285694, 24.8869032 45.2285278, 24.8871043 45.2284183, 24.8872948 45.2282822, 24.887445 45.2281217, 24.8875764 45.2280027, 24.8877722 45.2278515, 24.8879117 45.2277741, 24.8881562 45.2276646, 24.8883922 45.2275815, 24.8886122 45.2275248, 24.8888268 45.2274871, 24.8890682 45.2274682, 24.8893203 45.2274682, 24.8895133 45.2274763)",,
247161346,1,,residential,30,False,True,177.945,"LINESTRING (24.886474 45.2286601, 24.8863238 45.2288093, 24.8861897 45.2289094, 24.8859027 45.2290662, 24.8856226 45.2292131, 24.8853114 45.2293189, 24.8849681 45.2293869, 24.884803 45.2294062, 24.8845684 45.2294176)",,
247161325,,,residential,50,False,True,80.384,"LINESTRING (24.8927584 45.2273812, 24.8928201 45.2281028)",,
247161325,,,residential,50,False,False,39.147,"LINESTRING (24.8927584 45.2273812, 24.8927343 45.2272735, 24.8926645 45.2270355)",,
553913607,,,living_street,30,False,True,160.324,"LINESTRING (24.8927584 45.2273812, 24.8929252 45.2273945, 24.8930942 45.2274361, 24.893408 45.2275324, 24.8946337 45.2279442)",,destination
1017913377,,,secondary,,True,False,23.684,"LINESTRING (24.8898791 45.227291, 24.8898208 45.2275)",,
713806403,2,DJ732,secondary,50,True,False,32.074,"LINESTRING (24.8898791 45.227291, 24.8899039 45.2273358, 24.8899253 45.2273694, 24.8899609 45.2274105, 24.8899884 45.2274402, 24.8900286 45.2274733, 24.890099 45.2275314)",,
"[721497692, 721497693, 247161326]",,,residential,50,False,False,89.996,"LINESTRING (24.8935068 45.2307738, 24.8934022 45.2307606, 24.8932211 45.2307436, 24.8931272 45.2307021, 24.8930307 45.2306586, 24.8928617 45.2306067, 24.8927061 45.2305783, 24.8924164 45.2305755)",yes,
247161326,,,residential,50,False,True,102.322,"LINESTRING (24.8935068 45.2307738, 24.8935859 45.2308211, 24.8936918 45.2309193, 24.8937938 45.2310128, 24.8939493 45.2313717, 24.8940097 45.2314595, 24.8940714 45.2315171, 24.8941277 45.2315634)",,
694532962,,,living_street,30,False,True,63.26400000000001,"LINESTRING (24.8935068 45.2307738, 24.8935322 45.2307379, 24.8935497 45.2306775, 24.8934934 45.230515, 24.8934706 45.2304225, 24.893484 45.2303734, 24.8935175 45.2303431, 24.8935725 45.2303224, 24.893657 45.2302789)",,
694535350,,,living_street,30,False,False,94.556,"LINESTRING (24.8891696 45.2301675, 24.8891428 45.2301278, 24.8890489 45.2300088, 24.8888558 45.229835, 24.8887029 45.229699, 24.888491 45.2294667)",,
694532962,,,living_street,30,False,False,63.264,"LINESTRING (24.893657 45.2302789, 24.8935725 45.2303224, 24.8935175 45.2303431, 24.893484 45.2303734, 24.8934706 45.2304225, 24.8934934 45.230515, 24.8935497 45.2306775, 24.8935322 45.2307379, 24.8935068 45.2307738)",,
247161337,,,residential,50,False,False,178.62,"LINESTRING (24.888491 45.2294667, 24.8884287 45.229498, 24.8875597 45.2299966, 24.8867315 45.2304886)",,
247161337,,,residential,50,False,True,240.946,"LINESTRING (24.888491 45.2294667, 24.888815 45.2292939, 24.8890489 45.2292154, 24.8894674 45.2291399, 24.8905912 45.2289283, 24.891378 45.2287761)",,
694535350,,,living_street,30,False,True,94.55600000000001,"LINESTRING (24.888491 45.2294667, 24.8887029 45.229699, 24.8888558 45.229835, 24.8890489 45.2300088, 24.8891428 45.2301278, 24.8891696 45.2301675)",,
926192687,2,DN73C,primary,50,False,True,22.065,"LINESTRING (24.890099 45.2275314, 24.8898208 45.2275)",,
926192686,2,DN73C,primary,50,False,False,42.676,"LINESTRING (24.890099 45.2275314, 24.8902729 45.2275444, 24.8904758 45.2275559, 24.8906423 45.2275545)",,
713806405,1,DJ732,secondary,,True,False,35.967999999999996,"LINESTRING (24.8895133 45.2274763, 24.8895793 45.2274496, 24.8896712 45.227419, 24.8897503 45.2273897, 24.8898013 45.2273613, 24.8898321 45.2273387, 24.8898455 45.2273217, 24.8898791 45.227291)",,
"[926192685, 247161335]",2,DN73C,primary,50,False,True,286.0,"LINESTRING (24.8895133 45.2274763, 24.8893203 45.2274682, 24.8890682 45.2274682, 24.8888268 45.2274871, 24.8886122 45.2275248, 24.8883922 45.2275815, 24.8881562 45.2276646, 24.8879117 45.2277741, 24.8877722 45.2278515, 24.8875764 45.2280027, 24.887445 45.2281217, 24.8872948 45.2282822, 24.8871043 45.2284183, 24.8869032 45.2285278, 24.8868227 45.2285694, 24.8867127 45.2286128, 24.8865786 45.2286412, 24.886474 45.2286601)",,
926192687,2,DN73C,primary,50,False,False,24.226,"LINESTRING (24.8895133 45.2274763, 24.8896248 45.227484, 24.8898208 45.2275)",,
