osmid,ref,highway,oneway,reversed,length,bridge,name,geometry,maxspeed,lanes
170032531,,residential,False,False,324.191,,Strada Complexelor,"LINESTRING (22.4159825 44.8780612, 22.4160442 44.8781115, 22.4161099 44.8781781, 22.4161528 44.8782569, 22.416193 44.8783681, 22.416358 44.8789592, 22.4163888 44.8792747, 22.4163992 44.8797296, 22.4163962 44.8800816, 22.4163655 44.880267, 22.4163595 44.8803036, 22.4163883 44.8805889, 22.4164934 44.8809135)",50,
169898814,,residential,False,True,215.173,,Strada Complexelor,"LINESTRING (22.4130947 44.8788521, 22.4132252 44.8789221, 22.4132665 44.8789739, 22.4132761 44.8790086, 22.4132708 44.8790533, 22.4129858 44.8794388, 22.4129149 44.8795265, 22.4128175 44.8796544, 22.4127759 44.8797746, 22.4127786 44.8798525, 22.4128121 44.8799276, 22.4128778 44.8799827, 22.4129596 44.8800264, 22.4130307 44.8800482, 22.4131233 44.8800583, 22.4134081 44.8800626, 22.41376 44.8800709)",50,
170037129,DJ608D,tertiary,False,False,214.189,,Strada Castanilor,"LINESTRING (22.4130947 44.8788521, 22.4130689 44.8788821, 22.4127688 44.8792251, 22.4126294 44.8793961, 22.4125664 44.8794637, 22.4125171 44.8795351, 22.412477 44.8796083, 22.4124523 44.8796957, 22.412446 44.8797756, 22.4124523 44.8798572, 22.4124768 44.8799561, 22.4125108 44.8800527, 22.4125814 44.8802012, 22.4127829 44.8806211)",,
170037129,DJ608D,tertiary,False,True,76.618,,Strada Castanilor,"LINESTRING (22.4130947 44.8788521, 22.4134532 44.8784356, 22.4135751 44.8782539)",,
170032531,,residential,False,True,324.191,,Strada Complexelor,"LINESTRING (22.4164934 44.8809135, 22.4163883 44.8805889, 22.4163595 44.8803036, 22.4163655 44.880267, 22.4163962 44.8800816, 22.4163992 44.8797296, 22.4163888 44.8792747, 22.416358 44.8789592, 22.416193 44.8783681, 22.4161528 44.8782569, 22.4161099 44.8781781, 22.4160442 44.8781115, 22.4159825 44.8780612)",50,
170037123,,residential,False,False,111.79799999999999,,Strada Zăvoiului,"LINESTRING (22.4142649 44.8826817, 22.4141572 44.8826957, 22.4140446 44.8826909, 22.4138318 44.8826513, 22.4131273 44.8824828, 22.4129019 44.8824407)",RO:urban,
170037123,,residential,False,False,789.0619999999999,,Strada Zăvoiului,"LINESTRING (22.4129019 44.8824407, 22.4127211 44.8824132, 22.4124607 44.8823812, 22.4122514 44.882359, 22.412164 44.8823356, 22.4120923 44.8823066, 22.4116118 44.8820486, 22.4113614 44.881917, 22.4112269 44.8818481, 22.4111464 44.8818023, 22.4110767 44.8817352, 22.4110183 44.8816228, 22.4109454 44.8814207, 22.4109037 44.8812821, 22.4108543 44.8810819, 22.4108388 44.8809423, 22.4108451 44.8808521, 22.4108813 44.8807181, 22.4109298 44.8804813, 22.4109963 44.8799808, 22.4110901 44.879251, 22.4111404 44.8789752, 22.4111759 44.8788269, 22.4112434 44.8786391, 22.4113433 44.8783795, 22.4114435 44.8781272, 22.4116105 44.877719, 22.4118357 44.8771921, 22.4119703 44.8769294, 22.4120877 44.8766833, 22.4121869 44.8764903, 22.4122746 44.8763081)",RO:urban,
170037123,,residential,False,True,111.79799999999999,,Strada Zăvoiului,"LINESTRING (22.4129019 44.8824407, 22.4131273 44.8824828, 22.4138318 44.8826513, 22.4140446 44.8826909, 22.4141572 44.8826957, 22.4142649 44.8826817)",RO:urban,
220256739,,residential,False,False,49.544,,,"LINESTRING (22.4129019 44.8824407, 22.4128264 44.8826677, 22.4127954 44.8828789)",RO:urban,
220256739,,residential,False,True,49.544,,,"LINESTRING (22.4127954 44.8828789, 22.4128264 44.8826677, 22.4129019 44.8824407)",RO:urban,
237401943,,residential,False,False,73.419,,,"LINESTRING (22.4127794 44.8750977, 22.4121995 44.8756145)",50,
237401943,,residential,False,True,31.171,,,"LINESTRING (22.4127794 44.8750977, 22.4124723 44.874921)",50,
237401945,,residential,False,True,153.352,,,"LINESTRING (22.4127794 44.8750977, 22.4131563 44.8747509, 22.4131903 44.8747055, 22.4132037 44.8746713, 22.413201 44.8746371, 22.4131903 44.8746047, 22.4130025 44.8744983, 22.4129704 44.8744783, 22.4129342 44.8744736, 22.412902 44.8744793, 22.4128718 44.874504, 22.4124723 44.874921)",50,
237401943,,residential,False,False,31.171,,,"LINESTRING (22.4124723 44.874921, 22.4127794 44.8750977)",50,
237401945,,residential,False,False,153.352,,,"LINESTRING (22.4124723 44.874921, 22.4128718 44.874504, 22.412902 44.8744793, 22.4129342 44.8744736, 22.4129704 44.8744783, 22.4130025 44.8744983, 22.4131903 44.8746047, 22.413201 44.8746371, 22.4132037 44.8746713, 22.4131903 44.8747055, 22.4131563 44.8747509, 22.4127794 44.8750977)",50,
237401951,,residential,False,True,58.329,,,"LINESTRING (22.4124723 44.874921, 22.4121035 44.8752802, 22.4120486 44.8753505)",50,
237401948,,residential,False,False,21.885,,Strada Florilor,"LINESTRING (22.4147509 44.8778252, 22.4147804 44.8776295)",50,
237401946,,residential,False,False,31.712000000000003,,,"LINESTRING (22.4120486 44.8753505, 22.4121505 44.8755102, 22.4121995 44.8756145)",50,
237401946,,residential,False,True,105.50699999999998,,,"LINESTRING (22.4120486 44.8753505, 22.4117823 44.8749314, 22.4116958 44.8748021, 22.4116494 44.8747739, 22.411593 44.8747559, 22.411543 44.8747584, 22.4113868 44.8748176, 22.4112718 44.8748719)",50,
237401951,,residential,False,False,58.329,,,"LINESTRING (22.4120486 44.8753505, 22.4121035 44.8752802, 22.4124723 44.874921)",50,
169898814,,residential,False,False,67.37299999999999,,Strada Complexelor,"LINESTRING (22.4159565 44.8774556, 22.4159616 44.8776249, 22.4159723 44.8778835, 22.4159825 44.8780612)",50,
169898814,,residential,False,False,215.173,,Strada Complexelor,"LINESTRING (22.41376 44.8800709, 22.4134081 44.8800626, 22.4131233 44.8800583, 22.4130307 44.8800482, 22.4129596 44.8800264, 22.4128778 44.8799827, 22.4128121 44.8799276, 22.4127786 44.8798525, 22.4127759 44.8797746, 22.4128175 44.8796544, 22.4129149 44.8795265, 22.4129858 44.8794388, 22.4132708 44.8790533, 22.4132761 44.8790086, 22.4132665 44.8789739, 22.4132252 44.8789221, 22.4130947 44.8788521)",50,
169898814,,residential,False,True,362.25199999999995,,Strada Complexelor,"LINESTRING (22.41376 44.8800709, 22.4140733 44.8800763, 22.4144223 44.8800691, 22.4149606 44.8800457, 22.4150998 44.8800379, 22.415442 44.8799815, 22.4156123 44.879901, 22.4157397 44.879802, 22.4158618 44.8796463, 22.4159557 44.8794695, 22.4160147 44.8792357, 22.4159825 44.8780612)",50,
237401944,,residential,False,True,130.013,,Aleea Teilor,"LINESTRING (22.41376 44.8800709, 22.413839 44.880212, 22.4139465 44.8803792, 22.4141532 44.8805998, 22.4143074 44.8807006, 22.4145362 44.8808109, 22.4146462 44.88087, 22.4147696 44.8809612)",50,
237401948,,residential,False,True,21.885,,Strada Florilor,"LINESTRING (22.4147804 44.8776295, 22.4147509 44.8778252)",50,
237401949,,residential,False,False,45.358,,,"LINESTRING (22.4147804 44.8776295, 22.4142122 44.8775641)",50,
237401948,,residential,False,False,271.49399999999997,,Strada Florilor,"LINESTRING (22.4147804 44.8776295, 22.4147983 44.8774539, 22.4147916 44.8772847, 22.414754 44.8770339, 22.4147084 44.876879, 22.4146307 44.8766908, 22.4146065 44.8765606, 22.4145985 44.8763876, 22.4146125 44.8762836, 22.414632 44.8762232, 22.4147118 44.8760365, 22.4148077 44.8758478, 22.4148774 44.8756901, 22.4148903 44.8756447, 22.4148934 44.8756198, 22.4148926 44.8755875, 22.4148734 44.8755653, 22.4148355 44.8755389, 22.4145019 44.8753698)",50,
237401944,,residential,False,False,130.013,,Aleea Teilor,"LINESTRING (22.4147696 44.8809612, 22.4146462 44.88087, 22.4145362 44.8808109, 22.4143074 44.8807006, 22.4141532 44.8805998, 22.4139465 44.8803792, 22.413839 44.880212, 22.41376 44.8800709)",50,
"[24338583, 24338559]",DJ608D,tertiary,False,"[False, True]",129.00799999999998,,Strada Trandafirilor,"LINESTRING (22.4112718 44.8748719, 22.4114281 44.8751683, 22.4118358 44.8757975, 22.4119228 44.8759358)",50,2
237401946,,residential,False,False,105.507,,,"LINESTRING (22.4112718 44.8748719, 22.4113868 44.8748176, 22.411543 44.8747584, 22.411593 44.8747559, 22.4116494 44.8747739, 22.4116958 44.8748021, 22.4117823 44.8749314, 22.4120486 44.8753505)",50,
237401943,,residential,False,True,73.419,,,"LINESTRING (22.4121995 44.8756145, 22.4127794 44.8750977)",50,
237401946,,residential,False,False,44.742999999999995,,,"LINESTRING (22.4121995 44.8756145, 22.4122121 44.8756603, 22.4122153 44.875692, 22.4121979 44.8757309, 22.4121054 44.8758089, 22.4119228 44.8759358)",50,
237401946,,residential,False,True,31.712000000000003,,,"LINESTRING (22.4121995 44.8756145, 22.4121505 44.8755102, 22.4120486 44.8753505)",50,
24338583,DJ608D,tertiary,False,False,50.516999999999996,,,"LINESTRING (22.4119228 44.8759358, 22.4119867 44.8760374, 22.4120419 44.8761179, 22.4121051 44.8761857, 22.4121819 44.8762532, 22.4122746 44.8763081)",,
"[24338559, 24338583]",DJ608D,tertiary,False,"[False, True]",129.00799999999998,,Strada Trandafirilor,"LINESTRING (22.4119228 44.8759358, 22.4118358 44.8757975, 22.4114281 44.8751683, 22.4112718 44.8748719)",50,2
237401946,,residential,False,True,44.742999999999995,,,"LINESTRING (22.4119228 44.8759358, 22.4121054 44.8758089, 22.4121979 44.8757309, 22.4122153 44.875692, 22.4122121 44.8756603, 22.4121995 44.8756145)",50,
170037129,DJ608D,tertiary,False,True,214.18900000000002,,Strada Castanilor,"LINESTRING (22.4127829 44.8806211, 22.4125814 44.8802012, 22.4125108 44.8800527, 22.4124768 44.8799561, 22.4124523 44.8798572, 22.412446 44.8797756, 22.4124523 44.8796957, 22.412477 44.8796083, 22.4125171 44.8795351, 22.4125664 44.8794637, 22.4126294 44.8793961, 22.4127688 44.8792251, 22.4130689 44.8788821, 22.4130947 44.8788521)",,
532068232,,unclassified,False,False,77.815,,,"LINESTRING (22.4127829 44.8806211, 22.412269 44.8807553, 22.4122059 44.8807591, 22.4121509 44.8807496, 22.412108 44.8807172, 22.4120211 44.8805456)",,
532068232,,unclassified,False,True,77.815,,,"LINESTRING (22.4120211 44.8805456, 22.412108 44.8807172, 22.4121509 44.8807496, 22.4122059 44.8807591, 22.412269 44.8807553, 22.4127829 44.8806211)",,
