osmid,name,highway,maxspeed,width,oneway,reversed,length,geometry,lanes,ref
31561931,Springbok Road,residential,60,5.6,False,False,90.957,"LINESTRING (18.7253558 -34.0025901, 18.7257884 -34.002394, 18.7262007 -34.002207, 18.7262215 -34.0021976)",,
31562401,Gordon Street,residential,60,5.1,False,True,101.597,"LINESTRING (18.7253558 -34.0025901, 18.72501 -34.0020732, 18.7248481 -34.0018313, 18.7248212 -34.0017911)",,
31562480,Norman Street,residential,60,4.8,False,False,52.984,"LINESTRING (18.7262215 -34.0021976, 18.7264983 -34.0026152)",,
31561931,Springbok Road,residential,60,5.6,False,True,90.957,"LINESTRING (18.7262215 -34.0021976, 18.7262007 -34.002207, 18.7257884 -34.002394, 18.7253558 -34.0025901)",,
"[711799907, 31562326]",Manie Street,residential,60,"['5.3', '4.6']",False,False,84.587,"LINESTRING (18.7217607 -34.003177, 18.7214521 -34.0033147, 18.7214238 -34.003345, 18.7214196 -34.003376, 18.721433 -34.0034105, 18.7216395 -34.0037322)",,
31562205,Margot Street,residential,60,5.1,False,True,274.742,"LINESTRING (18.7248212 -34.0017911, 18.7222079 -34.0029791)",,
31562401,Gordon Street,residential,60,5.1,False,False,101.59700000000001,"LINESTRING (18.7248212 -34.0017911, 18.7248481 -34.0018313, 18.72501 -34.0020732, 18.7253558 -34.0025901)",,
"[31562401, 711801462]",Gordon Street,residential,60,"['5.1', '11.7']",False,True,131.302,"LINESTRING (18.7248212 -34.0017911, 18.7245599 -34.0013927, 18.7243723 -34.0011066, 18.7243004 -34.0009969, 18.7241393 -34.0007544)",2,
31562456,Rodney Street,residential,60,4.6,False,True,183.173,"LINESTRING (18.7266503 -34.0028432, 18.7249092 -34.0036371)",,
31562480,Norman Street,residential,60,4.8,False,False,23.23,"LINESTRING (18.7266503 -34.0028432, 18.7267723 -34.003026)",,
31562480,Norman Street,residential,60,4.8,False,True,28.967,"LINESTRING (18.7266503 -34.0028432, 18.7264983 -34.0026152)",,
31562052,Springbok Road,residential,60,6.3,False,False,86.26,"LINESTRING (18.721907 -34.0041482, 18.7227279 -34.0037758)",,
31562052,Springbok Road,residential,60,6.3,False,True,54.687,"LINESTRING (18.721907 -34.0041482, 18.7213865 -34.0043842)",,
31562326,Manie Street,residential,60,5.3,False,True,52.419,"LINESTRING (18.721907 -34.0041482, 18.7216395 -34.0037322)",,
31562480,Norman Street,residential,60,4.8,False,False,56.956,"LINESTRING (18.7267723 -34.003026, 18.727069 -34.0034753)",,
31562480,Norman Street,residential,60,4.8,False,True,23.23,"LINESTRING (18.7267723 -34.003026, 18.7266503 -34.0028432)",,
31562131,Manie Street,residential,60,4.6,False,False,37.724,"LINESTRING (18.7216395 -34.0037322, 18.7219994 -34.0035707)",,
31562326,Manie Street,residential,60,5.3,False,False,52.419,"LINESTRING (18.7216395 -34.0037322, 18.721907 -34.0041482)",,
"[711799907, 31562326]",Manie Street,residential,60,"['5.3', '4.6']",False,True,84.587,"LINESTRING (18.7216395 -34.0037322, 18.721433 -34.0034105, 18.7214196 -34.003376, 18.7214238 -34.003345, 18.7214521 -34.0033147, 18.7217607 -34.003177)",,
711799636,Magalies Crescent,residential,60,,False,False,140.539,"LINESTRING (18.7206634 -34.0032715, 18.7213865 -34.0043842)",,
31561958,Himalaya Road,residential,60,5.3,False,True,175.587,"LINESTRING (18.7206634 -34.0032715, 18.7203434 -34.0034158, 18.7189903 -34.0040263)",2,
31562421,Himalaya Road,residential,60,5.3,False,False,40.131,"LINESTRING (18.7206634 -34.0032715, 18.7208749 -34.003175, 18.721047 -34.0031009)",2,
702974994,Beverly Street,tertiary,60,9,False,True,82.867,"LINESTRING (18.7231538 -34.0044321, 18.7227279 -34.0037758)",2,
31562456,Rodney Street,residential,60,4.6,False,False,184.387,"LINESTRING (18.7231538 -34.0044321, 18.7238202 -34.0041279, 18.7249092 -34.0036371)",,
"[31562401, 711801462]",Gordon Street,residential,60,"['5.1', '11.7']",False,False,131.30200000000002,"LINESTRING (18.7241393 -34.0007544, 18.7243004 -34.0009969, 18.7243723 -34.0011066, 18.7245599 -34.0013927, 18.7248212 -34.0017911)",2,
739562649,Forest Drive,tertiary,,,False,True,50.278,"LINESTRING (18.7241393 -34.0007544, 18.7244049 -34.0006363, 18.7246185 -34.0005385)",2,M173
"[742269954, 742313590]",Forest Drive,tertiary,60,,False,True,275.338,"LINESTRING (18.7241393 -34.0007544, 18.7225492 -34.0014676, 18.7223057 -34.0015782, 18.7216372 -34.0018808, 18.7215158 -34.001938)","['2', '3']",M173
31562480,Norman Street,residential,60,4.8,False,False,28.967,"LINESTRING (18.7264983 -34.0026152, 18.7266503 -34.0028432)",,
31562480,Norman Street,residential,60,4.8,False,True,52.984,"LINESTRING (18.7264983 -34.0026152, 18.7262215 -34.0021976)",,
31561931,Springbok Road,residential,60,5.6,False,False,183.336,"LINESTRING (18.7227279 -34.0037758, 18.7244759 -34.0029893)",,
31562052,Springbok Road,residential,60,6.3,False,True,86.26,"LINESTRING (18.7227279 -34.0037758, 18.721907 -34.0041482)",,
702974994,Beverly Street,tertiary,60,9,False,False,82.867,"LINESTRING (18.7227279 -34.0037758, 18.7231538 -34.0044321)",2,
702974994,Beverly Street,tertiary,60,9,False,True,100.726,"LINESTRING (18.7227279 -34.0037758, 18.7222079 -34.0029791)",2,
450276219,Arlene Street,residential,60,4.8,False,True,81.201,"LINESTRING (18.7253356 -34.0042761, 18.7249092 -34.0036371)",,
711801463,Andrew Street,residential,60,4.6,False,False,182.922,"LINESTRING (18.7253356 -34.0042761, 18.727069 -34.0034753)",,
31562480,Norman Street,residential,60,4.8,False,True,56.956,"LINESTRING (18.727069 -34.0034753, 18.7267723 -34.003026)",,
711801463,Andrew Street,residential,60,4.6,False,True,182.922,"LINESTRING (18.727069 -34.0034753, 18.7253356 -34.0042761)",,
31562052,Springbok Road,residential,60,6.3,False,False,54.687,"LINESTRING (18.7213865 -34.0043842, 18.721907 -34.0041482)",,
711799636,Magalies Crescent,residential,60,,False,True,140.539,"LINESTRING (18.7213865 -34.0043842, 18.7206634 -34.0032715)",,
31561931,Springbok Road,residential,60,5.6,False,False,92.463,"LINESTRING (18.7244759 -34.0029893, 18.7253558 -34.0025901)",,
31561931,Springbok Road,residential,60,5.6,False,True,183.336,"LINESTRING (18.7244759 -34.0029893, 18.7227279 -34.0037758)",,
450276219,Arlene Street,residential,60,4.8,False,False,82.365,"LINESTRING (18.7244759 -34.0029893, 18.7249092 -34.0036371)",,
31613544,Pinetree Way,residential,60,5.5,False,True,99.786,"LINESTRING (18.7255465 -33.9982652, 18.7250414 -33.9974715)",,
31613210,Willow Road,residential,60,5.5,False,True,231.091,"LINESTRING (18.7255465 -33.9982652, 18.7251844 -33.999272, 18.7251656 -33.9993009, 18.7251502 -33.9993178, 18.7251231 -33.9993451, 18.7250885 -33.9993676, 18.7241243 -33.9997851)",,
31613544,Pinetree Way,residential,60,5.5,False,False,380.46000000000004,"LINESTRING (18.7255465 -33.9982652, 18.7260365 -33.9989981, 18.7260555 -33.9990301, 18.7260736 -33.9990668, 18.7260789 -33.999103, 18.726074 -33.999157, 18.7258702 -33.9997241, 18.7258513 -33.9997587, 18.7258349 -33.9997787, 18.7258158 -33.9997937, 18.7241292 -34.0005609, 18.7239727 -34.0006301)",,
31612899,Davis Street,residential,60,5.5,False,False,40.892,"LINESTRING (18.7167926 -33.9972713, 18.71668 -33.997627)",,
31612965,Pin Oak Road,residential,60,5.5,False,False,74.333,"LINESTRING (18.7237317 -33.9992012, 18.7241243 -33.9997851)",,
31613194,Poplar Avenue,residential,60,5.5,False,False,174.77800000000002,"LINESTRING (18.7237317 -33.9992012, 18.7236311 -33.9992455, 18.7232257 -33.9994304, 18.7231969 -33.9994393, 18.723154 -33.9994382, 18.7231191 -33.9994326, 18.7230802 -33.9994126, 18.7228415 -33.9990424, 18.722814 -33.9990179, 18.7227785 -33.9989962, 18.7222866 -33.9987517)",,
31613194,Poplar Avenue,residential,60,5.5,False,True,47.839,"LINESTRING (18.7237317 -33.9992012, 18.7238263 -33.9991596, 18.7241902 -33.9989997)",,
31612800,Muller Street,residential,60,,False,False,72.811,"LINESTRING (18.7181161 -33.9958886, 18.7180289 -33.9965394)",,
31613178,Hartog Street,residential,,,False,True,149.14,"LINESTRING (18.7181161 -33.9958886, 18.7197234 -33.9960409)",,
31612872,Redgum Avenue,residential,60,5.5,False,True,74.537,"LINESTRING (18.7239727 -34.0006301, 18.7235825 -34.000043)",,
31613544,Pinetree Way,residential,60,5.5,False,False,415.31899999999996,"LINESTRING (18.7239727 -34.0006301, 18.7226383 -34.0012338, 18.7225676 -34.0012582, 18.7225317 -34.001263, 18.7224982 -34.0012599, 18.7224663 -34.001243, 18.7224301 -34.0012143, 18.7223996 -34.0011787, 18.7214629 -33.9997362, 18.721424 -33.9996656, 18.7213938 -33.9995633, 18.7213824 -33.9994943, 18.7213811 -33.9994426, 18.7213945 -33.9993826, 18.7214153 -33.9993253, 18.7214484 -33.9992547, 18.7215049 -33.9991692)",,
31613544,Pinetree Way,residential,60,5.5,False,True,380.46000000000004,"LINESTRING (18.7239727 -34.0006301, 18.7241292 -34.0005609, 18.7258158 -33.9997937, 18.7258349 -33.9997787, 18.7258513 -33.9997587, 18.7258702 -33.9997241, 18.726074 -33.999157, 18.7260789 -33.999103, 18.7260736 -33.9990668, 18.7260555 -33.9990301, 18.7260365 -33.9989981, 18.7255465 -33.9982652)",,
31613481,Breitenbach Street,residential,60,4.1,False,True,34.607,"LINESTRING (18.7212606 -33.9962557, 18.7214454 -33.9959848)",,
711799647,Pinetree Crescent,residential,60,5.5,False,False,74.949,"LINESTRING (18.7215049 -33.9991692, 18.7218887 -33.998575)",,
31613210,Willow Road,residential,60,5.5,False,False,265.804,"LINESTRING (18.7215049 -33.9991692, 18.7221991 -33.9995032, 18.722228 -33.9995274, 18.7222534 -33.9995538, 18.7227553 -34.0003304, 18.7227781 -34.0003482, 18.722802 -34.0003607, 18.7228261 -34.000363, 18.7228529 -34.0003621, 18.722875 -34.0003574, 18.7235825 -34.000043)",,
31613544,Pinetree Way,residential,60,5.5,False,True,415.31899999999996,"LINESTRING (18.7215049 -33.9991692, 18.7214484 -33.9992547, 18.7214153 -33.9993253, 18.7213945 -33.9993826, 18.7213811 -33.9994426, 18.7213824 -33.9994943, 18.7213938 -33.9995633, 18.721424 -33.9996656, 18.7214629 -33.9997362, 18.7223996 -34.0011787, 18.7224301 -34.0012143, 18.7224663 -34.001243, 18.7224982 -34.0012599, 18.7225317 -34.001263, 18.7225676 -34.0012582, 18.7226383 -34.0012338, 18.7239727 -34.0006301)",,
31613082,Gumtree Way,residential,60,5.1,False,False,75.44,"LINESTRING (18.724317 -33.9977871, 18.7250414 -33.9974715)",,
31613194,Poplar Avenue,residential,60,5.5,False,False,159.59599999999998,"LINESTRING (18.724317 -33.9977871, 18.7246326 -33.9982841, 18.7246473 -33.9983147, 18.7246507 -33.9983469, 18.7246513 -33.9983797, 18.7244958 -33.9988172, 18.724483 -33.9988406, 18.7244649 -33.998865, 18.7244307 -33.9988884, 18.7241902 -33.9989997)",,
31613194,Poplar Avenue,residential,60,5.5,False,True,111.14,"LINESTRING (18.724317 -33.9977871, 18.7241651 -33.9975457, 18.7237459 -33.9969069)",,
31612917,Lacus Street,residential,60,5.8,False,False,41.668,"LINESTRING (18.71758 -33.9964957, 18.7180289 -33.9965394)",2,
31612920,Palm Crescent,residential,60,5.4,False,True,42.121,"LINESTRING (18.71758 -33.9964957, 18.7176374 -33.9961199)",,
31613194,Poplar Avenue,residential,60,5.5,False,False,47.839,"LINESTRING (18.7241902 -33.9989997, 18.7238263 -33.9991596, 18.7237317 -33.9992012)",,
31613194,Poplar Avenue,residential,60,5.5,False,True,159.596,"LINESTRING (18.7241902 -33.9989997, 18.7244307 -33.9988884, 18.7244649 -33.998865, 18.724483 -33.9988406, 18.7244958 -33.9988172, 18.7246513 -33.9983797, 18.7246507 -33.9983469, 18.7246473 -33.9983147, 18.7246326 -33.9982841, 18.724317 -33.9977871)",,
31613293,Wattle Road,residential,60,5.1,False,True,223.956,"LINESTRING (18.7241902 -33.9989997, 18.7241649 -33.9989567, 18.7238379 -33.9984538, 18.7236356 -33.9981426, 18.7234588 -33.9978707, 18.7230427 -33.9972245)",,
31613194,Poplar Avenue,residential,60,5.5,False,False,52.639,"LINESTRING (18.7228507 -33.9963299, 18.7233476 -33.9965631)",,
31613211,Melton Road,tertiary,60,,False,False,81.674,"LINESTRING (18.7228507 -33.9963299, 18.7224071 -33.9969657)",2,
31613191,Magellaan Street,residential,60,,False,False,68.564,"LINESTRING (18.7178273 -34.0003823, 18.7175755 -34.0009625)",,
31613323,Cabral Street,residential,60,5.8,False,False,114.489,"LINESTRING (18.7178273 -34.0003823, 18.718996 -34.0007307)",2,
31613323,Cabral Street,residential,60,5.8,False,True,101.889,"LINESTRING (18.7178273 -34.0003823, 18.7169449 -34.0001144, 18.7167894 -34.0000673)",2,
31612917,Lacus Street,residential,60,5.8,False,False,181.282,"LINESTRING (18.7204541 -33.9967755, 18.7224071 -33.9969657)",2,
31612917,Lacus Street,residential,60,5.8,False,True,76.559,"LINESTRING (18.7204541 -33.9967755, 18.7196293 -33.9966952)",2,
31613100,Starrenburg Avenue,residential,60,8.1,False,False,66.3,"LINESTRING (18.7204541 -33.9967755, 18.7203769 -33.9973683)",,
31613100,Starrenburg Avenue,residential,60,8.1,False,True,72.205,"LINESTRING (18.7204541 -33.9967755, 18.7205382 -33.9961299)",,
31613070,Julius Jordan Avenue,residential,60,5.7,False,False,33.301,"LINESTRING (18.7170451 -33.9991816, 18.7169654 -33.9994737)",,
31613070,Julius Jordan Avenue,residential,60,5.7,False,True,64.626,"LINESTRING (18.7170451 -33.9991816, 18.7172177 -33.9986183)",,
31613311,Julius Jordan Street,residential,60,4.5,False,True,39.873,"LINESTRING (18.7170451 -33.9991816, 18.7166255 -33.9990946)",,
31612872,Redgum Avenue,residential,60,5.5,False,False,74.537,"LINESTRING (18.7235825 -34.000043, 18.7239727 -34.0006301)",,
31613210,Willow Road,residential,60,5.5,False,False,57.593,"LINESTRING (18.7235825 -34.000043, 18.7241243 -33.9997851)",,
31613210,Willow Road,residential,60,5.5,False,True,265.80400000000003,"LINESTRING (18.7235825 -34.000043, 18.722875 -34.0003574, 18.7228529 -34.0003621, 18.7228261 -34.000363, 18.722802 -34.0003607, 18.7227781 -34.0003482, 18.7227553 -34.0003304, 18.7222534 -33.9995538, 18.722228 -33.9995274, 18.7221991 -33.9995032, 18.7215049 -33.9991692)",,
31613134,Rembrandt Crescent,residential,60,5.1,False,False,52.615,"LINESTRING (18.7191516 -33.9996236, 18.7189651 -34.0000708)",,
31613134,Rembrandt Crescent,residential,60,5.1,False,True,228.628,"LINESTRING (18.7191516 -33.9996236, 18.719323 -33.9992431, 18.7193191 -33.999193, 18.7193057 -33.9991636, 18.7192779 -33.9991302, 18.7192326 -33.9991024, 18.71912 -33.9990485, 18.7189847 -33.9989876, 18.7187595 -33.9989356, 18.7187317 -33.9989365, 18.7186942 -33.9989479, 18.7186678 -33.9989616, 18.7186425 -33.9989873, 18.7186293 -33.9990154, 18.7183662 -33.9998952)",,
"[31613528, 31613054]","['Houtman Street', 'David Fortune Street']",residential,60,5.1,False,False,204.926,"LINESTRING (18.7191516 -33.9996236, 18.7200019 -34.0000023, 18.7200467 -34.0000336, 18.7200818 -34.0000729, 18.7200876 -34.0001158, 18.7200782 -34.0001614, 18.7200131 -34.0002625, 18.7195539 -34.0008985)",,
31613070,Julius Jordan Avenue,residential,60,5.7,False,False,64.626,"LINESTRING (18.7172177 -33.9986183, 18.7170451 -33.9991816)",,
31613070,Julius Jordan Avenue,residential,60,5.7,False,True,30.529,"LINESTRING (18.7172177 -33.9986183, 18.7172928 -33.9983509)",,
"[31613466, 31613143]",Picasso Crescent,residential,60,5.1,False,False,167.039,"LINESTRING (18.7172177 -33.9986183, 18.7178498 -33.9987519, 18.7178724 -33.9987675, 18.7178878 -33.9987867, 18.7178989 -33.9988136, 18.7179006 -33.9988447, 18.7176575 -33.999675)",,
31612797,Olive Road,residential,60,5.5,False,False,73.882,"LINESTRING (18.7237459 -33.9969069, 18.7231503 -33.9971647, 18.7230427 -33.9972245)",,
31613194,Poplar Avenue,residential,60,5.5,False,False,111.14,"LINESTRING (18.7237459 -33.9969069, 18.7241651 -33.9975457, 18.724317 -33.9977871)",,
31613194,Poplar Avenue,residential,60,5.5,False,True,54.785,"LINESTRING (18.7237459 -33.9969069, 18.7236391 -33.9967314, 18.7236204 -33.9967125, 18.7235989 -33.9966944, 18.7233476 -33.9965631)",,
31613323,Cabral Street,residential,60,5.8,False,False,54.71,"LINESTRING (18.718996 -34.0007307, 18.7195539 -34.0008985)",2,
31613323,Cabral Street,residential,60,5.8,False,True,114.489,"LINESTRING (18.718996 -34.0007307, 18.7178273 -34.0003823)",2,
31613363,David Lawrence Street,residential,60,,False,True,89.016,"LINESTRING (18.718996 -34.0007307, 18.7191961 -34.0002365, 18.7191997 -34.0002123, 18.7191927 -34.0001859, 18.7191773 -34.0001625, 18.7191575 -34.0001414, 18.7189651 -34.0000708)",,
31613158,Columbus Street,residential,60,,False,True,68.54,"LINESTRING (18.7168586 -34.0037375, 18.7165583 -34.0032863, 18.7164994 -34.0031978)",,
"[31613350, 31613191]","['Magellaan Street', 'Da Gama Street']",residential,60,,False,True,288.226,"LINESTRING (18.7168586 -34.0037375, 18.7173967 -34.0034843, 18.7174383 -34.0034464, 18.7174607 -34.0034022, 18.7174507 -34.0033574, 18.7174349 -34.003314, 18.7169508 -34.0025795, 18.7169267 -34.0025078, 18.71692 -34.0024381, 18.7169308 -34.0023781, 18.7171376 -34.0019336, 18.7172985 -34.0015878)",,
31612965,Pin Oak Road,residential,60,5.5,False,True,74.333,"LINESTRING (18.7241243 -33.9997851, 18.7237317 -33.9992012)",,
31613210,Willow Road,residential,60,5.5,False,True,57.593,"LINESTRING (18.7241243 -33.9997851, 18.7235825 -34.000043)",,
31613210,Willow Road,residential,60,5.5,False,False,231.091,"LINESTRING (18.7241243 -33.9997851, 18.7250885 -33.9993676, 18.7251231 -33.9993451, 18.7251502 -33.9993178, 18.7251656 -33.9993009, 18.7251844 -33.999272, 18.7255465 -33.9982652)",,
31613194,Poplar Avenue,residential,60,5.5,False,True,52.639,"LINESTRING (18.7233476 -33.9965631, 18.7228507 -33.9963299)",,
31613194,Poplar Avenue,residential,60,5.5,False,False,54.785,"LINESTRING (18.7233476 -33.9965631, 18.7235989 -33.9966944, 18.7236204 -33.9967125, 18.7236391 -33.9967314, 18.7237459 -33.9969069)",,
31613544,Pinetree Way,residential,60,5.5,False,False,307.043,"LINESTRING (18.7233476 -33.9965631, 18.7237875 -33.9959138, 18.7238222 -33.9958833, 18.7238591 -33.995865, 18.723888 -33.9958593, 18.7239342 -33.9958591, 18.7239677 -33.9958633, 18.7239999 -33.9958727, 18.724026 -33.9958897, 18.7240458 -33.995913, 18.7240636 -33.9959375, 18.7247732 -33.997039, 18.7250414 -33.9974715)",,
31612823,Stanley Street,residential,60,5.7,False,True,185.622,"LINESTRING (18.7203337 -33.9989134, 18.7213259 -33.9974608)",,
31613070,Julius Jordan Avenue,residential,60,5.7,False,True,33.301,"LINESTRING (18.7169654 -33.9994737, 18.7170451 -33.9991816)",,
31613363,David Lawrence Street,residential,60,,False,False,67.614,"LINESTRING (18.7169654 -33.9994737, 18.7176575 -33.999675)",,
31613070,Julius Jordan Avenue,residential,60,5.7,False,False,67.97,"LINESTRING (18.7169654 -33.9994737, 18.7168429 -33.999887, 18.7167894 -34.0000673)",,
31613100,Starrenburg Avenue,residential,60,8.1,False,False,72.205,"LINESTRING (18.7205382 -33.9961299, 18.7204541 -33.9967755)",,
31613100,Starrenburg Avenue,residential,60,8.1,False,True,56.028,"LINESTRING (18.7205382 -33.9961299, 18.7206195 -33.9960186, 18.720853 -33.9956989)",,
31613178,Hartog Street,residential,,,False,False,75.765,"LINESTRING (18.7205382 -33.9961299, 18.719944 -33.996065, 18.7197234 -33.9960409)",,
31613483,Breitenbach Street,residential,60,6.1,False,True,10.874,"LINESTRING (18.7215487 -33.996032, 18.7214454 -33.9959848)",,
31613191,Magellaan Street,residential,60,,False,True,74.071,"LINESTRING (18.7172985 -34.0015878, 18.7175755 -34.0009625)",,
31613506,Dias Street,residential,60,5.1,False,True,76.755,"LINESTRING (18.7172985 -34.0015878, 18.7165076 -34.001372)",,
"[31613350, 31613191]","['Magellaan Street', 'Da Gama Street']",residential,60,,False,False,288.226,"LINESTRING (18.7172985 -34.0015878, 18.7171376 -34.0019336, 18.7169308 -34.0023781, 18.71692 -34.0024381, 18.7169267 -34.0025078, 18.7169508 -34.0025795, 18.7174349 -34.003314, 18.7174507 -34.0033574, 18.7174607 -34.0034022, 18.7174383 -34.0034464, 18.7173967 -34.0034843, 18.7168586 -34.0037375)",,
31613194,Poplar Avenue,residential,60,5.5,False,False,41.612,"LINESTRING (18.7222866 -33.9987517, 18.7218887 -33.998575)",,
31612797,Olive Road,residential,60,5.5,False,True,200.592,"LINESTRING (18.7222866 -33.9987517, 18.7223096 -33.9987169, 18.7226242 -33.998241, 18.7226323 -33.998201, 18.7226313 -33.9981824, 18.7226239 -33.9981571, 18.7226119 -33.9981376, 18.7225203 -33.998087, 18.722502 -33.9980738, 18.7224895 -33.9980615, 18.7224754 -33.9980392, 18.7224704 -33.9980153, 18.722469 -33.9979911, 18.7224751 -33.9979611, 18.7224855 -33.9979322, 18.7227683 -33.997529, 18.7229347 -33.997299, 18.7229629 -33.9972673, 18.7230427 -33.9972245)",,
31613194,Poplar Avenue,residential,60,5.5,False,True,174.77800000000002,"LINESTRING (18.7222866 -33.9987517, 18.7227785 -33.9989962, 18.722814 -33.9990179, 18.7228415 -33.9990424, 18.7230802 -33.9994126, 18.7231191 -33.9994326, 18.723154 -33.9994382, 18.7231969 -33.9994393, 18.7232257 -33.9994304, 18.7236311 -33.9992455, 18.7237317 -33.9992012)",,
31613070,Julius Jordan Avenue,residential,60,5.7,False,True,71.967,"LINESTRING (18.716636 -34.0007019, 18.7167894 -34.0000673)",,
31613350,Da Gama Street,residential,60,,False,False,91.326,"LINESTRING (18.716636 -34.0007019, 18.7175755 -34.0009625)",,
31613054,Houtman Street,residential,60,,False,True,71.29,"LINESTRING (18.7191752 -34.0014575, 18.7195539 -34.0008985)",,
31612893,Keyser Street,residential,60,,False,False,133.912,"LINESTRING (18.7191752 -34.0014575, 18.7193885 -34.0015557, 18.7194431 -34.0015651, 18.7194955 -34.0015609, 18.7195438 -34.0015478, 18.7199194 -34.0013777, 18.7200912 -34.0013025, 18.720469 -34.0011372)",,
31613043,Tasman Street,residential,60,5.1,False,True,144.24299999999997,"LINESTRING (18.7191752 -34.0014575, 18.7190005 -34.0013926, 18.7184651 -34.0012282, 18.7184277 -34.0012188, 18.7183887 -34.0012176, 18.7183506 -34.0012247, 18.7183276 -34.0012337, 18.7183067 -34.0012457, 18.7182885 -34.0012604, 18.7182735 -34.0012774, 18.7180747 -34.0017322)",,
31613054,Houtman Street,residential,60,,False,False,215.69300000000004,"LINESTRING (18.7191752 -34.0014575, 18.7188425 -34.0019478, 18.718815 -34.0019995, 18.7188117 -34.0020375, 18.718825 -34.002083, 18.7188882 -34.0021926, 18.7190513 -34.0024319, 18.7190761 -34.0024506, 18.719102 -34.0024616, 18.7191389 -34.0024659, 18.7191717 -34.0024639, 18.7192005 -34.0024553, 18.7199474 -34.0021203)",,
31613082,Gumtree Way,residential,60,5.1,False,True,75.44,"LINESTRING (18.7250414 -33.9974715, 18.724317 -33.9977871)",,
31613544,Pinetree Way,residential,60,5.5,False,False,99.786,"LINESTRING (18.7250414 -33.9974715, 18.7255465 -33.9982652)",,
31613544,Pinetree Way,residential,60,5.5,False,True,307.043,"LINESTRING (18.7250414 -33.9974715, 18.7247732 -33.997039, 18.7240636 -33.9959375, 18.7240458 -33.995913, 18.724026 -33.9958897, 18.7239999 -33.9958727, 18.7239677 -33.9958633, 18.7239342 -33.9958591, 18.723888 -33.9958593, 18.7238591 -33.995865, 18.7238222 -33.9958833, 18.7237875 -33.9959138, 18.7233476 -33.9965631)",,
31613481,Breitenbach Street,residential,60,4.1,False,False,34.607,"LINESTRING (18.7214454 -33.9959848, 18.7212606 -33.9962557)",,
31613483,Breitenbach Street,residential,60,6.1,False,False,10.874,"LINESTRING (18.7214454 -33.9959848, 18.7215487 -33.996032)",,
31613483,Breitenbach Street,residential,60,6.1,False,True,63.192,"LINESTRING (18.7214454 -33.9959848, 18.720853 -33.9956989)",,
31613506,Dias Street,residential,60,5.1,False,False,76.755,"LINESTRING (18.7165076 -34.001372, 18.7172985 -34.0015878)",,
31613158,Columbus Street,residential,60,,False,False,221.518,"LINESTRING (18.7165076 -34.001372, 18.7160468 -34.0023397, 18.7160384 -34.0023814, 18.7160357 -34.0024228, 18.7160436 -34.0024683, 18.7160593 -34.0025073, 18.7164994 -34.0031978)",,
31613191,Magellaan Street,residential,60,,False,False,74.071,"LINESTRING (18.7175755 -34.0009625, 18.7172985 -34.0015878)",,
31613191,Magellaan Street,residential,60,,False,True,68.564,"LINESTRING (18.7175755 -34.0009625, 18.7178273 -34.0003823)",,
31613350,Da Gama Street,residential,60,,False,True,91.326,"LINESTRING (18.7175755 -34.0009625, 18.716636 -34.0007019)",,
