osmid,oneway,lanes,ref,name,highway,reversed,length,maxspeed,geometry,junction,bridge,width
27382855,False,2,,Brighton Street,residential,False,76.847,60,"LINESTRING (18.3520401 -34.0419542, 18.3528678 -34.0418692)",,,
27383111,False,2,,Empire Avenue,residential,True,127.386,,"LINESTRING (18.3520401 -34.0419542, 18.3521895 -34.0430931)",,,
27382855,False,2,,Brighton Street,residential,True,76.25,60,"LINESTRING (18.3520401 -34.0419542, 18.351483 -34.0420176, 18.3512193 -34.0420411)",,,
27383111,False,2,,Empire Avenue,residential,False,307.448,,"LINESTRING (18.3520401 -34.0419542, 18.3518465 -34.0405522, 18.351666 -34.0392067)",,,
27383375,False,2,,Earl Street,residential,False,56.263,,"LINESTRING (18.3516393 -34.0405748, 18.351036 -34.0406529)",,,
27383373,False,,,Earl Street,residential,False,57.881,,"LINESTRING (18.3520558 -34.0405529, 18.3522261 -34.0405352, 18.3526796 -34.0404916)",,,
"[27382954, 1268374451, 27382868, 1268787222, 27383288]",False,2,,"['The Promenade', 'Melkhout Crescent']",residential,"[False, True]",387.3469999999999,,"LINESTRING (18.3574803 -34.043458, 18.3575501 -34.0436073, 18.357605 -34.0437357, 18.3576246 -34.0438477, 18.3576702 -34.0439877, 18.3577204 -34.0440416, 18.3577734 -34.0440677, 18.3578432 -34.0440671, 18.3579095 -34.0440543, 18.3581522 -34.0439696, 18.3587207 -34.0452341, 18.3587666 -34.0453362, 18.3591672 -34.0453018, 18.3593935 -34.0452823, 18.3594842 -34.0452724, 18.3599896 -34.0452296)",,,
27383290,False,2,,Mainstream Avenue,unclassified,False,211.62399999999994,,"LINESTRING (18.3574803 -34.043458, 18.357211 -34.0435587, 18.3571368 -34.0435604, 18.3570639 -34.0435351, 18.3570178 -34.043486, 18.3569292 -34.04335, 18.3568816 -34.0432365, 18.3568548 -34.0431509, 18.3568297 -34.0428872, 18.3568145 -34.042797, 18.3567911 -34.0427068, 18.3567564 -34.0425886, 18.3567475 -34.0425185, 18.3567528 -34.0424541, 18.3567649 -34.0424063, 18.3568199 -34.0422908, 18.3568601 -34.0421796, 18.3568779 -34.0420946, 18.3568789 -34.0420685)",,,
27383290,False,2,,Mainstream Avenue,unclassified,True,200.55500000000004,,"LINESTRING (18.3574803 -34.043458, 18.3577175 -34.0433692, 18.3578896 -34.043303, 18.3580456 -34.0432285, 18.3582006 -34.0431359, 18.3582596 -34.0431131, 18.3583219 -34.0430942, 18.3584091 -34.0430703, 18.3584896 -34.0430437, 18.3585358 -34.0430259, 18.3585909 -34.0429931, 18.3586257 -34.0429359, 18.3586465 -34.0428753, 18.3586639 -34.0428542, 18.358686 -34.0428447, 18.3587323 -34.0428389, 18.3590857 -34.0428203, 18.3591841 -34.0428162, 18.3594014 -34.0427996)",,,
"[13856318, 13856319]",True,1,M6,Main Road,primary,False,94.732,,"LINESTRING (18.3594014 -34.0427996, 18.3594081 -34.0427374, 18.35941 -34.0426718, 18.3594158 -34.0425229, 18.3594142 -34.0423375, 18.3594075 -34.0422045, 18.3593967 -34.04211, 18.3593842 -34.0420638, 18.3593684 -34.042017, 18.3593381 -34.0419565)",,,
27383290,False,2,,Mainstream Avenue,unclassified,False,200.555,,"LINESTRING (18.3594014 -34.0427996, 18.3591841 -34.0428162, 18.3590857 -34.0428203, 18.3587323 -34.0428389, 18.358686 -34.0428447, 18.3586639 -34.0428542, 18.3586465 -34.0428753, 18.3586257 -34.0429359, 18.3585909 -34.0429931, 18.3585358 -34.0430259, 18.3584896 -34.0430437, 18.3584091 -34.0430703, 18.3583219 -34.0430942, 18.3582596 -34.0431131, 18.3582006 -34.0431359, 18.3580456 -34.0432285, 18.3578896 -34.043303, 18.3577175 -34.0433692, 18.3574803 -34.043458)",,,
27383290,False,2,,Mainstream Avenue,unclassified,False,39.923,,"LINESTRING (18.3568789 -34.0420685, 18.3568881 -34.0417964, 18.356891 -34.0417096)",,,
27383290,False,2,,Mainstream Avenue,unclassified,True,211.624,,"LINESTRING (18.3568789 -34.0420685, 18.3568779 -34.0420946, 18.3568601 -34.0421796, 18.3568199 -34.0422908, 18.3567649 -34.0424063, 18.3567528 -34.0424541, 18.3567475 -34.0425185, 18.3567564 -34.0425886, 18.3567911 -34.0427068, 18.3568145 -34.042797, 18.3568297 -34.0428872, 18.3568548 -34.0431509, 18.3568816 -34.0432365, 18.3569292 -34.04335, 18.3570178 -34.043486, 18.3570639 -34.0435351, 18.3571368 -34.0435604, 18.357211 -34.0435587, 18.3574803 -34.043458)",,,
748858338,True,1,,,tertiary_link,False,46.708999999999996,,"LINESTRING (18.3568789 -34.0420685, 18.3568601 -34.0419885, 18.3568447 -34.0419341, 18.3568326 -34.0418963, 18.3568199 -34.0418685, 18.3568025 -34.0418452, 18.3567837 -34.0418251, 18.3567589 -34.0418113, 18.3567274 -34.0417968, 18.3566851 -34.0417807, 18.3566073 -34.0417596)",,,
744375284,False,3,,Princess Street,tertiary,True,26.725,,"LINESTRING (18.356891 -34.0417096, 18.3566073 -34.0417596)",,,
13860866,False,2,,Princess Street,tertiary,False,102.673,,"LINESTRING (18.356891 -34.0417096, 18.3570009 -34.0416946, 18.3571263 -34.0416757, 18.3572591 -34.0416585, 18.3574623 -34.041639, 18.357642 -34.0416285, 18.3577902 -34.0416296, 18.3579981 -34.0416379)",,,
27383290,False,2,,Mainstream Avenue,unclassified,True,39.923,,"LINESTRING (18.356891 -34.0417096, 18.3568881 -34.0417964, 18.3568789 -34.0420685)",,,
32640963,False,2,,Scott Road,residential,False,49.303,60,"LINESTRING (18.3586981 -34.0393097, 18.3592293 -34.0392564)",,,
373409790,False,2,M6,Main Road,primary,False,51.556,,"LINESTRING (18.3586981 -34.0393097, 18.358456 -34.0388917)",,,
373409790,False,2,M6,Main Road,primary,True,76.017,,"LINESTRING (18.3586981 -34.0393097, 18.358945 -34.0397702, 18.3590321 -34.0399348)",,,
32630256,True,1,,Victoria Avenue,tertiary,False,57.42400000000001,,"LINESTRING (18.350603 -34.043595, 18.3506087 -34.0436053, 18.3506156 -34.043617, 18.3506227 -34.0436345, 18.3506367 -34.0436965, 18.3506481 -34.0437726, 18.350658 -34.043838, 18.3506709 -34.0438817, 18.3506844 -34.043916, 18.3507023 -34.0439482, 18.3507383 -34.044002, 18.3507664 -34.0440294, 18.3507839 -34.0440383, 18.3508249 -34.0440528)",,,
370191331,False,2,,Victoria Avenue,tertiary,True,164.96699999999998,,"LINESTRING (18.350603 -34.043595, 18.3505789 -34.0434362, 18.3505767 -34.0434204, 18.3505596 -34.0432984, 18.3504066 -34.0421204)",,,
1269168875,True,1,,,tertiary,False,12.216,,"LINESTRING (18.3509305 -34.0441656, 18.350923 -34.0441923, 18.3509073 -34.0442165, 18.3508845 -34.0442365, 18.3508562 -34.0442508)",roundabout,,
32630245,True,1,,Harbour Road,unclassified,False,39.74399999999999,,"LINESTRING (18.3508562 -34.0442508, 18.3508314 -34.0442859, 18.3508099 -34.0443204, 18.3507907 -34.0443532, 18.3507753 -34.0443834, 18.3507611 -34.0444194, 18.3507269 -34.0445179, 18.3507178 -34.0445387, 18.3507074 -34.0445553, 18.3506898 -34.0445786)",,,
1269168878,True,1,,,tertiary,False,15.8,,"LINESTRING (18.3508562 -34.0442508, 18.3508146 -34.0442593, 18.3507719 -34.0442558, 18.3507332 -34.0442405, 18.3507029 -34.0442154)",roundabout,,
1269168876,True,1,,,tertiary,False,8.814,,"LINESTRING (18.3507029 -34.0442154, 18.350688 -34.044192, 18.3506807 -34.0441663, 18.3506815 -34.0441399)",roundabout,,
32630242,True,1,,,tertiary,False,18.153,,"LINESTRING (18.3506815 -34.0441399, 18.3506906 -34.0441138, 18.3507076 -34.0440905, 18.3507314 -34.0440717, 18.3507602 -34.0440586, 18.3507921 -34.0440522, 18.3508249 -34.0440528)",roundabout,,
32630251,True,1,,Victoria Avenue,tertiary,False,61.507000000000005,,"LINESTRING (18.3506815 -34.0441399, 18.3506809 -34.0440808, 18.3506752 -34.0440519, 18.3506695 -34.0440309, 18.3506545 -34.0439822, 18.3506358 -34.0439325, 18.3506227 -34.0438921, 18.3506099 -34.043828, 18.3506028 -34.0437574, 18.3505974 -34.0436832, 18.3505949 -34.0436365, 18.3505967 -34.0436203, 18.350599 -34.0436064, 18.350603 -34.043595)",,,
800251095,True,1,,,residential,False,16.918,20,"LINESTRING (18.3583205 -34.0389542, 18.3583052 -34.0389688, 18.3582009 -34.0390097, 18.3581828 -34.0390161, 18.358159 -34.039023)",,,
800251097,False,2,,,residential,True,14.29,20,"LINESTRING (18.3583205 -34.0389542, 18.3583729 -34.03893, 18.358456 -34.0388917)",,,
694316407,False,,,Baviaanskloof Road,residential,True,18.228,60,"LINESTRING (18.3605429 -34.0432047, 18.360439 -34.0430652)",,,
"[812622236, 32641007]",False,,,"['Baye du Bois Complex', 'Military Road']",residential,True,38.897000000000006,60,"LINESTRING (18.3605429 -34.0432047, 18.3603155 -34.0434419, 18.3603566 -34.0434741)",,,
694316407,False,,,Baviaanskloof Road,residential,False,70.47300000000001,60,"LINESTRING (18.3605429 -34.0432047, 18.3605891 -34.0432587, 18.3607477 -34.0434541, 18.3609519 -34.043657, 18.3610113 -34.0437038)",,,
32640556,False,,,Johan Road,residential,True,72.723,60,"LINESTRING (18.3607363 -34.0397641, 18.3606397 -34.039115)",,,
268906019,True,2,,Saint Anthony's Road,residential,False,117.593,60,"LINESTRING (18.3607363 -34.0397641, 18.3594693 -34.039891)",,,
32640556,False,,,Johan Road,residential,False,72.723,60,"LINESTRING (18.3606397 -34.039115, 18.3607363 -34.0397641)",,,
32640963,False,2,,Scott Road,residential,True,130.905,60,"LINESTRING (18.3606397 -34.039115, 18.3592293 -34.0392564)",,,
"[830251224, 32642188]",False,,,"['Milner Avenue', 'Alexander Avenue']",residential,True,173.19099999999995,50,"LINESTRING (18.3539695 -34.0400386, 18.3538073 -34.0399635, 18.3535616 -34.0398484, 18.3532792 -34.0397175, 18.353149 -34.0396557, 18.3529823 -34.0395778, 18.3528977 -34.0395393, 18.3528246 -34.0395092, 18.3527761 -34.0394915, 18.3527269 -34.0394761, 18.3526891 -34.0394666, 18.3526524 -34.0394631, 18.3526306 -34.0394617, 18.3526098 -34.0394616, 18.3525854 -34.0394622, 18.3525369 -34.0394661, 18.3525553 -34.0396898)",,,
812625649,False,,,Sea Glade Complex,residential,True,8.993,,"LINESTRING (18.3543909 -34.0417041, 18.3542997 -34.0417329)",,,
38700877,False,,,,residential,True,30.833,60,"LINESTRING (18.358035 -34.0413623, 18.3579981 -34.0416379)",,,
32640552,False,2,,,residential,True,11.102,20,"LINESTRING (18.3581242 -34.0391182, 18.3581436 -34.0390514, 18.358159 -34.039023)",,,
830251224,False,,,Milner Avenue,residential,True,45.406,,"LINESTRING (18.3526316 -34.0400852, 18.3526796 -34.0404916)",,,
151733157,False,,,Wetlands Crescent,residential,True,244.145,60,"LINESTRING (18.3526316 -34.0400852, 18.3533836 -34.0404368, 18.3534655 -34.0404724, 18.3534933 -34.0404769, 18.3535261 -34.0404755, 18.3535603 -34.0404683, 18.3535979 -34.0404525, 18.3536151 -34.0404425, 18.3536368 -34.0404224, 18.3536589 -34.0403946, 18.3536774 -34.0403627, 18.3536817 -34.0403479, 18.353682 -34.040334, 18.3536771 -34.0403142, 18.3536675 -34.0402971, 18.3536549 -34.0402808, 18.3536201 -34.0402495, 18.3535869 -34.0402256, 18.353215 -34.0400226, 18.3531184 -34.0399715, 18.3525553 -34.0396898)",,,5.7
830251224,False,,,Milner Avenue,residential,False,44.528000000000006,,"LINESTRING (18.3526316 -34.0400852, 18.3526027 -34.0399207, 18.3525553 -34.0396898)",,,
151733157,False,,,Wetlands Crescent,residential,False,244.145,60,"LINESTRING (18.3525553 -34.0396898, 18.3531184 -34.0399715, 18.353215 -34.0400226, 18.3535869 -34.0402256, 18.3536201 -34.0402495, 18.3536549 -34.0402808, 18.3536675 -34.0402971, 18.3536771 -34.0403142, 18.353682 -34.040334, 18.3536817 -34.0403479, 18.3536774 -34.0403627, 18.3536589 -34.0403946, 18.3536368 -34.0404224, 18.3536151 -34.0404425, 18.3535979 -34.0404525, 18.3535603 -34.0404683, 18.3535261 -34.0404755, 18.3534933 -34.0404769, 18.3534655 -34.0404724, 18.3533836 -34.0404368, 18.3526316 -34.0400852)",,,5.7
830251224,False,,,Milner Avenue,residential,True,44.528000000000006,,"LINESTRING (18.3525553 -34.0396898, 18.3526027 -34.0399207, 18.3526316 -34.0400852)",,,
"[830251224, 32642188]",False,,,"['Milner Avenue', 'Alexander Avenue']",residential,False,173.191,50,"LINESTRING (18.3525553 -34.0396898, 18.3525369 -34.0394661, 18.3525854 -34.0394622, 18.3526098 -34.0394616, 18.3526306 -34.0394617, 18.3526524 -34.0394631, 18.3526891 -34.0394666, 18.3527269 -34.0394761, 18.3527761 -34.0394915, 18.3528246 -34.0395092, 18.3528977 -34.0395393, 18.3529823 -34.0395778, 18.353149 -34.0396557, 18.3532792 -34.0397175, 18.3535616 -34.0398484, 18.3538073 -34.0399635, 18.3539695 -34.0400386)",,,
362029461,False,,,Royal Avenue,residential,False,5.87,60,"LINESTRING (18.3509235 -34.0398334, 18.3509289 -34.039886)",,,5.7
