osmid,lanes,name,highway,oneway,reversed,length,ref,maxspeed,geometry,bridge
"[13761264, 599912077]",2,"['Champion Street', '14th Avenue']",residential,False,"[False, True]",335.717,,,"LINESTRING (28.2647013 -26.2103031, 28.2646968 -26.2109303, 28.2646854 -26.2109742, 28.264664 -26.2110091, 28.2646304 -26.2110368, 28.2645982 -26.2110501, 28.26455 -26.2110567, 28.262942 -26.2110579, 28.2628944 -26.2110555, 28.2628226 -26.2110422, 28.2626966 -26.2110128, 28.2621413 -26.2108551)",
35392475,2,Railway Street,tertiary,False,False,74.714,,,"LINESTRING (28.2601927 -26.2162179, 28.2596677 -26.2166971)",
35392475,2,Railway Street,tertiary,False,True,12.368,,,"LINESTRING (28.2601927 -26.2162179, 28.2602746 -26.2161344)",
275535009,2,Campbell Road,tertiary,True,False,84.289,,,"LINESTRING (28.2601927 -26.2162179, 28.2600935 -26.2161347, 28.2599761 -26.2160126, 28.2598997 -26.2159031, 28.2598507 -26.2158044, 28.2598058 -26.2156775, 28.2597755 -26.2155765)",
213439451,,Otto Road,residential,False,False,63.293,,,"LINESTRING (28.2572043 -26.2101115, 28.2572168 -26.2095424)",
213439453,2,Basson Road,residential,False,False,179.61499999999998,,,"LINESTRING (28.2572043 -26.2101115, 28.2578594 -26.2103288, 28.2584855 -26.2105447, 28.2586102 -26.2105808, 28.2587229 -26.2106109, 28.2589044 -26.210629)",
213439453,2,Basson Road,residential,False,False,37.214,,,"LINESTRING (28.2589044 -26.210629, 28.2592756 -26.2105959)",
212616028,,Brown Street,residential,False,True,215.126,,,"LINESTRING (28.2589044 -26.210629, 28.2589026 -26.2107095, 28.2588905 -26.2107625, 28.2588664 -26.2108443, 28.2581829 -26.2124464)",
213439453,2,Basson Road,residential,False,True,179.615,,,"LINESTRING (28.2589044 -26.210629, 28.2587229 -26.2106109, 28.2586102 -26.2105808, 28.2584855 -26.2105447, 28.2578594 -26.2103288, 28.2572043 -26.2101115)",
62256232,4,Campbell Road,tertiary,False,False,86.094,,,"LINESTRING (28.2592756 -26.2105959, 28.259235 -26.2098225)",
213439453,2,Basson Road,residential,False,True,37.214,,,"LINESTRING (28.2592756 -26.2105959, 28.2589044 -26.210629)",
62256232,4,Campbell Road,tertiary,False,True,229.071,,,"LINESTRING (28.2592756 -26.2105959, 28.2593765 -26.2115189, 28.2594933 -26.2126467)",
62256232,4,Campbell Road,tertiary,False,False,229.071,,,"LINESTRING (28.2594933 -26.2126467, 28.2593765 -26.2115189, 28.2592756 -26.2105959)",
"[62256232, 275535012, 62256231]",4,Campbell Road,tertiary,False,True,306.29999999999995,,,"LINESTRING (28.2594933 -26.2126467, 28.259665 -26.2142827, 28.2597196 -26.2147988, 28.2597797 -26.2153893)",yes
212615851,2,Padda Street,residential,False,False,135.866,,,"LINESTRING (28.2594933 -26.2126467, 28.2591011 -26.2126858, 28.2590099 -26.212693, 28.2589442 -26.212693, 28.2588764 -26.2126792, 28.2588144 -26.2126614, 28.2581829 -26.2124464)",
212615851,2,Padda Street,residential,False,True,135.866,,,"LINESTRING (28.2581829 -26.2124464, 28.2588144 -26.2126614, 28.2588764 -26.2126792, 28.2589442 -26.212693, 28.2590099 -26.212693, 28.2591011 -26.2126858, 28.2594933 -26.2126467)",
212616028,,Brown Street,residential,False,False,215.12599999999998,,,"LINESTRING (28.2581829 -26.2124464, 28.2588664 -26.2108443, 28.2588905 -26.2107625, 28.2589026 -26.2107095, 28.2589044 -26.210629)",
32256989,2,13th Avenue,residential,False,True,17.403,,,"LINESTRING (28.2624624 -26.2101436, 28.2623962 -26.2102884)",
32256989,2,13th Avenue,residential,False,False,69.197,,,"LINESTRING (28.2624624 -26.2101436, 28.2625806 -26.2098402, 28.2625932 -26.2098022, 28.2626047 -26.2097674, 28.2626161 -26.2097163, 28.262624 -26.2095436)",
213439451,,Otto Road,residential,False,True,63.293,,,"LINESTRING (28.2572168 -26.2095424, 28.2572043 -26.2101115)",
32256957,2,Champion,residential,False,False,206.85099999999997,,,"LINESTRING (28.2572168 -26.2095424, 28.2582897 -26.2095424, 28.2584144 -26.2095545, 28.258523 -26.2095749, 28.2589366 -26.209705, 28.259235 -26.2098225)",
275535008,2,Campbell Road,tertiary,True,False,98.032,,,"LINESTRING (28.2597797 -26.2153893, 28.2598719 -26.2156246, 28.2599423 -26.2157715, 28.2600136 -26.2158805, 28.2601107 -26.2159889, 28.2602746 -26.2161344)",
"[62256232, 275535012, 62256231]",4,Campbell Road,tertiary,False,False,306.3,,,"LINESTRING (28.2597797 -26.2153893, 28.2597196 -26.2147988, 28.259665 -26.2142827, 28.2594933 -26.2126467)",yes
35392475,2,Railway Street,tertiary,False,False,12.368,,,"LINESTRING (28.2602746 -26.2161344, 28.2601927 -26.2162179)",
"[840789608, 616646432, 616646431]","['2', '3']",Kruger Street,tertiary,True,False,159.378,,,"LINESTRING (28.2602746 -26.2161344, 28.260504 -26.2162582, 28.260603 -26.2163043, 28.2607115 -26.2163402, 28.2608904 -26.2163658, 28.2611659 -26.2163908, 28.261513 -26.2164154, 28.2618023 -26.2164738)",
597071015,1,,tertiary_link,True,False,118.536,,,"LINESTRING (28.2607251 -26.2164421, 28.2604368 -26.2164667, 28.2602175 -26.2164968, 28.2600211 -26.2165516, 28.259889 -26.2166081, 28.2596073 -26.2167531)",
"[616646433, 616646434]","['2', '3']",Kruger Street,tertiary,True,False,58.85,,,"LINESTRING (28.2607251 -26.2164421, 28.2605203 -26.2163775, 28.2604105 -26.2163271, 28.2601927 -26.2162179)",
616646434,2,Kruger Street,tertiary,True,False,107.889,,,"LINESTRING (28.2618023 -26.2164738, 28.2615102 -26.2164919, 28.2611696 -26.216481, 28.2608371 -26.2164653, 28.2607251 -26.2164421)",
35392475,2,Railway Street,tertiary,False,True,74.714,,,"LINESTRING (28.2596677 -26.2166971, 28.2601927 -26.2162179)",
947672255,2,Railway Street,tertiary,False,False,8.665,,,"LINESTRING (28.2596677 -26.2166971, 28.2596073 -26.2167531)",
597071017,1,,tertiary_link,True,False,127.08,,,"LINESTRING (28.2596677 -26.2166971, 28.2597629 -26.2164649, 28.2597951 -26.2163627, 28.2598125 -26.2162592, 28.2598092 -26.2161118, 28.2597884 -26.2158874, 28.2597683 -26.2157124, 28.2597755 -26.2155765)",
27656820,2,9th Avenue,residential,False,False,8.518,,,"LINESTRING (28.257157 -26.2086729, 28.2571572 -26.2087495)",
384387192,2,Cason Road,primary,True,False,113.406,R29,,"LINESTRING (28.257157 -26.2086729, 28.2582937 -26.2086629)",
27656781,2,10th Avenue,residential,False,False,9.085,,,"LINESTRING (28.2582937 -26.2086629, 28.2582943 -26.2087446)",
384387192,2,Cason Road,primary,True,False,113.32300000000001,R29,,"LINESTRING (28.2582937 -26.2086629, 28.2593337 -26.2086659, 28.2594296 -26.2086677)",
635396784,4,11th Avenue,tertiary,False,True,8.829,,,"LINESTRING (28.2594296 -26.2086677, 28.2594296 -26.2087471)",
275535062,4,11th Avenue,tertiary,False,False,77.74199999999999,,,"LINESTRING (28.2594296 -26.2086677, 28.259429 -26.2086123, 28.2594377 -26.2079686)",
384387192,2,Cason Road,primary,True,False,113.93,R29,,"LINESTRING (28.2594296 -26.2086677, 28.2595275 -26.2086773, 28.2605709 -26.2086917)",
27656690,2,12th Avenue,residential,False,False,8.233,,,"LINESTRING (28.2605709 -26.2086917, 28.2605682 -26.2087657)",
384387192,2,Cason Road,primary,True,False,205.642,R29,,"LINESTRING (28.2605709 -26.2086917, 28.2626322 -26.2086954)",
32256989,2,13th Avenue,residential,False,True,7.618,,,"LINESTRING (28.2626322 -26.2086954, 28.2626335 -26.2087639)",
384387192,2,Cason Road,primary,True,False,209.254,R29,,"LINESTRING (28.2626322 -26.2086954, 28.2641892 -26.2086964, 28.2644192 -26.2086965, 28.2647297 -26.2086967)",
384387192,2,Cason Road,primary,True,False,93.749,R29,,"LINESTRING (28.2647297 -26.2086967, 28.2656694 -26.2087015)",
599912077,2,14th Avenue,residential,False,True,9.104,,,"LINESTRING (28.2647297 -26.2086967, 28.2647223 -26.2087783)",
"[625600904, 13738039]","['2', '3']",14th Avenue,residential,False,False,80.762,,,"LINESTRING (28.2647297 -26.2086967, 28.2647299 -26.2085365, 28.26473 -26.2084385, 28.2647301 -26.2083284, 28.2647328 -26.2079704)",
12093819,2,15th Avenue,residential,False,True,7.076,,,"LINESTRING (28.2656694 -26.2087015, 28.2656718 -26.2087651)",
947672255,2,Railway Street,tertiary,False,True,8.665,,,"LINESTRING (28.2596073 -26.2167531, 28.2596677 -26.2166971)",
275535009,2,Campbell Road,tertiary,True,False,21.169,,,"LINESTRING (28.2597755 -26.2155765, 28.2597609 -26.2154868, 28.2597629 -26.2154402, 28.2597797 -26.2153893)",
212616483,,Sky Street,residential,True,False,89.719,,,"LINESTRING (28.2617034 -26.2100539, 28.260862 -26.209769)",
766288289,,,residential,False,True,17.928,,,"LINESTRING (28.2617034 -26.2100539, 28.2617627 -26.2099017)",
766288289,,,residential,False,False,17.928,,,"LINESTRING (28.2617627 -26.2099017, 28.2617034 -26.2100539)",
766507946,,Sky Street,residential,True,False,74.807,,,"LINESTRING (28.2617627 -26.2099017, 28.2624624 -26.2101436)",
212616483,,Sky Street,residential,True,False,82.009,,,"LINESTRING (28.260862 -26.209769, 28.2600929 -26.2095086)",
766288290,,,residential,False,True,18.566,,,"LINESTRING (28.260862 -26.209769, 28.2609205 -26.2096105)",
766288290,,,residential,False,False,18.566,,,"LINESTRING (28.2609205 -26.2096105, 28.260862 -26.209769)",
766507946,,Sky Street,residential,True,False,90.043,,,"LINESTRING (28.2609205 -26.2096105, 28.2617627 -26.2099017)",
766288291,,,residential,False,True,19.112,,,"LINESTRING (28.2600929 -26.2095086, 28.2601623 -26.2093484)",
"[766507946, 212616483]",,Sky Street,residential,True,False,132.639,,,"LINESTRING (28.2600929 -26.2095086, 28.2595959 -26.2093403, 28.2595691 -26.2093162, 28.259553 -26.2092861, 28.2595517 -26.2092561, 28.2595611 -26.2092296, 28.2595792 -26.2092049, 28.25961 -26.2091869, 28.2596415 -26.2091772, 28.2596797 -26.2091815, 28.2601623 -26.2093484)",
766288291,,,residential,False,False,19.112,,,"LINESTRING (28.2601623 -26.2093484, 28.2600929 -26.2095086)",
766507946,,Sky Street,residential,True,False,81.06,,,"LINESTRING (28.2601623 -26.2093484, 28.2609205 -26.2096105)",
