osmid,oneway,lanes,ref,name,highway,reversed,length,geometry,maxspeed,width,bridge
"[321770105, 974485956]",False,3,,Liardet Street,tertiary,True,103.485,"LINESTRING (174.0764873 -39.0580589, 174.0764354 -39.0579595, 174.0763835 -39.0578601, 174.0763409 -39.0577772, 174.0760934 -39.0572952, 174.0760419 -39.0571949)","['50', '30']",8,
"[1180133227, 1180133228, 323909315]",False,"['2', '3']",,Liardet Street,tertiary,True,100.30199999999999,"LINESTRING (174.0769063 -39.0589002, 174.0768576 -39.0588047, 174.0767333 -39.0585541, 174.0767029 -39.0584927, 174.0766823 -39.0584486, 174.0765523 -39.0581911, 174.0765455 -39.0581773, 174.0764873 -39.0580589)",50,8,
"[1180133229, 324147085]",False,"['2', '3']",,Liardet Street,tertiary,False,99.935,"LINESTRING (174.0769063 -39.0589002, 174.0769498 -39.0589889, 174.0770692 -39.0592327, 174.0771477 -39.0593928, 174.0772737 -39.0596499, 174.0772929 -39.0596893, 174.0773179 -39.0597402)",,8,
45891162,False,,,Liardet Street,tertiary,False,100.491,"LINESTRING (174.077738 -39.0605825, 174.0781538 -39.0614266)",30,5,
45810318,False,,,Pendarves Street,tertiary,False,153.22899999999998,"LINESTRING (174.077738 -39.0605825, 174.0776831 -39.0605985, 174.0761437 -39.0610483, 174.076077 -39.0610678)",50,8,
87575497,False,,,Pendarves Street,residential,False,271.211,"LINESTRING (174.077738 -39.0605825, 174.077792 -39.0605637, 174.0806025 -39.0597126, 174.0806641 -39.0596958)",,,
324147085,False,2,,Liardet Street,tertiary,True,100.439,"LINESTRING (174.077738 -39.0605825, 174.0775124 -39.0601262, 174.0773179 -39.0597402)",,8,
45810318,False,,,Pendarves Street,tertiary,True,153.22899999999998,"LINESTRING (174.076077 -39.0610678, 174.0761437 -39.0610483, 174.0776831 -39.0605985, 174.077738 -39.0605825)",50,8,
222872292,False,2,,Carrington Street,secondary,True,41.781,"LINESTRING (174.076077 -39.0610678, 174.0761388 -39.0611942, 174.0761884 -39.0613105, 174.0762292 -39.0614242)",,7,
323910337,False,,,Carrington Street,secondary,False,221.194,"LINESTRING (174.076077 -39.0610678, 174.0758519 -39.0606339, 174.0758117 -39.0605058, 174.0758036 -39.0604131, 174.0758023 -39.0602986, 174.0758101 -39.0602022, 174.0758613 -39.0595738, 174.0758827 -39.0593364, 174.0758841 -39.0592166, 174.0758747 -39.0591187)",50,7,
45835514,False,,,Victoria Road,tertiary,False,66.574,"LINESTRING (174.0762292 -39.0614242, 174.0763003 -39.0614174, 174.0763366 -39.0614395, 174.0763755 -39.0614995, 174.076401 -39.0615885, 174.0764234 -39.0616898, 174.0764302 -39.061769, 174.0764275 -39.0618384, 174.0764187 -39.0619355)",50,,
222872292,False,2,,Carrington Street,secondary,False,41.781,"LINESTRING (174.0762292 -39.0614242, 174.0761884 -39.0613105, 174.0761388 -39.0611942, 174.076077 -39.0610678)",,7,
"[323910337, 1162927365, 1162927367]",False,,,Carrington Street,secondary,False,92.558,"LINESTRING (174.0758747 -39.0591187, 174.0758599 -39.0590281, 174.0758331 -39.0589349, 174.0758036 -39.0588652, 174.0757754 -39.0588173, 174.0757426 -39.0587777, 174.0756822 -39.0587095, 174.0756306 -39.0586579, 174.0755694 -39.05858, 174.0754705 -39.0584377, 174.075464 -39.0584283, 174.0754328 -39.0583726)",50,7,
323910337,False,,,Carrington Street,secondary,True,221.19400000000002,"LINESTRING (174.0758747 -39.0591187, 174.0758841 -39.0592166, 174.0758827 -39.0593364, 174.0758613 -39.0595738, 174.0758101 -39.0602022, 174.0758023 -39.0602986, 174.0758036 -39.0604131, 174.0758117 -39.0605058, 174.0758519 -39.0606339, 174.076077 -39.0610678)",50,7,
"[1225619114, 1225619115, 885282029, 831254862]",False,,,,unclassified,False,47.659000000000006,"LINESTRING (174.0758747 -39.0591187, 174.075811 -39.059125, 174.0757613 -39.0591388, 174.0757037 -39.059155, 174.0755487 -39.059202, 174.0754796 -39.059224, 174.0754406 -39.0592364, 174.0753635 -39.0592732)",,,yes
"[323910337, 1162927365, 1162927367]",False,,,Carrington Street,secondary,True,92.558,"LINESTRING (174.0754328 -39.0583726, 174.075464 -39.0584283, 174.0754705 -39.0584377, 174.0755694 -39.05858, 174.0756306 -39.0586579, 174.0756822 -39.0587095, 174.0757426 -39.0587777, 174.0757754 -39.0588173, 174.0758036 -39.0588652, 174.0758331 -39.0589349, 174.0758599 -39.0590281, 174.0758747 -39.0591187)",50,7,
"[975825538, 975825539, 1180133231]",True,"['2', '3', '4']",SH 45,Courtenay Street,primary,False,97.514,"LINESTRING (174.0754328 -39.0583726, 174.0755319 -39.0583431, 174.075939 -39.058222, 174.076134 -39.058162, 174.0763551 -39.0580939, 174.0764873 -39.0580589)",50,,
886893845,True,,,Gill Street,residential,False,19.109,"LINESTRING (174.0755906 -39.0562871, 174.0757972 -39.0562255)",30,,
1162927328,False,2,,Liardet Street,tertiary,False,10.18,"LINESTRING (174.0755906 -39.0562871, 174.0756331 -39.0563725)",30,8,
"[1162927329, 1162927330, 45810317, 1026374107, 1026374108]",False,3,,Liardet Street,tertiary,True,87.668,"LINESTRING (174.0755906 -39.0562871, 174.0755378 -39.0561808, 174.0754253 -39.0559546, 174.0754041 -39.055912, 174.0753544 -39.0558119, 174.0752684 -39.055639, 174.0752249 -39.0555516)","['30', '50']",8,
1026374108,False,3,,Liardet Street,tertiary,False,9.08,"LINESTRING (174.0751871 -39.0554754, 174.0752249 -39.0555516)",50,8,
1225410308,True,1,SH 44,Molesworth Street,trunk,False,39.48,"LINESTRING (174.0751871 -39.0554754, 174.0755473 -39.0553662, 174.0756147 -39.0553824)",50,,
"[1180133240, 34088886]",False,2,SH 44,Eliot Street,trunk,False,102.46300000000001,"LINESTRING (174.0823116 -39.0543151, 174.0825949 -39.0548729, 174.0826941 -39.0550683, 174.0827486 -39.0551718)",50,,
87973130,False,,,Gill Street,residential,False,103.81099999999999,"LINESTRING (174.0823116 -39.0543151, 174.0823775 -39.054295, 174.0825485 -39.0542427, 174.0834303 -39.0539732)",50,,
87973130,False,,,Gill Street,residential,True,95.21600000000001,"LINESTRING (174.0823116 -39.0543151, 174.0822573 -39.0543314, 174.0816444 -39.0545146, 174.0812834 -39.0546245)",50,,
"[377681109, 1180133239]",False,3,SH 44,Eliot Street,trunk,False,102.535,"LINESTRING (174.0827486 -39.0551718, 174.0828001 -39.0552774, 174.0829572 -39.0556084, 174.0831135 -39.0559094, 174.0831274 -39.0559363, 174.0831761 -39.056032)",50,,
"[1180133240, 34088886]",False,2,SH 44,Eliot Street,trunk,True,102.46300000000001,"LINESTRING (174.0827486 -39.0551718, 174.0826941 -39.0550683, 174.0825949 -39.0548729, 174.0823116 -39.0543151)",50,,
"[320755464, 1180133241, 974485959]",False,,,Devon Street East,tertiary,False,349.107,"LINESTRING (174.0827486 -39.0551718, 174.0826185 -39.05521, 174.0823271 -39.0552958, 174.0822133 -39.0553292, 174.0817724 -39.0554551, 174.0813781 -39.055574, 174.0807185 -39.0557719, 174.0804144 -39.0558642, 174.0801606 -39.0559401, 174.079407 -39.056172, 174.0791206 -39.0562754, 174.0790433 -39.0562987, 174.078985 -39.0563171)","['50', '30']",,
45891162,False,,,Liardet Street,tertiary,True,100.491,"LINESTRING (174.0781538 -39.0614266, 174.077738 -39.0605825)",30,5,
87575495,False,2,,Gilbert Street,tertiary,True,160.353,"LINESTRING (174.0781538 -39.0614266, 174.0781033 -39.0614418, 174.0772026 -39.0617137, 174.0765142 -39.0619236, 174.0764704 -39.0619326, 174.0764187 -39.0619355)",50,,
320755076,False,,,Liardet Street,residential,False,100.545,"LINESTRING (174.0781538 -39.0614266, 174.0785481 -39.0622182, 174.0785771 -39.0622689)",30,5,
320755082,False,,,Gilbert Street,residential,False,271.697,"LINESTRING (174.0781538 -39.0614266, 174.0782086 -39.0614101, 174.0810055 -39.0605665, 174.0810871 -39.0605419)",,,
45835514,False,,,Victoria Road,tertiary,True,66.574,"LINESTRING (174.0764187 -39.0619355, 174.0764275 -39.0618384, 174.0764302 -39.061769, 174.0764234 -39.0616898, 174.076401 -39.0615885, 174.0763755 -39.0614995, 174.0763366 -39.0614395, 174.0763003 -39.0614174, 174.0762292 -39.0614242)",50,,
87575495,False,2,,Gilbert Street,tertiary,False,160.353,"LINESTRING (174.0764187 -39.0619355, 174.0764704 -39.0619326, 174.0765142 -39.0619236, 174.0772026 -39.0617137, 174.0781033 -39.0614418, 174.0781538 -39.0614266)",50,,
377435570,False,2,,Gover Street,residential,False,100.304,"LINESTRING (174.0810871 -39.0605419, 174.0815079 -39.0613827)",50,,
377435570,False,2,,Gover Street,residential,True,100.922,"LINESTRING (174.0810871 -39.0605419, 174.0806641 -39.0596958)",50,,
320755082,False,,,Gilbert Street,residential,False,109.05699999999999,"LINESTRING (174.0810871 -39.0605419, 174.0811604 -39.0605197, 174.0817233 -39.0603492, 174.0822648 -39.0601874)",,,
320755082,False,,,Gilbert Street,residential,True,271.697,"LINESTRING (174.0810871 -39.0605419, 174.0810055 -39.0605665, 174.0782086 -39.0614101, 174.0781538 -39.0614266)",,,
377435570,False,2,,Gover Street,residential,False,100.21199999999999,"LINESTRING (174.0794097 -39.0571752, 174.0794607 -39.057282, 174.079657 -39.0576746, 174.0798029 -39.0579634, 174.0798304 -39.0580151)",50,,
"[974485957, 377435581]",False,,,Gover Street,residential,True,102.22399999999999,"LINESTRING (174.0794097 -39.0571752, 174.0793559 -39.0570641, 174.079271 -39.0568987, 174.0792063 -39.0567643, 174.0790401 -39.0564306, 174.078985 -39.0563171)","['50', '30']",,
"[1180133235, 1180133236]",True,,SH 45,Courtenay Street,primary,False,201.45799999999997,"LINESTRING (174.0794097 -39.0571752, 174.079578 -39.0571213, 174.0799333 -39.0570159, 174.0800873 -39.056967, 174.0804876 -39.0568498, 174.0811076 -39.05666, 174.0811797 -39.056638, 174.0815824 -39.0565151)",50,,
87973133,False,,,Gover Street,residential,False,98.763,"LINESTRING (174.0781454 -39.0546193, 174.0781734 -39.0546758, 174.0783266 -39.0549951, 174.0784505 -39.0552471, 174.0785502 -39.05545)",,,
"[1026375937, 1026375938, 1225410307]",False,"['2', '3']",SH 44,Molesworth Street,trunk,True,234.423,"LINESTRING (174.0781454 -39.0546193, 174.0781029 -39.0546312, 174.0778734 -39.0546989, 174.0775099 -39.0548067, 174.0767289 -39.0550382, 174.0757512 -39.0553394, 174.0756147 -39.0553824)",50,,
1026375939,False,2,SH 44,Molesworth Street,trunk,False,51.614,"LINESTRING (174.0781454 -39.0546193, 174.0782491 -39.0545751, 174.0785953 -39.0544676, 174.0786944 -39.0544371)",50,,
148758460,False,2,SH 3,Eliot Street,trunk,True,100.333,"LINESTRING (174.0844498 -39.0585542, 174.0840113 -39.0577186)",50,,
87575497,False,,,Pendarves Street,residential,True,149.042,"LINESTRING (174.0844498 -39.0585542, 174.0843764 -39.058574, 174.0828402 -39.0590383)",,,
148758460,False,2,SH 3,Eliot Street,trunk,False,263.94899999999996,"LINESTRING (174.0844498 -39.0585542, 174.0855238 -39.0607019, 174.0855542 -39.0607676)",50,,
377435570,False,2,,Gover Street,residential,False,100.922,"LINESTRING (174.0806641 -39.0596958, 174.0810871 -39.0605419)",50,,
377435570,False,2,,Gover Street,residential,True,100.147,"LINESTRING (174.0806641 -39.0596958, 174.0802477 -39.0588552)",50,,
87575497,False,,,Pendarves Street,residential,False,201.632,"LINESTRING (174.0806641 -39.0596958, 174.0807091 -39.059686, 174.0828402 -39.0590383)",,,
87575497,False,,,Pendarves Street,residential,True,271.211,"LINESTRING (174.0806641 -39.0596958, 174.0806025 -39.0597126, 174.077792 -39.0605637, 174.077738 -39.0605825)",,,
87973133,False,,,Gover Street,residential,False,103.471,"LINESTRING (174.0785502 -39.05545, 174.0786573 -39.0556637, 174.0787716 -39.0558915, 174.0789252 -39.056192, 174.078985 -39.0563171)",,,
87973133,False,,,Gover Street,residential,True,98.763,"LINESTRING (174.0785502 -39.05545, 174.0784505 -39.0552471, 174.0783266 -39.0549951, 174.0781734 -39.0546758, 174.0781454 -39.0546193)",,,
"[974485960, 87973130]",False,,,Gill Street,residential,False,253.231,"LINESTRING (174.0785502 -39.05545, 174.0786099 -39.0554326, 174.0788279 -39.0553688, 174.079766 -39.0550857, 174.0799627 -39.0550245, 174.0800735 -39.0549895, 174.0803169 -39.0549167, 174.0812834 -39.0546245)","['30', '50']",,
974485960,False,,,Gill Street,residential,True,71.424,"LINESTRING (174.0785502 -39.05545, 174.0784919 -39.0554671, 174.0783562 -39.0555068, 174.0778866 -39.0556441, 174.0777761 -39.0556764)",30,,
87973149,False,,,Cameron Street,residential,True,228.452,"LINESTRING (174.0832591 -39.059883, 174.0833997 -39.0599883, 174.0835641 -39.0600984, 174.0840046 -39.0603584, 174.0842808 -39.0605086, 174.0845585 -39.0605957, 174.0850978 -39.0607518, 174.0853079 -39.0607922, 174.0854019 -39.0607972, 174.0854851 -39.0607846, 174.0855542 -39.0607676)",,,
320755082,False,,,Gilbert Street,residential,True,92.281,"LINESTRING (174.0832591 -39.059883, 174.0831941 -39.0599029, 174.0822648 -39.0601874)",,,
371980917,False,,,Cameron Street,residential,False,100.649,"LINESTRING (174.0832591 -39.059883, 174.0828639 -39.0590861, 174.0828402 -39.0590383)",,,
"[45891210, 1180133230]",True,"['2', '4']",SH 45,Leach Street,primary,False,270.98199999999997,"LINESTRING (174.0798304 -39.0580151, 174.079236 -39.058195, 174.0787627 -39.0583383, 174.0787367 -39.0583461, 174.0785303 -39.0584086, 174.0780835 -39.0585438, 174.078031 -39.0585597, 174.0778206 -39.0586234, 174.0776608 -39.0586718, 174.0773957 -39.0587527, 174.0770305 -39.0588626, 174.0769063 -39.0589002)",,,
377435570,False,2,,Gover Street,residential,False,100.13000000000001,"LINESTRING (174.0798304 -39.0580151, 174.0798539 -39.0580698, 174.0802477 -39.0588552)",50,,
377435570,False,2,,Gover Street,residential,True,100.21199999999999,"LINESTRING (174.0798304 -39.0580151, 174.0798029 -39.0579634, 174.079657 -39.0576746, 174.0794607 -39.057282, 174.0794097 -39.0571752)",50,,
87973133,False,,,Gover Street,residential,True,103.471,"LINESTRING (174.078985 -39.0563171, 174.0789252 -39.056192, 174.0787716 -39.0558915, 174.0786573 -39.0556637, 174.0785502 -39.05545)",,,
377435551,False,2,,Devon Street East,tertiary,False,272.31899999999996,"LINESTRING (174.078985 -39.0563171, 174.0789342 -39.0563325, 174.078838 -39.0563606, 174.0784215 -39.0564886, 174.0779672 -39.0566282, 174.0777803 -39.056671, 174.0775951 -39.056717, 174.0761797 -39.0571538, 174.0760419 -39.0571949)",30,,
"[974485957, 377435581]",False,,,Gover Street,residential,False,102.22400000000002,"LINESTRING (174.078985 -39.0563171, 174.0790401 -39.0564306, 174.0792063 -39.0567643, 174.079271 -39.0568987, 174.0793559 -39.0570641, 174.0794097 -39.0571752)","['30', '50']",,
"[320755464, 1180133241, 974485959]",False,,,Devon Street East,tertiary,True,349.107,"LINESTRING (174.078985 -39.0563171, 174.0790433 -39.0562987, 174.0791206 -39.0562754, 174.079407 -39.056172, 174.0801606 -39.0559401, 174.0804144 -39.0558642, 174.0807185 -39.0557719, 174.0813781 -39.055574, 174.0817724 -39.0554551, 174.0822133 -39.0553292, 174.0823271 -39.0552958, 174.0826185 -39.05521, 174.0827486 -39.0551718)","['30', '50']",,
87954076,False,,,Fillis Street,residential,True,57.951,"LINESTRING (174.0779481 -39.0624508, 174.0785771 -39.0622689)",,,
377435570,False,2,,Gover Street,residential,True,100.304,"LINESTRING (174.0815079 -39.0613827, 174.0810871 -39.0605419)",50,,
87954076,False,,,Fillis Street,residential,False,271.553,"LINESTRING (174.0815079 -39.0613827, 174.0814529 -39.0613986, 174.0800391 -39.061827, 174.0785771 -39.0622689)",,,
87954076,False,,,Fillis Street,residential,False,57.951,"LINESTRING (174.0785771 -39.0622689, 174.0779481 -39.0624508)",,,
87954076,False,,,Fillis Street,residential,True,271.553,"LINESTRING (174.0785771 -39.0622689, 174.0800391 -39.061827, 174.0814529 -39.0613986, 174.0815079 -39.0613827)",,,
320755076,False,,,Liardet Street,residential,True,100.545,"LINESTRING (174.0785771 -39.0622689, 174.0785481 -39.0622182, 174.0781538 -39.0614266)",30,5,
377435570,False,2,,Gover Street,residential,False,100.147,"LINESTRING (174.0802477 -39.0588552, 174.0806641 -39.0596958)",50,,
87958394,False,,,Lemon Street,residential,False,201.735,"LINESTRING (174.0802477 -39.0588552, 174.0803151 -39.0588348, 174.0824249 -39.0581969)",,,
87958394,False,,,Lemon Street,residential,True,271.433,"LINESTRING (174.0802477 -39.0588552, 174.0801795 -39.0588752, 174.0773757 -39.0597228, 174.0773179 -39.0597402)",,,
377435570,False,2,,Gover Street,residential,True,100.13000000000001,"LINESTRING (174.0802477 -39.0588552, 174.0798539 -39.0580698, 174.0798304 -39.0580151)",50,,
148758460,False,2,SH 3,Eliot Street,trunk,False,100.333,"LINESTRING (174.0840113 -39.0577186, 174.0844498 -39.0585542)",50,,
87958394,False,,,Lemon Street,residential,True,146.93900000000002,"LINESTRING (174.0840113 -39.0577186, 174.08394 -39.0577401, 174.0824249 -39.0581969)",,,
"[1162927369, 1162927370, 148758460]",False,2,SH 3,Eliot Street,trunk,True,100.069,"LINESTRING (174.0840113 -39.0577186, 174.0838466 -39.0573844, 174.0837632 -39.0572222, 174.083754 -39.0572051, 174.0836351 -39.0569639, 174.0835963 -39.0568784)",50,,
87958394,False,,,Lemon Street,residential,False,271.433,"LINESTRING (174.0773179 -39.0597402, 174.0773757 -39.0597228, 174.0801795 -39.0588752, 174.0802477 -39.0588552)",,,
324147085,False,2,,Liardet Street,tertiary,False,100.439,"LINESTRING (174.0773179 -39.0597402, 174.0775124 -39.0601262, 174.077738 -39.0605825)",,8,
"[1180133229, 324147085]",False,"['2', '3']",,Liardet Street,tertiary,True,99.935,"LINESTRING (174.0773179 -39.0597402, 174.0772929 -39.0596893, 174.0772737 -39.0596499, 174.0771477 -39.0593928, 174.0770692 -39.0592327, 174.0769498 -39.0589889, 174.0769063 -39.0589002)",,8,
87958394,False,,,Lemon Street,residential,False,146.93900000000002,"LINESTRING (174.0824249 -39.0581969, 174.08394 -39.0577401, 174.0840113 -39.0577186)",,,
87958394,False,,,Lemon Street,residential,True,201.735,"LINESTRING (174.0824249 -39.0581969, 174.0803151 -39.0588348, 174.0802477 -39.0588552)",,,
371980917,False,,,Cameron Street,residential,False,99.807,"LINESTRING (174.0824249 -39.0581969, 174.0824024 -39.058152, 174.0820306 -39.0574086, 174.0820064 -39.0573602)",,,
371980917,False,,,Cameron Street,residential,True,100.19500000000001,"LINESTRING (174.0824249 -39.0581969, 174.0824495 -39.0582468, 174.0828149 -39.058987, 174.0828402 -39.0590383)",,,
87575497,False,,,Pendarves Street,residential,False,149.042,"LINESTRING (174.0828402 -39.0590383, 174.0843764 -39.058574, 174.0844498 -39.0585542)",,,
87575497,False,,,Pendarves Street,residential,True,201.632,"LINESTRING (174.0828402 -39.0590383, 174.0807091 -39.059686, 174.0806641 -39.0596958)",,,
371980917,False,,,Cameron Street,residential,False,100.19500000000001,"LINESTRING (174.0828402 -39.0590383, 174.0828149 -39.058987, 174.0824495 -39.0582468, 174.0824249 -39.0581969)",,,
371980917,False,,,Cameron Street,residential,True,100.649,"LINESTRING (174.0828402 -39.0590383, 174.0828639 -39.0590861, 174.0832591 -39.059883)",,,
320755082,False,,,Gilbert Street,residential,False,92.281,"LINESTRING (174.0822648 -39.0601874, 174.0831941 -39.0599029, 174.0832591 -39.059883)",,,
320755082,False,,,Gilbert Street,residential,True,109.057,"LINESTRING (174.0822648 -39.0601874, 174.0817233 -39.0603492, 174.0811604 -39.0605197, 174.0810871 -39.0605419)",,,
"[87973117, 1239066301]",False,,,Ridge Street,residential,True,246.148,"LINESTRING (174.0822648 -39.0601874, 174.0825759 -39.0606164, 174.0826477 -39.0607154, 174.0827823 -39.0608336, 174.0834094 -39.0612947, 174.0836076 -39.0617422, 174.0836672 -39.0618526, 174.0837185 -39.0619057, 174.0837513 -39.0619382, 174.0837985 -39.0619735, 174.0838198 -39.0619959)",,,
87973149,False,,,Cameron Street,residential,False,228.452,"LINESTRING (174.0855542 -39.0607676, 174.0854851 -39.0607846, 174.0854019 -39.0607972, 174.0853079 -39.0607922, 174.0850978 -39.0607518, 174.0845585 -39.0605957, 174.0842808 -39.0605086, 174.0840046 -39.0603584, 174.0835641 -39.0600984, 174.0833997 -39.0599883, 174.0832591 -39.059883)",,,
148758460,False,2,SH 3,Eliot Street,trunk,False,70.944,"LINESTRING (174.0855542 -39.0607676, 174.0857035 -39.0610976, 174.0858338 -39.0613675)",50,,
148758460,False,2,SH 3,Eliot Street,trunk,True,263.94899999999996,"LINESTRING (174.0855542 -39.0607676, 174.0855238 -39.0607019, 174.0844498 -39.0585542)",50,,
1026375939,False,2,SH 44,Molesworth Street,trunk,True,51.614,"LINESTRING (174.0786944 -39.0544371, 174.0785953 -39.0544676, 174.0782491 -39.0545751, 174.0781454 -39.0546193)",50,,
"[1026375940, 87973118]",False,"['2', '3']",SH 44,Molesworth Street,trunk,False,201.35899999999998,"LINESTRING (174.0786944 -39.0544371, 174.078811 -39.0544028, 174.0789313 -39.0543662, 174.0793688 -39.0542437, 174.0808724 -39.0537903)",50,,
"[1180133237, 377435557]",True,,SH 45,Courtenay Street,primary,False,147.726,"LINESTRING (174.0815824 -39.0565151, 174.0817286 -39.0564709, 174.0821899 -39.0563327, 174.0825154 -39.0562315, 174.0826424 -39.0561934, 174.0830459 -39.0560716, 174.0831761 -39.056032)",50,,
"[1180133234, 371980917]",False,,,Cameron Street,residential,True,100.851,"LINESTRING (174.0815824 -39.0565151, 174.0816099 -39.0565682, 174.0817209 -39.05679, 174.0819108 -39.0571693, 174.0819778 -39.0573032, 174.0820064 -39.0573602)",,,
"[87973117, 1239066301]",False,,,Ridge Street,residential,False,246.14800000000002,"LINESTRING (174.0838198 -39.0619959, 174.0837985 -39.0619735, 174.0837513 -39.0619382, 174.0837185 -39.0619057, 174.0836672 -39.0618526, 174.0836076 -39.0617422, 174.0834094 -39.0612947, 174.0827823 -39.0608336, 174.0826477 -39.0607154, 174.0825759 -39.0606164, 174.0822648 -39.0601874)",,,
87973122,False,2,,Rogan Street,tertiary,True,187.45,"LINESTRING (174.0838198 -39.0619959, 174.0839376 -39.0619502, 174.0841772 -39.061876, 174.0855109 -39.0614725, 174.0857616 -39.061391, 174.0858338 -39.0613675)",,,
87973122,False,2,,Rogan Street,tertiary,False,187.45,"LINESTRING (174.0858338 -39.0613675, 174.0857616 -39.061391, 174.0855109 -39.0614725, 174.0841772 -39.061876, 174.0839376 -39.0619502, 174.0838198 -39.0619959)",,,
148758460,False,2,SH 3,Eliot Street,trunk,True,70.944,"LINESTRING (174.0858338 -39.0613675, 174.0857035 -39.0610976, 174.0855542 -39.0607676)",50,,
320755078,False,2,SH 3,Coronation Avenue,trunk,False,95.428,"LINESTRING (174.0858338 -39.0613675, 174.0860754 -39.0618569, 174.0862289 -39.062169)",50,,
45891210,True,2,SH 45,Leach Street,primary,False,201.52200000000005,"LINESTRING (174.0820064 -39.0573602, 174.0808316 -39.0577059, 174.0804674 -39.0578117, 174.0803576 -39.0578475, 174.0798304 -39.0580151)",,,
"[1180133234, 371980917]",False,,,Cameron Street,residential,False,100.851,"LINESTRING (174.0820064 -39.0573602, 174.0819778 -39.0573032, 174.0819108 -39.0571693, 174.0817209 -39.05679, 174.0816099 -39.0565682, 174.0815824 -39.0565151)",,,
371980917,False,,,Cameron Street,residential,True,99.807,"LINESTRING (174.0820064 -39.0573602, 174.0820306 -39.0574086, 174.0824024 -39.058152, 174.0824249 -39.0581969)",,,
320755078,False,2,SH 3,Coronation Avenue,trunk,True,95.428,"LINESTRING (174.0862289 -39.062169, 174.0860754 -39.0618569, 174.0858338 -39.0613675)",50,,
886893843,True,,,Gill Street,residential,False,86.636,"LINESTRING (174.0777761 -39.0556764, 174.0776938 -39.055743, 174.0773099 -39.0558603, 174.0768707 -39.0559944)",30,,
974485960,False,,,Gill Street,residential,False,71.424,"LINESTRING (174.0777761 -39.0556764, 174.0778866 -39.0556441, 174.0783562 -39.0555068, 174.0784919 -39.0554671, 174.0785502 -39.05545)",30,,
87973130,False,,,Gill Street,residential,False,95.216,"LINESTRING (174.0812834 -39.0546245, 174.0816444 -39.0545146, 174.0822573 -39.0543314, 174.0823116 -39.0543151)",50,,
