osmid,oneway,lanes,highway,reversed,length,ref,maxspeed,geometry,name
744571125,False,,residential,True,107.997,,,"LINESTRING (-14.3377922 12.8894777, -14.3387671 12.8892773)",Rue residentielle
744571113,False,,residential,False,109.265,,,"LINESTRING (-14.3381026 12.8904126, -14.3377922 12.8894777)",Rue residentielle
744571113,False,,residential,True,102.048,,,"LINESTRING (-14.3381026 12.8904126, -14.3383712 12.8912922)",Rue residentielle
744571114,False,,residential,True,84.431,,,"LINESTRING (-14.3381026 12.8904126, -14.3388792 12.8903538)",
744571114,False,,residential,False,120.098,,,"LINESTRING (-14.3381026 12.8904126, -14.337979 12.890422, -14.337 12.8905187)",
744571113,False,,residential,False,102.048,,,"LINESTRING (-14.3383712 12.8912922, -14.3381026 12.8904126)",Rue residentielle
680261839,False,2,primary,False,66.373,N 6,90,"LINESTRING (-14.3383712 12.8912922, -14.3385865 12.8912286, -14.3389588 12.8911243)",
680261839,False,2,primary,True,131.079,N 6,90,"LINESTRING (-14.3383712 12.8912922, -14.3378824 12.8914365, -14.3372119 12.8916276)",
744571114,False,,residential,True,222.477,,,"LINESTRING (-14.3340173 12.8908274, -14.336058 12.8906131)",
744571118,False,,residential,False,219.838,,,"LINESTRING (-14.3340173 12.8908274, -14.3320161 12.8911487)",
744571114,False,,residential,False,80.646,,,"LINESTRING (-14.3340173 12.8908274, -14.3338434 12.8902027, -14.3338296 12.8901259)",
744571118,False,,residential,True,179.668,,,"LINESTRING (-14.3340173 12.8908274, -14.3340811 12.8910448, -14.3344731 12.8923809)",
744571112,False,,residential,False,95.614,,,"LINESTRING (-14.337 12.8905187, -14.3368497 12.8896714)",Rue residentielle
744571112,False,,residential,True,125.425,,,"LINESTRING (-14.337 12.8905187, -14.3372119 12.8916276)",Rue residentielle
744571114,False,,residential,False,102.644,,,"LINESTRING (-14.337 12.8905187, -14.336058 12.8906131)",
744571114,False,,residential,True,120.098,,,"LINESTRING (-14.337 12.8905187, -14.337979 12.890422, -14.3381026 12.8904126)",
744571114,False,,residential,False,84.431,,,"LINESTRING (-14.3388792 12.8903538, -14.3381026 12.8904126)",
744571114,False,,residential,True,74.74,,,"LINESTRING (-14.3388792 12.8903538, -14.3395686 12.890341)",
744571124,False,,residential,True,86.109,,,"LINESTRING (-14.3388792 12.8903538, -14.3389588 12.8911243)",Rue residentielle
744571124,False,,residential,False,120.31700000000001,,,"LINESTRING (-14.3388792 12.8903538, -14.3388275 12.8898545, -14.3387671 12.8892773)",Rue residentielle
744571114,False,,residential,False,74.74,,,"LINESTRING (-14.3395686 12.890341, -14.3388792 12.8903538)",
744571123,False,,residential,True,66.441,,,"LINESTRING (-14.3395686 12.890341, -14.3396735 12.8909297)",Rue residentielle
744571123,False,,residential,False,132.457,,,"LINESTRING (-14.3395686 12.890341, -14.3394977 12.8899068, -14.3394112 12.88916)",Rue residentielle
744571107,False,,residential,False,120.183,,,"LINESTRING (-14.3357903 12.888814, -14.3355837 12.8877521)",Rue residentielle
744571109,False,,residential,True,117.019,,,"LINESTRING (-14.3357903 12.888814, -14.3359834 12.8898494)",Rue residentielle
744571115,False,,residential,True,83.835,,,"LINESTRING (-14.3357903 12.888814, -14.3365398 12.8886279)",Rue residentielle
744571113,False,,residential,False,118.79,,,"LINESTRING (-14.3374962 12.8883904, -14.3371528 12.8873759)",Rue residentielle
744571113,False,,residential,True,125.087,,,"LINESTRING (-14.3374962 12.8883904, -14.3377922 12.8894777)",Rue residentielle
744571115,False,,residential,False,106.979,,,"LINESTRING (-14.3374962 12.8883904, -14.3365398 12.8886279)",Rue residentielle
744571115,False,,residential,True,129.742,,,"LINESTRING (-14.3374962 12.8883904, -14.3386602 12.8881185)",Rue residentielle
744571115,False,,residential,False,129.742,,,"LINESTRING (-14.3386602 12.8881185, -14.3374962 12.8883904)",Rue residentielle
744571115,False,,residential,True,65.304,,,"LINESTRING (-14.3386602 12.8881185, -14.339245 12.8879773)",Rue residentielle
744571124,False,,residential,True,129.373,,,"LINESTRING (-14.3386602 12.8881185, -14.3387671 12.8892773)",Rue residentielle
744571115,False,,residential,False,65.304,,,"LINESTRING (-14.339245 12.8879773, -14.3386602 12.8881185)",Rue residentielle
744571123,False,,residential,True,132.739,,,"LINESTRING (-14.339245 12.8879773, -14.3394112 12.88916)",Rue residentielle
744571116,False,,residential,True,117.06,,,"LINESTRING (-14.334535 12.8880035, -14.3355837 12.8877521)",Rue residentielle
744571114,False,,residential,True,279.71099999999996,,,"LINESTRING (-14.334535 12.8880035, -14.3345417 12.8888164, -14.3340818 12.8890156, -14.3337327 12.8895884, -14.3338296 12.8901259)",
744571113,False,,residential,True,118.79,,,"LINESTRING (-14.3371528 12.8873759, -14.3374962 12.8883904)",Rue residentielle
744571116,False,,residential,False,175.15,,,"LINESTRING (-14.3371528 12.8873759, -14.3355837 12.8877521)",Rue residentielle
680261839,False,2,primary,True,204.693,N 6,90,"LINESTRING (-14.3344731 12.8923809, -14.3326588 12.8928917)",
680261839,False,2,primary,False,196.851,N 6,90,"LINESTRING (-14.3344731 12.8923809, -14.3349347 12.8922509, -14.3354644 12.8921058, -14.335978 12.891962, -14.3362205 12.8918987)",
744571118,False,,residential,False,179.668,,,"LINESTRING (-14.3344731 12.8923809, -14.3340811 12.8910448, -14.3340173 12.8908274)",
744571122,False,,residential,True,152.63299999999998,,,"LINESTRING (-14.3374023 12.8943936, -14.3374801 12.8942445, -14.3374881 12.8938889, -14.3373891 12.8930447)",Rue residentielle
744571109,False,,residential,False,117.019,,,"LINESTRING (-14.3359834 12.8898494, -14.3357903 12.888814)",Rue residentielle
744571111,False,,residential,True,85.304,,,"LINESTRING (-14.3359834 12.8898494, -14.336058 12.8906131)",Rue residentielle
744571125,False,,residential,True,95.964,,,"LINESTRING (-14.3359834 12.8898494, -14.3368497 12.8896714)",Rue residentielle
744571125,False,,residential,False,237.682,,,"LINESTRING (-14.3359834 12.8898494, -14.3344565 12.8901778, -14.3338296 12.8901259)",Rue residentielle
744571123,False,,residential,False,132.739,,,"LINESTRING (-14.3394112 12.88916, -14.339245 12.8879773)",Rue residentielle
744571123,False,,residential,True,132.457,,,"LINESTRING (-14.3394112 12.88916, -14.3394977 12.8899068, -14.3395686 12.890341)",Rue residentielle
744571125,False,,residential,False,71.09700000000001,,,"LINESTRING (-14.3394112 12.88916, -14.3392767 12.8891726, -14.3387671 12.8892773)",Rue residentielle
744571123,False,,residential,False,66.441,,,"LINESTRING (-14.3396735 12.8909297, -14.3395686 12.890341)",Rue residentielle
680261839,False,2,primary,True,80.435,N 6,90,"LINESTRING (-14.3396735 12.8909297, -14.3392959 12.8910299, -14.3389588 12.8911243)",
744571124,False,,residential,False,129.373,,,"LINESTRING (-14.3387671 12.8892773, -14.3386602 12.8881185)",Rue residentielle
744571125,False,,residential,False,107.997,,,"LINESTRING (-14.3387671 12.8892773, -14.3377922 12.8894777)",Rue residentielle
744571124,False,,residential,True,120.31700000000001,,,"LINESTRING (-14.3387671 12.8892773, -14.3388275 12.8898545, -14.3388792 12.8903538)",Rue residentielle
744571125,False,,residential,True,71.09700000000001,,,"LINESTRING (-14.3387671 12.8892773, -14.3392767 12.8891726, -14.3394112 12.88916)",Rue residentielle
744571124,False,,residential,False,86.109,,,"LINESTRING (-14.3389588 12.8911243, -14.3388792 12.8903538)",Rue residentielle
680261839,False,2,primary,False,80.435,N 6,90,"LINESTRING (-14.3389588 12.8911243, -14.3392959 12.8910299, -14.3396735 12.8909297)",
680261839,False,2,primary,True,66.373,N 6,90,"LINESTRING (-14.3389588 12.8911243, -14.3385865 12.8912286, -14.3383712 12.8912922)",
680261839,False,2,primary,False,7.137,N 6,90,"LINESTRING (-14.3362205 12.8918987, -14.3362841 12.8918821)",
754283778,False,,residential,True,167.976,,,"LINESTRING (-14.3362205 12.8918987, -14.3365928 12.8933651)",Rue residentielle
680261839,False,2,primary,True,196.851,N 6,90,"LINESTRING (-14.3362205 12.8918987, -14.335978 12.891962, -14.3354644 12.8921058, -14.3349347 12.8922509, -14.3344731 12.8923809)",
744571114,False,,residential,False,279.711,,,"LINESTRING (-14.3338296 12.8901259, -14.3337327 12.8895884, -14.3340818 12.8890156, -14.3345417 12.8888164, -14.334535 12.8880035)",
744571114,False,,residential,True,80.646,,,"LINESTRING (-14.3338296 12.8901259, -14.3338434 12.8902027, -14.3340173 12.8908274)",
744571125,False,,residential,False,240.933,,,"LINESTRING (-14.3338296 12.8901259, -14.3325916 12.8900283, -14.3316383 12.8898038)",Rue residentielle
744571125,False,,residential,True,237.682,,,"LINESTRING (-14.3338296 12.8901259, -14.3344565 12.8901778, -14.3359834 12.8898494)",Rue residentielle
554828024,False,,unclassified,False,155.346,,,"LINESTRING (-14.3316383 12.8898038, -14.3317781 12.8902262, -14.3318303 12.8904922, -14.3319232 12.8907412, -14.3320161 12.8911487)",
744571125,False,,residential,True,240.933,,,"LINESTRING (-14.3316383 12.8898038, -14.3325916 12.8900283, -14.3338296 12.8901259)",Rue residentielle
