osmid,oneway,lanes,highway,maxspeed,reversed,length,geometry,ref,name,width
41308117,False,2,residential,30,False,102.371,"LINESTRING (34.4060037 31.4704265, 34.4068997 31.4709399)",,,
41308117,False,2,residential,30,True,56.738,"LINESTRING (34.4060037 31.4704265, 34.4055169 31.4701299)",,,
41304928,False,2,residential,30,True,143.209,"LINESTRING (34.4060037 31.4704265, 34.4059538 31.4705063, 34.4057963 31.4706231, 34.4057377 31.4706468, 34.4056796 31.4706312, 34.4052044 31.4703644, 34.4051002 31.4703008, 34.4053512 31.4700661)",,,
"[298771536, 41307134]",False,2,residential,30,False,254.90099999999998,"LINESTRING (34.4060037 31.4704265, 34.4065146 31.4694876, 34.4069155 31.4687403, 34.4068783 31.4686863, 34.4065753 31.4686131, 34.4064539 31.4686011)",,,
"[296010241, 41306421]",False,2,tertiary,60,False,188.322,"LINESTRING (34.4090571 31.4670596, 34.4090448 31.4670605, 34.4083264 31.4667455, 34.4078309 31.4665282, 34.4074946 31.4663768, 34.407285 31.4663001)",9,Sharia Omar Bin Al-Khattab,8
41306421,False,2,tertiary,60,True,75.434,"LINESTRING (34.4090571 31.4670596, 34.4095347 31.4672525, 34.4097787 31.4673448)",9,Sharia Omar Bin Al-Khattab,8
298771537,False,,residential,,False,496.539,"LINESTRING (34.4090571 31.4670596, 34.4088605 31.4674383, 34.4086839 31.4678177, 34.4083533 31.4685397, 34.4082645 31.4686453, 34.4081352 31.4687421, 34.4080423 31.4688082, 34.4079817 31.4689592, 34.4078451 31.4693224, 34.4076991 31.4695384, 34.4077192 31.4695796, 34.4076003 31.4698243, 34.4074483 31.4697798, 34.407278 31.4701573, 34.4070983 31.470553, 34.4068997 31.4709399)",,,
41306421,False,2,tertiary,60,False,38.508,"LINESTRING (34.4108099 31.4677086, 34.4104341 31.4675775)",9,Sharia Omar Bin Al-Khattab,8
41306421,False,2,tertiary,60,True,20.959,"LINESTRING (34.4108099 31.4677086, 34.4110161 31.4677764)",9,Sharia Omar Bin Al-Khattab,8
41306358,False,2,residential,40,False,221.338,"LINESTRING (34.4108099 31.4677086, 34.4105031 31.4682339, 34.4102721 31.4686308, 34.4100247 31.4691078, 34.4099402 31.4692419, 34.4098107 31.4695065)",,,
41306421,False,2,tertiary,60,False,33.723,"LINESTRING (34.4149115 31.4689446, 34.4145699 31.4688604)",9,Sharia Omar Bin Al-Khattab,8
41305726,False,2,residential,30,True,194.32999999999998,"LINESTRING (34.4052666 31.4664999, 34.4054648 31.4665781, 34.4056375 31.4666744, 34.4056405 31.4667085, 34.4052927 31.4670609, 34.4046018 31.4677286)",,,
"[1259019651, 41306852, 41308117]",False,2,residential,30,"[False, True]",602.0509999999999,"LINESTRING (34.4052666 31.4664999, 34.4041356 31.4675866, 34.4037697 31.4679572, 34.4034876 31.4682392, 34.4029747 31.4687987, 34.4036923 31.4691475, 34.4045864 31.469662, 34.4047267 31.4697612, 34.4051344 31.4699888, 34.4053512 31.4700661)",,,
296010422,False,,residential,,True,95.09799999999998,"LINESTRING (34.4052666 31.4664999, 34.4053495 31.4663379, 34.405484 31.4661297, 34.4056351 31.4659084, 34.4057438 31.4657487)",,,
1258757346,False,2,residential,40,True,53.891,"LINESTRING (34.4099643 31.4679466, 34.4100318 31.4678211, 34.4101785 31.4674979)",,,
41306421,False,2,tertiary,60,False,25.807,"LINESTRING (34.4104341 31.4675775, 34.4101785 31.4674979)",9,Sharia Omar Bin Al-Khattab,8
41306421,False,2,tertiary,60,True,38.508,"LINESTRING (34.4104341 31.4675775, 34.4108099 31.4677086)",9,Sharia Omar Bin Al-Khattab,8
41308490,False,2,residential,40,False,94.01,"LINESTRING (34.4104341 31.4675775, 34.4109393 31.4668501)",,,6
41308490,False,2,residential,40,True,94.01,"LINESTRING (34.4109393 31.4668501, 34.4104341 31.4675775)",,,6
41308500,False,2,residential,30,True,272.623,"LINESTRING (34.4048081 31.4693131, 34.4055635 31.4683662, 34.405597 31.4682826, 34.4056304 31.4681489, 34.4056638 31.4681155, 34.4058811 31.4679149, 34.4064912 31.467355)",,,
41306421,False,2,tertiary,60,False,23.22,"LINESTRING (34.414438 31.4688283, 34.4142007 31.4687769)",9,Sharia Omar Bin Al-Khattab,8
41306421,False,2,tertiary,60,True,13.009,"LINESTRING (34.414438 31.4688283, 34.4145699 31.4688604)",9,Sharia Omar Bin Al-Khattab,8
41305397,False,2,residential,40,False,98.98400000000001,"LINESTRING (34.414438 31.4688283, 34.4147345 31.4683854, 34.414956 31.4680555)",,,
41306543,False,2,residential,30,True,21.942,"LINESTRING (34.4062559 31.4685058, 34.4063607 31.4685353, 34.4064539 31.4686011)",,,
41308320,False,2,residential,30,False,85.571,"LINESTRING (34.4062559 31.4685058, 34.4058909 31.4689794, 34.4058253 31.4690474, 34.405745 31.4690291, 34.4056995 31.4690087)",,,4
41308320,False,2,residential,30,True,137.934,"LINESTRING (34.4062559 31.4685058, 34.4065668 31.4680038, 34.4066332 31.4678049, 34.4065963 31.4676943, 34.4064912 31.467355)",,,4
41308590,False,2,residential,40,True,225.909,"LINESTRING (34.4106054 31.4697258, 34.4107065 31.4695297, 34.4107265 31.4694952, 34.4107988 31.4694359, 34.4110287 31.4693736, 34.4111901 31.469136, 34.4113113 31.4688659, 34.4114605 31.4686511, 34.4115634 31.4684066, 34.4117517 31.4680246)",,,
296010241,False,2,tertiary,60,False,9.103,"LINESTRING (34.407285 31.4663001, 34.4072307 31.4662326)",9,Sharia Omar Bin Al-Khattab,8
41308500,False,2,residential,30,False,141.112,"LINESTRING (34.407285 31.4663001, 34.4069508 31.4669121, 34.4067502 31.4671461, 34.4064912 31.467355)",,,
"[296010241, 41306421]",False,2,tertiary,60,True,188.322,"LINESTRING (34.407285 31.4663001, 34.4074946 31.4663768, 34.4078309 31.4665282, 34.4083264 31.4667455, 34.4090448 31.4670605, 34.4090571 31.4670596)",9,Sharia Omar Bin Al-Khattab,8
41308117,False,2,residential,30,False,17.242,"LINESTRING (34.4053512 31.4700661, 34.4055169 31.4701299)",,,
41304928,False,2,residential,30,False,143.20900000000003,"LINESTRING (34.4053512 31.4700661, 34.4051002 31.4703008, 34.4052044 31.4703644, 34.4056796 31.4706312, 34.4057377 31.4706468, 34.4057963 31.4706231, 34.4059538 31.4705063, 34.4060037 31.4704265)",,,
"[1259019651, 41306852, 41308117]",False,2,residential,30,"[False, True]",602.051,"LINESTRING (34.4053512 31.4700661, 34.4051344 31.4699888, 34.4047267 31.4697612, 34.4045864 31.469662, 34.4036923 31.4691475, 34.4029747 31.4687987, 34.4034876 31.4682392, 34.4037697 31.4679572, 34.4041356 31.4675866, 34.4052666 31.4664999)",,,
41306421,False,2,tertiary,60,False,13.009,"LINESTRING (34.4145699 31.4688604, 34.414438 31.4688283)",9,Sharia Omar Bin Al-Khattab,8
41306421,False,2,tertiary,60,True,33.723,"LINESTRING (34.4145699 31.4688604, 34.4149115 31.4689446)",9,Sharia Omar Bin Al-Khattab,8
41306421,False,2,tertiary,60,False,24.097,"LINESTRING (34.4125777 31.4683069, 34.412347 31.4682161)",9,Sharia Omar Bin Al-Khattab,8
41306421,False,2,tertiary,60,True,69.201,"LINESTRING (34.4125777 31.4683069, 34.4132601 31.4685272)",9,Sharia Omar Bin Al-Khattab,8
41308118,False,2,residential,40,False,197.451,"LINESTRING (34.4125777 31.4683069, 34.4123438 31.468886, 34.4118119 31.4699571)",,,
41306421,False,2,tertiary,60,False,8.768,"LINESTRING (34.4117517 31.4680246, 34.4116641 31.4679994)",9,Sharia Omar Bin Al-Khattab,8
41306421,False,2,tertiary,60,True,60.341,"LINESTRING (34.4117517 31.4680246, 34.412347 31.4682161)",9,Sharia Omar Bin Al-Khattab,8
41308590,False,2,residential,40,False,225.909,"LINESTRING (34.4117517 31.4680246, 34.4115634 31.4684066, 34.4114605 31.4686511, 34.4113113 31.4688659, 34.4111901 31.469136, 34.4110287 31.4693736, 34.4107988 31.4694359, 34.4107265 31.4694952, 34.4107065 31.4695297, 34.4106054 31.4697258)",,,
41306421,False,2,tertiary,60,False,21.93,"LINESTRING (34.4134765 31.4685967, 34.4132601 31.4685272)",9,Sharia Omar Bin Al-Khattab,8
41306421,False,2,tertiary,60,True,19.189,"LINESTRING (34.4134765 31.4685967, 34.4136678 31.4686529)",9,Sharia Omar Bin Al-Khattab,8
41308382,False,2,residential,40,False,148.496,"LINESTRING (34.4134765 31.4685967, 34.4142725 31.4674467)",,,
41306421,False,2,tertiary,60,False,20.959,"LINESTRING (34.4110161 31.4677764, 34.4108099 31.4677086)",9,Sharia Omar Bin Al-Khattab,8
41306421,False,2,tertiary,60,True,66.271,"LINESTRING (34.4110161 31.4677764, 34.4116641 31.4679994)",9,Sharia Omar Bin Al-Khattab,8
"[41305240, 1219381747]",False,2,residential,40,False,223.509,"LINESTRING (34.4110161 31.4677764, 34.4115504 31.4670114, 34.411698 31.4667568, 34.4114975 31.4666255, 34.4112027 31.4664748, 34.4110833 31.4663915, 34.4110917 31.4662723, 34.4111398 31.4662085)",,,6
41306421,False,2,tertiary,60,False,19.189,"LINESTRING (34.4136678 31.4686529, 34.4134765 31.4685967)",9,Sharia Omar Bin Al-Khattab,8
41306421,False,2,tertiary,60,True,52.388,"LINESTRING (34.4136678 31.4686529, 34.4142007 31.4687769)",9,Sharia Omar Bin Al-Khattab,8
"[41304842, 41307844]",False,2,residential,40,False,371.025,"LINESTRING (34.4136678 31.4686529, 34.4129781 31.4698052, 34.4125026 31.4705858, 34.4119293 31.4716413)",,,6
41308320,False,2,residential,30,False,137.934,"LINESTRING (34.4064912 31.467355, 34.4065963 31.4676943, 34.4066332 31.4678049, 34.4065668 31.4680038, 34.4062559 31.4685058)",,,4
41308500,False,2,residential,30,False,272.623,"LINESTRING (34.4064912 31.467355, 34.4058811 31.4679149, 34.4056638 31.4681155, 34.4056304 31.4681489, 34.405597 31.4682826, 34.4055635 31.4683662, 34.4048081 31.4693131)",,,
41308500,False,2,residential,30,True,141.112,"LINESTRING (34.4064912 31.467355, 34.4067502 31.4671461, 34.4069508 31.4669121, 34.407285 31.4663001)",,,
41306543,False,2,residential,30,False,21.942,"LINESTRING (34.4064539 31.4686011, 34.4063607 31.4685353, 34.4062559 31.4685058)",,,
41306543,False,2,residential,30,True,191.909,"LINESTRING (34.4064539 31.4686011, 34.4061026 31.4691751, 34.405776 31.4696631, 34.4055169 31.4701299)",,,
"[298771536, 41307134]",False,2,residential,30,True,254.901,"LINESTRING (34.4064539 31.4686011, 34.4065753 31.4686131, 34.4068783 31.4686863, 34.4069155 31.4687403, 34.4065146 31.4694876, 34.4060037 31.4704265)",,,
296010241,False,2,tertiary,60,True,27.085,"LINESTRING (34.4057438 31.4657487, 34.4060137 31.4658283)",9,Sharia Omar Bin Al-Khattab,8
296010422,False,,residential,,False,95.098,"LINESTRING (34.4057438 31.4657487, 34.4056351 31.4659084, 34.405484 31.4661297, 34.4053495 31.4663379, 34.4052666 31.4664999)",,,
41306421,False,2,tertiary,60,False,22.841,"LINESTRING (34.4101785 31.4674979, 34.4099581 31.4674151)",9,Sharia Omar Bin Al-Khattab,8
41306421,False,2,tertiary,60,True,25.807,"LINESTRING (34.4101785 31.4674979, 34.4104341 31.4675775)",9,Sharia Omar Bin Al-Khattab,8
1258757346,False,2,residential,40,False,53.891,"LINESTRING (34.4101785 31.4674979, 34.4100318 31.4678211, 34.4099643 31.4679466)",,,
41306421,False,2,tertiary,60,True,18.725,"LINESTRING (34.4097787 31.4673448, 34.4099581 31.4674151)",9,Sharia Omar Bin Al-Khattab,8
41307978,False,2,residential,40,True,81.297,"LINESTRING (34.4097787 31.4673448, 34.4094087 31.4680043)",,,
41306421,False,2,tertiary,60,False,75.434,"LINESTRING (34.4097787 31.4673448, 34.4095347 31.4672525, 34.4090571 31.4670596)",9,Sharia Omar Bin Al-Khattab,8
41308320,False,2,residential,30,True,85.571,"LINESTRING (34.4056995 31.4690087, 34.405745 31.4690291, 34.4058253 31.4690474, 34.4058909 31.4689794, 34.4062559 31.4685058)",,,4
296010241,False,2,tertiary,60,False,27.085,"LINESTRING (34.4060137 31.4658283, 34.4057438 31.4657487)",9,Sharia Omar Bin Al-Khattab,8
296010241,False,2,tertiary,60,True,123.89699999999999,"LINESTRING (34.4060137 31.4658283, 34.4062084 31.4658884, 34.4064716 31.4659696, 34.4069117 31.4661188, 34.4071017 31.4661851, 34.4072307 31.4662326)",9,Sharia Omar Bin Al-Khattab,8
41306421,False,2,tertiary,60,False,60.341,"LINESTRING (34.412347 31.4682161, 34.4117517 31.4680246)",9,Sharia Omar Bin Al-Khattab,8
41306421,False,2,tertiary,60,True,24.097,"LINESTRING (34.412347 31.4682161, 34.4125777 31.4683069)",9,Sharia Omar Bin Al-Khattab,8
41307402,False,2,residential,40,False,271.424,"LINESTRING (34.412347 31.4682161, 34.412086 31.468823, 34.4115845 31.4698463, 34.4112788 31.4704802)",,,
41306421,False,2,tertiary,60,False,66.271,"LINESTRING (34.4116641 31.4679994, 34.4110161 31.4677764)",9,Sharia Omar Bin Al-Khattab,8
41306421,False,2,tertiary,60,True,8.768,"LINESTRING (34.4116641 31.4679994, 34.4117517 31.4680246)",9,Sharia Omar Bin Al-Khattab,8
41306276,False,2,residential,40,False,172.027,"LINESTRING (34.4116641 31.4679994, 34.4117868 31.4677494, 34.4120805 31.4673502, 34.4125939 31.466675)",,,
41306276,False,2,residential,40,True,172.02700000000002,"LINESTRING (34.4125939 31.466675, 34.4120805 31.4673502, 34.4117868 31.4677494, 34.4116641 31.4679994)",,,
41308715,False,2,residential,40,True,126.19,"LINESTRING (34.4093685 31.4688775, 34.4097483 31.4682298, 34.4097557 31.4681487, 34.4094087 31.4680043)",,,
41308118,False,2,residential,40,True,197.451,"LINESTRING (34.4118119 31.4699571, 34.4123438 31.468886, 34.4125777 31.4683069)",,,
41308117,False,2,residential,30,False,56.738,"LINESTRING (34.4055169 31.4701299, 34.4060037 31.4704265)",,,
41308117,False,2,residential,30,True,17.242,"LINESTRING (34.4055169 31.4701299, 34.4053512 31.4700661)",,,
41306543,False,2,residential,30,False,191.909,"LINESTRING (34.4055169 31.4701299, 34.405776 31.4696631, 34.4061026 31.4691751, 34.4064539 31.4686011)",,,
41307909,False,2,residential,40,True,37.239,"LINESTRING (34.4139227 31.4633261, 34.4142022 31.4630909)",,,6
41307909,False,2,residential,40,False,339.01000000000005,"LINESTRING (34.4139227 31.4633261, 34.4135748 31.4636396, 34.4130663 31.4641066, 34.4127988 31.464403, 34.4124651 31.4647263, 34.4123024 31.4648839, 34.4118409 31.4653849, 34.4116313 31.4656597)",,,6
296010241,False,2,tertiary,60,True,9.103,"LINESTRING (34.4072307 31.4662326, 34.407285 31.4663001)",9,Sharia Omar Bin Al-Khattab,8
296010241,False,2,tertiary,60,False,123.89699999999999,"LINESTRING (34.4072307 31.4662326, 34.4071017 31.4661851, 34.4069117 31.4661188, 34.4064716 31.4659696, 34.4062084 31.4658884, 34.4060137 31.4658283)",9,Sharia Omar Bin Al-Khattab,8
41308117,False,2,residential,30,True,102.371,"LINESTRING (34.4068997 31.4709399, 34.4060037 31.4704265)",,,
298771537,False,,residential,,True,496.539,"LINESTRING (34.4068997 31.4709399, 34.4070983 31.470553, 34.407278 31.4701573, 34.4074483 31.4697798, 34.4076003 31.4698243, 34.4077192 31.4695796, 34.4076991 31.4695384, 34.4078451 31.4693224, 34.4079817 31.4689592, 34.4080423 31.4688082, 34.4081352 31.4687421, 34.4082645 31.4686453, 34.4083533 31.4685397, 34.4086839 31.4678177, 34.4088605 31.4674383, 34.4090571 31.4670596)",,,
41307909,False,2,residential,40,False,37.239,"LINESTRING (34.4142022 31.4630909, 34.4139227 31.4633261)",,,6
41307909,False,2,residential,40,True,76.792,"LINESTRING (34.4111398 31.4662085, 34.4116313 31.4656597)",,,6
41307909,False,2,residential,40,False,183.144,"LINESTRING (34.4111398 31.4662085, 34.4109865 31.4662418, 34.4107646 31.4662995, 34.4106142 31.4664438, 34.4102547 31.4669552, 34.4099581 31.4674151)",,,6
"[41305240, 1219381747]",False,2,residential,40,True,223.50900000000001,"LINESTRING (34.4111398 31.4662085, 34.4110917 31.4662723, 34.4110833 31.4663915, 34.4112027 31.4664748, 34.4114975 31.4666255, 34.411698 31.4667568, 34.4115504 31.4670114, 34.4110161 31.4677764)",,,6
41306421,False,2,tertiary,60,False,18.725,"LINESTRING (34.4099581 31.4674151, 34.4097787 31.4673448)",9,Sharia Omar Bin Al-Khattab,8
41306421,False,2,tertiary,60,True,22.841,"LINESTRING (34.4099581 31.4674151, 34.4101785 31.4674979)",9,Sharia Omar Bin Al-Khattab,8
41307909,False,2,residential,40,True,183.144,"LINESTRING (34.4099581 31.4674151, 34.4102547 31.4669552, 34.4106142 31.4664438, 34.4107646 31.4662995, 34.4109865 31.4662418, 34.4111398 31.4662085)",,,6
41306358,False,2,residential,40,True,221.338,"LINESTRING (34.4098107 31.4695065, 34.4099402 31.4692419, 34.4100247 31.4691078, 34.4102721 31.4686308, 34.4105031 31.4682339, 34.4108099 31.4677086)",,,
41307978,False,2,residential,40,False,118.363,"LINESTRING (34.4089204 31.4689839, 34.4094087 31.4680043)",,,
311996202,False,,residential,,True,48.666,"LINESTRING (34.4089204 31.4689839, 34.4084329 31.4688473)",,,
311996202,False,,residential,,False,48.666,"LINESTRING (34.4084329 31.4688473, 34.4089204 31.4689839)",,,
41307978,False,2,residential,40,False,81.297,"LINESTRING (34.4094087 31.4680043, 34.4097787 31.4673448)",,,
41307978,False,2,residential,40,True,118.363,"LINESTRING (34.4094087 31.4680043, 34.4089204 31.4689839)",,,
41308715,False,2,residential,40,False,126.19,"LINESTRING (34.4094087 31.4680043, 34.4097557 31.4681487, 34.4097483 31.4682298, 34.4093685 31.4688775)",,,
41305726,False,2,residential,30,False,194.32999999999996,"LINESTRING (34.4046018 31.4677286, 34.4052927 31.4670609, 34.4056405 31.4667085, 34.4056375 31.4666744, 34.4054648 31.4665781, 34.4052666 31.4664999)",,,
