osmid,ref,name,highway,maxspeed,oneway,reversed,length,lanes,geometry,width,junction
218984761,,Burrangong Street,residential,,False,False,129.636,,"LINESTRING (148.1633578 -33.8952697, 148.1633397 -33.8953625, 148.1634285 -33.8955344, 148.1635265 -33.8956843, 148.1638445 -33.8961707, 148.163913 -33.8962052, 148.1640256 -33.896218)",,
26946080,,East Street,residential,,False,True,179.926,,"LINESTRING (148.1640256 -33.896218, 148.1637269 -33.897817)",,
26946080,,East Street,residential,,False,False,94.47500000000001,,"LINESTRING (148.1640256 -33.896218, 148.1641704 -33.8954794, 148.16419 -33.8953794)",,
218984761,,Burrangong Street,residential,,False,True,129.636,,"LINESTRING (148.1640256 -33.896218, 148.163913 -33.8962052, 148.1638445 -33.8961707, 148.1635265 -33.8956843, 148.1634285 -33.8955344, 148.1633397 -33.8953625, 148.1633578 -33.8952697)",,
726868068,,Melyra Street,tertiary,,False,True,126.333,,"LINESTRING (148.1617384 -33.8925184, 148.1603862 -33.8923425)",,
219168959,,Melyra Street,residential,,False,False,137.428,,"LINESTRING (148.1617384 -33.8925184, 148.1624727 -33.8926229, 148.1632077 -33.8927181)",,
219168959,,Melyra Street,residential,,False,False,33.141,,"LINESTRING (148.1632077 -33.8927181, 148.1635622 -33.8927654)",,
219168959,,Melyra Street,residential,,False,True,137.428,,"LINESTRING (148.1632077 -33.8927181, 148.1624727 -33.8926229, 148.1617384 -33.8925184)",,
604044560,B64,Camp Street,primary,50,False,False,14.408,2,"LINESTRING (148.1655945 -33.8955101, 148.1657403 -33.8954638)",,
26946084,,Warraderry Street,residential,,False,False,283.458,,"LINESTRING (148.1655945 -33.8955101, 148.1656136 -33.8955529, 148.1656323 -33.8956353, 148.1651762 -33.8980252)",,
604044560,B64,Camp Street,primary,50,False,True,130.983,2,"LINESTRING (148.1655945 -33.8955101, 148.1654929 -33.8955205, 148.1654057 -33.8955256, 148.1653272 -33.8955239, 148.1652407 -33.8955178, 148.1651493 -33.8955099, 148.1649141 -33.8954779, 148.16419 -33.8953794)",,
942198798,,Warraderry Street,residential,,True,False,148.52800000000002,,"LINESTRING (148.1655945 -33.8955101, 148.1656069 -33.8954271, 148.1658327 -33.8941891)",,
219168959,,Melyra Street,residential,,False,True,33.141,,"LINESTRING (148.1635622 -33.8927654, 148.1632077 -33.8927181)",,
219168959,,Melyra Street,residential,,False,False,101.447,,"LINESTRING (148.1635622 -33.8927654, 148.163931 -33.892814, 148.1646477 -33.8929084)",,
604044561,,Nash Street,residential,,False,True,125.486,2,"LINESTRING (148.1635622 -33.8927654, 148.1635322 -33.8929112, 148.1630923 -33.8933565, 148.1628428 -33.8936181, 148.1628105 -33.8936359, 148.1627703 -33.8936559)",,
26946128,,George Street,residential,,False,False,94.81200000000001,,"LINESTRING (148.1627703 -33.8936559, 148.1627869 -33.893707, 148.163038 -33.8944791)",,
26946128,,George Street,residential,,False,True,146.60200000000003,,"LINESTRING (148.1627703 -33.8936559, 148.1627167 -33.8936061, 148.162672 -33.8935797, 148.1621995 -33.8933682, 148.1615327 -33.8931019, 148.1614547 -33.8930704, 148.1613714 -33.8930433)",,
604044561,,Nash Street,residential,,False,False,125.486,2,"LINESTRING (148.1627703 -33.8936559, 148.1628105 -33.8936359, 148.1628428 -33.8936181, 148.1630923 -33.8933565, 148.1635322 -33.8929112, 148.1635622 -33.8927654)",,
26946128,,George Street,residential,,False,True,41.311,,"LINESTRING (148.1576148 -33.893877, 148.1572266 -33.8940619)",,
688268903,,,unclassified,,False,False,29.217,,"LINESTRING (148.1576148 -33.893877, 148.1577298 -33.8941218)",,
26946128,,George Street,residential,,False,False,86.693,,"LINESTRING (148.1576148 -33.893877, 148.1583767 -33.8935589, 148.1584539 -33.8935267)",,
688268903,,,unclassified,,False,True,29.217,,"LINESTRING (148.1577298 -33.8941218, 148.1576148 -33.893877)",,
192923572,,Main Street,residential,,True,False,220.035,,"LINESTRING (148.1577298 -33.8941218, 148.1585154 -33.8938946, 148.1585756 -33.8938772, 148.1598663 -33.8935038, 148.1599862 -33.893488)",,
604044566,B64,Alexandra Street,primary,50,False,False,37.354,2,"LINESTRING (148.1569919 -33.8937885, 148.1570864 -33.8939091, 148.1572266 -33.8940619)",,
604044566,B64,Alexandra Street,primary,50,False,True,34.328,2,"LINESTRING (148.1569919 -33.8937885, 148.156896 -33.8936423, 148.1568566 -33.8935969, 148.1567958 -33.8935269)",,
688277143,,Main Street,residential,,True,False,244.51100000000002,,"LINESTRING (148.1599908 -33.8935747, 148.1598711 -33.8935935, 148.1586057 -33.8939414, 148.1582795 -33.8940311, 148.1577628 -33.8942101, 148.1574943 -33.8943027)",,
688277149,,,tertiary,,True,False,9.918000000000001,,"LINESTRING (148.1599908 -33.8935747, 148.1599792 -33.8935465, 148.1599776 -33.8935169, 148.1599862 -33.893488)",8,roundabout
688277146,,Forbes Street,tertiary,,True,False,139.909,,"LINESTRING (148.1601567 -33.8936215, 148.1602197 -33.894248, 148.1602719 -33.894768, 148.1603187 -33.8948685)",,
688277149,,,tertiary,,True,False,8.76,,"LINESTRING (148.1601567 -33.8936215, 148.1601267 -33.8936297, 148.1600951 -33.8936314, 148.160064 -33.8936265)",8,roundabout
688277149,,,tertiary,,True,False,11.556,,"LINESTRING (148.1601544 -33.8934319, 148.1601891 -33.8934512, 148.1602143 -33.8934788, 148.1602273 -33.8935117)",8,roundabout
26946128,,George Street,residential,,False,True,12.335,,"LINESTRING (148.1603049 -33.892881, 148.1601725 -33.8928961)",,
26946128,,George Street,residential,,False,False,100.258,,"LINESTRING (148.1603049 -33.892881, 148.1603641 -33.8928779, 148.1604064 -33.8928828, 148.1613714 -33.8930433)",,
688277147,,Forbes Street,tertiary,,True,False,62.847,,"LINESTRING (148.1603049 -33.892881, 148.1602617 -33.8930496, 148.1602411 -33.89313, 148.1602056 -33.8932636, 148.1601754 -33.8933448, 148.1601544 -33.8934319)",,
688277149,,,tertiary,,True,False,6.333,,"LINESTRING (148.160208 -33.8935845, 148.1601854 -33.893606, 148.1601567 -33.8936215)",8,roundabout
"[942198794, 688277148]",,"['Main Street', 'Burrangong Street']",residential,,True,False,226.823,,"LINESTRING (148.1624997 -33.894173, 148.1624083 -33.8940951, 148.1622877 -33.8939795, 148.1622512 -33.8939547, 148.1622084 -33.8939332, 148.1621454 -33.8939126, 148.160208 -33.8935845)",,
"[1019427155, 942198795]",,Burrangong Street,residential,,False,False,55.84,,"LINESTRING (148.1624997 -33.894173, 148.1626914 -33.8944653, 148.16272 -33.8945061, 148.162753 -33.8945621, 148.1627811 -33.8946172)",,
726868067,,Forbes Street,tertiary,,False,False,22.012,,"LINESTRING (148.1603222 -33.8925332, 148.1603862 -33.8923425)",,
688277147,,Forbes Street,tertiary,,True,False,39.737,,"LINESTRING (148.1603222 -33.8925332, 148.1603511 -33.8925778, 148.1603537 -33.8926302, 148.1603336 -33.8927671, 148.1603049 -33.892881)",,
942198796,,,residential,,False,True,13.326,,"LINESTRING (148.1659754 -33.8942073, 148.1658327 -33.8941891)",,
942198797,,Warraderry Street,residential,,True,False,141.398,,"LINESTRING (148.1659754 -33.8942073, 148.1657498 -33.8953953, 148.1657403 -33.8954638)",,
942198796,,,residential,,False,False,13.326,,"LINESTRING (148.1658327 -33.8941891, 148.1659754 -33.8942073)",,
942198798,,Warraderry Street,residential,,True,False,131.566,,"LINESTRING (148.1658327 -33.8941891, 148.1660253 -33.8931339, 148.1661216 -33.8930499)",,
26946079,,Rose Street,residential,,False,False,6.776,,"LINESTRING (148.1617294 -33.9000495, 148.1618019 -33.9000591)",,
1044457112,,Rose Street,residential,,True,False,219.258,,"LINESTRING (148.1617294 -33.9000495, 148.1616382 -33.9000793, 148.1595321 -33.899804, 148.1594083 -33.8997404)",,
