osmid,oneway,ref,name,highway,maxspeed,access,reversed,length,geometry,lanes,width,junction
221684447,False,B1,George Street,primary,60,,True,271.88000000000005,"LINESTRING (140.3540205 -37.5951572, 140.3540979 -37.5952085, 140.3541225 -37.5952248, 140.3547796 -37.5956607, 140.3551421 -37.5958985, 140.3555737 -37.5961859, 140.356157 -37.5965744, 140.3562406 -37.5966298, 140.3562702 -37.5966527, 140.3563134 -37.5966862, 140.3563685 -37.5967413)",2,,
619214374,False,,Glen Street,tertiary,50,,False,103.602,"LINESTRING (140.3540205 -37.5951572, 140.3540843 -37.5950985, 140.3541044 -37.59508, 140.3547788 -37.5944451)",,,
619214374,False,,Glen Street,tertiary,50,,True,99.66499999999999,"LINESTRING (140.3540205 -37.5951572, 140.3539591 -37.5952151, 140.3539372 -37.5952357, 140.3532929 -37.5958435)",,,
168961741,False,,North Terrace,residential,50,,False,106.971,"LINESTRING (140.3518208 -37.5936604, 140.3507783 -37.5941535)",,,
221684447,False,B1,George Street,primary,60,,False,119.148,"LINESTRING (140.3518208 -37.5936604, 140.3512026 -37.5932473, 140.3511514 -37.5932125, 140.3510957 -37.5931746, 140.3510465 -37.5931297, 140.351011 -37.593092, 140.3509837 -37.5930631, 140.3508615 -37.5929155)",2,,
221684447,False,B1,George Street,primary,60,,True,255.464,"LINESTRING (140.3518208 -37.5936604, 140.3526161 -37.5942015, 140.3539187 -37.5950879, 140.353939 -37.5951017, 140.3540205 -37.5951572)",2,,
632108391,False,,Academy Drive,tertiary,50,,True,110.34799999999998,"LINESTRING (140.3518208 -37.5936604, 140.3519148 -37.5936179, 140.3521896 -37.5934939, 140.352909 -37.5931691)",,,
36817654,False,,Academy Drive,residential,50,,True,43.873,"LINESTRING (140.3565298 -37.5928519, 140.3569029 -37.5925906)",,,
"[168961743, 168961733, 36817654, 168961727]",False,,"['Science Avenue', 'Academy Drive', 'History Avenue', 'French Street']",residential,50,,"[False, True]",517.398,"LINESTRING (140.3565298 -37.5928519, 140.356322 -37.5927071, 140.3553526 -37.5920316, 140.3549033 -37.5917185, 140.3548737 -37.5916777, 140.3548697 -37.5916307, 140.3548849 -37.5915826, 140.3549422 -37.5915497, 140.3557889 -37.5912032, 140.3558404 -37.5911876, 140.3558825 -37.5911824, 140.3559182 -37.5911902, 140.3559577 -37.5912106, 140.3571565 -37.5922906, 140.3571822 -37.5923235, 140.3571822 -37.5923439, 140.3571783 -37.5923784, 140.3571547 -37.5924092, 140.3569029 -37.5925906)",,,
"[788662476, 632404340, 36817654]",False,,Academy Drive,residential,50,,False,307.67099999999994,"LINESTRING (140.3565298 -37.5928519, 140.356502 -37.592872, 140.3564256 -37.592927, 140.3564032 -37.5929432, 140.3563631 -37.5929721, 140.3562887 -37.5930257, 140.3561964 -37.5930922, 140.3560365 -37.5931522, 140.3558513 -37.5931562, 140.35567 -37.5931133, 140.3551367 -37.5929534, 140.3543291 -37.5926945, 140.3542769 -37.5926875, 140.3541345 -37.5926683, 140.3539331 -37.5927058, 140.3538469 -37.5927438, 140.3533707 -37.5929548)",,,
48488127,False,,Railway Terrace,tertiary,50,,False,217.803,"LINESTRING (140.352909 -37.5931691, 140.3529718 -37.5932438, 140.3533626 -37.5935036, 140.3540317 -37.5939484, 140.3547788 -37.5944451)",,,
632108391,False,,Academy Drive,tertiary,50,,False,110.34799999999998,"LINESTRING (140.352909 -37.5931691, 140.3521896 -37.5934939, 140.3519148 -37.5936179, 140.3518208 -37.5936604)",,,
632108391,False,,Academy Drive,tertiary,50,,True,47.149,"LINESTRING (140.352909 -37.5931691, 140.3530508 -37.5931025, 140.3531031 -37.593078, 140.353227 -37.5930198, 140.3533174 -37.5929774, 140.3533707 -37.5929548)",,,
36817653,False,,Stuckey Street,residential,50,,False,97.597,"LINESTRING (140.3516086 -37.5974388, 140.3523194 -37.5967656)",,,
36817653,False,,Stuckey Street,residential,50,,True,155.277,"LINESTRING (140.3516086 -37.5974388, 140.3504755 -37.5985084)",,,
86392909,False,,Benton Street,residential,,,True,373.835,"LINESTRING (140.3516086 -37.5974388, 140.3483648 -37.5952715)",,,
36817654,False,,Academy Drive,residential,50,,False,43.873,"LINESTRING (140.3569029 -37.5925906, 140.3565298 -37.5928519)",,,
"[168961727, 168961733, 36817654, 168961743]",False,,"['Academy Drive', 'History Avenue', 'Science Avenue', 'French Street']",residential,50,,"[False, True]",517.398,"LINESTRING (140.3569029 -37.5925906, 140.3571547 -37.5924092, 140.3571783 -37.5923784, 140.3571822 -37.5923439, 140.3571822 -37.5923235, 140.3571565 -37.5922906, 140.3559577 -37.5912106, 140.3559182 -37.5911902, 140.3558825 -37.5911824, 140.3558404 -37.5911876, 140.3557889 -37.5912032, 140.3549422 -37.5915497, 140.3548849 -37.5915826, 140.3548697 -37.5916307, 140.3548737 -37.5916777, 140.3549033 -37.5917185, 140.3553526 -37.5920316, 140.356322 -37.5927071, 140.3565298 -37.5928519)",,,
27813042,False,,Williams Road,secondary,60,,False,260.444,"LINESTRING (140.3504755 -37.5985084, 140.347809 -37.5974972)",,,
27813042,False,,Williams Road,secondary,60,,True,34.612,"LINESTRING (140.3504755 -37.5985084, 140.3508298 -37.5986429)",,,
36817653,False,,Stuckey Street,residential,50,,False,155.277,"LINESTRING (140.3504755 -37.5985084, 140.3516086 -37.5974388)",,,
36817652,False,,Short Street,tertiary,50,,False,105.736,"LINESTRING (140.357125 -37.5960031, 140.3563685 -37.5967413)",,,
36817652,False,,Short Street,tertiary,50,,True,17.91,"LINESTRING (140.357125 -37.5960031, 140.3572564 -37.5958802)",,,
48488127,False,,Railway Terrace,tertiary,50,,True,269.73,"LINESTRING (140.357125 -37.5960031, 140.3563999 -37.5955365, 140.356141 -37.5953699, 140.355912 -37.5952144, 140.3550012 -37.5945961, 140.3548211 -37.5944738, 140.3547788 -37.5944451)",,,
48488127,False,,Railway Terrace,tertiary,50,,False,269.73,"LINESTRING (140.3547788 -37.5944451, 140.3548211 -37.5944738, 140.3550012 -37.5945961, 140.355912 -37.5952144, 140.356141 -37.5953699, 140.3563999 -37.5955365, 140.357125 -37.5960031)",,,
48488127,False,,Railway Terrace,tertiary,50,,True,217.803,"LINESTRING (140.3547788 -37.5944451, 140.3540317 -37.5939484, 140.3533626 -37.5935036, 140.3529718 -37.5932438, 140.352909 -37.5931691)",,,
619214374,False,,Glen Street,tertiary,50,,True,103.602,"LINESTRING (140.3547788 -37.5944451, 140.3541044 -37.59508, 140.3540843 -37.5950985, 140.3540205 -37.5951572)",,,
54807372,False,B1,Adelaide Road,primary,,,True,28.496,"LINESTRING (140.3516665 -37.5918475, 140.3519522 -37.5917274)",2,11,
632108375,False,,Cattle Bridge Road,tertiary,,,True,194.735,"LINESTRING (140.3516665 -37.5918475, 140.3517382 -37.591929, 140.3517957 -37.5919796, 140.3524674 -37.5924019, 140.3526589 -37.5925208, 140.3533707 -37.5929548)",2,,
637109122,False,B1,Ridge Terrace,primary,,,False,64.02199999999999,"LINESTRING (140.3516665 -37.5918475, 140.351311 -37.5920081, 140.3511773 -37.5920693, 140.3510388 -37.5921374)",2,7.5,
168961755,False,,Fifth Street,residential,,,False,154.179,"LINESTRING (140.3473741 -37.5905589, 140.3488532 -37.5912998)",,,
632108377,False,,Belt Road,tertiary,,,True,102.917,"LINESTRING (140.3511023 -37.591111, 140.3518022 -37.5915298, 140.3519522 -37.5917274)",,,
168961755,False,,Fifth Street,residential,,,True,154.179,"LINESTRING (140.3488532 -37.5912998, 140.3473741 -37.5905589)",,,
168961765,False,,Sixth Street,residential,50,,True,146.331,"LINESTRING (140.3488532 -37.5912998, 140.3479751 -37.5924168)",,,
168961755,False,,Fifth Street,residential,,,False,195.82399999999998,"LINESTRING (140.3488532 -37.5912998, 140.3505078 -37.5921337, 140.3505733 -37.5921562, 140.3506059 -37.5921735, 140.3506343 -37.5922046, 140.3506813 -37.5922768)",,,
54807372,False,B1,Adelaide Road,primary,,,False,78.16,"LINESTRING (140.3527891 -37.591498, 140.3526726 -37.5915236, 140.3524607 -37.5915706, 140.3523125 -37.5916076, 140.3521603 -37.5916567, 140.3519522 -37.5917274)",2,11,
637109121,False,B1,Adelaide Road,primary,110,,True,143.11,"LINESTRING (140.3527891 -37.591498, 140.3534243 -37.5913776, 140.3535581 -37.5913507, 140.3538791 -37.5912923, 140.3543701 -37.5912032)",2,,
54807372,False,B1,Adelaide Road,primary,,,False,28.496,"LINESTRING (140.3519522 -37.5917274, 140.3516665 -37.5918475)",2,11,
54807372,False,B1,Adelaide Road,primary,,,True,78.16000000000001,"LINESTRING (140.3519522 -37.5917274, 140.3521603 -37.5916567, 140.3523125 -37.5916076, 140.3524607 -37.5915706, 140.3526726 -37.5915236, 140.3527891 -37.591498)",2,11,
632108377,False,,Belt Road,tertiary,,,False,102.917,"LINESTRING (140.3519522 -37.5917274, 140.3518022 -37.5915298, 140.3511023 -37.591111)",,,
173049661,True,B1,George Street,primary,,,False,46.722,"LINESTRING (140.3510388 -37.5921374, 140.3510258 -37.5921708, 140.3509764 -37.5922115, 140.3509162 -37.5922797, 140.3508607 -37.5923721, 140.3508391 -37.5924187, 140.3508031 -37.5925078)",1,,
637109122,False,B1,Ridge Terrace,primary,,,True,64.02199999999999,"LINESTRING (140.3510388 -37.5921374, 140.3511773 -37.5920693, 140.351311 -37.5920081, 140.3516665 -37.5918475)",2,7.5,
168961765,False,,Sixth Street,residential,50,,False,146.331,"LINESTRING (140.3479751 -37.5924168, 140.3488532 -37.5912998)",,,
168961765,False,,Sixth Street,residential,50,,True,145.122,"LINESTRING (140.3479751 -37.5924168, 140.3471102 -37.5935275)",,,
173049625,False,B101,Main Street,primary,60,yes,True,124.021,"LINESTRING (140.3479751 -37.5924168, 140.3490725 -37.5929499, 140.3491641 -37.5930118)",,,
168961765,False,,Sixth Street,residential,50,,False,145.122,"LINESTRING (140.3471102 -37.5935275, 140.3479751 -37.5924168)",,,
168961754,False,,Fourth Street,residential,,,True,44.169,"LINESTRING (140.3471102 -37.5935275, 140.3473392 -37.593641, 140.3473895 -37.5936698, 140.3474343 -37.5937163, 140.3474783 -37.5937833)",,,
168961754,False,,Fourth Street,residential,,,False,44.169,"LINESTRING (140.3474783 -37.5937833, 140.3474343 -37.5937163, 140.3473895 -37.5936698, 140.3473392 -37.593641, 140.3471102 -37.5935275)",,,
637109123,False,,Ridge Terrace,secondary,50,,False,171.524,"LINESTRING (140.3474783 -37.5937833, 140.34829 -37.5934118, 140.3484263 -37.5933494, 140.3491641 -37.5930118)",2,7.5,
36817652,False,,Short Street,tertiary,50,,True,119.67,"LINESTRING (140.3547935 -37.5982483, 140.3556707 -37.5974266)",,,
168961744,False,,Spehr Street,residential,,,True,165.371,"LINESTRING (140.3547935 -37.5982483, 140.3562181 -37.5992167)",,,
27813042,False,,Williams Road,secondary,60,,False,34.612,"LINESTRING (140.3508298 -37.5986429, 140.3504755 -37.5985084)",,,
168961756,False,,Holzgrefe Street,residential,,,True,96.771,"LINESTRING (140.3508298 -37.5986429, 140.3502804 -37.5993965)",,,
168961773,False,,Brooks Street,residential,,,False,99.828,"LINESTRING (140.3482885 -37.5986456, 140.3493113 -37.599032)",,,
168961773,False,,Brooks Street,residential,,,False,94.509,"LINESTRING (140.3493113 -37.599032, 140.3502804 -37.5993965)",,,
168961773,False,,Brooks Street,residential,,,True,99.828,"LINESTRING (140.3493113 -37.599032, 140.3482885 -37.5986456)",,,
168961744,False,,Spehr Street,residential,,,False,165.371,"LINESTRING (140.3562181 -37.5992167, 140.3547935 -37.5982483)",,,
168961756,False,,Holzgrefe Street,residential,,,False,96.771,"LINESTRING (140.3502804 -37.5993965, 140.3508298 -37.5986429)",,,
168961773,False,,Brooks Street,residential,,,True,94.509,"LINESTRING (140.3502804 -37.5993965, 140.3493113 -37.599032)",,,
48488123,False,,Davenport Street,residential,,,True,59.939,"LINESTRING (140.3516511 -37.5947573, 140.3521733 -37.5951028)",,,
48488123,False,,Davenport Street,residential,,,False,102.219,"LINESTRING (140.3516511 -37.5947573, 140.3508984 -37.5942593, 140.3507783 -37.5941535)",,,
169060857,False,,Alexander Square,residential,,,True,274.72299999999996,"LINESTRING (140.3516511 -37.5947573, 140.3508317 -37.5955485, 140.3507906 -37.5955858, 140.3507221 -37.5956106, 140.3506398 -37.5956059, 140.3505596 -37.5955718, 140.3494928 -37.5948568, 140.3494249 -37.5947805)",,,
168961741,False,,North Terrace,residential,50,,False,108.186,"LINESTRING (140.3494249 -37.5947805, 140.3483648 -37.5952715)",,,
168961741,False,,North Terrace,residential,50,,True,138.128,"LINESTRING (140.3494249 -37.5947805, 140.3494744 -37.5947576, 140.3502492 -37.5943986, 140.3507783 -37.5941535)",,,
169060857,False,,Alexander Square,residential,,,False,274.723,"LINESTRING (140.3494249 -37.5947805, 140.3494928 -37.5948568, 140.3505596 -37.5955718, 140.3506398 -37.5956059, 140.3507221 -37.5956106, 140.3507906 -37.5955858, 140.3508317 -37.5955485, 140.3516511 -37.5947573)",,,
48488123,False,,Davenport Street,residential,,,False,59.939,"LINESTRING (140.3521733 -37.5951028, 140.3516511 -37.5947573)",,,
48488123,False,,Davenport Street,residential,,,True,128.505,"LINESTRING (140.3521733 -37.5951028, 140.3532929 -37.5958435)",,,
169060867,False,,Kentish Place,residential,,,True,146.892,"LINESTRING (140.3521733 -37.5951028, 140.3519386 -37.5952969, 140.351904 -37.5953331, 140.351875 -37.5953758, 140.3516992 -37.5958167, 140.3516701 -37.5958858, 140.3516134 -37.5959527, 140.3513255 -37.5962082)",,,
169060889,False,,Wilson Court,residential,,,False,11.426,"LINESTRING (140.3481307 -37.5961128, 140.3482276 -37.5961811)",,,
169060889,False,,Wilson Court,residential,,,False,12.527,"LINESTRING (140.3482276 -37.5961811, 140.3483392 -37.5962509)",,,
169060889,False,,Wilson Court,residential,,,True,11.426,"LINESTRING (140.3482276 -37.5961811, 140.3481307 -37.5961128)",,,
169060886,False,,Wilson Court,residential,,,True,193.243,"LINESTRING (140.3482276 -37.5961811, 140.3479027 -37.5964866, 140.347885 -37.5965254, 140.3478968 -37.596558, 140.3483392 -37.5968557, 140.3483705 -37.5968914, 140.3483646 -37.5969379, 140.3483333 -37.5969814, 140.3478753 -37.5974141, 140.347809 -37.5974972)",,,
169060867,False,,Kentish Place,residential,,,False,146.892,"LINESTRING (140.3513255 -37.5962082, 140.3516134 -37.5959527, 140.3516701 -37.5958858, 140.3516992 -37.5958167, 140.351875 -37.5953758, 140.351904 -37.5953331, 140.3519386 -37.5952969, 140.3521733 -37.5951028)",,,
169060889,False,,Wilson Court,residential,,,True,12.527,"LINESTRING (140.3483392 -37.5962509, 140.3482276 -37.5961811)",,,
27813042,False,,Williams Road,secondary,60,,True,260.444,"LINESTRING (140.347809 -37.5974972, 140.3504755 -37.5985084)",,,
169060886,False,,Wilson Court,residential,,,False,193.24299999999997,"LINESTRING (140.347809 -37.5974972, 140.3478753 -37.5974141, 140.3483333 -37.5969814, 140.3483646 -37.5969379, 140.3483705 -37.5968914, 140.3483392 -37.5968557, 140.3478968 -37.596558, 140.347885 -37.5965254, 140.3479027 -37.5964866, 140.3482276 -37.5961811)",,,
168961755,False,,Fifth Street,residential,,,True,195.824,"LINESTRING (140.3506813 -37.5922768, 140.3506343 -37.5922046, 140.3506059 -37.5921735, 140.3505733 -37.5921562, 140.3505078 -37.5921337, 140.3488532 -37.5912998)",,,
1218958544,True,B1,Ridge Terrace,primary,,,False,35.455,"LINESTRING (140.3506813 -37.5922768, 140.3507541 -37.5922443, 140.350996 -37.592139, 140.3510388 -37.5921374)",1,,
173049657,True,B1,Ridge Terrace,primary,,,False,15.361,"LINESTRING (140.3505294 -37.5923446, 140.3506813 -37.5922768)",1,,
"[1218958539, 1218958540]",True,B1,,primary,50,,False,34.865,"LINESTRING (140.3505294 -37.5923446, 140.3505901 -37.5923379, 140.3506526 -37.5923456, 140.3507132 -37.5923694, 140.350741 -37.5923882, 140.3507779 -37.5924278, 140.3507967 -37.5924664, 140.3508031 -37.5925078)",1,,roundabout
1218958542,True,B1,,primary,50,,False,9.43,"LINESTRING (140.3504379 -37.5923873, 140.3504773 -37.5923628, 140.3505294 -37.5923446)",1,,roundabout
1218958543,True,B1,,primary,50,,False,6.96,"LINESTRING (140.3508031 -37.5925078, 140.3507884 -37.5925693)",1,,roundabout
173049658,True,B1,George Street,primary,,,False,39.284,"LINESTRING (140.3507884 -37.5925693, 140.3508064 -37.5926794, 140.3508291 -37.5927748, 140.3508634 -37.5928553, 140.3508615 -37.5929155)",1,,
1218958545,True,B1,,primary,50,,False,31.28,"LINESTRING (140.3507884 -37.5925693, 140.3507408 -37.5926272, 140.3506707 -37.5926644, 140.3505901 -37.5926772, 140.3504916 -37.5926587)",1,,roundabout
62146288,True,B101,Ridge Terrace,primary,50,,False,40.45,"LINESTRING (140.3500599 -37.5925859, 140.350095 -37.5925445, 140.3504379 -37.5923873)",1,,
"[173105553, 1218958538]",False,B101,Ridge Terrace,primary,50,,True,92.046,"LINESTRING (140.3500599 -37.5925859, 140.3496379 -37.5927893, 140.3491641 -37.5930118)",2,7.5,
173049638,True,B101,George Street,primary,50,,False,34.018,"LINESTRING (140.3504382 -37.5926281, 140.3503015 -37.5925933, 140.3502183 -37.592586, 140.3501198 -37.5925903, 140.3500599 -37.5925859)",1,,
173049680,True,B1,,primary,50,,False,29.613,"LINESTRING (140.3504382 -37.5926281, 140.3503948 -37.5925792, 140.350379 -37.5925411, 140.3503748 -37.5925078, 140.3503866 -37.5924521, 140.3504379 -37.5923873)",1,,roundabout
1218958541,True,B1,,primary,50,,False,5.806,"LINESTRING (140.3504916 -37.5926587, 140.3504382 -37.5926281)",1,,roundabout
173049660,True,B1,George Street,primary,,,False,43.989999999999995,"LINESTRING (140.3508615 -37.5929155, 140.3507886 -37.5928971, 140.3507147 -37.5928364, 140.3504916 -37.5926587)",1,,
221684447,False,B1,George Street,primary,60,,True,119.148,"LINESTRING (140.3508615 -37.5929155, 140.3509837 -37.5930631, 140.351011 -37.593092, 140.3510465 -37.5931297, 140.3510957 -37.5931746, 140.3511514 -37.5932125, 140.3512026 -37.5932473, 140.3518208 -37.5936604)",2,,
334295033,False,,Julie Anne Court,residential,,,False,176.86,"LINESTRING (140.3532475 -37.5971143, 140.3532945 -37.5971514, 140.3534862 -37.5973102, 140.3536481 -37.5974521, 140.3536607 -37.5974995, 140.3536092 -37.5975481, 140.3534641 -37.5976851, 140.3534199 -37.5976838, 140.3529978 -37.5974038, 140.3529862 -37.5973651, 140.3532475 -37.5971143)",,,
334295033,False,,Julie Anne Court,residential,,,True,176.86,"LINESTRING (140.3532475 -37.5971143, 140.3529862 -37.5973651, 140.3529978 -37.5974038, 140.3534199 -37.5976838, 140.3534641 -37.5976851, 140.3536092 -37.5975481, 140.3536607 -37.5974995, 140.3536481 -37.5974521, 140.3534862 -37.5973102, 140.3532945 -37.5971514, 140.3532475 -37.5971143)",,,
334295033,False,,Julie Anne Court,residential,,,True,90.474,"LINESTRING (140.3532475 -37.5971143, 140.353186 -37.5969669, 140.353136 -37.59691, 140.3528158 -37.5966967, 140.352593 -37.5965484, 140.3525651 -37.5965328)",,,
334295038,False,,Pawsey Place,residential,,,True,64.247,"LINESTRING (140.352883 -37.5971321, 140.3523457 -37.59678, 140.3523194 -37.5967656)",,,
36817653,False,,Stuckey Street,residential,50,,False,99.931,"LINESTRING (140.3525651 -37.5965328, 140.3532929 -37.5958435)",,,
36817653,False,,Stuckey Street,residential,50,,True,33.744,"LINESTRING (140.3525651 -37.5965328, 140.3523194 -37.5967656)",,,
334295033,False,,Julie Anne Court,residential,,,False,90.47400000000002,"LINESTRING (140.3525651 -37.5965328, 140.352593 -37.5965484, 140.3528158 -37.5966967, 140.353136 -37.59691, 140.353186 -37.5969669, 140.3532475 -37.5971143)",,,
36817653,False,,Stuckey Street,residential,50,,False,33.744,"LINESTRING (140.3523194 -37.5967656, 140.3525651 -37.5965328)",,,
36817653,False,,Stuckey Street,residential,50,,True,97.597,"LINESTRING (140.3523194 -37.5967656, 140.3516086 -37.5974388)",,,
334295038,False,,Pawsey Place,residential,,,False,64.247,"LINESTRING (140.3523194 -37.5967656, 140.3523457 -37.59678, 140.352883 -37.5971321)",,,
36817652,False,,Short Street,tertiary,50,,False,115.422,"LINESTRING (140.3581112 -37.5950936, 140.3575597 -37.5956011, 140.357515 -37.5956422, 140.3572564 -37.5958802)",,,
632108375,False,,Cattle Bridge Road,tertiary,,,False,194.73499999999999,"LINESTRING (140.3533707 -37.5929548, 140.3526589 -37.5925208, 140.3524674 -37.5924019, 140.3517957 -37.5919796, 140.3517382 -37.591929, 140.3516665 -37.5918475)",2,,
632108391,False,,Academy Drive,tertiary,50,,False,47.149,"LINESTRING (140.3533707 -37.5929548, 140.3533174 -37.5929774, 140.353227 -37.5930198, 140.3531031 -37.593078, 140.3530508 -37.5931025, 140.352909 -37.5931691)",,,
"[632404340, 788662476, 36817654]",False,,Academy Drive,residential,50,,True,307.67100000000005,"LINESTRING (140.3533707 -37.5929548, 140.3538469 -37.5927438, 140.3539331 -37.5927058, 140.3541345 -37.5926683, 140.3542769 -37.5926875, 140.3543291 -37.5926945, 140.3551367 -37.5929534, 140.35567 -37.5931133, 140.3558513 -37.5931562, 140.3560365 -37.5931522, 140.3561964 -37.5930922, 140.3562887 -37.5930257, 140.3563631 -37.5929721, 140.3564032 -37.5929432, 140.3564256 -37.592927, 140.356502 -37.592872, 140.3565298 -37.5928519)",,,
36817652,False,,Short Street,tertiary,50,,False,17.91,"LINESTRING (140.3572564 -37.5958802, 140.357125 -37.5960031)",,,
36817652,False,,Short Street,tertiary,50,,True,115.422,"LINESTRING (140.3572564 -37.5958802, 140.357515 -37.5956422, 140.3575597 -37.5956011, 140.3581112 -37.5950936)",,,
