osmid,name,highway,oneway,reversed,length,ref,maxspeed,geometry,lanes,width
743461741,Indian Ocean Drive,trunk,False,True,18.76,60,60,"LINESTRING (115.040426 -30.3045127, 115.0405813 -30.3044103)",2,
574620414,Indian Ocean Drive,trunk,True,False,190.75500000000002,60,,"LINESTRING (115.040426 -30.3045127, 115.0403192 -30.3045908, 115.0388426 -30.3055488)",,4
68698488,Rowe Street,residential,False,False,118.181,,,"LINESTRING (115.0426545 -30.3007836, 115.0419649 -30.301664)",2,7
68698482,Bower Street,residential,False,False,255.185,,50,"LINESTRING (115.0426545 -30.3007836, 115.043416 -30.3012442, 115.0435559 -30.3013092, 115.0436789 -30.3013092, 115.0437867 -30.3012562, 115.0439021 -30.3011999, 115.0449121 -30.3006569)",,
68678155,Doust Street,residential,False,False,88.204,,,"LINESTRING (115.040389 -30.3007344, 115.041146 -30.3011839)",2,7
68678155,Doust Street,residential,False,True,102.958,,,"LINESTRING (115.040389 -30.3007344, 115.0397663 -30.3004082, 115.0394706 -30.3002563)",2,7
68678155,Doust Street,residential,False,True,95.03,,,"LINESTRING (115.0419649 -30.301664, 115.041146 -30.3011839)",2,7
68698488,Rowe Street,residential,False,True,118.181,,,"LINESTRING (115.0419649 -30.301664, 115.0426545 -30.3007836)",2,7
68678155,Doust Street,residential,False,False,199.274,,,"LINESTRING (115.0419649 -30.301664, 115.0431542 -30.3024066, 115.0432789 -30.3024874, 115.0433941 -30.3025745, 115.0435552 -30.3027919)",2,7
69021822,Essex Street,residential,False,False,121.78500000000001,,50,"LINESTRING (115.0457876 -30.2997954, 115.045411 -30.2998664, 115.0452252 -30.299941, 115.0446502 -30.3002514)",,
68698485,Hasting Street,residential,False,False,51.626,,50,"LINESTRING (115.0446502 -30.3002514, 115.0449121 -30.3006569)",2,7
68698485,Hasting Street,residential,False,True,50.152,,50,"LINESTRING (115.0446502 -30.3002514, 115.044367 -30.2998724)",2,7
69021822,Essex Street,residential,False,True,121.785,,50,"LINESTRING (115.0446502 -30.3002514, 115.0452252 -30.299941, 115.045411 -30.2998664, 115.0457876 -30.2997954)",,
69021823,Murray Street,residential,False,False,124.64800000000001,,,"LINESTRING (115.0415066 -30.3026373, 115.0417038 -30.3027729, 115.0420113 -30.3029844, 115.0421142 -30.3030624, 115.0422953 -30.3031756, 115.042504 -30.3033527)",2,7
69021823,Murray Street,residential,False,True,117.767,,,"LINESTRING (115.0415066 -30.3026373, 115.0410208 -30.3022848, 115.0406648 -30.3020265, 115.0405675 -30.3019559)",2,7
69021825,Andrews Street,residential,False,True,183.552,,,"LINESTRING (115.0415066 -30.3026373, 115.0410422 -30.3029087, 115.0407644 -30.3030547, 115.0405563 -30.3031499, 115.0403943 -30.3031575, 115.0402613 -30.3031184, 115.0399536 -30.3029416, 115.0398553 -30.3028851)",,
68678153,Sandpiper Street,residential,False,False,102.266,,,"LINESTRING (115.0405675 -30.3019559, 115.0408902 -30.3015067, 115.0410696 -30.3012803, 115.041146 -30.3011839)",2,10
68678153,Sandpiper Street,residential,False,True,123.90100000000001,,,"LINESTRING (115.0405675 -30.3019559, 115.0404815 -30.3020627, 115.0402081 -30.3024218, 115.0399856 -30.302714, 115.0398553 -30.3028851)",2,10
69021823,Murray Street,residential,False,False,117.767,,,"LINESTRING (115.0405675 -30.3019559, 115.0406648 -30.3020265, 115.0410208 -30.3022848, 115.0415066 -30.3026373)",2,7
68678153,Sandpiper Street,residential,False,False,123.901,,,"LINESTRING (115.0398553 -30.3028851, 115.0399856 -30.302714, 115.0402081 -30.3024218, 115.0404815 -30.3020627, 115.0405675 -30.3019559)",2,10
68678153,Sandpiper Street,residential,False,True,102.971,,,"LINESTRING (115.0398553 -30.3028851, 115.0393997 -30.3034448, 115.0392451 -30.3036466)",2,10
69021825,Andrews Street,residential,False,False,183.55200000000002,,,"LINESTRING (115.0398553 -30.3028851, 115.0399536 -30.3029416, 115.0402613 -30.3031184, 115.0403943 -30.3031575, 115.0405563 -30.3031499, 115.0407644 -30.3030547, 115.0410422 -30.3029087, 115.0415066 -30.3026373)",,
743461741,Indian Ocean Drive,trunk,False,False,50.091,60,60,"LINESTRING (115.042504 -30.3033527, 115.0420544 -30.3035813)",2,
69021823,Murray Street,residential,False,True,124.648,,,"LINESTRING (115.042504 -30.3033527, 115.0422953 -30.3031756, 115.0421142 -30.3030624, 115.0420113 -30.3029844, 115.0417038 -30.3027729, 115.0415066 -30.3026373)",2,7
743461741,Indian Ocean Drive,trunk,False,True,64.244,60,60,"LINESTRING (115.042504 -30.3033527, 115.042789 -30.3031947, 115.0430667 -30.30304)",2,
68698485,Hasting Street,residential,False,True,51.626,,50,"LINESTRING (115.0449121 -30.3006569, 115.0446502 -30.3002514)",2,7
68698482,Bower Street,residential,False,True,255.185,,50,"LINESTRING (115.0449121 -30.3006569, 115.0439021 -30.3011999, 115.0437867 -30.3012562, 115.0436789 -30.3013092, 115.0435559 -30.3013092, 115.043416 -30.3012442, 115.0426545 -30.3007836)",,
68698485,Hasting Street,residential,False,False,132.27,,50,"LINESTRING (115.0449121 -30.3006569, 115.0455609 -30.3015523, 115.0456438 -30.3016648)",2,7
68698485,Hasting Street,residential,False,True,132.27,,50,"LINESTRING (115.0456438 -30.3016648, 115.0455609 -30.3015523, 115.0449121 -30.3006569)",2,7
743461741,Indian Ocean Drive,trunk,False,False,236.562,60,60,"LINESTRING (115.0456438 -30.3016648, 115.0445955 -30.3022677, 115.0435552 -30.3027919)",2,
68868744,White Street,residential,False,False,127.10499999999999,,,"LINESTRING (115.037989 -30.3045584, 115.0383485 -30.3049828, 115.0386411 -30.3053083, 115.0387193 -30.3054035, 115.0387787 -30.3054757)",,
69205421,Padbury Street,residential,False,True,240.98,,50,"LINESTRING (115.037989 -30.3045584, 115.0370161 -30.3051655, 115.0368675 -30.3052512, 115.0367387 -30.3053562, 115.0365982 -30.305477, 115.0364448 -30.3056505, 115.0361779 -30.3060184)",,
69545950,Hamersley Street,residential,False,False,129.696,,50,"LINESTRING (115.0417226 -30.3053303, 115.0411811 -30.3056733, 115.0406503 -30.3060394)",,
69545950,Hamersley Street,residential,False,True,131.096,,50,"LINESTRING (115.0417226 -30.3053303, 115.0419702 -30.3051638, 115.0423423 -30.3049613, 115.0428405 -30.3046546)",,
"[69545949, 69545950]","['Hamersley Street', 'Bayliss Street']",residential,False,"[False, True]",312.057,,50,"LINESTRING (115.0371773 -30.3070499, 115.0379524 -30.3074843, 115.0382752 -30.3076652, 115.0384496 -30.3077422, 115.0387215 -30.3078117, 115.0388823 -30.307584, 115.039012 -30.3074004, 115.0391782 -30.3071996, 115.0392289 -30.3071383, 115.0393575 -30.3069903, 115.0394124 -30.3069271, 115.0395663 -30.306785)",,
637176230,Indian Ocean Drive,trunk,False,True,46.291000000000004,60,70,"LINESTRING (115.0371773 -30.3070499, 115.0373606 -30.3067884, 115.0374269 -30.3066937)",,
743461741,Indian Ocean Drive,trunk,False,True,50.091,60,60,"LINESTRING (115.0420544 -30.3035813, 115.042504 -30.3033527)",2,
69545998,Whitfield Road,residential,False,False,141.204,,50,"LINESTRING (115.0420544 -30.3035813, 115.0421716 -30.3037413, 115.0428405 -30.3046546)",,
743461741,Indian Ocean Drive,trunk,False,False,168.85199999999998,60,60,"LINESTRING (115.0420544 -30.3035813, 115.0411708 -30.3040984, 115.0405813 -30.3044103)",2,
69545950,Hamersley Street,residential,False,False,131.096,,50,"LINESTRING (115.0428405 -30.3046546, 115.0423423 -30.3049613, 115.0419702 -30.3051638, 115.0417226 -30.3053303)",,
69545998,Whitfield Road,residential,False,True,141.204,,50,"LINESTRING (115.0428405 -30.3046546, 115.0421716 -30.3037413, 115.0420544 -30.3035813)",,
69705911,Batt Street,residential,False,False,11.24,,50,"LINESTRING (115.0386664 -30.3056972, 115.0385915 -30.3056195)",,
69705911,Batt Street,residential,False,True,148.64,,50,"LINESTRING (115.0386664 -30.3056972, 115.0387697 -30.3058221, 115.0395663 -30.306785)",,
321240545,Indian Ocean Drive,trunk,True,False,155.048,60,,"LINESTRING (115.0386664 -30.3056972, 115.0382244 -30.3059977, 115.0381135 -30.3060836, 115.0380575 -30.3061203, 115.037872 -30.3062609, 115.0377801 -30.3063403, 115.0377389 -30.3063832, 115.0376544 -30.3064711, 115.0374747 -30.3066327)",,
"[69545949, 69545950]","['Bayliss Street', 'Hamersley Street']",residential,False,"[False, True]",312.057,,50,"LINESTRING (115.0395663 -30.306785, 115.0394124 -30.3069271, 115.0393575 -30.3069903, 115.0392289 -30.3071383, 115.0391782 -30.3071996, 115.039012 -30.3074004, 115.0388823 -30.307584, 115.0387215 -30.3078117, 115.0384496 -30.3077422, 115.0382752 -30.3076652, 115.0379524 -30.3074843, 115.0371773 -30.3070499)",,
69545950,Hamersley Street,residential,False,True,133.053,,50,"LINESTRING (115.0395663 -30.306785, 115.0398042 -30.3066187, 115.0406503 -30.3060394)",,
69705911,Batt Street,residential,False,False,148.64,,50,"LINESTRING (115.0395663 -30.306785, 115.0387697 -30.3058221, 115.0386664 -30.3056972)",,
69205421,Padbury Street,residential,False,False,240.98000000000002,,50,"LINESTRING (115.0361779 -30.3060184, 115.0364448 -30.3056505, 115.0365982 -30.305477, 115.0367387 -30.3053562, 115.0368675 -30.3052512, 115.0370161 -30.3051655, 115.037989 -30.3045584)",,
69705964,Cook Street,residential,False,False,141.475,,50,"LINESTRING (115.0361779 -30.3060184, 115.0372361 -30.3065906, 115.0374269 -30.3066937)",,
69545950,Hamersley Street,residential,False,False,133.053,,50,"LINESTRING (115.0406503 -30.3060394, 115.0398042 -30.3066187, 115.0395663 -30.306785)",,
69545950,Hamersley Street,residential,False,True,129.696,,50,"LINESTRING (115.0406503 -30.3060394, 115.0411811 -30.3056733, 115.0417226 -30.3053303)",,
68698485,Hasting Street,residential,False,False,50.152,,50,"LINESTRING (115.044367 -30.2998724, 115.0446502 -30.3002514)",2,7
68868744,White Street,residential,False,False,10.183,,,"LINESTRING (115.0387787 -30.3054757, 115.0388426 -30.3055488)",,
68868744,White Street,residential,False,True,127.105,,,"LINESTRING (115.0387787 -30.3054757, 115.0387193 -30.3054035, 115.0386411 -30.3053083, 115.0383485 -30.3049828, 115.037989 -30.3045584)",,
574620415,Indian Ocean Drive,trunk,True,False,191.481,60,,"LINESTRING (115.0387787 -30.3054757, 115.040279 -30.3045587, 115.040426 -30.3045127)",,4
69705911,Batt Street,residential,False,True,11.24,,50,"LINESTRING (115.0385915 -30.3056195, 115.0386664 -30.3056972)",,
321240544,Indian Ocean Drive,trunk,True,False,24.055,60,,"LINESTRING (115.0385915 -30.3056195, 115.0387787 -30.3054757)",,
637176230,Indian Ocean Drive,trunk,False,False,8.189,60,70,"LINESTRING (115.0374747 -30.3066327, 115.0374269 -30.3066937)",,
321240544,Indian Ocean Drive,trunk,True,False,157.399,60,,"LINESTRING (115.0374747 -30.3066327, 115.0375913 -30.3064348, 115.0376991 -30.3063098, 115.0378007 -30.3062012, 115.0379766 -30.3060488, 115.0381456 -30.3059221, 115.0385915 -30.3056195)",,
743461741,Indian Ocean Drive,trunk,False,False,18.76,60,60,"LINESTRING (115.0405813 -30.3044103, 115.040426 -30.3045127)",2,
68678154,Roberts Street,residential,False,True,154.663,,,"LINESTRING (115.0405813 -30.3044103, 115.0403429 -30.3042116, 115.0401942 -30.3041274, 115.0400223 -30.3040513, 115.0395761 -30.3038409, 115.0392451 -30.3036466)",2,10
743461741,Indian Ocean Drive,trunk,False,True,168.85199999999998,60,60,"LINESTRING (115.0405813 -30.3044103, 115.0411708 -30.3040984, 115.0420544 -30.3035813)",2,
637462403,Ackland Street,unclassified,False,True,159.994,,,"LINESTRING (115.0439318 -30.3042698, 115.0432532 -30.3033111, 115.0430667 -30.30304)",,
743461741,Indian Ocean Drive,trunk,False,True,54.41,60,60,"LINESTRING (115.0430667 -30.30304, 115.0435552 -30.3027919)",2,
637462403,Ackland Street,unclassified,False,False,159.994,,,"LINESTRING (115.0430667 -30.30304, 115.0432532 -30.3033111, 115.0439318 -30.3042698)",,
743461741,Indian Ocean Drive,trunk,False,False,64.244,60,60,"LINESTRING (115.0430667 -30.30304, 115.042789 -30.3031947, 115.042504 -30.3033527)",2,
