osmid,oneway,ref,highway,maxspeed,junction,reversed,length,geometry,name,lanes,tunnel,width
"[1070731585, 404473659]",False,120,primary,50,,True,61.772000000000006,"LINESTRING (11.0487339 59.9579899, 11.0489143 59.957971, 11.0491644 59.9579434, 11.0498179 59.9578712)",Adolph Tidemands gate,2,,
"[886643372, 23373053]",False,1531,secondary,50,,True,109.968,"LINESTRING (11.0487339 59.9579899, 11.0485248 59.9580135, 11.0482385 59.9580443, 11.0481842 59.9580461, 11.0481331 59.9580425, 11.0480805 59.9580349, 11.0480314 59.9580229, 11.0479904 59.9580052, 11.0479541 59.9579799, 11.0479302 59.9579506, 11.0479083 59.9579176, 11.0476386 59.9575119, 11.0475913 59.9574408)",Adolph Tidemands gate,2,,
5049496,False,,residential,,,False,90.567,"LINESTRING (11.047428 59.955054, 11.0473018 59.9550728, 11.0460344 59.9552612, 11.0458685 59.9552858)",Voldgata,,,
5049496,False,,residential,,,True,23.391,"LINESTRING (11.047428 59.955054, 11.047526 59.9550397, 11.0478314 59.9549952)",Voldgata,,,
"[26224249, 113574852]",False,,"['unclassified', 'residential']",,,"[False, True]",166.839,"LINESTRING (11.047428 59.955054, 11.0474012 59.9549963, 11.0472045 59.954573, 11.0471644 59.9544867, 11.0470316 59.9545049, 11.0466712 59.9545543, 11.046184 59.954621, 11.0455676 59.9547054, 11.0453942 59.9547255)","['Storgata', 'Kirkegata']",,,
4858577,False,,residential,,,False,39.303,"LINESTRING (11.0476572 59.9581136, 11.0469679 59.9581901)",Parkalleen,,,
4858577,False,,residential,,,False,99.05,"LINESTRING (11.0469679 59.9581901, 11.0452253 59.9583701)",Parkalleen,,,
4858577,False,,residential,,,True,39.303,"LINESTRING (11.0469679 59.9581901, 11.0476572 59.9581136)",Parkalleen,,,
442304538,False,,residential,,,False,61.458,"LINESTRING (11.0469679 59.9581901, 11.0470086 59.9582809, 11.047205 59.9587299)",Engebr. Wessels gate,,,
442304538,False,,residential,,,True,65.025,"LINESTRING (11.0469679 59.9581901, 11.0469472 59.9581441, 11.0469351 59.9581171, 11.0468438 59.9579134, 11.0467409 59.957684, 11.0467088 59.9576199)",Engebr. Wessels gate,,,
"[5023316, 703449782, 195887687]",False,,unclassified,,,True,95.477,"LINESTRING (11.045565 59.9522741, 11.0455198 59.9523369, 11.0454858 59.9523921, 11.0454855 59.9524228, 11.0455064 59.9524491, 11.0455475 59.9524692, 11.0456649 59.9524995, 11.0457137 59.9525087, 11.0458598 59.9525385, 11.0459482 59.9525574, 11.0461105 59.9525922, 11.046617 59.9526892, 11.0467415 59.9527139)","['Kanalveien', 'Stillverksveien']",,,
"[58198048, 5023357, 1020629318, 199296821, 503854967, 199296824, 987141274, 58198043, 703449787]",False,,unclassified,,,True,568.035,"LINESTRING (11.045565 59.9522741, 11.045442 59.9522497, 11.0453263 59.9522311, 11.0445696 59.9521097, 11.044222 59.952088, 11.0439368 59.9520976, 11.0435721 59.9521124, 11.0432631 59.9521296, 11.042885 59.952116, 11.042318 59.9520834, 11.0421096 59.9520705, 11.0417062 59.9520404, 11.0414614 59.9520133, 11.0412564 59.9519906, 11.0409969 59.9519392, 11.0406927 59.9518833, 11.0403829 59.9518725, 11.040143 59.9519056, 11.0399646 59.9519533, 11.039847 59.9519988, 11.0397326 59.9520547, 11.0396254 59.9521195, 11.0395502 59.9521863, 11.0394778 59.9522663, 11.0393879 59.9524146, 11.0393383 59.9525241, 11.0393182 59.9525899, 11.0393047 59.9526711, 11.0393007 59.9527638, 11.0393047 59.9528168, 11.039317 59.9528743, 11.0393383 59.9529209, 11.0393611 59.9529605, 11.0393782 59.9529835, 11.0394101 59.9530263, 11.0394523 59.9530787, 11.0395027 59.9531224, 11.0395059 59.9531251, 11.0395569 59.9531622, 11.0395922 59.9531861, 11.0398154 59.9533151, 11.0398819 59.9533488, 11.0406535 59.9537856, 11.0407273 59.9538326)",Dampsagveien,,yes,
433011391,False,,unclassified,,,False,7.539,"LINESTRING (11.0404964 59.9540056, 11.0405328 59.9539403)",Dampsagveien,,,
433011392,False,,unclassified,,,True,7.818,"LINESTRING (11.0404964 59.9540056, 11.0406363 59.9539995)",Dampsagveien,,,
5023365,True,120,primary,50,roundabout,False,10.672,"LINESTRING (11.041753 59.9545952, 11.0417069 59.9546174, 11.0416509 59.9546327, 11.0415887 59.9546401)",,,,
97031990,True,,residential,,,False,25.283,"LINESTRING (11.041753 59.9545952, 11.0417917 59.9546388, 11.0418243 59.9546755, 11.0418591 59.9547094, 11.0418873 59.9547366, 11.0419283 59.9548043)",Brogata,,,
433047212,True,120,primary,50,roundabout,False,5.861000000000001,"LINESTRING (11.0413493 59.9545737, 11.0413313 59.9545489, 11.0413245 59.9545228)",,,,
25122758,False,,residential,,,True,99.864,"LINESTRING (11.0454549 59.9589273, 11.047205 59.9587299)",Skedsmogata,,,
5023660,True,,residential,30,,False,63.262,"LINESTRING (11.0454549 59.9589273, 11.0453789 59.9587428, 11.045354 59.9586824, 11.045333 59.9586314, 11.0452253 59.9583701)",Brandvoldgata,,,5
25122758,False,,residential,,,False,110.072,"LINESTRING (11.0454549 59.9589273, 11.0436841 59.9591246, 11.0435247 59.9591422)",Skedsmogata,,,
703445427,False,,residential,30,,False,10.082,"LINESTRING (11.0449943 59.957855, 11.0449072 59.9577755)",Brandvoldgata,,,
25216227,False,,residential,,,False,110.648,"LINESTRING (11.0449943 59.957855, 11.0447044 59.9578877, 11.0433065 59.9580455, 11.0430536 59.9580697)",Teatergata,,,
25216227,False,,residential,,,True,99.163,"LINESTRING (11.0449943 59.957855, 11.0460488 59.957735, 11.0461908 59.9577168, 11.0463452 59.9576927, 11.0467088 59.9576199)",Teatergata,,,
26224290,False,,residential,,,True,77.808,"LINESTRING (11.0424257 59.9551078, 11.0430154 59.9557422)",Brogata,,,
755454878,False,,residential,,,False,43.68599999999999,"LINESTRING (11.0424257 59.9551078, 11.0422951 59.9550176, 11.0420275 59.9548616, 11.0419978 59.9548444, 11.0419283 59.9548043)",Brogata,,,
97031988,True,,residential,,,False,26.418,"LINESTRING (11.0419283 59.9548043, 11.0418175 59.9547652, 11.0417755 59.954741, 11.0417099 59.9547026, 11.0416581 59.954675, 11.0415887 59.9546401)",Brogata,,,
755454878,False,,residential,,,True,43.686,"LINESTRING (11.0419283 59.9548043, 11.0419978 59.9548444, 11.0420275 59.9548616, 11.0422951 59.9550176, 11.0424257 59.9551078)",Brogata,,,
25216098,False,,residential,,,True,8.344,"LINESTRING (11.0439763 59.9597841, 11.0438304 59.9598013)",Gjerdrumsgata,,,
25216098,False,,residential,,,False,103.449,"LINESTRING (11.0439763 59.9597841, 11.0450258 59.9596636, 11.0450858 59.9596571, 11.0452181 59.9596414, 11.0452718 59.959635, 11.0453382 59.9596271, 11.0455496 59.9595975, 11.0456415 59.9595694, 11.0457241 59.9595168)",Gjerdrumsgata,,,
23161907,True,,tertiary,40,,False,59.393,"LINESTRING (11.0518845 59.9576735, 11.0519503 59.9577154, 11.0520174 59.9577516, 11.0520696 59.9577749, 11.0525687 59.9579974, 11.0526607 59.9580387)",Alexander Kiellands gate,1,,
706204309,True,120,primary,50,roundabout,False,16.658,"LINESTRING (11.0518845 59.9576735, 11.0518769 59.9576982, 11.051858 59.9577213, 11.0518286 59.9577415, 11.0517906 59.9577577, 11.0517461 59.9577689, 11.0516976 59.9577746)",,,,
706204308,True,120,primary,50,roundabout,False,12.597,"LINESTRING (11.0516976 59.9577746, 11.051641 59.9577738, 11.0515869 59.9577655, 11.0515392 59.9577503, 11.0515013 59.9577293)",,,,
102191014,False,,tertiary,,,False,157.115,"LINESTRING (11.0446121 59.9574436, 11.0447473 59.957416, 11.0453555 59.957284, 11.0454803 59.9572569, 11.0455384 59.9572443, 11.0461512 59.9571113, 11.0465247 59.957032, 11.0469523 59.9569406, 11.0470474 59.9569203, 11.0472052 59.9568859)",Nittedalsgata,,,
755454879,True,,residential,,,False,101.089,"LINESTRING (11.0446121 59.9574436, 11.0445614 59.9573897, 11.0444564 59.9572766, 11.0444263 59.957244, 11.0442295 59.9570314, 11.0440948 59.9568858, 11.0440581 59.956846, 11.0440463 59.9568333, 11.0438479 59.9566189)",Brandvoldgata,,,
1171746664,False,,tertiary,,,True,98.71499999999999,"LINESTRING (11.0446121 59.9574436, 11.0445177 59.9574649, 11.0440427 59.9575711, 11.0439916 59.9575825, 11.0435476 59.9576744, 11.0434575 59.957693, 11.0430637 59.9577705, 11.0429755 59.9577845)",Nittedalsgata,,,
23373053,False,1531,secondary,50,,False,67.66900000000001,"LINESTRING (11.0453942 59.9547255, 11.0454594 59.9547992, 11.0458159 59.9552232, 11.0458685 59.9552858)",Adolph Tidemands gate,2,,
23373053,False,1531,secondary,50,,True,32.26,"LINESTRING (11.0453942 59.9547255, 11.0453305 59.9546541, 11.04521 59.9545064, 11.0451705 59.9544579)",Adolph Tidemands gate,2,,
"[26224249, 806538963]",False,,residential,,,False,85.961,"LINESTRING (11.0453942 59.9547255, 11.045271 59.9547418, 11.0446416 59.9548248, 11.0442009 59.9548729, 11.0438934 59.9549064)",Kirkegata,,,
"[26224249, 113574852]",False,,"['residential', 'unclassified']",,,"[False, True]",166.839,"LINESTRING (11.0453942 59.9547255, 11.0455676 59.9547054, 11.046184 59.954621, 11.0466712 59.9545543, 11.0470316 59.9545049, 11.0471644 59.9544867, 11.0472045 59.954573, 11.0474012 59.9549963, 11.047428 59.955054)","['Storgata', 'Kirkegata']",,,
733598169,True,120,primary,50,roundabout,False,4.745,"LINESTRING (11.045119 59.9542493, 11.0451115 59.954263, 11.0450983 59.9542756, 11.04508 59.9542865)",,,,
733598170,True,120,primary,50,roundabout,False,5.780999999999999,"LINESTRING (11.0449318 59.9541791, 11.0449552 59.9541748, 11.0449799 59.9541728, 11.0450068 59.9541733, 11.045033 59.9541765)",,,,
"[23373048, 1108573224, 113574856]",True,120,primary,50,,False,181.99000000000004,"LINESTRING (11.0448749 59.9542723, 11.0447836 59.9542537, 11.0447051 59.9542375, 11.0443309 59.954167, 11.0441542 59.9541372, 11.0440928 59.9541329, 11.0440441 59.9541308, 11.0439821 59.9541338, 11.0439271 59.9541384, 11.0438589 59.9541485, 11.0425968 59.9543718, 11.0420308 59.9544694, 11.0418948 59.9544981, 11.0418414 59.9545144, 11.0418039 59.9545322)",Jonas Lies gate,"['1', '2']",,
704625935,True,120,primary,50,roundabout,False,12.129999999999999,"LINESTRING (11.0448749 59.9542723, 11.0448593 59.9542519, 11.0448577 59.9542301, 11.0448705 59.9542093, 11.0448961 59.9541916, 11.0449318 59.9541791)",,,,
704625933,True,120,primary,50,roundabout,False,4.2,"LINESTRING (11.0449293 59.9542978, 11.044908 59.9542911, 11.0448896 59.9542825, 11.0448749 59.9542723)",,,,
"[462615324, 108461750]",True,120,primary,50,roundabout,False,17.572999999999997,"LINESTRING (11.0414399 59.9544176, 11.0414882 59.9544064, 11.0415402 59.9544007, 11.0415925 59.9544009, 11.0416435 59.9544067, 11.0416907 59.9544179, 11.041732 59.954434)",,,,
210417167,True,120,primary,50,roundabout,False,12.005,"LINESTRING (11.041732 59.954434, 11.0417662 59.9544548, 11.0417903 59.954479, 11.0418031 59.9545052, 11.0418039 59.9545322)",,,,
"[23373049, 984749514, 515436470, 626591679]",True,120,primary,50,,False,187.63,"LINESTRING (11.041732 59.954434, 11.0417787 59.9544292, 11.0418389 59.9544195, 11.0419813 59.9543949, 11.0432275 59.9541842, 11.04381 59.9540806, 11.0439014 59.9540642, 11.0439553 59.9540562, 11.0440021 59.9540508, 11.0440452 59.9540473, 11.0441122 59.9540459, 11.0441775 59.9540504, 11.0447887 59.9541582, 11.0448558 59.9541687, 11.0449318 59.9541791)",Jonas Lies gate,1,,
5023365,True,120,primary,50,roundabout,False,3.635,"LINESTRING (11.0415887 59.9546401, 11.0415561 59.9546406, 11.0415236 59.9546389)",,,,
97030605,True,1533,secondary,50,,False,37.211999999999996,"LINESTRING (11.0415236 59.9546389, 11.0413888 59.9546722, 11.041279 59.954709, 11.0412118 59.954734, 11.0411021 59.9547737, 11.0409534 59.9548116)",Jonas Lies gate,1,,
128213477,True,120,primary,50,roundabout,False,12.543,"LINESTRING (11.0415236 59.9546389, 11.0414696 59.9546309, 11.0414209 59.9546168, 11.04138 59.9545973, 11.0413493 59.9545737)",,,,
"[886643362, 97031566]",True,1518,secondary,50,,False,73.968,"LINESTRING (11.0413245 59.9545228, 11.0412851 59.9544766, 11.0412478 59.9544563, 11.0411944 59.9544223, 11.0411424 59.9543837, 11.0410619 59.9543365, 11.0404964 59.9540056)",Brogata,"['1', '2']",,
108644328,True,120,primary,50,roundabout,False,13.916,"LINESTRING (11.0413245 59.9545228, 11.0413439 59.9544729, 11.041368 59.9544513, 11.0414005 59.9544326, 11.0414399 59.9544176)",,,,
210417165,True,120,primary,50,roundabout,False,7.648,"LINESTRING (11.0418039 59.9545322, 11.0417951 59.9545547, 11.0417779 59.9545759, 11.041753 59.9545952)",,,,
23488508,False,1532,secondary,50,,True,108.42999999999999,"LINESTRING (11.050481 59.9561982, 11.0506995 59.9561517, 11.051844 59.955911, 11.0522758 59.9558195)",Sørumsgata,2,,
"[886643373, 886643374]",False,120,primary,50,,False,65.0,"LINESTRING (11.050481 59.9561982, 11.0505374 59.9562672, 11.0507373 59.9565136, 11.0509218 59.9567395)",Solheimsgata,3,,
907703307,False,120,primary,50,,True,100.41,"LINESTRING (11.050481 59.9561982, 11.0504398 59.9561244, 11.0501458 59.9557668, 11.0498078 59.955361)",Solheimsgata,2,,
25284578,False,1532,secondary,50,,False,40.511,"LINESTRING (11.0555257 59.9551421, 11.0562267 59.9550444)",Sørumsgata,,,
25216502,False,,residential,,,False,45.659,"LINESTRING (11.0555257 59.9551421, 11.0554538 59.9551001, 11.055335 59.9550161, 11.0551233 59.9548639, 11.0550469 59.954809)",Eidsvoldsgata,,,
25216502,False,,residential,,,True,140.94299999999998,"LINESTRING (11.0555257 59.9551421, 11.0555913 59.9551878, 11.0559461 59.9554278, 11.0561755 59.955581, 11.0566382 59.9558959, 11.0568415 59.9560469, 11.0569029 59.9560897, 11.0569652 59.9561236, 11.0570434 59.9561537)",Eidsvoldsgata,,,
"[906847633, 25284578, 818162274, 906847634]",False,1532,secondary,50,,"[False, True]",195.99699999999999,"LINESTRING (11.0555257 59.9551421, 11.0552502 59.9551956, 11.0542925 59.9553922, 11.054036 59.9554442, 11.0536623 59.9555268, 11.0535739 59.9555458, 11.0531015 59.9556475, 11.0525324 59.955766, 11.0522758 59.9558195)",Sørumsgata,2,,
25284578,False,1532,secondary,50,,True,40.511,"LINESTRING (11.0562267 59.9550444, 11.0555257 59.9551421)",Sørumsgata,,,
25216526,False,,residential,,,True,98.108,"LINESTRING (11.0562267 59.9550444, 11.0562051 59.955006, 11.0561958 59.9549929, 11.0561539 59.9549337, 11.0556849 59.9542049)",Einars gate,,,
25284578,False,1532,secondary,50,,False,71.021,"LINESTRING (11.0562267 59.9550444, 11.0566102 59.9549884, 11.057457 59.9548757)",Sørumsgata,,,
26224290,False,,residential,,,False,77.808,"LINESTRING (11.0430154 59.9557422, 11.0424257 59.9551078)",Brogata,,,
5049496,False,,residential,,,False,176.93300000000002,"LINESTRING (11.0430154 59.9557422, 11.0425831 59.9557989, 11.042536 59.9558088, 11.0423098 59.9558597, 11.041913 59.955967, 11.0410566 59.9562142, 11.0405809 59.9563565, 11.0402551 59.9564857, 11.0402371 59.9564928)",Voldgata,,,
5049496,False,,residential,,,True,166.75,"LINESTRING (11.0430154 59.9557422, 11.0431489 59.9557211, 11.0442772 59.9555428, 11.0443552 59.9555302, 11.0456997 59.9553131, 11.0458685 59.9552858)",Voldgata,,,
5049496,False,,residential,,,False,166.75000000000003,"LINESTRING (11.0458685 59.9552858, 11.0456997 59.9553131, 11.0443552 59.9555302, 11.0442772 59.9555428, 11.0431489 59.9557211, 11.0430154 59.9557422)",Voldgata,,,
5049496,False,,residential,,,True,90.567,"LINESTRING (11.0458685 59.9552858, 11.0460344 59.9552612, 11.0473018 59.9550728, 11.047428 59.955054)",Voldgata,,,
23373053,False,1531,secondary,50,,False,93.254,"LINESTRING (11.0458685 59.9552858, 11.0459191 59.9553452, 11.0460214 59.9554655, 11.0464626 59.9559866, 11.0465229 59.9560578)",Adolph Tidemands gate,2,,
23373053,False,1531,secondary,50,,True,67.669,"LINESTRING (11.0458685 59.9552858, 11.0458159 59.9552232, 11.0454594 59.9547992, 11.0453942 59.9547255)",Adolph Tidemands gate,2,,
4858577,False,,residential,,,False,110.916,"LINESTRING (11.0452253 59.9583701, 11.0432817 59.9585897)",Parkalleen,,,
4858577,False,,residential,,,True,99.05,"LINESTRING (11.0452253 59.9583701, 11.0469679 59.9581901)",Parkalleen,,,
5023660,True,,residential,30,,False,58.703,"LINESTRING (11.0452253 59.9583701, 11.0452066 59.9583315, 11.0451205 59.9581382, 11.0450918 59.9580739, 11.0450719 59.9580291, 11.045067 59.9580182, 11.0449943 59.957855)",Brandvoldgata,,,5
4858577,False,,residential,,,True,113.27099999999999,"LINESTRING (11.0412984 59.9588174, 11.0414077 59.9588049, 11.0420266 59.9587338, 11.0429113 59.9586322, 11.0432817 59.9585897)",Parkalleen,,,
832911937,False,,residential,30,,True,62.31100000000001,"LINESTRING (11.0412984 59.9588174, 11.0413338 59.9589217, 11.0414923 59.9592967, 11.0415212 59.9593665)",Feragens gate,,,
"[886643372, 23373053]",False,1531,secondary,50,,False,109.968,"LINESTRING (11.0475913 59.9574408, 11.0476386 59.9575119, 11.0479083 59.9579176, 11.0479302 59.9579506, 11.0479541 59.9579799, 11.0479904 59.9580052, 11.0480314 59.9580229, 11.0480805 59.9580349, 11.0481331 59.9580425, 11.0481842 59.9580461, 11.0482385 59.9580443, 11.0485248 59.9580135, 11.0487339 59.9579899)",Adolph Tidemands gate,2,,
23373053,False,1531,secondary,50,,True,65.351,"LINESTRING (11.0475913 59.9574408, 11.0475408 59.9573647, 11.0473255 59.9570467, 11.0472701 59.9569672, 11.0472052 59.9568859)",Adolph Tidemands gate,2,,
25216227,False,,residential,,,False,53.010999999999996,"LINESTRING (11.0475913 59.9574408, 11.0474416 59.9574711, 11.0471955 59.9575211, 11.0467088 59.9576199)",Teatergata,,,
25216227,False,,residential,,,True,49.315,"LINESTRING (11.0475913 59.9574408, 11.0477288 59.9574122, 11.0482852 59.9572965, 11.0484094 59.9572707)",Teatergata,,,
958459771,False,120,primary,40,,False,73.603,"LINESTRING (11.0492592 59.9591728, 11.0494443 59.9595915, 11.049524 59.9597602, 11.0495509 59.9598184)",Storgata,2,,
"[958459771, 1090992782]",False,120,primary,40,,"[False, True]",52.271,"LINESTRING (11.0492592 59.9591728, 11.0492305 59.9591102, 11.0490826 59.9587875, 11.0490503 59.9587145)",Storgata,2,,
"[442304539, 1004121859]",False,,residential,,,True,100.926,"LINESTRING (11.0492592 59.9591728, 11.0491136 59.9591906, 11.048647 59.9592462, 11.0485891 59.9592557, 11.0485401 59.959266, 11.0484887 59.9592741, 11.0484171 59.9592804, 11.0483527 59.959282, 11.04801 59.959322, 11.0476147 59.9593692, 11.0474978 59.9593831)",Gjerdrumsgata,1,,
"[1076653931, 442150627]",False,,residential,,,False,86.492,"LINESTRING (11.0492592 59.9591728, 11.0493825 59.9591577, 11.0496775 59.9591282, 11.0497174 59.9591234, 11.0499472 59.9590955, 11.0502029 59.9590646, 11.050774 59.9590001)",Gjerdrumsgata,,,
25216098,False,,residential,,,False,8.344,"LINESTRING (11.0438304 59.9598013, 11.0439763 59.9597841)",Gjerdrumsgata,,,
25216098,False,,residential,,,True,69.993,"LINESTRING (11.0438304 59.9598013, 11.0426036 59.9599393)",Gjerdrumsgata,,,
25122780,False,,residential,,,False,75.23899999999999,"LINESTRING (11.0438304 59.9598013, 11.0435484 59.9591982, 11.0435247 59.9591422)",Selboes gate,,,
25216098,False,,residential,,,False,69.993,"LINESTRING (11.0426036 59.9599393, 11.0438304 59.9598013)",Gjerdrumsgata,,,
25216098,False,,residential,,,True,74.48,"LINESTRING (11.0426036 59.9599393, 11.0412983 59.9600865)",Gjerdrumsgata,,,
25216098,False,,residential,,,False,74.48,"LINESTRING (11.0412983 59.9600865, 11.0426036 59.9599393)",Gjerdrumsgata,,,
25216098,False,,residential,,,True,57.966,"LINESTRING (11.0412983 59.9600865, 11.0402754 59.9601842)",Gjerdrumsgata,,,
25216098,False,,residential,,,False,57.966,"LINESTRING (11.0402754 59.9601842, 11.0412983 59.9600865)",Gjerdrumsgata,,,
25216227,False,,residential,,,False,99.16300000000001,"LINESTRING (11.0467088 59.9576199, 11.0463452 59.9576927, 11.0461908 59.9577168, 11.0460488 59.957735, 11.0449943 59.957855)",Teatergata,,,
25216227,False,,residential,,,True,53.010999999999996,"LINESTRING (11.0467088 59.9576199, 11.0471955 59.9575211, 11.0474416 59.9574711, 11.0475913 59.9574408)",Teatergata,,,
442304538,False,,residential,,,False,65.02499999999999,"LINESTRING (11.0467088 59.9576199, 11.0467409 59.957684, 11.0468438 59.9579134, 11.0469351 59.9581171, 11.0469472 59.9581441, 11.0469679 59.9581901)",Engebr. Wessels gate,,,
25122780,False,,residential,,,False,31.398,"LINESTRING (11.0430536 59.9580697, 11.0429493 59.9578493, 11.0429172 59.9577958)",Selboes gate,,,
25122780,False,,residential,,,True,59.199000000000005,"LINESTRING (11.0430536 59.9580697, 11.0432617 59.9585441, 11.0432817 59.9585897)",Selboes gate,,,
25216227,False,,residential,,,True,110.648,"LINESTRING (11.0430536 59.9580697, 11.0433065 59.9580455, 11.0447044 59.9578877, 11.0449943 59.957855)",Teatergata,,,
25122758,False,,residential,,,False,99.864,"LINESTRING (11.047205 59.9587299, 11.0454549 59.9589273)",Skedsmogata,,,
442304538,False,,residential,,,False,22.2,"LINESTRING (11.047205 59.9587299, 11.0472649 59.9588569, 11.047295 59.9589244)",Engebr. Wessels gate,,,
442304538,False,,residential,,,True,61.458,"LINESTRING (11.047205 59.9587299, 11.0470086 59.9582809, 11.0469679 59.9581901)",Engebr. Wessels gate,,,
442304538,False,,residential,,,False,43.907000000000004,"LINESTRING (11.047295 59.9589244, 11.0474055 59.9591727, 11.0474427 59.9592575, 11.0474657 59.9593099)",Engebr. Wessels gate,,,
442304538,False,,residential,,,True,22.2,"LINESTRING (11.047295 59.9589244, 11.0472649 59.9588569, 11.047205 59.9587299)",Engebr. Wessels gate,,,
544104370,False,,living_street,,,True,92.371,"LINESTRING (11.047295 59.9589244, 11.0473852 59.9589157, 11.0474479 59.9589096, 11.0475276 59.9589018, 11.0479009 59.9588901, 11.0479919 59.9588754, 11.0486231 59.9588142, 11.048929 59.9587896)",Skedsmogata,,,
"[979666753, 404473666]",False,,living_street,,,False,86.36699999999999,"LINESTRING (11.0490503 59.9587145, 11.0491795 59.9586982, 11.0493903 59.9586741, 11.0505096 59.9585482, 11.0505085 59.9585462, 11.0505579 59.9585406)",Skedsmogata,,,
"[1089902113, 5049498, 1090992782]",False,120,primary,40,,False,82.475,"LINESTRING (11.0490503 59.9587145, 11.0490054 59.9586121, 11.0489321 59.9584449, 11.0488274 59.9582061, 11.0487818 59.9581022, 11.0487339 59.9579899)",Storgata,2,,
"[958459771, 1090992782]",False,120,primary,40,,"[False, True]",52.271,"LINESTRING (11.0490503 59.9587145, 11.0490826 59.9587875, 11.0492305 59.9591102, 11.0492592 59.9591728)",Storgata,2,,
25122758,False,,residential,,,False,114.283,"LINESTRING (11.0435247 59.9591422, 11.0434077 59.9591551, 11.0416595 59.959352, 11.0415212 59.9593665)",Skedsmogata,,,
25122758,False,,residential,,,True,110.072,"LINESTRING (11.0435247 59.9591422, 11.0436841 59.9591246, 11.0454549 59.9589273)",Skedsmogata,,,
25122780,False,,residential,,,False,62.907,"LINESTRING (11.0435247 59.9591422, 11.0434959 59.9590753, 11.0432817 59.9585897)",Selboes gate,,,
25122780,False,,residential,,,True,75.23899999999999,"LINESTRING (11.0435247 59.9591422, 11.0435484 59.9591982, 11.0438304 59.9598013)",Selboes gate,,,
25122758,False,,residential,,,True,114.283,"LINESTRING (11.0415212 59.9593665, 11.0416595 59.959352, 11.0434077 59.9591551, 11.0435247 59.9591422)",Skedsmogata,,,
832911937,False,,residential,30,,False,62.31100000000001,"LINESTRING (11.0415212 59.9593665, 11.0414923 59.9592967, 11.0413338 59.9589217, 11.0412984 59.9588174)",Feragens gate,,,
4858577,False,,residential,,,True,110.916,"LINESTRING (11.0432817 59.9585897, 11.0452253 59.9583701)",Parkalleen,,,
4858577,False,,residential,,,False,113.271,"LINESTRING (11.0432817 59.9585897, 11.0429113 59.9586322, 11.0420266 59.9587338, 11.0414077 59.9588049, 11.0412984 59.9588174)",Parkalleen,,,
25122780,False,,residential,,,False,59.199000000000005,"LINESTRING (11.0432817 59.9585897, 11.0432617 59.9585441, 11.0430536 59.9580697)",Selboes gate,,,
25122780,False,,residential,,,True,62.907,"LINESTRING (11.0432817 59.9585897, 11.0434959 59.9590753, 11.0435247 59.9591422)",Selboes gate,,,
1171746664,False,,tertiary,,,True,3.48,"LINESTRING (11.0429755 59.9577845, 11.0429172 59.9577958)",Nittedalsgata,,,
