osmid,lanes,ref,highway,maxspeed,oneway,reversed,length,geometry,name,bridge,junction,tunnel
27549064,2,N80,primary,50,False,True,151.917,"LINESTRING (-7.3300884 53.1185742, -7.3301143 53.1185987, -7.3301462 53.1186288, -7.3302252 53.1187507, -7.330307 53.1188956, -7.3303466 53.1189931, -7.3303777 53.1190783, -7.3304072 53.1191638, -7.3304179 53.119239, -7.3304007 53.1193229, -7.3303425 53.1194451, -7.3301515 53.1197608, -7.3300998 53.1198766)",,,,
82904196,,,residential,,False,True,22.015,"LINESTRING (-7.3191214 53.1214462, -7.3189703 53.1212702)",,,,
82904143,,,residential,,False,True,56.353,"LINESTRING (-7.31971 53.1210257, -7.3189703 53.1212702)",,,,
82904172,,,residential,,False,False,69.289,"LINESTRING (-7.31971 53.1210257, -7.3195687 53.1208392, -7.3192631 53.1204633)",,,,
82904172,,,residential,,False,True,66.465,"LINESTRING (-7.31971 53.1210257, -7.3197846 53.1211254, -7.3201168 53.1215713)",,,,
53772518,2,R422,secondary,30,False,False,13.157,"LINESTRING (-7.3187221 53.1167737, -7.3185743 53.116852)",,,,
53772518,2,R422,secondary,30,False,True,223.96600000000004,"LINESTRING (-7.3187221 53.1167737, -7.3189296 53.1166541, -7.3192165 53.1164705, -7.319346 53.1163691, -7.3194454 53.1162913, -7.3197144 53.1160616, -7.3199503 53.1158264, -7.3203283 53.1153681, -7.3204337 53.115249, -7.3205405 53.1151769, -7.3206092 53.1151254)",,,,
82904172,,,residential,,False,True,53.529,"LINESTRING (-7.3187221 53.1167737, -7.3187781 53.1168116, -7.3189457 53.1169251, -7.319101 53.1170598, -7.3191581 53.1171318, -7.3191835 53.1171639)",,,,
82904159,,,residential,,False,False,31.787999999999997,"LINESTRING (-7.31833 53.120684, -7.3183456 53.1207433, -7.3185337 53.1209389)",Silverglen,,,
82904159,,,residential,,False,True,83.72,"LINESTRING (-7.31833 53.120684, -7.3182544 53.12061, -7.3179871 53.1203675, -7.3179576 53.1203182, -7.3179964 53.120278, -7.3180932 53.1202037, -7.3182758 53.1201203, -7.3183347 53.1200933)",Silverglen,,,
82904198,,,residential,,False,False,67.49000000000001,"LINESTRING (-7.31833 53.120684, -7.3184195 53.1206468, -7.3189762 53.1205553, -7.3192631 53.1204633)",Silverglen,,,
874812886,,,residential,,False,False,17.611,"LINESTRING (-7.318437 53.1202393, -7.3183736 53.1201488, -7.3183347 53.1200933)",Silverglen,,,
82904143,,,residential,,False,False,56.353,"LINESTRING (-7.3189703 53.1212702, -7.31971 53.1210257)",,,,
82904143,,,residential,,False,True,26.342,"LINESTRING (-7.3189703 53.1212702, -7.3186187 53.1213779)",,,,
82904196,,,residential,,False,False,22.015,"LINESTRING (-7.3189703 53.1212702, -7.3191214 53.1214462)",,,,
82904159,,,residential,,False,False,22.214,"LINESTRING (-7.3186512 53.1200314, -7.3183347 53.1200933)",Silverglen,,,
82904143,,,residential,,False,False,26.342,"LINESTRING (-7.3186187 53.1213779, -7.3189703 53.1212702)",,,,
82904172,,,residential,,False,False,44.355000000000004,"LINESTRING (-7.3192631 53.1204633, -7.3190345 53.1201409, -7.3190098 53.1200947)",,,,
82904172,,,residential,,False,True,69.289,"LINESTRING (-7.3192631 53.1204633, -7.3195687 53.1208392, -7.31971 53.1210257)",,,,
82904198,,,residential,,False,True,67.49,"LINESTRING (-7.3192631 53.1204633, -7.3189762 53.1205553, -7.3184195 53.1206468, -7.31833 53.120684)",Silverglen,,,
82904172,,,residential,,False,True,33.84,"LINESTRING (-7.3216557 53.1218926, -7.3211841 53.1220045)",,,,
82904172,,,residential,,False,False,73.50599999999999,"LINESTRING (-7.3216557 53.1218926, -7.3215985 53.1217384, -7.3216077 53.1215641, -7.3216749 53.1213682, -7.3216338 53.1212419)",,,,
82904209,,,residential,,False,False,60.956,"LINESTRING (-7.3216557 53.1218926, -7.3219694 53.1218506, -7.322554 53.1217944)",,,,
82904172,,,residential,,False,False,33.84,"LINESTRING (-7.3211841 53.1220045, -7.3216557 53.1218926)",,,,
82904159,,,residential,,False,True,31.787999999999997,"LINESTRING (-7.3185337 53.1209389, -7.3183456 53.1207433, -7.31833 53.120684)",Silverglen,,,
105528642,,,residential,,False,False,37.568,"LINESTRING (-7.3216338 53.1212419, -7.3221834 53.1211687)",,,,
82904172,,,residential,,False,False,81.69,"LINESTRING (-7.3216338 53.1212419, -7.32107 53.121344, -7.3207679 53.1214178, -7.3204802 53.1214856)",,,,
82904172,,,residential,,False,True,73.506,"LINESTRING (-7.3216338 53.1212419, -7.3216749 53.1213682, -7.3216077 53.1215641, -7.3215985 53.1217384, -7.3216557 53.1218926)",,,,
82904171,,,residential,,False,False,26.52,"LINESTRING (-7.3201168 53.1215713, -7.319757 53.1216726)",,,,
82904172,,,residential,,False,True,26.055,"LINESTRING (-7.3201168 53.1215713, -7.3204802 53.1214856)",,,,
82904172,,,residential,,False,False,66.465,"LINESTRING (-7.3201168 53.1215713, -7.3197846 53.1211254, -7.31971 53.1210257)",,,,
86840078,,,unclassified,30,True,False,29.143,"LINESTRING (-7.3269405 53.1168914, -7.3270789 53.1169683, -7.3270664 53.117117)",,,,
86840087,,,unclassified,30,False,True,53.901,"LINESTRING (-7.3269405 53.1168914, -7.3264318 53.1165828, -7.3263996 53.116536)",,,,
89633398,,,residential,,False,True,37.548,"LINESTRING (-7.3272403 53.1208171, -7.327038 53.120502)",,,,
89633396,2,,residential,50,False,True,118.905,"LINESTRING (-7.3250581 53.1205553, -7.3250919 53.1205407, -7.3251703 53.1205069, -7.3252436 53.1204548, -7.3253124 53.1204019, -7.3253617 53.1203525, -7.3254559 53.120243, -7.3256159 53.1200833, -7.3257236 53.1199863, -7.3258268 53.1199119, -7.3259808 53.1198149, -7.3260975 53.119779, -7.3261813 53.1197503)",Welch Street,,,
89633391,,,residential,,False,True,156.236,"LINESTRING (-7.3275917 53.118984, -7.3277474 53.119058, -7.3279343 53.1191287, -7.3281736 53.1192173, -7.328267 53.1192734, -7.3282961 53.1192982, -7.3283011 53.1193288, -7.3282843 53.1193598, -7.3282343 53.1194038, -7.3280784 53.1194998, -7.3279591 53.1195756, -7.3277091 53.1197099, -7.3274258 53.1198377, -7.3272886 53.1199043)",,,,
89633396,2,,residential,50,False,False,82.97800000000001,"LINESTRING (-7.3275917 53.118984, -7.3275383 53.1190315, -7.3274551 53.1191267, -7.3273485 53.1192136, -7.3272147 53.1193076, -7.3269843 53.1194057, -7.3268515 53.1194646, -7.3267508 53.1195189)",Welch Street,,,
89633396,2,,residential,50,False,True,126.05600000000001,"LINESTRING (-7.3275917 53.118984, -7.3276034 53.1189363, -7.3276722 53.1188268, -7.327753 53.1186868, -7.3278412 53.118518, -7.3278905 53.118422, -7.3279548 53.118282, -7.3279937 53.1182048, -7.3280476 53.1181303, -7.3281358 53.1180334, -7.3282471 53.1179273)",Welch Street,,,
89633396,2,,residential,50,False,False,45.929,"LINESTRING (-7.3267508 53.1195189, -7.3266179 53.1195753, -7.3262994 53.1197099, -7.3261813 53.1197503)",Welch Street,,,
89633396,2,,residential,50,False,True,82.978,"LINESTRING (-7.3267508 53.1195189, -7.3268515 53.1194646, -7.3269843 53.1194057, -7.3272147 53.1193076, -7.3273485 53.1192136, -7.3274551 53.1191267, -7.3275383 53.1190315, -7.3275917 53.118984)",Welch Street,,,
89633397,,,residential,,False,False,55.901,"LINESTRING (-7.3267508 53.1195189, -7.3268362 53.1195807, -7.3269918 53.1196929, -7.3271533 53.119805, -7.3272654 53.1198867, -7.3272886 53.1199043)",,,,
89633391,,,residential,,False,False,156.236,"LINESTRING (-7.3272886 53.1199043, -7.3274258 53.1198377, -7.3277091 53.1197099, -7.3279591 53.1195756, -7.3280784 53.1194998, -7.3282343 53.1194038, -7.3282843 53.1193598, -7.3283011 53.1193288, -7.3282961 53.1192982, -7.328267 53.1192734, -7.3281736 53.1192173, -7.3279343 53.1191287, -7.3277474 53.119058, -7.3275917 53.118984)",,,,
89633397,,,residential,,False,False,88.00800000000001,"LINESTRING (-7.3272886 53.1199043, -7.3273671 53.1199639, -7.3275394 53.1200921, -7.3276167 53.1201501, -7.3276328 53.1201865, -7.3276109 53.1202363, -7.3271562 53.120411, -7.3270508 53.1204143)",,,,
89633397,,,residential,,False,True,55.900999999999996,"LINESTRING (-7.3272886 53.1199043, -7.3272654 53.1198867, -7.3271533 53.119805, -7.3269918 53.1196929, -7.3268362 53.1195807, -7.3267508 53.1195189)",,,,
"[192793124, 27549062]",2,N80,primary,30,False,False,206.255,"LINESTRING (-7.3282471 53.1179273, -7.3272373 53.1175208, -7.326785 53.1173409, -7.3267076 53.1173096, -7.3265604 53.1172502, -7.3261806 53.1170737, -7.3257211 53.1168603)",Parnell Street,,,
"[27549064, 27549062]",2,N80,primary,"['30', '50']",False,True,142.862,"LINESTRING (-7.3282471 53.1179273, -7.3283794 53.1179794, -7.3298748 53.1184597, -7.329991 53.118521, -7.3300884 53.1185742)",,,,
89633396,2,,residential,50,False,False,126.056,"LINESTRING (-7.3282471 53.1179273, -7.3281358 53.1180334, -7.3280476 53.1181303, -7.3279937 53.1182048, -7.3279548 53.118282, -7.3278905 53.118422, -7.3278412 53.118518, -7.327753 53.1186868, -7.3276722 53.1188268, -7.3276034 53.1189363, -7.3275917 53.118984)",Welch Street,,,
89633390,,,residential,,False,True,27.053,"LINESTRING (-7.3267823 53.1209265, -7.3266521 53.1206961)",,,,
89633395,,,residential,,False,False,10.311,"LINESTRING (-7.326127 53.120806, -7.3259797 53.120834)",,,,
89633399,,,residential,,False,False,88.26499999999999,"LINESTRING (-7.326127 53.120806, -7.3261012 53.1208005, -7.3260825 53.1207815, -7.3260466 53.1206316, -7.3260362 53.1206002, -7.3260379 53.120589, -7.3260362 53.1205562, -7.326033 53.1205328, -7.3260557 53.1205029, -7.3261005 53.1204742, -7.3261614 53.1204635, -7.3262154 53.1204627, -7.326298 53.1204862, -7.3264372 53.1205842, -7.3264848 53.1206164, -7.3265455 53.1206531, -7.3265835 53.1206873, -7.3266521 53.1206961)",,,,
89633399,,,residential,,False,True,37.894000000000005,"LINESTRING (-7.326127 53.120806, -7.3261582 53.1208015, -7.326216 53.1207932, -7.3263229 53.120784, -7.326441 53.1207705, -7.3265566 53.1207438, -7.3266521 53.1206961)",,,,
89633395,,,residential,,False,True,10.311,"LINESTRING (-7.3259797 53.120834, -7.326127 53.120806)",,,,
89633396,2,,residential,50,False,False,118.905,"LINESTRING (-7.3261813 53.1197503, -7.3260975 53.119779, -7.3259808 53.1198149, -7.3258268 53.1199119, -7.3257236 53.1199863, -7.3256159 53.1200833, -7.3254559 53.120243, -7.3253617 53.1203525, -7.3253124 53.1204019, -7.3252436 53.1204548, -7.3251703 53.1205069, -7.3250919 53.1205407, -7.3250581 53.1205553)",Welch Street,,,
89633396,2,,residential,50,False,True,45.929,"LINESTRING (-7.3261813 53.1197503, -7.3262994 53.1197099, -7.3266179 53.1195753, -7.3267508 53.1195189)",Welch Street,,,
89633399,,,residential,,False,False,93.96200000000002,"LINESTRING (-7.3261813 53.1197503, -7.3263053 53.1198607, -7.3264713 53.1199854, -7.3266448 53.1201093, -7.3268198 53.1202403, -7.326932 53.1203274, -7.3270052 53.120383, -7.3270508 53.1204143)",,,,
89633398,,,residential,,False,False,37.548,"LINESTRING (-7.327038 53.120502, -7.3272403 53.1208171)",,,,
89633399,,,residential,,False,False,33.678,"LINESTRING (-7.327038 53.120502, -7.3270112 53.120523, -7.3267002 53.120672, -7.3266521 53.1206961)",,,,
89633399,,,residential,,False,True,10.546,"LINESTRING (-7.327038 53.120502, -7.3270546 53.1204889, -7.3270695 53.1204575, -7.3270689 53.1204363, -7.3270508 53.1204143)",,,,
89633390,,,residential,,False,False,27.053,"LINESTRING (-7.3266521 53.1206961, -7.3267823 53.1209265)",,,,
89633399,,,residential,,False,False,37.894,"LINESTRING (-7.3266521 53.1206961, -7.3265566 53.1207438, -7.326441 53.1207705, -7.3263229 53.120784, -7.326216 53.1207932, -7.3261582 53.1208015, -7.326127 53.120806)",,,,
89633399,,,residential,,False,True,88.26499999999999,"LINESTRING (-7.3266521 53.1206961, -7.3265835 53.1206873, -7.3265455 53.1206531, -7.3264848 53.1206164, -7.3264372 53.1205842, -7.326298 53.1204862, -7.3262154 53.1204627, -7.3261614 53.1204635, -7.3261005 53.1204742, -7.3260557 53.1205029, -7.326033 53.1205328, -7.3260362 53.1205562, -7.3260379 53.120589, -7.3260362 53.1206002, -7.3260466 53.1206316, -7.3260825 53.1207815, -7.3261012 53.1208005, -7.326127 53.120806)",,,,
89633399,,,residential,,False,True,33.678000000000004,"LINESTRING (-7.3266521 53.1206961, -7.3267002 53.120672, -7.3270112 53.120523, -7.327038 53.120502)",,,,
92986238,,,residential,30,False,True,45.556,"LINESTRING (-7.3233658 53.1171978, -7.3228667 53.1174773)",Ash Grove,,,
"[92986243, 92986237, 92986246]",,,residential,,False,False,161.39700000000002,"LINESTRING (-7.3233658 53.1171978, -7.323853 53.1174859, -7.3239128 53.1175336, -7.3239288 53.1175508, -7.3239432 53.1175788, -7.3239288 53.117609, -7.3235517 53.1178429, -7.3234888 53.1178537, -7.3234439 53.1178478, -7.3233869 53.1178257, -7.3228667 53.1174773)",Ash Grove,,,
92986238,,,residential,30,False,False,95.852,"LINESTRING (-7.3233658 53.1171978, -7.3239729 53.1168204, -7.3240091 53.116805, -7.3240716 53.1168214, -7.3244182 53.1169933)",Ash Grove,,,
92986236,,,residential,,False,True,37.648,"LINESTRING (-7.3222317 53.1178787, -7.3226114 53.1176283)",Ash Grove,,,
"[92986241, 92986244, 92986236]",,,residential,,False,False,138.70499999999998,"LINESTRING (-7.3222317 53.1178787, -7.3221504 53.1179323, -7.3220561 53.1179525, -7.3219506 53.1179673, -7.3218608 53.1179673, -7.321771 53.1179566, -7.3216992 53.1179323, -7.3216636 53.1178986, -7.321629 53.1178462, -7.3212342 53.1171459, -7.3212749 53.1170956)",Ash Grove,,,
"[92986240, 92986247]",,,residential,,False,True,79.837,"LINESTRING (-7.3222317 53.1178787, -7.3228957 53.1184281, -7.3228621 53.1184618)",Ash Grove,,,
"[92986236, 92986241, 92986244]",,,residential,,False,True,138.70499999999998,"LINESTRING (-7.3212749 53.1170956, -7.3212342 53.1171459, -7.321629 53.1178462, -7.3216636 53.1178986, -7.3216992 53.1179323, -7.321771 53.1179566, -7.3218608 53.1179673, -7.3219506 53.1179673, -7.3220561 53.1179525, -7.3221504 53.1179323, -7.3222317 53.1178787)",Ash Grove,,,
92986236,,,residential,,False,False,37.648,"LINESTRING (-7.3226114 53.1176283, -7.3222317 53.1178787)",Ash Grove,,,
92986238,,,residential,30,False,False,24.591,"LINESTRING (-7.3226114 53.1176283, -7.3228169 53.11754, -7.3228667 53.1174773)",Ash Grove,,,
"[92986242, 92986239]",,,residential,30,False,True,167.132,"LINESTRING (-7.3226114 53.1176283, -7.3221238 53.1171167, -7.3220778 53.1170452, -7.3220699 53.1170071, -7.3220942 53.1169681, -7.3221648 53.116911, -7.3222884 53.1168268, -7.3229011 53.1163865)",Ash Grove,,,
8261486,2,R422,secondary,30,False,True,176.247,"LINESTRING (-7.3237537 53.1158047, -7.323936 53.1158826, -7.3239732 53.1158985, -7.3240118 53.1159201, -7.3242935 53.1160774, -7.3247815 53.1163386, -7.3257211 53.1168603)",Parnell Street,,,
92986242,,,residential,30,False,False,86.15700000000001,"LINESTRING (-7.3237537 53.1158047, -7.3237096 53.1158348, -7.3236646 53.1158655, -7.323021 53.1163042, -7.3229011 53.1163865)",Ash Grove,,,
"[193199929, 193199930, 192793126]",2,R422,secondary,30,False,False,226.02499999999998,"LINESTRING (-7.3237537 53.1158047, -7.3236256 53.1157578, -7.3233992 53.1156686, -7.3231901 53.1156131, -7.3229817 53.115574, -7.3226244 53.1155307, -7.3223141 53.1155103, -7.3220293 53.1154873, -7.3218122 53.1154588, -7.3217794 53.1154545, -7.321532 53.1154026, -7.3212903 53.1153544, -7.3210472 53.1152852, -7.3207799 53.1151944, -7.3206905 53.1151616, -7.3206092 53.1151254)",Sarsfield Street,yes,,
"[92986240, 92986247]",,,residential,,False,False,79.837,"LINESTRING (-7.3228621 53.1184618, -7.3228957 53.1184281, -7.3222317 53.1178787)",Ash Grove,,,
92986245,,,residential,30,False,True,97.96,"LINESTRING (-7.3219804 53.1168766, -7.3219497 53.1168345, -7.3219716 53.1167793, -7.3220286 53.1167029, -7.3224991 53.1163677, -7.3226426 53.1163364, -7.3227778 53.1163506, -7.3229011 53.1163865)",Ash Grove,,,
"[92986242, 92986239]",,,residential,30,False,False,167.132,"LINESTRING (-7.3229011 53.1163865, -7.3222884 53.1168268, -7.3221648 53.116911, -7.3220942 53.1169681, -7.3220699 53.1170071, -7.3220778 53.1170452, -7.3221238 53.1171167, -7.3226114 53.1176283)",Ash Grove,,,
92986242,,,residential,30,False,True,86.157,"LINESTRING (-7.3229011 53.1163865, -7.323021 53.1163042, -7.3236646 53.1158655, -7.3237096 53.1158348, -7.3237537 53.1158047)",Ash Grove,,,
92986245,,,residential,30,False,False,97.96,"LINESTRING (-7.3229011 53.1163865, -7.3227778 53.1163506, -7.3226426 53.1163364, -7.3224991 53.1163677, -7.3220286 53.1167029, -7.3219716 53.1167793, -7.3219497 53.1168345, -7.3219804 53.1168766)",Ash Grove,,,
92986238,,,residential,30,False,True,95.852,"LINESTRING (-7.3244182 53.1169933, -7.3240716 53.1168214, -7.3240091 53.116805, -7.3239729 53.1168204, -7.3233658 53.1171978)",Ash Grove,,,
92986238,,,residential,30,False,False,45.556,"LINESTRING (-7.3228667 53.1174773, -7.3233658 53.1171978)",Ash Grove,,,
"[92986243, 92986237, 92986246]",,,residential,,False,True,161.397,"LINESTRING (-7.3228667 53.1174773, -7.3233869 53.1178257, -7.3234439 53.1178478, -7.3234888 53.1178537, -7.3235517 53.1178429, -7.3239288 53.117609, -7.3239432 53.1175788, -7.3239288 53.1175508, -7.3239128 53.1175336, -7.323853 53.1174859, -7.3233658 53.1171978)",Ash Grove,,,
92986238,,,residential,30,False,True,24.591,"LINESTRING (-7.3228667 53.1174773, -7.3228169 53.11754, -7.3226114 53.1176283)",Ash Grove,,,
82904172,,,residential,,False,False,87.805,"LINESTRING (-7.3186256 53.1187971, -7.3186289 53.1187823, -7.3187099 53.1185593, -7.3187861 53.1183306, -7.3188957 53.1180762, -7.3189185 53.1180276)",,,,
82904172,,,residential,,False,True,148.00799999999998,"LINESTRING (-7.3186256 53.1187971, -7.3186146 53.1189567, -7.3186099 53.1191568, -7.318648 53.1193397, -7.3187051 53.1195284, -7.3188718 53.1198371, -7.3190098 53.1200947)",,,,
93540719,,,residential,,False,True,53.242,"LINESTRING (-7.3186256 53.1187971, -7.3185567 53.1187998, -7.3184299 53.118795, -7.3181407 53.1187886, -7.3179258 53.1188061, -7.3178318 53.118816)",Silverwood,,,
93540719,,,residential,,False,False,53.242,"LINESTRING (-7.3178318 53.118816, -7.3179258 53.1188061, -7.3181407 53.1187886, -7.3184299 53.118795, -7.3185567 53.1187998, -7.3186256 53.1187971)",Silverwood,,,
96443674,,,residential,,False,True,50.322,"LINESTRING (-7.3326678 53.1193105, -7.3326327 53.1194076, -7.3325229 53.1197546)",Twomey Terrace,,,
96443668,,,residential,,False,True,111.83000000000001,"LINESTRING (-7.3317287 53.1205328, -7.3315252 53.1205377, -7.3311151 53.1205409, -7.3310328 53.1205488, -7.3306413 53.1205827, -7.3301173 53.1206238, -7.3300631 53.120628)",Pattison's Estate,,,
96443670,,,residential,,False,True,165.242,"LINESTRING (-7.3325229 53.1197546, -7.3318498 53.1198343, -7.3311283 53.1199614, -7.3300998 53.1198766)",Twomey Terrace,,,
96443674,,,residential,,False,False,50.322,"LINESTRING (-7.3325229 53.1197546, -7.3326327 53.1194076, -7.3326678 53.1193105)",Twomey Terrace,,,
27549064,2,N80,primary,50,False,False,15.261,"LINESTRING (-7.3300631 53.120628, -7.3300574 53.1204908)",,,,
96443668,,,residential,,False,False,111.82999999999998,"LINESTRING (-7.3300631 53.120628, -7.3301173 53.1206238, -7.3306413 53.1205827, -7.3310328 53.1205488, -7.3311151 53.1205409, -7.3315252 53.1205377, -7.3317287 53.1205328)",Pattison's Estate,,,
27549064,2,N80,primary,50,False,False,151.91700000000003,"LINESTRING (-7.3300998 53.1198766, -7.3301515 53.1197608, -7.3303425 53.1194451, -7.3304007 53.1193229, -7.3304179 53.119239, -7.3304072 53.1191638, -7.3303777 53.1190783, -7.3303466 53.1189931, -7.330307 53.1188956, -7.3302252 53.1187507, -7.3301462 53.1186288, -7.3301143 53.1185987, -7.3300884 53.1185742)",,,,
27549064,2,N80,primary,50,False,True,68.457,"LINESTRING (-7.3300998 53.1198766, -7.3300841 53.1199467, -7.3300603 53.1200707, -7.3300574 53.1204908)",,,,
96443670,,,residential,,False,False,165.242,"LINESTRING (-7.3300998 53.1198766, -7.3311283 53.1199614, -7.3318498 53.1198343, -7.3325229 53.1197546)",Twomey Terrace,,,
101100540,,,residential,,False,True,26.124,"LINESTRING (-7.3284871 53.1208602, -7.3283259 53.1210743)",Davin Park,,,
101100540,,,residential,,False,False,55.79500000000001,"LINESTRING (-7.3284871 53.1208602, -7.3285197 53.1208178, -7.328584 53.1207264, -7.3287009 53.1205793, -7.3287352 53.1205337, -7.3287987 53.1204492, -7.3288476 53.1204085)",Davin Park,,,
101100569,,,residential,,False,False,66.498,"LINESTRING (-7.3284871 53.1208602, -7.3281255 53.1207523, -7.3277485 53.1206332, -7.3275926 53.1205979)",Davin Park,,,
27549064,2,N80,primary,50,False,True,15.261,"LINESTRING (-7.3300574 53.1204908, -7.3300631 53.120628)",,,,
27549064,2,N80,primary,50,False,False,68.457,"LINESTRING (-7.3300574 53.1204908, -7.3300603 53.1200707, -7.3300841 53.1199467, -7.3300998 53.1198766)",,,,
101100552,,,residential,,False,False,81.47399999999999,"LINESTRING (-7.3300574 53.1204908, -7.3299969 53.1204904, -7.3299771 53.1204902, -7.3297171 53.1204884, -7.329535 53.1204786, -7.3293747 53.1204655, -7.3289463 53.1204143, -7.3288476 53.1204085)",Davin Park,,,
101100569,,,residential,,False,True,66.49799999999999,"LINESTRING (-7.3275926 53.1205979, -7.3277485 53.1206332, -7.3281255 53.1207523, -7.3284871 53.1208602)",Davin Park,,,
101100540,,,residential,,False,False,56.675,"LINESTRING (-7.3288476 53.1204085, -7.3288721 53.1203612, -7.3288721 53.1203139, -7.3288503 53.1202601, -7.3286004 53.1199356)",Davin Park,,,
101100540,,,residential,,False,True,55.794999999999995,"LINESTRING (-7.3288476 53.1204085, -7.3287987 53.1204492, -7.3287352 53.1205337, -7.3287009 53.1205793, -7.328584 53.1207264, -7.3285197 53.1208178, -7.3284871 53.1208602)",Davin Park,,,
101100552,,,residential,,False,True,81.474,"LINESTRING (-7.3288476 53.1204085, -7.3289463 53.1204143, -7.3293747 53.1204655, -7.329535 53.1204786, -7.3297171 53.1204884, -7.3299771 53.1204902, -7.3299969 53.1204904, -7.3300574 53.1204908)",Davin Park,,,
101100540,,,residential,,False,True,56.675,"LINESTRING (-7.3286004 53.1199356, -7.3288503 53.1202601, -7.3288721 53.1203139, -7.3288721 53.1203612, -7.3288476 53.1204085)",Davin Park,,,
82904172,,,residential,,False,False,148.00799999999998,"LINESTRING (-7.3190098 53.1200947, -7.3188718 53.1198371, -7.3187051 53.1195284, -7.318648 53.1193397, -7.3186099 53.1191568, -7.3186146 53.1189567, -7.3186256 53.1187971)",,,,
82904172,,,residential,,False,True,44.355000000000004,"LINESTRING (-7.3190098 53.1200947, -7.3190345 53.1201409, -7.3192631 53.1204633)",,,,
105528651,,,residential,,False,True,91.829,"LINESTRING (-7.3190098 53.1200947, -7.3191488 53.1200651, -7.3194967 53.1199911, -7.3197633 53.1199451, -7.3199228 53.1199247, -7.3203336 53.1198752)",Kirwan Park,,,
105528648,,,residential,,False,False,83.916,"LINESTRING (-7.3202856 53.1180535, -7.3200918 53.1179492, -7.3198539 53.1178497, -7.3195652 53.1177454, -7.3193566 53.1176829, -7.3192342 53.1176459)",Kirwan Park,,,
105528648,,,residential,,False,True,77.613,"LINESTRING (-7.3202856 53.1180535, -7.3203537 53.1180936, -7.3204821 53.1181802, -7.3207039 53.1183663, -7.3209762 53.1186131)",Kirwan Park,,,
105528664,,,residential,,False,False,151.517,"LINESTRING (-7.3202856 53.1180535, -7.3202193 53.1180765, -7.3200954 53.1181339, -7.3200489 53.1181555, -7.3198724 53.1182245, -7.3196906 53.118291, -7.319446 53.1183625, -7.3192616 53.1184162, -7.3190678 53.1184683, -7.3189608 53.1184996, -7.3189081 53.1185625, -7.3189021 53.1186026, -7.3189262 53.118656, -7.3189743 53.1187358, -7.3190264 53.1188116, -7.3190918 53.1189199)",Kirwan Park,,,
