osmid,lanes,ref,highway,maxspeed,oneway,reversed,length,name,geometry,width
31070866,2,R868,secondary,50,False,False,82.87,The Diamond,"LINESTRING (-7.2315387 54.1793785, -7.2315025 54.1793366, -7.2314629 54.1792999, -7.2314528 54.1792408, -7.2314352 54.1791009, -7.231418 54.1789647, -7.2313892 54.1787491, -7.2313755 54.178647)",
78456661,2,N54,primary,50,False,False,38.97,The Diamond,"LINESTRING (-7.2315387 54.1793785, -7.2317458 54.1793027, -7.2318062 54.1792848, -7.2318608 54.1792682, -7.2319242 54.1792473, -7.2320699 54.1792208)",
269441174,2,N54,primary,50,False,True,176.76,Monaghan Street,"LINESTRING (-7.2315387 54.1793785, -7.2313713 54.1794399, -7.2313441 54.1794507, -7.2308376 54.1796357, -7.2294786 54.1801056, -7.229424 54.1801245, -7.2292115 54.180198)",
338190508,2,R868,secondary,50,False,True,22.401,Analore Street,"LINESTRING (-7.2293266 54.1776805, -7.2296329 54.1777724)",
31070864,2,R183,secondary,50,False,False,291.2049999999999,O'Duffy Street,"LINESTRING (-7.2293266 54.1776805, -7.2292807 54.177729, -7.2291158 54.1778671, -7.2289599 54.1780042, -7.2288806 54.1781099, -7.2287637 54.1784417, -7.2287696 54.178475, -7.2288085 54.1786933, -7.2288746 54.1789312, -7.2289675 54.1792792, -7.2290322 54.1795216, -7.2290779 54.1796939, -7.2291687 54.1800365, -7.2291806 54.1800813, -7.2292115 54.180198)",
114735708,2,R212,secondary,50,False,False,84.534,Mc Curtain Street,"LINESTRING (-7.2313755 54.178647, -7.2314194 54.1778872)",
31070866,2,R868,secondary,50,False,True,82.87,The Diamond,"LINESTRING (-7.2313755 54.178647, -7.2313892 54.1787491, -7.231418 54.1789647, -7.2314352 54.1791009, -7.2314528 54.1792408, -7.2314629 54.1792999, -7.2315025 54.1793366, -7.2315387 54.1793785)",
114732369,2,R868,secondary,50,False,False,89.638,Analore Street,"LINESTRING (-7.2313755 54.178647, -7.2313223 54.1786335, -7.2312357 54.1786076, -7.2311926 54.178573, -7.2311229 54.1784443, -7.2310553 54.1783716, -7.2309651 54.178295, -7.2307816 54.1781393, -7.2306047 54.1780013)",
114732369,2,R868,secondary,50,False,False,68.381,Analore Street,"LINESTRING (-7.2306047 54.1780013, -7.2304845 54.1779553, -7.2304553 54.177949, -7.2296329 54.1777724)",
114732369,2,R868,secondary,50,False,True,89.63799999999999,Analore Street,"LINESTRING (-7.2306047 54.1780013, -7.2307816 54.1781393, -7.2309651 54.178295, -7.2310553 54.1783716, -7.2311229 54.1784443, -7.2311926 54.178573, -7.2312357 54.1786076, -7.2313223 54.1786335, -7.2313755 54.178647)",
114732498,2,L2820,tertiary,50,False,False,55.114999999999995,Abbey Lane,"LINESTRING (-7.2306047 54.1780013, -7.2306763 54.177973, -7.2307443 54.1779595, -7.2307635 54.1779557, -7.2310262 54.1779373, -7.2310595 54.1779337, -7.2312192 54.1779163, -7.2313495 54.1778909, -7.2314194 54.1778872)",
114735708,2,R212,secondary,50,False,True,84.534,Mc Curtain Street,"LINESTRING (-7.2314194 54.1778872, -7.2313755 54.178647)",
114732498,2,L2820,tertiary,50,False,True,55.115,Abbey Lane,"LINESTRING (-7.2314194 54.1778872, -7.2313495 54.1778909, -7.2312192 54.1779163, -7.2310595 54.1779337, -7.2310262 54.1779373, -7.2307635 54.1779557, -7.2307443 54.1779595, -7.2306763 54.177973, -7.2306047 54.1780013)",
"[1202040216, 114732499]","['1', '2']",L2821,tertiary,50,False,False,120.11900000000001,Abbey Street,"LINESTRING (-7.2314194 54.1778872, -7.2314648 54.1778815, -7.2316579 54.1778833, -7.2318317 54.1778964, -7.2319248 54.177907, -7.23201 54.1779165, -7.2321756 54.1779396, -7.2322958 54.1779667, -7.2324036 54.1780071, -7.2324607 54.178041, -7.2325504 54.1780997, -7.2326919 54.1782066, -7.2328045 54.1782731, -7.2329374 54.1783203, -7.232994 54.1783319)",4
1228966642,2,R212,secondary,50,False,False,88.757,,"LINESTRING (-7.2314194 54.1778872, -7.2314256 54.1778044, -7.2314326 54.1777106, -7.2314321 54.1775565, -7.2314799 54.17709)",
78456650,2,N54,primary,50,False,False,81.48899999999999,Cara Street,"LINESTRING (-7.232994 54.1783319, -7.2330402 54.1782922, -7.2331784 54.1781933, -7.2332628 54.1781413, -7.2333245 54.1781033, -7.2335879 54.1779836, -7.2336027 54.1779776, -7.2337721 54.1779087, -7.233871 54.1778626, -7.2339144 54.1778424)",
78456650,2,N54,primary,50,False,True,122.32499999999999,Cara Street,"LINESTRING (-7.232994 54.1783319, -7.2329786 54.1783529, -7.2329515 54.17839, -7.2327884 54.1786127, -7.2327176 54.1787185, -7.2326851 54.1787638, -7.2326047 54.1788732, -7.2324743 54.1790635, -7.2324147 54.1791343, -7.2323779 54.1791658, -7.232303 54.1791924, -7.2322296 54.179201, -7.2321347 54.1792128, -7.2320699 54.1792208)",
"[1202040216, 114732499]","['1', '2']",L2821,tertiary,50,False,True,120.119,Abbey Street,"LINESTRING (-7.232994 54.1783319, -7.2329374 54.1783203, -7.2328045 54.1782731, -7.2326919 54.1782066, -7.2325504 54.1780997, -7.2324607 54.178041, -7.2324036 54.1780071, -7.2322958 54.1779667, -7.2321756 54.1779396, -7.23201 54.1779165, -7.2319248 54.177907, -7.2318317 54.1778964, -7.2316579 54.1778833, -7.2314648 54.1778815, -7.2314194 54.1778872)",4
338202920,2,L2800,tertiary,50,False,False,79.01499999999999,,"LINESTRING (-7.2346738 54.1823083, -7.234666 54.1822722, -7.2346523 54.1821184, -7.2346498 54.1820662, -7.2346439 54.1819431, -7.2346335 54.1817266, -7.2346304 54.181688, -7.2345966 54.1816006)",
474937963,2,L2110,tertiary,50,False,True,89.00999999999999,Roslea Road,"LINESTRING (-7.2346738 54.1823083, -7.2346309 54.1823077, -7.2342974 54.182324, -7.2340742 54.182329, -7.2338562 54.1823366, -7.2337415 54.1823425, -7.2336385 54.1823607, -7.2334588 54.1824126, -7.2333851 54.1824444, -7.2333579 54.1824562)",
177295252,2,L28202,residential,30,False,False,120.603,,"LINESTRING (-7.2314799 54.17709, -7.2314268 54.1770866, -7.2313756 54.1770876, -7.2310156 54.1770843, -7.2310175 54.1772177, -7.2302664 54.1772159, -7.2298572 54.177208)",
1228966642,2,R212,secondary,50,False,True,88.75699999999999,,"LINESTRING (-7.2314799 54.17709, -7.2314321 54.1775565, -7.2314326 54.1777106, -7.2314256 54.1778044, -7.2314194 54.1778872)",
177295252,2,L28202,residential,30,False,True,120.60300000000001,,"LINESTRING (-7.2298572 54.177208, -7.2302664 54.1772159, -7.2310175 54.1772177, -7.2310156 54.1770843, -7.2313756 54.1770876, -7.2314268 54.1770866, -7.2314799 54.17709)",
177295254,2,L28201,residential,30,False,True,77.217,,"LINESTRING (-7.2298572 54.177208, -7.229834 54.1768552, -7.2303129 54.1768489, -7.2303138 54.1769099)",
837141933,2,L28201,residential,30,False,False,64.881,,"LINESTRING (-7.2298572 54.177208, -7.2298542 54.177292, -7.2298364 54.1773576, -7.2297427 54.1774925, -7.2296542 54.1777362, -7.2296329 54.1777724)",
338190508,2,R868,secondary,50,False,False,22.401,Analore Street,"LINESTRING (-7.2296329 54.1777724, -7.2293266 54.1776805)",
114732369,2,R868,secondary,50,False,True,68.381,Analore Street,"LINESTRING (-7.2296329 54.1777724, -7.2304553 54.177949, -7.2304845 54.1779553, -7.2306047 54.1780013)",
837141933,2,L28201,residential,30,False,True,64.881,,"LINESTRING (-7.2296329 54.1777724, -7.2296542 54.1777362, -7.2297427 54.1774925, -7.2298364 54.1773576, -7.2298542 54.177292, -7.2298572 54.177208)",
78456650,2,N54,primary,50,False,True,81.48899999999999,Cara Street,"LINESTRING (-7.2339144 54.1778424, -7.233871 54.1778626, -7.2337721 54.1779087, -7.2336027 54.1779776, -7.2335879 54.1779836, -7.2333245 54.1781033, -7.2332628 54.1781413, -7.2331784 54.1781933, -7.2330402 54.1782922, -7.232994 54.1783319)",
177295258,2,L28211,residential,50,False,False,134.169,,"LINESTRING (-7.2339144 54.1778424, -7.2338743 54.1778093, -7.2335771 54.1775981, -7.2334727 54.1774549, -7.2332774 54.1770925, -7.233362 54.1770257, -7.2336598 54.1769785, -7.2337127 54.1770662)",
1201898514,2,R183,secondary,50,False,False,13.134,,"LINESTRING (-7.2345966 54.1816006, -7.2346288 54.181484)",
114732368,2,R183,secondary,50,False,True,345.812,98 Avenue,"LINESTRING (-7.2345966 54.1816006, -7.2344977 54.1815997, -7.2343528 54.1815939, -7.2343034 54.1815923, -7.2339026 54.1815717, -7.2338036 54.1815679, -7.2334901 54.1815525, -7.2334628 54.1815512, -7.2332347 54.18154, -7.2327762 54.1815175, -7.2324896 54.1815034, -7.2323567 54.1814969, -7.2322491 54.1814908, -7.2319427 54.1814733, -7.2318215 54.1814664, -7.2315446 54.1814507, -7.2314093 54.1814412, -7.2312321 54.1814216, -7.2311559 54.1814073, -7.2308683 54.181333, -7.230503 54.1812194, -7.2301169 54.181097, -7.2298641 54.1810199, -7.229683 54.1809534, -7.2295331 54.1808866)",
338202920,2,L2800,tertiary,50,False,True,79.015,,"LINESTRING (-7.2345966 54.1816006, -7.2346304 54.181688, -7.2346335 54.1817266, -7.2346439 54.1819431, -7.2346498 54.1820662, -7.2346523 54.1821184, -7.234666 54.1822722, -7.2346738 54.1823083)",
183667749,2,L28103,residential,30,False,True,23.893,Ard an Chlochair,"LINESTRING (-7.230606 54.1829922, -7.2306194 54.1830324, -7.230616 54.1831155, -7.2305646 54.1831776, -7.2305553 54.1831987)",
"[474937963, 474937964]",2,L2110,tertiary,50,False,False,190.335,Roslea Road,"LINESTRING (-7.230606 54.1829922, -7.2308593 54.1829575, -7.2310482 54.1829316, -7.2312004 54.1829108, -7.231731 54.182842, -7.231862 54.1828241, -7.2321219 54.1827886, -7.2324162 54.1827404, -7.2329173 54.1826188, -7.2332185 54.1825164, -7.2333579 54.1824562)",
"[837164883, 474937964]",2,L2110,tertiary,50,False,True,79.901,Roslea Road,"LINESTRING (-7.230606 54.1829922, -7.2304657 54.1830209, -7.230073 54.1831101, -7.2298256 54.1832128, -7.2297787 54.1832323, -7.2297248 54.1832588, -7.2296386 54.1833013, -7.2295702 54.1833547)",
183667746,2,L28103,residential,30,False,True,51.282,Ard an Chlochair,"LINESTRING (-7.2305553 54.1831987, -7.2304617 54.1832057, -7.2303915 54.1832198, -7.2303452 54.1832338, -7.2298501 54.183396)",
183667749,2,L28103,residential,30,False,False,23.893,Ard an Chlochair,"LINESTRING (-7.2305553 54.1831987, -7.2305646 54.1831776, -7.230616 54.1831155, -7.2306194 54.1830324, -7.230606 54.1829922)",
183667749,2,L28103,residential,30,False,True,54.221000000000004,Ard an Chlochair,"LINESTRING (-7.2305553 54.1831987, -7.2305611 54.1832719, -7.2305817 54.183313, -7.2306228 54.1833642, -7.2307724 54.1835403, -7.230831 54.1836535)",
183667746,2,L28103,residential,30,False,False,51.282,Ard an Chlochair,"LINESTRING (-7.2298501 54.183396, -7.2303452 54.1832338, -7.2303915 54.1832198, -7.2304617 54.1832057, -7.2305553 54.1831987)",
183667749,2,L28103,residential,30,False,False,54.22099999999999,Ard an Chlochair,"LINESTRING (-7.230831 54.1836535, -7.2307724 54.1835403, -7.2306228 54.1833642, -7.2305817 54.183313, -7.2305611 54.1832719, -7.2305553 54.1831987)",
"[283853937, 177295263]",2,L28105,unclassified,50,False,"[False, True]",175.94500000000002,,"LINESTRING (-7.2306236 54.180176, -7.2308277 54.1802203, -7.2309648 54.1802479, -7.2312449 54.1803043, -7.2315239 54.1803619, -7.2318133 54.1804033, -7.232001 54.1804207, -7.2323145 54.1804504, -7.2323358 54.1804524, -7.2323906 54.1804599, -7.2324234 54.1803733, -7.2325549 54.1801369, -7.2325977 54.1800807, -7.2327012 54.1800391, -7.2327519 54.180022)",
24444452,2,R183,secondary,50,False,False,118.00200000000001,Newtownbutler Road,"LINESTRING (-7.236916 54.1807764, -7.2366128 54.1808414, -7.2364531 54.1808756, -7.236406 54.1808857, -7.2359536 54.1810042, -7.2358958 54.1810194, -7.235291 54.1812384)",
24444452,2,R183,secondary,50,False,True,192.26300000000003,Newtownbutler Road,"LINESTRING (-7.236916 54.1807764, -7.2370067 54.1807551, -7.237578 54.1806409, -7.2383616 54.1805073, -7.2384739 54.1804889, -7.2386765 54.1804556, -7.2391007 54.1803779, -7.2392633 54.1803514, -7.2395526 54.1803095, -7.2397453 54.1802816)",
"[1196726072, 294499514]","['1', '2']",L28005,residential,30,False,True,204.27299999999997,,"LINESTRING (-7.236916 54.1807764, -7.2370539 54.1809414, -7.2370894 54.1809761, -7.2372168 54.1811007, -7.237304 54.1811946, -7.237544 54.1813932, -7.2375859 54.1814279, -7.2375992 54.1815112, -7.2365032 54.1816457, -7.2360789 54.1816978, -7.2360192 54.1817172, -7.2359564 54.1817384)",
24444452,2,R183,secondary,50,False,False,51.09199999999999,Newtownbutler Road,"LINESTRING (-7.235291 54.1812384, -7.2348405 54.1813973, -7.2347442 54.1814305, -7.2347215 54.1814391, -7.2346288 54.181484)",
24444452,2,R183,secondary,50,False,True,118.002,Newtownbutler Road,"LINESTRING (-7.235291 54.1812384, -7.2358958 54.1810194, -7.2359536 54.1810042, -7.236406 54.1808857, -7.2364531 54.1808756, -7.2366128 54.1808414, -7.236916 54.1807764)",
"[1196726073, 294499516]",2,L28005,residential,30,False,False,70.853,Fitzpatrick Square,"LINESTRING (-7.235291 54.1812384, -7.235342 54.1812824, -7.235433 54.18136, -7.2356504 54.1815453, -7.2358274 54.1816787, -7.2359564 54.1817384)",
294499516,2,L28005,residential,30,False,False,30.551000000000002,Fitzpatrick Square,"LINESTRING (-7.2359564 54.1817384, -7.2360793 54.1817825, -7.2364019 54.1818071)",
"[1196726073, 294499516]",2,L28005,residential,30,False,True,70.85300000000001,Fitzpatrick Square,"LINESTRING (-7.2359564 54.1817384, -7.2358274 54.1816787, -7.2356504 54.1815453, -7.235433 54.18136, -7.235342 54.1812824, -7.235291 54.1812384)",
"[1196726072, 294499514]","['1', '2']",L28005,residential,30,False,False,204.273,,"LINESTRING (-7.2359564 54.1817384, -7.2360192 54.1817172, -7.2360789 54.1816978, -7.2365032 54.1816457, -7.2375992 54.1815112, -7.2375859 54.1814279, -7.237544 54.1813932, -7.237304 54.1811946, -7.2372168 54.1811007, -7.2370894 54.1809761, -7.2370539 54.1809414, -7.236916 54.1807764)",
294499516,2,L28005,residential,30,False,True,30.551000000000002,Fitzpatrick Square,"LINESTRING (-7.2364019 54.1818071, -7.2360793 54.1817825, -7.2359564 54.1817384)",
114732368,2,R183,secondary,50,False,False,345.812,98 Avenue,"LINESTRING (-7.2295331 54.1808866, -7.229683 54.1809534, -7.2298641 54.1810199, -7.2301169 54.181097, -7.230503 54.1812194, -7.2308683 54.181333, -7.2311559 54.1814073, -7.2312321 54.1814216, -7.2314093 54.1814412, -7.2315446 54.1814507, -7.2318215 54.1814664, -7.2319427 54.1814733, -7.2322491 54.1814908, -7.2323567 54.1814969, -7.2324896 54.1815034, -7.2327762 54.1815175, -7.2332347 54.18154, -7.2334628 54.1815512, -7.2334901 54.1815525, -7.2338036 54.1815679, -7.2339026 54.1815717, -7.2343034 54.1815923, -7.2343528 54.1815939, -7.2344977 54.1815997, -7.2345966 54.1816006)",
"[114732368, 1105496677]",2,R183,secondary,50,False,True,80.566,98 Avenue,"LINESTRING (-7.2295331 54.1808866, -7.2294271 54.1808108, -7.2293484 54.1806611, -7.2292719 54.1804059, -7.2292632 54.180377, -7.2292115 54.180198)",
512526602,,L28104,unclassified,,False,False,132.131,,"LINESTRING (-7.2295331 54.1808866, -7.22949 54.1809364, -7.2294965 54.1809968, -7.2295615 54.1812882, -7.2296172 54.1814711, -7.2297948 54.1820542)",
512526602,,L28104,unclassified,,False,True,132.131,,"LINESTRING (-7.2297948 54.1820542, -7.2296172 54.1814711, -7.2295615 54.1812882, -7.2294965 54.1809968, -7.22949 54.1809364, -7.2295331 54.1808866)",
"[837164883, 474937964]",2,L2110,tertiary,50,False,False,79.90100000000001,Roslea Road,"LINESTRING (-7.2295702 54.1833547, -7.2296386 54.1833013, -7.2297248 54.1832588, -7.2297787 54.1832323, -7.2298256 54.1832128, -7.230073 54.1831101, -7.2304657 54.1830209, -7.230606 54.1829922)",
1201934413,,,unclassified,,True,False,42.548,,"LINESTRING (-7.2289841 54.1835228, -7.2294331 54.1833835, -7.2295702 54.1833547)",
24444452,2,R183,secondary,50,False,False,192.26300000000003,Newtownbutler Road,"LINESTRING (-7.2397453 54.1802816, -7.2395526 54.1803095, -7.2392633 54.1803514, -7.2391007 54.1803779, -7.2386765 54.1804556, -7.2384739 54.1804889, -7.2383616 54.1805073, -7.237578 54.1806409, -7.2370067 54.1807551, -7.236916 54.1807764)",
177295254,2,L28201,residential,30,False,False,77.217,,"LINESTRING (-7.2303138 54.1769099, -7.2303129 54.1768489, -7.229834 54.1768552, -7.2298572 54.177208)",
177295258,2,L28211,residential,50,False,True,134.16899999999998,,"LINESTRING (-7.2337127 54.1770662, -7.2336598 54.1769785, -7.233362 54.1770257, -7.2332774 54.1770925, -7.2334727 54.1774549, -7.2335771 54.1775981, -7.2338743 54.1778093, -7.2339144 54.1778424)",
474937963,2,L2110,tertiary,50,False,False,89.01,Roslea Road,"LINESTRING (-7.2333579 54.1824562, -7.2333851 54.1824444, -7.2334588 54.1824126, -7.2336385 54.1823607, -7.2337415 54.1823425, -7.2338562 54.1823366, -7.2340742 54.182329, -7.2342974 54.182324, -7.2346309 54.1823077, -7.2346738 54.1823083)",
"[474937963, 474937964]",2,L2110,tertiary,50,False,True,190.33499999999998,Roslea Road,"LINESTRING (-7.2333579 54.1824562, -7.2332185 54.1825164, -7.2329173 54.1826188, -7.2324162 54.1827404, -7.2321219 54.1827886, -7.231862 54.1828241, -7.231731 54.182842, -7.2312004 54.1829108, -7.2310482 54.1829316, -7.2308593 54.1829575, -7.230606 54.1829922)",
1228433313,1,,residential,,False,False,86.439,,"LINESTRING (-7.2333579 54.1824562, -7.2335048 54.1825962, -7.2337101 54.1829102, -7.2332629 54.1830006)",
1228433313,1,,residential,,False,True,86.439,,"LINESTRING (-7.2332629 54.1830006, -7.2337101 54.1829102, -7.2335048 54.1825962, -7.2333579 54.1824562)",
