osmid,oneway,name,highway,reversed,length,lanes,geometry,junction,bridge,maxspeed,access,tunnel
170502902,True,Viale Milano,residential,False,27.922,,"LINESTRING (9.0356086 45.6238095, 9.0356987 45.6239111, 9.0357345 45.6239514, 9.0358038 45.6240003, 9.0358192 45.6240111)",,,,,
179434524,True,Via Alessandro Manzoni,tertiary,False,141.995,,"LINESTRING (9.0404773 45.6252167, 9.0404604 45.6251251, 9.0403501 45.6245242, 9.0402437 45.6239502)",,,,,
288202971,False,Via Guglielmo Marconi,tertiary,True,39.175,,"LINESTRING (9.0402437 45.6239502, 9.0397408 45.6239707)",,,,,
113379489,True,Via Guglielmo Marconi,tertiary,False,78.298,,"LINESTRING (9.0402437 45.6239502, 9.0403888 45.6239441, 9.0412491 45.6239126)",,,,,
33758099,True,Piazza Don Giuseppe Borella,residential,False,37.343,,"LINESTRING (9.0406302 45.6285393, 9.0408613 45.6284118, 9.0410088 45.6283327)",,,,,
560538128,True,Piazza Don Giuseppe Borella,unclassified,False,57.06800000000001,,"LINESTRING (9.0406302 45.6285393, 9.0407951 45.6285049, 9.0409001 45.6285013, 9.0409724 45.6285233, 9.0410124 45.6285688, 9.0410247 45.6286394, 9.0410125 45.6286844, 9.0409596 45.6287707)",roundabout,,30,,
"[1193579140, 560541847]",True,Via Alessandro Manzoni,residential,False,83.369,2,"LINESTRING (9.0410088 45.6283327, 9.0409966 45.6282613, 9.0409499 45.6279888, 9.040889 45.6276316, 9.0408821 45.6275882)",,,,,
46612965,True,Via Giuseppe Parini,residential,False,120.473,,"LINESTRING (9.0406448 45.6262039, 9.0407194 45.6261981, 9.0421562 45.6261077, 9.0421876 45.6261054)",,,,,
1193579134,True,Via Alessandro Manzoni,residential,False,110.546,2,"LINESTRING (9.0406448 45.6262039, 9.0406355 45.6261568, 9.0404995 45.6253285, 9.0404821 45.6252432, 9.0404773 45.6252167)",,,,,
560538128,True,Piazza Don Giuseppe Borella,unclassified,False,12.940999999999999,,"LINESTRING (9.0409596 45.6287707, 9.040911 45.6288159, 9.0408524 45.6288595)",roundabout,,30,,
560538128,True,Piazza Don Giuseppe Borella,unclassified,False,7.32,,"LINESTRING (9.0408524 45.6288595, 9.0407773 45.6288992)",roundabout,,30,,
62782245,False,Via Caduti della Liberazione,tertiary,False,100.951,2,"LINESTRING (9.0340233 45.6245227, 9.0345594 45.6244146, 9.0347143 45.6243853, 9.0352779 45.6242903)",,,,,
62782245,False,Via Caduti della Liberazione,tertiary,True,89.73,2,"LINESTRING (9.0340233 45.6245227, 9.0339368 45.6245396, 9.0337023 45.6245914, 9.0336284 45.6246063, 9.0330894 45.6247168, 9.0329171 45.6247521)",,,,,
170504881,True,Piazza Don Giuseppe Borella,unclassified,False,18.534,,"LINESTRING (9.0406821 45.6291111, 9.0406554 45.6290265, 9.0406279 45.6289939, 9.0405813 45.6289671)",,,,,
560538138,True,Via Bergamo,residential,False,24.946,1,"LINESTRING (9.0412113 45.6286316, 9.0409596 45.6287707)",,,,,
170504878,True,Piazza Don Giuseppe Borella,unclassified,False,41.058,,"LINESTRING (9.0412113 45.6286316, 9.0411481 45.628624, 9.0411055 45.628611, 9.0410785 45.6285888, 9.0410438 45.6285295, 9.0410197 45.6284419, 9.0410136 45.6283801, 9.0410088 45.6283327)",,,,,
39423844,True,Corso Italia,tertiary,False,34.016999999999996,,"LINESTRING (9.0331024 45.6259126, 9.0330847 45.6259831, 9.0330386 45.6260242, 9.0329807 45.6260532, 9.0328049 45.6261021)",,,,,
"[217370419, 39423845]",True,Via San Giuseppe,residential,False,45.979,,"LINESTRING (9.0331024 45.6259126, 9.0331577 45.6259538, 9.0331858 45.6259941, 9.0332111 45.6260427, 9.0331938 45.6260871, 9.0331942 45.6261628, 9.0331954 45.6262031, 9.0331955 45.6262453, 9.0331965 45.6263015)",,,,,
46612681,True,Via Quattro Novembre,residential,False,53.077,,"LINESTRING (9.0383575 45.6228003, 9.03904 45.6227978)",,,,,
51857254,True,Via Venticinque Aprile,residential,False,138.296,,"LINESTRING (9.038426 45.6240431, 9.0383575 45.6228003)",,,,,
170502896,False,Via Guglielmo Marconi,tertiary,False,54.153,,"LINESTRING (9.038426 45.6240431, 9.0388843 45.6240246, 9.0391212 45.624015)",,,,,
170502896,False,Via Guglielmo Marconi,tertiary,True,89.422,,"LINESTRING (9.038426 45.6240431, 9.0379657 45.6240548, 9.0374539 45.6240563, 9.0372765 45.62406)",,,,,
562950654,True,Via Guglielmo Marconi,tertiary,False,29.732,,"LINESTRING (9.0414137 45.6239066, 9.0417179 45.6238954, 9.0417955 45.6238926)",,,,,
377176836,False,Via Don Luigi Monza,residential,False,162.00400000000002,,"LINESTRING (9.0414528 45.6229371, 9.0414599 45.6227739, 9.0414754 45.6226915, 9.0415049 45.6226158, 9.0415933 45.6224844, 9.0416196 45.6224394, 9.0417333 45.6222531, 9.0420371 45.6217467, 9.0421413 45.621575)",,,,,
377176836,False,Via Don Luigi Monza,residential,True,94.00200000000001,,"LINESTRING (9.0414528 45.6229371, 9.0414455 45.6230422, 9.0413945 45.6237815)",,,,,
46612749,False,Via Bainsizza,residential,True,108.52499999999999,,"LINESTRING (9.0437536 45.6212929, 9.0426857 45.6213022, 9.0424807 45.6212945, 9.0423677 45.621262)",,,,,
377176836,False,Via Don Luigi Monza,residential,True,39.004,,"LINESTRING (9.0423677 45.621262, 9.0421413 45.621575)",,,,,
46612749,False,Via Bainsizza,residential,False,108.525,,"LINESTRING (9.0423677 45.621262, 9.0424807 45.6212945, 9.0426857 45.6213022, 9.0437536 45.6212929)",,,,,
584155321,True,Via Giovanni Morandi,residential,False,14.247,,"LINESTRING (9.0349775 45.6213442, 9.0348251 45.6214153)",,,,,
"[629170944, 618228528, 629170943]",False,Viale Milano,residential,False,39.14,,"LINESTRING (9.0349775 45.6213442, 9.034995 45.6213972, 9.0350513 45.6215763, 9.0350787 45.6216889)",,,,,
46612860,True,Via Pietro Micca,residential,False,56.761,,"LINESTRING (9.0332517 45.6266564, 9.0339718 45.6265729)",,,,permit,
584172492,False,Via San Giuseppe,residential,False,39.695,,"LINESTRING (9.0332517 45.6266564, 9.0332419 45.6265937, 9.0331965 45.6263015)",,,,,
584172492,False,Via San Giuseppe,residential,True,49.818000000000005,,"LINESTRING (9.0332517 45.6266564, 9.0332597 45.6267038, 9.0333272 45.6271013)",,,,,
219011507,True,Via Solferino,residential,False,109.695,,"LINESTRING (9.0339718 45.6265729, 9.0340725 45.6270276, 9.0333272 45.6271013)",,,,,
584172492,False,Via San Giuseppe,residential,False,36.712,,"LINESTRING (9.0333811 45.6274293, 9.0333272 45.6271013)",,,,,
62760317,True,Via Pola,unclassified,False,67.284,,"LINESTRING (9.0333811 45.6274293, 9.0333346 45.6274346, 9.0325857 45.6275199, 9.0325271 45.6275266)",,,,,
584172492,False,Via San Giuseppe,residential,True,64.895,,"LINESTRING (9.0333811 45.6274293, 9.0333922 45.6274805, 9.0334945 45.6280075)",,,,,
46612961,True,Via Visconti,residential,False,118.07300000000001,1,"LINESTRING (9.0417955 45.6238926, 9.0418051 45.623944, 9.0419873 45.6248954, 9.041994 45.6249453)",,,50,,
33758096,True,Via Roma,tertiary,False,121.746,,"LINESTRING (9.041994 45.6249453, 9.0405947 45.6251941, 9.0404773 45.6252167)",,,,,
46612961,True,Via Visconti,residential,False,129.87800000000001,1,"LINESTRING (9.041994 45.6249453, 9.0419998 45.6249676, 9.0420058 45.6250038, 9.0421727 45.6260148, 9.0421876 45.6261054)",,,50,,
46612961,True,Via Visconti,residential,False,151.29399999999998,1,"LINESTRING (9.0421876 45.6261054, 9.042205 45.6261935, 9.0423302 45.6268291, 9.0424288 45.6274554)",,,50,,
46612965,True,Via Giuseppe Parini,residential,False,119.979,,"LINESTRING (9.0421876 45.6261054, 9.0436058 45.6260133, 9.043724 45.6260067)",,,,,
33758096,True,Via Roma,tertiary,False,120.66199999999999,,"LINESTRING (9.043493 45.6246665, 9.0433246 45.6247052, 9.0431583 45.6247402, 9.0430189 45.6247667, 9.0427405 45.6248151, 9.0421006 45.6249268, 9.041994 45.6249453)",,,,,
46612969,True,Via Annibale Guaragna,residential,False,150.111,,"LINESTRING (9.043493 45.6246665, 9.0434944 45.6246893, 9.0435029 45.6247369, 9.0437169 45.6259619, 9.043724 45.6260067)",,,,,
46612961,True,Via Visconti,residential,False,94.932,1,"LINESTRING (9.0424288 45.6274554, 9.0425758 45.6282564, 9.0425802 45.6282823, 9.0425775 45.6283023)",,,50,,
46612972,True,Via Francesco Baracca,residential,False,121.176,,"LINESTRING (9.0424288 45.6274554, 9.04094 45.6275832, 9.0409077 45.627586, 9.0408821 45.6275882)",,,,,
560538138,True,Via Bergamo,residential,False,115.818,1,"LINESTRING (9.0425775 45.6283023, 9.0422387 45.6283212, 9.0420735 45.6283301, 9.0419331 45.6283361, 9.0418544 45.628345, 9.0417858 45.6283668, 9.0416974 45.6284045, 9.0412113 45.6286316)",,,,,
1193579134,True,Via Alessandro Manzoni,residential,False,71.958,2,"LINESTRING (9.0408821 45.6275882, 9.0408147 45.6271167, 9.0407944 45.626944)",,,,,
980936628,False,Via Filippo Reina,residential,True,111.297,,"LINESTRING (9.0400597 45.6217699, 9.0400679 45.6227708)",,,,,
57870401,True,Via Don Luigi Guanella,unclassified,False,52.197,,"LINESTRING (9.0316354 45.6282845, 9.0309771 45.6283763)",,,,,
57869296,True,Via Padre Paolo Reina,unclassified,False,147.126,,"LINESTRING (9.03097 45.6275132, 9.030935 45.6262283, 9.030934 45.6261903)",,,,,
57870391,True,Via Pola,unclassified,False,49.774,,"LINESTRING (9.03097 45.6275132, 9.0314812 45.6275193, 9.03161 45.6275208)",,,,,
57869295,True,Via Maurilio Bossi,unclassified,False,85.085,,"LINESTRING (9.03161 45.6275208, 9.0316258 45.6275622, 9.0316354 45.6282845)",,,,,
57870391,True,Via Pola,unclassified,False,71.318,,"LINESTRING (9.03161 45.6275208, 9.0324791 45.6275263, 9.0325271 45.6275266)",,,,,
62364449,True,Via Angelo Ramazzotti,unclassified,False,89.732,,"LINESTRING (9.0325271 45.6275266, 9.0324506 45.6267214)",,,,,
62760318,True,Via Angelo Ramazzotti,unclassified,False,73.03200000000001,,"LINESTRING (9.0325271 45.6275266, 9.0325334 45.6275816, 9.0326021 45.6281813)",,,,,
57870392,True,Via Pietro Micca,residential,False,62.713,,"LINESTRING (9.0324506 45.6267214, 9.0332517 45.6266564)",,,,,
62364448,False,Via Angelo Ramazzotti,unclassified,False,67.62,,"LINESTRING (9.0324506 45.6267214, 9.0323934 45.6261146)",,,,,
573578453,False,Via Padre Paolo Reina,unclassified,False,87.223,,"LINESTRING (9.0309771 45.6283763, 9.0309844 45.6291607)",,,,,
573578454,True,Via Padre Paolo Reina,unclassified,False,95.974,,"LINESTRING (9.0309771 45.6283763, 9.0309737 45.6279584, 9.03097 45.6275132)",,,,,
57870401,True,Via Don Luigi Guanella,unclassified,False,76.041,,"LINESTRING (9.0326021 45.6281813, 9.0316354 45.6282845)",,,,,
573577178,True,Via Don Luigi Guanella,unclassified,False,72.034,,"LINESTRING (9.0326021 45.6281813, 9.0334945 45.6280075)",,,,,
62788605,True,Via Torino,residential,False,134.567,,"LINESTRING (9.0334945 45.6280075, 9.0342706 45.6278463, 9.0345259 45.6281325, 9.0347685 45.628388)",,,,,
584172492,False,Via San Giuseppe,residential,False,64.895,,"LINESTRING (9.0334945 45.6280075, 9.0333922 45.6274805, 9.0333811 45.6274293)",,,,,
584172492,False,Via San Giuseppe,residential,True,97.13,,"LINESTRING (9.0334945 45.6280075, 9.0335232 45.6280972, 9.0336362 45.6287215, 9.0336572 45.6288731)",,,,,
62364448,False,Via Angelo Ramazzotti,unclassified,True,67.62,,"LINESTRING (9.0323934 45.6261146, 9.0324506 45.6267214)",,,,,
"[220466390, 548301871]",True,Corso Italia,tertiary,False,33.493,,"LINESTRING (9.0323934 45.6261146, 9.0322043 45.6261137, 9.0319627 45.6261125)",,,,,
573577179,True,Via Angelo Ramazzotti,unclassified,False,90.933,,"LINESTRING (9.0326462 45.6289985, 9.0326021 45.6281813)",,,,,
46026194,False,Via Vincenzo Monti,unclassified,True,130.472,,"LINESTRING (9.0326462 45.6289985, 9.0318949 45.6290718, 9.0309844 45.6291607)",,,,,
573577176,False,Via Vincenzo Monti,unclassified,False,80.00999999999999,,"LINESTRING (9.0326462 45.6289985, 9.0334399 45.6289197, 9.0336572 45.6288731)",,,,,
288202971,False,Via Guglielmo Marconi,tertiary,False,39.175,,"LINESTRING (9.0397408 45.6239707, 9.0402437 45.6239502)",,,,,
49429906,True,Via Filippo Reina,residential,False,137.312,,"LINESTRING (9.0397408 45.6239707, 9.0397462 45.6239091, 9.0397565 45.6238559, 9.039834 45.6236819, 9.0400109 45.6233861, 9.0400679 45.6227708)",,,,,
"[924825329, 288202970]",False,Via Guglielmo Marconi,tertiary,True,32.844,,"LINESTRING (9.0397408 45.6239707, 9.0395236 45.6239877, 9.0393207 45.624001)",,yes,,,
273527427,False,Via Nicolò Tommaseo,residential,False,102.854,,"LINESTRING (9.0387486 45.6271666, 9.0391863 45.6270442, 9.0399148 45.6269993, 9.0400346 45.6269951)",,,,permit,
"[315464513, 24469436]",False,"[""Piazza Aviatori d'Italia"", 'Via Giuseppe Verdi']","['unclassified', 'residential']",False,34.516999999999996,,"LINESTRING (9.0347685 45.628388, 9.0348057 45.6283777, 9.0349143 45.6283796, 9.035009 45.6284009, 9.0350847 45.6284518, 9.0351305 45.6285066)",,,30,,
24469436,False,Via Giuseppe Verdi,unclassified,True,101.86699999999999,,"LINESTRING (9.0347685 45.628388, 9.0338562 45.6287862, 9.0336572 45.6288731)",,,,,
170502890,True,Via Soncino Stampa,residential,False,135.505,,"LINESTRING (9.03904 45.6227978, 9.0391219 45.6239502, 9.0391212 45.624015)",,,,,
584155324,True,Via Guglielmo Marconi,tertiary,False,39.81,1,"LINESTRING (9.0364439 45.6241036, 9.036135 45.6241419, 9.0360752 45.6241438, 9.0360266 45.6241474, 9.035983 45.6241544, 9.0359394 45.6241614)",,,,,
584155332,False,Via Guglielmo Marconi,tertiary,False,15.592,,"LINESTRING (9.0391212 45.624015, 9.0393207 45.624001)",,,,,
170502896,False,Via Guglielmo Marconi,tertiary,True,54.153,,"LINESTRING (9.0391212 45.624015, 9.0388843 45.6240246, 9.038426 45.6240431)",,,,,
377176840,True,Via Giacomo Leopardi,residential,False,20.542,,"LINESTRING (9.0391212 45.624015, 9.0391248 45.6241256, 9.0390716 45.6241897)",,,,,
611483314,False,Via Rodolfo Bucco,residential,False,49.22,,"LINESTRING (9.0390096 45.6221891, 9.0383767 45.6221884)",,,,,
924825328,True,Via Soncino Stampa,residential,False,67.726,,"LINESTRING (9.0390096 45.6221891, 9.03904 45.6227978)",,,,,
"[174981139, 776032862]",True,Via Milano,residential,False,153.04399999999998,,"LINESTRING (9.0360484 45.621918, 9.035984 45.621933, 9.0358953 45.6219357, 9.0357963 45.6219555, 9.0356836 45.6219818, 9.0355924 45.6220081, 9.0354876 45.6220407, 9.035391 45.6221007, 9.0353105 45.6221683, 9.03528 45.6222613, 9.0353164 45.6223787, 9.0354904 45.6229341)",,,,,
317870339,False,Via Maestri del Lavoro,residential,False,90.80199999999999,,"LINESTRING (9.0360484 45.621918, 9.0364282 45.6216439, 9.036455 45.6215538, 9.0368466 45.6213475)",,,30,,
179254933,True,Piazza Luigi Cadorna,tertiary,False,24.598000000000003,,"LINESTRING (9.0314595 45.626068, 9.0316039 45.6260316, 9.0316423 45.6260091, 9.0316684 45.6259787, 9.0316808 45.6259362)",,,,,
179255305,True,Piazza Luigi Cadorna,residential,False,25.594,,"LINESTRING (9.0314595 45.626068, 9.0314785 45.6260224, 9.0314698 45.6259855, 9.031456 45.6259563, 9.0314186 45.6259079, 9.0313691 45.6258595)",,,,,
"[217370425, 217370421]",True,Piazza Luigi Cadorna,tertiary,False,89.22,1,"LINESTRING (9.0316808 45.6259362, 9.0315646 45.6258295, 9.0313301 45.625614, 9.0311638 45.6254611, 9.0311431 45.6254234, 9.031137 45.6253838, 9.03114 45.6253459, 9.0311453 45.6253088, 9.0311692 45.6252618)",,,,,
57869295,True,Via Maurilio Bossi,unclassified,False,151.74900000000002,,"LINESTRING (9.0315141 45.6261664, 9.0315161 45.6262361, 9.0315503 45.6274392, 9.03161 45.6275208)",,,,,
179256203,True,Via Armando Diaz,residential,False,45.31399999999999,,"LINESTRING (9.0315141 45.6261664, 9.0314099 45.6261808, 9.0313548 45.6261859, 9.0312465 45.6261895, 9.030934 45.6261903)",,,30,,
179256203,True,Via Armando Diaz,residential,False,28.872,,"LINESTRING (9.0318771 45.6261121, 9.0317624 45.6261311, 9.0316324 45.626151, 9.0315141 45.6261664)",,,30,,
560534165,True,Corso Italia,tertiary,False,42.068,,"LINESTRING (9.0318771 45.6261121, 9.031808 45.6261118, 9.0315292 45.6260979, 9.031337 45.6260922)",,,,,
184415970,True,Via Maestri del Lavoro,residential,False,104.332,,"LINESTRING (9.0362895 45.622841, 9.0360484 45.621918)",,,,,
776032864,True,Via Quattro Novembre,residential,False,63.095,,"LINESTRING (9.0362895 45.622841, 9.0355456 45.6229195, 9.0354904 45.6229341)",,,,,
548301871,True,Corso Italia,tertiary,False,6.657,,"LINESTRING (9.0319627 45.6261125, 9.0318771 45.6261121)",,,,,
24231719,True,,tertiary,False,29.664,,"LINESTRING (9.0319627 45.6261125, 9.0319054 45.6260929, 9.0318722 45.6260737, 9.0318212 45.6260418, 9.0317783 45.6260099, 9.0316808 45.6259362)",,,,,
"[217370449, 217370439]",True,Corso Italia,tertiary,False,46.623999999999995,,"LINESTRING (9.0331965 45.6263015, 9.0331365 45.6261426, 9.0330995 45.6261035, 9.0330158 45.62609, 9.0328049 45.6261021)",,,,,
584172492,False,Via San Giuseppe,residential,True,39.695,,"LINESTRING (9.0331965 45.6263015, 9.0332419 45.6265937, 9.0332517 45.6266564)",,,,,
220466390,True,Corso Italia,tertiary,False,32.03,,"LINESTRING (9.0328049 45.6261021, 9.0324157 45.6261142, 9.0323934 45.6261146)",,,,,
584172492,False,Via San Giuseppe,residential,True,36.712,,"LINESTRING (9.0333272 45.6271013, 9.0333811 45.6274293)",,,,,
584172492,False,Via San Giuseppe,residential,False,49.818000000000005,,"LINESTRING (9.0333272 45.6271013, 9.0332597 45.6267038, 9.0332517 45.6266564)",,,,,
314993244,True,Piazza Unità d'Italia,residential,False,15.709,,"LINESTRING (9.0372337 45.6296791, 9.037082 45.6295858)",,,30,,
573578453,False,Via Padre Paolo Reina,unclassified,True,87.223,,"LINESTRING (9.0309844 45.6291607, 9.0309771 45.6283763)",,,,,
46026194,False,Via Vincenzo Monti,unclassified,False,130.472,,"LINESTRING (9.0309844 45.6291607, 9.0318949 45.6290718, 9.0326462 45.6289985)",,,,,
273500657,False,Via Gastone Manetti,residential,True,107.713,,"LINESTRING (9.0407566 45.6215537, 9.0421413 45.621575)",,,,,
273500657,False,Via Gastone Manetti,residential,False,107.713,,"LINESTRING (9.0421413 45.621575, 9.0407566 45.6215537)",,,,,
377176836,False,Via Don Luigi Monza,residential,False,39.004,,"LINESTRING (9.0421413 45.621575, 9.0423677 45.621262)",,,,,
