osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,width,tunnel,access
39820956,Largo Divisione Pasubio,tertiary,30,False,True,103.61099999999999,"LINESTRING (10.9941321 45.4374554, 10.9943758 45.4374076, 10.9944013 45.437403, 10.9944433 45.4373954, 10.9947654 45.4373222, 10.9948564 45.4373003, 10.9949497 45.4372768, 10.9950218 45.4372543, 10.9951081 45.4372184, 10.9951949 45.4371852, 10.9953587 45.4371133)",4,,,
"[637615157, 93196180, 39820957]","['Corso Porta Nuova', 'Via degli Alpini']",tertiary,30,False,False,229.50900000000001,"LINESTRING (10.9941321 45.4374554, 10.9940109 45.4374795, 10.9939239 45.4375029, 10.9935539 45.4376112, 10.993394 45.4377168, 10.9931689 45.4378712, 10.992926 45.4379955, 10.9928237 45.4380386, 10.9925993 45.4381087, 10.9921275 45.4382534, 10.9917983 45.4383461, 10.9916771 45.4383809, 10.9916159 45.4383077)",2,,,
337783429,Via Ponte Cittadella,tertiary,30,False,False,34.583,"LINESTRING (10.9941321 45.4374554, 10.9940964 45.4373694, 10.994083 45.437337, 10.9940647 45.4372662, 10.9940353 45.4371523)",2,,,
1268312331,Via della Valverde,residential,30,False,False,25.267,"LINESTRING (10.9890122 45.4355476, 10.9892248 45.435719)",,10,,
9887824,Vicolo Santa Caterina,residential,30,True,False,198.63600000000002,"LINESTRING (10.9890122 45.4355476, 10.9889027 45.4356308, 10.9885801 45.4358758, 10.9880595 45.4362747, 10.9872891 45.4368626)",,5,,
138038782,Via della Valverde,residential,30,False,True,100.67699999999999,"LINESTRING (10.9890122 45.4355476, 10.9885811 45.4352536, 10.9881771 45.4350695, 10.9880818 45.4350261, 10.9879978 45.4349968)",,10,,
9887756,Via Guglielmo Marconi,residential,30,True,False,49.268,"LINESTRING (10.9872891 45.4368626, 10.9868549 45.4365409)",,6,,
163561432,Piazza Pradaval,residential,30,False,False,29.417,"LINESTRING (10.9894691 45.4359205, 10.9892248 45.435719)",2,,,
163561432,Piazza Pradaval,residential,30,False,True,66.259,"LINESTRING (10.9894691 45.4359205, 10.9895232 45.4359648, 10.9900218 45.4363729)",2,,,
9887756,Via Guglielmo Marconi,residential,30,True,False,31.404,"LINESTRING (10.9875808 45.4370572, 10.9872891 45.4368626)",,6,,
59986176,Via Amatore Sciesa,residential,30,True,False,67.913,"LINESTRING (10.9875808 45.4370572, 10.9876112 45.4370403, 10.988263 45.4366779)",,5,,
206493547,Via Daniele Manin,residential,30,True,False,138.656,"LINESTRING (10.9897365 45.4388362, 10.9896958 45.4387963, 10.9891808 45.4383563, 10.98868 45.4379351, 10.9886056 45.4378745)",,6,,
197382898,Via della Valverde,residential,30,False,False,31.475,"LINESTRING (10.9872197 45.4348398, 10.9876157 45.4348937)",,,,
197382898,Via della Valverde,residential,30,False,True,17.772,"LINESTRING (10.9872197 45.4348398, 10.986994 45.4348183)",,,,
9887758,Largo Carlo Caldera,residential,30,True,False,31.142000000000003,"LINESTRING (10.9872197 45.4348398, 10.9872544 45.4347553, 10.9873303 45.4345707)",,,,
24904479,Largo Carlo Caldera,residential,30,True,False,26.567,"LINESTRING (10.9873303 45.4345707, 10.9876616 45.4346258)",,8,,
109428719,Via Carlo Montanari,residential,30,False,False,107.377,"LINESTRING (10.9921288 45.4342954, 10.9922497 45.4344209, 10.9925462 45.4347285, 10.9928372 45.4350761, 10.9928659 45.4351103)",,,,
209448355,Via Don Gaspare Bertoni,residential,30,True,False,28.485,"LINESTRING (10.9944841 45.4352174, 10.9945681 45.4354667)",,,,
25758298,Via Adigetto,unclassified,30,True,False,98.24199999999999,"LINESTRING (10.9968252 45.4354692, 10.9967627 45.4354966, 10.9966587 45.4355456, 10.9965076 45.4356334, 10.99636 45.4357191, 10.9959371 45.4360859)",,,,
255905245,Via del Pontiere,tertiary,30,False,False,61.979,"LINESTRING (10.9968252 45.4354692, 10.9968229 45.4354, 10.9967277 45.4351036, 10.9966698 45.4349238)",1,,,
"[255905244, 255905245, 24895782]","['Via Pallone', 'Via del Pontiere']",tertiary,30,False,True,29.020999999999997,"LINESTRING (10.9968252 45.4354692, 10.9968323 45.4355026, 10.9969124 45.4356177, 10.9969259 45.4356364, 10.996938 45.4356493, 10.9969414 45.435653, 10.9969634 45.4356958, 10.9969712 45.4357074)",1,,building_passage,
209448357,Via Luigi da Porto,residential,30,True,False,10.765,"LINESTRING (10.9973211 45.4342395, 10.9974468 45.4341996)",,,,
23430291,Vicolo San Francesco al Corso,residential,30,True,False,64.701,"LINESTRING (10.9971399 45.4347124, 10.9971315 45.4346904, 10.9970579 45.4344983, 10.9966407 45.4345806, 10.9965638 45.4345958)",,,,
209448357,Via Luigi da Porto,residential,30,True,False,75.55199999999999,"LINESTRING (10.9971399 45.4347124, 10.9975322 45.4345854, 10.9973211 45.4342395)",,,,
255905245,Via del Pontiere,tertiary,30,False,True,37.398,"LINESTRING (10.9965638 45.4345958, 10.9966698 45.4349238)",1,,,
198452746,Stradone Porta Palio,tertiary,30,False,True,12.601,"LINESTRING (10.9870606 45.4390022, 10.9869283 45.4389372)",4,,,
"[115753025, 24415170, 965259460, 115753011, 951428730]","['Corso Castelvecchio', 'Corso Cavour']",tertiary,30,True,False,154.90599999999998,"LINESTRING (10.9870606 45.4390022, 10.9872865 45.4390669, 10.9875208 45.4391497, 10.9876539 45.4391923, 10.9877502 45.4392228, 10.9877947 45.4392386, 10.9879831 45.439307, 10.9881419 45.439382, 10.9882844 45.4394521, 10.9884266 45.4395214, 10.9885159 45.4395645, 10.9886593 45.4396443, 10.9887657 45.4397028)",2,,,
115753007,Largo Don Giovanni Bosco,tertiary,30,False,True,65.369,"LINESTRING (10.9870606 45.4390022, 10.986967 45.439085, 10.9869194 45.4391259, 10.98654 45.4394628)",,7.5,,
24245037,Via Adigetto,residential,30,True,False,87.94299999999998,"LINESTRING (10.9959371 45.4360859, 10.9962047 45.4356576, 10.9962834 45.4355318, 10.9963505 45.4354244, 10.9963852 45.4353603)",,,,
255398583,Via Adigetto,residential,30,False,False,88.57300000000001,"LINESTRING (10.9959371 45.4360859, 10.9958779 45.4361237, 10.9952558 45.4365466, 10.9951274 45.4366439)",,,,
337783430,Piazzetta Alcide De Gasperi,tertiary,30,True,False,22.859,"LINESTRING (10.9951684 45.4369571, 10.9952072 45.4369883, 10.9952281 45.4370046, 10.9952642 45.4370327, 10.9952902 45.4370529, 10.9953587 45.4371133)",,,,
39820956,Largo Divisione Pasubio,tertiary,30,False,False,103.611,"LINESTRING (10.9953587 45.4371133, 10.9951949 45.4371852, 10.9951081 45.4372184, 10.9950218 45.4372543, 10.9949497 45.4372768, 10.9948564 45.4373003, 10.9947654 45.4373222, 10.9944433 45.4373954, 10.9944013 45.437403, 10.9943758 45.4374076, 10.9941321 45.4374554)",4,,,
"[23926944, 584926278]",Via Pallone,tertiary,30,False,False,190.706,"LINESTRING (10.9953587 45.4371133, 10.9954975 45.4370406, 10.9955621 45.4370012, 10.9957042 45.4369144, 10.9959563 45.4367662, 10.9961748 45.4366006, 10.9962822 45.4365233, 10.9964502 45.4363798, 10.9968605 45.4360188, 10.9968745 45.4360065, 10.9969114 45.4359741, 10.9969886 45.4359115, 10.9970359 45.4358749)",,,,
109428718,Piazza Cittadella,tertiary,30,False,True,7.098,"LINESTRING (10.9934868 45.4362626, 10.9934546 45.4362029)",2,,,
"[459881784, 109428718]","['Via Ponte Cittadella', 'Piazza Cittadella']",tertiary,30,False,False,108.883,"LINESTRING (10.9934868 45.4362626, 10.9936 45.4364632, 10.9937467 45.4367221, 10.9937804 45.4367673, 10.9938314 45.4368232, 10.9938936 45.4368797, 10.9939547 45.4369381, 10.993996 45.4369943, 10.9940353 45.4371523)",2,,,
"[209448354, 25758299]","['Piazzetta Alcide De Gasperi', 'Via Caserma Ospital Vecchio']",unclassified,30,True,False,132.601,"LINESTRING (10.9949698 45.4367897, 10.9948137 45.436644, 10.994784 45.4366219, 10.994743 45.4366007, 10.9946721 45.4365813, 10.9936599 45.4363091, 10.9936002 45.4362936, 10.9934868 45.4362626)",,,,
209448353,Piazzetta Alcide De Gasperi,unclassified,30,False,True,20.548000000000002,"LINESTRING (10.9949698 45.4367897, 10.9950388 45.4367462, 10.9951274 45.4366439)",,,,
209448352,Piazzetta Alcide De Gasperi,unclassified,30,True,False,13.376,"LINESTRING (10.9948979 45.4368989, 10.9949698 45.4367897)",,,,
24245034,Piazzetta Alcide De Gasperi,tertiary,30,True,False,22.487000000000002,"LINESTRING (10.9948979 45.4368989, 10.9949132 45.4368955, 10.9949309 45.4368943, 10.9949778 45.4369017, 10.9951129 45.436941, 10.9951684 45.4369571)",,,,
24245039,Vicolo San Domenico,residential,30,True,False,161.438,"LINESTRING (10.9965327 45.4350964, 10.9960565 45.4350839, 10.9955952 45.4350788, 10.9949548 45.4351318, 10.9944841 45.4352174)",,,,
255398591,Via Adigetto,residential,30,False,False,22.042,"LINESTRING (10.9965327 45.4350964, 10.9966364 45.4349808, 10.9966698 45.4349238)",,,,
255905245,Via del Pontiere,tertiary,30,False,False,37.398,"LINESTRING (10.9966698 45.4349238, 10.9965638 45.4345958)",1,,,
255398591,Via Adigetto,residential,30,False,True,22.042,"LINESTRING (10.9966698 45.4349238, 10.9966364 45.4349808, 10.9965327 45.4350964)",,,,
255905245,Via del Pontiere,tertiary,30,False,True,61.979,"LINESTRING (10.9966698 45.4349238, 10.9967277 45.4351036, 10.9968229 45.4354, 10.9968252 45.4354692)",1,,,
924973919,Corso Porta Nuova,tertiary,30,True,False,31.453,"LINESTRING (10.9900332 45.4352918, 10.9899522 45.4351391, 10.9899384 45.4351131, 10.9898926 45.4350267)",2,,,
76844395,Via Andrea Paglieri,tertiary,30,False,False,65.399,"LINESTRING (10.9917009 45.4366036, 10.9911855 45.436741, 10.9911223 45.4367579, 10.9909176 45.4368129)",3,,,
288603028,Piazza Cittadella,tertiary,30,True,False,33.568999999999996,"LINESTRING (10.9917009 45.4366036, 10.9917761 45.4365599, 10.9919868 45.4364886, 10.9920793 45.4364645)",1,3.5,,
163561432,Piazza Pradaval,residential,30,False,True,29.417,"LINESTRING (10.9892248 45.435719, 10.9894691 45.4359205)",2,,,
1268312331,Via della Valverde,residential,30,False,True,25.267,"LINESTRING (10.9892248 45.435719, 10.9890122 45.4355476)",,10,,
24245068,Piazza Pradaval,residential,30,True,False,79.036,"LINESTRING (10.9892248 45.435719, 10.9894756 45.4355741, 10.9897053 45.435448, 10.9898562 45.435376, 10.9899145 45.4353456, 10.9899464 45.4353311, 10.9900332 45.4352918)",,6,,
163561432,Piazza Pradaval,residential,30,False,False,69.29599999999999,"LINESTRING (10.9905888 45.4368515, 10.9905258 45.4368116, 10.9902631 45.436593, 10.9900218 45.4363729)",2,,,
671562964,Piazza Pradaval,residential,30,False,True,26.917,"LINESTRING (10.9905888 45.4368515, 10.9906458 45.4368592, 10.9906907 45.4368653, 10.9907439 45.436863, 10.9907977 45.4368496, 10.9909176 45.4368129)",2,,,
115753007,Largo Don Giovanni Bosco,tertiary,30,False,False,65.369,"LINESTRING (10.98654 45.4394628, 10.9869194 45.4391259, 10.986967 45.439085, 10.9870606 45.4390022)",,7.5,,
161513532,Corso Porta Nuova,tertiary,30,False,True,57.61,"LINESTRING (10.9914268 45.4378459, 10.9911764 45.4373585)",3,,,
24904477,Via dei Mutilati,residential,30,True,False,190.97200000000004,"LINESTRING (10.9914268 45.4378459, 10.9913184 45.4378704, 10.9912834 45.4378793, 10.9907605 45.4379997, 10.9907153 45.4380103, 10.990505 45.4380536, 10.9904041 45.438065, 10.990304 45.4380599, 10.9901863 45.4380201, 10.9899436 45.4379241, 10.9898067 45.43787, 10.9896089 45.4377961, 10.9894685 45.4377128, 10.9892431 45.4375713)",,,,
"[93196178, 1078247005, 1078247006]",Corso Porta Nuova,tertiary,30,True,False,54.548,"LINESTRING (10.9914268 45.4378459, 10.9915911 45.4380707, 10.9915938 45.438078, 10.991597 45.4380869, 10.9916159 45.4383077)",2,,building_passage,
24904480,Largo Carlo Caldera,residential,30,True,False,30.003,"LINESTRING (10.9876616 45.4346258, 10.9876303 45.4348082, 10.9876157 45.4348937)",,11,,
138038782,Via della Valverde,residential,30,False,False,31.943,"LINESTRING (10.9876157 45.4348937, 10.9879978 45.4349968)",,10,,
197382898,Via della Valverde,residential,30,False,True,31.475,"LINESTRING (10.9876157 45.4348937, 10.9872197 45.4348398)",,,,
9887756,Via Guglielmo Marconi,residential,30,True,False,45.066,"LINESTRING (10.9864634 45.4362026, 10.9860592 45.4359131)",,6,,
97804108,Via Don Carlo Steeb,residential,30,True,False,74.894,"LINESTRING (10.9864634 45.4362026, 10.9871369 45.4357227)",,8,,
138038782,Via della Valverde,residential,30,False,True,31.943,"LINESTRING (10.9879978 45.4349968, 10.9876157 45.4348937)",,10,,
138038782,Via della Valverde,residential,30,False,False,100.67699999999999,"LINESTRING (10.9879978 45.4349968, 10.9880818 45.4350261, 10.9881771 45.4350695, 10.9885811 45.4352536, 10.9890122 45.4355476)",,10,,
9887756,Via Guglielmo Marconi,residential,30,True,False,69.632,"LINESTRING (10.9886056 45.4378745, 10.9884452 45.4377379, 10.9880296 45.4373962)",,6,,
25996688,Vicolo Volto San Luca,residential,30,True,False,60.101,"LINESTRING (10.9892431 45.4375713, 10.9889582 45.4377013, 10.988796 45.437783, 10.9886056 45.4378745)",,5,,
335541311,Vicolo Volto San Luca,residential,30,False,False,80.17,"LINESTRING (10.9892431 45.4375713, 10.9897034 45.4373504, 10.9901289 45.4372106)",,10,,
198452746,Stradone Porta Palio,tertiary,30,False,False,12.601,"LINESTRING (10.9869283 45.4389372, 10.9870606 45.4390022)",4,,,
25996613,Vicolo San Silvestro,residential,30,True,False,181.18200000000002,"LINESTRING (10.9869283 45.4389372, 10.9869672 45.4388943, 10.9873746 45.438445, 10.9874897 45.43839, 10.9878111 45.4381756, 10.9881006 45.438102, 10.9886056 45.4378745)",,,,
198452746,Stradone Porta Palio,tertiary,30,False,True,30.61,"LINESTRING (10.9869283 45.4389372, 10.9868884 45.4389179, 10.9868418 45.4388852, 10.9866434 45.4387486)",4,,,
10425594,Via Cesare Battisti,tertiary,30,False,True,89.973,"LINESTRING (10.9911087 45.4346534, 10.9902579 45.4349251, 10.9901785 45.4349509, 10.9900592 45.4349886)",,,,
26572783,Via Cesare Battisti,tertiary,30,True,False,89.38899999999998,"LINESTRING (10.9911087 45.4346534, 10.9913558 45.4345765, 10.9919476 45.4343925, 10.9920858 45.4343185, 10.9921288 45.4342954)",,,,
1166081496,Corso Porta Nuova,tertiary,30,True,False,10.174,"LINESTRING (10.9906323 45.4360957, 10.9906768 45.4361817)",3,,,
30651812,Via Marcantonio Bentegodi,residential,30,False,False,73.406,"LINESTRING (10.9906323 45.4360957, 10.990746 45.4360565, 10.9914759 45.4358035)",,,,
30651812,Via Marcantonio Bentegodi,residential,30,False,True,73.406,"LINESTRING (10.9914759 45.4358035, 10.990746 45.4360565, 10.9906323 45.4360957)",,,,
511228198,Via Carlo Montanari,residential,30,False,False,5.989,"LINESTRING (10.9933954 45.4360762, 10.9934174 45.4361278)",3,,,
30651840,Vicolo Terese,residential,30,True,False,106.38799999999999,"LINESTRING (10.9933954 45.4360762, 10.9938812 45.4359534, 10.9946346 45.4357572, 10.9946754 45.4357466)",,,,
"[511228198, 109428719]",Via Carlo Montanari,residential,30,False,True,115.17999999999999,"LINESTRING (10.9933954 45.4360762, 10.9932378 45.4357564, 10.9931931 45.4356706, 10.9930056 45.4353153, 10.9928659 45.4351103)",3,,,
"[209448351, 209448359]","['Piazzetta Alcide De Gasperi', 'Via Tezone']",residential,30,True,False,107.966,"LINESTRING (10.9946754 45.4357466, 10.9949276 45.4364657, 10.9949417 45.4364974, 10.9949594 45.4365223, 10.995086 45.4366148, 10.9951274 45.4366439)",,,,
46728565,Via Don Gaspare Bertoni,residential,30,True,False,57.954,"LINESTRING (10.9942844 45.4347154, 10.9944841 45.4352174)",,,,
30651843,Vicoletto Stimate,residential,30,True,False,119.208,"LINESTRING (10.9942844 45.4347154, 10.9935226 45.4349003, 10.9928659 45.4351103)",,,,
24245032,Via Adigetto,tertiary,30,True,False,75.089,"LINESTRING (10.9940353 45.4371523, 10.9941356 45.437134, 10.9944674 45.4371018, 10.9946006 45.4370656, 10.9947007 45.4370166, 10.9948979 45.4368989)",,,,
30885488,Interrato Torre Pentagona,residential,30,False,False,195.52000000000004,"LINESTRING (10.9940353 45.4371523, 10.993035 45.4374397, 10.9927342 45.4375454, 10.992417 45.4376346, 10.9920873 45.4377039, 10.991832 45.4377244, 10.9916894 45.4377454)",,,,permissive
337783429,Via Ponte Cittadella,tertiary,30,False,True,34.583,"LINESTRING (10.9940353 45.4371523, 10.9940647 45.4372662, 10.994083 45.437337, 10.9940964 45.4373694, 10.9941321 45.4374554)",2,,,
"[459881784, 109428718]","['Piazza Cittadella', 'Via Ponte Cittadella']",tertiary,30,False,True,108.883,"LINESTRING (10.9940353 45.4371523, 10.993996 45.4369943, 10.9939547 45.4369381, 10.9938936 45.4368797, 10.9938314 45.4368232, 10.9937804 45.4367673, 10.9937467 45.4367221, 10.9936 45.4364632, 10.9934868 45.4362626)",2,,,
30885488,Interrato Torre Pentagona,residential,30,False,True,195.52,"LINESTRING (10.9916894 45.4377454, 10.991832 45.4377244, 10.9920873 45.4377039, 10.992417 45.4376346, 10.9927342 45.4375454, 10.993035 45.4374397, 10.9940353 45.4371523)",,,,permissive
9887756,Via Guglielmo Marconi,residential,30,True,False,10.558,"LINESTRING (10.9876797 45.437122, 10.9876578 45.4371076, 10.9875808 45.4370572)",,6,,
163561437,Via Teatro Ristori,residential,30,False,True,54.762,"LINESTRING (10.9876797 45.437122, 10.9876171 45.4371709, 10.9876046 45.4371799, 10.9871923 45.4374763)",,4.5,,
"[58425724, 109487509]","['Vicolo Circolo', 'Via Teatro Ristori']",residential,30,True,False,64.471,"LINESTRING (10.9871923 45.4374763, 10.9871828 45.4375481, 10.987129 45.4376435, 10.9868383 45.4379935)",,"['3.5', '3']",,
163561437,Via Teatro Ristori,residential,30,False,False,54.76199999999999,"LINESTRING (10.9871923 45.4374763, 10.9876046 45.4371799, 10.9876171 45.4371709, 10.9876797 45.437122)",,4.5,,
109428718,Piazza Cittadella,tertiary,30,False,False,7.098,"LINESTRING (10.9934546 45.4362029, 10.9934868 45.4362626)",2,,,
348374338,Via Carlo Montanari,tertiary,30,False,True,8.841,"LINESTRING (10.9934546 45.4362029, 10.9934174 45.4361278)",,,,
76844386,Piazza Cittadella,tertiary,30,True,False,144.04100000000003,"LINESTRING (10.9934546 45.4362029, 10.9933017 45.4362421, 10.9925937 45.4364178, 10.9920156 45.4365502, 10.9917904 45.4365938, 10.9917009 45.4366036)",1,3,,
255915583,Vicolo San Francesco al Corso,residential,30,True,False,16.178,"LINESTRING (10.9971948 45.4348527, 10.9971399 45.4347124)",,,,
255915584,Vicolo San Francesco al Corso,residential,30,False,False,45.078,"LINESTRING (10.9971948 45.4348527, 10.997354 45.4352424)",,,,
97804171,Via Don Carlo Steeb,residential,30,True,False,39.367,"LINESTRING (10.9867875 45.4354673, 10.9871369 45.4357227)",,4.5,,
97804020,Via Luigia Poloni,residential,30,True,False,82.564,"LINESTRING (10.9867875 45.4354673, 10.9867286 45.4354209, 10.9860901 45.4358904, 10.9860592 45.4359131)",,8,,
197382898,Via della Valverde,residential,30,False,False,17.772,"LINESTRING (10.986994 45.4348183, 10.9872197 45.4348398)",,,,
97804020,Via Luigia Poloni,residential,30,True,False,75.232,"LINESTRING (10.986994 45.4348183, 10.9868576 45.4354167, 10.9867875 45.4354673)",,8,,
97804108,Via Don Carlo Steeb,residential,30,True,False,106.113,"LINESTRING (10.9871369 45.4357227, 10.987773 45.4352883, 10.9879978 45.4349968)",,8,,
109487509,Vicolo Circolo,residential,30,True,False,71.916,"LINESTRING (10.9868383 45.4379935, 10.9867279 45.4381579, 10.9864091 45.4384937, 10.9863592 45.4385443)",,3.5,,
109487518,Vicolo Valle,residential,30,True,False,53.65,"LINESTRING (10.9865965 45.4377115, 10.986935 45.4375612, 10.9870998 45.4374925, 10.9871923 45.4374763)",,3,,destination
690758070,Stradone Porta Palio,tertiary,30,False,False,28.382,"LINESTRING (10.9860978 45.4383668, 10.9863592 45.4385443)",4,,,
109487535,Vicoletto Circolo,residential,30,True,False,71.643,"LINESTRING (10.9860978 45.4383668, 10.9861595 45.4383309, 10.9866225 45.4380614, 10.9868383 45.4379935)",,3,,destination
109487518,Vicolo Valle,residential,30,True,False,31.411,"LINESTRING (10.9862656 45.4378724, 10.9865965 45.4377115)",,3,,destination
24245059,Corso Porta Nuova,tertiary,30,True,False,80.118,"LINESTRING (10.9898926 45.4350267, 10.9895342 45.4343515)",2,,,
109487532,Corso Porta Nuova,tertiary,30,False,False,13.672,"LINESTRING (10.9898926 45.4350267, 10.9900592 45.4349886)",,,,
"[299929073, 299929074, 199357723]",Vicolo Volto San Luca,residential,30,True,False,66.677,"LINESTRING (10.9901289 45.4372106, 10.990206 45.4371806, 10.9904147 45.4371033, 10.9905887 45.4370296, 10.9906588 45.43699, 10.9906864 45.4369343, 10.9905888 45.4368515)",,"['3.5', '3']",building_passage,
335541311,Vicolo Volto San Luca,residential,30,False,True,80.17,"LINESTRING (10.9901289 45.4372106, 10.9897034 45.4373504, 10.9892431 45.4375713)",,10,,
109487513,Via Sant'Antonio,residential,30,True,False,134.665,"LINESTRING (10.9900218 45.4363729, 10.9890159 45.4368985, 10.9888336 45.4370283, 10.988656 45.4371096)",,4.5,,
163561432,Piazza Pradaval,residential,30,False,False,66.259,"LINESTRING (10.9900218 45.4363729, 10.9895232 45.4359648, 10.9894691 45.4359205)",2,,,
163561432,Piazza Pradaval,residential,30,False,True,69.29599999999999,"LINESTRING (10.9900218 45.4363729, 10.9902631 45.436593, 10.9905258 45.4368116, 10.9905888 45.4368515)",2,,,
511228206,Corso Porta Nuova,tertiary,30,True,False,64.01599999999999,"LINESTRING (10.9907223 45.4362695, 10.9909104 45.4366137, 10.9909524 45.4366905, 10.9909176 45.4368129)",3,,,
136907818,Vicolo Volto Cittadella,residential,30,True,False,68.065,"LINESTRING (10.9927116 45.4363071, 10.9926903 45.4362649, 10.9925723 45.4362428, 10.9923583 45.4362044, 10.9918975 45.436158)",,8,,
511228209,Piazza Cittadella,tertiary,30,True,False,58.571,"LINESTRING (10.9927116 45.4363071, 10.9932653 45.4361685, 10.9933445 45.4361474, 10.9934174 45.4361278)",2,,,
"[136907818, 136907814, 136907807]",Vicolo Volto Cittadella,residential,30,True,False,96.113,"LINESTRING (10.9918975 45.436158, 10.9912897 45.4360979, 10.9909677 45.4361958, 10.9908413 45.4362304, 10.9907223 45.4362695)",,8,building_passage,
136971447,Vicolo Volto Cittadella,residential,30,True,False,36.923,"LINESTRING (10.9920793 45.4364645, 10.9920429 45.4363971, 10.9919227 45.436197, 10.9918975 45.436158)",,,,
288603028,Piazza Cittadella,tertiary,30,True,False,52.349999999999994,"LINESTRING (10.9920793 45.4364645, 10.9925576 45.4363475, 10.9927116 45.4363071)",1,3.5,,
136971400,Piazzetta Alcide De Gasperi,unclassified,30,True,False,35.105,"LINESTRING (10.9951274 45.4366439, 10.9951355 45.4368166, 10.9951382 45.4368514, 10.9951449 45.43689, 10.9951539 45.4369227, 10.9951684 45.4369571)",,,,
209448353,Piazzetta Alcide De Gasperi,unclassified,30,False,False,20.548000000000002,"LINESTRING (10.9951274 45.4366439, 10.9950388 45.4367462, 10.9949698 45.4367897)",,,,
