osmid,name,highway,width,oneway,reversed,length,bridge,geometry,lanes,ref,maxspeed,junction,tunnel
222114730,Piazza Luigi Cadorna,residential,,False,True,19.051000000000002,,"LINESTRING (8.2628184 44.1289475, 8.2627064 44.1290072, 8.2626219 44.1290445)",2,,,,
27786965,Via Simone Stella,unclassified,6,True,False,14.812999999999999,,"LINESTRING (8.2579827 44.1282096, 8.2579234 44.1282231, 8.2578534 44.1282438, 8.2578076 44.1282533)",,,,,
282418306,Via Simone Stella,unclassified,,True,False,17.646,,"LINESTRING (8.2579827 44.1282096, 8.257953 44.128248, 8.2579368 44.1282895, 8.2579346 44.1283167, 8.2579465 44.1283603)",,,,,
282418315,Via Madre Rubatto,unclassified,,False,True,79.331,,"LINESTRING (8.2554482 44.128479, 8.2557146 44.1285509, 8.2559076 44.1286047, 8.2559427 44.1286156, 8.2559574 44.1286202, 8.2560019 44.1286414, 8.2560642 44.1286921, 8.2561012 44.1287223, 8.2562149 44.1288387, 8.2562352 44.1288686)",,,,,
282418315,Via Madre Rubatto,unclassified,,False,False,79.331,,"LINESTRING (8.2562352 44.1288686, 8.2562149 44.1288387, 8.2561012 44.1287223, 8.2560642 44.1286921, 8.2560019 44.1286414, 8.2559574 44.1286202, 8.2559427 44.1286156, 8.2559076 44.1286047, 8.2557146 44.1285509, 8.2554482 44.128479)",,,,,
854166233,Via Giacomo Matteotti,tertiary,6,False,False,27.174999999999997,,"LINESTRING (8.2562352 44.1288686, 8.2561277 44.128935, 8.2560566 44.1290101, 8.2560043 44.1290458)",,,,,
854166234,Via Giacomo Matteotti,tertiary,,False,True,93.29400000000001,,"LINESTRING (8.2562352 44.1288686, 8.2563141 44.1288358, 8.2565854 44.1287376, 8.2571823 44.1285302, 8.2572774 44.1284895)",,,,,
1238128218,Strada Statale 1 Via Aurelia,primary,,False,False,10.85,,"LINESTRING (8.2584935 44.1290748, 8.2584248 44.1289906)",2,SS1,50,,
38691766,Strada Statale 1 Via Aurelia,primary,,False,True,78.17999999999999,,"LINESTRING (8.2584935 44.1290748, 8.2585535 44.1291552, 8.2588647 44.1295552, 8.2589692 44.1296894)",2,SS1,50,,
"[1238128219, 25780646]",Via Felice Isnardi,residential,,False,True,30.29,,"LINESTRING (8.2584935 44.1290748, 8.2585384 44.1290587, 8.2586169 44.1290293, 8.2586317 44.1290238, 8.258715 44.129005, 8.2588489 44.1289849)",2,,,,
38691766,Strada Statale 1 Via Aurelia,primary,,False,False,78.17999999999999,,"LINESTRING (8.2589692 44.1296894, 8.2588647 44.1295552, 8.2585535 44.1291552, 8.2584935 44.1290748)",2,SS1,50,,
"[260108722, 38691765, 38691766]",Strada Statale 1 Via Aurelia,primary,,False,True,130.653,yes,"LINESTRING (8.2589692 44.1296894, 8.2592834 44.1301191, 8.259453 44.1303275, 8.2597729 44.1307126)",2,SS1,50,,
282418318,Via Sant'Agostino,residential,7,True,False,96.30499999999999,,"LINESTRING (8.2589692 44.1296894, 8.2588989 44.1297339, 8.2584723 44.1300133, 8.2584367 44.1300366, 8.2583767 44.1300522, 8.2580147 44.130043, 8.2579535 44.1300431)",,,,,
282418314,Via Pollupice,residential,3,True,False,66.14,,"LINESTRING (8.2579535 44.1300431, 8.2578966 44.1300564, 8.2578403 44.1300766, 8.2577863 44.1301118, 8.2577707 44.1301279, 8.2574966 44.1304102, 8.2574792 44.1304477, 8.25749 44.1304823, 8.257508 44.1304911)",,,,,
282418318,Via Sant'Agostino,residential,7,True,False,84.836,,"LINESTRING (8.2579535 44.1300431, 8.2578499 44.1298806, 8.2574721 44.1293631)",,,,,
38691768,Via Azzurri d'Italia,tertiary,,False,False,75.519,,"LINESTRING (8.2573719 44.1309408, 8.2571731 44.130658, 8.2570805 44.13053, 8.256923 44.1303434)",2,,,,
38691768,Via Azzurri d'Italia,tertiary,,False,True,11.596,,"LINESTRING (8.2573719 44.1309408, 8.257381 44.1309574, 8.2574394 44.131033)",2,,,,
290299064,,unclassified,,False,True,55.898,,"LINESTRING (8.2546545 44.1244632, 8.2540387 44.1247026)",,,,,
"[425050400, 222035622]",Via Aurelia,primary,,False,True,175.242,,"LINESTRING (8.2546545 44.1244632, 8.2548838 44.1247725, 8.2549684 44.1248878, 8.2553975 44.1254658, 8.2555136 44.1256222, 8.2556858 44.1258545)",2,SS1,"['50', '30']",,
290299064,,unclassified,,False,False,55.898,,"LINESTRING (8.2540387 44.1247026, 8.2546545 44.1244632)",,,,,
222035514,Via Alessandro Manzoni,residential,,True,False,210.615,,"LINESTRING (8.2540387 44.1247026, 8.2542041 44.1248764, 8.2542467 44.124915, 8.2542856 44.1249545, 8.2546124 44.1252864, 8.2549355 44.1256144, 8.255377 44.1261, 8.2554346 44.1261266, 8.2555067 44.1261308, 8.2555685 44.1261156, 8.2556197 44.1260817)",,,,,
330265160,Via Aurelia,residential,,False,False,129.278,,"LINESTRING (8.2595876 44.1321663, 8.2598446 44.1322082, 8.2602175 44.1322557, 8.2603767 44.1322657, 8.2606192 44.1322755, 8.2607271 44.1322842, 8.2609823 44.1323358, 8.2610886 44.1323585, 8.2611768 44.1323723)",,,,,
260108722,Strada Statale 1 Via Aurelia,primary,,False,True,60.392,,"LINESTRING (8.2611768 44.1323723, 8.261605 44.1328201)",2,SS1,50,,
260108722,Strada Statale 1 Via Aurelia,primary,,False,False,216.03300000000002,,"LINESTRING (8.2611768 44.1323723, 8.2609053 44.1320699, 8.2606754 44.1318247, 8.2604509 44.1315698, 8.2604303 44.1315464, 8.2603732 44.1314826, 8.2600521 44.1310847, 8.259802 44.1307529, 8.2597729 44.1307126)",2,SS1,50,,
330265160,Via Aurelia,residential,,False,True,129.27800000000002,,"LINESTRING (8.2611768 44.1323723, 8.2610886 44.1323585, 8.2609823 44.1323358, 8.2607271 44.1322842, 8.2606192 44.1322755, 8.2603767 44.1322657, 8.2602175 44.1322557, 8.2598446 44.1322082, 8.2595876 44.1321663)",,,,,
713048209,Via dei Gazzi,secondary,3,True,False,11.475,,"LINESTRING (8.2551323 44.126351, 8.2552022 44.1263251, 8.2552644 44.1263113)",,SP25,,,
854166232,Via dei Gazzi,secondary,,False,False,98.408,,"LINESTRING (8.2551323 44.126351, 8.2550475 44.1263647, 8.2549132 44.126405, 8.2545438 44.1265765, 8.2541375 44.1267546, 8.2540664 44.1267873)",2,SP25,50,,
713048211,,secondary,,True,False,6.247,,"LINESTRING (8.2553967 44.1263511, 8.2553886 44.1263689, 8.2553724 44.1263836, 8.2553501 44.1263933)",,,,roundabout,
27779720,Via Costino Monte Carmelo,residential,4,False,True,52.337,,"LINESTRING (8.2582694 44.1332001, 8.2582748 44.1331702, 8.2586691 44.1328326)",,,,,
260108722,Strada Statale 1 Via Aurelia,primary,,False,False,60.392,,"LINESTRING (8.261605 44.1328201, 8.2611768 44.1323723)",2,SS1,50,,
539592872,,residential,,False,True,99.236,,"LINESTRING (8.261605 44.1328201, 8.2615411 44.132843, 8.2615375 44.1328435, 8.2613406 44.132871, 8.261291 44.1328941, 8.2612427 44.1329152, 8.2610777 44.132948, 8.2606687 44.1330269, 8.2604179 44.1330683)",,,,,
539592872,,residential,,False,False,99.236,,"LINESTRING (8.2604179 44.1330683, 8.2606687 44.1330269, 8.2610777 44.132948, 8.2612427 44.1329152, 8.261291 44.1328941, 8.2613406 44.132871, 8.2615375 44.1328435, 8.2615411 44.132843, 8.261605 44.1328201)",,,,,
713048210,Via dei Gazzi,secondary,3,True,False,10.358,,"LINESTRING (8.2552591 44.1263704, 8.2552043 44.1263599, 8.2551323 44.126351)",,SP25,,,
713048211,,secondary,,True,False,6.936,,"LINESTRING (8.2552591 44.1263704, 8.2552498 44.1263508, 8.2552516 44.12633, 8.2552644 44.1263113)",,,,roundabout,
713048211,,secondary,,True,False,6.914000000000001,,"LINESTRING (8.2552644 44.1263113, 8.255286 44.1262976, 8.2553134 44.1262909, 8.2553422 44.1262922)",,,,roundabout,
38691768,Via Azzurri d'Italia,tertiary,,False,False,163.336,,"LINESTRING (8.256923 44.1303434, 8.2567725 44.130158, 8.2566584 44.1299741, 8.2566082 44.1297846, 8.2564738 44.1295498, 8.2560321 44.1290757, 8.2560043 44.1290458)",2,,,,
38691768,Via Azzurri d'Italia,tertiary,,False,True,75.519,,"LINESTRING (8.256923 44.1303434, 8.2570805 44.13053, 8.2571731 44.130658, 8.2573719 44.1309408)",2,,,,
1178217236,Via Pollupice,residential,4,False,False,51.60900000000001,,"LINESTRING (8.256923 44.1303434, 8.2569793 44.1303312, 8.2570148 44.1303307, 8.2572488 44.1304121, 8.2574527 44.1304977, 8.257508 44.1304911)",,,,,
282418314,Via Pollupice,residential,3,True,False,57.552,,"LINESTRING (8.257508 44.1304911, 8.2575409 44.1305103, 8.257595 44.1305322, 8.2576014 44.1305503, 8.2574093 44.1308847, 8.2573719 44.1309408)",,,,,
1178217236,Via Pollupice,residential,4,False,True,51.60900000000001,,"LINESTRING (8.257508 44.1304911, 8.2574527 44.1304977, 8.2572488 44.1304121, 8.2570148 44.1303307, 8.2569793 44.1303312, 8.256923 44.1303434)",,,,,
