osmid,name,highway,oneway,reversed,length,lanes,maxspeed,geometry,ref,area
87381898,Via Napoli,residential,False,True,309.202,,,"LINESTRING (12.5002806 42.102163, 12.5001196 42.1021057, 12.500063 42.1020892, 12.5000047 42.1020747, 12.4999424 42.1020622, 12.4998838 42.1020527, 12.4998525 42.1020489, 12.4998172 42.1020456, 12.4997853 42.1020439, 12.4997493 42.1020426, 12.499713 42.1020427, 12.4996738 42.1020452, 12.4996347 42.1020494, 12.4995827 42.1020555, 12.4995294 42.1020644, 12.4989991 42.1021602, 12.4989705 42.1021647, 12.4989404 42.102167, 12.4989107 42.1021668, 12.4988804 42.1021652, 12.4988563 42.1021599, 12.4988315 42.1021531, 12.498812 42.1021445, 12.4987668 42.1021154, 12.4987481 42.1021013, 12.4987316 42.1020868, 12.4987155 42.1020689, 12.4987014 42.1020505, 12.4985825 42.1018384, 12.4985785 42.1018217, 12.4985782 42.1018021, 12.4985839 42.1017844, 12.4985954 42.1017658, 12.4986109 42.1017486, 12.4986335 42.1017324, 12.4987412 42.1016837, 12.4988087 42.1016551, 12.4988722 42.1016304, 12.4989482 42.1016029, 12.4990202 42.1015794, 12.4992018 42.1015233, 12.4993514 42.101474, 12.49953 42.1014093, 12.5000521 42.1012099)",,
209563092,Via Firenze,residential,False,False,25.459,,,"LINESTRING (12.5002062 42.1023852, 12.5002806 42.102163)",,
697687334,Via Rianese,secondary,False,True,62.813,2,50,"LINESTRING (12.5002062 42.1023852, 12.5003635 42.1024437, 12.5006648 42.102553, 12.5008884 42.102636)",SP16A,
87381898,Via Napoli,residential,False,True,62.781,,,"LINESTRING (12.5009866 42.1023737, 12.5002806 42.102163)",,
209563242,Via Milano,residential,False,True,30.271,,,"LINESTRING (12.5009866 42.1023737, 12.5008884 42.102636)",,
87381898,Via Napoli,residential,False,False,60.892,,,"LINESTRING (12.5009866 42.1023737, 12.5012025 42.1024381, 12.5012199 42.1024423, 12.5012339 42.1024443, 12.5012536 42.1024446, 12.5012728 42.1024441, 12.5012961 42.1024405, 12.5013162 42.1024361, 12.5013414 42.102428, 12.5013622 42.1024179, 12.501642 42.1022788)",,
209563242,Via Milano,residential,False,False,30.271,,,"LINESTRING (12.5008884 42.102636, 12.5009866 42.1023737)",,
697687334,Via Rianese,secondary,False,False,62.812999999999995,2,50,"LINESTRING (12.5008884 42.102636, 12.5006648 42.102553, 12.5003635 42.1024437, 12.5002062 42.1023852)",SP16A,
697687334,Via Rianese,secondary,False,True,74.485,2,50,"LINESTRING (12.5008884 42.102636, 12.5009286 42.1026502, 12.5009674 42.1026643, 12.5010034 42.1026751, 12.5010381 42.1026859, 12.5011034 42.1027046, 12.501139 42.1027133, 12.5011671 42.1027193, 12.5012032 42.1027261, 12.5012394 42.1027318, 12.5012755 42.1027366, 12.5013115 42.1027403, 12.5013492 42.1027428, 12.5013813 42.1027443, 12.5013988 42.102744, 12.5014228 42.1027425, 12.5014446 42.1027401, 12.5014675 42.1027365, 12.5015232 42.1027249, 12.5015724 42.1027132, 12.5016161 42.1026995, 12.501666 42.1026817, 12.5017064 42.1026656, 12.5017405 42.1026509)",SP16A,
87352946,Viale Parigi,tertiary,False,False,180.292,2,50,"LINESTRING (12.5052072 42.0991381, 12.5055164 42.0983267, 12.5056262 42.0980386, 12.5057643 42.0976492, 12.5057939 42.0975763)",,
87352946,Viale Parigi,tertiary,False,True,86.99399999999999,2,50,"LINESTRING (12.5052072 42.0991381, 12.505129 42.0993434, 12.5050022 42.0996202, 12.5049881 42.0996465, 12.5049722 42.0996692, 12.5049544 42.0996925, 12.5049387 42.0997106, 12.504921 42.0997293, 12.5049012 42.0997475, 12.5048504 42.0997921, 12.5047896 42.0998454)",,
680711142,,residential,False,False,150.821,,,"LINESTRING (12.5052072 42.0991381, 12.5044601 42.0989912, 12.5044044 42.098979, 12.5043417 42.0989649, 12.504283 42.0989504, 12.50426 42.0989414, 12.5042425 42.0989299, 12.504231 42.0989121, 12.5042296 42.0988975, 12.5042323 42.0988829, 12.5042438 42.0988472, 12.5042533 42.0988212, 12.5042593 42.0987957, 12.5042648 42.0987662, 12.5042668 42.0987371, 12.5042614 42.0987175, 12.5042492 42.098697, 12.5042218 42.0986795, 12.5041836 42.0986659, 12.5037835 42.0985752)",,
680711142,,residential,False,True,150.821,,,"LINESTRING (12.5037835 42.0985752, 12.5041836 42.0986659, 12.5042218 42.0986795, 12.5042492 42.098697, 12.5042614 42.0987175, 12.5042668 42.0987371, 12.5042648 42.0987662, 12.5042593 42.0987957, 12.5042533 42.0988212, 12.5042438 42.0988472, 12.5042323 42.0988829, 12.5042296 42.0988975, 12.504231 42.0989121, 12.5042425 42.0989299, 12.50426 42.0989414, 12.504283 42.0989504, 12.5043417 42.0989649, 12.5044044 42.098979, 12.5044601 42.0989912, 12.5052072 42.0991381)",,
682084849,,residential,False,False,43.519,,,"LINESTRING (12.510054 42.098798, 12.5100005 42.0987388, 12.5099771 42.0987096, 12.5099577 42.0986825, 12.5099344 42.0986467, 12.509915 42.098613, 12.5098967 42.0985749, 12.5098743 42.0985282, 12.5098638 42.0984831, 12.5098613 42.0984399)",,
