osmid,highway,oneway,reversed,length,name,geometry,maxspeed,ref,lanes
245680705,tertiary,False,False,316.654,Via Polveriera,"LINESTRING (14.5141027 40.7203311, 14.5145949 40.7202597, 14.5152697 40.720151, 14.5154636 40.7201167, 14.5158564 40.7200364, 14.5160821 40.7200128, 14.5166569 40.7199933, 14.5170938 40.7199636, 14.5178123 40.7199565)",,SP289,2
314767042,tertiary,False,False,4.815,Via Pontone,"LINESTRING (14.5178123 40.7199565, 14.5178665 40.7199702)",,SP289,2
245680705,tertiary,False,True,316.654,Via Polveriera,"LINESTRING (14.5178123 40.7199565, 14.5170938 40.7199636, 14.5166569 40.7199933, 14.5160821 40.7200128, 14.5158564 40.7200364, 14.5154636 40.7201167, 14.5152697 40.720151, 14.5145949 40.7202597, 14.5141027 40.7203311)",,SP289,2
29465060,tertiary,False,True,89.018,Via Visitazione,"LINESTRING (14.5122787 40.7204015, 14.5122996 40.7196011)",,,
22762552,tertiary,True,False,26.6,Piazza Borrelli,"LINESTRING (14.5122787 40.7204015, 14.512361 40.7204338, 14.5125838 40.7204276)",,SP289,
22762573,tertiary,False,False,101.595,Via Petraro,"LINESTRING (14.5087956 40.7202755, 14.5093223 40.7203127, 14.5096296 40.7203322, 14.5099967 40.7203534)",,SP314,
22762573,tertiary,False,True,62.088,Via Petraro,"LINESTRING (14.5087956 40.7202755, 14.5082885 40.7201899, 14.5080825 40.7201377)",,SP314,
"[315047970, 293194046]",residential,False,"[False, True]",118.911,,"LINESTRING (14.5087956 40.7202755, 14.5087217 40.7206727, 14.508632 40.7211372, 14.5085539 40.7211333, 14.5085245 40.721271)",,,
22762573,tertiary,False,True,32.63,Via Petraro,"LINESTRING (14.5103834 40.7203681, 14.5099967 40.7203534)",,SP314,
22762573,tertiary,False,False,134.94099999999997,Via Petraro,"LINESTRING (14.5103834 40.7203681, 14.511838 40.7203828, 14.5119135 40.7203972, 14.5119794 40.7204117)",,SP314,
22762593,unclassified,False,False,163.54,Via Motta Carità,"LINESTRING (14.5103834 40.7203681, 14.5103994 40.7196125, 14.5103965 40.7192166, 14.510372 40.718898)",,,
23725427,tertiary,True,False,46.43,Piazza Borrelli,"LINESTRING (14.5122727 40.7212581, 14.5122534 40.7208408)",,,
23725427,tertiary,True,False,9.687,Piazza Borrelli,"LINESTRING (14.5122748 40.7213452, 14.5122727 40.7212581)",,,
456992413,tertiary,False,False,79.474,Strada Scafati,"LINESTRING (14.5124699 40.7228151, 14.5125537 40.723527)",,SP59,
456992413,tertiary,False,True,68.019,Strada Scafati,"LINESTRING (14.5124699 40.7228151, 14.5123899 40.7222064)",,SP59,
245772072,residential,False,False,148.633,,"LINESTRING (14.5124699 40.7228151, 14.5126806 40.7228132, 14.5142303 40.7228901)",,,
245772072,residential,False,True,148.633,,"LINESTRING (14.5142303 40.7228901, 14.5126806 40.7228132, 14.5124699 40.7228151)",,,
456992413,tertiary,False,True,79.474,Strada Scafati,"LINESTRING (14.5125537 40.723527, 14.5124699 40.7228151)",,SP59,
763404407,residential,False,False,121.949,,"LINESTRING (14.5125537 40.723527, 14.5139999 40.7235657)",,,
245772078,residential,True,False,106.82,Via Don Giuseppe Diana,"LINESTRING (14.5125537 40.723527, 14.511834 40.7236131, 14.5113059 40.7235315)",,,
763404408,residential,True,False,70.644,Via Pioppelle,"LINESTRING (14.5113059 40.7235315, 14.5114606 40.7229071)",,,
763404407,residential,False,True,121.949,,"LINESTRING (14.5139999 40.7235657, 14.5125537 40.723527)",,,
293194042,residential,False,False,207.167,,"LINESTRING (14.5115887 40.7223665, 14.5098199 40.7221344, 14.5097708 40.7221714, 14.5096965 40.722618)",,,
763404408,residential,True,False,123.084,Via Pioppelle,"LINESTRING (14.5115887 40.7223665, 14.5117566 40.7215345, 14.511803 40.7212716)",,,
"[734636321, 734636319]",residential,False,True,127.527,,"LINESTRING (14.5108584 40.7189198, 14.5113254 40.7189254, 14.511947 40.7189295, 14.5123313 40.7189285, 14.5123715 40.7189293)",,,
22762573,tertiary,False,False,62.088,Via Petraro,"LINESTRING (14.5080825 40.7201377, 14.5082885 40.7201899, 14.5087956 40.7202755)",,SP314,
315047971,residential,False,True,117.499,Traversa Vaticano,"LINESTRING (14.5080825 40.7201377, 14.508031 40.7203413, 14.5079881 40.72057, 14.5078858 40.7211835)",,,
29465060,tertiary,False,False,89.018,Via Visitazione,"LINESTRING (14.5122996 40.7196011, 14.5122787 40.7204015)",,,
29465060,tertiary,False,True,75.049,Via Visitazione,"LINESTRING (14.5122996 40.7196011, 14.5123292 40.7191257, 14.5123715 40.7189293)",,,
293194040,residential,False,False,264.755,Traversa Calabrese,"LINESTRING (14.5122996 40.7196011, 14.5128347 40.7196056, 14.5129518 40.7196041, 14.5132023 40.7196039, 14.5134984 40.7195791, 14.5138949 40.7195362, 14.5154257 40.7194064)",,,
22762593,unclassified,False,True,163.54000000000002,Via Motta Carità,"LINESTRING (14.510372 40.718898, 14.5103965 40.7192166, 14.5103994 40.7196125, 14.5103834 40.7203681)",,,
734636320,residential,False,True,31.810000000000002,,"LINESTRING (14.510372 40.718898, 14.510496 40.7188954, 14.5107494 40.7188952)",,,
"[314769627, 293194045]",residential,False,False,234.09099999999995,,"LINESTRING (14.511803 40.7212716, 14.5116841 40.7212576, 14.5110592 40.7211697, 14.5103417 40.7210721, 14.5099439 40.7210134, 14.509934 40.7209949, 14.5099347 40.7209619, 14.5099495 40.7208607, 14.5099179 40.7208221, 14.5099967 40.7203534)",,,
763404408,residential,True,False,78.142,Via Pioppelle,"LINESTRING (14.511803 40.7212716, 14.5118679 40.7209847, 14.5119081 40.7207967, 14.5119717 40.7205808)",,,
314767042,tertiary,False,True,17.864,Via Pontone,"LINESTRING (14.5180676 40.720021, 14.5178665 40.7199702)",,SP289,2
314767042,tertiary,False,False,17.864,Via Pontone,"LINESTRING (14.5178665 40.7199702, 14.5180676 40.720021)",,SP289,2
314767042,tertiary,False,True,4.815,Via Pontone,"LINESTRING (14.5178665 40.7199702, 14.5178123 40.7199565)",,SP289,2
293194039,residential,False,False,237.61399999999998,Via Ponticelli,"LINESTRING (14.5178665 40.7199702, 14.51777 40.7207928, 14.5177429 40.7221037)",,,
293194050,residential,False,True,54.969,Traversa Vaticano,"LINESTRING (14.50917 40.721342, 14.5085245 40.721271)",,,
293194041,residential,False,True,112.025,,"LINESTRING (14.5101525 40.7227278, 14.5114606 40.7229071)",,,
293194050,residential,False,False,14.412,Traversa Vaticano,"LINESTRING (14.507717 40.7211627, 14.5078858 40.7211835)",,,
293194042,residential,False,True,207.167,,"LINESTRING (14.5096965 40.722618, 14.5097708 40.7221714, 14.5098199 40.7221344, 14.5115887 40.7223665)",,,
293194050,residential,False,False,54.969,Traversa Vaticano,"LINESTRING (14.5085245 40.721271, 14.50917 40.721342)",,,
293194050,residential,False,True,30.434,Traversa Vaticano,"LINESTRING (14.5085245 40.721271, 14.5081689 40.7212233)",,,
"[315047970, 293194046]",residential,False,"[False, True]",118.911,,"LINESTRING (14.5085245 40.721271, 14.5085539 40.7211333, 14.508632 40.7211372, 14.5087217 40.7206727, 14.5087956 40.7202755)",,,
29465060,tertiary,False,False,75.049,Via Visitazione,"LINESTRING (14.5123715 40.7189293, 14.5123292 40.7191257, 14.5122996 40.7196011)",,,
"[734636321, 734636319]",residential,False,False,127.52699999999999,,"LINESTRING (14.5123715 40.7189293, 14.5123313 40.7189285, 14.511947 40.7189295, 14.5113254 40.7189254, 14.5108584 40.7189198)",,,
293194040,residential,False,True,264.755,Traversa Calabrese,"LINESTRING (14.5154257 40.7194064, 14.5138949 40.7195362, 14.5134984 40.7195791, 14.5132023 40.7196039, 14.5129518 40.7196041, 14.5128347 40.7196056, 14.5122996 40.7196011)",,,
22762573,tertiary,False,False,32.63,Via Petraro,"LINESTRING (14.5099967 40.7203534, 14.5103834 40.7203681)",,SP314,
22762573,tertiary,False,True,101.595,Via Petraro,"LINESTRING (14.5099967 40.7203534, 14.5096296 40.7203322, 14.5093223 40.7203127, 14.5087956 40.7202755)",,SP314,
"[314769627, 293194045]",residential,False,True,234.091,,"LINESTRING (14.5099967 40.7203534, 14.5099179 40.7208221, 14.5099495 40.7208607, 14.5099347 40.7209619, 14.509934 40.7209949, 14.5099439 40.7210134, 14.5103417 40.7210721, 14.5110592 40.7211697, 14.5116841 40.7212576, 14.511803 40.7212716)",,,
293194039,residential,False,True,92.588,Via Ponticelli,"LINESTRING (14.5180982 40.7227151, 14.5177316 40.7226512, 14.5177429 40.7221037)",,,
293194039,residential,False,False,92.588,Via Ponticelli,"LINESTRING (14.5177429 40.7221037, 14.5177316 40.7226512, 14.5180982 40.7227151)",,,
293194039,residential,False,True,237.61399999999998,Via Ponticelli,"LINESTRING (14.5177429 40.7221037, 14.51777 40.7207928, 14.5178665 40.7199702)",,,
293194050,residential,False,True,14.412,Traversa Vaticano,"LINESTRING (14.5078858 40.7211835, 14.507717 40.7211627)",,,
293194050,residential,False,False,24.266000000000002,Traversa Vaticano,"LINESTRING (14.5078858 40.7211835, 14.5079345 40.7211896, 14.5081689 40.7212233)",,,
315047971,residential,False,False,117.499,Traversa Vaticano,"LINESTRING (14.5078858 40.7211835, 14.5079881 40.72057, 14.508031 40.7203413, 14.5080825 40.7201377)",,,
293194050,residential,False,False,30.434,Traversa Vaticano,"LINESTRING (14.5081689 40.7212233, 14.5085245 40.721271)",,,
293194050,residential,False,True,24.266000000000002,Traversa Vaticano,"LINESTRING (14.5081689 40.7212233, 14.5079345 40.7211896, 14.5078858 40.7211835)",,,
315047974,residential,False,False,192.941,,"LINESTRING (14.5081689 40.7212233, 14.5081705 40.721314, 14.5081799 40.721436, 14.5082027 40.7215915, 14.5082578 40.7219574, 14.5082954 40.7220326, 14.5083088 40.7221932, 14.5083651 40.7222359, 14.5092717 40.7223457)",,,
315047974,residential,False,True,192.94100000000003,,"LINESTRING (14.5092717 40.7223457, 14.5083651 40.7222359, 14.5083088 40.7221932, 14.5082954 40.7220326, 14.5082578 40.7219574, 14.5082027 40.7215915, 14.5081799 40.721436, 14.5081705 40.721314, 14.5081689 40.7212233)",,,
"[456988929, 245772075]",tertiary,True,False,329.459,Via Carlo Cannavacciuolo,"LINESTRING (14.5140223 40.7204341, 14.5140073 40.7206976, 14.5140649 40.722072, 14.5140438 40.7221092, 14.5139704 40.7221396, 14.5139147 40.7221454, 14.5129344 40.7221222, 14.5124942 40.7221475, 14.5124367 40.7221708, 14.5123899 40.7222064)",30,,1
734636320,residential,False,False,31.810000000000002,,"LINESTRING (14.5107494 40.7188952, 14.510496 40.7188954, 14.510372 40.718898)",,,
896282074,tertiary,True,False,12.795,,"LINESTRING (14.5139204 40.7203488, 14.5140223 40.7204341)",,,
896282826,tertiary,True,False,15.489,Via Polveriera,"LINESTRING (14.5139204 40.7203488, 14.5141027 40.7203311)",,SP289,2
22762552,tertiary,True,False,44.352000000000004,Piazza Borrelli,"LINESTRING (14.5125838 40.7204276, 14.5129768 40.7204165, 14.5131097 40.7204126)",,SP289,
