osmid,highway,oneway,reversed,length,lanes,ref,maxspeed,geometry,junction,name
28017338,tertiary,True,False,12.73,,,,"LINESTRING (29.6851582 -16.8191581, 29.6851444 -16.8191024, 29.6851533 -16.8190458)",roundabout,
217420250,trunk,False,False,19.557,2,A1,120,"LINESTRING (29.6854649 -16.8186948, 29.6853017 -16.818614)",,
217420250,trunk,False,True,12.082,2,A1,120,"LINESTRING (29.6854649 -16.8186948, 29.6855637 -16.8187483)",,
28016260,residential,False,True,17.184,,,,"LINESTRING (29.6846455 -16.8204407, 29.6845027 -16.8203686)",,
28016280,tertiary,True,False,63.445,,,,"LINESTRING (29.6846455 -16.8204407, 29.6842781 -16.82089)",,
28016260,residential,False,False,232.486,,,,"LINESTRING (29.6846455 -16.8204407, 29.6851069 -16.8207116, 29.6851511 -16.8207656, 29.6851739 -16.8208322, 29.6855956 -16.8222082)",,
193281218,tertiary,False,False,9.787,,,,"LINESTRING (29.6840003 -16.8213988, 29.6839575 -16.8214767)",,
193281218,tertiary,False,True,63.837,,,,"LINESTRING (29.6840003 -16.8213988, 29.6842781 -16.82089)",,
193281218,tertiary,False,True,75.351,,,,"LINESTRING (29.6828279 -16.8235038, 29.683169 -16.82291)",,
28016260,residential,False,False,17.184,,,,"LINESTRING (29.6845027 -16.8203686, 29.6846455 -16.8204407)",,
28016260,residential,False,True,120.077,,,,"LINESTRING (29.6845027 -16.8203686, 29.6835114 -16.8198531)",,
28017645,tertiary,True,False,68.272,,,,"LINESTRING (29.6845027 -16.8203686, 29.6847979 -16.8198235)",,
28016260,residential,False,False,138.492,,,,"LINESTRING (29.6822949 -16.8191896, 29.6834244 -16.8198079)",,
518899168,residential,False,False,190.559,,,,"LINESTRING (29.6822949 -16.8191896, 29.6831462 -16.817682)",,
518899168,residential,False,True,316.971,,,,"LINESTRING (29.6822949 -16.8191896, 29.6818208 -16.8200107, 29.6808743 -16.8216949)",,
28016260,residential,False,False,77.361,,,,"LINESTRING (29.6855956 -16.8222082, 29.6862435 -16.8225235)",,
28016260,residential,False,True,232.486,,,,"LINESTRING (29.6855956 -16.8222082, 29.6851739 -16.8208322, 29.6851511 -16.8207656, 29.6851069 -16.8207116, 29.6846455 -16.8204407)",,
518899164,residential,False,True,203.08300000000003,,,,"LINESTRING (29.6855956 -16.8222082, 29.6851404 -16.8223278, 29.6850935 -16.822347, 29.6850492 -16.8223958, 29.6844665 -16.8235268)",,Church Lane
28016260,residential,False,True,77.361,,,,"LINESTRING (29.6862435 -16.8225235, 29.6855956 -16.8222082)",,
28017653,residential,False,False,91.891,,,,"LINESTRING (29.6862435 -16.8225235, 29.685819 -16.8232431)",,
28017653,residential,False,True,180.388,,,,"LINESTRING (29.6862435 -16.8225235, 29.6864346 -16.8222495, 29.6866545 -16.8218592, 29.6870716 -16.8211095)",,
28016260,residential,False,False,10.536,,,,"LINESTRING (29.6834244 -16.8198079, 29.6835114 -16.8198531)",,
28016260,residential,False,True,138.492,,,,"LINESTRING (29.6834244 -16.8198079, 29.6822949 -16.8191896)",,
28017653,residential,False,True,91.891,,,,"LINESTRING (29.685819 -16.8232431, 29.6862435 -16.8225235)",,
28017653,residential,False,False,159.865,,,,"LINESTRING (29.685819 -16.8232431, 29.6854153 -16.8234484, 29.6849312 -16.823677, 29.6847676 -16.8236808, 29.6844665 -16.8235268)",,
28017653,residential,False,True,159.865,,,,"LINESTRING (29.6844665 -16.8235268, 29.6847676 -16.8236808, 29.6849312 -16.823677, 29.6854153 -16.8234484, 29.685819 -16.8232431)",,
193195899,residential,False,False,154.545,,,,"LINESTRING (29.6844665 -16.8235268, 29.6841058 -16.8233077, 29.683169 -16.82291)",,
518899164,residential,False,False,203.083,,,,"LINESTRING (29.6844665 -16.8235268, 29.6850492 -16.8223958, 29.6850935 -16.822347, 29.6851404 -16.8223278, 29.6855956 -16.8222082)",,Church Lane
77397353,residential,False,True,6.154,,,,"LINESTRING (29.6872389 -16.819396, 29.6871878 -16.8193701)",,
667365254,residential,True,False,101.55,,,,"LINESTRING (29.6872389 -16.819396, 29.6876275 -16.8186537, 29.6876523 -16.8185742)",,
28017671,residential,False,True,279.122,,,,"LINESTRING (29.683169 -16.82291, 29.6808743 -16.8216949)",,
193281218,tertiary,False,False,75.351,,,,"LINESTRING (29.683169 -16.82291, 29.6828279 -16.8235038)",,
193281218,tertiary,False,True,180.123,,,,"LINESTRING (29.683169 -16.82291, 29.6839575 -16.8214767)",,
193195899,residential,False,True,154.545,,,,"LINESTRING (29.683169 -16.82291, 29.6841058 -16.8233077, 29.6844665 -16.8235268)",,
28017653,residential,False,True,133.897,,,,"LINESTRING (29.6870716 -16.8211095, 29.6876992 -16.8200659)",,
28017653,residential,False,False,180.388,,,,"LINESTRING (29.6870716 -16.8211095, 29.6866545 -16.8218592, 29.6864346 -16.8222495, 29.6862435 -16.8225235)",,
518899169,residential,False,True,207.809,,,,"LINESTRING (29.6870716 -16.8211095, 29.6868369 -16.8209889, 29.686747 -16.8208977, 29.686684 -16.8207835, 29.6864614 -16.8199965, 29.686452 -16.8199555, 29.6864614 -16.8199208, 29.6867174 -16.8195242)",,
28017656,residential,False,True,120.618,,,,"LINESTRING (29.6867174 -16.8195242, 29.6876992 -16.8200659)",,
28017656,residential,False,False,149.15000000000003,,,,"LINESTRING (29.6867174 -16.8195242, 29.6859384 -16.8191351, 29.6858069 -16.819139, 29.6856326 -16.8191981, 29.6855064 -16.8192068, 29.6854322 -16.8191792)",,
518899169,residential,False,False,207.809,,,,"LINESTRING (29.6867174 -16.8195242, 29.6864614 -16.8199208, 29.686452 -16.8199555, 29.6864614 -16.8199965, 29.686684 -16.8207835, 29.686747 -16.8208977, 29.6868369 -16.8209889, 29.6870716 -16.8211095)",,
28017653,residential,False,False,133.897,,,,"LINESTRING (29.6876992 -16.8200659, 29.6870716 -16.8211095)",,
28017653,residential,False,True,16.589,,,,"LINESTRING (29.6876992 -16.8200659, 29.6877803 -16.8199385)",,
28017656,residential,False,False,120.618,,,,"LINESTRING (29.6876992 -16.8200659, 29.6867174 -16.8195242)",,
518899168,residential,False,False,18.714,,,,"LINESTRING (29.6831462 -16.817682, 29.6832199 -16.8175292)",,
518899168,residential,False,True,190.559,,,,"LINESTRING (29.6831462 -16.817682, 29.6822949 -16.8191896)",,
518899170,residential,False,False,270.834,,,,"LINESTRING (29.6831462 -16.817682, 29.6849272 -16.8186114, 29.6849634 -16.8186743, 29.685013 -16.818845, 29.6850559 -16.8189426, 29.6851533 -16.8190458)",,
28017645,tertiary,True,False,62.712,,,,"LINESTRING (29.6842781 -16.82089, 29.6845027 -16.8203686)",,
193281218,tertiary,False,False,63.837,,,,"LINESTRING (29.6842781 -16.82089, 29.6840003 -16.8213988)",,
217420250,trunk,False,False,183.582,2,A1,120,"LINESTRING (29.6870595 -16.8195703, 29.6855637 -16.8187483)",,
217420250,trunk,False,True,9.217,2,A1,120,"LINESTRING (29.6870595 -16.8195703, 29.6871379 -16.8196055)",,
28017380,residential,False,True,54.298,,,,"LINESTRING (29.6876523 -16.8185742, 29.6878996 -16.8181471)",,
667365253,residential,True,False,101.87700000000001,,,,"LINESTRING (29.6876523 -16.8185742, 29.6875931 -16.8186248, 29.6871878 -16.8193701)",,
77397353,residential,False,False,6.154,,,,"LINESTRING (29.6871878 -16.8193701, 29.6872389 -16.819396)",,
667365253,residential,True,False,26.119,,,,"LINESTRING (29.6871878 -16.8193701, 29.6871836 -16.8193778, 29.6870595 -16.8195703)",,
28016280,tertiary,True,False,67.365,,,,"LINESTRING (29.6849536 -16.8199115, 29.6846455 -16.8204407)",,
688558504,tertiary,False,True,19.246,,,,"LINESTRING (29.6849536 -16.8199115, 29.6847979 -16.8198235)",,
28017645,tertiary,True,False,83.337,,,,"LINESTRING (29.6847979 -16.8198235, 29.6851582 -16.8191581)",,
688558504,tertiary,False,False,19.246,,,,"LINESTRING (29.6847979 -16.8198235, 29.6849536 -16.8199115)",,
688558505,residential,False,True,10.243,,,,"LINESTRING (29.6832253 -16.820983, 29.6831789 -16.8210637)",,
518899166,residential,True,False,94.582,,,,"LINESTRING (29.6832253 -16.820983, 29.6838811 -16.8213419, 29.6840003 -16.8213988)",,
688558505,residential,False,False,10.243,,,,"LINESTRING (29.6831789 -16.8210637, 29.6832253 -16.820983)",,
28016268,residential,True,False,106.046,,,,"LINESTRING (29.6831789 -16.8210637, 29.6829577 -16.8209485, 29.6829195 -16.8208695, 29.6829125 -16.8207838, 29.6829101 -16.8206602, 29.6829531 -16.8205331, 29.6831091 -16.8202934)",,
688558507,residential,False,True,11.097,,,,"LINESTRING (29.6831963 -16.8203481, 29.6831091 -16.8202934)",,
518899166,residential,True,False,88.049,,,,"LINESTRING (29.6831963 -16.8203481, 29.6830563 -16.8205627, 29.682996 -16.8207398, 29.6830389 -16.820881, 29.6832253 -16.820983)",,
688558507,residential,False,False,11.097,,,,"LINESTRING (29.6831091 -16.8202934, 29.6831963 -16.8203481)",,
28016268,residential,True,False,63.566,,,,"LINESTRING (29.6831091 -16.8202934, 29.6833608 -16.8199067, 29.6834244 -16.8198079)",,
193281218,tertiary,False,False,180.123,,,,"LINESTRING (29.6839575 -16.8214767, 29.683169 -16.82291)",,
193281218,tertiary,False,True,9.787,,,,"LINESTRING (29.6839575 -16.8214767, 29.6840003 -16.8213988)",,
28016268,residential,True,False,94.755,,,,"LINESTRING (29.6839575 -16.8214767, 29.6837577 -16.821365, 29.6831789 -16.8210637)",,
28016260,residential,False,False,120.077,,,,"LINESTRING (29.6835114 -16.8198531, 29.6845027 -16.8203686)",,
28016260,residential,False,True,10.536,,,,"LINESTRING (29.6835114 -16.8198531, 29.6834244 -16.8198079)",,
518899166,residential,True,False,64.468,,,,"LINESTRING (29.6835114 -16.8198531, 29.6834506 -16.819958, 29.6831963 -16.8203481)",,
