osmid,name,highway,maxspeed,oneway,reversed,length,geometry,junction,lanes,access,tunnel
6999108,Kruislaan,residential,30,False,True,54.283,"LINESTRING (5.2006619 52.1270903, 5.20118 52.1272, 5.20139 52.12728)",,,,
6999024,Kruisbeklaan,residential,30,False,False,52.527,"LINESTRING (5.2101285 52.1271793, 5.2096738 52.1274647, 5.2095885 52.1275158)",,,,
6999024,Kruisbeklaan,residential,30,False,True,63.025999999999996,"LINESTRING (5.2101285 52.1271793, 5.2102597 52.127136, 5.2105332 52.1270759, 5.2109901 52.1269782)",,,,
6999088,Putterlaan,residential,,False,True,302.1,"LINESTRING (5.2101285 52.1271793, 5.2099514 52.126871, 5.2095454 52.1261555, 5.2104041 52.1259677, 5.2104767 52.1260956, 5.2106266 52.1263505, 5.2106816 52.1264455, 5.2109901 52.1269782)",,,,
6999175,Boslaan,tertiary,50,False,True,91.34899999999999,"LINESTRING (5.20304 52.12726, 5.2031957 52.1272178, 5.2033413 52.1271871, 5.2043084 52.1269999)",,,,
45745122,Soestdijkseweg Zuid,secondary,50,False,True,246.876,"LINESTRING (5.20304 52.12726, 5.2029254 52.1271188, 5.2015276 52.1253966, 5.2014519 52.1253033, 5.2014279 52.1252726)",,,,
"[668312940, 50737108]",Soestdijkseweg Zuid,secondary,"['50', '30']",False,False,221.395,"LINESTRING (5.20304 52.12726, 5.2031166 52.1273574, 5.2031347 52.1273805, 5.203956 52.128431, 5.2041717 52.1286966, 5.2044034 52.1289684, 5.204466 52.1290481)",,,,
6999108,Kruislaan,residential,30,False,False,54.283,"LINESTRING (5.20139 52.12728, 5.20118 52.1272, 5.2006619 52.1270903)",,,,
6999108,Kruislaan,residential,30,False,False,102.713,"LINESTRING (5.20139 52.12728, 5.2020744 52.1273312, 5.202508 52.1273178, 5.2028755 52.127256)",,,,
6999108,Kruislaan,residential,30,False,True,31.547,"LINESTRING (5.20139 52.12728, 5.2012575 52.1273836, 5.20112 52.12751)",,,,
6998964,Merellaan,residential,,False,False,27.748,"LINESTRING (5.2071117 52.1272585, 5.2068224 52.1274338)",,,,
6998964,Merellaan,residential,,False,True,96.98,"LINESTRING (5.2071117 52.1272585, 5.2080791 52.1266947, 5.2081373 52.1266552)",,,,
6999105,Merellaan,residential,,False,True,32.845,"LINESTRING (5.2071117 52.1272585, 5.207022 52.1272029, 5.206925 52.1271615, 5.2068273 52.1271415, 5.2066948 52.1271437)",,,,
6999108,Kruislaan,residential,30,False,True,102.713,"LINESTRING (5.2028755 52.127256, 5.202508 52.1273178, 5.2020744 52.1273312, 5.20139 52.12728)",,,,
6999108,Kruislaan,residential,30,False,False,38.121,"LINESTRING (5.2006688 52.127308, 5.20112 52.12751)",,,,
6999108,Kruislaan,residential,30,False,True,24.212,"LINESTRING (5.2006688 52.127308, 5.2006619 52.1270903)",,,,
6999027,Kruislaan,residential,30,False,False,95.22600000000001,"LINESTRING (5.2006688 52.127308, 5.2004279 52.127306, 5.2002083 52.1273199, 5.1999411 52.1273469, 5.1997238 52.1274068, 5.1995336 52.1274861, 5.1993824 52.1275611)",,,,
6998997,Koppellaan,residential,30,False,False,26.603,"LINESTRING (5.19911 52.12739, 5.1993824 52.1275611)",,,,
6998997,Koppellaan,residential,30,False,True,96.569,"LINESTRING (5.19911 52.12739, 5.19891 52.1273, 5.19831 52.12711, 5.1979862 52.1270556, 5.1978333 52.1270371)",,,,
6999045,Middellaan,residential,30,False,True,145.481,"LINESTRING (5.19911 52.12739, 5.19911 52.12727, 5.19904 52.12704, 5.19884 52.12666, 5.198453 52.1261584)",,,,
6998963,Koekoeklaan,residential,,False,False,85.465,"LINESTRING (5.2068224 52.1274338, 5.20783 52.12789)",,,,
6998964,Merellaan,residential,,False,True,27.748,"LINESTRING (5.2068224 52.1274338, 5.2071117 52.1272585)",,,,
1080106639,Merellaan,residential,,True,False,89.982,"LINESTRING (5.2068224 52.1274338, 5.2064952 52.127623, 5.2058328 52.127968)",,,,
6999108,Kruislaan,residential,30,False,True,38.121,"LINESTRING (5.20112 52.12751, 5.2006688 52.127308)",,,,
6999122,Prins Hendriklaan,residential,30,False,False,179.715,"LINESTRING (5.20112 52.12751, 5.202254 52.1289686)",,,,
6999108,Kruislaan,residential,30,False,False,31.547,"LINESTRING (5.20112 52.12751, 5.2012575 52.1273836, 5.20139 52.12728)",,,,
6999024,Kruisbeklaan,residential,30,False,True,52.527,"LINESTRING (5.2095885 52.1275158, 5.2096738 52.1274647, 5.2101285 52.1271793)",,,,
832751808,Sperwerlaan,tertiary,50,False,False,137.752,"LINESTRING (5.2095885 52.1275158, 5.2090917 52.1272335, 5.2081373 52.1266552)",,,,
832751808,Sperwerlaan,tertiary,50,False,True,112.912,"LINESTRING (5.2095885 52.1275158, 5.2099442 52.1277335, 5.2101012 52.1278253, 5.2101162 52.127834, 5.2101567 52.1278574, 5.2102014 52.1278836, 5.2102129 52.1278903, 5.2107797 52.1282202)",,,,
6998997,Koppellaan,residential,30,False,True,26.603,"LINESTRING (5.1993824 52.1275611, 5.19911 52.12739)",,,,
6998997,Koppellaan,residential,30,False,False,121.36100000000002,"LINESTRING (5.1993824 52.1275611, 5.19955 52.12774, 5.19979 52.12806, 5.19985 52.12835, 5.1998553 52.1285904)",,,,
6999027,Kruislaan,residential,30,False,True,95.226,"LINESTRING (5.1993824 52.1275611, 5.1995336 52.1274861, 5.1997238 52.1274068, 5.1999411 52.1273469, 5.2002083 52.1273199, 5.2004279 52.127306, 5.2006688 52.127308)",,,,
6999032,Plein Vogelzang,residential,,False,True,112.402,"LINESTRING (5.2055799 52.1275329, 5.2058449 52.1274403, 5.2059008 52.1274066, 5.2058968 52.1273696, 5.2058539 52.1272988, 5.2058364 52.1272057, 5.2058892 52.1270384, 5.2060813 52.1269905, 5.20618 52.1269237, 5.2061871 52.1269063, 5.2061069 52.1267505)",,,,
37538907,Nachtegaallaan,residential,30,False,False,51.72,"LINESTRING (5.2055799 52.1275329, 5.2057663 52.127774, 5.2058328 52.127968)",,,,
"[37538907, 6999031]",Nachtegaallaan,residential,"['30', '50']",False,True,109.025,"LINESTRING (5.2055799 52.1275329, 5.2054 52.12738, 5.205157 52.1272647, 5.2049282 52.1271841, 5.2047555 52.1271374, 5.2044632 52.1270864, 5.2043897 52.1270758, 5.2043518 52.1270559, 5.2043084 52.1269999)",,,,
6998963,Koekoeklaan,residential,,False,True,85.465,"LINESTRING (5.20783 52.12789, 5.2068224 52.1274338)",,,,
37538907,Nachtegaallaan,residential,30,False,True,51.72,"LINESTRING (5.2058328 52.127968, 5.2057663 52.127774, 5.2055799 52.1275329)",,,,
"[6999120, 6999007]",De Kwinkelier,residential,,False,False,81.903,"LINESTRING (5.2107797 52.1282202, 5.210749 52.1282444, 5.2106568 52.1283002, 5.2104253 52.1284447, 5.2104023 52.1284749, 5.2103863 52.1285027, 5.2103003 52.1287314, 5.2101601 52.1288237)",,,,
832751808,Sperwerlaan,tertiary,50,False,False,112.912,"LINESTRING (5.2107797 52.1282202, 5.2102129 52.1278903, 5.2102014 52.1278836, 5.2101567 52.1278574, 5.2101162 52.127834, 5.2101012 52.1278253, 5.2099442 52.1277335, 5.2095885 52.1275158)",,,,
832751808,Sperwerlaan,tertiary,50,False,True,83.16,"LINESTRING (5.2107797 52.1282202, 5.2112251 52.1284911, 5.2116235 52.1287593)",,,,
6998997,Koppellaan,residential,30,False,True,121.36100000000002,"LINESTRING (5.1998553 52.1285904, 5.19985 52.12835, 5.19979 52.12806, 5.19955 52.12774, 5.1993824 52.1275611)",,,,
6999153,Spoorlaan,residential,30,False,False,191.26500000000001,"LINESTRING (5.1998553 52.1285904, 5.20035 52.1287219, 5.2024 52.12925, 5.202437 52.1292588)",,,,
6999153,Spoorlaan,residential,30,False,True,253.508,"LINESTRING (5.1998553 52.1285904, 5.198392 52.1281981, 5.19829 52.12816, 5.198158 52.1280855, 5.1980353 52.1279966, 5.1979243 52.1278808, 5.1978414 52.1277593, 5.1977805 52.1276453, 5.1977523 52.1275141, 5.1977596 52.1272742, 5.1978333 52.1270371)",,,,
6999015,Kramsvogellaan,residential,,False,False,84.605,"LINESTRING (5.2105587 52.1285715, 5.210782 52.128704, 5.2114502 52.1291001)",,,,
207913797,Prins Hendriklaan,residential,30,False,False,30.716,"LINESTRING (5.2032987 52.1286157, 5.2029837 52.1287056, 5.202953 52.1287657)",,,,
806187220,,tertiary,50,True,False,13.771999999999998,"LINESTRING (5.2118137 52.1287466, 5.2118577 52.1287778, 5.2118737 52.1288179, 5.2118583 52.1288581)",roundabout,,,
"[806187220, 806375076]",,tertiary,50,True,False,14.271,"LINESTRING (5.2116235 52.1287593, 5.2116508 52.1287448, 5.2116972 52.1287316, 5.2117279 52.1287302, 5.2117729 52.1287341, 5.2118137 52.1287466)",roundabout,,,
832751808,Sperwerlaan,tertiary,50,False,False,83.16,"LINESTRING (5.2116235 52.1287593, 5.2112251 52.1284911, 5.2107797 52.1282202)",,,,
6999100,Prins Hendriklaan,residential,30,False,False,52.783,"LINESTRING (5.202953 52.1287657, 5.202609 52.1288685, 5.202254 52.1289686)",,,,
6999129,Prins Hendriklaan,residential,30,False,False,33.918,"LINESTRING (5.202953 52.1287657, 5.20308 52.12891, 5.20308 52.12894, 5.2029175 52.1289887)",,,,
207913797,Prins Hendriklaan,residential,30,False,True,30.716,"LINESTRING (5.202953 52.1287657, 5.2029837 52.1287056, 5.2032987 52.1286157)",,,,
754090297,,tertiary,50,True,False,15.868,"LINESTRING (5.2118583 52.1288581, 5.211806 52.1288932, 5.2117316 52.1289065, 5.2116568 52.1288941)",roundabout,,,
932029869,De Kwinkelier,residential,,True,False,14.774,"LINESTRING (5.2101601 52.1288237, 5.2100246 52.1289273)",,,,
"[6999120, 6999007]",De Kwinkelier,residential,,False,True,81.90299999999999,"LINESTRING (5.2101601 52.1288237, 5.2103003 52.1287314, 5.2103863 52.1285027, 5.2104023 52.1284749, 5.2104253 52.1284447, 5.2106568 52.1283002, 5.210749 52.1282444, 5.2107797 52.1282202)",,,,
6999154,Koperwieklaan,residential,30,False,False,26.899,"LINESTRING (5.2116568 52.1288941, 5.2114502 52.1291001)",,,,
"[754090296, 806375076]",,tertiary,50,True,False,17.181,"LINESTRING (5.2116568 52.1288941, 5.2116135 52.1288696, 5.2115897 52.1288366, 5.2115896 52.1288004, 5.2116235 52.1287593)",roundabout,,,
6999122,Prins Hendriklaan,residential,30,False,True,179.715,"LINESTRING (5.202254 52.1289686, 5.20112 52.12751)",,,,
6999149,Prins Hendriklaan,residential,30,False,False,31.128,"LINESTRING (5.202254 52.1289686, 5.202468 52.1292158)",,,,
6999100,Prins Hendriklaan,residential,30,False,True,52.783,"LINESTRING (5.202254 52.1289686, 5.202609 52.1288685, 5.202953 52.1287657)",,,,
6999129,Prins Hendriklaan,residential,30,False,True,33.918,"LINESTRING (5.2029175 52.1289887, 5.20308 52.12894, 5.20308 52.12891, 5.202953 52.1287657)",,,,
6998951,Spreeuwlaan,residential,,False,False,83.424,"LINESTRING (5.2100581 52.1290632, 5.2109558 52.1295723)",,,,
274093708,,secondary,30,True,False,19.591,"LINESTRING (5.2046807 52.1290895, 5.204701 52.1291161, 5.204709 52.129145, 5.204704 52.1291742, 5.2046863 52.1292015, 5.2046574 52.1292249, 5.2046193 52.1292427)",roundabout,,,
"[330481720, 1078068401, 1078068402, 438272824]","['Nachtegaallaan', 'Melchiorlaan']",tertiary,30,False,True,188.922,"LINESTRING (5.2046807 52.1290895, 5.2047909 52.129038, 5.2057398 52.128753, 5.2063838 52.1295179, 5.2064373 52.1295624, 5.2065106 52.1295822)",,,,
6999154,Koperwieklaan,residential,30,False,True,26.899,"LINESTRING (5.2114502 52.1291001, 5.2116568 52.1288941)",,,,
6999015,Kramsvogellaan,residential,,False,True,84.605,"LINESTRING (5.2114502 52.1291001, 5.210782 52.128704, 5.2105587 52.1285715)",,,,
6999154,Koperwieklaan,residential,30,False,False,62.417,"LINESTRING (5.2114502 52.1291001, 5.2112981 52.1292453, 5.2111505 52.1293863, 5.2110989 52.1294356, 5.2109558 52.1295723)",,,,
6999149,Prins Hendriklaan,residential,30,False,True,31.128,"LINESTRING (5.202468 52.1292158, 5.202254 52.1289686)",,,,
6999152,Prins Hendriklaan,residential,30,False,False,5.229,"LINESTRING (5.202468 52.1292158, 5.202437 52.1292588)",,,,
6999150,Prins Hendriklaan,residential,30,False,True,45.788000000000004,"LINESTRING (5.202468 52.1292158, 5.2029953 52.1290972, 5.2029511 52.1290359)",,,,
6999116,Spoorlaan,residential,30,False,False,2.992,"LINESTRING (5.202437 52.1292588, 5.202477 52.1292698)",,,,
6999153,Spoorlaan,residential,30,False,False,2.992,"LINESTRING (5.202437 52.1292588, 5.202477 52.1292698)",,,,
6999152,Prins Hendriklaan,residential,30,False,True,5.229,"LINESTRING (5.202437 52.1292588, 5.202468 52.1292158)",,,,
6999153,Spoorlaan,residential,30,False,True,191.26500000000001,"LINESTRING (5.202437 52.1292588, 5.2024 52.12925, 5.20035 52.1287219, 5.1998553 52.1285904)",,,,
6999116,Spoorlaan,residential,30,False,True,82.69,"LINESTRING (5.2035967 52.129319, 5.2033021 52.1293953, 5.2031135 52.129436, 5.203014 52.1294091, 5.2028875 52.1293775, 5.20274 52.12934, 5.202496 52.1292749, 5.202477 52.1292698)",,,,
6998951,Spreeuwlaan,residential,,False,True,83.424,"LINESTRING (5.2109558 52.1295723, 5.2100581 52.1290632)",,,,
"[6999154, 308424076]",Koperwieklaan,residential,30,False,False,81.557,"LINESTRING (5.2109558 52.1295723, 5.210848 52.1296753, 5.2103916 52.1301141, 5.2103185 52.1301926)",,,,
6999154,Koperwieklaan,residential,30,False,True,62.417,"LINESTRING (5.2109558 52.1295723, 5.2110989 52.1294356, 5.2111505 52.1293863, 5.2112981 52.1292453, 5.2114502 52.1291001)",,,,
"[308424072, 250943446]",Julianalaan,residential,30,False,True,80.106,"LINESTRING (5.2054598 52.1298947, 5.2055202 52.1298941, 5.2058582 52.1297862, 5.2063619 52.1296297, 5.2065106 52.1295822)",,,,
6999157,Julianalaan,tertiary,30,False,False,247.017,"LINESTRING (5.2096714 52.129926, 5.2095436 52.1298668, 5.2087011 52.1294928, 5.2082912 52.1293142, 5.2081767 52.1292772, 5.2080613 52.1292541, 5.207954 52.1292483, 5.2078333 52.1292475, 5.2077059 52.1292632, 5.2075396 52.1292912, 5.207423 52.1293126, 5.2073136 52.1293428, 5.2069494 52.1294468, 5.206599 52.1295592, 5.2065106 52.1295822)",,,,
6999157,Julianalaan,tertiary,30,False,True,53.204,"LINESTRING (5.2096714 52.129926, 5.2098216 52.1299868, 5.2100061 52.1300671, 5.2103185 52.1301926)",,,,
171763339,Prins Bernhardlaan,residential,30,False,True,276.357,"LINESTRING (5.2096714 52.129926, 5.2096563 52.1299609, 5.20961 52.1300036, 5.2095173 52.1300808, 5.2072396 52.1306817, 5.2061118 52.1303841, 5.2060865 52.1303625)",,,,
6999157,Julianalaan,tertiary,30,False,False,53.204,"LINESTRING (5.2103185 52.1301926, 5.2100061 52.1300671, 5.2098216 52.1299868, 5.2096714 52.129926)",,,,
"[6999154, 308424076]",Koperwieklaan,residential,30,False,True,81.557,"LINESTRING (5.2103185 52.1301926, 5.2103916 52.1301141, 5.210848 52.1296753, 5.2109558 52.1295723)",,,,
6998703,Rembrandtlaan,residential,30,False,False,283.824,"LINESTRING (5.2008992 52.1301713, 5.2011011 52.1302489, 5.20134 52.13033, 5.20184 52.13044, 5.2025509 52.1305813, 5.2033398 52.130738, 5.2035807 52.1308103, 5.2037947 52.1309206, 5.20412 52.13124, 5.2042069 52.1313598, 5.2042785 52.1314507)",,,,
6998870,Rubenslaan,residential,30,False,False,238.64,"LINESTRING (5.2008992 52.1301713, 5.2008072 52.13026, 5.2006796 52.1303383, 5.2006591 52.1303764, 5.2006697 52.1304184, 5.20106 52.13074, 5.20143 52.13112, 5.20154 52.13127, 5.20186 52.13191, 5.2019082 52.1320773)",,,,
171763339,Prins Bernhardlaan,residential,30,False,False,276.357,"LINESTRING (5.2060865 52.1303625, 5.2061118 52.1303841, 5.2072396 52.1306817, 5.2095173 52.1300808, 5.20961 52.1300036, 5.2096563 52.1299609, 5.2096714 52.129926)",,,,
6998708,Jan van Eycklaan,tertiary,30,False,True,139.066,"LINESTRING (5.1979161 52.1308404, 5.1981229 52.1310754, 5.1983396 52.1313218, 5.1988843 52.1319408)",,,,
6998865,Cornelia de Rijcklaan,residential,30,False,False,91.508,"LINESTRING (5.1974582 52.1315424, 5.197196 52.1316226, 5.19708 52.13149, 5.1974028 52.1313771, 5.1974894 52.1313901, 5.1975788 52.131504, 5.1974582 52.1315424)",,,,
6998865,Cornelia de Rijcklaan,residential,30,False,True,91.508,"LINESTRING (5.1974582 52.1315424, 5.1975788 52.131504, 5.1974894 52.1313901, 5.1974028 52.1313771, 5.19708 52.13149, 5.197196 52.1316226, 5.1974582 52.1315424)",,,,
6998865,Cornelia de Rijcklaan,residential,30,False,False,86.03399999999999,"LINESTRING (5.1974582 52.1315424, 5.1974975 52.1315888, 5.197767 52.1319075, 5.1977992 52.1319956, 5.1980017 52.1322376)",,,,
6999620,Jan Gossaertlaan,residential,30,False,False,68.691,"LINESTRING (5.1988843 52.1319408, 5.1980017 52.1322376)",,,,
6998708,Jan van Eycklaan,tertiary,30,False,False,139.066,"LINESTRING (5.1988843 52.1319408, 5.1983396 52.1313218, 5.1981229 52.1310754, 5.1979161 52.1308404)",,,,
6998708,Jan van Eycklaan,tertiary,30,False,True,95.803,"LINESTRING (5.1988843 52.1319408, 5.1990836 52.1321795, 5.1995246 52.1327075)",,,,
6998880,Jan Steenlaan,tertiary,30,False,True,176.154,"LINESTRING (5.2019082 52.1320773, 5.2042785 52.1314507)",,,,
6998870,Rubenslaan,residential,30,False,True,238.64000000000001,"LINESTRING (5.2019082 52.1320773, 5.20186 52.13191, 5.20154 52.13127, 5.20143 52.13112, 5.20106 52.13074, 5.2006697 52.1304184, 5.2006591 52.1303764, 5.2006796 52.1303383, 5.2008072 52.13026, 5.2008992 52.1301713)",,,,
6998880,Jan Steenlaan,tertiary,30,False,False,122.90899999999999,"LINESTRING (5.2019082 52.1320773, 5.2010977 52.1322916, 5.2008612 52.1323541, 5.2002544 52.1325146)",,,,
6999620,Jan Gossaertlaan,residential,30,False,True,68.691,"LINESTRING (5.1980017 52.1322376, 5.1988843 52.1319408)",,,,
6998865,Cornelia de Rijcklaan,residential,30,False,True,86.03399999999999,"LINESTRING (5.1980017 52.1322376, 5.1977992 52.1319956, 5.197767 52.1319075, 5.1974975 52.1315888, 5.1974582 52.1315424)",,,,
242348322,Ensahlaan,residential,,False,True,328.13599999999997,"LINESTRING (5.2097015 52.1324228, 5.2096948 52.1323248, 5.2096224 52.132166, 5.2096224 52.1320318, 5.2095607 52.1318968, 5.20948 52.13177, 5.20938 52.13168, 5.20928 52.13163, 5.209128 52.1315701, 5.2088849 52.1315346, 5.2086551 52.1315386, 5.2085293 52.1315668, 5.2084233 52.1316308, 5.2083629 52.1317129, 5.2082406 52.1318965, 5.2081232 52.1319622, 5.2079764 52.1320066, 5.2078795 52.1320115, 5.2077827 52.1320066, 5.20764 52.13195, 5.2075754 52.1318815, 5.2073788 52.1315266, 5.2073158 52.131463, 5.2072481 52.1314157, 5.2072004 52.1313923, 5.2071317 52.131372, 5.2070715 52.1313576, 5.2070085 52.1313534, 5.2069346 52.1313623)",,,,
603272393,Bilderdijklaan,residential,30,False,False,70.254,"LINESTRING (5.2097015 52.1324228, 5.2095339 52.1324384, 5.2093515 52.132487, 5.2090627 52.1326168, 5.208803 52.1327126)",,,,
6998880,Jan Steenlaan,tertiary,30,False,False,54.235,"LINESTRING (5.2002544 52.1325146, 5.1995246 52.1327075)",,,,
6998880,Jan Steenlaan,tertiary,30,False,True,122.90899999999999,"LINESTRING (5.2002544 52.1325146, 5.2008612 52.1323541, 5.2010977 52.1322916, 5.2019082 52.1320773)",,,,
6998880,Jan Steenlaan,tertiary,30,False,True,54.235,"LINESTRING (5.1995246 52.1327075, 5.2002544 52.1325146)",,,,
6998708,Jan van Eycklaan,tertiary,30,False,False,95.803,"LINESTRING (5.1995246 52.1327075, 5.1990836 52.1321795, 5.1988843 52.1319408)",,,,
6999219,Soestdijkseweg Noord,secondary,50,False,True,23.44,"LINESTRING (5.2073479 52.1327148, 5.207499 52.1329041)",,,,
"[213798759, 6998935]","['Van Ostadeplein', 'Van Ostadelaan']",residential,30,False,False,131.505,"LINESTRING (5.2073479 52.1327148, 5.2062273 52.1330655, 5.2056188 52.1332359)",,,,
