osmid,name,highway,maxspeed,oneway,reversed,length,geometry,access,junction,width,bridge
123526017,Markt,residential,30,False,False,83.80199999999999,"LINESTRING (5.4602775 51.5644281, 5.4604423 51.5645615, 5.460657 51.5647123, 5.4609168 51.5648717, 5.4611177 51.5649671)",,,,
"[961132649, 299988226]",Corridor,residential,30,False,True,47.830999999999996,"LINESTRING (5.4659092 51.5652375, 5.4659097 51.5649477, 5.4658183 51.5649425, 5.4656843 51.5649436)",,,,
89579001,Corridor,residential,30,False,False,168.44600000000003,"LINESTRING (5.4639021 51.5621493, 5.4630698 51.5616282, 5.4629518 51.5615727, 5.4627243 51.561486, 5.4624418 51.5614023, 5.4623161 51.561365, 5.4621482 51.5613128, 5.4621189 51.5612936, 5.4620954 51.5612596, 5.4620702 51.5612003)",,,,
304391391,Achterpad,residential,50,False,False,9.03,"LINESTRING (5.4658598 51.5656253, 5.4657295 51.5656195)",,,,
200494614,Hertog Hendrikstraat,residential,30,False,False,32.78,"LINESTRING (5.4620702 51.5612003, 5.4616189 51.5612908)",,,,
89579001,Corridor,residential,30,False,True,168.446,"LINESTRING (5.4620702 51.5612003, 5.4620954 51.5612596, 5.4621189 51.5612936, 5.4621482 51.5613128, 5.4623161 51.561365, 5.4624418 51.5614023, 5.4627243 51.561486, 5.4629518 51.5615727, 5.4630698 51.5616282, 5.4639021 51.5621493)",,,,
961133046,Hertog Hendrikstraat,residential,50,True,False,22.605999999999998,"LINESTRING (5.4620702 51.5612003, 5.4622043 51.5611545, 5.462225 51.561149, 5.4623313 51.5611174, 5.4623617 51.5611084)",,,,
123253350,Corridor,residential,30,False,True,10.395,"LINESTRING (5.463188 51.5614972, 5.4630417 51.5615188)",,,3,
123452007,Nijnselseweg,residential,50,False,True,46.173,"LINESTRING (5.463188 51.5614972, 5.4630349 51.5613707, 5.462955 51.561298, 5.4629202 51.5612541, 5.4629057 51.5612334, 5.4628433 51.5611441)",,,,
"[961132656, 961132658]",Corridor,residential,30,False,False,103.822,"LINESTRING (5.463188 51.5614972, 5.4641856 51.5620766, 5.464086 51.5621348)",,,3,
"[123253345, 961132657]",Corridor,residential,30,False,True,177.87800000000001,"LINESTRING (5.4656218 51.5639507, 5.4655976 51.5639041, 5.4655109 51.563674, 5.4653258 51.5632589, 5.4650925 51.562877, 5.4647869 51.5625414, 5.4646434 51.5625342)",,,,
"[123344256, 299988225, 961132652, 200494608, 123550448]",Corridor,residential,30,False,"[False, True]",82.70599999999999,"LINESTRING (5.4656218 51.5639507, 5.4656287 51.563983, 5.4656231 51.5640109, 5.4656356 51.5640507, 5.4656878 51.564275, 5.4657438 51.5645786, 5.465662 51.5646765)",,,3,yes
"[7171528, 123344260, 127111916]",Corridor,tertiary,50,False,False,58.829,"LINESTRING (5.464086 51.5621348, 5.4643242 51.5622922, 5.4644887 51.5624162, 5.4646434 51.5625342)",,,,yes
7171528,Corridor,tertiary,50,False,True,99.728,"LINESTRING (5.464086 51.5621348, 5.46357 51.56179, 5.4630417 51.5615188)",,,,
"[961132656, 961132658]",Corridor,residential,30,False,True,103.822,"LINESTRING (5.464086 51.5621348, 5.4641856 51.5620766, 5.463188 51.5614972)",,,3,
"[7171529, 123344260, 7171541]",Corridor,tertiary,50,False,False,250.856,"LINESTRING (5.4646434 51.5625342, 5.4649079 51.56281, 5.465153 51.5631488, 5.4652949 51.5634194, 5.4654487 51.5638259, 5.4654899 51.5639488, 5.4655098 51.5640131, 5.4655214 51.5640633, 5.4655806 51.5642857, 5.465662 51.5646765)",,,,yes
"[7171528, 127111916, 123344260]",Corridor,tertiary,50,False,True,58.829,"LINESTRING (5.4646434 51.5625342, 5.4644887 51.5624162, 5.4643242 51.5622922, 5.464086 51.5621348)",,,,yes
"[961132657, 123253345]",Corridor,residential,30,False,False,177.878,"LINESTRING (5.4646434 51.5625342, 5.4647869 51.5625414, 5.4650925 51.562877, 5.4653258 51.5632589, 5.4655109 51.563674, 5.4655976 51.5639041, 5.4656218 51.5639507)",,,,
7171494,Eerschotsestraat,residential,30,False,True,115.909,"LINESTRING (5.466287 51.565341, 5.467292 51.5652693, 5.4675086 51.5652745, 5.4677139 51.565294, 5.467943 51.5653402)",,,,
123525666,Eerschotsestraat,residential,30,True,False,32.261,"LINESTRING (5.466287 51.565341, 5.4659931 51.5654156, 5.4658499 51.5654418)",,,,
123457517,Meierij,residential,30,False,True,25.028,"LINESTRING (5.4576465 51.5642209, 5.4574186 51.564046)",,,,
306554296,Meierij B,residential,30,False,True,40.334,"LINESTRING (5.4576465 51.5642209, 5.4581033 51.5639952)",,,,
"[306554298, 306554299]","['Meierij D', 'Meierij C']",residential,30,False,False,93.53999999999999,"LINESTRING (5.4576465 51.5642209, 5.4574711 51.5643076, 5.4569407 51.5645656, 5.4565914 51.5647475)",,,,
123457517,Meierij,residential,30,False,False,25.028,"LINESTRING (5.4574186 51.564046, 5.4576465 51.5642209)",,,,
125983929,,tertiary,50,True,False,11.600000000000001,"LINESTRING (5.4657086 51.5653214, 5.4657489 51.5653286, 5.4657851 51.5653417, 5.4658151 51.56536, 5.4658369 51.5653823)",,roundabout,,
7170967,Laan ten Bogaerde,residential,30,False,True,6.308,"LINESTRING (5.4647514 51.5686864, 5.464838 51.5687043)",yes,,4.5,
269139017,Lindendijk,tertiary,50,True,False,45.519999999999996,"LINESTRING (5.4647514 51.5686864, 5.4647771 51.5685909, 5.4648312 51.5684373, 5.4649349 51.568296)",,,,
70115380,Lindendijk,tertiary,50,False,True,269.782,"LINESTRING (5.4649349 51.568296, 5.465303 51.5672303, 5.4655306 51.5665232, 5.46561 51.56616, 5.4656286 51.5659117)",,,,
123525280,Lindendijk,tertiary,50,True,False,45.99,"LINESTRING (5.4649349 51.568296, 5.4649208 51.5684432, 5.4648691 51.5686007, 5.464838 51.5687043)",,,,
125983929,,tertiary,50,True,False,12.249,"LINESTRING (5.4658499 51.5654418, 5.4658308 51.5654765, 5.4657937 51.5655051, 5.465743 51.565524)",,roundabout,,
304391391,Achterpad,residential,50,False,True,9.03,"LINESTRING (5.4657295 51.5656195, 5.4658598 51.5656253)",,,,
7171550,Lindendijk,tertiary,50,True,False,33.528999999999996,"LINESTRING (5.4657295 51.5656195, 5.465719 51.5657438, 5.4656286 51.5659117)",,,,
7171550,Lindendijk,tertiary,50,True,False,10.66,"LINESTRING (5.465743 51.565524, 5.4657295 51.5656195)",,,,
429370950,,tertiary,50,True,False,8.203,"LINESTRING (5.465743 51.565524, 5.4657047 51.5655301, 5.4656651 51.5655305, 5.4656265 51.5655252)",,roundabout,,
123525663,Borchmolendijk,residential,50,True,False,27.072,"LINESTRING (5.4655426 51.5654855, 5.4653943 51.5654924, 5.4651519 51.5654823)",,,,
429370953,,tertiary,50,True,False,7.56,"LINESTRING (5.4655426 51.5654855, 5.4655252 51.5654656, 5.4655151 51.5654438, 5.4655127 51.5654212)",,roundabout,,
429370949,,tertiary,50,True,False,7.381,"LINESTRING (5.4656265 51.5655252, 5.4655794 51.5655095, 5.4655426 51.5654855)",,roundabout,,
219011815,,residential,30,False,False,61.874,"LINESTRING (5.4645006 51.5660629, 5.4644893 51.5655065)",no,,,
219011815,,residential,30,False,False,63.013000000000005,"LINESTRING (5.4645006 51.5660629, 5.4644397 51.5660958, 5.4644263 51.5661408, 5.4644275 51.5662099, 5.4644575 51.5662799, 5.4645136 51.5662907, 5.4645794 51.56627, 5.4645974 51.5662264, 5.4646033 51.5661458, 5.4645845 51.5660808, 5.4645006 51.5660629)",no,,,
219011815,,residential,30,False,True,63.01299999999999,"LINESTRING (5.4645006 51.5660629, 5.4645845 51.5660808, 5.4646033 51.5661458, 5.4645974 51.5662264, 5.4645794 51.56627, 5.4645136 51.5662907, 5.4644575 51.5662799, 5.4644275 51.5662099, 5.4644263 51.5661408, 5.4644397 51.5660958, 5.4645006 51.5660629)",no,,,
7171541,Corridor,tertiary,50,False,False,29.74,"LINESTRING (5.465662 51.5646765, 5.4656843 51.5649436)",,,,
"[7171529, 123344260, 7171541]",Corridor,tertiary,50,False,True,250.856,"LINESTRING (5.465662 51.5646765, 5.4655806 51.5642857, 5.4655214 51.5640633, 5.4655098 51.5640131, 5.4654899 51.5639488, 5.4654487 51.5638259, 5.4652949 51.5634194, 5.465153 51.5631488, 5.4649079 51.56281, 5.4646434 51.5625342)",,,,yes
"[123344256, 299988225, 961132652, 200494608, 123550448]",Corridor,residential,30,False,"[False, True]",82.70600000000002,"LINESTRING (5.465662 51.5646765, 5.4657438 51.5645786, 5.4656878 51.564275, 5.4656356 51.5640507, 5.4656231 51.5640109, 5.4656287 51.563983, 5.4656218 51.5639507)",,,3,yes
70115380,Lindendijk,tertiary,50,False,False,269.782,"LINESTRING (5.4656286 51.5659117, 5.46561 51.56616, 5.4655306 51.5665232, 5.465303 51.5672303, 5.4649349 51.568296)",,,,
269139018,Lindendijk,tertiary,50,True,False,42.979,"LINESTRING (5.4656286 51.5659117, 5.4656248 51.5656201, 5.4656265 51.5655252)",,,,
961133041,,tertiary,50,True,False,8.419,"LINESTRING (5.4626486 51.5611888, 5.4626167 51.5612025, 5.4625807 51.5612114, 5.4625371 51.5612162)",,roundabout,,
961133045,Corridor,tertiary,50,True,False,28.954,"LINESTRING (5.4626486 51.5611888, 5.4626889 51.5612653, 5.4626976 51.5612819, 5.4627241 51.5613125, 5.4627632 51.5613552, 5.4628414 51.5614169)",,,,
961133043,Nijnselseweg,tertiary,50,True,False,34.68599999999999,"LINESTRING (5.462617 51.5606944, 5.4626075 51.5608386, 5.4626036 51.560859, 5.4625986 51.5608845, 5.462593 51.560918, 5.4625918 51.560987, 5.4625928 51.5610057)",,,,
284715250,,tertiary,50,True,False,14.508999999999999,"LINESTRING (5.4623617 51.5611084, 5.4623635 51.5610945, 5.4623721 51.5610718, 5.4623884 51.5610508, 5.4624116 51.5610325, 5.4624406 51.5610177, 5.462474 51.5610072)",,roundabout,,
284715244,,tertiary,50,True,False,24.872,"LINESTRING (5.4625928 51.5610057, 5.4626193 51.5610139, 5.4626569 51.5610315, 5.4626855 51.5610548, 5.4627029 51.5610821, 5.4627078 51.5611113, 5.4626998 51.5611402, 5.4626796 51.5611667, 5.4626486 51.5611888)",,roundabout,,
961133042,,tertiary,50,True,False,8.347,"LINESTRING (5.462474 51.5610072, 5.4625071 51.5610017, 5.4625413 51.5610003, 5.4625928 51.5610057)",,roundabout,,
961133044,Nijnselseweg,tertiary,50,True,False,36.734,"LINESTRING (5.462474 51.5610072, 5.4624907 51.5609282, 5.4624941 51.5609123, 5.4625012 51.5608764, 5.4625145 51.560814, 5.462617 51.5606944)",,,,
123452007,Nijnselseweg,residential,50,False,False,46.173,"LINESTRING (5.4628433 51.5611441, 5.4629057 51.5612334, 5.4629202 51.5612541, 5.462955 51.561298, 5.4630349 51.5613707, 5.463188 51.5614972)",,,,
7171512,,tertiary,50,True,False,9.398,"LINESTRING (5.4625371 51.5612162, 5.4625102 51.5612141, 5.462479 51.5612094, 5.4624497 51.5612012, 5.4624233 51.5611897, 5.4624148 51.5611841)",,roundabout,,
7171528,Corridor,tertiary,50,False,False,17.891,"LINESTRING (5.4628414 51.5614169, 5.4630417 51.5615188)",,,,
961132661,Corridor,tertiary,50,True,False,32.817,"LINESTRING (5.4628414 51.5614169, 5.4626962 51.561388, 5.4626434 51.5613547, 5.4626276 51.5613365, 5.4625978 51.5613025, 5.4625503 51.5612349, 5.4625371 51.5612162)",,,,
