osmid,name,highway,oneway,reversed,length,geometry,lanes,junction,bridge,ref
37097868,仁義街,residential,False,True,102.45400000000001,"LINESTRING (120.9720522 24.8062745, 120.9713358 24.8058185, 120.9713221 24.8058098, 120.9712096 24.8057639)",,,,
392565452,民權路,residential,False,False,128.37900000000002,"LINESTRING (120.9735351 24.8100331, 120.9734398 24.8101539, 120.9734072 24.8101952, 120.9732589 24.8103833, 120.9731002 24.8105906, 120.9727948 24.8109719)",,,,
193771606,,residential,False,True,37.968,"LINESTRING (120.9659032 24.8100846, 120.9655925 24.8098921)",,,,
327284761,中正路,tertiary,False,False,73.368,"LINESTRING (120.9659032 24.8100846, 120.965809 24.8102068, 120.9656776 24.8103774, 120.9654866 24.8106253)",,,,
327284761,中正路,tertiary,False,True,154.59699999999998,"LINESTRING (120.9659032 24.8100846, 120.966052 24.8098915, 120.9661317 24.8097881, 120.9664685 24.809351, 120.9667014 24.8090488, 120.9667811 24.8089453)",,,,
34995734,府後街,residential,True,False,104.21799999999999,"LINESTRING (120.9702189 24.8066214, 120.9702689 24.8065555, 120.9706222 24.8060895, 120.9706676 24.8060335, 120.9707952 24.8058762, 120.9708126 24.8058547)",,,,
323599509,府後街,residential,True,False,108.706,"LINESTRING (120.9702189 24.8066214, 120.9701585 24.8066998, 120.9698717 24.8070724, 120.9698562 24.8070925, 120.9698422 24.8071107, 120.9698112 24.8071509, 120.9697232 24.8072652, 120.9696019 24.8074227)",,,,
323599510,中央路,tertiary,False,False,135.863,"LINESTRING (120.9702189 24.8066214, 120.9701786 24.8065954, 120.9699335 24.8064376, 120.9697027 24.806289, 120.9696229 24.8062377, 120.9691994 24.805965, 120.969121 24.8059145)",,,,
"[328764234, 328764236, 327363917]","['成功橋', '中央路']",tertiary,False,True,68.131,"LINESTRING (120.9702189 24.8066214, 120.9702758 24.8066602, 120.9705061 24.8068171, 120.9706442 24.8069063, 120.9707337 24.8069641, 120.9707635 24.8069833)",,,yes,
34639373,復興路,residential,False,False,126.95,"LINESTRING (120.968736 24.8032261, 120.968006 24.8041558)",,,,
36726276,文昌街,residential,False,True,83.409,"LINESTRING (120.968736 24.8032261, 120.9694157 24.8036527)",,,,
36726276,文昌街,residential,False,False,147.562,"LINESTRING (120.968736 24.8032261, 120.9684746 24.8030691, 120.9680888 24.8028373, 120.9675169 24.8024937)",,,,
36726276,文昌街,residential,False,False,83.409,"LINESTRING (120.9694157 24.8036527, 120.968736 24.8032261)",,,,
36726276,文昌街,residential,False,True,83.18100000000001,"LINESTRING (120.9694157 24.8036527, 120.970022 24.8039916, 120.9701171 24.8040454)",,,,
328764241,大同路,residential,True,False,96.106,"LINESTRING (120.9694157 24.8036527, 120.9696814 24.8032866, 120.96995 24.802959, 120.9699605 24.8029443)",,,,
229745054,長安街,residential,False,False,66.339,"LINESTRING (120.9644761 24.8082368, 120.9647467 24.8079125, 120.9648593 24.8077526)",,,,
100635003,仁德街,residential,False,False,40.836,"LINESTRING (120.9648881 24.8054115, 120.9646649 24.8057178)",,,,
100635003,仁德街,residential,False,True,111.696,"LINESTRING (120.9648881 24.8054115, 120.9651968 24.804988, 120.9654961 24.8045722)",,,,
328915421,東大路一段,tertiary,True,False,84.976,"LINESTRING (120.9727762 24.8073409, 120.972372 24.8079172, 120.9723265 24.8079869)",2,,,122
244750847,建興街,residential,False,True,107.84,"LINESTRING (120.9664038 24.8077429, 120.9666116 24.8078765, 120.9672238 24.8082699, 120.9672758 24.8083033)",,,,
328764237,大同路,residential,False,False,164.548,"LINESTRING (120.9664038 24.8077429, 120.9668417 24.8071518, 120.9673135 24.8065149)",,,,
328764237,大同路,residential,False,True,88.75399999999999,"LINESTRING (120.9664038 24.8077429, 120.9662419 24.8079615, 120.966151 24.8080843, 120.9659132 24.8084053)",,,,
244750847,建興街,residential,False,False,107.84,"LINESTRING (120.9672758 24.8083033, 120.9672238 24.8082699, 120.9666116 24.8078765, 120.9664038 24.8077429)",,,,
328896992,中正路,tertiary,False,False,87.11699999999999,"LINESTRING (120.9672758 24.8083033, 120.9669835 24.8086826, 120.9668385 24.8088708, 120.9667811 24.8089453)",,,,
328896992,中正路,tertiary,False,True,82.87100000000001,"LINESTRING (120.9672758 24.8083033, 120.967319 24.8082472, 120.9676915 24.8077639, 120.9677464 24.8076926)",,,,
323599509,府後街,residential,True,False,134.81300000000002,"LINESTRING (120.9696019 24.8074227, 120.969569 24.8074667, 120.9691071 24.8080652, 120.968851 24.8083979, 120.9688367 24.8084164)",,,,
"[328764232, 328764233, 323599506]",府後橋,residential,True,False,67.352,"LINESTRING (120.9696019 24.8074227, 120.9696523 24.8074547, 120.9697467 24.8075148, 120.9698789 24.8075989, 120.9699158 24.8076223, 120.9700682 24.80772, 120.9701489 24.8077696)",,,yes,
242640386,民族路,tertiary,False,True,170.265,"LINESTRING (120.9717378 24.8026706, 120.9717554 24.8027408, 120.9718389 24.8030729, 120.97196 24.8035201, 120.9721292 24.80416)",2,,,
323735913,民族路,tertiary,True,False,38.782000000000004,"LINESTRING (120.9717378 24.8026706, 120.9716769 24.8025984, 120.9716393 24.8025791, 120.9715804 24.8025679, 120.9714829 24.8025739, 120.9714168 24.8026194)",,,,
34995736,中正路,tertiary,False,True,6.008,"LINESTRING (120.9714168 24.8026194, 120.9713945 24.8026695)",2,,,
831187153,中正路,tertiary,False,False,48.976,"LINESTRING (120.9714168 24.8026194, 120.9714874 24.8024977, 120.9716454 24.8022309)",2,,,
328764238,大同橋,residential,True,False,41.107,"LINESTRING (120.9699605 24.8029443, 120.9703361 24.8028667, 120.9703576 24.8028623)",,,yes,
34995733,大同路,residential,True,False,106.835,"LINESTRING (120.9703576 24.8028623, 120.9704152 24.8028516, 120.9707094 24.8027969, 120.97088 24.8027652, 120.9712724 24.8026922, 120.9713945 24.8026695)",,,,
36726278,信義街,residential,True,False,124.38900000000001,"LINESTRING (120.9703576 24.8028623, 120.9703668 24.8028917, 120.9705254 24.8034004, 120.9706018 24.8036455, 120.9706515 24.803844, 120.9706781 24.8039422)",,,,
93114907,武昌街,residential,False,True,144.499,"LINESTRING (120.9675169 24.8024937, 120.9666999 24.8035608)",,,,
36726276,文昌街,residential,False,True,147.56199999999998,"LINESTRING (120.9675169 24.8024937, 120.9680888 24.8028373, 120.9684746 24.8030691, 120.968736 24.8032261)",,,,
326490089,東門街,residential,False,True,102.763,"LINESTRING (120.969024 24.8041679, 120.968006 24.8041558)",,,,
328764241,大同路,residential,True,False,69.606,"LINESTRING (120.969024 24.8041679, 120.9694157 24.8036527)",,,,
326490089,東門街,residential,False,False,103.38300000000001,"LINESTRING (120.969024 24.8041679, 120.9698964 24.8041623, 120.9699069 24.8041622, 120.9700482 24.804163)",,,,
328764243,大同路,residential,False,True,82.834,"LINESTRING (120.969024 24.8041679, 120.9687677 24.8045145, 120.9685666 24.8047864)",,,,
323735914,民族路,tertiary,True,False,49.78,"LINESTRING (120.9716454 24.8022309, 120.9717068 24.8025399, 120.9717378 24.8026706)",1,,,
831187153,中正路,tertiary,False,True,48.976,"LINESTRING (120.9716454 24.8022309, 120.9714874 24.8024977, 120.9714168 24.8026194)",2,,,
326490089,東門街,residential,False,False,79.742,"LINESTRING (120.9668673 24.804409, 120.9676151 24.8041777)",,,,
"[93114904, 326490089]","['東門街', '北門街']",residential,False,"[False, True]",120.53999999999999,"LINESTRING (120.9668673 24.804409, 120.9666294 24.8044647, 120.9661011 24.8045885, 120.9660773 24.8049536)",,,,
328764239,中央路,residential,False,False,95.81800000000001,"LINESTRING (120.9668673 24.804409, 120.9668071 24.8041038, 120.966784 24.80398, 120.9666999 24.8035608)",,,,
"[29344137, 286607861]",西大路,tertiary,False,False,162.84199999999998,"LINESTRING (120.9651629 24.8025915, 120.9647968 24.8030771, 120.964235 24.8037894)",2,,,
30104584,西門街,residential,False,False,85.429,"LINESTRING (120.9651629 24.8025915, 120.9650223 24.802497, 120.9647302 24.8022971, 120.9644758 24.8021434)",,,,
185740091,西門街,residential,False,False,188.93400000000003,"LINESTRING (120.9651629 24.8025915, 120.9656725 24.8029188, 120.9657613 24.8029759, 120.9661749 24.8032363, 120.9663565 24.8033541, 120.966473 24.8034296, 120.9666999 24.8035608)",,,,
30104584,西門街,residential,False,True,85.429,"LINESTRING (120.9644758 24.8021434, 120.9647302 24.8022971, 120.9650223 24.802497, 120.9651629 24.8025915)",,,,
93114902,東前街,residential,False,False,115.061,"LINESTRING (120.9666999 24.8035608, 120.9676151 24.8041777)",,,,
93114907,武昌街,residential,False,False,144.499,"LINESTRING (120.9666999 24.8035608, 120.9675169 24.8024937)",,,,
185740091,西門街,residential,False,True,188.934,"LINESTRING (120.9666999 24.8035608, 120.966473 24.8034296, 120.9663565 24.8033541, 120.9661749 24.8032363, 120.9657613 24.8029759, 120.9656725 24.8029188, 120.9651629 24.8025915)",,,,
328764239,中央路,residential,False,True,95.818,"LINESTRING (120.9666999 24.8035608, 120.966784 24.80398, 120.9668071 24.8041038, 120.9668673 24.804409)",,,,
