osmid,highway,oneway,reversed,length,lanes,maxspeed,geometry,ref,name,access,junction,tunnel,bridge
131688355,residential,False,False,164.992,,,"LINESTRING (2.8584138 36.5240792, 2.8596049 36.525213)",,,,,,
157686501,residential,False,True,13.875,,,"LINESTRING (2.8584138 36.5240792, 2.8583031 36.5239917)",,,,,,
131688349,residential,False,False,34.053,,,"LINESTRING (2.8611905 36.5222124, 2.8608979 36.5224086)",,,,,,
316460126,primary,False,False,26.019,2,40,"LINESTRING (2.8611905 36.5222124, 2.8613212 36.5224215)",RN 1,Rue du 1er Novembre,yes,,,
316460126,primary,False,True,213.89499999999998,2,40,"LINESTRING (2.8611905 36.5222124, 2.8609575 36.5218397, 2.8602755 36.5207526, 2.8602356 36.5206831, 2.8602056 36.5206308, 2.8601348 36.5204867)",RN 1,Rue du 1er Novembre,yes,,,
131688346,residential,False,False,82.501,,,"LINESTRING (2.8618255 36.5232686, 2.8625148 36.522775)",,,,,,
316460126,primary,False,False,10.617,2,40,"LINESTRING (2.8618255 36.5232686, 2.8618813 36.5233529)",RN 1,Rue du 1er Novembre,yes,,,
316460126,primary,False,True,104.418,2,40,"LINESTRING (2.8618255 36.5232686, 2.8613212 36.5224215)",RN 1,Rue du 1er Novembre,yes,,,
131688345,residential,False,True,78.598,,,"LINESTRING (2.862193 36.5249781, 2.8628617 36.5245189)",,,,,,
131690995,residential,False,False,131.477,,,"LINESTRING (2.862193 36.5249781, 2.8612585 36.5240648)",,,,,,
131690995,residential,False,True,103.94500000000001,,,"LINESTRING (2.862193 36.5249781, 2.8622681 36.5251074, 2.8615266 36.5256293)",,,,,,
131688344,residential,False,True,35.709,,,"LINESTRING (2.8629789 36.5232085, 2.8627138 36.5229682)",,,,,,
131688354,residential,False,False,93.805,,,"LINESTRING (2.8629789 36.5232085, 2.8621895 36.5237646)",,,,,,
157509447,residential,False,False,105.529,,,"LINESTRING (2.8629789 36.5232085, 2.8637529 36.5239253)",,,,,,
316460126,primary,False,False,104.418,2,40,"LINESTRING (2.8613212 36.5224215, 2.8618255 36.5232686)",RN 1,Rue du 1er Novembre,yes,,,
316460126,primary,False,True,26.019,2,40,"LINESTRING (2.8613212 36.5224215, 2.8611905 36.5222124)",RN 1,Rue du 1er Novembre,yes,,,
784109994,residential,False,True,55.328,,,"LINESTRING (2.8613212 36.5224215, 2.8608479 36.5227423)",,,,,,
"[131688347, 131688348]",residential,False,True,153.038,,,"LINESTRING (2.8613212 36.5224215, 2.8618094 36.5221089, 2.8625148 36.522775)",,,,,,
131688344,residential,False,False,27.888,,,"LINESTRING (2.8625148 36.522775, 2.8627138 36.5229682)",,,,,,
131688346,residential,False,True,82.501,,,"LINESTRING (2.8625148 36.522775, 2.8618255 36.5232686)",,,,,,
"[131688347, 131688348]",residential,False,False,153.038,,,"LINESTRING (2.8625148 36.522775, 2.8618094 36.5221089, 2.8613212 36.5224215)",,,,,,
56033958,primary,False,False,8.332,2,50,"LINESTRING (2.8621895 36.5237646, 2.8621284 36.523708)",RN 1,RN 1,yes,,,
131688354,residential,False,True,93.805,,,"LINESTRING (2.8621895 36.5237646, 2.8629789 36.5232085)",,,,,,
56033958,primary,False,True,103.17,2,50,"LINESTRING (2.8621895 36.5237646, 2.86276 36.5243986, 2.8628617 36.5245189)",RN 1,RN 1,yes,,,
56033958,primary,False,True,123.05,2,50,"LINESTRING (2.8628617 36.5245189, 2.8636563 36.5254227)",RN 1,RN 1,yes,,,
131688345,residential,False,False,78.598,,,"LINESTRING (2.8628617 36.5245189, 2.862193 36.5249781)",,,,,,
157509447,residential,False,True,103.433,,,"LINESTRING (2.8628617 36.5245189, 2.8637529 36.5239253)",,,,,,
56033958,primary,False,False,103.17,2,50,"LINESTRING (2.8628617 36.5245189, 2.86276 36.5243986, 2.8621895 36.5237646)",RN 1,RN 1,yes,,,
131688351,residential,False,False,53.673,,,"LINESTRING (2.8610763 36.5266048, 2.8606841 36.5262392)",,,,,,
131690994,residential,False,True,54.39,,,"LINESTRING (2.8610763 36.5266048, 2.8614714 36.5269769)",,,,,,
157685833,residential,False,True,252.252,,,"LINESTRING (2.8610763 36.5266048, 2.8627727 36.5254085, 2.8631526 36.5257457)",,,,,,
37292914,secondary,False,False,99.678,2,,"LINESTRING (2.8596049 36.525213, 2.8604377 36.5246166)",,Vers Beni Mered,,,,
37292914,secondary,False,True,86.985,2,,"LINESTRING (2.8596049 36.525213, 2.8588606 36.5257172)",,Vers Beni Mered,,,,
131688351,residential,False,True,105.218,,,"LINESTRING (2.8596049 36.525213, 2.8603857 36.5259213)",,,,,,
131688355,residential,False,True,164.992,,,"LINESTRING (2.8596049 36.525213, 2.8584138 36.5240792)",,,,,,
37292914,secondary,False,False,76.838,2,,"LINESTRING (2.8612585 36.5240648, 2.8618994 36.5236041)",,Vers Beni Mered,,,,
37292914,secondary,False,True,95.625,2,,"LINESTRING (2.8612585 36.5240648, 2.8604377 36.5246166)",,Vers Beni Mered,,,,
131690995,residential,False,True,131.477,,,"LINESTRING (2.8612585 36.5240648, 2.862193 36.5249781)",,,,,,
157509691,residential,False,False,136.088,,,"LINESTRING (2.8612585 36.5240648, 2.8602584 36.5231418)",,,,,,
37292914,secondary,False,False,9.472,2,,"LINESTRING (2.857387 36.5267308, 2.8574671 36.526675)",,Vers Beni Mered,,,,
37292914,secondary,False,True,158.992,2,,"LINESTRING (2.857387 36.5267308, 2.856023 36.527649)",,Vers Beni Mered,,,,
131690993,residential,False,False,44.34,,,"LINESTRING (2.8614714 36.5269769, 2.8611075 36.527248)",,,,,,
131690993,residential,False,True,203.247,,,"LINESTRING (2.8614714 36.5269769, 2.8631526 36.5257457)",,,,,,
131690994,residential,False,False,54.39,,,"LINESTRING (2.8614714 36.5269769, 2.8610763 36.5266048)",,,,,,
131688351,residential,False,False,44.277,,,"LINESTRING (2.8606841 36.5262392, 2.8603857 36.5259213)",,,,,,
131688351,residential,False,True,53.673,,,"LINESTRING (2.8606841 36.5262392, 2.8610763 36.5266048)",,,,,,
131690995,residential,False,False,101.324,,,"LINESTRING (2.8606841 36.5262392, 2.8615266 36.5256293)",,,,,,
157509447,residential,False,False,103.433,,,"LINESTRING (2.8637529 36.5239253, 2.8628617 36.5245189)",,,,,,
157509447,residential,False,True,105.529,,,"LINESTRING (2.8637529 36.5239253, 2.8629789 36.5232085)",,,,,,
166167327,residential,False,False,23.216,,,"LINESTRING (2.8637529 36.5239253, 2.8639462 36.5240648)",,,,,,
131688349,residential,False,False,105.141,,,"LINESTRING (2.8593142 36.5234705, 2.8584138 36.5240792)",,,,,,
131688349,residential,False,True,87.654,,,"LINESTRING (2.8593142 36.5234705, 2.860067 36.5229651)",,,,,,
157509692,residential,False,True,162.234,,,"LINESTRING (2.8593142 36.5234705, 2.8604377 36.5246166)",,,,,,
131690995,residential,False,True,101.324,,,"LINESTRING (2.8615266 36.5256293, 2.8606841 36.5262392)",,,,,,
157509690,residential,False,True,148.821,,,"LINESTRING (2.8615266 36.5256293, 2.8604377 36.5246166)",,,,,,
131690995,residential,False,False,103.94500000000001,,,"LINESTRING (2.8615266 36.5256293, 2.8622681 36.5251074, 2.862193 36.5249781)",,,,,,
157509689,tertiary,False,True,68.259,,,"LINESTRING (2.8564786 36.5257919, 2.8569789 36.5262558)",,,,,,
158406210,residential,False,False,11.395,,,"LINESTRING (2.8564786 36.5257919, 2.8563786 36.5258555)",,,,,,
131688349,residential,False,False,87.654,,,"LINESTRING (2.860067 36.5229651, 2.8593142 36.5234705)",,,,,,
131688349,residential,False,True,71.885,,,"LINESTRING (2.860067 36.5229651, 2.8606905 36.5225566)",,,,,,
157509691,residential,False,True,26.049,,,"LINESTRING (2.860067 36.5229651, 2.8602584 36.5231418)",,,,,,
37292914,secondary,False,False,80.62,2,,"LINESTRING (2.8574671 36.526675, 2.858154 36.5262049)",,Vers Beni Mered,,,,
37292914,secondary,False,True,9.472,2,,"LINESTRING (2.8574671 36.526675, 2.857387 36.5267308)",,Vers Beni Mered,,,,
157509689,tertiary,False,False,63.897999999999996,,,"LINESTRING (2.8574671 36.526675, 2.8573134 36.5265591, 2.8569789 36.5262558)",,,,,,
37292914,secondary,False,False,95.625,2,,"LINESTRING (2.8604377 36.5246166, 2.8612585 36.5240648)",,Vers Beni Mered,,,,
37292914,secondary,False,True,99.678,2,,"LINESTRING (2.8604377 36.5246166, 2.8596049 36.525213)",,Vers Beni Mered,,,,
157509690,residential,False,False,148.821,,,"LINESTRING (2.8604377 36.5246166, 2.8615266 36.5256293)",,,,,,
157509692,residential,False,False,162.234,,,"LINESTRING (2.8604377 36.5246166, 2.8593142 36.5234705)",,,,,,
131690993,residential,False,False,42.664,,,"LINESTRING (2.8611075 36.527248, 2.8607504 36.5275027)",,,,,,
131690993,residential,False,True,44.34,,,"LINESTRING (2.8611075 36.527248, 2.8614714 36.5269769)",,,,,,
157685832,residential,False,False,199.725,,,"LINESTRING (2.8611075 36.527248, 2.8602271 36.5264085, 2.8600501 36.5262405, 2.8599971 36.5261886, 2.8603857 36.5259213)",,,,,,
131690993,residential,False,False,203.247,,,"LINESTRING (2.8631526 36.5257457, 2.8614714 36.5269769)",,,,,,
131690993,residential,False,True,57.582,,,"LINESTRING (2.8631526 36.5257457, 2.8636563 36.5254227)",,,,,,
157685833,residential,False,False,252.252,,,"LINESTRING (2.8631526 36.5257457, 2.8627727 36.5254085, 2.8610763 36.5266048)",,,,,,
157685915,residential,False,False,157.105,,,"LINESTRING (2.8600326 36.5267704, 2.8588606 36.5257172)",,,,,,
157685915,residential,False,True,43.554,,,"LINESTRING (2.8600326 36.5267704, 2.8603177 36.5270881)",,,,,,
354120809,residential,False,False,47.818,,,"LINESTRING (2.8600326 36.5267704, 2.8596362 36.5270593)",,,,,,
37292914,secondary,False,False,86.985,2,,"LINESTRING (2.8588606 36.5257172, 2.8596049 36.525213)",,Vers Beni Mered,,,,
37292914,secondary,False,True,58.141,2,,"LINESTRING (2.8588606 36.5257172, 2.8583696 36.5260603)",,Vers Beni Mered,,,,
157685915,residential,False,True,157.105,,,"LINESTRING (2.8588606 36.5257172, 2.8600326 36.5267704)",,,,,,
157687426,residential,False,False,176.95,,,"LINESTRING (2.8588606 36.5257172, 2.8581962 36.5251024, 2.8575653 36.5245135)",,,,,,
131690993,residential,False,False,86.351,,,"LINESTRING (2.8607504 36.5275027, 2.8600155 36.528007)",,,,,,
131690993,residential,False,True,42.664,,,"LINESTRING (2.8607504 36.5275027, 2.8611075 36.527248)",,,,,,
157685915,residential,False,False,60.168,,,"LINESTRING (2.8607504 36.5275027, 2.8603177 36.5270881)",,,,,,
157686015,residential,False,False,42.068,,,"LINESTRING (2.8596112 36.5275886, 2.859309 36.5272985)",,,,,,
157686015,residential,False,True,58.903,,,"LINESTRING (2.8596112 36.5275886, 2.8600155 36.528007)",,,,,,
157686075,residential,False,False,84.157,,,"LINESTRING (2.8596112 36.5275886, 2.8603177 36.5270881)",,,,,,
37292914,secondary,False,False,25.093,2,,"LINESTRING (2.858154 36.5262049, 2.8583696 36.5260603)",,Vers Beni Mered,,,,
37292914,secondary,False,True,80.62,2,,"LINESTRING (2.858154 36.5262049, 2.8574671 36.526675)",,Vers Beni Mered,,,,
157686015,residential,False,True,106.991,,,"LINESTRING (2.858154 36.5262049, 2.8589375 36.5269325)",,,,,,
157687424,residential,False,False,99.527,,,"LINESTRING (2.858154 36.5262049, 2.8574328 36.5255228)",,,,,,
131690993,residential,False,True,86.351,,,"LINESTRING (2.8600155 36.528007, 2.8607504 36.5275027)",,,,,,
157686015,residential,False,False,58.903,,,"LINESTRING (2.8600155 36.528007, 2.8596112 36.5275886)",,,,,,
157685915,residential,False,False,43.554,,,"LINESTRING (2.8603177 36.5270881, 2.8600326 36.5267704)",,,,,,
157685915,residential,False,True,60.168,,,"LINESTRING (2.8603177 36.5270881, 2.8607504 36.5275027)",,,,,,
157686075,residential,False,True,84.157,,,"LINESTRING (2.8603177 36.5270881, 2.8596112 36.5275886)",,,,,,
157687253,residential,False,False,83.768,,,"LINESTRING (2.8566278 36.5247988, 2.85733 36.5242997)",,,,,,
157687424,residential,False,True,29.829,,,"LINESTRING (2.8566278 36.5247988, 2.8568456 36.5250021)",,,,,,
157686501,residential,False,False,28.507,,,"LINESTRING (2.8580885 36.523802, 2.8583031 36.5239917)",,,,,,
157687253,residential,False,True,87.501,,,"LINESTRING (2.8580885 36.523802, 2.85733 36.5242997)",,,,,,
157686501,residential,False,True,237.615,,,"LINESTRING (2.8580885 36.523802, 2.8567174 36.5225491, 2.8563511 36.5221847)",,,,,,
157686501,residential,False,False,13.875,,,"LINESTRING (2.8583031 36.5239917, 2.8584138 36.5240792)",,,,,,
157686501,residential,False,True,28.507,,,"LINESTRING (2.8583031 36.5239917, 2.8580885 36.523802)",,,,,,
354121450,residential,False,True,87.823,,,"LINESTRING (2.8583031 36.5239917, 2.8575653 36.5245135)",,,,,,
157687424,residential,False,False,29.829,,,"LINESTRING (2.8568456 36.5250021, 2.8566278 36.5247988)",,,,,,
157687424,residential,False,True,78.137,,,"LINESTRING (2.8568456 36.5250021, 2.8574328 36.5255228)",,,,,,
157687425,residential,False,False,84.187,,,"LINESTRING (2.8568456 36.5250021, 2.8575653 36.5245135)",,,,,,
157687425,residential,False,True,84.187,,,"LINESTRING (2.8575653 36.5245135, 2.8568456 36.5250021)",,,,,,
157687426,residential,False,False,31.737,,,"LINESTRING (2.8575653 36.5245135, 2.85733 36.5242997)",,,,,,
354121450,residential,False,False,87.823,,,"LINESTRING (2.8575653 36.5245135, 2.8583031 36.5239917)",,,,,,
157687426,residential,False,True,176.95,,,"LINESTRING (2.8575653 36.5245135, 2.8581962 36.5251024, 2.8588606 36.5257172)",,,,,,
157687253,residential,False,False,87.501,,,"LINESTRING (2.85733 36.5242997, 2.8580885 36.523802)",,,,,,
157687253,residential,False,True,83.768,,,"LINESTRING (2.85733 36.5242997, 2.8566278 36.5247988)",,,,,,
157687426,residential,False,True,31.737,,,"LINESTRING (2.85733 36.5242997, 2.8575653 36.5245135)",,,,,,
157509689,tertiary,False,False,68.259,,,"LINESTRING (2.8569789 36.5262558, 2.8564786 36.5257919)",,,,,,
158406209,residential,False,False,64.342,,,"LINESTRING (2.8569789 36.5262558, 2.8564364 36.5266363)",,cite el nasr,,,,
157509689,tertiary,False,True,63.897999999999996,,,"LINESTRING (2.8569789 36.5262558, 2.8573134 36.5265591, 2.8574671 36.526675)",,,,,,
37292914,secondary,False,False,158.992,2,,"LINESTRING (2.856023 36.527649, 2.857387 36.5267308)",,Vers Beni Mered,,,,
166167327,residential,False,True,66.467,,,"LINESTRING (2.8649879 36.5239807, 2.8645531 36.5244657)",,,,,,
166167321,residential,False,False,52.021,,,"LINESTRING (2.8639462 36.5240648, 2.8643457 36.5237245)",,,,,,
166167327,residential,False,False,70.201,,,"LINESTRING (2.8639462 36.5240648, 2.8645531 36.5244657)",,,,,,
166167327,residential,False,True,23.216,,,"LINESTRING (2.8639462 36.5240648, 2.8637529 36.5239253)",,,,,,
166167327,residential,False,False,66.467,,,"LINESTRING (2.8645531 36.5244657, 2.8649879 36.5239807)",,,,,,
166167327,residential,False,True,70.201,,,"LINESTRING (2.8645531 36.5244657, 2.8639462 36.5240648)",,,,,,
167575717,residential,False,False,112.441,,,"LINESTRING (2.8645531 36.5244657, 2.8651249 36.5248076, 2.8655868 36.525041)",,,,,,
131688344,residential,False,False,35.709,,,"LINESTRING (2.8627138 36.5229682, 2.8629789 36.5232085)",,,,,,
131688344,residential,False,True,27.888,,,"LINESTRING (2.8627138 36.5229682, 2.8625148 36.522775)",,,,,,
167575540,residential,False,False,171.51100000000002,,,"LINESTRING (2.8627138 36.5229682, 2.86336 36.5225055, 2.8625017 36.5220141)",,,,,,
167575540,residential,False,True,171.51100000000002,,,"LINESTRING (2.8625017 36.5220141, 2.86336 36.5225055, 2.8627138 36.5229682)",,,,,,
167575717,residential,False,True,112.441,,,"LINESTRING (2.8655868 36.525041, 2.8651249 36.5248076, 2.8645531 36.5244657)",,,,,,
313866144,residential,False,False,58.209,,,"LINESTRING (2.8655868 36.525041, 2.865624 36.525016, 2.8658171 36.5247875, 2.8658582 36.5246869, 2.865877 36.5245856)",,,,,,
313866144,residential,False,True,90.568,,,"LINESTRING (2.8655868 36.525041, 2.8652967 36.5252358, 2.8647503 36.5254966)",,,,,,
166167321,residential,False,True,63.818,,,"LINESTRING (2.8648094 36.523288, 2.8643457 36.5237245)",,,,,,
313866144,residential,False,False,85.563,,,"LINESTRING (2.8648094 36.523288, 2.8640236 36.5228483)",,,,,,
313866144,residential,False,True,60.916,,,"LINESTRING (2.8648094 36.523288, 2.8650482 36.5234087, 2.8653812 36.5235862)",,,,,,
234859587,residential,False,False,15.081,,,"LINESTRING (2.8669688 36.5236893, 2.8669836 36.5238244)",,,yes,,,
225310285,residential,False,False,74.663,,,"LINESTRING (2.8669688 36.5236893, 2.8668974 36.5237623, 2.8668655 36.5237785, 2.8666685 36.5237962, 2.8665321 36.5237824, 2.8664354 36.523705, 2.8663212 36.5235633)",,,,,,
240602859,residential,False,True,340.488,,,"LINESTRING (2.8565871 36.5206725, 2.8567158 36.5206941, 2.8599291 36.5218063, 2.860105 36.5218375)",,,,,,
131688349,residential,False,False,71.885,,,"LINESTRING (2.8606905 36.5225566, 2.860067 36.5229651)",,,,,,
131688349,residential,False,True,24.785,,,"LINESTRING (2.8606905 36.5225566, 2.8608979 36.5224086)",,,,,,
240602874,residential,False,False,24.984,,,"LINESTRING (2.8606905 36.5225566, 2.8608479 36.5227423)",,,,,,
240602874,residential,False,True,27.064,,,"LINESTRING (2.8606905 36.5225566, 2.8604846 36.5223781)",,,,,,
240602874,residential,False,False,27.064,,,"LINESTRING (2.8604846 36.5223781, 2.8606905 36.5225566)",,,,,,
240596901,residential,False,False,37.089999999999996,,,"LINESTRING (2.8604846 36.5223781, 2.8607206 36.5223933, 2.8608979 36.5224086)",,,,,,
240596901,residential,False,True,70.087,,,"LINESTRING (2.8604846 36.5223781, 2.8603207 36.522246, 2.860105 36.5218375)",,,,,,
131688349,residential,False,False,24.785,,,"LINESTRING (2.8608979 36.5224086, 2.8606905 36.5225566)",,,,,,
131688349,residential,False,True,34.053,,,"LINESTRING (2.8608979 36.5224086, 2.8611905 36.5222124)",,,,,,
240596901,residential,False,True,37.089999999999996,,,"LINESTRING (2.8608979 36.5224086, 2.8607206 36.5223933, 2.8604846 36.5223781)",,,,,,
240596901,residential,False,False,70.087,,,"LINESTRING (2.860105 36.5218375, 2.8603207 36.522246, 2.8604846 36.5223781)",,,,,,
240602859,residential,False,False,340.488,,,"LINESTRING (2.860105 36.5218375, 2.8599291 36.5218063, 2.8567158 36.5206941, 2.8565871 36.5206725)",,,,,,
157686501,residential,False,False,237.615,,,"LINESTRING (2.8563511 36.5221847, 2.8567174 36.5225491, 2.8580885 36.523802)",,,,,,
275927474,residential,False,True,63.695,,,"LINESTRING (2.8643588 36.519749, 2.864911 36.5193868)",,,,,,
275927678,residential,False,False,249.436,,,"LINESTRING (2.8643588 36.519749, 2.8656975 36.5210094, 2.866237 36.520615)",,,,,,
275927470,residential,False,False,180.81,,,"LINESTRING (2.864911 36.5193868, 2.866237 36.520615)",,,,,,
275927474,residential,False,False,63.695,,,"LINESTRING (2.864911 36.5193868, 2.8643588 36.519749)",,,,,,
275927474,residential,False,True,222.90800000000002,,,"LINESTRING (2.864911 36.5193868, 2.8652272 36.5191479, 2.8665844 36.5203938)",,,,,,
275927470,residential,False,True,180.81,,,"LINESTRING (2.866237 36.520615, 2.864911 36.5193868)",,,,,,
275927678,residential,False,False,39.607,,,"LINESTRING (2.866237 36.520615, 2.8665844 36.5203938)",,,,,,
275927678,residential,False,True,249.436,,,"LINESTRING (2.866237 36.520615, 2.8656975 36.5210094, 2.8643588 36.519749)",,,,,,
275928630,residential,False,True,97.58000000000001,,,"LINESTRING (2.8666426 36.5223239, 2.8665831 36.5219902, 2.8665385 36.5216914, 2.8665658 36.5214529)",,,,,,
"[275928629, 275928631]",residential,False,False,181.429,,,"LINESTRING (2.8666426 36.5223239, 2.8669328 36.5220292, 2.8669986 36.5219655, 2.8671783 36.5217162, 2.8673103 36.5215114, 2.8672631 36.5214262, 2.8665658 36.5214529)",,,,,,
275928633,residential,False,True,143.961,,,"LINESTRING (2.8666426 36.5223239, 2.8666332 36.5225337, 2.8666272 36.5227077, 2.8666205 36.5229634, 2.8665962 36.5231045, 2.8665149 36.5232951, 2.8664318 36.5234336, 2.8663212 36.5235633)",,,,,,
275927678,residential,False,True,39.607,,,"LINESTRING (2.8665844 36.5203938, 2.866237 36.520615)",,,,,,
275927474,residential,False,False,222.90800000000002,,,"LINESTRING (2.8665844 36.5203938, 2.8652272 36.5191479, 2.864911 36.5193868)",,,,,,
275928628,residential,False,True,76.299,,,"LINESTRING (2.8665844 36.5203938, 2.8667136 36.5204485, 2.8667401 36.5207751, 2.8667357 36.5210166)",,,,,,
"[275928629, 275928631]",residential,False,True,181.42899999999997,,,"LINESTRING (2.8665658 36.5214529, 2.8672631 36.5214262, 2.8673103 36.5215114, 2.8671783 36.5217162, 2.8669986 36.5219655, 2.8669328 36.5220292, 2.8666426 36.5223239)",,,,,,
275928630,residential,False,False,97.58,,,"LINESTRING (2.8665658 36.5214529, 2.8665385 36.5216914, 2.8665831 36.5219902, 2.8666426 36.5223239)",,,,,,
275928634,residential,False,False,123.108,,,"LINESTRING (2.8665658 36.5214529, 2.8660763 36.521475, 2.8661539 36.5213553, 2.8662586 36.5212793, 2.8667357 36.5210166)",,,,,,
275928628,residential,False,False,76.299,,,"LINESTRING (2.8667357 36.5210166, 2.8667401 36.5207751, 2.8667136 36.5204485, 2.8665844 36.5203938)",,,,,,
275928634,residential,False,True,123.108,,,"LINESTRING (2.8667357 36.5210166, 2.8662586 36.5212793, 2.8661539 36.5213553, 2.8660763 36.521475, 2.8665658 36.5214529)",,,,,,
