osmid,highway,oneway,reversed,length,lanes,geometry,ref,maxspeed,bridge,junction
"[479796197, 561836883, 558627445]",primary,False,"[False, True]",103.376,2,"LINESTRING (4.0742909 36.3133919, 4.0745092 36.3134083, 4.0751017 36.313453, 4.0753754 36.3134719, 4.07544 36.3134751)",RN 5,40,yes,
599978016,residential,False,False,92.2,,"LINESTRING (4.0727162 36.3098809, 4.0716928 36.3097947)",,,,
561853568,residential,False,False,168.054,,"LINESTRING (4.0727162 36.3098809, 4.0731023 36.3103422, 4.0732704 36.3108954, 4.0737468 36.3109293)",,,,
651221312,residential,False,True,115.57,,"LINESTRING (4.0727162 36.3098809, 4.0727369 36.3096478, 4.0727815 36.3094408, 4.0728877 36.3091584, 4.0729408 36.308861)",,,,
561836883,primary,False,True,38.168,2,"LINESTRING (4.0774574 36.3137013, 4.0778599 36.3138137)",RN 5,40,,
254819828,residential,False,False,259.381,,"LINESTRING (4.0774574 36.3137013, 4.0776591 36.3132839, 4.0776765 36.3132268, 4.0776792 36.3132137, 4.0776691 36.3131452, 4.0776483 36.3130744, 4.077569 36.3128284, 4.0775505 36.3126979, 4.0775719 36.3124731, 4.0776075 36.3122541, 4.077612 36.3121251, 4.0775627 36.3118355, 4.0774534 36.3115838, 4.0773523 36.3114566)",,,,
561836883,primary,False,False,182.903,2,"LINESTRING (4.0774574 36.3137013, 4.0771444 36.3136351, 4.076817 36.313581, 4.0764271 36.3135413, 4.07544 36.3134751)",RN 5,40,,
254819846,residential,False,False,202.315,,"LINESTRING (4.0700403 36.3085784, 4.0710849 36.309256, 4.0712032 36.3093327, 4.0714626 36.3095129, 4.071591 36.3096283, 4.0716928 36.3097947)",,,,
562039245,tertiary,False,True,57.99,,"LINESTRING (4.07544 36.3134751, 4.0752936 36.3129671)",,,,
"[558627445, 561836883, 479796197]",primary,False,"[False, True]",103.376,2,"LINESTRING (4.07544 36.3134751, 4.0753754 36.3134719, 4.0751017 36.313453, 4.0745092 36.3134083, 4.0742909 36.3133919)",RN 5,40,yes,
561836883,primary,False,True,182.903,2,"LINESTRING (4.07544 36.3134751, 4.0764271 36.3135413, 4.076817 36.313581, 4.0771444 36.3136351, 4.0774574 36.3137013)",RN 5,40,,
599978016,residential,False,True,92.2,,"LINESTRING (4.0716928 36.3097947, 4.0727162 36.3098809)",,,,
254819846,residential,False,False,80.54400000000001,,"LINESTRING (4.0716928 36.3097947, 4.071767 36.3100193, 4.0719394 36.3104912)",,,,
254819846,residential,False,True,202.315,,"LINESTRING (4.0716928 36.3097947, 4.071591 36.3096283, 4.0714626 36.3095129, 4.0712032 36.3093327, 4.0710849 36.309256, 4.0700403 36.3085784)",,,,
254819885,residential,False,True,96.052,,"LINESTRING (4.0717871 36.3119667, 4.0709788 36.3113993)",,,,
254819869,residential,False,False,54.725,,"LINESTRING (4.0717871 36.3119667, 4.0719748 36.3119191, 4.0723408 36.3117632)",,,,
254819869,residential,False,True,64.71600000000001,,"LINESTRING (4.0717871 36.3119667, 4.0715235 36.3120366, 4.0714002 36.3120539, 4.071081 36.3120669)",,,,
479796199,tertiary,False,True,64.399,,"LINESTRING (4.071677 36.312951, 4.0711744 36.313365)",,,,
254819883,residential,False,False,136.687,,"LINESTRING (4.071677 36.312951, 4.0719572 36.3131705, 4.0720338 36.3131835, 4.0730785 36.3130569)",,,,
479796199,tertiary,False,False,149.028,,"LINESTRING (4.071677 36.312951, 4.0726407 36.3122031, 4.0727402 36.3121434, 4.0729241 36.3120776)",,,,
254819834,residential,False,False,14.112,,"LINESTRING (4.0741216 36.3108815, 4.0741125 36.3110082)",,,,
252837565,tertiary,False,False,109.769,2,"LINESTRING (4.0730785 36.3130569, 4.0729241 36.3120776)",,,,
252837565,tertiary,False,True,35.131,2,"LINESTRING (4.0730785 36.3130569, 4.0731345 36.3133696)",,,,
254819883,residential,False,True,136.687,,"LINESTRING (4.0730785 36.3130569, 4.0720338 36.3131835, 4.0719572 36.3131705, 4.071677 36.312951)",,,,
254819885,residential,False,False,135.721,,"LINESTRING (4.0698227 36.3106107, 4.0709788 36.3113993)",,,,
254819885,residential,False,True,48.094,,"LINESTRING (4.0698227 36.3106107, 4.0694153 36.3103291)",,,,
254819884,residential,False,False,148.703,,"LINESTRING (4.0698227 36.3106107, 4.0707108 36.3107117, 4.0708188 36.3107412, 4.0709308 36.3107938, 4.0713317 36.3110594)",,,,
254819886,residential,False,True,16.699,,"LINESTRING (4.0699196 36.3124213, 4.0697827 36.3123194)",,,,
254819862,residential,False,False,272.262,,"LINESTRING (4.0699196 36.3124213, 4.0703139 36.3124019, 4.0705231 36.3123802, 4.0715611 36.3122073, 4.0719205 36.3121641, 4.0729241 36.3120776)",,,,
254819846,residential,False,False,28.586,,"LINESTRING (4.0709788 36.3113993, 4.0707987 36.3116115)",,,,
254819846,residential,False,True,49.278,,"LINESTRING (4.0709788 36.3113993, 4.0713317 36.3110594)",,,,
254819885,residential,False,False,96.052,,"LINESTRING (4.0709788 36.3113993, 4.0717871 36.3119667)",,,,
254819885,residential,False,True,135.721,,"LINESTRING (4.0709788 36.3113993, 4.0698227 36.3106107)",,,,
254819853,residential,False,False,21.558,,"LINESTRING (4.0702985 36.3115215, 4.0704153 36.311352)",,,,
254819853,residential,False,False,44.864,,"LINESTRING (4.0704153 36.311352, 4.0707987 36.3116115)",,,,
254819853,residential,False,True,21.558,,"LINESTRING (4.0704153 36.311352, 4.0702985 36.3115215)",,,,
562028324,residential,False,True,85.259,,"LINESTRING (4.0704153 36.311352, 4.0701266 36.3111532, 4.0698409 36.3115523)",,,,
254819846,residential,False,True,28.586,,"LINESTRING (4.0707987 36.3116115, 4.0709788 36.3113993)",,,,
254819853,residential,False,True,44.864,,"LINESTRING (4.0707987 36.3116115, 4.0704153 36.311352)",,,,
254819846,residential,False,False,72.33800000000001,,"LINESTRING (4.0707987 36.3116115, 4.0707678 36.3116789, 4.0707192 36.3117491, 4.0707109 36.311796, 4.0707255 36.3118429, 4.0707759 36.3119688, 4.0708644 36.312025, 4.071081 36.3120669)",,,,
254819869,residential,False,False,75.271,,"LINESTRING (4.0723408 36.3117632, 4.07295 36.3112971)",,,,
254819884,residential,False,True,119.582,,"LINESTRING (4.0723408 36.3117632, 4.0713317 36.3110594)",,,,
254819869,residential,False,True,54.725,,"LINESTRING (4.0723408 36.3117632, 4.0719748 36.3119191, 4.0717871 36.3119667)",,,,
558627445,primary,False,True,83.558,2,"LINESTRING (4.073359 36.3133862, 4.073742 36.3133765, 4.0738007 36.313375, 4.0742909 36.3133919)",RN 5,40,,
561836884,primary,True,False,229.20700000000002,2,"LINESTRING (4.073359 36.3133862, 4.073141 36.3134335, 4.0708246 36.313653)",RN 5,40,,
479796199,tertiary,False,False,34.131,,"LINESTRING (4.070908 36.3135844, 4.0711744 36.313365)",,,,
479796199,tertiary,False,True,10.678,,"LINESTRING (4.070908 36.3135844, 4.0708246 36.313653)",,,,
558627447,primary,True,False,31.814,2,"LINESTRING (4.070908 36.3135844, 4.0712604 36.3135494)",RN 5,,,
479796199,tertiary,False,False,64.399,,"LINESTRING (4.0711744 36.313365, 4.071677 36.312951)",,,,
479796199,tertiary,False,True,34.131,,"LINESTRING (4.0711744 36.313365, 4.070908 36.3135844)",,,,
558627459,residential,True,False,24.487,,"LINESTRING (4.0711744 36.313365, 4.071162 36.3134566, 4.0711836 36.3135063, 4.0712604 36.3135494)",,,,
558627447,primary,True,False,169.10999999999999,2,"LINESTRING (4.0712604 36.3135494, 4.0724749 36.3134288, 4.0729011 36.3133884, 4.0731345 36.3133696)",RN 5,,,
561836883,primary,False,False,38.168,2,"LINESTRING (4.0778599 36.3138137, 4.0774574 36.3137013)",RN 5,40,,
"[561836880, 479796196]",primary,True,False,715.715,2,"LINESTRING (4.0778599 36.3138137, 4.0780487 36.313825, 4.0789826 36.3141024, 4.0797975 36.3143545, 4.0805564 36.3145916, 4.0807282 36.3146481, 4.0812896 36.3148287, 4.0814915 36.314926, 4.0815799 36.3149662, 4.0812427 36.3148867, 4.0806993 36.3147143, 4.078024 36.3138936, 4.0778599 36.3138137)",RN 5,40,,
561853568,residential,False,True,168.054,,"LINESTRING (4.0737468 36.3109293, 4.0732704 36.3108954, 4.0731023 36.3103422, 4.0727162 36.3098809)",,,,
561853571,residential,False,False,78.999,,"LINESTRING (4.0731906 36.3115458, 4.0740705 36.3115908)",,,,
561853571,residential,False,True,78.999,,"LINESTRING (4.0740705 36.3115908, 4.0731906 36.3115458)",,,,
561894986,residential,False,False,55.067,,"LINESTRING (4.0740705 36.3115908, 4.0740349 36.3120852)",,,,
561894986,residential,False,True,31.124,,"LINESTRING (4.0740705 36.3115908, 4.0740914 36.3113114)",,,,
561853573,residential,False,False,82.928,,"LINESTRING (4.0744709 36.3113384, 4.0745106 36.3120835)",,,,
561894987,residential,False,True,34.136,,"LINESTRING (4.0744709 36.3113384, 4.0740914 36.3113114)",,,,
561853573,residential,False,True,66.043,,"LINESTRING (4.0744709 36.3113384, 4.074454 36.3110202, 4.0741125 36.3110082)",,,,
254819834,residential,False,False,33.767,,"LINESTRING (4.0741125 36.3110082, 4.0740914 36.3113114)",,,,
254819834,residential,False,True,14.112,,"LINESTRING (4.0741125 36.3110082, 4.0741216 36.3108815)",,,,
561853573,residential,False,False,66.043,,"LINESTRING (4.0741125 36.3110082, 4.074454 36.3110202, 4.0744709 36.3113384)",,,,
479796199,tertiary,False,True,42.624,,"LINESTRING (4.0745106 36.3120835, 4.0740349 36.3120852)",,,,
561853573,residential,False,True,82.928,,"LINESTRING (4.0745106 36.3120835, 4.0744709 36.3113384)",,,,
"[562039246, 479796198, 479796199]",tertiary,False,False,50.757000000000005,,"LINESTRING (4.0745106 36.3120835, 4.0746392 36.3120817, 4.0748559 36.3120709, 4.0750763 36.312061)",,,yes,
254819834,residential,False,True,33.767,,"LINESTRING (4.0740914 36.3113114, 4.0741125 36.3110082)",,,,
561894986,residential,False,False,31.124,,"LINESTRING (4.0740914 36.3113114, 4.0740705 36.3115908)",,,,
561894987,residential,False,False,34.136,,"LINESTRING (4.0740914 36.3113114, 4.0744709 36.3113384)",,,,
254819855,tertiary,False,False,139.423,,"LINESTRING (4.0747585 36.3105993, 4.0749925 36.3118389)",,,,
254819855,tertiary,False,True,29.752,,"LINESTRING (4.0747585 36.3105993, 4.0747037 36.3103354)",,,,
254819826,residential,False,True,107.416,,"LINESTRING (4.0747585 36.3105993, 4.0751605 36.3105992, 4.0759539 36.3106585)",,,,
562028324,residential,False,False,85.259,,"LINESTRING (4.0698409 36.3115523, 4.0701266 36.3111532, 4.0704153 36.311352)",,,,
"[562032664, 651221312, 651221310]",residential,False,"[False, True]",147.973,,"LINESTRING (4.0729408 36.308861, 4.0734291 36.3089294, 4.0734845 36.3089145, 4.0735184 36.3088822, 4.07354 36.3087705, 4.0735459 36.3087381, 4.0735215 36.3087141, 4.0729827 36.308639, 4.0729408 36.308861)",,,,
"[651221312, 562032664, 651221310]",residential,False,"[False, True]",147.973,,"LINESTRING (4.0729408 36.308861, 4.0729827 36.308639, 4.0735215 36.3087141, 4.0735459 36.3087381, 4.07354 36.3087705, 4.0735184 36.3088822, 4.0734845 36.3089145, 4.0734291 36.3089294, 4.0729408 36.308861)",,,,
651221312,residential,False,False,115.57,,"LINESTRING (4.0729408 36.308861, 4.0728877 36.3091584, 4.0727815 36.3094408, 4.0727369 36.3096478, 4.0727162 36.3098809)",,,,
562039242,tertiary,True,False,3.45,,"LINESTRING (4.0750763 36.312061, 4.075078 36.3120455, 4.0750856 36.3120313)",,,,roundabout
"[479796198, 562039246, 479796199]",tertiary,False,True,50.757000000000005,,"LINESTRING (4.0750763 36.312061, 4.0748559 36.3120709, 4.0746392 36.3120817, 4.0745106 36.3120835)",,,yes,
562039243,residential,False,True,68.99000000000001,,"LINESTRING (4.0759476 36.3121786, 4.0753677 36.3121321, 4.0751953 36.3120733)",,,,
562039245,tertiary,False,False,57.99,,"LINESTRING (4.0752936 36.3129671, 4.07544 36.3134751)",,,,
562039245,tertiary,False,True,84.705,,"LINESTRING (4.0752936 36.3129671, 4.0750807 36.3122249)",,,,
562039244,residential,False,False,90.916,,"LINESTRING (4.0752936 36.3129671, 4.0751968 36.3129279, 4.075022 36.3123186, 4.0750807 36.3122249)",,,,
562039245,tertiary,False,False,84.705,,"LINESTRING (4.0750807 36.3122249, 4.0752936 36.3129671)",,,,
562039244,residential,False,True,90.916,,"LINESTRING (4.0750807 36.3122249, 4.075022 36.3123186, 4.0751968 36.3129279, 4.0752936 36.3129671)",,,,
562039245,tertiary,False,True,14.978,,"LINESTRING (4.0750807 36.3122249, 4.0750918 36.3120905)",,,,
562039242,tertiary,True,False,11.37,,"LINESTRING (4.0751953 36.3120733, 4.0751852 36.3120883, 4.0751694 36.3120996, 4.0751497 36.3121058, 4.0751286 36.3121063, 4.0751085 36.312101, 4.0750918 36.3120905)",,,,roundabout
562039243,residential,False,False,68.99000000000001,,"LINESTRING (4.0751953 36.3120733, 4.0753677 36.3121321, 4.0759476 36.3121786)",,,,
562039241,tertiary,False,False,205.381,,"LINESTRING (4.075185 36.3120267, 4.0756772 36.311909, 4.0764538 36.3117622, 4.0768817 36.311663, 4.0773523 36.3114566)",,,,
562039242,tertiary,True,False,5.467,,"LINESTRING (4.075185 36.3120267, 4.0751944 36.3120397, 4.0751985 36.3120565, 4.0751953 36.3120733)",,,,roundabout
"[562039240, 254819855]",tertiary,False,True,23.384,,"LINESTRING (4.0750856 36.3120313, 4.0750092 36.3119275, 4.0749925 36.3118389)",,,,
562039242,tertiary,True,False,10.39,,"LINESTRING (4.0750856 36.3120313, 4.0750983 36.3120196, 4.0751148 36.3120117, 4.0751336 36.3120083, 4.0751527 36.3120098, 4.0751704 36.312016, 4.075185 36.3120267)",,,,roundabout
562039245,tertiary,False,False,14.978,,"LINESTRING (4.0750918 36.3120905, 4.0750807 36.3122249)",,,,
562039242,tertiary,True,False,3.613,,"LINESTRING (4.0750918 36.3120905, 4.0750806 36.3120761, 4.0750763 36.312061)",,,,roundabout
254819855,tertiary,False,False,29.752,,"LINESTRING (4.0747037 36.3103354, 4.0747585 36.3105993)",,,,
651229672,residential,False,True,179.00900000000001,,"LINESTRING (4.0747037 36.3103354, 4.0746536 36.3103429, 4.0746232 36.3103806, 4.0746211 36.3104477, 4.0748772 36.3117696, 4.0749016 36.3117991, 4.0749925 36.3118389)",,,,
254819855,tertiary,False,True,139.423,,"LINESTRING (4.0749925 36.3118389, 4.0747585 36.3105993)",,,,
"[562039240, 254819855]",tertiary,False,False,23.384,,"LINESTRING (4.0749925 36.3118389, 4.0750092 36.3119275, 4.0750856 36.3120313)",,,,
651229672,residential,False,False,179.00900000000001,,"LINESTRING (4.0749925 36.3118389, 4.0749016 36.3117991, 4.0748772 36.3117696, 4.0746211 36.3104477, 4.0746232 36.3103806, 4.0746536 36.3103429, 4.0747037 36.3103354)",,,,
