osmid,oneway,lanes,ref,highway,reversed,length,geometry,junction
207637779,False,,,residential,True,27.638,"LINESTRING (9.1607778 31.5939583, 9.1609531 31.5937596)",
207636386,False,,,residential,True,99.122,"LINESTRING (9.1600201 31.5947585, 9.1591207 31.5943027)",
207637779,False,,,residential,False,56.923,"LINESTRING (9.1600201 31.5947585, 9.1596361 31.5951523)",
207637779,False,,,residential,True,20.189,"LINESTRING (9.1600201 31.5947585, 9.1601564 31.5946189)",
207636391,False,,,residential,True,35.383,"LINESTRING (9.1592222 31.5937799, 9.1594153 31.5935075)",
207637749,False,,,residential,False,18.228,"LINESTRING (9.1592222 31.5937799, 9.1593802 31.5938735)",
207637749,False,,,residential,True,102.322,"LINESTRING (9.1592222 31.5937799, 9.1583097 31.5932873)",
207636376,False,,,residential,False,92.783,"LINESTRING (9.1611978 31.5942408, 9.1605948 31.5948984)",
207636378,False,,,residential,True,5.352,"LINESTRING (9.1611978 31.5942408, 9.1611558 31.5942086)",
207636378,False,,,residential,False,79.824,"LINESTRING (9.1611978 31.5942408, 9.1615522 31.5944579, 9.1619174 31.5946095)",
207636377,False,,,residential,True,100.866,"LINESTRING (9.1594897 31.5933855, 9.1585833 31.5929093)",
207636391,False,,,residential,False,15.287,"LINESTRING (9.1594897 31.5933855, 9.1594153 31.5935075)",
293121121,False,,,residential,False,40.013,"LINESTRING (9.1594897 31.5933855, 9.1597062 31.5930765)",
207637750,False,,,residential,False,46.182,"LINESTRING (9.1613488 31.5933109, 9.1609502 31.5930717)",
207637750,False,,,residential,True,46.36,"LINESTRING (9.1613488 31.5933109, 9.1617506 31.593549)",
207637779,False,,,residential,False,24.815,"LINESTRING (9.1613488 31.5933109, 9.1611914 31.5934893)",
207637779,False,,,residential,True,59.605,"LINESTRING (9.1613488 31.5933109, 9.1617144 31.5928746)",
207636392,False,,,residential,True,74.213,"LINESTRING (9.1606195 31.595726, 9.1610414 31.5951636)",
293121103,True,1,RN 53A,primary,False,81.468,"LINESTRING (9.1606195 31.595726, 9.1613295 31.5961396)",
207636387,False,,,residential,True,43.014,"LINESTRING (9.1583097 31.5932873, 9.158548 31.592958)",
207637749,False,,,residential,False,102.322,"LINESTRING (9.1583097 31.5932873, 9.1592222 31.5937799)",
207637779,False,,,residential,False,21.717,"LINESTRING (9.1607241 31.5940267, 9.1605726 31.5941733)",
207637779,False,,,residential,True,9.15,"LINESTRING (9.1607241 31.5940267, 9.1607778 31.5939583)",
207637746,False,,,residential,True,31.047,"LINESTRING (9.1607241 31.5940267, 9.1605685 31.5940072, 9.160398 31.5940047)",
207636387,False,,,residential,False,19.85,"LINESTRING (9.1589091 31.5924403, 9.1588023 31.5925939)",
207636387,False,,,residential,True,17.938,"LINESTRING (9.1589091 31.5924403, 9.1590117 31.5923047)",
207636387,False,,,residential,False,26.744,"LINESTRING (9.1591646 31.5921025, 9.1590117 31.5923047)",
207637750,False,,,residential,True,21.611,"LINESTRING (9.1591646 31.5921025, 9.1593688 31.5921892)",
207637750,False,,,residential,True,62.22,"LINESTRING (9.1600804 31.5925496, 9.1606174 31.5928719)",
293121121,False,,,residential,False,26.812,"LINESTRING (9.1600804 31.5925496, 9.1602315 31.5923457)",
293121121,False,,,residential,True,25.802,"LINESTRING (9.1600804 31.5925496, 9.1599372 31.592747)",
207637750,False,,,residential,False,78.428,"LINESTRING (9.1600804 31.5925496, 9.1597613 31.5923801, 9.1593688 31.5921892)",
207637749,False,,,residential,True,109.61,"LINESTRING (9.1603506 31.5944106, 9.1593802 31.5938735)",
207637779,False,,,residential,False,29.577,"LINESTRING (9.1603506 31.5944106, 9.1601564 31.5946189)",
207637779,False,,,residential,True,33.74,"LINESTRING (9.1603506 31.5944106, 9.1605726 31.5941733)",
207636381,False,,,residential,True,193.185,"LINESTRING (9.1584764 31.5911011, 9.1596086 31.591645, 9.1596557 31.5916915, 9.1596706 31.5917496, 9.1593688 31.5921892)",
207637777,False,,,residential,False,68.204,"LINESTRING (9.1633948 31.5927713, 9.1630114 31.5932905)",
207637777,False,,,residential,True,55.406,"LINESTRING (9.1633948 31.5927713, 9.1636959 31.5923441)",
293115956,False,,,residential,True,100.892,"LINESTRING (9.1633948 31.5927713, 9.1642743 31.5932832)",
207637748,False,,,residential,True,13.652,"LINESTRING (9.1612098 31.596208, 9.1613295 31.5961396)",
293121102,True,1,RN 53A,primary,False,97.605,"LINESTRING (9.1612098 31.596208, 9.1603654 31.5957048)",
207637748,False,,,residential,False,77.28999999999999,"LINESTRING (9.1612098 31.596208, 9.1609172 31.5965979, 9.1606852 31.5964757)",
207637745,False,,,residential,True,27.745,"LINESTRING (9.1645005 31.5941529, 9.1646675 31.5939479)",
293121128,False,,,residential,False,40.925,"LINESTRING (9.1645005 31.5941529, 9.1648687 31.5943455)",
293121128,False,,,residential,True,68.14,"LINESTRING (9.1645005 31.5941529, 9.1639011 31.593814)",
760136570,False,,,residential,True,32.188,"LINESTRING (9.1645005 31.5941529, 9.1643341 31.5944053)",
207637758,False,,,residential,True,88.609,"LINESTRING (9.1640416 31.5918499, 9.1648284 31.592281)",
207637777,False,,,residential,False,63.968,"LINESTRING (9.1640416 31.5918499, 9.1636959 31.5923441)",
207637758,False,,,residential,False,145.452,"LINESTRING (9.1640416 31.5918499, 9.1640769 31.5917408, 9.1639803 31.5916677, 9.1628486 31.5911701)",
207636382,False,,,residential,False,65.506,"LINESTRING (9.1617689 31.595544, 9.1623967 31.5957912)",
207637748,False,,,residential,False,33.333,"LINESTRING (9.1617689 31.595544, 9.1615895 31.5958019)",
207636382,False,,,residential,True,81.054,"LINESTRING (9.1617689 31.595544, 9.1613978 31.5953802, 9.1610414 31.5951636)",
207637748,False,,,residential,True,110.708,"LINESTRING (9.1617689 31.595544, 9.1619867 31.5951904, 9.1620296 31.5949727, 9.1619174 31.5946095)",
207637766,False,,,residential,False,20.919,"LINESTRING (9.1629786 31.595837, 9.162884 31.596007)",
207637757,False,,,residential,True,51.946,"LINESTRING (9.1625838 31.5965688, 9.1621106 31.5963326)",
207637766,False,,,residential,False,25.213,"LINESTRING (9.1625838 31.5965688, 9.1624723 31.5967747)",
207637766,False,,,residential,True,68.635,"LINESTRING (9.1625838 31.5965688, 9.162884 31.596007)",
760136568,False,,,residential,True,71.878,"LINESTRING (9.1606852 31.5964757, 9.1600489 31.5961234)",
835109239,False,,,residential,False,59.586,"LINESTRING (9.1606852 31.5964757, 9.1603326 31.5969195)",
207637748,False,,,residential,True,77.28999999999999,"LINESTRING (9.1606852 31.5964757, 9.1609172 31.5965979, 9.1612098 31.596208)",
207637752,False,,,residential,True,86.838,"LINESTRING (9.1636959 31.5923441, 9.164452 31.5927858)",
207637777,False,,,residential,False,55.406,"LINESTRING (9.1636959 31.5923441, 9.1633948 31.5927713)",
207637777,False,,,residential,True,63.968,"LINESTRING (9.1636959 31.5923441, 9.1640416 31.5918499)",
207637760,False,,,residential,True,21.124,"LINESTRING (9.1649542 31.5946119, 9.1650768 31.5944532)",
207637785,False,,,residential,True,44.771,"LINESTRING (9.1649542 31.5946119, 9.165343 31.5948409)",
207637760,False,,,residential,False,46.59,"LINESTRING (9.1649542 31.5946119, 9.1647464 31.594822, 9.1646111 31.5949088)",
207637748,False,,,residential,True,11.076,"LINESTRING (9.1619174 31.5946095, 9.1619068 31.5945103)",
207636378,False,,,residential,True,79.824,"LINESTRING (9.1619174 31.5946095, 9.1615522 31.5944579, 9.1611978 31.5942408)",
207637748,False,,,residential,False,110.708,"LINESTRING (9.1619174 31.5946095, 9.1620296 31.5949727, 9.1619867 31.5951904, 9.1617689 31.595544)",
207637745,False,,,residential,False,4.484,"LINESTRING (9.1649145 31.5936475, 9.164886 31.5936797)",
207637745,False,,,residential,True,56.545,"LINESTRING (9.1649145 31.5936475, 9.1652432 31.593223)",
293115956,False,,,residential,False,72.922,"LINESTRING (9.1649145 31.5936475, 9.1642743 31.5932832)",
207637779,False,,,residential,False,54.089,"LINESTRING (9.1621764 31.5922691, 9.161868 31.5926785)",
207637779,False,,,residential,True,23.068,"LINESTRING (9.1621764 31.5922691, 9.1622981 31.5920894)",
293121071,False,,,residential,True,87.854,"LINESTRING (9.1621764 31.5922691, 9.1629649 31.5926852)",
207637769,False,,,residential,False,22.978,"LINESTRING (9.1637712 31.594143, 9.1637071 31.5943423)",
207637769,False,,,residential,True,38.597,"LINESTRING (9.1637712 31.594143, 9.1639011 31.593814)",
293121108,False,,,residential,True,152.002,"LINESTRING (9.1637712 31.594143, 9.1624251 31.5933987)",
207637769,False,,,residential,False,38.597,"LINESTRING (9.1639011 31.593814, 9.1637712 31.594143)",
207637769,False,,,residential,True,26.712,"LINESTRING (9.1639011 31.593814, 9.164046 31.5936079)",
293121128,False,,,residential,False,68.14,"LINESTRING (9.1639011 31.593814, 9.1645005 31.5941529)",
293121128,False,,,residential,True,102.418,"LINESTRING (9.1639011 31.593814, 9.1630114 31.5932905)",
207637769,False,,,residential,False,42.085,"LINESTRING (9.1642743 31.5932832, 9.164046 31.5936079)",
207637769,False,,,residential,True,55.194,"LINESTRING (9.1642743 31.5932832, 9.1645815 31.5928614)",
293115956,False,,,residential,False,100.892,"LINESTRING (9.1642743 31.5932832, 9.1633948 31.5927713)",
293115956,False,,,residential,True,72.922,"LINESTRING (9.1642743 31.5932832, 9.1649145 31.5936475)",
207637748,False,,,residential,False,44.905,"LINESTRING (9.1615895 31.5958019, 9.1613295 31.5961396)",
207637748,False,,,residential,True,33.333,"LINESTRING (9.1615895 31.5958019, 9.1617689 31.595544)",
207637754,False,,,residential,False,69.786,"LINESTRING (9.1615895 31.5958019, 9.1622615 31.5960593)",
207637744,False,,,residential,True,84.314,"LINESTRING (9.1650721 31.5955938, 9.1643503 31.59515)",
207637772,False,,,residential,True,38.246,"LINESTRING (9.1650721 31.5955938, 9.164834 31.5958716)",
207637772,False,,,residential,False,85.647,"LINESTRING (9.1650721 31.5955938, 9.1655582 31.5950665, 9.1656485 31.5950029)",
207637769,False,,,residential,True,22.978,"LINESTRING (9.1637071 31.5943423, 9.1637712 31.594143)",
207637750,False,,,residential,False,114.913,"LINESTRING (9.1637071 31.5943423, 9.163586 31.5943359, 9.1631426 31.5942052, 9.1627935 31.594167, 9.1625578 31.5940535)",
207637769,False,,,residential,False,50.311,"LINESTRING (9.1637071 31.5943423, 9.1636684 31.5945892, 9.1636998 31.5947908)",
207637775,False,,,residential,True,61.70700000000001,"LINESTRING (9.1637071 31.5943423, 9.1638692 31.5943288, 9.1639535 31.5943179, 9.1640715 31.5943133, 9.1641904 31.5943425, 9.1643341 31.5944053)",
207637772,False,,,residential,False,147.971,"LINESTRING (9.1656485 31.5950029, 9.166522 31.5938996)",
207637785,False,,,residential,False,34.084,"LINESTRING (9.1656485 31.5950029, 9.165343 31.5948409)",
207637772,False,,,residential,True,85.647,"LINESTRING (9.1656485 31.5950029, 9.1655582 31.5950665, 9.1650721 31.5955938)",
760136571,False,,,residential,True,91.45700000000001,"LINESTRING (9.1656485 31.5950029, 9.1660954 31.5952432, 9.1663628 31.595387, 9.166465 31.595442)",
207637775,False,,,residential,True,36.763,"LINESTRING (9.1643341 31.5944053, 9.1646593 31.5945858)",
760136570,False,,,residential,False,32.188,"LINESTRING (9.1643341 31.5944053, 9.1645005 31.5941529)",
207637775,False,,,residential,False,61.70700000000001,"LINESTRING (9.1643341 31.5944053, 9.1641904 31.5943425, 9.1640715 31.5943133, 9.1639535 31.5943179, 9.1638692 31.5943288, 9.1637071 31.5943423)",
207636383,False,,,residential,True,24.999,"LINESTRING (9.1605726 31.5941733, 9.160398 31.5940047)",
207637779,False,,,residential,False,33.74,"LINESTRING (9.1605726 31.5941733, 9.1603506 31.5944106)",
207637779,False,,,residential,True,21.717,"LINESTRING (9.1605726 31.5941733, 9.1607241 31.5940267)",
207637747,False,,,residential,False,33.276,"LINESTRING (9.1646593 31.5945858, 9.1648687 31.5943455)",
207637775,False,,,residential,False,36.763,"LINESTRING (9.1646593 31.5945858, 9.1643341 31.5944053)",
207637775,False,,,residential,True,39.554,"LINESTRING (9.1646593 31.5945858, 9.1646901 31.5946489, 9.1647123 31.5947487, 9.164677 31.5948447, 9.1646111 31.5949088)",
207637752,False,,,residential,False,42.086,"LINESTRING (9.1661729 31.5937176, 9.1657899 31.5935257)",
207637752,False,,,residential,True,38.766,"LINESTRING (9.1661729 31.5937176, 9.166522 31.5938996)",
207637782,False,,,residential,True,147.58,"LINESTRING (9.1661729 31.5937176, 9.165343 31.5948409)",
207637782,False,,,residential,False,147.58,"LINESTRING (9.165343 31.5948409, 9.1661729 31.5937176)",
207637785,False,,,residential,False,44.771,"LINESTRING (9.165343 31.5948409, 9.1649542 31.5946119)",
207637785,False,,,residential,True,34.084,"LINESTRING (9.165343 31.5948409, 9.1656485 31.5950029)",
207637774,False,,,residential,False,22.17,"LINESTRING (9.1624941 31.5956099, 9.1623967 31.5957912)",
207636382,False,,,residential,False,51.865,"LINESTRING (9.1601564 31.5946189, 9.1605948 31.5948984)",
207637779,False,,,residential,False,20.189,"LINESTRING (9.1601564 31.5946189, 9.1600201 31.5947585)",
207637779,False,,,residential,True,29.577,"LINESTRING (9.1601564 31.5946189, 9.1603506 31.5944106)",
207637760,False,,,residential,False,36.684,"LINESTRING (9.1654332 31.5939918, 9.1652203 31.5942674)",
207637760,False,,,residential,True,61.867,"LINESTRING (9.1654332 31.5939918, 9.1657899 31.5935257)",
207637764,False,,,residential,False,24.817,"LINESTRING (9.1654332 31.5939918, 9.1652155 31.5938676)",
207637775,False,,,residential,False,12.743,"LINESTRING (9.1644901 31.5949589, 9.1646111 31.5949088)",
207637775,False,,,residential,True,77.15,"LINESTRING (9.1644901 31.5949589, 9.1636998 31.5947908)",
294009337,False,,,residential,False,25.037,"LINESTRING (9.1644901 31.5949589, 9.1643503 31.59515)",
207637745,False,,,residential,False,66.847,"LINESTRING (9.1656272 31.5927186, 9.1652432 31.593223)",
207637758,False,,,residential,False,89.955,"LINESTRING (9.1656272 31.5927186, 9.1648284 31.592281)",
"[207637772, 207637758]",False,,,residential,True,210.955,"LINESTRING (9.1656272 31.5927186, 9.1669307 31.5934543, 9.166522 31.5938996)",
207637747,False,,,residential,True,33.276,"LINESTRING (9.1648687 31.5943455, 9.1646593 31.5945858)",
293121128,False,,,residential,False,23.063,"LINESTRING (9.1648687 31.5943455, 9.1650768 31.5944532)",
293121128,False,,,residential,True,40.925,"LINESTRING (9.1648687 31.5943455, 9.1645005 31.5941529)",
760136569,False,,,residential,True,25.944,"LINESTRING (9.1648687 31.5943455, 9.1650064 31.5941438)",
207637777,False,,,residential,True,68.204,"LINESTRING (9.1630114 31.5932905, 9.1633948 31.5927713)",
293121128,False,,,residential,False,102.418,"LINESTRING (9.1630114 31.5932905, 9.1639011 31.593814)",
293121128,False,,,residential,True,38.595,"LINESTRING (9.1630114 31.5932905, 9.1626664 31.5931058)",
207636382,False,,,residential,False,52.018,"LINESTRING (9.1623967 31.5957912, 9.162884 31.596007)",
207636382,False,,,residential,True,65.506,"LINESTRING (9.1623967 31.5957912, 9.1617689 31.595544)",
207637774,False,,,residential,False,32.445,"LINESTRING (9.1623967 31.5957912, 9.1622615 31.5960593)",
207637774,False,,,residential,True,22.17,"LINESTRING (9.1623967 31.5957912, 9.1624941 31.5956099)",
207637766,False,,,residential,False,13.909,"LINESTRING (9.1624723 31.5967747, 9.1623863 31.5968761)",
207637766,False,,,residential,True,25.213,"LINESTRING (9.1624723 31.5967747, 9.1625838 31.5965688)",
293121103,True,1,RN 53A,primary,False,21.165,"LINESTRING (9.1624723 31.5967747, 9.162668 31.5968666)",
207637745,False,,,residential,False,56.545,"LINESTRING (9.1652432 31.593223, 9.1649145 31.5936475)",
207637745,False,,,residential,True,66.847,"LINESTRING (9.1652432 31.593223, 9.1656272 31.5927186)",
207637752,False,,,residential,False,74.462,"LINESTRING (9.1652432 31.593223, 9.1645815 31.5928614)",
207637752,False,,,residential,True,61.759,"LINESTRING (9.1652432 31.593223, 9.1657899 31.5935257)",
207637774,False,,,residential,True,22.863,"LINESTRING (9.1620024 31.5965164, 9.1621106 31.5963326)",
293121103,True,1,RN 53A,primary,False,52.968,"LINESTRING (9.1620024 31.5965164, 9.1624723 31.5967747)",
207636394,False,,,residential,False,69.137,"LINESTRING (9.160963 31.5972871, 9.1615653 31.5976384)",
207636394,False,,,residential,True,72.357,"LINESTRING (9.160963 31.5972871, 9.1603326 31.5969195)",
835109240,False,,,residential,True,43.997,"LINESTRING (9.160963 31.5972871, 9.1607456 31.5975849, 9.1607139 31.5976209)",
207637750,False,,,residential,False,49.335,"LINESTRING (9.1625578 31.5940535, 9.1621451 31.5937828)",
207637750,False,,,residential,True,114.913,"LINESTRING (9.1625578 31.5940535, 9.1627935 31.594167, 9.1631426 31.5942052, 9.163586 31.5943359, 9.1637071 31.5943423)",
293115957,False,,,residential,False,82.483,"LINESTRING (9.1625578 31.5940535, 9.1622807 31.5943138, 9.1620296 31.5943812, 9.1619068 31.5945103)",
207637744,False,,,residential,False,84.314,"LINESTRING (9.1643503 31.59515, 9.1650721 31.5955938)",
294009337,False,,,residential,False,43.631,"LINESTRING (9.1643503 31.59515, 9.1641029 31.595481)",
294009337,False,,,residential,True,25.037,"LINESTRING (9.1643503 31.59515, 9.1644901 31.5949589)",
207636382,False,,,residential,True,52.018,"LINESTRING (9.162884 31.596007, 9.1623967 31.5957912)",
207637766,False,,,residential,False,68.635,"LINESTRING (9.162884 31.596007, 9.1625838 31.5965688)",
207637766,False,,,residential,True,20.919,"LINESTRING (9.162884 31.596007, 9.1629786 31.595837)",
207636395,False,,,residential,True,194.833,"LINESTRING (9.1636529 31.5952719, 9.1628011 31.5968668)",
207637762,False,,,residential,False,48.55,"LINESTRING (9.1636529 31.5952719, 9.1641029 31.595481)",
207637769,False,,,residential,True,54.123000000000005,"LINESTRING (9.1636529 31.5952719, 9.163713 31.5950308, 9.1636998 31.5947908)",
207637752,False,,,residential,False,38.766,"LINESTRING (9.166522 31.5938996, 9.1661729 31.5937176)",
207637772,False,,,residential,True,147.971,"LINESTRING (9.166522 31.5938996, 9.1656485 31.5950029)",
"[207637772, 207637758]",False,,,residential,False,210.955,"LINESTRING (9.166522 31.5938996, 9.1669307 31.5934543, 9.1656272 31.5927186)",
207637752,False,,,residential,False,14.87,"LINESTRING (9.1645815 31.5928614, 9.164452 31.5927858)",
207637752,False,,,residential,True,74.462,"LINESTRING (9.1645815 31.5928614, 9.1652432 31.593223)",
207637769,False,,,residential,False,55.194,"LINESTRING (9.1645815 31.5928614, 9.1642743 31.5932832)",
207637754,False,,,residential,True,69.786,"LINESTRING (9.1622615 31.5960593, 9.1615895 31.5958019)",
207637774,False,,,residential,False,33.583,"LINESTRING (9.1622615 31.5960593, 9.1621106 31.5963326)",
207637774,False,,,residential,True,32.445,"LINESTRING (9.1622615 31.5960593, 9.1623967 31.5957912)",
207637766,False,,,residential,True,47.454,"LINESTRING (9.1612338 31.5979584, 9.1615653 31.5976384)",
760136566,False,,,residential,False,61.911,"LINESTRING (9.1612338 31.5979584, 9.1607139 31.5976209)",
"[207637756, 207637788]",False,,,residential,False,206.22500000000002,"LINESTRING (9.1612338 31.5979584, 9.161624 31.5982017, 9.1626362 31.5970449)",
207637762,False,,,residential,True,81.738,"LINESTRING (9.164834 31.5958716, 9.1641029 31.595481)",
207637772,False,,,residential,False,38.246,"LINESTRING (9.164834 31.5958716, 9.1650721 31.5955938)",
760136572,False,,,residential,False,40.702,"LINESTRING (9.164834 31.5958716, 9.1645828 31.5961686)",
207637762,False,,,residential,False,81.738,"LINESTRING (9.1641029 31.595481, 9.164834 31.5958716)",
207637762,False,,,residential,True,48.55,"LINESTRING (9.1641029 31.595481, 9.1636529 31.5952719)",
