osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,width,ref,bridge,junction,tunnel,access,est_width
"[39964881, 39964882, 143140693, 223120634]",True,"['3', '2']",,trunk,100,False,794.017,"LINESTRING (11.0327474 49.5232392, 11.0326931 49.523376, 11.0326705 49.5234329, 11.0325919 49.523631, 11.0320552 49.5249844, 11.031999 49.5251367, 11.0319034 49.5253783, 11.0318433 49.5255733, 11.0318098 49.5257771, 11.0317748 49.5259982, 11.0317663 49.5262423, 11.0317706 49.5264718, 11.0318002 49.5267204, 11.031855 49.5269722, 11.0319535 49.5272838, 11.0320875 49.5276135, 11.0321948 49.5278528, 11.0323382 49.5281531, 11.0326711 49.5288239, 11.0328623 49.5292012, 11.0329263 49.5293695, 11.0330066 49.5296246, 11.0330893 49.5299488, 11.0331408 49.5301788, 11.033143 49.5301885)",,B 4,yes,,,,
520236173,False,,An der Wind,residential,30,False,16.906,"LINESTRING (11.0480953 49.5199229, 11.0483126 49.5198662)",,,,,,,
23145505,False,,Irisweg,residential,,True,202.48000000000002,"LINESTRING (11.0480953 49.5199229, 11.0474311 49.5199343, 11.0461152 49.5199538, 11.0458016 49.5199672, 11.045293 49.5199918)",,,,,,,
455328253,False,2,Neunhofer Hauptstraße,tertiary,50,False,25.128999999999998,"LINESTRING (11.0480953 49.5199229, 11.0482229 49.520005, 11.0483123 49.5200977)",,N 3,,,,,
455328253,False,2,Neunhofer Hauptstraße,tertiary,50,True,160.54,"LINESTRING (11.0480953 49.5199229, 11.0478647 49.5198007, 11.0475811 49.5196355, 11.0474214 49.5195147, 11.0471785 49.519331, 11.0465556 49.5188852)",,N 3,,,,,
4899029,False,2,Untere Dorfstraße,tertiary,30,False,9.888,"LINESTRING (11.0490286 49.5211498, 11.0490812 49.5211538, 11.0491565 49.5211296)",,N 3,,,,,
8476454,False,,Untere Dorfstraße,residential,30,True,301.39399999999995,"LINESTRING (11.0490286 49.5211498, 11.0489737 49.5212048, 11.0486408 49.5212922, 11.0482418 49.5213969, 11.0480075 49.521496, 11.0476167 49.5217027, 11.0473942 49.5218204, 11.0469573 49.5220548, 11.0467139 49.5221663, 11.0464842 49.5222402, 11.0458168 49.5224335, 11.0454859 49.5225294)",,,,,,,
66576763,False,2,Neunhofer Hauptstraße,tertiary,20,True,63.013999999999996,"LINESTRING (11.0490286 49.5211498, 11.0489711 49.5211046, 11.048848 49.5209465, 11.0487553 49.5208238, 11.0486523 49.5206414)",,N 3,,,,,
142885589,False,2,Bingstraße,tertiary,30,True,95.637,"LINESTRING (11.1284546 49.4451255, 11.1285672 49.4451456, 11.1287853 49.4451944, 11.1296423 49.445383, 11.1297106 49.4453948)",10,,,,,,
329194549,True,1,Zabo-Kreisel,tertiary,30,False,26.982,"LINESTRING (11.1284546 49.4451255, 11.1284443 49.4451654, 11.1284155 49.4452012, 11.1283711 49.4452296, 11.1283154 49.4452475, 11.1282538 49.4452534, 11.1281925 49.4452467)",6,,,roundabout,,,
142885670,False,2,Zerzabelshofer Hauptstraße,tertiary,30,False,21.419,"LINESTRING (11.128096 49.4450477, 11.128008 49.4450128, 11.1278588 49.444933)",,,,,,,
329194549,True,1,Zabo-Kreisel,tertiary,30,False,35.99,"LINESTRING (11.128096 49.4450477, 11.1281403 49.4450193, 11.128196 49.4450012, 11.1282575 49.4449951, 11.1283189 49.4450018, 11.1283741 49.4450204, 11.1284177 49.4450493, 11.1284455 49.4450855, 11.1284546 49.4451255)",6,,,roundabout,,,
"[31903002, 234158655]",False,2,Siedlerstraße,unclassified,30,True,239.40300000000002,"LINESTRING (11.1281925 49.4452467, 11.1282131 49.4453206, 11.1282436 49.445439, 11.1283651 49.445631, 11.1284103 49.4457023, 11.1285147 49.4458711, 11.1285581 49.4459371, 11.1288102 49.446387, 11.1292683 49.4472269, 11.1292937 49.4472735)",,,,,,,
329194549,True,1,Zabo-Kreisel,tertiary,30,False,26.889,"LINESTRING (11.1281925 49.4452467, 11.1281338 49.4452261, 11.1280888 49.445194, 11.1280627 49.4451541, 11.1280577 49.445117, 11.1280691 49.4450805, 11.128096 49.4450477)",6,,,roundabout,,,
53181116,False,4,Zerzabelshofstraße,tertiary,,True,12.278,"LINESTRING (11.1214621 49.4427787, 11.1213222 49.4428413)",,,,,,,
"[164938304, 30752769, 251290986, 164859411, 30752767]",True,"['3', '2']","['Marienbader Straße', 'Passauer Straße']",primary,50,False,593.39,"LINESTRING (11.1214621 49.4427787, 11.1214875 49.4428441, 11.1215194 49.4429301, 11.1215296 49.4429568, 11.1218342 49.4437785, 11.1220582 49.4443966, 11.1220973 49.4445243, 11.1221394 49.4446561, 11.12218 49.444819, 11.1222114 49.4449731, 11.1222599 49.4452611, 11.1222745 49.4454165, 11.1222853 49.4455862, 11.1223112 49.4462041, 11.1223293 49.4466351, 11.1223499 49.4470469, 11.1223705 49.4472588, 11.1223732 49.4472843, 11.1224245 49.4477612, 11.1224636 49.4480551)",,B 4R,,,,,
141270494,False,3,Valznerweiherstraße,tertiary,50,False,20.957,"LINESTRING (11.1214621 49.4427787, 11.1215742 49.4427374, 11.1217144 49.4426859)",,,,,,,
266002687,True,,Bismarckstraße,residential,50,False,10.03,"LINESTRING (11.103099 49.464104, 11.1029839 49.4640536)",,,,,,,
"[250935152, 250935154, 250935147]",True,"['3', '4', '2']",Welserstraße,primary,50,False,219.213,"LINESTRING (11.103099 49.464104, 11.102994 49.464199, 11.1029736 49.4642175, 11.1026637 49.4644339, 11.1025172 49.464519, 11.1022577 49.4646434, 11.1020265 49.4647486, 11.1015923 49.464947, 11.1012623 49.4651037, 11.1010072 49.4652218, 11.1009458 49.4652507, 11.1007545 49.4653381)",,B 4R,,,,,
4935625,False,,Ludwig-Feuerbach-Straße,residential,30,False,102.72999999999999,"LINESTRING (11.1049743 49.4616391, 11.1049107 49.4616211, 11.1048102 49.4615878, 11.104701 49.4615517, 11.1037058 49.4612224)",6.6,,,,,,
"[250935145, 250935148]",True,"['3', '4']",Welserstraße,primary,50,False,124.432,"LINESTRING (11.1049743 49.4616391, 11.1050363 49.4615624, 11.1053418 49.4611803, 11.1056633 49.4607714, 11.1056993 49.4607237, 11.105763 49.4606444)",,B 4R,,,,,
902752031,True,2,Dr.-Carlo-Schmid-Straße,residential,50,False,14.134,"LINESTRING (11.1140271 49.4594501, 11.1141764 49.4595322)",,,,,,,
"[29319842, 250936933, 138366600, 250936938, 138439158]",True,"['3', '4', '2']","['Dr.-Gustav-Heinemann-Straße', 'Dr.-Gustav-Heinemann-Brücke']",primary,50,False,523.3140000000001,"LINESTRING (11.1140271 49.4594501, 11.1142022 49.4593843, 11.1142323 49.4593729, 11.1144199 49.4593023, 11.114764 49.459156, 11.1149028 49.4590901, 11.1150961 49.4589977, 11.1152941 49.4588962, 11.1154976 49.4587843, 11.1157601 49.4586273, 11.1161525 49.4583642, 11.1164018 49.4581736, 11.116603 49.4579978, 11.116843 49.4577804, 11.1169189 49.4577116, 11.1169785 49.4576467, 11.1171809 49.4574369, 11.1172824 49.4573147, 11.1173901 49.4571832, 11.1175778 49.456925, 11.1176721 49.4567808, 11.1177416 49.4566745, 11.1181199 49.4560842, 11.1182028 49.4559548, 11.1182363 49.4559053, 11.1183086 49.4557984)",,B 4R,yes,,,,
29898623,True,3,Ostendstraße,secondary,50,False,11.498,"LINESTRING (11.1184495 49.4558464, 11.1183086 49.4557984)",,St 2241,,,,,
"[226336370, 250936931, 69726034, 138320807]",True,"['3', '2']","['Dr.-Gustav-Heinemann-Straße', 'Dr.-Gustav-Heinemann-Brücke']",primary,50,False,525.7209999999999,"LINESTRING (11.1184495 49.4558464, 11.1183806 49.4559531, 11.1183643 49.4559784, 11.1182566 49.4561473, 11.1180521 49.456468, 11.1178954 49.4567157, 11.1178563 49.4567774, 11.1178242 49.4568241, 11.1176706 49.4570477, 11.1174929 49.4572912, 11.1173825 49.4574305, 11.1172398 49.4575834, 11.1170577 49.4577689, 11.1170028 49.4578215, 11.1167967 49.4580191, 11.1165386 49.4582412, 11.1163395 49.4583927, 11.116073 49.4585805, 11.115875 49.4587069, 11.115412 49.4589762, 11.11503 49.4591791, 11.1148681 49.4592563, 11.1146389 49.459364, 11.1144511 49.4594337, 11.1143758 49.4594616, 11.1142989 49.4594897, 11.1141764 49.4595322)",,B 4R,yes,,,,
142433483,False,2,Bingstraße,tertiary,50,True,7.283,"LINESTRING (11.1369015 49.447154, 11.1369726 49.4472004)",,,,,,,
130465289,True,1,Bingstraße,tertiary,50,False,61.739,"LINESTRING (11.1369015 49.447154, 11.1367521 49.447113, 11.1366754 49.4470843, 11.1363717 49.4469638, 11.1361575 49.4468831)",,,,,,,
"[251301388, 251301389, 20897854]",True,"['3', '4', '2']",Cheruskerstraße,primary,50,False,363.33799999999997,"LINESTRING (11.1213134 49.4529627, 11.121241 49.4530294, 11.1208523 49.4533876, 11.120395 49.4538113, 11.1197557 49.454383, 11.1195206 49.4545968, 11.1194701 49.4546427, 11.1192495 49.4548608, 11.1190263 49.4551031, 11.1189365 49.4552007, 11.1187984 49.4553776, 11.1186647 49.455549, 11.1186308 49.4555958, 11.1185624 49.4556904)",,B 4R,,,,,
"[24639185, 24639183]",True,,Haimendorfer Straße,residential,30,False,176.382,"LINESTRING (11.1213134 49.4529627, 11.1213354 49.4530693, 11.120572 49.4537864, 11.1205184 49.4538558, 11.1205333 49.4538805, 11.1211092 49.4541099, 11.1211923 49.454143)",,,,,,,
29406502,True,2,,residential,50,False,14.029,"LINESTRING (11.1140523 49.4595752, 11.1140271 49.4594501)",,,,,,,
29406504,True,2,Dr.-Gustav-Heinemann-Straße,primary,50,False,303.88500000000005,"LINESTRING (11.1140523 49.4595752, 11.113875 49.459631, 11.1138424 49.459641, 11.1135801 49.4597186, 11.1131892 49.4598109, 11.1129188 49.4598575, 11.1126296 49.4598955, 11.1123616 49.4599209, 11.1120962 49.4599326, 11.1118622 49.4599366, 11.1116385 49.4599323, 11.111422 49.4599165, 11.1112001 49.4598954, 11.1107783 49.4598414, 11.1099696 49.4597323)",,B 4R,,,,,
"[250936937, 83894902]",True,"['4', '2']",Dr.-Gustav-Heinemann-Straße,primary,50,False,131.42,"LINESTRING (11.107365 49.4597869, 11.1072397 49.4598213, 11.1071332 49.4598608, 11.1071065 49.4598721, 11.1070763 49.4598849, 11.1069083 49.4599524, 11.1066119 49.460096, 11.1065087 49.4601559, 11.1064149 49.4602178, 11.1063135 49.4602903, 11.1062639 49.4603283, 11.106126 49.4604553, 11.106083 49.4604983, 11.1060245 49.4605566)",,B 4R,,,,,
134817750,True,1,Dr.-Gustav-Heinemann-Straße,primary_link,50,False,34.145,"LINESTRING (11.107365 49.4597869, 11.1072058 49.459798, 11.1070792 49.459822, 11.1068988 49.4598248)",,B 4R,,,,,
1186188306,True,3,Äußere Sulzbacher Straße,primary,50,False,11.401,"LINESTRING (11.1058861 49.4605074, 11.1060245 49.4605566)",,B 14,,,,,
4443667,True,2,Dr.-Gustav-Heinemann-Straße,primary,50,False,106.39100000000002,"LINESTRING (11.1058861 49.4605074, 11.1059256 49.4604639, 11.1059476 49.4604439, 11.1060447 49.4603537, 11.1061133 49.4602906, 11.1062236 49.4602055, 11.1063595 49.4601083, 11.1065369 49.4599982, 11.1066877 49.4599224, 11.10671 49.4599112, 11.1068988 49.4598248)",,B 4R,,,,,
4437689,True,3,Welserstraße,primary,50,False,17.573,"LINESTRING (11.1060245 49.4605566, 11.1059678 49.460617, 11.1059483 49.4606378, 11.1058981 49.4606916)",,B 4R,,,,,
"[511606906, 8044459]",True,2,Äußere Sulzbacher Straße,primary,50,False,98.494,"LINESTRING (11.1060245 49.4605566, 11.1061533 49.4606054, 11.1061887 49.4606189, 11.1067644 49.460846, 11.1069229 49.4609024, 11.1072176 49.460981)",,B 14,,,,,
250935146,True,3,Welserstraße,primary,50,False,8.156,"LINESTRING (11.1029839 49.4640536, 11.1030422 49.4639908)",,B 4R,,,,,
135519219,True,,Bismarckstraße,residential,30,False,40.236000000000004,"LINESTRING (11.1029839 49.4640536, 11.102928 49.4640304, 11.1028543 49.4640034, 11.1028231 49.463992, 11.1026605 49.4639316, 11.1025122 49.4638622)",,,,,,,
4437688,True,2,Welserstraße,primary,50,False,111.65599999999999,"LINESTRING (11.1036128 49.4632968, 11.1036758 49.4632203, 11.1040535 49.4627604, 11.1042397 49.4625289, 11.1043358 49.4624094)",,B 4R,,,,,
4979630,False,,Fröbelstraße,residential,30,False,70.695,"LINESTRING (11.1036128 49.4632968, 11.1035623 49.4632811, 11.1034991 49.4632584, 11.1034659 49.4632465, 11.1029554 49.4630631, 11.1027558 49.4629904)",,,,,,,
4432413,False,,Von-Fürer-Straße,residential,30,False,109.023,"LINESTRING (11.0989921 49.4664714, 11.099059 49.4665296, 11.0991145 49.4665778, 11.0992557 49.4667006, 11.0994983 49.466946, 11.0997573 49.4671977, 11.0998427 49.4672807)",,,,,,,
250935144,True,3,Welserstraße,primary,50,False,34.32599999999999,"LINESTRING (11.0989921 49.4664714, 11.0988724 49.4665486, 11.0987852 49.4666048, 11.0986426 49.4666799)",,B 4R,,,,,
138251799,False,2,Schopenhauerstraße,residential,50,True,10.785,"LINESTRING (11.0885534 49.4703048, 11.0885649 49.4702081)",,,,,,,
5009803,False,,Schopenhauerstraße,residential,30,False,96.131,"LINESTRING (11.0885534 49.4703048, 11.0885289 49.470418, 11.0885192 49.4704631, 11.0884814 49.4706748, 11.0884688 49.4707258, 11.0883574 49.4711597)",,,,,,,
251117877,True,2,Nordring,primary,50,False,190.90699999999998,"LINESTRING (11.0885534 49.4703048, 11.0882848 49.4702786, 11.0882532 49.4702739, 11.08804 49.4702424, 11.0876636 49.470172, 11.0872936 49.4700747, 11.0870382 49.4699933, 11.0869997 49.4699811, 11.0861126 49.4696795)",,B 4R,,,,,
138251799,False,2,Schopenhauerstraße,residential,50,False,10.785,"LINESTRING (11.0885649 49.4702081, 11.0885534 49.4703048)",,,,,,,
138251799,False,2,Schopenhauerstraße,residential,50,True,139.886,"LINESTRING (11.0885649 49.4702081, 11.0885789 49.4701175, 11.0885909 49.4700404, 11.0886325 49.4697634, 11.0886667 49.4696032, 11.088696 49.4694882, 11.0887314 49.469378, 11.0889053 49.4689732)",,,,,,,
"[251117876, 251117884]",True,"['3', '2']",Nordring,primary,50,False,378.25800000000004,"LINESTRING (11.0885649 49.4702081, 11.0887976 49.4702237, 11.088828 49.4702257, 11.0889254 49.4702322, 11.0894661 49.4702502, 11.0904511 49.4702717, 11.090477 49.4702722, 11.0909804 49.4702822, 11.0910617 49.4702827, 11.0915046 49.4702878, 11.0919762 49.4702883, 11.092231 49.4702851, 11.0925098 49.47028, 11.0930357 49.4702835, 11.0934669 49.4702862, 11.0935582 49.4702868, 11.0937959 49.4702888)",,B 4R,,,,,
4979814,False,2,Röthensteig,unclassified,50,False,342.81100000000004,"LINESTRING (11.0750198 49.469527, 11.0750203 49.46986, 11.0750204 49.4700374, 11.0750046 49.4702795, 11.0749743 49.4705247, 11.0749369 49.4707095, 11.0748881 49.470929, 11.0748434 49.4711006, 11.0748229 49.4711919, 11.0747587 49.471478, 11.0747523 49.4715049, 11.0747335 49.4715412, 11.0746964 49.4715811, 11.0746255 49.4716339, 11.0745383 49.4716615, 11.0744326 49.4716697, 11.0741096 49.4716754, 11.0736704 49.4716832, 11.0731924 49.4716917)",,,,,,,
251116699,True,2,Nordring,primary,50,False,149.026,"LINESTRING (11.0750198 49.469527, 11.0747944 49.4695251, 11.0747446 49.469525, 11.0746672 49.4695249, 11.0739394 49.4695239, 11.0731863 49.4695344, 11.0729586 49.4695479)",,B 4R,,,,,
"[1047673497, 250915125, 250915126]",True,"['3', '4', '2']",Erlanger Straße,primary,50,False,309.28299999999996,"LINESTRING (11.0666556 49.4712132, 11.0661021 49.4716212, 11.0658687 49.4718032, 11.0656264 49.4720122, 11.0653806 49.4722798, 11.0652006 49.4725122, 11.0650617 49.4727099, 11.0649839 49.4728424, 11.0647808 49.4732363, 11.0647031 49.4734209, 11.0646909 49.4734497, 11.0646803 49.4734719, 11.0646299 49.4736163)",,B 4,,,,,
5005185,False,3,Bucher Straße,primary_link,50,False,19.687,"LINESTRING (11.0627044 49.4769554, 11.0625939 49.4769219, 11.062561 49.4769119, 11.0624575 49.4768805)",,B 4,,,,,
"[138998651, 333430887]",False,4,Cuxhavener Straße,residential,30,False,127.841,"LINESTRING (11.0627044 49.4769554, 11.0627889 49.4769822, 11.0629652 49.4770363, 11.0633404 49.4771514, 11.0637275 49.4772381, 11.0639268 49.4772678, 11.0641588 49.4772817, 11.0643774 49.4772821)",,,,,,,
"[250915116, 250915127]",True,"['4', '2']",Erlanger Straße,primary,50,False,364.692,"LINESTRING (11.0627044 49.4769554, 11.0625709 49.4771201, 11.0625122 49.4772026, 11.062264 49.4775756, 11.0620187 49.47786, 11.061831 49.4781502, 11.0615614 49.4786643, 11.0613891 49.4790719, 11.0610995 49.4798928, 11.0610756 49.4799392, 11.0610234 49.4800318)",,B 4,,,,,
5005185,False,3,Bucher Straße,primary_link,50,True,19.687,"LINESTRING (11.0624575 49.4768805, 11.062561 49.4769119, 11.0625939 49.4769219, 11.0627044 49.4769554)",,B 4,,,,,
70829879,True,2,Erlanger Straße,primary,50,False,214.115,"LINESTRING (11.0624575 49.4768805, 11.0625756 49.4767258, 11.0626974 49.4765798, 11.0629242 49.476355, 11.0633581 49.4758526, 11.0635142 49.475632, 11.0635996 49.4755039, 11.0637091 49.4753162, 11.0637833 49.4751649)",,B 4,,,,,
"[892669233, 136510161, 25709598]",False,2,Schnepfenreuther Weg,residential,30,False,122.21499999999999,"LINESTRING (11.0624575 49.4768805, 11.0624324 49.4768744, 11.0623594 49.476857, 11.0622751 49.476865, 11.0621737 49.4768937, 11.0617874 49.4770691, 11.0616452 49.4771499, 11.0614802 49.4772519, 11.0612364 49.4774117, 11.0611258 49.4774841)",,,,,,,
139451827,True,1,Kraftshofer Hauptstraße,tertiary_link,70,False,85.15499999999999,"LINESTRING (11.0457264 49.5024119, 11.0454849 49.5027055, 11.0454427 49.5027813, 11.0454351 49.5027946, 11.0454199 49.5028524, 11.0454137 49.5029203, 11.0454231 49.5029875, 11.0454341 49.5030246, 11.0454854 49.5031255)",,,,,,,
250915112,True,3,,primary,70,False,65.292,"LINESTRING (11.0457264 49.5024119, 11.0453125 49.5026929, 11.045257 49.5027372, 11.0451214 49.5028476)",,B 4,,,,,
50433744,False,2,Würzburger Straße,secondary,70,False,13.746,"LINESTRING (11.0325627 49.5232091, 11.0327474 49.5232392)",,N 3,,,,,
"[250920006, 31982100, 39964886]",True,"['4', '2']",,primary,70,False,473.476,"LINESTRING (11.0325627 49.5232091, 11.0326091 49.5230908, 11.0326179 49.5230683, 11.0326688 49.5229385, 11.0332161 49.5215498, 11.0332528 49.5214627, 11.0334948 49.5207361, 11.0336253 49.5201797, 11.0336466 49.5200444, 11.0336979 49.5196986, 11.0337341 49.51929, 11.033734 49.5191995, 11.03374 49.5190338)",,B 4,,,,,
228894060,True,1,Würzburger Straße,secondary,70,False,26.451999999999998,"LINESTRING (11.0325627 49.5232091, 11.0323883 49.5232346, 11.0322008 49.523229)",,N 3,,,,,
218168230,True,1,Boxdorfer Hauptstraße,residential,50,False,16.642,"LINESTRING (11.0338624 49.5138972, 11.0336517 49.5139579)",,,,,,,
"[507054808, 218168227, 4047232, 507054800]",True,2,,primary,70,False,461.645,"LINESTRING (11.0338624 49.5138972, 11.0337802 49.5141281, 11.0337728 49.5141532, 11.033677 49.5144724, 11.0336423 49.5146494, 11.0336265 49.5147488, 11.0335944 49.5150859, 11.0335906 49.51538, 11.0336129 49.5158183, 11.0337814 49.5172866, 11.0338677 49.5179808, 11.0338735 49.518027)",,B 4,yes,,,,
"[142384304, 194544676]",True,2,,trunk_link,"['80', '50']",False,303.413,"LINESTRING (11.0646378 49.4247409, 11.0645798 49.4249218, 11.0645366 49.4250076, 11.0644343 49.4251741, 11.0642561 49.4255726, 11.0641412 49.4258634, 11.0640364 49.4261665, 11.0639537 49.4264796, 11.0639392 49.4265477, 11.0638941 49.4267996, 11.0638448 49.4270713, 11.063805 49.4273597, 11.0637976 49.4274046)",,,,,,,
"[223093905, 140310469, 173924310, 261167118]",True,2,Frankenschnellweg,trunk,"['60', '80']",False,865.4779999999998,"LINESTRING (11.0646378 49.4247409, 11.0645005 49.4248972, 11.0644259 49.4250051, 11.0642516 49.4252953, 11.0640645 49.4256444, 11.0639013 49.4259867, 11.0637571 49.4263374, 11.063696 49.4265275, 11.0635676 49.4269487, 11.0634729 49.4274058, 11.0633933 49.4279541, 11.0633824 49.428046, 11.0633692 49.4281691, 11.0633445 49.4285237, 11.0633396 49.4286097, 11.0632937 49.4293428, 11.063281 49.4296231, 11.0632264 49.4306367, 11.0631393 49.4323977)",,N 4,,,,,
196371586,True,3,Frankenschnellweg,primary,50,False,66.016,"LINESTRING (11.0628786 49.4397809, 11.062873 49.4398293, 11.0628621 49.4399246, 11.062832 49.4400631, 11.0627472 49.4403487, 11.0627417 49.4403672)",,,,,,,
25709596,False,2,Marienbergstraße,secondary,50,False,559.553,"LINESTRING (11.0725274 49.4846204, 11.072657 49.4846186, 11.0728172 49.4846164, 11.0745231 49.4845942, 11.0765021 49.4845709, 11.0796649 49.4845231, 11.0802717 49.4845178)",,,,,,,
25709596,False,2,Marienbergstraße,secondary,50,True,572.0809999999999,"LINESTRING (11.0725274 49.4846204, 11.0723869 49.4846207, 11.0703912 49.484625, 11.0699439 49.484626, 11.0683009 49.4846161, 11.0672027 49.4846045, 11.0660804 49.4845794, 11.0646098 49.484546)",,,,,,,
"[333877045, 138974237]",False,,Lohestraße,unclassified,"['30', '50']",False,138.412,"LINESTRING (11.0725274 49.4846204, 11.0725098 49.4847362, 11.0724088 49.4854007, 11.0723399 49.4858592)",,,,,,,
136510156,True,1,Flughafenstraße,secondary,50,False,9.749,"LINESTRING (11.0821246 49.4845471, 11.0821191 49.4844595)",,,,,,,
32020683,True,1,Marienbergstraße,secondary,50,False,134.046,"LINESTRING (11.0821246 49.4845471, 11.0819266 49.4845494, 11.0804429 49.4845371, 11.0802717 49.4845178)",,,,,,,
"[4801265, 30439540]",False,2,Flughafenstraße,secondary,50,False,605.1499999999999,"LINESTRING (11.0827367 49.4908195, 11.082636 49.4905955, 11.0826177 49.4905569, 11.0823541 49.4899725, 11.0822115 49.4896563, 11.0821756 49.4895834, 11.0820903 49.489357, 11.0820457 49.4891736, 11.0820296 49.4889732, 11.0820331 49.4887608, 11.0820553 49.4884561, 11.0821053 49.4877694, 11.0821747 49.4867787, 11.0822352 49.4859366, 11.0822366 49.4859079, 11.0822537 49.4855909, 11.0822537 49.4854424)",,,,,,,
"[250928784, 4984153, 250928782]",True,"['1', '2']",Flughafenstraße,secondary,50,False,173.98800000000003,"LINESTRING (11.0827367 49.4908195, 11.0829216 49.4910973, 11.0829671 49.4911889, 11.0830578 49.4913716, 11.0833586 49.4919816, 11.0834675 49.4921204, 11.0835546 49.4921892, 11.0836461 49.4922547)",,,,,,,
"[459084649, 4316842]",True,,Flughafenstraße,unclassified,30,False,152.73900000000003,"LINESTRING (11.0766274 49.4938192, 11.0765279 49.4933087, 11.0765078 49.4932131, 11.0765234 49.4931632, 11.0765989 49.4931208, 11.076691 49.4931105, 11.0775852 49.493032)",,,,,,,
"[963432614, 81972159]",True,,,unclassified,30,False,200.058,"LINESTRING (11.0775852 49.493032, 11.0775761 49.4929588, 11.0776599 49.4929126, 11.0777268 49.4929059, 11.0782593 49.4928532, 11.0785639 49.4928244, 11.078818 49.4928004, 11.0793812 49.4927378, 11.0794653 49.4927298, 11.0801738 49.492648)",,,,,,,
1028515830,True,,Flughafenstraße,unclassified,30,False,189.962,"LINESTRING (11.0775852 49.493032, 11.0777526 49.4930256, 11.078172 49.4930056, 11.0790446 49.4929114, 11.0794139 49.4928704, 11.0794844 49.4928622, 11.0796025 49.4928501, 11.0801855 49.4927853)",,,,,,,
"[55842980, 250738470]",True,"['3', '4']",Frankenschnellweg,primary,50,False,203.17,"LINESTRING (11.056014 49.443963, 11.056218 49.443872, 11.0566023 49.4437005, 11.0567136 49.4436509, 11.0569683 49.4435375, 11.0573596 49.443343, 11.0577447 49.4431264, 11.0580346 49.4429568, 11.0581104 49.4429122, 11.0582206 49.4428376)",,,,,,,
"[27625630, 1071343606]",True,1,Am Leonhardspark,secondary,,False,90.124,"LINESTRING (11.056014 49.443963, 11.0561589 49.4438245, 11.056179 49.4438052, 11.0562045 49.4437789, 11.0562199 49.4437464, 11.0562197 49.443708, 11.0562059 49.4436341, 11.0561568 49.4436088, 11.0558583 49.4434643, 11.055807 49.4434267, 11.0557777 49.4433632, 11.0557606 49.4433222)",,,,,,,
