osmid,oneway,ref,highway,maxspeed,reversed,length,geometry,lanes,name,junction,tunnel,bridge
230125499,True,,primary,40,False,11.256,"LINESTRING (-44.3366046 -19.9576128, -44.3365109 -19.9575629)",,,roundabout,,
283590882,False,,residential,,False,60.178,"LINESTRING (-44.3439739 -19.9563326, -44.3437023 -19.9558554)",,Rua José Monteiro,,,
"[283590881, 514863398]",False,,residential,,True,190.32,"LINESTRING (-44.3439739 -19.9563326, -44.3441463 -19.9563029, -44.3442871 -19.9562828, -44.3444346 -19.9562765, -44.3445365 -19.9562929, -44.3446183 -19.9563256, -44.3446881 -19.9563685, -44.3447846 -19.956453, -44.3453103 -19.9571047, -44.3453613 -19.9571601)",,"['Rua Antônio Batista Andrade', 'Rua Antônio Batista Duarte']",,,
"[283590882, 283590883, 283590318]",False,,residential,,"[False, True]",127.22899999999998,"LINESTRING (-44.3439739 -19.9563326, -44.3440722 -19.9565121, -44.3442833 -19.9568911, -44.3443703 -19.9570508, -44.3445327 -19.9573491)",,Rua José Monteiro,,yes,
283590882,False,,residential,,True,47.587,"LINESTRING (-44.343292 -19.9551079, -44.3435006 -19.9554883)",,Rua José Monteiro,,,
283592780,False,,residential,,True,74.654,"LINESTRING (-44.343292 -19.9551079, -44.342777 -19.9555731)",,Rua Antônio Rosa de Araújo,,,
713743314,False,,residential,,False,38.948,"LINESTRING (-44.343292 -19.9551079, -44.3435656 -19.9548701)",,Rua Antônio Rosa de Araújo,,,
713743313,True,,residential,,False,176.411,"LINESTRING (-44.343292 -19.9551079, -44.3429735 -19.9545359, -44.3425169 -19.9536986)",,Rua José Monteiro,,,
283590886,True,,residential,,False,156.759,"LINESTRING (-44.3377122 -19.9565177, -44.3389817 -19.955767)",,Avenida Tanus Saliba,,,
283591313,False,,residential,,True,72.045,"LINESTRING (-44.3377122 -19.9565177, -44.3380907 -19.9570592)",,Rua Ana Araújo Sena,,,
513971249,False,,residential,,True,72.731,"LINESTRING (-44.3377122 -19.9565177, -44.3373214 -19.9559765)",,Rua Ana Araújo Sena,,,
834190222,False,,residential,,True,28.964,"LINESTRING (-44.3377122 -19.9565177, -44.3374887 -19.9566717)",,Avenida Tanus Saliba,,,
283590886,True,,residential,,False,71.721,"LINESTRING (-44.3419282 -19.95403, -44.3425169 -19.9536986)",,Avenida Tanus Saliba,,,
513971247,True,,residential,,False,68.893,"LINESTRING (-44.3425169 -19.9536986, -44.3421852 -19.9531632)",,Rua José Monteiro,,,
513971248,True,,residential,,False,15.9,"LINESTRING (-44.3425169 -19.9536986, -44.3425798 -19.9536734, -44.3426536 -19.9536362)",,Avenida Tanus Saliba,,,
283597926,False,,residential,,False,7.671,"LINESTRING (-44.343579 -19.9528968, -44.3435857 -19.9528281)",,Rua João Saliba,,,
283597926,False,,residential,,True,41.904,"LINESTRING (-44.343579 -19.9528968, -44.343552 -19.9532728)",,Rua João Saliba,,,
283592784,False,,residential,,False,72.652,"LINESTRING (-44.341507 -19.9576379, -44.3410175 -19.957174)",,Rua Geraldo Corrêa,,,
283590317,False,,residential,,False,133.293,"LINESTRING (-44.341507 -19.9576379, -44.3417001 -19.9575812, -44.3418127 -19.9575257, -44.3419012 -19.9574614, -44.3425088 -19.9569244)",,Rua Santa Cruz,,,
283590317,False,,residential,,True,108.866,"LINESTRING (-44.341507 -19.9576379, -44.3413366 -19.9576492, -44.3411207 -19.9576518, -44.3407425 -19.9576505, -44.3404663 -19.9576354)",,Rua Santa Cruz,,,
283590317,False,,residential,,True,172.308,"LINESTRING (-44.3437023 -19.9558554, -44.3425088 -19.9569244)",,Rua Santa Cruz,,,
283590882,False,,residential,,True,60.178,"LINESTRING (-44.3437023 -19.9558554, -44.3439739 -19.9563326)",,Rua José Monteiro,,,
283590882,False,,residential,,False,45.953,"LINESTRING (-44.3437023 -19.9558554, -44.3435735 -19.9556306, -44.3435006 -19.9554883)",,Rua José Monteiro,,,
283812010,False,,residential,,False,87.166,"LINESTRING (-44.3453613 -19.9571601, -44.344573 -19.957416)",,Rua Vereador Maurício Aguiar,,,
"[283590881, 514863398]",False,,residential,,False,190.32,"LINESTRING (-44.3453613 -19.9571601, -44.3453103 -19.9571047, -44.3447846 -19.956453, -44.3446881 -19.9563685, -44.3446183 -19.9563256, -44.3445365 -19.9562929, -44.3444346 -19.9562765, -44.3442871 -19.9562828, -44.3441463 -19.9563029, -44.3439739 -19.9563326)",,"['Rua Antônio Batista Andrade', 'Rua Antônio Batista Duarte']",,,
514863398,False,,residential,,True,15.085,"LINESTRING (-44.3453613 -19.9571601, -44.3454163 -19.9572093, -44.3454679 -19.9572515)",,Rua Antônio Batista Duarte,,,
283591307,False,,residential,,False,31.795,"LINESTRING (-44.3391158 -19.9575068, -44.3393378 -19.9573113)",,Rua João Marquês,,,
283590317,False,,residential,,False,139.286,"LINESTRING (-44.3391158 -19.9575068, -44.3392861 -19.9575345, -44.3394846 -19.9575597, -44.3401752 -19.9576139, -44.3404409 -19.9576335)",,Rua Santa Cruz,,,
283590317,False,,residential,,True,179.02,"LINESTRING (-44.3391158 -19.9575068, -44.3389106 -19.957474, -44.3387188 -19.9574589, -44.3384154 -19.9574447, -44.3379061 -19.9574242, -44.3378089 -19.9574242, -44.3377317 -19.9574387, -44.3376835 -19.9574583, -44.3376432 -19.9574904, -44.3375923 -19.9575496, -44.3375064 -19.9576492)",,Rua Santa Cruz,,,
283591307,False,,residential,,True,151.552,"LINESTRING (-44.341291 -19.9555605, -44.3402374 -19.9564969)",,Rua João Marquês,,,
283591308,False,,residential,,False,34.533,"LINESTRING (-44.341291 -19.9555605, -44.3412226 -19.9554508, -44.3411274 -19.9552907)",,Rua João Corrêa,,,
283591308,False,,residential,,True,108.27600000000001,"LINESTRING (-44.341291 -19.9555605, -44.3413742 -19.9556638, -44.3414761 -19.9557596, -44.3416089 -19.9558794, -44.3417685 -19.9560344, -44.3420112 -19.9562588)",,Rua João Corrêa,,,
283592780,False,,residential,,False,39.167,"LINESTRING (-44.3420112 -19.9562588, -44.3422848 -19.9560181)",,Rua Antônio Rosa de Araújo,,,
283592780,False,,residential,,True,13.191,"LINESTRING (-44.3420112 -19.9562588, -44.3419187 -19.9563395)",,Rua Antônio Rosa de Araújo,,,
283591308,False,,residential,,False,108.276,"LINESTRING (-44.3420112 -19.9562588, -44.3417685 -19.9560344, -44.3416089 -19.9558794, -44.3414761 -19.9557596, -44.3413742 -19.9556638, -44.341291 -19.9555605)",,Rua João Corrêa,,,
283590886,True,,residential,,False,72.392,"LINESTRING (-44.3407786 -19.9547095, -44.3413649 -19.9543629)",,Avenida Tanus Saliba,,,
283591308,False,,residential,,True,74.2,"LINESTRING (-44.3407786 -19.9547095, -44.3411274 -19.9552907)",,Rua João Corrêa,,,
706531610,False,,residential,,False,70.862,"LINESTRING (-44.3407786 -19.9547095, -44.340422 -19.9541675)",,Rua João Corrêa,,,
283594607,True,,residential,,False,141.982,"LINESTRING (-44.340422 -19.9541675, -44.339266 -19.9548381)",,Rua Mário Teixeira,,,
706531610,False,,residential,,False,69.419,"LINESTRING (-44.340422 -19.9541675, -44.3400688 -19.9536388)",,Rua João Corrêa,,,
706531610,False,,residential,,True,70.862,"LINESTRING (-44.340422 -19.9541675, -44.3407786 -19.9547095)",,Rua João Corrêa,,,
283596335,False,,residential,,True,142.201,"LINESTRING (-44.3397072 -19.9530937, -44.3385547 -19.9537733)",,Rua Wenzel Huber,,,
706531610,False,,residential,,False,69.861,"LINESTRING (-44.3397072 -19.9530937, -44.3393585 -19.9525577)",,Rua João Corrêa,,,
706531610,False,,residential,,True,71.43,"LINESTRING (-44.3397072 -19.9530937, -44.3400688 -19.9536388)",,Rua João Corrêa,,,
706531610,False,,residential,,True,69.861,"LINESTRING (-44.3393585 -19.9525577, -44.3397072 -19.9530937)",,Rua João Corrêa,,,
283591309,False,,residential,,False,142.14499999999998,"LINESTRING (-44.3393585 -19.9525577, -44.3391761 -19.9526573, -44.3382025 -19.9532309)",,Rua Marcelino Liboeiro,,,
283591309,False,,residential,,True,111.40899999999999,"LINESTRING (-44.3393585 -19.9525577, -44.3395261 -19.9524796, -44.3399593 -19.9523006, -44.3403268 -19.9521392)",,Rua Marcelino Liboeiro,,,
283591309,False,,residential,,False,79.601,"LINESTRING (-44.3413568 -19.9516135, -44.3406905 -19.9519602)",,Rua Marcelino Liboeiro,,,
513971246,False,,residential,,True,52.061,"LINESTRING (-44.3413568 -19.9516135, -44.341566 -19.9520384)",,Rua José Monteiro,,,
"[283602368, 513971246, 283603151]",False,,residential,,False,172.68699999999998,"LINESTRING (-44.3413568 -19.9516135, -44.3413353 -19.9515801, -44.3412343 -19.9514039, -44.3410793 -19.9511236, -44.3407992 -19.9506169, -44.3406657 -19.9503595, -44.3406079 -19.9502299)",,"['Rua José Monteiro', 'Avenida Brasil']",,,yes
283591309,False,,residential,,True,85.963,"LINESTRING (-44.3363558 -19.9543263, -44.3370491 -19.9539104)",,Rua Marcelino Liboeiro,,,
283591313,False,,residential,,False,72.045,"LINESTRING (-44.3380907 -19.9570592, -44.3377122 -19.9565177)",,Rua Ana Araújo Sena,,,
283594609,False,,residential,,True,99.565,"LINESTRING (-44.3369711 -19.9554577, -44.3377752 -19.9549776)",,Rua Alípio Nogueira do Amaral,,,
513971249,False,,residential,,False,68.326,"LINESTRING (-44.3369711 -19.9554577, -44.3373214 -19.9559765)",,Rua Ana Araújo Sena,,,
283590317,False,,residential,,True,2.663,"LINESTRING (-44.3404663 -19.9576354, -44.3404409 -19.9576335)",,Rua Santa Cruz,,,
283592780,False,,residential,,False,72.473,"LINESTRING (-44.3404663 -19.9576354, -44.3409839 -19.9572017)",,Rua Antônio Rosa de Araújo,,,
283590317,False,,residential,,False,108.866,"LINESTRING (-44.3404663 -19.9576354, -44.3407425 -19.9576505, -44.3411207 -19.9576518, -44.3413366 -19.9576492, -44.341507 -19.9576379)",,Rua Santa Cruz,,,
283591307,False,,residential,,False,70.692,"LINESTRING (-44.3397527 -19.9569403, -44.3402374 -19.9564969)",,Rua João Marquês,,,
283591307,False,,residential,,True,59.852,"LINESTRING (-44.3397527 -19.9569403, -44.3393378 -19.9573113)",,Rua João Marquês,,,
283592775,False,,residential,,False,82.39099999999999,"LINESTRING (-44.3397527 -19.9569403, -44.3396281 -19.9567706, -44.3393321 -19.9563139)",,Rua Pedro Alvim Pereira,,,
283592775,False,,residential,,True,105.429,"LINESTRING (-44.3397527 -19.9569403, -44.3398896 -19.9570795, -44.3404409 -19.9576335)",,Rua Pedro Alvim Pereira,,,
283592775,False,,residential,,False,70.989,"LINESTRING (-44.3393321 -19.9563139, -44.3389817 -19.955767)",,Rua Pedro Alvim Pereira,,,
519322583,False,,residential,,False,70.098,"LINESTRING (-44.3393321 -19.9563139, -44.339904 -19.9559846)",,Rua Michel Saliba,,,
283592775,False,,residential,,True,82.39099999999999,"LINESTRING (-44.3393321 -19.9563139, -44.3396281 -19.9567706, -44.3397527 -19.9569403)",,Rua Pedro Alvim Pereira,,,
"[283592777, 519322583]",False,,residential,,True,148.324,"LINESTRING (-44.3393321 -19.9563139, -44.3389287 -19.9565601, -44.3389052 -19.9565765, -44.3388945 -19.9565973, -44.3388945 -19.9566225, -44.3389019 -19.9566471, -44.3389669 -19.9567504, -44.3393378 -19.9573113)",,"['Rua Luiz Carlos Viana Tutti', 'Rua Michel Saliba']",,,
283590886,True,,residential,,False,80.942,"LINESTRING (-44.3389817 -19.955767, -44.3396432 -19.9553885)",,Avenida Tanus Saliba,,,
283592775,False,,residential,,True,70.989,"LINESTRING (-44.3389817 -19.955767, -44.3393321 -19.9563139)",,Rua Pedro Alvim Pereira,,,
283591308,False,,residential,,False,74.2,"LINESTRING (-44.3411274 -19.9552907, -44.3407786 -19.9547095)",,Rua João Corrêa,,,
519322583,False,,residential,,True,66.188,"LINESTRING (-44.3411274 -19.9552907, -44.3405807 -19.9555911)",,Rua Michel Saliba,,,
283591308,False,,residential,,True,34.533,"LINESTRING (-44.3411274 -19.9552907, -44.3412226 -19.9554508, -44.341291 -19.9555605)",,Rua João Corrêa,,,
283592780,False,,residential,,False,4.671,"LINESTRING (-44.3409839 -19.9572017, -44.3410175 -19.957174)",,Rua Antônio Rosa de Araújo,,,
283592780,False,,residential,,True,72.473,"LINESTRING (-44.3409839 -19.9572017, -44.3404663 -19.9576354)",,Rua Antônio Rosa de Araújo,,,
283592778,False,,residential,,False,110.605,"LINESTRING (-44.3409839 -19.9572017, -44.3403777 -19.9566395, -44.3402374 -19.9564969)",,Rua Geraldo Corrêa,,,
283591307,False,,residential,,False,151.552,"LINESTRING (-44.3402374 -19.9564969, -44.341291 -19.9555605)",,Rua João Marquês,,,
283591307,False,,residential,,True,70.692,"LINESTRING (-44.3402374 -19.9564969, -44.3397527 -19.9569403)",,Rua João Marquês,,,
283592778,False,,residential,,False,66.791,"LINESTRING (-44.3402374 -19.9564969, -44.3400975 -19.9562929, -44.339904 -19.9559846)",,Rua Geraldo Corrêa,,,
283592778,False,,residential,,True,110.605,"LINESTRING (-44.3402374 -19.9564969, -44.3403777 -19.9566395, -44.3409839 -19.9572017)",,Rua Geraldo Corrêa,,,
519322583,False,,residential,,False,83.168,"LINESTRING (-44.339904 -19.9559846, -44.3405807 -19.9555911)",,Rua Michel Saliba,,,
519322583,False,,residential,,True,70.098,"LINESTRING (-44.339904 -19.9559846, -44.3393321 -19.9563139)",,Rua Michel Saliba,,,
283592778,False,,residential,,True,66.791,"LINESTRING (-44.339904 -19.9559846, -44.3400975 -19.9562929, -44.3402374 -19.9564969)",,Rua Geraldo Corrêa,,,
283590317,False,,residential,,False,172.308,"LINESTRING (-44.3425088 -19.9569244, -44.3437023 -19.9558554)",,Rua Santa Cruz,,,
283592783,False,,residential,,False,89.632,"LINESTRING (-44.3425088 -19.9569244, -44.3419187 -19.9563395)",,Rua João Corrêa,,,
283590317,False,,residential,,True,133.293,"LINESTRING (-44.3425088 -19.9569244, -44.3419012 -19.9574614, -44.3418127 -19.9575257, -44.3417001 -19.9575812, -44.341507 -19.9576379)",,Rua Santa Cruz,,,
283592780,False,,residential,,False,13.191,"LINESTRING (-44.3419187 -19.9563395, -44.3420112 -19.9562588)",,Rua Antônio Rosa de Araújo,,,
283592780,False,,residential,,True,132.221,"LINESTRING (-44.3419187 -19.9563395, -44.3410175 -19.957174)",,Rua Antônio Rosa de Araújo,,,
283592783,False,,residential,,True,89.632,"LINESTRING (-44.3419187 -19.9563395, -44.3425088 -19.9569244)",,Rua João Corrêa,,,
283592780,False,,residential,,False,132.221,"LINESTRING (-44.3410175 -19.957174, -44.3419187 -19.9563395)",,Rua Antônio Rosa de Araújo,,,
283592780,False,,residential,,True,4.671,"LINESTRING (-44.3410175 -19.957174, -44.3409839 -19.9572017)",,Rua Antônio Rosa de Araújo,,,
283592784,False,,residential,,True,72.652,"LINESTRING (-44.3410175 -19.957174, -44.341507 -19.9576379)",,Rua Geraldo Corrêa,,,
283590886,True,,residential,,False,72.701,"LINESTRING (-44.3396432 -19.9553885, -44.3402326 -19.9550413)",,Avenida Tanus Saliba,,,
283592786,False,,residential,,False,72.801,"LINESTRING (-44.3396432 -19.9553885, -44.339266 -19.9548381)",,Rua Narcìsio da Silva,,,
283591309,False,,residential,,False,142.274,"LINESTRING (-44.3382025 -19.9532309, -44.3370491 -19.9539104)",,Rua Marcelino Liboeiro,,,
"[283596336, 283592788, 519328006]",False,,residential,,"[False, True]",264.685,"LINESTRING (-44.3382025 -19.9532309, -44.3379919 -19.9529044, -44.3379436 -19.9528489, -44.337886 -19.9528288, -44.3378028 -19.9528225, -44.3377022 -19.9528351, -44.3376218 -19.9528603, -44.3375064 -19.9529157, -44.3368332 -19.9532977, -44.3367541 -19.9533456, -44.3367293 -19.9533702, -44.3367192 -19.9533979, -44.3367206 -19.9534257, -44.336734 -19.9534553, -44.3370491 -19.9539104)",,"['Rua Narcísio da Silva', 'Rua Raimunda Conceição Nascimento', 'Rua Sebastião Rios do Nascimento']",,,
283592788,False,,residential,,True,70.659,"LINESTRING (-44.3382025 -19.9532309, -44.3385547 -19.9537733)",,Rua Narcísio da Silva,,,
283591309,False,,residential,,True,142.14499999999998,"LINESTRING (-44.3382025 -19.9532309, -44.3391761 -19.9526573, -44.3393585 -19.9525577)",,Rua Marcelino Liboeiro,,,
519322583,False,,residential,,False,66.188,"LINESTRING (-44.3405807 -19.9555911, -44.3411274 -19.9552907)",,Rua Michel Saliba,,,
519322583,False,,residential,,True,83.168,"LINESTRING (-44.3405807 -19.9555911, -44.339904 -19.9559846)",,Rua Michel Saliba,,,
283590886,True,,residential,,False,67.955,"LINESTRING (-44.3402326 -19.9550413, -44.3407786 -19.9547095)",,Avenida Tanus Saliba,,,
283594006,True,,residential,,False,71.142,"LINESTRING (-44.3402326 -19.9550413, -44.3405807 -19.9555911)",,Rua Moisés Saliba,,,
283594607,True,,residential,,False,63.041,"LINESTRING (-44.3421852 -19.9531632, -44.3416545 -19.9534326)",,Rua Mário Teixeira,,,
513971246,False,,residential,,False,57.929,"LINESTRING (-44.3421852 -19.9531632, -44.3419195 -19.952706)",,Rua José Monteiro,,,
283592786,False,,residential,,False,52.381,"LINESTRING (-44.339266 -19.9548381, -44.3389984 -19.9544398)",,Rua Narcìsio da Silva,,,
283592786,False,,residential,,True,72.801,"LINESTRING (-44.339266 -19.9548381, -44.3396432 -19.9553885)",,Rua Narcìsio da Silva,,,
283594607,True,,residential,,False,239.443,"LINESTRING (-44.339266 -19.9548381, -44.3373214 -19.9559765)",,Rua Mário Teixeira,,,
513971249,False,,residential,,False,72.731,"LINESTRING (-44.3373214 -19.9559765, -44.3377122 -19.9565177)",,Rua Ana Araújo Sena,,,
513971249,False,,residential,,True,68.326,"LINESTRING (-44.3373214 -19.9559765, -44.3369711 -19.9554577)",,Rua Ana Araújo Sena,,,
283592788,False,,residential,,False,70.659,"LINESTRING (-44.3385547 -19.9537733, -44.3382025 -19.9532309)",,Rua Narcísio da Silva,,,
283592788,False,,residential,,True,53.786,"LINESTRING (-44.3385547 -19.9537733, -44.3388346 -19.9541792)",,Rua Narcísio da Silva,,,
283596335,False,,residential,,False,142.201,"LINESTRING (-44.3385547 -19.9537733, -44.3397072 -19.9530937)",,Rua Wenzel Huber,,,
283596335,False,,residential,,True,141.975,"LINESTRING (-44.3385547 -19.9537733, -44.3374079 -19.9544576)",,Rua Wenzel Huber,,,
283594609,False,,residential,,False,99.565,"LINESTRING (-44.3377752 -19.9549776, -44.3369711 -19.9554577)",,Rua Alípio Nogueira do Amaral,,,
283594609,False,,residential,,True,122.556,"LINESTRING (-44.3377752 -19.9549776, -44.3387625 -19.954383)",,Rua Alípio Nogueira do Amaral,,,
283596336,False,,residential,,False,69.405,"LINESTRING (-44.3377752 -19.9549776, -44.3374079 -19.9544576)",,Rua Raimunda Conceição Nascimento,,,
283596335,False,,residential,,False,141.975,"LINESTRING (-44.3374079 -19.9544576, -44.3385547 -19.9537733)",,Rua Wenzel Huber,,,
283596335,False,,residential,,True,113.155,"LINESTRING (-44.3374079 -19.9544576, -44.3364871 -19.9549928)",,Rua Wenzel Huber,,,
283596336,False,,residential,,False,71.474,"LINESTRING (-44.3374079 -19.9544576, -44.3370491 -19.9539104)",,Rua Raimunda Conceição Nascimento,,,
283596336,False,,residential,,True,69.405,"LINESTRING (-44.3374079 -19.9544576, -44.3377752 -19.9549776)",,Rua Raimunda Conceição Nascimento,,,
283591309,False,,residential,,False,85.963,"LINESTRING (-44.3370491 -19.9539104, -44.3363558 -19.9543263)",,Rua Marcelino Liboeiro,,,
283591309,False,,residential,,True,142.274,"LINESTRING (-44.3370491 -19.9539104, -44.3382025 -19.9532309)",,Rua Marcelino Liboeiro,,,
"[283596336, 283592788, 519328006]",False,,residential,,"[False, True]",264.685,"LINESTRING (-44.3370491 -19.9539104, -44.336734 -19.9534553, -44.3367206 -19.9534257, -44.3367192 -19.9533979, -44.3367293 -19.9533702, -44.3367541 -19.9533456, -44.3368332 -19.9532977, -44.3375064 -19.9529157, -44.3376218 -19.9528603, -44.3377022 -19.9528351, -44.3378028 -19.9528225, -44.337886 -19.9528288, -44.3379436 -19.9528489, -44.3379919 -19.9529044, -44.3382025 -19.9532309)",,"['Rua Narcísio da Silva', 'Rua Raimunda Conceição Nascimento', 'Rua Sebastião Rios do Nascimento']",,,
283596336,False,,residential,,True,71.474,"LINESTRING (-44.3370491 -19.9539104, -44.3374079 -19.9544576)",,Rua Raimunda Conceição Nascimento,,,
283596337,False,,residential,,True,125.981,"LINESTRING (-44.3400688 -19.9536388, -44.339043 -19.9542337)",,Rua Alípio Nogueira do Amaral,,,
706531610,False,,residential,,False,71.43,"LINESTRING (-44.3400688 -19.9536388, -44.3397072 -19.9530937)",,Rua João Corrêa,,,
706531610,False,,residential,,True,69.419,"LINESTRING (-44.3400688 -19.9536388, -44.340422 -19.9541675)",,Rua João Corrêa,,,
283592780,False,,residential,,False,71.379,"LINESTRING (-44.3422848 -19.9560181, -44.342777 -19.9555731)",,Rua Antônio Rosa de Araújo,,,
283592780,False,,residential,,True,39.167,"LINESTRING (-44.3422848 -19.9560181, -44.3420112 -19.9562588)",,Rua Antônio Rosa de Araújo,,,
283590886,True,,residential,,False,69.546,"LINESTRING (-44.3413649 -19.9543629, -44.3419282 -19.95403)",,Avenida Tanus Saliba,,,
283596338,True,,residential,,False,207.65,"LINESTRING (-44.3413649 -19.9543629, -44.3422848 -19.9560181)",,Rua Antônio Suga Sai,,,
283592780,False,,residential,,False,74.654,"LINESTRING (-44.342777 -19.9555731, -44.343292 -19.9551079)",,Rua Antônio Rosa de Araújo,,,
283592780,False,,residential,,True,71.379,"LINESTRING (-44.342777 -19.9555731, -44.3422848 -19.9560181)",,Rua Antônio Rosa de Araújo,,,
283596339,True,,residential,,False,193.163,"LINESTRING (-44.342777 -19.9555731, -44.3419282 -19.95403)",,Rua Alcides Bárbara,,,
283596335,False,,residential,,False,113.155,"LINESTRING (-44.3364871 -19.9549928, -44.3374079 -19.9544576)",,Rua Wenzel Huber,,,
283596335,False,,residential,,True,38.361,"LINESTRING (-44.3364871 -19.9549928, -44.3361769 -19.9551772)",,Rua Wenzel Huber,,,
283596340,False,,residential,,False,69.251,"LINESTRING (-44.3364871 -19.9549928, -44.3361332 -19.9544663)",,,,,
283596340,False,,residential,,True,11.216,"LINESTRING (-44.3360766 -19.9543806, -44.3361332 -19.9544663)",,,,,
283596335,False,,residential,,False,38.361,"LINESTRING (-44.3361769 -19.9551772, -44.3364871 -19.9549928)",,Rua Wenzel Huber,,,
"[756112073, 283596341]",False,,residential,,False,102.83400000000002,"LINESTRING (-44.3361769 -19.9551772, -44.3358877 -19.9547789, -44.3358596 -19.9547323, -44.3358582 -19.9547096, -44.3358602 -19.9546869, -44.3358777 -19.9546535, -44.3359146 -19.9546138, -44.3359454 -19.9545854, -44.335999 -19.9545488, -44.3361332 -19.9544663)",,,,,
283597925,False,,residential,,True,75.813,"LINESTRING (-44.3435267 -19.953923, -44.3436246 -19.9539267, -44.3442502 -19.9539709)",,Rua Maria das Dores Araújo,,,
283597926,False,,residential,,False,72.366,"LINESTRING (-44.3435267 -19.953923, -44.3435247 -19.9538776, -44.3435307 -19.9536948, -44.343552 -19.9532728)",,Rua João Saliba,,,
512313313,True,,residential,,False,106.862,"LINESTRING (-44.3435267 -19.953923, -44.3435402 -19.9539307, -44.343552 -19.9539408, -44.3435595 -19.9539576, -44.3435642 -19.9539898, -44.3435712 -19.954303, -44.3435723 -19.9546694, -44.3435656 -19.9548701)",,Rua José Preto,,,
283596343,True,,residential,,False,98.973,"LINESTRING (-44.3426536 -19.9536362, -44.3428159 -19.9537408, -44.342897 -19.9537881, -44.3429963 -19.9538391, -44.3430781 -19.9538694, -44.3431713 -19.9538921, -44.3433113 -19.9539123, -44.3435267 -19.953923)",,Rua Maria das Dores Araújo,,,
513971248,True,,residential,,False,38.216,"LINESTRING (-44.3426536 -19.9536362, -44.3427535 -19.9535637, -44.3429366 -19.9534187)",,Avenida Tanus Saliba,,,
