osmid,oneway,highway,junction,reversed,length,ref,name,geometry,lanes,maxspeed
721718551,True,residential,,False,118.696,,Rua Monteiero Lobato,"LINESTRING (-51.364733 -23.3133005, -51.3655105 -23.312507)",2,
944548161,False,residential,,True,7.703,,Rua Monteiero Lobato,"LINESTRING (-51.364733 -23.3133005, -51.3646766 -23.3133465)",,
721718550,True,tertiary,,False,138.18200000000002,,Avenida Presidente Bernades,"LINESTRING (-51.364733 -23.3133005, -51.3649664 -23.3135067, -51.3652376 -23.3137395, -51.3653279 -23.3138156, -51.3657137 -23.3141567)",1,
721718551,True,residential,,False,115.938,,Rua Monteiero Lobato,"LINESTRING (-51.36712 -23.3109507, -51.3678831 -23.3101787)",2,
125258139,True,tertiary,,False,137.744,,Avenida Interventor Manoel Ribas,"LINESTRING (-51.36712 -23.3109507, -51.3672189 -23.3110333, -51.3673413 -23.3111377, -51.3675236 -23.3112994, -51.3676249 -23.3113825, -51.367832 -23.3115778, -51.3680964 -23.3118049)",,
944528118,True,tertiary,,False,6.263,,Avenida dos Expedicionários,"LINESTRING (-51.368132 -23.3118397, -51.368074 -23.311858)",1,
705174454,True,tertiary,,False,143.024,,Avenida Interventor Manoel Ribas,"LINESTRING (-51.368132 -23.3118397, -51.3683922 -23.3120633, -51.3685755 -23.3122235, -51.3687051 -23.3123391, -51.3691577 -23.3127154)",,
826202719,False,residential,,False,119.883,,Rua Willi Davids,"LINESTRING (-51.3651475 -23.309173, -51.3659452 -23.308382)",,
951877201,False,residential,,True,6.721,,Rua Willi Davids,"LINESTRING (-51.3651475 -23.309173, -51.3651032 -23.3092177)",,
957091995,True,tertiary,,False,6.115,,Avenida Interventor Manoel Ribas,"LINESTRING (-51.3651475 -23.309173, -51.365166 -23.3092253)",1,50
106665793,True,primary,,False,51.612,BR-369,Avenida Presidente Getúlio Vargas,"LINESTRING (-51.3697128 -23.3105453, -51.3693386 -23.3102333)",,
106665776,True,tertiary,,False,95.95,,Avenida dos Expedicionários,"LINESTRING (-51.3697128 -23.3105453, -51.3695852 -23.3105339, -51.3694907 -23.3105407, -51.3694129 -23.3105709, -51.3692771 -23.3107013, -51.3691165 -23.3108554, -51.3689831 -23.3109964)",,
104970953,False,primary,,True,139.869,BR-369,Avenida Presidente Getúlio Vargas,"LINESTRING (-51.3718251 -23.311931, -51.3708013 -23.3110954)",,
125234230,False,residential,,False,128.603,,Rua Hugo do Vale,"LINESTRING (-51.3718251 -23.311931, -51.3709544 -23.3127666)",,
125258136,False,residential,,False,9.673,,Rua Estilac Leal,"LINESTRING (-51.3637227 -23.3124359, -51.3636537 -23.3124955)",,
721718545,True,tertiary,,False,57.186,,Avenida Presidente Bernades,"LINESTRING (-51.3637227 -23.3124359, -51.3641324 -23.3127865)",1,
826202719,False,residential,,False,118.193,,Rua Willi Davids,"LINESTRING (-51.3659452 -23.308382, -51.3667317 -23.3076022)",,
826202719,False,residential,,True,119.883,,Rua Willi Davids,"LINESTRING (-51.3659452 -23.308382, -51.3651475 -23.309173)",,
721718552,True,residential,,False,169.808,,Avenida Tiradentes,"LINESTRING (-51.3659452 -23.308382, -51.3654374 -23.3080575, -51.3650324 -23.3078925, -51.3647013 -23.3078431, -51.3644383 -23.3078085)",,
125234228,False,residential,,False,120.955,,Rua Estilac Leal,"LINESTRING (-51.3677501 -23.3084615, -51.3669368 -23.3092523)",2,
364853713,False,primary,,False,138.676,BR-369,Avenida Presidente Getúlio Vargas,"LINESTRING (-51.3677501 -23.3084615, -51.3687657 -23.3092894)",,
364853713,False,primary,,True,141.229,BR-369,Avenida Presidente Getúlio Vargas,"LINESTRING (-51.3677501 -23.3084615, -51.3667317 -23.3076022)",,
125258130,False,residential,,False,19.944,,Rua Capitão Chagas,"LINESTRING (-51.3644332 -23.3079878, -51.3644383 -23.3078085)",,
125258130,False,residential,,True,56.55,,Rua Capitão Chagas,"LINESTRING (-51.3644332 -23.3079878, -51.3644096 -23.3084959)",,
1201242983,False,residential,,False,43.712,,Rua Goiás,"LINESTRING (-51.3644332 -23.3079878, -51.3641529 -23.3082849)",,
125234236,False,residential,,False,141.27,,Rua Santa Catarina,"LINESTRING (-51.3659155 -23.315895, -51.3653412 -23.3153966, -51.36491 -23.3150224)",,
125429595,False,residential,,False,119.46799999999999,,Rua Duque de Caxias,"LINESTRING (-51.3659155 -23.315895, -51.3664071 -23.3154305, -51.3667332 -23.3151266)",2,
721718541,True,residential,,False,138.037,,Rua Santos Dumont,"LINESTRING (-51.3683179 -23.3134775, -51.3673389 -23.3126215)",,
721718546,True,residential,,False,119.11,,Rua Duque de Caxias,"LINESTRING (-51.3683179 -23.3134775, -51.36755 -23.3142838)",2,
106665771,True,tertiary,,False,137.27,,Avenida Pres Bernades,"LINESTRING (-51.366781 -23.3150742, -51.367781 -23.3158992)",1,
125429595,False,residential,,True,7.601,,Rua Duque de Caxias,"LINESTRING (-51.366781 -23.3150742, -51.3667332 -23.3151266)",2,
721718539,True,residential,,False,140.303,,Rua Manoel Carreira Bernardino,"LINESTRING (-51.36755 -23.3142838, -51.3685794 -23.3151195)",2,
721718546,True,residential,,False,117.859,,Rua Duque de Caxias,"LINESTRING (-51.36755 -23.3142838, -51.366781 -23.3150742)",2,
125234236,False,residential,,True,137.098,,Rua Santa Catarina,"LINESTRING (-51.3628886 -23.3132722, -51.3638669 -23.3141166)",,
125258136,False,residential,,True,116.461,,Rua Estilac Leal,"LINESTRING (-51.3628886 -23.3132722, -51.3636537 -23.3124955)",,
125234240,False,residential,,False,121.17,,Rua César Albertoti,"LINESTRING (-51.3721751 -23.31529, -51.3715473 -23.3158767, -51.3713415 -23.3160655)",2,
106665783,True,tertiary,,False,69.219,,Avenida Romário Martins,"LINESTRING (-51.3678439 -23.3101363, -51.3671665 -23.3101141)",,
721718553,True,tertiary,,False,5.66,,,"LINESTRING (-51.3678439 -23.3101363, -51.3678457 -23.3101109, -51.36786 -23.3100891)",,
721718543,True,tertiary,,False,142.711,,Avenida Tiradentes,"LINESTRING (-51.3699351 -23.3119372, -51.3689358 -23.31104)",,
721718544,False,residential,,False,10.451,,Rua Duque de Caxias,"LINESTRING (-51.3699351 -23.3119372, -51.369927 -23.3119162, -51.3699364 -23.3118977, -51.3699583 -23.3118833, -51.3699869 -23.3118873)",2,
721718546,True,residential,,False,117.434,,Rua Duque de Caxias,"LINESTRING (-51.3699351 -23.3119372, -51.3698683 -23.3120076, -51.3691577 -23.3127154)",2,
125106709,False,residential,,False,9.194,,Rua Arthur Thomas,"LINESTRING (-51.3641202 -23.3158101, -51.3640586 -23.3157498)",,
125106709,False,residential,,True,69.055,,Rua Arthur Thomas,"LINESTRING (-51.3641202 -23.3158101, -51.3646057 -23.3162424)",,
705174457,True,tertiary,,False,90.964,,Avenida dos Expedicionários,"LINESTRING (-51.3641202 -23.3158101, -51.3635069 -23.3164034)",1,
721718539,True,residential,,False,139.702,,Rua Manoel Carreira Bernardino,"LINESTRING (-51.3655105 -23.312507, -51.3665072 -23.3133676)",2,
721718551,True,residential,,False,120.035,,Rua Monteiero Lobato,"LINESTRING (-51.3655105 -23.312507, -51.3663064 -23.3117126)",2,
295947356,False,residential,,False,129.952,,Rua Santos Dumont,"LINESTRING (-51.3642255 -23.3099174, -51.3641874 -23.3098902, -51.3632921 -23.3091233)",,
295947357,True,tertiary,roundabout,False,15.51,,,"LINESTRING (-51.3642255 -23.3099174, -51.3642405 -23.3098854, -51.3642656 -23.3098592, -51.3642984 -23.3098417, -51.3643356 -23.3098345)",,
705174456,True,residential,,False,137.629,,Rua Santos Dumont,"LINESTRING (-51.3663064 -23.3117126, -51.3653468 -23.3108435)",2,
721718551,True,residential,,False,118.66,,Rua Monteiero Lobato,"LINESTRING (-51.3663064 -23.3117126, -51.36712 -23.3109507)",2,
125234239,True,residential,,False,137.284,,Rua Santos Dumont,"LINESTRING (-51.3713415 -23.3160655, -51.3703541 -23.3152276)",,
125234240,False,residential,,True,121.17,,Rua César Albertoti,"LINESTRING (-51.3713415 -23.3160655, -51.3715473 -23.3158767, -51.3721751 -23.31529)",2,
721718539,True,residential,,False,141.2,,Rua Manoel Carreira Bernardino,"LINESTRING (-51.3635414 -23.3107622, -51.364545 -23.3116357)",2,
722073373,False,residential,,False,110.18,,Rua Willi Davids,"LINESTRING (-51.3635414 -23.3107622, -51.3642744 -23.3100351)",,
722073373,False,residential,,True,121.257,,Rua Willi Davids,"LINESTRING (-51.3635414 -23.3107622, -51.362734 -23.3115618)",,
705174456,True,residential,,False,131.94,,Rua Santos Dumont,"LINESTRING (-51.3653468 -23.3108435, -51.3643927 -23.3100434)",2,
944654055,True,residential,,False,120.265,,Rua Estilac Leal,"LINESTRING (-51.3653468 -23.3108435, -51.364545 -23.3116357)",,
125234237,True,residential,,False,139.976,,Avenida Tiradentes,"LINESTRING (-51.3719847 -23.3135969, -51.3709544 -23.3127666)",,
364853714,False,residential,,False,127.223,,Rua Dr Ciro Bolivar Araujo Moreira,"LINESTRING (-51.3719847 -23.3135969, -51.3711589 -23.3144536)",2,
705174457,True,tertiary,,False,118.606,,Avenida dos Expedicionários,"LINESTRING (-51.3665387 -23.313402, -51.3657613 -23.3141945)",1,
721718539,True,residential,,False,142.404,,Rua Manoel Carreira Bernardino,"LINESTRING (-51.3665387 -23.313402, -51.36755 -23.3142838)",2,
125234228,False,residential,,True,120.955,,Rua Estilac Leal,"LINESTRING (-51.3669368 -23.3092523, -51.3677501 -23.3084615)",2,
721718552,True,residential,,False,140.068,,Avenida Tiradentes,"LINESTRING (-51.3669368 -23.3092523, -51.3659452 -23.308382)",,
125234228,False,residential,,False,113.18,,Rua Estilac Leal,"LINESTRING (-51.3669368 -23.3092523, -51.3662793 -23.3099146, -51.3661845 -23.3099995)",2,
295947357,True,tertiary,roundabout,False,12.614999999999998,,,"LINESTRING (-51.3643927 -23.3100434, -51.364353 -23.3100535, -51.364312 -23.3100506, -51.3642744 -23.3100351)",,
125234227,True,tertiary,,False,97.832,,Avenida Romário Martins,"LINESTRING (-51.3662083 -23.3100348, -51.367166 -23.3100575)",,
826202721,True,tertiary,roundabout,False,5.159,,,"LINESTRING (-51.3662083 -23.3100348, -51.3662105 -23.3100579, -51.3662043 -23.3100804)",,
125234221,False,residential,,True,83.182,,Avenida Salgado Filho,"LINESTRING (-51.3703541 -23.3152276, -51.37044 -23.3159715)",1,
364853714,False,residential,,True,119.001,,Rua Dr Ciro Bolivar Araujo Moreira,"LINESTRING (-51.3703541 -23.3152276, -51.3711589 -23.3144536)",2,
721718541,True,residential,,False,10.755,,Rua Santos Dumont,"LINESTRING (-51.3703541 -23.3152276, -51.3702792 -23.3151596)",,
1207815717,True,residential,,False,9.505,,Rua Dr Ciro Bolivar Araujo Moreira,"LINESTRING (-51.3703541 -23.3152276, -51.3702899 -23.3152895)",2,
125624017,False,residential,,True,118.93,,Rua Hugo do Vale,"LINESTRING (-51.3685794 -23.3151195, -51.3693749 -23.3143383)",,
721718540,False,residential,,False,119.011,,Rua Hugo do Vale,"LINESTRING (-51.3685794 -23.3151195, -51.367781 -23.3158992)",2,40
826202721,True,tertiary,roundabout,False,2.033,,,"LINESTRING (-51.3660717 -23.3100128, -51.366085 -23.3099992)",,
826202721,True,tertiary,roundabout,False,11.014000000000001,,,"LINESTRING (-51.366085 -23.3099992, -51.3661082 -23.3099867, -51.3661348 -23.3099824, -51.3661614 -23.3099868, -51.3661845 -23.3099995)",,
125234232,True,tertiary,,False,165.534,,Avenida Romário Martins,"LINESTRING (-51.3642522 -23.3100172, -51.3626324 -23.3099601)",,
295947357,True,tertiary,roundabout,False,8.972,,,"LINESTRING (-51.3642522 -23.3100172, -51.3642355 -23.3099951, -51.3642252 -23.3099699, -51.3642219 -23.3099432)",,
125624017,False,residential,,False,118.93,,Rua Hugo do Vale,"LINESTRING (-51.3693749 -23.3143383, -51.3685794 -23.3151195)",,
125624017,False,residential,,True,110.399,,Rua Hugo do Vale,"LINESTRING (-51.3693749 -23.3143383, -51.3701035 -23.3136048)",,
721718541,True,residential,,False,144.264,,Rua Santos Dumont,"LINESTRING (-51.3693749 -23.3143383, -51.3683179 -23.3134775)",,
125234236,False,residential,,False,4.596,,Rua Santa Catarina,"LINESTRING (-51.36491 -23.3150224, -51.3648766 -23.3149947)",,
705174457,True,tertiary,,False,60.202,,Avenida dos Expedicionários,"LINESTRING (-51.36491 -23.3150224, -51.3645013 -23.3154126)",1,
125234236,False,residential,,True,141.27,,Rua Santa Catarina,"LINESTRING (-51.36491 -23.3150224, -51.3653412 -23.3153966, -51.3659155 -23.315895)",,
125234230,False,residential,,False,110.796,,Rua Hugo do Vale,"LINESTRING (-51.3709544 -23.3127666, -51.3702062 -23.3134882)",,
125234230,False,residential,,True,128.603,,Rua Hugo do Vale,"LINESTRING (-51.3709544 -23.3127666, -51.3718251 -23.311931)",,
125234237,True,residential,,False,132.397,,Avenida Tiradentes,"LINESTRING (-51.3709544 -23.3127666, -51.3700638 -23.3120113, -51.3699995 -23.3119613)",,
721718539,True,residential,,False,138.23,,Rua Manoel Carreira Bernardino,"LINESTRING (-51.364545 -23.3116357, -51.3655105 -23.312507)",2,
944548158,True,residential,,False,122.345,,Rua Estilac Leal,"LINESTRING (-51.364545 -23.3116357, -51.3637227 -23.3124359)",,
721718540,False,residential,,False,8.063,,Rua Hugo do Vale,"LINESTRING (-51.367781 -23.3158992, -51.3677277 -23.3159527)",2,40
721718540,False,residential,,True,119.011,,Rua Hugo do Vale,"LINESTRING (-51.367781 -23.3158992, -51.3685794 -23.3151195)",2,40
125106709,False,residential,,True,134.547,,Rua Arthur Thomas,"LINESTRING (-51.3630851 -23.3149344, -51.3640586 -23.3157498)",,
721718549,False,residential,,True,121.007,,Rua Monteiero Lobato,"LINESTRING (-51.3630851 -23.3149344, -51.3638669 -23.3141166)",,
944605965,True,tertiary,,False,3.59,,,"LINESTRING (-51.36786 -23.3100891, -51.3678909 -23.3100737)",,
125234228,False,residential,,True,113.18,,Rua Estilac Leal,"LINESTRING (-51.3661845 -23.3099995, -51.3662793 -23.3099146, -51.3669368 -23.3092523)",2,
826202721,True,tertiary,roundabout,False,4.6690000000000005,,,"LINESTRING (-51.3661845 -23.3099995, -51.3661993 -23.3100155, -51.3662083 -23.3100348)",,
125234225,True,tertiary,,False,90.415,,Avenida Romário Martins,"LINESTRING (-51.364461 -23.3099463, -51.3653455 -23.3099828)",,
295947357,True,tertiary,roundabout,False,9.636,,,"LINESTRING (-51.364461 -23.3099463, -51.3644508 -23.3099886, -51.3644236 -23.310024)",,
295947357,True,tertiary,roundabout,False,2.892,,,"LINESTRING (-51.3642219 -23.3099432, -51.3642255 -23.3099174)",,
125234235,True,tertiary,,False,74.594,,Avenida Romário Martins,"LINESTRING (-51.366073 -23.3100935, -51.3653433 -23.3100628)",,
125234238,True,tertiary,roundabout,False,9.503,,,"LINESTRING (-51.366073 -23.3100935, -51.3660602 -23.3100676, -51.3660597 -23.3100391, -51.3660717 -23.3100128)",,
125234236,False,residential,,False,137.098,,Rua Santa Catarina,"LINESTRING (-51.3638669 -23.3141166, -51.3628886 -23.3132722)",,
721718549,False,residential,,False,121.007,,Rua Monteiero Lobato,"LINESTRING (-51.3638669 -23.3141166, -51.3630851 -23.3149344)",,
125234236,False,residential,,True,142.002,,Rua Santa Catarina,"LINESTRING (-51.3638669 -23.3141166, -51.3641005 -23.3143204, -51.3643189 -23.3145126, -51.3646313 -23.3147814, -51.3648766 -23.3149947)",,
944548160,True,residential,,False,119.03399999999999,,Rua Monteiero Lobato,"LINESTRING (-51.3638669 -23.3141166, -51.3640286 -23.3139629, -51.3646766 -23.3133465)",,
125234238,True,tertiary,roundabout,False,9.378,,,"LINESTRING (-51.3661823 -23.3101069, -51.3661551 -23.3101197, -51.3661245 -23.3101217, -51.3660956 -23.3101125)",,
125258139,True,tertiary,,False,134.149,,Avenida Interventor Manoel Ribas,"LINESTRING (-51.3661823 -23.3101069, -51.366354 -23.3102835, -51.3665187 -23.3104326, -51.3669124 -23.3107783, -51.36712 -23.3109507)",,
364853714,False,residential,,False,119.001,,Rua Dr Ciro Bolivar Araujo Moreira,"LINESTRING (-51.3711589 -23.3144536, -51.3703541 -23.3152276)",2,
364853714,False,residential,,True,127.223,,Rua Dr Ciro Bolivar Araujo Moreira,"LINESTRING (-51.3711589 -23.3144536, -51.3719847 -23.3135969)",2,
125624015,True,tertiary,,False,139.348,,Avenida Interventor Manoel Ribas,"LINESTRING (-51.3711589 -23.3144536, -51.3715124 -23.314743, -51.3721751 -23.31529)",,
125234238,True,tertiary,roundabout,False,3.129,,,"LINESTRING (-51.3660956 -23.3101125, -51.366073 -23.3100935)",,
944548159,True,residential,,False,111.598,,Rua Estilac Leal,"LINESTRING (-51.3660956 -23.3101125, -51.3653468 -23.3108435)",,
1201242983,False,residential,,False,6.644,,Rua Goiás,"LINESTRING (-51.3641529 -23.3082849, -51.3641083 -23.3083284)",,
1201242983,False,residential,,True,43.712,,Rua Goiás,"LINESTRING (-51.3641529 -23.3082849, -51.3644332 -23.3079878)",,
106665768,True,tertiary,,False,35.183,,Avenida Interventor Manoel Ribas,"LINESTRING (-51.3641529 -23.3082849, -51.3641925 -23.3083192, -51.3644096 -23.3084959)",1,50
125622780,False,residential,,False,100.034,,Rua Willi Davids,"LINESTRING (-51.3644345 -23.3098751, -51.3651032 -23.3092177)",,
295947357,True,tertiary,roundabout,False,8.52,,,"LINESTRING (-51.3644345 -23.3098751, -51.3644493 -23.3098967, -51.3644583 -23.3099209, -51.364461 -23.3099463)",,
295947357,True,tertiary,roundabout,False,3.017,,,"LINESTRING (-51.3642744 -23.3100351, -51.3642522 -23.3100172)",,
722073373,False,residential,,True,110.18,,Rua Willi Davids,"LINESTRING (-51.3642744 -23.3100351, -51.3635414 -23.3107622)",,
125624017,False,residential,,False,110.399,,Rua Hugo do Vale,"LINESTRING (-51.3701035 -23.3136048, -51.3693749 -23.3143383)",,
125624016,True,tertiary,roundabout,False,12.082,,,"LINESTRING (-51.3701035 -23.3136048, -51.3700789 -23.3135765, -51.3700717 -23.3135409, -51.3700834 -23.3135063)",,
125624016,True,tertiary,roundabout,False,4.288,,,"LINESTRING (-51.3701683 -23.3134716, -51.3702062 -23.3134882)",,
125234237,True,residential,,False,7.914999999999999,,Avenida Tiradentes,"LINESTRING (-51.3699995 -23.3119613, -51.3699716 -23.3119665, -51.3699515 -23.3119549, -51.3699351 -23.3119372)",,
125624013,True,tertiary,,False,168.821,,Avenida Salgado Filho,"LINESTRING (-51.3699995 -23.3119613, -51.3700726 -23.3125935, -51.3701683 -23.3134716)",,
125624014,True,tertiary,,False,173.178,,Avenida Salgado Filho,"LINESTRING (-51.370102 -23.3134869, -51.3699437 -23.3120841, -51.3699351 -23.3119372)",,
125624016,True,tertiary,roundabout,False,7.146,,,"LINESTRING (-51.370102 -23.3134869, -51.3701333 -23.3134726, -51.3701683 -23.3134716)",,
125624016,True,tertiary,roundabout,False,2.904,,,"LINESTRING (-51.3701287 -23.3136169, -51.3701035 -23.3136048)",,
125624016,True,tertiary,roundabout,False,2.874,,,"LINESTRING (-51.3700834 -23.3135063, -51.370102 -23.3134869)",,
125624018,True,residential,,False,74.018,,Avenida Salgado Filho,"LINESTRING (-51.3701852 -23.3136144, -51.3702735 -23.3142751)",,
125624016,True,tertiary,roundabout,False,5.869,,,"LINESTRING (-51.3701852 -23.3136144, -51.3701572 -23.3136203, -51.3701287 -23.3136169)",,
125624015,True,tertiary,,False,135.699,,Avenida Interventor Manoel Ribas,"LINESTRING (-51.3702123 -23.3135971, -51.3711589 -23.3144536)",,
125624016,True,tertiary,roundabout,False,3.37,,,"LINESTRING (-51.3702123 -23.3135971, -51.3701852 -23.3136144)",,
125234230,False,residential,,True,110.796,,Rua Hugo do Vale,"LINESTRING (-51.3702062 -23.3134882, -51.3709544 -23.3127666)",,
125624016,True,tertiary,roundabout,False,13.481000000000002,,,"LINESTRING (-51.3702062 -23.3134882, -51.3702265 -23.3135121, -51.3702348 -23.3135415, -51.3702298 -23.3135714, -51.3702123 -23.3135971)",,
1201242983,False,residential,,True,121.49,,Rua Goiás,"LINESTRING (-51.3632921 -23.3091233, -51.3641083 -23.3083284)",,
295947356,False,residential,,True,129.952,,Rua Santos Dumont,"LINESTRING (-51.3632921 -23.3091233, -51.3641874 -23.3098902, -51.3642255 -23.3099174)",,
1201242983,False,residential,,False,113.147,,Rua Goiás,"LINESTRING (-51.3632921 -23.3091233, -51.3626336 -23.3097878, -51.3625464 -23.3098759)",,
295947357,True,tertiary,roundabout,False,3.822,,,"LINESTRING (-51.3644236 -23.310024, -51.3643927 -23.3100434)",,
125258130,False,residential,,False,139.192,,Rua Capitão Chagas,"LINESTRING (-51.3643356 -23.3098345, -51.3644019 -23.3085842)",,
295947357,True,tertiary,roundabout,False,11.434999999999999,,,"LINESTRING (-51.3643356 -23.3098345, -51.3643727 -23.3098381, -51.3644068 -23.3098522, -51.3644345 -23.3098751)",,
125106709,False,residential,,False,69.055,,Rua Arthur Thomas,"LINESTRING (-51.3646057 -23.3162424, -51.3641202 -23.3158101)",,
705174455,True,tertiary,,False,107.269,,Avenida dos Expedicionários,"LINESTRING (-51.368074 -23.311858, -51.3673657 -23.3125704)",1,
705174456,True,residential,,False,4.363,,Rua Santos Dumont,"LINESTRING (-51.3673389 -23.3126215, -51.3673079 -23.3125945)",2,
705174457,True,tertiary,,False,119.203,,Avenida dos Expedicionários,"LINESTRING (-51.3673389 -23.3126215, -51.3665387 -23.313402)",1,
125234221,False,residential,,False,83.182,,Avenida Salgado Filho,"LINESTRING (-51.37044 -23.3159715, -51.3703541 -23.3152276)",1,
722073373,False,residential,,False,10.755,,Rua Willi Davids,"LINESTRING (-51.3626619 -23.3116323, -51.362734 -23.3115618)",,
125258136,False,residential,,False,116.461,,Rua Estilac Leal,"LINESTRING (-51.3636537 -23.3124955, -51.3628886 -23.3132722)",,
125258136,False,residential,,True,9.673,,Rua Estilac Leal,"LINESTRING (-51.3636537 -23.3124955, -51.3637227 -23.3124359)",,
721718547,True,tertiary,,False,139.537,,Avenida Pres Bernardes,"LINESTRING (-51.3636537 -23.3124955, -51.3626619 -23.3116323)",1,
721718547,True,tertiary,,False,83.112,,Avenida Pres Bernardes,"LINESTRING (-51.3646766 -23.3133465, -51.3640735 -23.3128446)",1,
944548161,False,residential,,False,7.703,,Rua Monteiero Lobato,"LINESTRING (-51.3646766 -23.3133465, -51.364733 -23.3133005)",,
705174457,True,tertiary,,False,54.22,,Avenida dos Expedicionários,"LINESTRING (-51.3657098 -23.31424, -51.3653435 -23.314593)",1,
721718547,True,tertiary,,False,5.781,,Avenida Pres Bernardes,"LINESTRING (-51.3657098 -23.31424, -51.3656666 -23.3142064)",1,
