osmid,oneway,lanes,highway,junction,reversed,length,geometry,name,bridge,ref,maxspeed
708677553,True,2,primary,,False,35.679,"LINESTRING (-47.2650473 -22.8206557, -47.2650304 -22.8207021, -47.2650106 -22.8207427, -47.2649414 -22.8208238, -47.2649053 -22.8208604, -47.2648423 -22.8209075)",Avenida Júlia Vasconcelos Bufarah,,SPA 127/304,
31589739,True,1,primary,,False,15.770999999999999,"LINESTRING (-47.2648423 -22.8209075, -47.264797 -22.8208518, -47.2647854 -22.8208293, -47.2647655 -22.8207857)",Praça da República,,SPA 127/304,
377879470,True,2,tertiary,,False,103.714,"LINESTRING (-47.2648423 -22.8209075, -47.2647924 -22.8209389, -47.2642353 -22.8216499)",Avenida Júlia Vasconcelos Bufarah,,,
315292115,False,,residential,,False,111.513,"LINESTRING (-47.2635001 -22.8182749, -47.2629276 -22.8174221)",Rua Anésio Lanatti,,,
988409861,True,3,primary,,False,75.874,"LINESTRING (-47.2635001 -22.8182749, -47.2638098 -22.8178389, -47.2638828 -22.8176924)",Avenida Júlia Vasconcelos Bufarah,,,
158105845,True,2,primary,,False,31.322,"LINESTRING (-47.2712903 -22.8234459, -47.2711151 -22.8236767)",Avenida Rebouças,,,
150148044,True,,residential,,False,84.677,"LINESTRING (-47.2657177 -22.8197609, -47.266385 -22.8202099)",Rua Ipiranga,,,
197469228,True,2,primary,,False,26.288,"LINESTRING (-47.2657177 -22.8197609, -47.2655612 -22.8199482)",Avenida Júlia Vasconcelos Bufarah,,SPA 127/304,
260314707,True,2,tertiary,,False,77.713,"LINESTRING (-47.2703965 -22.8179642, -47.2699508 -22.8185296)",Rua Dom Barreto,,,50
315310414,True,,residential,,False,65.227,"LINESTRING (-47.2707675 -22.8244732, -47.2713492 -22.8247112)",Rua José Ferreira Gomes,,,
315320545,True,2,primary,roundabout,False,29.858000000000004,"LINESTRING (-47.2707675 -22.8244732, -47.2706974 -22.8246409, -47.2706305 -22.8247048)",,,,
315320545,True,2,primary,roundabout,False,27.977,"LINESTRING (-47.2706305 -22.8247048, -47.2704625 -22.8247737, -47.2703735 -22.8247774)",,,,
293858628,True,2,tertiary,,False,98.143,"LINESTRING (-47.2656678 -22.8226132, -47.2664475 -22.8231256)",Avenida Sete de Setembro,,,
377880959,True,,residential,,False,102.585,"LINESTRING (-47.2656678 -22.8226132, -47.2662461 -22.8218602)",Rua Antônio do Valle Melo,,,
150149285,True,,residential,,False,95.837,"LINESTRING (-47.2696302 -22.8174703, -47.2703965 -22.8179642)",Rua Francisco Duarte,,,
377879473,True,,residential,,False,20.657,"LINESTRING (-47.271125 -22.8233396, -47.2712903 -22.8234459)",Rua Ipiranga,,,
377879472,True,2,primary,,False,93.463,"LINESTRING (-47.2662461 -22.8218602, -47.2655134 -22.8213598)",Praça da República,,,
377880959,True,,residential,,False,33.281,"LINESTRING (-47.2662461 -22.8218602, -47.2664253 -22.8216106)",Rua Antônio do Valle Melo,,,
142069252,True,,residential,,False,97.009,"LINESTRING (-47.2642201 -22.8244973, -47.2649969 -22.8249958)",Avenida José Mancini,,,
377880959,True,,residential,,False,100.976,"LINESTRING (-47.2642201 -22.8244973, -47.2647833 -22.8237522)",Rua Antônio do Valle Melo,,,
377880959,True,,residential,,False,17.944,"LINESTRING (-47.2641177 -22.8246282, -47.2642201 -22.8244973)",Rua Antônio do Valle Melo,,,
142069257,True,,residential,,False,92.65400000000001,"LINESTRING (-47.2641177 -22.8246282, -47.2634687 -22.8241981, -47.2633829 -22.8241428)",Avenida José Mancini,,,
293858628,True,2,tertiary,,False,87.253,"LINESTRING (-47.2642353 -22.8216499, -47.2649171 -22.8221198)",Avenida Sete de Setembro,,,
377879472,True,2,primary,,False,75.456,"LINESTRING (-47.2691109 -22.8237683, -47.2685176 -22.8233665)",Praça da República,,,
883672060,True,,residential,,False,102.024,"LINESTRING (-47.2691109 -22.8237683, -47.2685237 -22.8245092)",Rua Luiz José Duarte,,,
887404077,False,,residential,,False,33.209,"LINESTRING (-47.2691109 -22.8237683, -47.2693172 -22.823538)",Rua Luiz José Duarte,,,
150148044,True,,residential,,False,77.763,"LINESTRING (-47.2700296 -22.8226085, -47.2706419 -22.8230215)",Rua Ipiranga,,,
883672059,True,,residential,,False,106.713,"LINESTRING (-47.2700296 -22.8226085, -47.2706428 -22.8218329)",Rua Luiz José Duarte,,,
883672059,True,,residential,,False,2.811,"LINESTRING (-47.2706428 -22.8218329, -47.2706579 -22.8218118)",Rua Luiz José Duarte,,,
954308736,True,,residential,,False,95.441,"LINESTRING (-47.2706428 -22.8218329, -47.2697202 -22.8217164)",Rua Marcelo Pedroni,,,
236305436,True,1,primary,,False,98.068,"LINESTRING (-47.2664253 -22.8216106, -47.2671956 -22.8221338)",Praça da República,,,
377880959,True,,residential,,False,124.293,"LINESTRING (-47.2664253 -22.8216106, -47.267118 -22.8206931)",Rua Antônio do Valle Melo,,,
236305437,False,,residential,,False,13.605,"LINESTRING (-47.2691886 -22.8247645, -47.2690893 -22.8248457)",Rua Arlete Maria de Marchi,,,
293858626,True,,residential,,False,73.433,"LINESTRING (-47.2691886 -22.8247645, -47.2698854 -22.8249183)",Rua Emilio Leão Brambila,,,
971133442,True,,residential,,False,89.075,"LINESTRING (-47.2691886 -22.8247645, -47.2698058 -22.8242005)",Rua Arlete Maria de Marchi,,,
377879472,True,2,primary,,False,85.917,"LINESTRING (-47.2698058 -22.8242005, -47.2691109 -22.8237683)",Praça da República,,,
377879471,True,2,primary,,False,40.475,"LINESTRING (-47.2699319 -22.8239347, -47.2701396 -22.8240643, -47.270268 -22.8241246)",Praça da República,,,
150148044,True,,residential,,False,60.849,"LINESTRING (-47.2706419 -22.8230215, -47.271125 -22.8233396)",Rua Ipiranga,,,
236323034,True,,residential,,False,124.924,"LINESTRING (-47.2706419 -22.8230215, -47.2699319 -22.8239347)",Rua José Maria Barroca,,,
954308736,True,,residential,,False,86.853,"LINESTRING (-47.2714808 -22.8219491, -47.2706428 -22.8218329)",Rua Marcelo Pedroni,,,
236323034,True,,residential,,False,147.00900000000001,"LINESTRING (-47.2714808 -22.8219491, -47.2708072 -22.8228102, -47.2706419 -22.8230215)",Rua José Maria Barroca,,,
150148044,True,,residential,,False,91.553,"LINESTRING (-47.2679051 -22.821202, -47.2686329 -22.8216794)",Rua Ipiranga,,,
260314707,True,2,tertiary,,False,126.582,"LINESTRING (-47.2679051 -22.821202, -47.2671956 -22.8221338)",Rua Dom Barreto,,,50
236305436,True,1,primary,,False,93.819,"LINESTRING (-47.2671956 -22.8221338, -47.2679464 -22.8226165)",Praça da República,,,
260314707,True,2,tertiary,,False,30.333,"LINESTRING (-47.2671956 -22.8221338, -47.2670209 -22.822354)",Rua Dom Barreto,,,50
260314707,True,2,tertiary,,False,103.995,"LINESTRING (-47.2670209 -22.822354, -47.2664475 -22.8231256)",Rua Dom Barreto,,,50
377879472,True,2,primary,,False,96.544,"LINESTRING (-47.2670209 -22.822354, -47.2662461 -22.8218602)",Praça da República,,,
260314707,True,2,tertiary,,False,158.553,"LINESTRING (-47.2664475 -22.8231256, -47.2655333 -22.8242759)",Rua Dom Barreto,,,50
293858628,True,2,tertiary,,False,90.957,"LINESTRING (-47.2664475 -22.8231256, -47.2671662 -22.8236055)",Avenida Sete de Setembro,,,
952753519,True,,residential,,False,18.743,"LINESTRING (-47.2649969 -22.8249958, -47.2649006 -22.8251391)",Rua Dom Barreto,,,50
142069252,True,,residential,,False,119.84,"LINESTRING (-47.2649969 -22.8249958, -47.2658407 -22.8255755, -47.2659366 -22.8256371)",Avenida José Mancini,,,
142069257,True,,residential,,False,98.313,"LINESTRING (-47.2649006 -22.8251391, -47.2641177 -22.8246282)",Avenida José Mancini,,,
293858628,True,2,tertiary,,False,8.001,"LINESTRING (-47.2641737 -22.8216057, -47.2642353 -22.8216499)",Avenida Sete de Setembro,,,
226139318,True,2,tertiary,,False,109.845,"LINESTRING (-47.2641737 -22.8216057, -47.2647177 -22.8208971, -47.2647655 -22.8207857)",Avenida Júlia Vasconcelos Bufarah,,,
293858628,True,2,tertiary,,False,46.519,"LINESTRING (-47.2685237 -22.8245092, -47.2689107 -22.8247278)",Avenida Sete de Setembro,,,
883672060,True,,residential,,False,119.503,"LINESTRING (-47.2685237 -22.8245092, -47.2678559 -22.8253902)",Rua Luiz José Duarte,,,
293858626,True,,residential,,False,28.772,"LINESTRING (-47.2689107 -22.8247278, -47.2691886 -22.8247645)",Rua Emilio Leão Brambila,,,
293858628,True,2,tertiary,,False,22.515,"LINESTRING (-47.2689107 -22.8247278, -47.2690893 -22.8248457)",Avenida Sete de Setembro,,,
236305437,False,,residential,,True,13.605,"LINESTRING (-47.2690893 -22.8248457, -47.2691886 -22.8247645)",Rua Arlete Maria de Marchi,,,
293858628,True,2,tertiary,,False,69.6,"LINESTRING (-47.2690893 -22.8248457, -47.2696388 -22.8252135)",Avenida Sete de Setembro,,,
989753421,True,,residential,,False,141.911,"LINESTRING (-47.2690893 -22.8248457, -47.2681053 -22.8257436)",Rua Arlete Maria de Marchi,,,
708584762,True,2,secondary,,False,47.153999999999996,"LINESTRING (-47.2698854 -22.8249183, -47.2700358 -22.8247439, -47.2700587 -22.8246891, -47.2700636 -22.8246422, -47.2700536 -22.8245472)",Avenida Rebouças,,,
708584762,True,2,secondary,,False,41.427,"LINESTRING (-47.2696388 -22.8252135, -47.2698854 -22.8249183)",Avenida Rebouças,,,
708584761,True,2,secondary,,False,23.425,"LINESTRING (-47.2696388 -22.8252135, -47.269706 -22.8252581, -47.2698298 -22.825329)",Avenida Sete de Setembro,,,
377880959,True,,residential,,False,104.421,"LINESTRING (-47.267118 -22.8206931, -47.2677127 -22.8199306)",Rua Antônio do Valle Melo,,,
150148044,True,,residential,,False,98.53999999999999,"LINESTRING (-47.267118 -22.8206931, -47.2678214 -22.8211494, -47.2679051 -22.821202)",Rua Ipiranga,,,
377879472,True,2,primary,,False,24.686,"LINESTRING (-47.2655134 -22.8213598, -47.2653191 -22.8212286)",Praça da República,,,
634214449,True,,residential,,False,104.291,"LINESTRING (-47.2655134 -22.8213598, -47.2649171 -22.8221198)",Rua Antônio Jorge Chebabi,,,
293858628,True,2,tertiary,,False,94.497,"LINESTRING (-47.2649171 -22.8221198, -47.2656678 -22.8226132)",Avenida Sete de Setembro,,,
634214449,True,,residential,,False,153.865,"LINESTRING (-47.2649171 -22.8221198, -47.2640554 -22.8232529)",Rua Antônio Jorge Chebabi,,,
150148044,True,,residential,,False,92.362,"LINESTRING (-47.266385 -22.8202099, -47.267118 -22.8206931)",Rua Ipiranga,,,
634214449,True,,residential,,False,124.627,"LINESTRING (-47.266385 -22.8202099, -47.2656732 -22.8211186)",Rua Antônio Jorge Chebabi,,,
236305436,True,1,primary,,False,94.524,"LINESTRING (-47.2656732 -22.8211186, -47.2664253 -22.8216106)",Praça da República,,,
634214449,True,,residential,,False,31.426,"LINESTRING (-47.2656732 -22.8211186, -47.2655134 -22.8213598)",Rua Antônio Jorge Chebabi,,,
315292115,False,,residential,,True,111.513,"LINESTRING (-47.2629276 -22.8174221, -47.2635001 -22.8182749)",Rua Anésio Lanatti,,,
315292116,False,,residential,,True,63.81,"LINESTRING (-47.2629276 -22.8174221, -47.2623921 -22.8177148)",Rua Sílvio Ângelo Ravagnani,,,
315292112,False,,residential,,True,138.803,"LINESTRING (-47.2623921 -22.8177148, -47.2631082 -22.8187743)",Rua Doutor Honorino Fabri,,,
315292116,False,,residential,,False,63.81,"LINESTRING (-47.2623921 -22.8177148, -47.2629276 -22.8174221)",Rua Sílvio Ângelo Ravagnani,,,
988409861,True,3,primary,,False,3.736,"LINESTRING (-47.2630868 -22.8188015, -47.2631082 -22.8187743)",Avenida Júlia Vasconcelos Bufarah,,,
692775042,True,,residential,,False,107.21,"LINESTRING (-47.2681662 -22.817872, -47.2676448 -22.8185456, -47.2675601 -22.8186578)",Rua Antônio Jorge Chebabi,,,
197469228,True,2,primary,,False,9.166,"LINESTRING (-47.2669491 -22.8182228, -47.2668926 -22.8182867)",Avenida Júlia Vasconcelos Bufarah,,SPA 127/304,
377880959,True,,residential,,False,125.007,"LINESTRING (-47.2689237 -22.8183867, -47.2696302 -22.8174703)",Rua Antônio do Valle Melo,,,
952471061,True,,residential,,False,96.453,"LINESTRING (-47.2689237 -22.8183867, -47.2681662 -22.817872)",Rua Antônio Pereira de Camargo,,,
260314707,True,2,tertiary,,False,48.805,"LINESTRING (-47.2699508 -22.8185296, -47.2696883 -22.8188958)",Rua Dom Barreto,,,50
315296764,True,,residential,,False,71.199,"LINESTRING (-47.2699508 -22.8185296, -47.2705269 -22.8188874)",Rua Antônio de Carvalho,,,
315296803,True,,residential,,False,95.52900000000001,"LINESTRING (-47.2675601 -22.8186578, -47.2676147 -22.8187006, -47.2683137 -22.819163)",Rua Máximo Biondo,,,
634214449,True,,residential,,False,104.867,"LINESTRING (-47.2675601 -22.8186578, -47.2675023 -22.8187262, -47.2669791 -22.8194339)",Rua Antônio Jorge Chebabi,,,
634214450,True,,residential,,False,79.143,"LINESTRING (-47.2675601 -22.8186578, -47.2674846 -22.8186092, -47.2674257 -22.8185664, -47.2672007 -22.8184076, -47.2669491 -22.8182228)",Rua Máximo Biondo,,,
260314707,True,2,tertiary,,False,104.858,"LINESTRING (-47.2696883 -22.8188958, -47.2690931 -22.8196628)",Rua Dom Barreto,,,50
952471061,True,,residential,,False,96.674,"LINESTRING (-47.2696883 -22.8188958, -47.2689237 -22.8183867)",Rua Antônio Pereira de Camargo,,,
197469228,True,2,primary,,False,105.225,"LINESTRING (-47.2663093 -22.8189875, -47.2657177 -22.8197609)",Avenida Júlia Vasconcelos Bufarah,,SPA 127/304,
315296803,True,,residential,,False,97.313,"LINESTRING (-47.2683137 -22.819163, -47.2690931 -22.8196628)",Rua Máximo Biondo,,,
377880959,True,,residential,,False,106.584,"LINESTRING (-47.2683137 -22.819163, -47.268899 -22.818419, -47.2689237 -22.8183867)",Rua Antônio do Valle Melo,,,
315296764,True,,residential,,False,14.942,"LINESTRING (-47.2710804 -22.8192625, -47.2711959 -22.8193445)",Rua Antônio de Carvalho,,,
315296799,False,,residential,,True,141.142,"LINESTRING (-47.2710804 -22.8192625, -47.2718696 -22.8182223)",Rua Santos Dumont,,,
952471060,True,2,tertiary,,False,15.247,"LINESTRING (-47.2703607 -22.8193347, -47.2702418 -22.8192523)",Rua Antônio Pereira de Camargo,,,
315296764,True,,residential,,False,41.941,"LINESTRING (-47.2711959 -22.8193445, -47.2715303 -22.8195619)",Rua Antônio de Carvalho,,,
883665986,True,,residential,,False,35.035,"LINESTRING (-47.2711959 -22.8193445, -47.2712222 -22.8194001, -47.2712276 -22.8194607, -47.2712248 -22.8196543)",Rua Dezesseis de Dezembro,,,
315296800,True,,residential,,False,84.715,"LINESTRING (-47.2669791 -22.8194339, -47.2663093 -22.8189875)",Rua João Francisco Ramos,,,
634214449,True,,residential,,False,105.608,"LINESTRING (-47.2669791 -22.8194339, -47.266385 -22.8202099)",Rua Antônio Jorge Chebabi,,,
883665986,True,,residential,,False,24.051000000000002,"LINESTRING (-47.2712248 -22.8196543, -47.2711566 -22.819744, -47.2710938 -22.8198337)",Rua Dezesseis de Dezembro,,,
315296803,True,,residential,,False,87.12,"LINESTRING (-47.2690931 -22.8196628, -47.2697933 -22.820107)",Rua Máximo Biondo,,,
260314707,True,2,tertiary,,False,103.55,"LINESTRING (-47.2690931 -22.8196628, -47.2685924 -22.8203124, -47.2685065 -22.820421)",Rua Dom Barreto,,,50
315296802,True,,residential,,False,101.395,"LINESTRING (-47.2710938 -22.8198337, -47.2705416 -22.8205903)",Rua Dezesseis de Dezembro,,,
315296801,True,,residential,,False,93.408,"LINESTRING (-47.2710938 -22.8198337, -47.2708365 -22.8196634, -47.2703607 -22.8193347)",Rua Antônio Pereira de Camargo,,,
315296800,True,,residential,,False,93.293,"LINESTRING (-47.2677127 -22.8199306, -47.2669791 -22.8194339)",Rua João Francisco Ramos,,,
377880959,True,,residential,,False,105.259,"LINESTRING (-47.2677127 -22.8199306, -47.2683137 -22.819163)",Rua Antônio do Valle Melo,,,
315296803,True,,residential,,False,93.649,"LINESTRING (-47.2697933 -22.820107, -47.2705416 -22.8205903)",Rua Máximo Biondo,,,
883676465,True,1,tertiary,,False,103.714,"LINESTRING (-47.2697933 -22.820107, -47.2703607 -22.8193347)",Rua José Maria Miranda,,,
315296801,True,,residential,,False,87.23,"LINESTRING (-47.2717791 -22.8202989, -47.2710938 -22.8198337)",Rua Antônio Pereira de Camargo,,,
260314707,True,2,tertiary,,False,106.49600000000001,"LINESTRING (-47.2685065 -22.820421, -47.2683962 -22.8205604, -47.2679051 -22.821202)",Rua Dom Barreto,,,50
315296800,True,,residential,,False,97.993,"LINESTRING (-47.2685065 -22.820421, -47.2684136 -22.8203523, -47.2677127 -22.8199306)",Rua João Francisco Ramos,,,
315296802,True,,residential,,False,105.971,"LINESTRING (-47.2705416 -22.8205903, -47.2699636 -22.8213805)",Rua Dezesseis de Dezembro,,,
315296803,True,,residential,,False,86.955,"LINESTRING (-47.2705416 -22.8205903, -47.2712483 -22.821023)",Rua Máximo Biondo,,,
315296800,True,,residential,,False,89.112,"LINESTRING (-47.269201 -22.8209028, -47.2691017 -22.8208338, -47.268601 -22.8204946, -47.2685065 -22.820421)",Rua João Francisco Ramos,,,
883676466,True,2,tertiary,,False,107.312,"LINESTRING (-47.269201 -22.8209028, -47.2692992 -22.820774, -47.2697933 -22.820107)",Rua José Maria Miranda,,,
315296803,True,,residential,,False,80.722,"LINESTRING (-47.2712483 -22.821023, -47.2718904 -22.8214434)",Rua Máximo Biondo,,,
887404078,True,,residential,,False,97.184,"LINESTRING (-47.2712483 -22.821023, -47.2713561 -22.8208662, -47.2717791 -22.8202989)",Rua Luiz José Duarte,,,
315296802,True,,residential,,False,44.915,"LINESTRING (-47.2699636 -22.8213805, -47.2697202 -22.8217164)",Rua Dezesseis de Dezembro,,,
315296800,True,,residential,,False,94.50099999999999,"LINESTRING (-47.2699636 -22.8213805, -47.2692958 -22.8209625, -47.269201 -22.8209028)",Rua João Francisco Ramos,,,
883665985,True,,residential,,False,70.173,"LINESTRING (-47.2718904 -22.8214434, -47.2714808 -22.8219491)",Rua José Maria Barroca,,,
883676467,True,2,tertiary,,False,88.65,"LINESTRING (-47.2687192 -22.8215649, -47.2691385 -22.8209911, -47.269201 -22.8209028)",Rua José Maria Miranda,,,
150148044,True,,residential,,False,94.947,"LINESTRING (-47.2686329 -22.8216794, -47.2693788 -22.8221858)",Rua Ipiranga,,,
883676464,True,2,tertiary,,False,15.503,"LINESTRING (-47.2686329 -22.8216794, -47.2687192 -22.8215649)",Rua José Maria Miranda,,,
315296802,True,,residential,,False,62.838,"LINESTRING (-47.2697202 -22.8217164, -47.2693788 -22.8221858)",Rua Dezesseis de Dezembro,,,
954308736,True,,residential,,False,103.967,"LINESTRING (-47.2697202 -22.8217164, -47.2687192 -22.8215649)",Rua Marcelo Pedroni,,,
150148044,True,,residential,,False,81.597,"LINESTRING (-47.2693788 -22.8221858, -47.2700296 -22.8226085)",Rua Ipiranga,,,
315296802,True,,residential,,False,126.207,"LINESTRING (-47.2693788 -22.8221858, -47.2686804 -22.8231206)",Rua Dezesseis de Dezembro,,,
236305436,True,1,primary,,False,93.814,"LINESTRING (-47.2679464 -22.8226165, -47.2686804 -22.8231206)",Praça da República,,,
377880517,True,2,tertiary,,False,125.731,"LINESTRING (-47.2679464 -22.8226165, -47.2686329 -22.8216794)",Rua José Maria Miranda,,,
377879472,True,2,primary,,False,94.412,"LINESTRING (-47.2677709 -22.822847, -47.2670209 -22.822354)",Praça da República,,,
883676916,True,2,secondary,,False,31.312,"LINESTRING (-47.2677709 -22.822847, -47.2679464 -22.8226165)",Rua José Maria Miranda,,,
989749194,True,2,primary,,False,80.085,"LINESTRING (-47.2686804 -22.8231206, -47.2693172 -22.823538)",Praça da República,,,
883672059,True,,residential,,False,126.544,"LINESTRING (-47.2693172 -22.823538, -47.2700296 -22.8226085)",Rua Luiz José Duarte,,,
887404077,False,,residential,,True,33.209,"LINESTRING (-47.2693172 -22.823538, -47.2691109 -22.8237683)",Rua Luiz José Duarte,,,
989749194,True,2,primary,,False,76.908,"LINESTRING (-47.2693172 -22.823538, -47.2699319 -22.8239347)",Praça da República,,,
293858628,True,2,tertiary,,False,97.602,"LINESTRING (-47.2671662 -22.8236055, -47.2679452 -22.8241104)",Avenida Sete de Setembro,,,
883676916,True,2,secondary,,False,104.663,"LINESTRING (-47.2671662 -22.8236055, -47.2677709 -22.822847)",Rua José Maria Miranda,,,
883676916,True,2,secondary,,False,61.157,"LINESTRING (-47.2668396 -22.8240658, -47.2671662 -22.8236055)",Rua José Maria Miranda,,,
708584759,True,2,secondary,,False,78.413,"LINESTRING (-47.2678559 -22.8253902, -47.2674342 -22.8248018)",Rua Ângelo Ôngaro,,,
1006261680,True,,residential,,False,36.101,"LINESTRING (-47.2678559 -22.8253902, -47.2676566 -22.8256579)",Rua Luiz José Duarte,,,
315296767,True,2,secondary,,False,100.71700000000001,"LINESTRING (-47.2659366 -22.8256371, -47.266194 -22.8250209, -47.266301 -22.8247961)",Rua José Maria Miranda,,,
142069257,True,,residential,,False,56.667,"LINESTRING (-47.2658719 -22.8257929, -47.2654115 -22.8255107)",Avenida José Mancini,,,
315296767,True,2,secondary,,False,18.55,"LINESTRING (-47.2658719 -22.8257929, -47.2659366 -22.8256371)",Rua José Maria Miranda,,,
315296764,True,,residential,,False,70.412,"LINESTRING (-47.2705269 -22.8188874, -47.2710804 -22.8192625)",Rua Antônio de Carvalho,,,
883154187,True,1,tertiary,,False,206.414,"LINESTRING (-47.2705269 -22.8188874, -47.271691 -22.8173726)",Rua Bárbara Blumer,,,
315318743,False,,residential,,True,7.75,"LINESTRING (-47.2711151 -22.8236767, -47.2711907 -22.8236783)",Rua Atílio Biondo,,,
158105845,True,2,primary,,False,79.649,"LINESTRING (-47.2711151 -22.8236767, -47.2708396 -22.8240281, -47.2707972 -22.8241091, -47.2707326 -22.8242925)",Avenida Rebouças,,,
315318743,False,,residential,,False,7.75,"LINESTRING (-47.2711907 -22.8236783, -47.2711151 -22.8236767)",Rua Atílio Biondo,,,
708584756,True,2,secondary,,False,99.618,"LINESTRING (-47.2698298 -22.825329, -47.2706311 -22.8258361)",Avenida Sete de Setembro,,,
315320556,True,,residential,,False,45.315,"LINESTRING (-47.2713492 -22.8247112, -47.2711519 -22.8250759)",,,,
315320543,True,2,secondary,,False,48.249,"LINESTRING (-47.2701113 -22.8249812, -47.2698298 -22.825329)",Avenida Rebouças,,,
315320561,False,,residential,,True,100.221,"LINESTRING (-47.2701113 -22.8249812, -47.2710682 -22.8251669)",Rua Emilio Leão Brambila,,,
315320570,True,,residential,roundabout,False,15.982,"LINESTRING (-47.2711519 -22.8250759, -47.2711729 -22.8250824, -47.271191 -22.8250946, -47.2712043 -22.825111, -47.2712119 -22.8251303, -47.2712129 -22.8251508, -47.2712073 -22.8251707, -47.2711956 -22.8251882)",,,,
315320559,True,,residential,,False,64.08,"LINESTRING (-47.2711015 -22.8250838, -47.2706305 -22.8247048)",,,,
315320570,True,,residential,roundabout,False,5.319,"LINESTRING (-47.2711015 -22.8250838, -47.2711259 -22.8250758, -47.2711519 -22.8250759)",,,,
315320561,False,,residential,,False,100.221,"LINESTRING (-47.2710682 -22.8251669, -47.2701113 -22.8249812)",Rua Emilio Leão Brambila,,,
315320570,True,,residential,roundabout,False,10.641,"LINESTRING (-47.2710682 -22.8251669, -47.2710638 -22.8251433, -47.2710685 -22.8251198, -47.2710816 -22.8250991, -47.2711015 -22.8250838)",,,,
315320570,True,,residential,roundabout,False,15.992,"LINESTRING (-47.2711956 -22.8251882, -47.2711789 -22.8252017, -47.2711585 -22.8252101, -47.2711364 -22.8252126, -47.2711144 -22.8252089, -47.2710947 -22.8251994, -47.2710788 -22.825185, -47.2710682 -22.8251669)",,,,
383459511,False,2,secondary,,False,57.416,"LINESTRING (-47.2707769 -22.8259313, -47.2712376 -22.8262251)",Avenida Sete de Setembro,,,
