osmid,oneway,lanes,ref,name,highway,reversed,length,bridge,geometry,junction
635015874,True,,,,primary,False,1.681,,"LINESTRING (-51.1570096 -27.0083762, -51.1570117 -27.0083612)",roundabout
635015876,True,,,Rua Bulcão Viana,primary,False,14.969,,"LINESTRING (-51.1570918 -27.008407, -51.1570068 -27.0085183)",
635015874,True,,,,primary,False,10.992999999999999,,"LINESTRING (-51.1570918 -27.008407, -51.1570786 -27.0084145, -51.1570634 -27.0084181, -51.1570477 -27.0084172, -51.1570332 -27.0084118, -51.1570212 -27.0084028, -51.1570132 -27.0083908, -51.1570096 -27.0083762)",roundabout
635015874,True,,,,primary,False,1.672,,"LINESTRING (-51.157094 -27.0083434, -51.1571037 -27.0083557)",roundabout
635015877,True,,,Rua Bulcão Viana,tertiary,False,16.182,,"LINESTRING (-51.1570117 -27.0083612, -51.1570639 -27.0082233)",
635015874,True,,,,primary,False,10.030999999999999,,"LINESTRING (-51.1570117 -27.0083612, -51.1570195 -27.0083478, -51.1570318 -27.0083375, -51.1570472 -27.0083316, -51.1570641 -27.0083305, -51.1570803 -27.0083346, -51.157094 -27.0083434)",roundabout
99370093,False,,,Rua Campos Novos,secondary,True,73.387,,"LINESTRING (-51.1519032 -27.0079782, -51.1519058 -27.0079191, -51.151917 -27.0076549, -51.1519314 -27.0073187)",
271028413,True,,,Rua Campos Novos,residential,False,155.425,,"LINESTRING (-51.1519032 -27.0079782, -51.1519354 -27.0080594, -51.1519186 -27.0083952, -51.1518481 -27.0093687)",
99370103,False,,,Rua Vereador Luiz Golin,residential,True,8.187,,"LINESTRING (-51.1517655 -27.0093663, -51.1518481 -27.0093687)",
"[99370140, 99370103]",False,,,"['Rua Celedônia Selbach', 'Rua Vereador Luiz Golin']",residential,"[False, True]",152.283,,"LINESTRING (-51.1517655 -27.0093663, -51.1508034 -27.0093379, -51.1508064 -27.0092583, -51.1508096 -27.0091712, -51.1508224 -27.0088263)",
699771044,True,,,Rua Campos Novos,residential,False,155.322,,"LINESTRING (-51.1517655 -27.0093663, -51.1518442 -27.0084854, -51.1518704 -27.0080559, -51.1519032 -27.0079782)",
102361571,False,,,Rua Antônio Fantin,residential,False,4.414,,"LINESTRING (-51.1527159 -27.0015868, -51.1527213 -27.0015474)",
102361535,False,,,Rua Alto Quirino Schuller,residential,True,84.602,,"LINESTRING (-51.1527159 -27.0015868, -51.1526126 -27.0015503, -51.1519763 -27.0013526, -51.15193 -27.0013514, -51.1519082 -27.0013567)",
102361571,False,,,Rua Antônio Fantin,residential,True,70.108,,"LINESTRING (-51.1527159 -27.0015868, -51.1526576 -27.0019267, -51.1525999 -27.0022087)",
320316410,True,4,SC-355,Avenida Dom Pedro II,primary,False,14.046,,"LINESTRING (-51.1540566 -27.0062428, -51.1540925 -27.0061206)",
1098800992,True,,,,primary_link,False,15.157,,"LINESTRING (-51.1540566 -27.0062428, -51.1541462 -27.0062702, -51.1542002 -27.0062897)",
