osmid,name,highway,oneway,reversed,length,lanes,maxspeed,geometry,access,width,bridge
204250017,Rua Álvaro Mendes,residential,True,False,84.901,2,,"LINESTRING (-42.8075656 -5.0875769, -42.8074483 -5.0875201, -42.8069416 -5.0872754, -42.8068759 -5.0872437)",,,
329164074,Avenida Miguel Rosa,primary,True,False,104.491,3,60,"LINESTRING (-42.803638 -5.0856343, -42.8031873 -5.0863736, -42.8031483 -5.0864375)",,,
47484569,Rua Rio Grande do Sul,residential,False,False,92.46,,,"LINESTRING (-42.8010363 -5.0856904, -42.8006723 -5.0864387)",,,
47484569,Rua Rio Grande do Sul,residential,False,True,92.46,,,"LINESTRING (-42.8006723 -5.0864387, -42.8010363 -5.0856904)",,,
876144536,Rua Monsenhor Gil,residential,False,False,97.983,,,"LINESTRING (-42.8006723 -5.0864387, -42.801473 -5.0868134)",,,
139083283,Rua Monsenhor Lopes,residential,False,True,48.801,,,"LINESTRING (-42.8007116 -5.0842925, -42.8011094 -5.0844812)",,,
381012516,Avenida Pinel,tertiary,False,True,94.072,4,,"LINESTRING (-42.8007116 -5.0842925, -42.8010715 -5.0835262)",,,
138743060,Rua Desembargador Freitas,tertiary,True,False,90.525,2,50,"LINESTRING (-42.8087548 -5.0833815, -42.8087033 -5.0833543, -42.8082564 -5.0831185, -42.8080314 -5.0830026)",,,
187872229,Rua Coelho de Resende,secondary,True,False,95.04899999999999,3,50,"LINESTRING (-42.8087548 -5.0833815, -42.8087293 -5.0834323, -42.8083713 -5.0841462)",,,
138743029,Rua Magalhães Filho,residential,True,False,96.368,2,40,"LINESTRING (-42.8093913 -5.0837142, -42.8089918 -5.0844841)",permissive,7,
138743060,Rua Desembargador Freitas,tertiary,True,False,79.614,2,50,"LINESTRING (-42.8093913 -5.0837142, -42.8088076 -5.0834091, -42.8087548 -5.0833815)",,,
138743050,Rua Lisandro Nogueira,tertiary,True,False,92.719,2,60,"LINESTRING (-42.8076459 -5.08373, -42.8083713 -5.0841462)",,,
204236971,Rua Desembargador Pires de Castro,secondary,True,False,91.46300000000001,4,50,"LINESTRING (-42.8076459 -5.08373, -42.8079832 -5.0830969, -42.8079892 -5.0830857, -42.8080314 -5.0830026)",yes,,
138743050,Rua Lisandro Nogueira,tertiary,True,False,78.325,2,60,"LINESTRING (-42.8083713 -5.0841462, -42.8089918 -5.0844841)",,,
187872229,Rua Coelho de Resende,secondary,True,False,106.518,3,50,"LINESTRING (-42.8083713 -5.0841462, -42.8079426 -5.0850037)",,,
138743069,Rua Dezenove de Novembro,residential,True,False,78.66,,,"LINESTRING (-42.8051021 -5.0844594, -42.8047219 -5.0850569)",,,
204250008,Rua Eliseu Martins,residential,True,False,68.148,2,50,"LINESTRING (-42.8051021 -5.0844594, -42.80456 -5.0841695)",,,
138743029,Rua Magalhães Filho,residential,True,False,102.258,2,40,"LINESTRING (-42.8089918 -5.0844841, -42.8085843 -5.0853093)",permissive,7,
911019611,Rua Eliseu Martins,residential,True,False,69.068,2,50,"LINESTRING (-42.8056601 -5.0847367, -42.8053562 -5.0845857, -42.8051021 -5.0844594)",,,
187872229,Rua Coelho de Resende,secondary,True,False,88.631,3,50,"LINESTRING (-42.8079426 -5.0850037, -42.8075877 -5.0857181)",,,
204234348,Rua Areolino de Abreu,residential,True,False,78.779,2,50,"LINESTRING (-42.8079426 -5.0850037, -42.8085843 -5.0853093)",,,
204236970,Rua Dezenove de Novembro,residential,False,False,111.717,,,"LINESTRING (-42.8047219 -5.0850569, -42.8042046 -5.0859194)",,,
911019613,Rua Coelho Rodrigues,residential,True,False,67.944,2,,"LINESTRING (-42.8047219 -5.0850569, -42.8052689 -5.0853335)",,,
911019616,Rua Coelho Rodrigues,residential,True,False,72.386,2,,"LINESTRING (-42.8052689 -5.0853335, -42.8058499 -5.0856316)",,,
911019614,Rua Governador Raimundo Artur de Vasconcelos,residential,True,False,79.254,2,,"LINESTRING (-42.8052689 -5.0853335, -42.8056422 -5.084764, -42.8056601 -5.0847367)",,,
204234348,Rua Areolino de Abreu,residential,True,False,80.302,2,50,"LINESTRING (-42.8085843 -5.0853093, -42.8092134 -5.0856683)",,,
138743029,Rua Magalhães Filho,residential,True,False,88.70100000000001,2,40,"LINESTRING (-42.8085843 -5.0853093, -42.8082638 -5.0859776, -42.8082391 -5.0860291)",permissive,7,
138743067,Rua Primeiro de Maio,residential,False,False,108.253,2,40,"LINESTRING (-42.8058499 -5.0856316, -42.8054163 -5.0865041)",yes,,
204238158,Rua Coelho Rodrigues,residential,True,False,89.069,2,,"LINESTRING (-42.8058499 -5.0856316, -42.8065663 -5.0859955)",,,
911019615,Rua Primeiro de Maio,residential,False,True,79.881,2,40,"LINESTRING (-42.8058499 -5.0856316, -42.8061456 -5.0850147, -42.8061606 -5.0849833)",yes,,
187872229,Rua Coelho de Resende,secondary,True,False,79.479,3,50,"LINESTRING (-42.8075877 -5.0857181, -42.8072868 -5.086367)",,,
704095229,Rua Eliseu Martins,residential,True,False,89.633,2,50,"LINESTRING (-42.8075877 -5.0857181, -42.8068881 -5.085359, -42.8068684 -5.0853487)",,,
204236970,Rua Dezenove de Novembro,residential,False,False,104.282,,,"LINESTRING (-42.8042046 -5.0859194, -42.8036958 -5.0867085)",,,
204236970,Rua Dezenove de Novembro,residential,False,True,111.717,,,"LINESTRING (-42.8042046 -5.0859194, -42.8047219 -5.0850569)",,,
204250017,Rua Álvaro Mendes,residential,True,False,70.308,2,,"LINESTRING (-42.8042046 -5.0859194, -42.803638 -5.0856343)",,,
204236971,Rua Desembargador Pires de Castro,secondary,True,False,79.323,4,50,"LINESTRING (-42.8065663 -5.0859955, -42.8068684 -5.0853487)",yes,,
204238158,Rua Coelho Rodrigues,residential,True,False,89.859,2,,"LINESTRING (-42.8065663 -5.0859955, -42.8072868 -5.086367)",,,
138743029,Rua Magalhães Filho,residential,True,False,81.302,2,40,"LINESTRING (-42.8082391 -5.0860291, -42.8079589 -5.0867049)",permissive,7,
704095229,Rua Eliseu Martins,residential,True,False,80.007,2,50,"LINESTRING (-42.8082391 -5.0860291, -42.8076543 -5.0857499, -42.8075877 -5.0857181)",,,
204250017,Rua Álvaro Mendes,residential,True,False,65.833,2,,"LINESTRING (-42.804739 -5.0861786, -42.8042046 -5.0859194)",,,
282517268,Rua Governador Raimundo Artur de Vasconcelos,residential,True,False,110.793,2,,"LINESTRING (-42.804739 -5.0861786, -42.8052689 -5.0853335)",,,
579967753,Rua Coelho de Resende,secondary,True,False,107.585,3,50,"LINESTRING (-42.8072868 -5.086367, -42.8068759 -5.0872437)",,,
579967751,Rua Coelho Rodrigues,residential,True,False,83.385,2,,"LINESTRING (-42.8072868 -5.086367, -42.8077938 -5.0866219, -42.8079213 -5.086686, -42.8079589 -5.0867049)",,,
138743024,Rua Anísio de Abreu,residential,True,False,82.727,2,,"LINESTRING (-42.8089061 -5.0863464, -42.8092134 -5.0856683)",,,
704095229,Rua Eliseu Martins,residential,True,False,81.868,2,50,"LINESTRING (-42.8089061 -5.0863464, -42.8082391 -5.0860291)",,,
138743067,Rua Primeiro de Maio,residential,False,True,108.253,2,40,"LINESTRING (-42.8054163 -5.0865041, -42.8058499 -5.0856316)",yes,,
138743067,Rua Primeiro de Maio,residential,False,False,104.736,2,40,"LINESTRING (-42.8054163 -5.0865041, -42.8053883 -5.0865622, -42.8052964 -5.0867531, -42.805246 -5.0868577, -42.8050078 -5.0873536)",yes,,
204250017,Rua Álvaro Mendes,residential,True,False,83.291,2,,"LINESTRING (-42.8054163 -5.0865041, -42.8051477 -5.086375, -42.804739 -5.0861786)",,,
204236970,Rua Dezenove de Novembro,residential,False,True,104.282,,,"LINESTRING (-42.8036958 -5.0867085, -42.8042046 -5.0859194)",,,
329164233,Avenida Frei Serafim,primary,True,False,73.578,4,60,"LINESTRING (-42.8036958 -5.0867085, -42.8042906 -5.0870032)",yes,,
138743029,Rua Magalhães Filho,residential,True,False,106.298,2,40,"LINESTRING (-42.8079589 -5.0867049, -42.8075656 -5.0875769)",permissive,7,
579967751,Rua Coelho Rodrigues,residential,True,False,80.112,2,,"LINESTRING (-42.8079589 -5.0867049, -42.8085959 -5.0870462)",,,
282517268,Rua Governador Raimundo Artur de Vasconcelos,residential,True,False,104.277,2,,"LINESTRING (-42.8042906 -5.0870032, -42.804739 -5.0861786)",,,
329164233,Avenida Frei Serafim,primary,True,False,88.476,4,60,"LINESTRING (-42.8042906 -5.0870032, -42.8050078 -5.0873536)",yes,,
138743024,Rua Anísio de Abreu,residential,True,False,85.06099999999999,2,,"LINESTRING (-42.8085959 -5.0870462, -42.8088808 -5.0864035, -42.8089061 -5.0863464)",,,
204250017,Rua Álvaro Mendes,residential,True,False,90.556,2,,"LINESTRING (-42.8068759 -5.0872437, -42.8061437 -5.0868813)",,,
579967753,Rua Coelho de Resende,secondary,True,False,99.439,3,50,"LINESTRING (-42.8068759 -5.0872437, -42.8064787 -5.0880457)",,,
138743067,Rua Primeiro de Maio,residential,False,True,104.73599999999999,2,40,"LINESTRING (-42.8050078 -5.0873536, -42.805246 -5.0868577, -42.8052964 -5.0867531, -42.8053883 -5.0865622, -42.8054163 -5.0865041)",yes,,
1034253950,Avenida Frei Serafim,primary,True,False,90.32000000000001,3,60,"LINESTRING (-42.8050078 -5.0873536, -42.8056859 -5.0876799, -42.8057421 -5.0877069)",yes,,
138743024,Rua Anísio de Abreu,residential,True,False,102.519,2,,"LINESTRING (-42.8082095 -5.087884, -42.8085959 -5.0870462)",,,
204250017,Rua Álvaro Mendes,residential,True,False,79.07,2,,"LINESTRING (-42.8082095 -5.087884, -42.8075656 -5.0875769)",,,
204250017,Rua Álvaro Mendes,residential,True,False,109.402,2,,"LINESTRING (-42.8090788 -5.0883512, -42.8082584 -5.0879102, -42.8082095 -5.087884)",,,
579965690,Rua Doutor Area Leão,residential,True,False,94.985,2,,"LINESTRING (-42.8090788 -5.0883512, -42.8090616 -5.0883868, -42.808727 -5.0890807, -42.8087075 -5.0891212)",,,
329164238,Avenida Frei Serafim,primary,True,False,74.937,3,60,"LINESTRING (-42.8072298 -5.088414, -42.807836 -5.0887133)",,,
138743024,Rua Anísio de Abreu,residential,True,False,101.068,2,,"LINESTRING (-42.807836 -5.0887133, -42.8082095 -5.087884)",,,
329164238,Avenida Frei Serafim,primary,True,False,106.65,3,60,"LINESTRING (-42.807836 -5.0887133, -42.8087075 -5.0891212)",,,
139083272,Rua Osvaldo Cruz,residential,False,True,63.253,,,"LINESTRING (-42.8010715 -5.0835262, -42.8015832 -5.0837788)",,,
381012516,Avenida Pinel,tertiary,False,False,94.072,4,,"LINESTRING (-42.8010715 -5.0835262, -42.8007116 -5.0842925)",,,
139083272,Rua Osvaldo Cruz,residential,False,False,63.253,,,"LINESTRING (-42.8015832 -5.0837788, -42.8010715 -5.0835262)",,,
500798581,Rua Professor José Amável,residential,False,False,94.095,,,"LINESTRING (-42.8015832 -5.0837788, -42.8011941 -5.0843557, -42.8011094 -5.0844812)",,,
500798581,Rua Professor José Amável,residential,False,True,94.90299999999999,,,"LINESTRING (-42.8015832 -5.0837788, -42.8019921 -5.0832012, -42.802077 -5.0830813)",,,
139083283,Rua Monsenhor Lopes,residential,False,False,48.801,,,"LINESTRING (-42.8011094 -5.0844812, -42.8007116 -5.0842925)",,,
500798581,Rua Professor José Amável,residential,False,False,99.126,,,"LINESTRING (-42.8011094 -5.0844812, -42.8006757 -5.085261)",,,
500798581,Rua Professor José Amável,residential,False,True,94.095,,,"LINESTRING (-42.8011094 -5.0844812, -42.8011941 -5.0843557, -42.8015832 -5.0837788)",,,
139083250,Rua Santa Catarina,residential,False,False,92.864,,,"LINESTRING (-42.8018352 -5.0860602, -42.801473 -5.0868134)",,,
329164235,Avenida Frei Serafim,primary,True,False,97.572,4,60,"LINESTRING (-42.8018352 -5.0860602, -42.8010363 -5.0856904)",,,
139083250,Rua Santa Catarina,residential,False,True,92.864,,,"LINESTRING (-42.801473 -5.0868134, -42.8018352 -5.0860602)",,,
375197133,Rua Monsenhor Gil,residential,False,False,79.031,,,"LINESTRING (-42.801473 -5.0868134, -42.8021166 -5.0871203)",,,
876144536,Rua Monsenhor Gil,residential,False,True,97.983,,,"LINESTRING (-42.801473 -5.0868134, -42.8006723 -5.0864387)",,,
139083250,Rua Santa Catarina,residential,False,False,90.55099999999999,,,"LINESTRING (-42.801473 -5.0868134, -42.8012665 -5.0872576, -42.8011178 -5.0875467)",,,
876144532,Rua Heitor Castelo Branco,residential,False,True,51.196,,,"LINESTRING (-42.8011178 -5.0875467, -42.801534 -5.087747)",,,
139083250,Rua Santa Catarina,residential,False,False,91.539,,,"LINESTRING (-42.8011178 -5.0875467, -42.8008655 -5.0880947, -42.800768 -5.0882925)",,,
139083250,Rua Santa Catarina,residential,False,True,90.55099999999999,,,"LINESTRING (-42.8011178 -5.0875467, -42.8012665 -5.0872576, -42.801473 -5.0868134)",,,
876144532,Rua Heitor Castelo Branco,residential,False,False,51.196,,,"LINESTRING (-42.801534 -5.087747, -42.8011178 -5.0875467)",,,
139083250,Rua Santa Catarina,residential,False,True,91.539,,,"LINESTRING (-42.800768 -5.0882925, -42.8008655 -5.0880947, -42.8011178 -5.0875467)",,,
142143059,Rua Olavo Bilac,tertiary,True,False,75.277,,,"LINESTRING (-42.8008537 -5.0895934, -42.801472 -5.0898745)",,,
139083298,Rua Honório Paiva,residential,False,False,110.486,,,"LINESTRING (-42.8008537 -5.0895934, -42.8006651 -5.0901534, -42.8005457 -5.0905384)",,,
139083298,Rua Honório Paiva,residential,False,True,137.603,,,"LINESTRING (-42.8008537 -5.0895934, -42.8012578 -5.0887431, -42.8012959 -5.088726, -42.8013539 -5.0887193, -42.8014253 -5.0887583, -42.8014712 -5.0887636, -42.8015405 -5.0887531)",,,
139083280,Rua Taumaturgo de Azevedo,residential,False,False,105.859,,,"LINESTRING (-42.8005457 -5.0905384, -42.8014083 -5.0909484)",,,
139083298,Rua Honório Paiva,residential,False,True,110.486,,,"LINESTRING (-42.8005457 -5.0905384, -42.8006651 -5.0901534, -42.8008537 -5.0895934)",,,
142143060,Rua Anísio de Abreu,residential,True,False,100.983,,,"LINESTRING (-42.80704 -5.0904741, -42.8074218 -5.0896494)",,,
167668273,Rua Félix Pacheco,residential,True,False,109.896,2,,"LINESTRING (-42.80704 -5.0904741, -42.8072937 -5.0906024, -42.8074231 -5.0906679, -42.8079247 -5.0909216)",,,
142143058,Rua Doutor Área Leão,residential,True,False,100.839,2,,"LINESTRING (-42.8079247 -5.0909216, -42.8075285 -5.0917381)",,,
167668273,Rua Félix Pacheco,residential,True,False,92.534,2,,"LINESTRING (-42.8079247 -5.0909216, -42.8086825 -5.091272)",,,
142143060,Rua Anísio de Abreu,residential,True,False,102.044,,,"LINESTRING (-42.8066571 -5.0913088, -42.80704 -5.0904741)",,,
204238155,Rua São Pedro,tertiary,True,False,83.393,2,40,"LINESTRING (-42.8066571 -5.0913088, -42.805978 -5.0909849)",yes,,
142143052,Rua Coelho de Resende,secondary,True,False,99.678,3,50,"LINESTRING (-42.8052528 -5.0906237, -42.8048849 -5.0914418)",,,
204238155,Rua São Pedro,tertiary,True,False,90.249,2,40,"LINESTRING (-42.8052528 -5.0906237, -42.8045837 -5.0902951, -42.804522 -5.0902647)",yes,,
638667776,Rua Olavo Bilac,tertiary,True,False,91.978,2,,"LINESTRING (-42.8033893 -5.0907584, -42.8041473 -5.0910963)",,,
167668281,Rua 1º de Maio,residential,True,False,112.05199999999999,2,40,"LINESTRING (-42.8033893 -5.0907584, -42.8031126 -5.0913614, -42.8029995 -5.0916077, -42.8029687 -5.0916749)",,,
167668273,Rua Félix Pacheco,residential,True,False,96.168,2,,"LINESTRING (-42.8086825 -5.091272, -42.8094581 -5.0916608)",,,
1076461584,Rua Arlindo Nogueira,tertiary,True,False,99.837,2,,"LINESTRING (-42.8086825 -5.091272, -42.8090716 -5.0904621)",,,
142143052,Rua Coelho de Resende,secondary,True,False,102.079,3,50,"LINESTRING (-42.8056485 -5.0897946, -42.8052528 -5.0906237)",,,
167668273,Rua Félix Pacheco,residential,True,False,88.574,2,,"LINESTRING (-42.8056485 -5.0897946, -42.8063603 -5.0901577)",,,
204238155,Rua São Pedro,tertiary,True,False,107.673,2,40,"LINESTRING (-42.8075285 -5.0917381, -42.8066571 -5.0913088)",yes,,
638667776,Rua Olavo Bilac,tertiary,True,False,89.506,2,,"LINESTRING (-42.8048849 -5.0914418, -42.80562 -5.0917762)",,,
638667776,Rua Olavo Bilac,tertiary,True,False,90.276,2,,"LINESTRING (-42.8041473 -5.0910963, -42.8048849 -5.0914418)",,,
579968481,Rua Desembargador Pires de Castro,secondary,True,False,101.36099999999999,3,50,"LINESTRING (-42.8041473 -5.0910963, -42.8044886 -5.0903327, -42.804522 -5.0902647)",yes,,
167668279,Rua Governador Raimundo Artur de Vasconcelos,tertiary,True,False,107.116,4,,"LINESTRING (-42.802632 -5.0904071, -42.8030601 -5.0895433)",,,
638667776,Rua Olavo Bilac,tertiary,True,False,92.526,2,,"LINESTRING (-42.802632 -5.0904071, -42.8033893 -5.0907584)",,,
1034253949,Avenida Frei Serafim,primary,True,False,96.159,3,40,"LINESTRING (-42.8041922 -5.0872016, -42.8034135 -5.0868192)",yes,,
167668273,Rua Félix Pacheco,residential,True,False,88.086,2,,"LINESTRING (-42.8041996 -5.0890778, -42.8049083 -5.0894373)",,,
167668281,Rua 1º de Maio,residential,True,False,102.806,2,40,"LINESTRING (-42.8041996 -5.0890778, -42.8038079 -5.089916)",,,
46677290,Rua São Pedro,tertiary,True,False,102.462,2,,"LINESTRING (-42.8030601 -5.0895433, -42.8022464 -5.0891049)",,,
167668279,Rua Governador Raimundo Artur de Vasconcelos,tertiary,True,False,102.038,4,,"LINESTRING (-42.8030601 -5.0895433, -42.8034583 -5.0887158)",,,
142143058,Rua Doutor Área Leão,residential,True,False,92.008,2,,"LINESTRING (-42.8086374 -5.0893252, -42.8082778 -5.0900711)",,,
1034253948,Avenida Frei Serafim,primary,True,False,107.957,3,60,"LINESTRING (-42.8086374 -5.0893252, -42.8077555 -5.0889117)",,,
1000912116,Avenida Frei Serafim,primary,True,False,98.787,3,60,"LINESTRING (-42.809442 -5.0897086, -42.8093763 -5.0896773, -42.8086374 -5.0893252)",,,
329164840,Avenida Frei Serafim,primary,True,False,80.582,4,60,"LINESTRING (-42.8077555 -5.0889117, -42.8071008 -5.0885956)",,,
638667777,Avenida Miguel Rosa,primary,True,False,121.062,,60,"LINESTRING (-42.8017027 -5.0888383, -42.8016789 -5.0889251, -42.8015904 -5.0893238, -42.8015834 -5.0893786, -42.8015621 -5.089638, -42.8015592 -5.0896636, -42.8015458 -5.0899124)",,,
"[638667778, 875446322]",Rua São Pedro,tertiary,True,False,13.017,,,"LINESTRING (-42.8017027 -5.0888383, -42.8016502 -5.088811, -42.8015967 -5.0887879)",,,
972789335,Rua Taumaturgo de Azevedo,residential,False,True,85.395,2,,"LINESTRING (-42.8014898 -5.090997, -42.8021894 -5.0913198)",,,
138743027,Rua Coelho de Resende,secondary,True,False,24.612,3,,"LINESTRING (-42.8064787 -5.0880457, -42.8063812 -5.0882446)",,,
329164238,Avenida Frei Serafim,primary,True,False,92.723,3,60,"LINESTRING (-42.8064787 -5.0880457, -42.8066164 -5.0881132, -42.8072298 -5.088414)",,,
142143052,Rua Coelho de Resende,secondary,True,False,100.248,3,50,"LINESTRING (-42.8060344 -5.0889791, -42.8056485 -5.0897946)",,,
840357567,Rua Paissandu,residential,True,False,89.46600000000001,2,40,"LINESTRING (-42.8060344 -5.0889791, -42.805691 -5.0888066, -42.8053911 -5.088652, -42.8053145 -5.0886142)",yes,,
142143052,Rua Coelho de Resende,secondary,True,False,90.254,3,50,"LINESTRING (-42.8063812 -5.0882446, -42.8060344 -5.0889791)",,,
1000912117,Avenida Frei Serafim,primary,True,False,89.851,3,60,"LINESTRING (-42.8063812 -5.0882446, -42.8063371 -5.088224, -42.805767 -5.0879499, -42.8056504 -5.0878938)",,,
142143060,Rua Anísio de Abreu,residential,True,False,89.971,,,"LINESTRING (-42.8074218 -5.0896494, -42.8077555 -5.0889117)",,,
840357567,Rua Paissandu,residential,True,False,81.517,2,40,"LINESTRING (-42.8074218 -5.0896494, -42.8067564 -5.0893361)",yes,,
142143058,Rua Doutor Área Leão,residential,True,False,102.339,2,,"LINESTRING (-42.8082778 -5.0900711, -42.8079247 -5.0909216)",,,
840357567,Rua Paissandu,residential,True,False,105.77,2,40,"LINESTRING (-42.8082778 -5.0900711, -42.8081899 -5.0900278, -42.8078989 -5.0898845, -42.8074218 -5.0896494)",yes,,
840357567,Rua Paissandu,residential,True,False,98.081,2,40,"LINESTRING (-42.8090716 -5.0904621, -42.8089571 -5.0904057, -42.8088518 -5.0903538, -42.8082778 -5.0900711)",yes,,
1076461584,Rua Arlindo Nogueira,tertiary,True,False,93.29,2,,"LINESTRING (-42.8090716 -5.0904621, -42.8094102 -5.0897732, -42.809442 -5.0897086)",,,
167668273,Rua Félix Pacheco,residential,True,False,91.102,2,,"LINESTRING (-42.8049083 -5.0894373, -42.8056485 -5.0897946)",,,
579968481,Rua Desembargador Pires de Castro,secondary,True,False,101.991,3,50,"LINESTRING (-42.8049083 -5.0894373, -42.805284 -5.0886823, -42.8053145 -5.0886142)",yes,,
204232292,Rua Magalhães Filho,residential,True,False,96.51,,,"LINESTRING (-42.805978 -5.0909849, -42.80562 -5.0917762)",,,
204238155,Rua São Pedro,tertiary,True,False,89.803,2,40,"LINESTRING (-42.805978 -5.0909849, -42.8053172 -5.0906559, -42.8052528 -5.0906237)",yes,,
167668273,Rua Félix Pacheco,residential,True,False,83.097,2,,"LINESTRING (-42.8063603 -5.0901577, -42.80704 -5.0904741)",,,
204232292,Rua Magalhães Filho,residential,True,False,101.259,,,"LINESTRING (-42.8063603 -5.0901577, -42.805978 -5.0909849)",,,
638667775,Avenida Miguel Rosa,primary,True,False,120.762,,60,"LINESTRING (-42.8015458 -5.0899124, -42.8014898 -5.090997)",,,
638667776,Rua Olavo Bilac,tertiary,True,False,28.564,2,,"LINESTRING (-42.8015458 -5.0899124, -42.8017798 -5.0900204)",,,
638667773,Rua Olavo Bilac,tertiary,True,False,9.196,,,"LINESTRING (-42.801472 -5.0898745, -42.8015458 -5.0899124)",,,
638667774,Avenida Miguel Rosa,primary,True,False,121.72099999999999,3,60,"LINESTRING (-42.801472 -5.0898745, -42.8014831 -5.0896563, -42.8014849 -5.0896282, -42.8015086 -5.0893606, -42.8015803 -5.0888888, -42.8015967 -5.0887879)",,,
329164231,Avenida Miguel Rosa,primary,True,False,37.929,3,60,"LINESTRING (-42.8044798 -5.0841202, -42.8046675 -5.0838349)",,,
167668279,Rua Governador Raimundo Artur de Vasconcelos,tertiary,True,False,88.578,4,,"LINESTRING (-42.8038396 -5.0879166, -42.8041922 -5.0872016)",,,
329164229,Avenida Miguel Rosa,primary,True,False,99.81,3,60,"LINESTRING (-42.8025881 -5.0873147, -42.8021136 -5.0880778)",,,
375197101,Rua Paissandu,residential,True,False,59.117,2,,"LINESTRING (-42.8025881 -5.0873147, -42.8030683 -5.0875468)",,,
167668279,Rua Governador Raimundo Artur de Vasconcelos,tertiary,True,False,98.391,4,,"LINESTRING (-42.8034583 -5.0887158, -42.8038396 -5.0879166)",,,
638667776,Rua Olavo Bilac,tertiary,True,False,103.72,2,,"LINESTRING (-42.8017798 -5.0900204, -42.8024544 -5.0903265, -42.802632 -5.0904071)",,,
375197103,Rua 19 de Novembro,residential,True,False,114.166,2,,"LINESTRING (-42.8022464 -5.0891049, -42.8017798 -5.0900204)",,,
46677290,Rua São Pedro,tertiary,True,False,67.121,2,,"LINESTRING (-42.8022464 -5.0891049, -42.8017648 -5.0888675, -42.8017027 -5.0888383)",,,
