osmid,oneway,name,highway,reversed,length,ref,maxspeed,access,geometry,lanes,bridge
301244528,False,Rua Sebastião Costermani Medeiros Júnior,residential,False,147.638,,30,yes,"LINESTRING (-41.3878349 -20.7915535, -41.3879744 -20.7918411, -41.3880779 -20.7920093, -41.3882055 -20.7921411, -41.3883848 -20.7922482, -41.3885756 -20.7923274, -41.3888385 -20.7923159)",,
"[390348682, 390348718]",False,Rua Nestor Ramos,tertiary,True,454.149,,,yes,"LINESTRING (-41.3896678 -20.784426, -41.3899018 -20.7851709, -41.3900385 -20.7855981, -41.3905944 -20.7872646, -41.390956 -20.7883285)",,
390348597,False,Rua Professor Raymundo José da Silva,residential,False,82.496,,,,"LINESTRING (-41.3925607 -20.7849308, -41.3929134 -20.7855954)",,
390348597,False,Rua Professor Raymundo José da Silva,residential,True,61.041,,,,"LINESTRING (-41.3925607 -20.7849308, -41.3924875 -20.7847805, -41.3923181 -20.7844309)",,
390348715,False,Rua Vitor de Oliveira Costermane,residential,True,115.456,,,,"LINESTRING (-41.3925607 -20.7849308, -41.3923816 -20.7850357, -41.3923045 -20.7851, -41.3922919 -20.7851728, -41.3923471 -20.7858412)",,
301244584,False,Rua Odenir Cândido Ferreira,residential,True,78.284,,,,"LINESTRING (-41.3928122 -20.7861048, -41.3928373 -20.7862063, -41.3926716 -20.7867858)",,
390348689,False,Rua Vitor de Oliveira Costermane,residential,True,35.035,,,,"LINESTRING (-41.3928122 -20.7861048, -41.3929475 -20.7860801, -41.3930404 -20.7860532, -41.3931373 -20.7860237)",,
390348715,False,Rua Vitor de Oliveira Costermane,residential,False,62.785000000000004,,,,"LINESTRING (-41.3928122 -20.7861048, -41.3925723 -20.7860491, -41.392445 -20.7860128, -41.3923828 -20.785977, -41.3923607 -20.7859268, -41.3923471 -20.7858412)",,
"[301244531, 748655756, 748655757]",False,"['Rua Pastor Carlos Leimann', 'Rua Pastor Carlos Leiman']",residential,False,192.075,,40,yes,"LINESTRING (-41.3969209 -20.7880409, -41.3969734 -20.7882477, -41.3969628 -20.7883359, -41.3969292 -20.7884436, -41.3968652 -20.7886198, -41.3967947 -20.7888036, -41.396685 -20.7889142, -41.3962588 -20.7893456, -41.3962152 -20.7893963, -41.3961252 -20.7894946)",2,yes
"[748655248, 748655249, 484343573]",False,Rua Augustinho Breda,residential,False,210.145,,20,yes,"LINESTRING (-41.3969209 -20.7880409, -41.3968206 -20.7882734, -41.3966942 -20.7884382, -41.3965983 -20.7885426, -41.3964613 -20.7886309, -41.3963533 -20.7886892, -41.3962379 -20.7887331, -41.3961186 -20.7887694, -41.3959839 -20.7887941, -41.3958675 -20.788815, -41.3957649 -20.7888241, -41.3956977 -20.7888237, -41.3955646 -20.7888093, -41.395407 -20.7887879, -41.3952796 -20.7887704)",1,yes
390348656,True,Avenida Governador Carlos Lindenberg,tertiary,False,69.191,,,,"LINESTRING (-41.390986 -20.788414, -41.3903752 -20.7886612)",,
390348682,False,Rua Nestor Ramos,tertiary,False,10.006,,,yes,"LINESTRING (-41.390986 -20.788414, -41.390956 -20.7883285)",,
694780996,True,Avenida Doutor José Farah,tertiary,False,33.921,,,,"LINESTRING (-41.3943981 -20.7885036, -41.3947117 -20.7885879)",,
749559574,False,,residential,False,12.898,,,yes,"LINESTRING (-41.3943981 -20.7885036, -41.3943621 -20.7886146)",,
301244484,False,Rua Carlos Fosse,residential,False,62.407000000000004,,,,"LINESTRING (-41.3943981 -20.7885036, -41.3944441 -20.78834, -41.3944784 -20.7881481, -41.3945008 -20.7879517)",,
301244367,True,Avenida Louviral Lougon Moulin,residential,False,33.551,,,,"LINESTRING (-41.388494 -20.788588, -41.3883183 -20.7883349)",2,
390348684,False,Rua Pastor Floriano Leonardo da Silva,residential,True,6.286,,30,yes,"LINESTRING (-41.388494 -20.788588, -41.3885473 -20.7885613)",2,
390348607,False,Rua Suíço Gaspar,residential,False,46.976,,,,"LINESTRING (-41.3876703 -20.7885459, -41.3874347 -20.7881854)",,
390348607,False,Rua Suíço Gaspar,residential,True,27.739,,,,"LINESTRING (-41.3876703 -20.7885459, -41.3878211 -20.7887517)",,
390348656,True,Avenida Governador Carlos Lindenberg,tertiary,False,24.331,,,,"LINESTRING (-41.3903752 -20.7886612, -41.3901638 -20.7887551)",,
682966871,False,,residential,True,9.783,,,,"LINESTRING (-41.3903752 -20.7886612, -41.3903425 -20.7885787)",,
390348656,True,Avenida Governador Carlos Lindenberg,tertiary,False,54.08,,,,"LINESTRING (-41.3896233 -20.7889942, -41.3891512 -20.7891985)",,
749769694,False,,tertiary_link,True,10.488,,,yes,"LINESTRING (-41.3896233 -20.7889942, -41.3895867 -20.7889063)",2,
390348584,False,Rodovia Federal Engenheiro Fabiano Vivacqua,trunk,False,33.003,BR-482;ES-482,,,"LINESTRING (-41.3919405 -20.7902787, -41.392252 -20.790336)",,
390348595,False,Rodovia Federal Engenheiro Fabiano Vivacqua,trunk,True,87.569,BR-482;ES-482,,,"LINESTRING (-41.3919405 -20.7902787, -41.3917842 -20.7902549, -41.3915631 -20.790251, -41.3914239 -20.7902536, -41.3911023 -20.7902877)",,
301244463,False,Rua Pedro Ferreira Sobrinho,residential,True,73.924,,,,"LINESTRING (-41.3932095 -20.7905134, -41.3931683 -20.7898497)",,
390348595,False,Rodovia Federal Engenheiro Fabiano Vivacqua,trunk,False,88.689,BR-482;ES-482,,,"LINESTRING (-41.3902658 -20.7904445, -41.3911023 -20.7902877)",,
390348655,False,,residential,True,12.893,,,,"LINESTRING (-41.3902658 -20.7904445, -41.3902721 -20.7905603)",,
390348595,False,Rodovia Federal Engenheiro Fabiano Vivacqua,trunk,True,179.408,BR-482;ES-482,,,"LINESTRING (-41.3902658 -20.7904445, -41.38959 -20.7905547, -41.3885956 -20.790758, -41.3885739 -20.790761)",,
390348595,False,Rodovia Federal Engenheiro Fabiano Vivacqua,trunk,True,19.11,BR-482;ES-482,,,"LINESTRING (-41.3882679 -20.7908177, -41.3880877 -20.7908517)",,
301244309,False,Rua João Damaceno Catein,residential,False,178.28900000000004,,,,"LINESTRING (-41.3882679 -20.7908177, -41.3885887 -20.7918766, -41.3886176 -20.7919653, -41.3886824 -20.7921089, -41.3887618 -20.7922335, -41.3888385 -20.7923159)",,
390348595,False,Rodovia Federal Engenheiro Fabiano Vivacqua,trunk,False,32.431000000000004,BR-482;ES-482,,,"LINESTRING (-41.3882679 -20.7908177, -41.3885002 -20.7907749, -41.3885391 -20.7907685, -41.3885739 -20.790761)",,
301244238,False,Rua Jerônimo Moreira,residential,True,120.843,,30,yes,"LINESTRING (-41.3880877 -20.7908517, -41.387693 -20.7898295)",,
390348594,False,Rodovia Federal Engenheiro Fabiano Vivacqua,trunk,True,63.507,BR-482;ES-482,,,"LINESTRING (-41.3880877 -20.7908517, -41.3874893 -20.7909667)",,
390348595,False,Rodovia Federal Engenheiro Fabiano Vivacqua,trunk,False,19.11,BR-482;ES-482,,,"LINESTRING (-41.3880877 -20.7908517, -41.3882679 -20.7908177)",,
301244539,False,Rua Gumercindo de Oliveira Porto,residential,False,66.034,,,,"LINESTRING (-41.3926716 -20.7867858, -41.3931992 -20.7871165)",,
301244584,False,Rua Odenir Cândido Ferreira,residential,True,31.435,,,,"LINESTRING (-41.3926716 -20.7867858, -41.3925562 -20.7870471)",,
301244584,False,Rua Odenir Cândido Ferreira,residential,False,78.284,,,,"LINESTRING (-41.3926716 -20.7867858, -41.3928373 -20.7862063, -41.3928122 -20.7861048)",,
301244248,False,Rua Nalziro Neves Bizareli,residential,False,177.097,,,,"LINESTRING (-41.3898609 -20.787051, -41.3903425 -20.7885787)",,
301244539,False,Rua Gumercindo de Oliveira Porto,residential,False,63.723,,,,"LINESTRING (-41.3938152 -20.7872855, -41.3939643 -20.787379, -41.3940067 -20.7873971, -41.394068 -20.7873938, -41.3943833 -20.7873185)",,
301244539,False,Rua Gumercindo de Oliveira Porto,residential,True,67.677,,,,"LINESTRING (-41.3938152 -20.7872855, -41.3937138 -20.787281, -41.393629 -20.7872735, -41.3935263 -20.7872512, -41.3934078 -20.7872169, -41.3932927 -20.7871667, -41.3931992 -20.7871165)",,
390348680,False,Rua Primo Constantino Filho,residential,False,203.469,,,,"LINESTRING (-41.3938152 -20.7872855, -41.3937667 -20.7871971, -41.3937512 -20.7865267, -41.3937515 -20.7863269, -41.3937479 -20.7862156, -41.3937274 -20.7861469, -41.393364 -20.7855608)",,
"[749846425, 301244484, 301244231, 834954231]",False,"['Rua Geraldo Pedro de Paula', 'Rua Carlos Fosse']",residential,False,259.20099999999996,,,yes,"LINESTRING (-41.3943833 -20.7873185, -41.3944949 -20.7870208, -41.3945483 -20.7868818, -41.3945666 -20.7868183, -41.3945784 -20.7867669, -41.3945851 -20.7867168, -41.3945851 -20.7866642, -41.3945804 -20.7866361, -41.3945689 -20.7866001, -41.3941346 -20.7857991, -41.3938986 -20.7853454, -41.3938246 -20.7851815)",1,yes
301244484,False,Rua Carlos Fosse,residential,True,72.522,,,,"LINESTRING (-41.3943833 -20.7873185, -41.394372 -20.7873806, -41.3943675 -20.7874105, -41.3943669 -20.7874433, -41.3943705 -20.7874776, -41.3943801 -20.7875432, -41.3943933 -20.7876017, -41.3944209 -20.7876953, -41.3944581 -20.7877988, -41.3944986 -20.7879051, -41.3945008 -20.7879517)",,
301244539,False,Rua Gumercindo de Oliveira Porto,residential,True,63.723,,,,"LINESTRING (-41.3943833 -20.7873185, -41.394068 -20.7873938, -41.3940067 -20.7873971, -41.3939643 -20.787379, -41.3938152 -20.7872855)",,
682966870,False,,residential,False,11.255,,,,"LINESTRING (-41.3889955 -20.7892685, -41.3889343 -20.789185)",,
390348656,True,Avenida Governador Carlos Lindenberg,tertiary,False,46.01499999999999,,,,"LINESTRING (-41.3889955 -20.7892685, -41.3886326 -20.7894234, -41.3885932 -20.7894411)",,
301244416,False,Rua Manoel Fortunato Ribeiro,residential,False,22.638,,,,"LINESTRING (-41.3921101 -20.7892241, -41.3918985 -20.789176)",,
301244416,False,Rua Manoel Fortunato Ribeiro,residential,True,50.127,,,,"LINESTRING (-41.3921101 -20.7892241, -41.3925811 -20.7893207)",,
"[813190214, 696451446]",False,"['Rua Maria Augusta Neta', 'Rua Ademar Moreira']",residential,True,96.14500000000001,,,,"LINESTRING (-41.3921101 -20.7892241, -41.3922665 -20.7897353, -41.3922822 -20.7897593, -41.3923022 -20.7897735, -41.3923298 -20.7897819, -41.392364 -20.7897853, -41.3926008 -20.7898027)",,
301244416,False,Rua Manoel Fortunato Ribeiro,residential,False,50.127,,,,"LINESTRING (-41.3925811 -20.7893207, -41.3921101 -20.7892241)",,
301244416,False,Rua Manoel Fortunato Ribeiro,residential,True,5.996,,,,"LINESTRING (-41.3925811 -20.7893207, -41.3926377 -20.7893311)",,
1117209504,False,Rua Orestes João Dan,residential,False,19.674,,,,"LINESTRING (-41.3925811 -20.7893207, -41.3925883 -20.7894975)",,
301244416,False,Rua Manoel Fortunato Ribeiro,residential,False,30.641,,,,"LINESTRING (-41.3929265 -20.7893862, -41.3926377 -20.7893311)",,
706733957,False,Avenida Doutor José Farah,tertiary,False,8.694,,40,,"LINESTRING (-41.3961252 -20.7894946, -41.3960575 -20.7894487)",2,
"[301244531, 748655756, 748655757]",False,"['Rua Pastor Carlos Leimann', 'Rua Pastor Carlos Leiman']",residential,True,192.075,,40,yes,"LINESTRING (-41.3961252 -20.7894946, -41.3962152 -20.7893963, -41.3962588 -20.7893456, -41.396685 -20.7889142, -41.3967947 -20.7888036, -41.3968652 -20.7886198, -41.3969292 -20.7884436, -41.3969628 -20.7883359, -41.3969734 -20.7882477, -41.3969209 -20.7880409)",2,yes
390348671,False,Rua José Ferreira,residential,False,47.893,,,,"LINESTRING (-41.393887 -20.7894894, -41.3940417 -20.7890837)",2,
390348671,False,Rua José Ferreira,residential,True,39.78,,,,"LINESTRING (-41.393887 -20.7894894, -41.3938181 -20.7898413)",2,
"[390348611, 301244463]",False,"['Rua Joaquim Ribeiro', 'Rua Pedro Ferreira Sobrinho']",residential,False,146.17000000000002,,,,"LINESTRING (-41.393887 -20.7894894, -41.3931604 -20.7892541, -41.3931683 -20.7898497)",,
301244238,False,Rua Jerônimo Moreira,residential,False,120.843,,30,yes,"LINESTRING (-41.387693 -20.7898295, -41.3880877 -20.7908517)",,
682966867,False,,residential,True,10.098,,,,"LINESTRING (-41.387693 -20.7898295, -41.3876548 -20.789746)",,
696449921,False,Rua Francisco Emílio Lannes,residential,True,5.486,,,,"LINESTRING (-41.3926008 -20.7898027, -41.3926533 -20.7898077)",2,
696453240,False,Rua Euclides Cremaschi,residential,False,22.53,,,,"LINESTRING (-41.3926008 -20.7898027, -41.3926129 -20.790005)",,
1117209504,False,Rua Orestes João Dan,residential,True,14.633,,,,"LINESTRING (-41.3926008 -20.7898027, -41.3925954 -20.7896712)",,
"[696451446, 813190214]",False,"['Rua Maria Augusta Neta', 'Rua Ademar Moreira']",residential,False,96.145,,,,"LINESTRING (-41.3926008 -20.7898027, -41.392364 -20.7897853, -41.3923298 -20.7897819, -41.3923022 -20.7897735, -41.3922822 -20.7897593, -41.3922665 -20.7897353, -41.3921101 -20.7892241)",,
390348671,False,Rua José Ferreira,residential,False,39.78,,,,"LINESTRING (-41.3938181 -20.7898413, -41.393887 -20.7894894)",2,
696449343,False,Rua Conceição Augusta de Souza,residential,False,67.556,,,,"LINESTRING (-41.3938181 -20.7898413, -41.3931683 -20.7898497)",,
390348671,False,Rua José Ferreira,residential,True,122.691,,,,"LINESTRING (-41.3938181 -20.7898413, -41.3938484 -20.7906015, -41.3938471 -20.7907696, -41.3938178 -20.790942)",2,
301244463,False,Rua Pedro Ferreira Sobrinho,residential,False,73.924,,,,"LINESTRING (-41.3931683 -20.7898497, -41.3932095 -20.7905134)",,
696449343,False,Rua Conceição Augusta de Souza,residential,True,67.556,,,,"LINESTRING (-41.3931683 -20.7898497, -41.3938181 -20.7898413)",,
696449921,False,Rua Francisco Emílio Lannes,residential,False,53.74,,,,"LINESTRING (-41.3931683 -20.7898497, -41.3926533 -20.7898077)",2,
"[390348611, 301244463]",False,"['Rua Joaquim Ribeiro', 'Rua Pedro Ferreira Sobrinho']",residential,True,146.17000000000002,,,,"LINESTRING (-41.3931683 -20.7898497, -41.3931604 -20.7892541, -41.393887 -20.7894894)",,
301244413,False,Rua Luíz Andrade,residential,True,51.258,,,,"LINESTRING (-41.3904526 -20.7919591, -41.3899726 -20.7920646)",,
390348669,False,Rua Eva Lanes Moreira,residential,True,32.056,,,,"LINESTRING (-41.3904526 -20.7919591, -41.3904828 -20.792246)",,
"[390348602, 390348669]",False,"['Rua Eva Lanes Moreira', 'Rua Antonio Hernesto Ferreira']",residential,False,135.891,,30,yes,"LINESTRING (-41.3904526 -20.7919591, -41.3903858 -20.7914292, -41.3903062 -20.7910023, -41.3900391 -20.7910549)",2,
301244413,False,Rua Luíz Andrade,residential,False,51.258,,,,"LINESTRING (-41.3899726 -20.7920646, -41.3904526 -20.7919591)",,
301244413,False,Rua Luíz Andrade,residential,True,54.805,,,,"LINESTRING (-41.3899726 -20.7920646, -41.3894651 -20.7921981)",,
390348616,False,Rua Bolívar Lougon Moulin,residential,True,87.899,,30,yes,"LINESTRING (-41.3899726 -20.7920646, -41.3898661 -20.7912804)",,
301244413,False,Rua Luíz Andrade,residential,False,54.805,,,,"LINESTRING (-41.3894651 -20.7921981, -41.3899726 -20.7920646)",,
301244413,False,Rua Luíz Andrade,residential,True,66.441,,,,"LINESTRING (-41.3894651 -20.7921981, -41.3888385 -20.7923159)",,
"[390348644, 301244356]",False,"['Rua Benedito da Silva', 'Rua Fábio de Souza Alves']",residential,True,142.121,,30,yes,"LINESTRING (-41.3894651 -20.7921981, -41.3893935 -20.7913744, -41.3898661 -20.7912804)",,
301244413,False,Rua Luíz Andrade,residential,False,66.441,,,,"LINESTRING (-41.3888385 -20.7923159, -41.3894651 -20.7921981)",,
301244309,False,Rua João Damaceno Catein,residential,True,178.289,,,,"LINESTRING (-41.3888385 -20.7923159, -41.3887618 -20.7922335, -41.3886824 -20.7921089, -41.3886176 -20.7919653, -41.3885887 -20.7918766, -41.3882679 -20.7908177)",,
301244528,False,Rua Sebastião Costermani Medeiros Júnior,residential,True,147.638,,30,yes,"LINESTRING (-41.3888385 -20.7923159, -41.3885756 -20.7923274, -41.3883848 -20.7922482, -41.3882055 -20.7921411, -41.3880779 -20.7920093, -41.3879744 -20.7918411, -41.3878349 -20.7915535)",,
319649101,False,Rua Ladeira da Igualdade,residential,False,13.896,,,,"LINESTRING (-41.3914969 -20.7870932, -41.3913828 -20.7871583)",,
"[834167195, 319649101]",False,Rua Ladeira da Igualdade,residential,"[False, True]",115.268,,,,"LINESTRING (-41.3914969 -20.7870932, -41.3916392 -20.7870157, -41.3918134 -20.7869519, -41.3919313 -20.7869369, -41.3920668 -20.7869406, -41.3923484 -20.7870008, -41.3925562 -20.7870471)",,
436409218,False,Rua Enivaldo Sessa,residential,False,216.28300000000002,,,,"LINESTRING (-41.3914969 -20.7870932, -41.3917134 -20.7871613, -41.3920547 -20.7872628, -41.3923001 -20.787348, -41.3923929 -20.7873733, -41.3925042 -20.787391, -41.3925958 -20.7874175, -41.3927433 -20.7874841, -41.3929687 -20.7876096, -41.3931301 -20.7876843, -41.3934346 -20.7877777)",,
301244539,False,Rua Gumercindo de Oliveira Porto,residential,True,66.034,,,,"LINESTRING (-41.3931992 -20.7871165, -41.3926716 -20.7867858)",,
301244539,False,Rua Gumercindo de Oliveira Porto,residential,False,67.67699999999999,,,,"LINESTRING (-41.3931992 -20.7871165, -41.3932927 -20.7871667, -41.3934078 -20.7872169, -41.3935263 -20.7872512, -41.393629 -20.7872735, -41.3937138 -20.787281, -41.3938152 -20.7872855)",,
390348597,False,Rua Professor Raymundo José da Silva,residential,True,125.622,,,,"LINESTRING (-41.3931992 -20.7871165, -41.3932864 -20.7865888, -41.3932915 -20.7864432, -41.3932859 -20.7863308, -41.393264 -20.7862677, -41.3931373 -20.7860237)",,
390348684,False,Rua Pastor Floriano Leonardo da Silva,residential,False,104.269,,30,yes,"LINESTRING (-41.3886056 -20.7879514, -41.3886759 -20.7880657, -41.3887355 -20.7881362, -41.3889171 -20.7883401, -41.3889361 -20.7883807, -41.3889037 -20.788402, -41.3885473 -20.7885613)",2,
301244484,False,Rua Carlos Fosse,residential,False,72.52200000000002,,,,"LINESTRING (-41.3945008 -20.7879517, -41.3944986 -20.7879051, -41.3944581 -20.7877988, -41.3944209 -20.7876953, -41.3943933 -20.7876017, -41.3943801 -20.7875432, -41.3943705 -20.7874776, -41.3943669 -20.7874433, -41.3943675 -20.7874105, -41.394372 -20.7873806, -41.3943833 -20.7873185)",,
301244484,False,Rua Carlos Fosse,residential,True,62.407,,,,"LINESTRING (-41.3945008 -20.7879517, -41.3944784 -20.7881481, -41.3944441 -20.78834, -41.3943981 -20.7885036)",,
390348696,False,Rua Deoclécio de Almeida Ramos,residential,True,91.815,,,,"LINESTRING (-41.3945008 -20.7879517, -41.3942644 -20.788037, -41.3939282 -20.7881563, -41.393876 -20.7881763, -41.3938309 -20.7882017, -41.3937987 -20.7882309, -41.3937759 -20.7882659, -41.3937531 -20.7883302)",,
301244367,True,Avenida Louviral Lougon Moulin,residential,False,45.522,,,,"LINESTRING (-41.388101 -20.7880237, -41.3878621 -20.7876806)",2,
390348632,False,Rua Dalva da Silva Cândido,residential,True,71.562,,,yes,"LINESTRING (-41.388101 -20.7880237, -41.3874347 -20.7881854)",,
885866575,False,,residential,False,6.9,,,,"LINESTRING (-41.388101 -20.7880237, -41.3881653 -20.7880083)",,
390348597,False,Rua Professor Raymundo José da Silva,residential,False,61.041,,,,"LINESTRING (-41.3923181 -20.7844309, -41.3924875 -20.7847805, -41.3925607 -20.7849308)",,
390348682,False,Rua Nestor Ramos,tertiary,True,10.006,,,yes,"LINESTRING (-41.390956 -20.7883285, -41.390986 -20.788414)",,
682966866,True,Avenida Governador Carlos Lindenberg,tertiary,False,44.455,,,,"LINESTRING (-41.390956 -20.7883285, -41.391352 -20.7881776)",,
"[390348682, 390348718]",False,Rua Nestor Ramos,tertiary,False,454.149,,,yes,"LINESTRING (-41.390956 -20.7883285, -41.3905944 -20.7872646, -41.3900385 -20.7855981, -41.3899018 -20.7851709, -41.3896678 -20.784426)",,
301244248,False,Rua Nalziro Neves Bizareli,residential,True,177.097,,,,"LINESTRING (-41.3903425 -20.7885787, -41.3898609 -20.787051)",,
682966871,False,,residential,False,9.783,,,,"LINESTRING (-41.3903425 -20.7885787, -41.3903752 -20.7886612)",,
749767470,True,Avenida Governador Carlos Lindenberg,tertiary,False,69.581,,,,"LINESTRING (-41.3903425 -20.7885787, -41.390956 -20.7883285)",,
484344048,False,Rua Prefeito Searom Moraes,residential,True,55.283,,,,"LINESTRING (-41.3935439 -20.7889088, -41.3940417 -20.7890837)",,
390348603,False,Rua Perpedigno Lougon Moulin,residential,False,59.446,,,,"LINESTRING (-41.3935439 -20.7889088, -41.3936494 -20.7886184, -41.3937259 -20.788402)",,
484344048,False,Rua Prefeito Searom Moraes,residential,False,216.0,,,,"LINESTRING (-41.3935439 -20.7889088, -41.3923809 -20.7884792, -41.392027 -20.7883357, -41.3917703 -20.7882475, -41.3917061 -20.7882253, -41.3916494 -20.7882025, -41.3916356 -20.7881695)",,
390348597,False,Rua Professor Raymundo José da Silva,residential,False,53.009,,,,"LINESTRING (-41.3929134 -20.7855954, -41.3931373 -20.7860237)",,
390348597,False,Rua Professor Raymundo José da Silva,residential,True,82.496,,,,"LINESTRING (-41.3929134 -20.7855954, -41.3925607 -20.7849308)",,
390348624,False,Rua Leopoldo Fosse Moraes,residential,False,64.907,,,,"LINESTRING (-41.3929134 -20.7855954, -41.3923471 -20.7858412)",,
390348624,False,Rua Leopoldo Fosse Moraes,residential,True,64.907,,,,"LINESTRING (-41.3923471 -20.7858412, -41.3929134 -20.7855954)",,
390348715,False,Rua Vitor de Oliveira Costermane,residential,False,115.456,,,,"LINESTRING (-41.3923471 -20.7858412, -41.3922919 -20.7851728, -41.3923045 -20.7851, -41.3923816 -20.7850357, -41.3925607 -20.7849308)",,
390348715,False,Rua Vitor de Oliveira Costermane,residential,True,62.785,,,,"LINESTRING (-41.3923471 -20.7858412, -41.3923607 -20.7859268, -41.3923828 -20.785977, -41.392445 -20.7860128, -41.3925723 -20.7860491, -41.3928122 -20.7861048)",,
390348607,False,Rua Suíço Gaspar,residential,True,46.976,,,,"LINESTRING (-41.3874347 -20.7881854, -41.3876703 -20.7885459)",,
390348632,False,Rua Dalva da Silva Cândido,residential,False,71.562,,,yes,"LINESTRING (-41.3874347 -20.7881854, -41.388101 -20.7880237)",,
326835579,True,Avenida Governador Carlos Lindenberg,tertiary,False,43.685,,,,"LINESTRING (-41.391373 -20.7882609, -41.390986 -20.788414)",,
682966872,False,,tertiary,True,9.516,,,,"LINESTRING (-41.391373 -20.7882609, -41.391352 -20.7881776)",,
301244255,True,Rua Ex-Combatente Oswaldo Martins,tertiary,False,232.04,,,,"LINESTRING (-41.391373 -20.7882609, -41.3916163 -20.7892059, -41.3919405 -20.7902787)",,
390348656,True,Avenida Governador Carlos Lindenberg,tertiary,False,17.96,,,,"LINESTRING (-41.3891512 -20.7891985, -41.3889955 -20.7892685)",,
436484586,False,Rua Saturnino Lougon Moulin,residential,False,111.324,,,,"LINESTRING (-41.3891512 -20.7891985, -41.389481 -20.790151)",,
682966869,False,,residential,True,10.852,,,,"LINESTRING (-41.3891512 -20.7891985, -41.389122 -20.7891048)",,
301244367,True,Avenida Louviral Lougon Moulin,residential,False,80.634,,,,"LINESTRING (-41.3889343 -20.789185, -41.388494 -20.788588)",2,
682966870,False,,residential,True,11.255,,,,"LINESTRING (-41.3889343 -20.789185, -41.3889955 -20.7892685)",,
749767470,True,Avenida Governador Carlos Lindenberg,tertiary,False,6.584,,,,"LINESTRING (-41.3889343 -20.789185, -41.3889912 -20.789159)",,
390348584,False,Rodovia Federal Engenheiro Fabiano Vivacqua,trunk,True,33.003,BR-482;ES-482,,,"LINESTRING (-41.392252 -20.790336, -41.3919405 -20.7902787)",,
390348593,False,Rodovia Federal Engenheiro Fabiano Vivacqua,trunk,False,177.19799999999998,BR-482;ES-482,,,"LINESTRING (-41.392252 -20.790336, -41.3923277 -20.7903546, -41.3926227 -20.7904269, -41.3930809 -20.7905809, -41.3933587 -20.7906929, -41.3935572 -20.7907827, -41.3938178 -20.790942)",,
390348596,False,Rua Bolivar de Almeida,residential,False,8.632,,30,yes,"LINESTRING (-41.3911328 -20.7903599, -41.3911023 -20.7902877)",,
390348596,False,Rua Bolivar de Almeida,residential,True,42.279,,30,yes,"LINESTRING (-41.3911328 -20.7903599, -41.3912686 -20.7907183)",,
