osmid,oneway,name,highway,reversed,length,ref,maxspeed,access,geometry,lanes,bridge
885866576,False,,residential,True,6.693,,,,"LINESTRING (-41.3879165 -20.7876484, -41.3878621 -20.7876806)",,
885866577,False,,residential,False,6.599,,,,"LINESTRING (-41.3876197 -20.7873219, -41.3876721 -20.7872884)",,
862121814,True,Avenida Lourival Lougon Moulin,residential,False,47.412,,,,"LINESTRING (-41.3876721 -20.7872884, -41.3879165 -20.7876484)",,
885866577,False,,residential,True,6.599,,,,"LINESTRING (-41.3876721 -20.7872884, -41.3876197 -20.7873219)",,
966273467,False,,living_street,False,4.936,,,,"LINESTRING (-41.3886801 -20.7896279, -41.3887254 -20.7896146)",,
506270278,False,,residential,False,33.146,,,,"LINESTRING (-41.3886801 -20.7896279, -41.3886809 -20.7897678, -41.3887488 -20.7899127)",,
506270278,False,,residential,True,22.755000000000003,,,,"LINESTRING (-41.3886801 -20.7896279, -41.3886618 -20.7895906, -41.3886356 -20.7895115, -41.3885932 -20.7894411)",,
966273467,False,,living_street,True,4.936,,,,"LINESTRING (-41.3887254 -20.7896146, -41.3886801 -20.7896279)",,
966488969,False,,residential,False,11.551,,,,"LINESTRING (-41.3941815 -20.788444, -41.3941503 -20.7885437)",,
694780996,True,Avenida Doutor José Farah,tertiary,False,23.472,,,,"LINESTRING (-41.3941815 -20.788444, -41.3942256 -20.7884567, -41.3943981 -20.7885036)",,
656860118,True,Avenida Doutor José Farah,tertiary,False,46.848,,,,"LINESTRING (-41.3941503 -20.7885437, -41.3937259 -20.788402)",,
966488969,False,,residential,True,11.551,,,,"LINESTRING (-41.3941503 -20.7885437, -41.3941815 -20.788444)",,
319649102,False,Rua Jarceu Notonozor Bragança,residential,False,27.238,,,,"LINESTRING (-41.3934346 -20.7877777, -41.3934376 -20.7876804, -41.3934356 -20.7875328)",,
319649102,False,Rua Jarceu Notonozor Bragança,residential,True,49.818999999999996,,,,"LINESTRING (-41.3934346 -20.7877777, -41.3934119 -20.7879968, -41.3933888 -20.7880916, -41.3933484 -20.7882167)",,
436409218,False,Rua Enivaldo Sessa,residential,True,216.283,,,,"LINESTRING (-41.3934346 -20.7877777, -41.3931301 -20.7876843, -41.3929687 -20.7876096, -41.3927433 -20.7874841, -41.3925958 -20.7874175, -41.3925042 -20.787391, -41.3923929 -20.7873733, -41.3923001 -20.787348, -41.3920547 -20.7872628, -41.3917134 -20.7871613, -41.3914969 -20.7870932)",,
319649102,False,Rua Jarceu Notonozor Bragança,residential,True,11.687,,,,"LINESTRING (-41.3934359 -20.7874277, -41.3934356 -20.7875328)",,
656860118,True,Avenida Doutor José Farah,tertiary,False,33.042,,,,"LINESTRING (-41.3946585 -20.7887219, -41.3943621 -20.7886146)",,
749560233,True,,residential,False,15.893,,40,yes,"LINESTRING (-41.3946585 -20.7887219, -41.3947117 -20.7885879)",1,
301244416,False,Rua Manoel Fortunato Ribeiro,residential,False,5.996,,,,"LINESTRING (-41.3926377 -20.7893311, -41.3925811 -20.7893207)",,
301244416,False,Rua Manoel Fortunato Ribeiro,residential,True,30.641,,,,"LINESTRING (-41.3926377 -20.7893311, -41.3929265 -20.7893862)",,
1117209506,False,Rua Orestes João Dan,residential,False,18.376,,,,"LINESTRING (-41.3926377 -20.7893311, -41.3926426 -20.7894963)",,
696449921,False,Rua Francisco Emílio Lannes,residential,False,5.486,,,,"LINESTRING (-41.3926533 -20.7898077, -41.3926008 -20.7898027)",2,
696449921,False,Rua Francisco Emílio Lannes,residential,True,53.74,,,,"LINESTRING (-41.3926533 -20.7898077, -41.3931683 -20.7898497)",2,
1117209505,False,Rua Euclides Cremaschi,residential,False,21.733,,,,"LINESTRING (-41.3926533 -20.7898077, -41.3926638 -20.7900029)",,
1117209506,False,Rua Orestes João Dan,residential,True,15.17,,,,"LINESTRING (-41.3926533 -20.7898077, -41.3926502 -20.7896713)",,
1117209505,False,Rua Euclides Cremaschi,residential,True,6.39,,,,"LINESTRING (-41.3926805 -20.7903159, -41.3926775 -20.7902585)",,
1117209505,False,Rua Euclides Cremaschi,residential,False,6.39,,,,"LINESTRING (-41.3926775 -20.7902585, -41.3926805 -20.7903159)",,
1117209505,False,Rua Euclides Cremaschi,residential,True,9.764,,,,"LINESTRING (-41.3926775 -20.7902585, -41.3926728 -20.7901708)",,
1117209507,False,,residential,False,5.122,,,,"LINESTRING (-41.3926775 -20.7902585, -41.3926283 -20.790261)",,
696453240,False,Rua Euclides Cremaschi,residential,False,5.335,,,,"LINESTRING (-41.3926283 -20.790261, -41.3926312 -20.7903089)",,
696453240,False,Rua Euclides Cremaschi,residential,True,9.667,,,,"LINESTRING (-41.3926283 -20.790261, -41.3926231 -20.7901742)",,
1117209507,False,,residential,True,5.122,,,,"LINESTRING (-41.3926283 -20.790261, -41.3926775 -20.7902585)",,
1117209505,False,Rua Euclides Cremaschi,residential,False,9.764,,,,"LINESTRING (-41.3926728 -20.7901708, -41.3926775 -20.7902585)",,
1117209505,False,Rua Euclides Cremaschi,residential,True,18.693,,,,"LINESTRING (-41.3926728 -20.7901708, -41.3926638 -20.7900029)",,
1117209508,False,,residential,False,5.18,,,,"LINESTRING (-41.3926728 -20.7901708, -41.3926231 -20.7901742)",,
696453240,False,Rua Euclides Cremaschi,residential,False,9.667,,,,"LINESTRING (-41.3926231 -20.7901742, -41.3926283 -20.790261)",,
696453240,False,Rua Euclides Cremaschi,residential,True,18.844,,,,"LINESTRING (-41.3926231 -20.7901742, -41.3926129 -20.790005)",,
1117209508,False,,residential,True,5.18,,,,"LINESTRING (-41.3926231 -20.7901742, -41.3926728 -20.7901708)",,
1117209505,False,Rua Euclides Cremaschi,residential,False,18.693,,,,"LINESTRING (-41.3926638 -20.7900029, -41.3926728 -20.7901708)",,
1117209505,False,Rua Euclides Cremaschi,residential,True,21.733,,,,"LINESTRING (-41.3926638 -20.7900029, -41.3926533 -20.7898077)",,
1117209509,False,,residential,False,5.296,,,,"LINESTRING (-41.3926638 -20.7900029, -41.3926129 -20.790005)",,
696453240,False,Rua Euclides Cremaschi,residential,False,18.844,,,,"LINESTRING (-41.3926129 -20.790005, -41.3926231 -20.7901742)",,
696453240,False,Rua Euclides Cremaschi,residential,True,22.53,,,,"LINESTRING (-41.3926129 -20.790005, -41.3926008 -20.7898027)",,
1117209509,False,,residential,True,5.296,,,,"LINESTRING (-41.3926129 -20.790005, -41.3926638 -20.7900029)",,
1117209506,False,Rua Orestes João Dan,residential,False,15.17,,,,"LINESTRING (-41.3926502 -20.7896713, -41.3926533 -20.7898077)",,
1117209506,False,Rua Orestes João Dan,residential,True,19.475,,,,"LINESTRING (-41.3926502 -20.7896713, -41.3926426 -20.7894963)",,
1117209510,False,,residential,False,5.697,,,,"LINESTRING (-41.3926502 -20.7896713, -41.3925954 -20.7896712)",,
1117209504,False,Rua Orestes João Dan,residential,False,14.633,,,,"LINESTRING (-41.3925954 -20.7896712, -41.3926008 -20.7898027)",,
1117209504,False,Rua Orestes João Dan,residential,True,19.329,,,,"LINESTRING (-41.3925954 -20.7896712, -41.3925883 -20.7894975)",,
1117209510,False,,residential,True,5.697,,,,"LINESTRING (-41.3925954 -20.7896712, -41.3926502 -20.7896713)",,
1117209506,False,Rua Orestes João Dan,residential,False,19.475,,,,"LINESTRING (-41.3926426 -20.7894963, -41.3926502 -20.7896713)",,
1117209506,False,Rua Orestes João Dan,residential,True,18.376,,,,"LINESTRING (-41.3926426 -20.7894963, -41.3926377 -20.7893311)",,
1117209511,False,,residential,False,5.646,,,,"LINESTRING (-41.3926426 -20.7894963, -41.3925883 -20.7894975)",,
1117209504,False,Rua Orestes João Dan,residential,False,19.329,,,,"LINESTRING (-41.3925883 -20.7894975, -41.3925954 -20.7896712)",,
1117209504,False,Rua Orestes João Dan,residential,True,19.674,,,,"LINESTRING (-41.3925883 -20.7894975, -41.3925811 -20.7893207)",,
1117209511,False,,residential,True,5.646,,,,"LINESTRING (-41.3925883 -20.7894975, -41.3926426 -20.7894963)",,
