osmid,oneway,highway,reversed,length,geometry,name,bridge,lanes,maxspeed
"[506763418, 835678589]",False,residential,"[False, True]",186.82299999999998,"LINESTRING (-45.2468649 -18.2064931, -45.2459274 -18.2070765, -45.2458955 -18.2071094, -45.2458821 -18.2071489, -45.2458888 -18.207191, -45.2459157 -18.2072368, -45.2461664 -18.2075999)","['Rua Raimundo Marciano da Silva', 'Rua João Carlos Cunha de Amorim']",,,
506763420,False,residential,False,129.027,"LINESTRING (-45.2481888 -18.2063043, -45.247166 -18.2069387)",Rua João Carlos Cunha de Amorim,,,
756133162,False,residential,False,60.012,"LINESTRING (-45.2481888 -18.2063043, -45.2478681 -18.2058588)",Rua B,,,
756133162,False,residential,True,148.009,"LINESTRING (-45.2481888 -18.2063043, -45.2489251 -18.2074368)",Rua B,,,
506763420,False,residential,True,211.921,"LINESTRING (-45.2481888 -18.2063043, -45.2489144 -18.2058788, -45.2490069 -18.2058189, -45.2490713 -18.2057679, -45.2491075 -18.2056979, -45.2491102 -18.2056214, -45.2490874 -18.2055424, -45.2490284 -18.2054571, -45.2489519 -18.2053768, -45.2486113 -18.2050456)",Rua João Carlos Cunha de Amorim,,,
506763420,False,residential,False,9.197,"LINESTRING (-45.2461289 -18.2076891, -45.2461202 -18.2077714)",Rua João Carlos Cunha de Amorim,,,
506763420,False,residential,True,10.68,"LINESTRING (-45.2461289 -18.2076891, -45.2461664 -18.2075999)",Rua João Carlos Cunha de Amorim,,,
831725939,True,secondary,False,84.737,"LINESTRING (-45.2461289 -18.2076891, -45.2469282 -18.2076241)",Avenida Geraldo Rodrigues dos Santos,,,
506763420,False,residential,True,129.027,"LINESTRING (-45.247166 -18.2069387, -45.2481888 -18.2063043)",Rua João Carlos Cunha de Amorim,,,
506763421,False,residential,True,58.878,"LINESTRING (-45.247166 -18.2069387, -45.2468649 -18.2064931)",,,,
506763420,False,residential,False,129.131,"LINESTRING (-45.247166 -18.2069387, -45.2463783 -18.2074292, -45.2462871 -18.2074814, -45.2462161 -18.2075413, -45.2461664 -18.2075999)",Rua João Carlos Cunha de Amorim,,,
831725936,True,tertiary,False,35.444,"LINESTRING (-45.2456003 -18.2079164, -45.2455495 -18.2079662, -45.2454563 -18.20804, -45.245335 -18.2081087)",Rua Dois,,,
832472056,True,secondary,False,12.316,"LINESTRING (-45.2456003 -18.2079164, -45.245572 -18.2079231, -45.245543 -18.2079211, -45.2455159 -18.2079107, -45.2454936 -18.2078929)",,,,
832472056,True,secondary,False,3.078,"LINESTRING (-45.2454936 -18.2078929, -45.2454782 -18.2078694)",,,,
832472056,True,secondary,False,12.320999999999998,"LINESTRING (-45.2454782 -18.2078694, -45.2454712 -18.2078425, -45.2454733 -18.2078149, -45.2454842 -18.2077892, -45.245503 -18.207768)",,,,
831725938,True,secondary,False,6.157,"LINESTRING (-45.2456438 -18.2078806, -45.2456251 -18.2079018, -45.2456003 -18.2079164)",,,,
831725938,True,secondary,False,15.401,"LINESTRING (-45.2456121 -18.2077591, -45.2456344 -18.2077769, -45.2456498 -18.2078004, -45.2456569 -18.2078273, -45.2456548 -18.2078549, -45.2456438 -18.2078806)",,,,
831725939,True,secondary,False,55.499,"LINESTRING (-45.2456121 -18.2077591, -45.2456823 -18.2077311, -45.2457681 -18.2077158, -45.2458754 -18.2077044, -45.2459908 -18.2076967, -45.2461289 -18.2076891)",Avenida Geraldo Rodrigues dos Santos,,,
756133162,False,residential,False,148.009,"LINESTRING (-45.2489251 -18.2074368, -45.2481888 -18.2063043)",Rua B,,,
756133162,False,residential,True,10.027,"LINESTRING (-45.2489251 -18.2074368, -45.248929 -18.2075269)",Rua B,,,
831725939,True,secondary,False,65.273,"LINESTRING (-45.2489251 -18.2074368, -45.2493274 -18.2073999, -45.2495374 -18.2074379)",Avenida Geraldo Rodrigues dos Santos,,,
756133162,False,residential,False,10.027,"LINESTRING (-45.248929 -18.2075269, -45.2489251 -18.2074368)",Rua B,,,
832472054,True,secondary,False,75.913,"LINESTRING (-45.248929 -18.2075269, -45.248213 -18.2075859)",Avenida Geraldo Rodrigues dos Santos,,,
832472053,False,secondary_link,True,8.958,"LINESTRING (-45.248213 -18.2075859, -45.2482062 -18.2075056)",,,,
832472054,True,secondary,False,50.397,"LINESTRING (-45.248213 -18.2075859, -45.2477382 -18.2076305)",Avenida Geraldo Rodrigues dos Santos,,,
832472052,False,secondary_link,True,8.511,"LINESTRING (-45.2477382 -18.2076305, -45.2477355 -18.207554)",,,,
832472054,True,secondary,False,84.833,"LINESTRING (-45.2477382 -18.2076305, -45.247529 -18.2076496, -45.2472688 -18.20767, -45.2469389 -18.2077044)",Avenida Geraldo Rodrigues dos Santos,,,
832472051,False,secondary_link,True,9.0,"LINESTRING (-45.2469389 -18.2077044, -45.2469282 -18.2076241)",,,,
832472054,True,secondary,False,86.798,"LINESTRING (-45.2469389 -18.2077044, -45.2461202 -18.2077714)",Avenida Geraldo Rodrigues dos Santos,,,
832472051,False,secondary_link,False,9.0,"LINESTRING (-45.2469282 -18.2076241, -45.2469389 -18.2077044)",,,,
831725939,True,secondary,False,85.656,"LINESTRING (-45.2469282 -18.2076241, -45.2472635 -18.2075859, -45.2475116 -18.2075668, -45.2477355 -18.207554)",Avenida Geraldo Rodrigues dos Santos,,,
831725939,True,secondary,False,50.009,"LINESTRING (-45.2477355 -18.207554, -45.2482062 -18.2075056)",Avenida Geraldo Rodrigues dos Santos,,,
832472052,False,secondary_link,False,8.511,"LINESTRING (-45.2477355 -18.207554, -45.2477382 -18.2076305)",,,,
831725939,True,secondary,False,76.32,"LINESTRING (-45.2482062 -18.2075056, -45.2489251 -18.2074368)",Avenida Geraldo Rodrigues dos Santos,,,
832472053,False,secondary_link,False,8.958,"LINESTRING (-45.2482062 -18.2075056, -45.248213 -18.2075859)",,,,
506763420,False,residential,True,9.197,"LINESTRING (-45.2461202 -18.2077714, -45.2461289 -18.2076891)",Rua João Carlos Cunha de Amorim,,,
832472054,True,secondary,False,51.968999999999994,"LINESTRING (-45.2461202 -18.2077714, -45.2460068 -18.2077808, -45.2459009 -18.2078037, -45.245795 -18.2078368, -45.2456438 -18.2078806)",Avenida Geraldo Rodrigues dos Santos,,,
506763420,False,residential,False,10.68,"LINESTRING (-45.2461664 -18.2075999, -45.2461289 -18.2076891)",Rua João Carlos Cunha de Amorim,,,
506763420,False,residential,True,129.131,"LINESTRING (-45.2461664 -18.2075999, -45.2462161 -18.2075413, -45.2462871 -18.2074814, -45.2463783 -18.2074292, -45.247166 -18.2069387)",Rua João Carlos Cunha de Amorim,,,
"[506763418, 835678589]",False,residential,"[False, True]",186.82299999999998,"LINESTRING (-45.2461664 -18.2075999, -45.2459157 -18.2072368, -45.2458888 -18.207191, -45.2458821 -18.2071489, -45.2458955 -18.2071094, -45.2459274 -18.2070765, -45.2468649 -18.2064931)","['Rua Raimundo Marciano da Silva', 'Rua João Carlos Cunha de Amorim']",,,
