osmid,lanes,name,highway,maxspeed,junction,oneway,reversed,length,geometry,bridge,width,ref
474018369,,Hinterm Wall,residential,,,False,False,32.218999999999994,"LINESTRING (8.0469788 52.84892, 8.0469327 52.8490209, 8.0468672 52.8492017)",,,
"[30499892, 1247806719]",3,Osterstraße,tertiary,50,,False,True,265.781,"LINESTRING (8.0469788 52.84892, 8.0467212 52.8488797, 8.0464873 52.848851, 8.0459343 52.8487833, 8.0458258 52.84877, 8.0454558 52.8487232, 8.0454009 52.8487157, 8.0451066 52.8486726, 8.0449531 52.8486418, 8.044872 52.8486234, 8.044758 52.8485958, 8.0441435 52.848424, 8.0434731 52.8482258, 8.0432455 52.8481692)",,,
163425079,2,Hagenstraße,tertiary,50,,False,False,37.916,"LINESTRING (8.048077 52.8455492, 8.0478757 52.8454146, 8.0478248 52.8453909, 8.0477929 52.845376, 8.0477142 52.8453394, 8.0476662 52.8453173)",,,
163425079,2,Hagenstraße,tertiary,50,,False,True,58.625,"LINESTRING (8.048077 52.8455492, 8.0481319 52.8456615, 8.0481423 52.8457723, 8.0480507 52.8460663)",,,
466157414,,Auf dem Hook,tertiary,50,,False,True,42.477000000000004,"LINESTRING (8.0419641 52.8489346, 8.0418459 52.8490242, 8.0415253 52.8492087)",,,
474018370,,Hinterm Wall,residential,,,False,True,19.126,"LINESTRING (8.0419641 52.8489346, 8.0420363 52.8489473, 8.0422375 52.8489828)",,,
1202042872,,Antoniusplatz,tertiary,50,,False,False,41.491,"LINESTRING (8.0419641 52.8489346, 8.0420274 52.8488129, 8.0420636 52.8485683)",,,
"[25455941, 77020270, 702478928, 59698523, 59698524]",,Mühlenstraße,living_street,,,True,False,213.06300000000002,"LINESTRING (8.0425728 52.8482122, 8.0425637 52.8481739, 8.0425103 52.8479494, 8.0424932 52.8478509, 8.0424928 52.8478484, 8.0424833 52.8477937, 8.04247 52.8477175, 8.0424636 52.8476804, 8.0424639 52.847404, 8.0424868 52.8473253, 8.0425798 52.847005, 8.0425828 52.8469946, 8.0425941 52.8469593, 8.0425984 52.8469487, 8.0427296 52.8466237, 8.0426808 52.8466178, 8.0422427 52.846537)",yes,,
"[660770026, 1113707339]",,"['Osterstraße', 'Antoniusplatz']",tertiary,50,,False,True,56.652,"LINESTRING (8.0425728 52.8482122, 8.042458 52.8482333, 8.0423608 52.8482553, 8.0422559 52.8482983, 8.0421976 52.8483387, 8.0421366 52.8484164, 8.0420636 52.8485683)",,,
1158053377,,Osterstraße,tertiary,50,,False,False,46.12,"LINESTRING (8.0425728 52.8482122, 8.0426449 52.8482028, 8.0429347 52.8481606, 8.0431186 52.8481512, 8.0432455 52.8481692)",,,
27411937,,Ritterstraße,residential,30,,False,False,80.162,"LINESTRING (8.036869 52.8476429, 8.0370246 52.8476254, 8.0380592 52.8476007)",,,
"[1246168650, 30499919]",,Soestenstraße,tertiary,50,,False,False,189.926,"LINESTRING (8.036869 52.8476429, 8.0368993 52.8477955, 8.0369663 52.8484208, 8.0370046 52.8486437, 8.0370234 52.8487529, 8.0370623 52.8489788, 8.0370864 52.8490788, 8.0371499 52.8493417)",,5,K 172
1193819181,3,Soestenstraße,tertiary,50,,False,True,79.817,"LINESTRING (8.036869 52.8476429, 8.036829 52.8475124, 8.0366854 52.8471681, 8.0365945 52.8469447)",,5,K 153
"[27853081, 28402364]",,Wilke-Steding-Straße,residential,30,,False,False,52.024,"LINESTRING (8.0396176 52.8489948, 8.0402898 52.8490858, 8.0403733 52.8490978)",,,
"[27411937, 919072525]",,Ritterstraße,residential,30,,False,True,78.521,"LINESTRING (8.0396176 52.8489948, 8.0395647 52.8488317, 8.0394769 52.8486652, 8.0393731 52.8484683, 8.0392934 52.8483172)",,,
340534729,,Auf dem Hook,residential,30,,False,True,79.191,"LINESTRING (8.0415253 52.8492087, 8.0414258 52.849168, 8.0411748 52.8491556, 8.0407634 52.8491289, 8.0403733 52.8490978)",,,
466157414,,Auf dem Hook,tertiary,50,,False,False,42.477000000000004,"LINESTRING (8.0415253 52.8492087, 8.0418459 52.8490242, 8.0419641 52.8489346)",,,
685575935,,Auf dem Hook,tertiary,50,,False,True,106.421,"LINESTRING (8.0415253 52.8492087, 8.041314 52.8493306, 8.0403792 52.8498697)",,,
705845044,,Löninger Straße,tertiary,50,,False,False,132.31,"LINESTRING (8.0370392 52.8418946, 8.037096 52.8424853, 8.037128 52.8426658, 8.0371624 52.8428384, 8.0371632 52.8429242, 8.0371598 52.8429752, 8.0371401 52.8430805)",,,K 153
56128307,2,Osterstraße,tertiary,50,,False,False,106.561,"LINESTRING (8.0485589 52.8495433, 8.0493359 52.8498733, 8.0498569 52.8500946)",,4,
"[1247806718, 30499895]","['2', '3']",Osterstraße,tertiary,50,,False,True,127.14699999999999,"LINESTRING (8.0485589 52.8495433, 8.0477641 52.849201, 8.0476674 52.8491576, 8.0475326 52.849097, 8.0473678 52.8490348, 8.047128 52.8489528, 8.0469788 52.84892)",,4,
"[1193819176, 59698517, 59698522, 1181828253, 163718334]","['2', '3']",Soestenstraße,tertiary,50,,False,False,189.57199999999997,"LINESTRING (8.0366976 52.8444631, 8.0365851 52.8447535, 8.0365713 52.8450603, 8.0365661 52.8451756, 8.0365366 52.8456912, 8.0365339 52.8457058, 8.0365288 52.8457829, 8.0365148 52.8461594)",yes,5,K 153
"[574588650, 705845045]",2,"['Soestenstraße', 'Lange Straße']",tertiary,50,,False,True,156.96699999999998,"LINESTRING (8.0366976 52.8444631, 8.0367847 52.8442544, 8.036823 52.8441706, 8.0368428 52.8441274, 8.0370532 52.8435922, 8.0370834 52.8434623, 8.0371199 52.8431907, 8.0371281 52.8431331, 8.0371401 52.8430805)",,5,K 153
"[163721768, 703460165, 705844109]",,Eschstraße,residential,30,,False,True,143.913,"LINESTRING (8.0371401 52.8430805, 8.0372293 52.8430725, 8.0373281 52.8430706, 8.0374278 52.843074, 8.0376997 52.8431047, 8.0378477 52.8431222, 8.0380453 52.8431588, 8.0383732 52.8432155, 8.0386314 52.8432637, 8.0387432 52.8432834, 8.0388433 52.8433025, 8.0392124 52.8433728)",,,
705845044,,Löninger Straße,tertiary,50,,False,True,132.31,"LINESTRING (8.0371401 52.8430805, 8.0371598 52.8429752, 8.0371632 52.8429242, 8.0371624 52.8428384, 8.037128 52.8426658, 8.037096 52.8424853, 8.0370392 52.8418946)",,,K 153
"[574588650, 705845045]",2,"['Soestenstraße', 'Lange Straße']",tertiary,50,,False,False,156.96699999999998,"LINESTRING (8.0371401 52.8430805, 8.0371281 52.8431331, 8.0371199 52.8431907, 8.0370834 52.8434623, 8.0370532 52.8435922, 8.0368428 52.8441274, 8.036823 52.8441706, 8.0367847 52.8442544, 8.0366976 52.8444631)",,5,K 153
24749400,,Eschstraße,residential,30,,False,False,43.06,"LINESTRING (8.0438567 52.8439652, 8.0438013 52.8439772, 8.0437106 52.8439752, 8.0432202 52.8439551)",,,
27854424,1,Sevelter Straße,residential,30,,False,True,105.895,"LINESTRING (8.0438567 52.8439652, 8.043887 52.8439387, 8.0438996 52.8438994, 8.0438908 52.8437429, 8.0438782 52.8431138, 8.0438842 52.8430195)",,,
30499898,,Sevelter Straße,residential,20,,False,False,66.353,"LINESTRING (8.0438567 52.8439652, 8.0438969 52.8440273, 8.0439675 52.844381, 8.0440052 52.8445533)",,,
"[24749400, 1082025711]",,Eschstraße,residential,30,,False,False,119.447,"LINESTRING (8.0409054 52.8437017, 8.0407508 52.843671, 8.0403174 52.8435848, 8.0398256 52.8434871, 8.0393076 52.8433895, 8.0392124 52.8433728)",,,
24749400,,Eschstraße,residential,30,,False,True,158.30700000000002,"LINESTRING (8.0409054 52.8437017, 8.0410679 52.8437306, 8.0413356 52.8437782, 8.0420069 52.8438593, 8.0420841 52.8438647, 8.0426705 52.8439212, 8.0429272 52.843937, 8.0432202 52.8439551)",,,
"[442489590, 27854422]",,Bürgermeister-Winkler-Straße,residential,50,,False,True,124.49499999999999,"LINESTRING (8.0409054 52.8437017, 8.040907 52.8437862, 8.040765 52.8442048, 8.0410753 52.844258, 8.041503 52.8443249, 8.0417372 52.8443616)",,,
29545775,,Pater-Delp-Straße,residential,30,,False,False,112.24699999999999,"LINESTRING (8.0409054 52.8437017, 8.0408943 52.8436178, 8.0409643 52.843455, 8.0411412 52.8430893, 8.0413159 52.8427283)",,,
27854424,1,Sevelter Straße,residential,30,,False,False,150.442,"LINESTRING (8.0448579 52.8418471, 8.044769 52.8418809, 8.0446992 52.8419132, 8.0446302 52.8419498, 8.0444994 52.8420464, 8.044352 52.8421772, 8.0442558 52.8422674, 8.0441837 52.8423483, 8.0441085 52.8424493, 8.044038 52.8425651, 8.0440101 52.8426251, 8.0439792 52.8426938, 8.0438929 52.8429528, 8.0438842 52.8430195)",,,
30499904,2,Geschwister-Scholl-Straße,residential,50,,False,False,22.689999999999998,"LINESTRING (8.0448579 52.8418471, 8.0449478 52.8418265, 8.0450254 52.8418124, 8.045182 52.8417908)",,,
30499906,2,Pingel-Anton,tertiary,50,,False,False,114.31499999999998,"LINESTRING (8.0460189 52.8426749, 8.0459028 52.8425191, 8.0457795 52.8423953, 8.0455635 52.8421993, 8.0454037 52.8420749, 8.0452774 52.8419682, 8.0452426 52.8419302, 8.0452213 52.841904, 8.0451919 52.8418419, 8.045182 52.8417908)",,,
"[25379744, 30499908]",2,Pingel-Anton,tertiary,50,,False,True,234.861,"LINESTRING (8.0460189 52.8426749, 8.0462712 52.8430159, 8.0465152 52.8434199, 8.0466582 52.8436732, 8.046889 52.8441907, 8.046901 52.8442182, 8.0471025 52.844679)",,,
"[895782027, 442265606]",,Am Alten Wasserwerk,residential,50,,False,True,118.14599999999999,"LINESTRING (8.0460189 52.8426749, 8.0461344 52.8426505, 8.0464186 52.8425906, 8.0468136 52.8425141, 8.0468661 52.8425104, 8.0472466 52.8424833, 8.0477315 52.8424874)",,,
163425079,2,Hagenstraße,tertiary,50,,False,True,55.416,"LINESTRING (8.0480507 52.8460663, 8.0478567 52.8465507)",,,
163425079,2,Hagenstraße,tertiary,50,,False,False,58.625,"LINESTRING (8.0480507 52.8460663, 8.0481423 52.8457723, 8.0481319 52.8456615, 8.048077 52.8455492)",,,
"[471562864, 28402358]",,Museumstraße,residential,"['50', '30']",,False,False,234.529,"LINESTRING (8.0480507 52.8460663, 8.048174 52.8460824, 8.0482257 52.8460891, 8.048344 52.8461237, 8.0493896 52.84643, 8.0494556 52.8464493, 8.0498055 52.8465533, 8.0499363 52.8465902, 8.0503728 52.8467182, 8.0509339 52.8468827, 8.0512042 52.8469655)",,,
"[471562864, 28402358]",,Museumstraße,residential,"['50', '30']",,False,True,234.529,"LINESTRING (8.0512042 52.8469655, 8.0509339 52.8468827, 8.0503728 52.8467182, 8.0499363 52.8465902, 8.0498055 52.8465533, 8.0494556 52.8464493, 8.0493896 52.84643, 8.048344 52.8461237, 8.0482257 52.8460891, 8.048174 52.8460824, 8.0480507 52.8460663)",,,
29545776,,Bürgermeister-Winkler-Straße,residential,50,,True,False,11.695,"LINESTRING (8.0419061 52.8443872, 8.0417372 52.8443616)",,,
33650591,,Bürgermeister-Winkler-Straße,residential,50,,False,True,141.99,"LINESTRING (8.0419061 52.8443872, 8.0420067 52.8443983, 8.0421138 52.8444081, 8.042391 52.8444335, 8.0428897 52.8444718, 8.0430145 52.8444814, 8.0431592 52.8444606, 8.0431825 52.844443, 8.0432202 52.8439551)",,,
"[1044777513, 1044777509, 162876606, 1056925311]",2,"['Am Krankenhaus', 'Bürgermeister-Heukamp-Straße']",residential,,,False,False,210.33800000000005,"LINESTRING (8.0416056 52.8467324, 8.0415671 52.8468144, 8.0415363 52.8469271, 8.0415281 52.8469581, 8.0414989 52.8470635, 8.0414388 52.8472803, 8.0414228 52.8477017, 8.041434 52.8478573, 8.0414559 52.84808, 8.0414214 52.8481286, 8.041372 52.8481532, 8.0411719 52.8481795, 8.0411017 52.8482082, 8.0410817 52.8482738, 8.0410437 52.8484281, 8.0410253 52.8484713)",yes,10,
33648571,,Friedrich-Pieper-Straße,residential,,,False,True,197.07399999999998,"LINESTRING (8.0492386 52.8443265, 8.0492119 52.8442839, 8.0491719 52.8442201, 8.049215 52.8441099, 8.0495733 52.8436144, 8.0497987 52.8433027, 8.0498632 52.8431851, 8.0499212 52.8430795, 8.0500464 52.8427487, 8.0500746 52.8426603)",,,
1158051482,,Emsteker Straße,tertiary,50,,False,True,140.89000000000001,"LINESTRING (8.0492386 52.8443265, 8.0489177 52.8444597, 8.0486302 52.8446072, 8.0479017 52.8450022, 8.0477734 52.8450721, 8.0477426 52.8450888, 8.0476375 52.8451429)",,,
33650590,,Fortmannsweg,unclassified,,,False,False,59.723,"LINESTRING (8.0392124 52.8433728, 8.038981 52.8438914)",,,
"[163721768, 703460165, 705844109]",,Eschstraße,residential,30,,False,False,143.913,"LINESTRING (8.0392124 52.8433728, 8.0388433 52.8433025, 8.0387432 52.8432834, 8.0386314 52.8432637, 8.0383732 52.8432155, 8.0380453 52.8431588, 8.0378477 52.8431222, 8.0376997 52.8431047, 8.0374278 52.843074, 8.0373281 52.8430706, 8.0372293 52.8430725, 8.0371401 52.8430805)",,,
"[24749400, 1082025711]",,Eschstraße,residential,30,,False,True,119.447,"LINESTRING (8.0392124 52.8433728, 8.0393076 52.8433895, 8.0398256 52.8434871, 8.0403174 52.8435848, 8.0407508 52.843671, 8.0409054 52.8437017)",,,
33650590,,Fortmannsweg,unclassified,,,False,True,59.723,"LINESTRING (8.038981 52.8438914, 8.0392124 52.8433728)",,,
"[30499898, 25456107]",,"['Bahnhofstraße', 'Sevelter Straße']",residential,20,,False,"[False, True]",104.47299999999998,"LINESTRING (8.0439962 52.8449217, 8.0439396 52.8450778, 8.0438561 52.8452203, 8.0436644 52.8454107, 8.0436464 52.8454285, 8.043638 52.8454966, 8.0436722 52.8455269, 8.0437234 52.8455442, 8.0438711 52.8455585, 8.0441258 52.8455485)",,,
30499898,,Sevelter Straße,residential,20,,False,True,40.971000000000004,"LINESTRING (8.0439962 52.8449217, 8.0440043 52.8447258, 8.0440052 52.8445533)",,,
"[389379462, 319866991]",,Rathausweg,"['living_street', 'residential']",30,,True,False,463.74100000000004,"LINESTRING (8.0439962 52.8449217, 8.0438553 52.8449199, 8.0432913 52.8449077, 8.0431985 52.8449242, 8.0430205 52.8449509, 8.0427812 52.8449365, 8.0426571 52.8448906, 8.042282 52.84489, 8.0420358 52.8448799, 8.0418981 52.8448637, 8.0417894 52.8448495, 8.041781 52.8448484, 8.0414132 52.8448058, 8.0413139 52.8447837, 8.0412677 52.8447457, 8.04125 52.8446204, 8.0412316 52.844572, 8.041174 52.8445223, 8.0408577 52.8444526, 8.0407361 52.8444239, 8.0406792 52.8443799, 8.0405622 52.8443649, 8.0403404 52.8443015, 8.0401416 52.8442465, 8.0399112 52.8441994, 8.039018 52.8440374, 8.0389617 52.8440099, 8.0389254 52.8439977, 8.0379898 52.8438461, 8.0379396 52.8438217, 8.03793 52.8437918, 8.0379514 52.8437513, 8.0379888 52.8437286, 8.0380504 52.843723)",,,
24749400,,Eschstraße,residential,30,,False,False,158.307,"LINESTRING (8.0432202 52.8439551, 8.0429272 52.843937, 8.0426705 52.8439212, 8.0420841 52.8438647, 8.0420069 52.8438593, 8.0413356 52.8437782, 8.0410679 52.8437306, 8.0409054 52.8437017)",,,
24749400,,Eschstraße,residential,30,,False,True,43.06,"LINESTRING (8.0432202 52.8439551, 8.0437106 52.8439752, 8.0438013 52.8439772, 8.0438567 52.8439652)",,,
33650591,,Bürgermeister-Winkler-Straße,residential,50,,False,False,141.98999999999998,"LINESTRING (8.0432202 52.8439551, 8.0431825 52.844443, 8.0431592 52.8444606, 8.0430145 52.8444814, 8.0428897 52.8444718, 8.042391 52.8444335, 8.0421138 52.8444081, 8.0420067 52.8443983, 8.0419061 52.8443872)",,,
33650597,,Dietrich-Bonhoeffer-Straße,residential,,,False,False,175.505,"LINESTRING (8.0413159 52.8427283, 8.0438842 52.8430195)",,,
29545775,,Pater-Delp-Straße,residential,30,,False,True,112.247,"LINESTRING (8.0413159 52.8427283, 8.0411412 52.8430893, 8.0409643 52.843455, 8.0408943 52.8436178, 8.0409054 52.8437017)",,,
33650597,,Dietrich-Bonhoeffer-Straße,residential,,,False,True,175.505,"LINESTRING (8.0438842 52.8430195, 8.0413159 52.8427283)",,,
27854424,1,Sevelter Straße,residential,30,,False,False,105.895,"LINESTRING (8.0438842 52.8430195, 8.0438782 52.8431138, 8.0438908 52.8437429, 8.0438996 52.8438994, 8.043887 52.8439387, 8.0438567 52.8439652)",,,
27854424,1,Sevelter Straße,residential,30,,False,True,150.442,"LINESTRING (8.0438842 52.8430195, 8.0438929 52.8429528, 8.0439792 52.8426938, 8.0440101 52.8426251, 8.044038 52.8425651, 8.0441085 52.8424493, 8.0441837 52.8423483, 8.0442558 52.8422674, 8.044352 52.8421772, 8.0444994 52.8420464, 8.0446302 52.8419498, 8.0446992 52.8419132, 8.044769 52.8418809, 8.0448579 52.8418471)",,,
30499898,,Sevelter Straße,residential,20,,False,False,40.971000000000004,"LINESTRING (8.0440052 52.8445533, 8.0440043 52.8447258, 8.0439962 52.8449217)",,,
30499898,,Sevelter Straße,residential,20,,False,True,66.353,"LINESTRING (8.0440052 52.8445533, 8.0439675 52.844381, 8.0438969 52.8440273, 8.0438567 52.8439652)",,,
33650598,,Poststraße,living_street,,,False,False,210.52200000000002,"LINESTRING (8.0440052 52.8445533, 8.0441024 52.8445494, 8.0444996 52.8445362, 8.0446528 52.844536, 8.0448118 52.8445415, 8.0448565 52.844543, 8.044975 52.844562, 8.0450589 52.8445939, 8.0451275 52.8446141, 8.0453875 52.844627, 8.0456508 52.844638, 8.0458423 52.8446512, 8.046108 52.8446694, 8.0463759 52.8446878, 8.0466122 52.8446957, 8.0467962 52.8447018, 8.0471025 52.844679)",,,
"[25379744, 30499908]",2,Pingel-Anton,tertiary,50,,False,False,234.861,"LINESTRING (8.0471025 52.844679, 8.046901 52.8442182, 8.046889 52.8441907, 8.0466582 52.8436732, 8.0465152 52.8434199, 8.0462712 52.8430159, 8.0460189 52.8426749)",,,
25379744,2,Pingel-Anton,tertiary,50,,False,True,53.512,"LINESTRING (8.0471025 52.844679, 8.0472216 52.8449127, 8.0473001 52.845017, 8.0473159 52.845038, 8.0473447 52.8450764, 8.0474055 52.8451199)",,,
33650598,,Poststraße,living_street,,,False,True,210.52200000000002,"LINESTRING (8.0471025 52.844679, 8.0467962 52.8447018, 8.0466122 52.8446957, 8.0463759 52.8446878, 8.046108 52.8446694, 8.0458423 52.8446512, 8.0456508 52.844638, 8.0453875 52.844627, 8.0451275 52.8446141, 8.0450589 52.8445939, 8.044975 52.844562, 8.0448565 52.844543, 8.0448118 52.8445415, 8.0446528 52.844536, 8.0444996 52.8445362, 8.0441024 52.8445494, 8.0440052 52.8445533)",,,
195168531,,,living_street,,,False,True,65.217,"LINESTRING (8.0456286 52.8454759, 8.0456187 52.8453992, 8.0455952 52.8452039, 8.0455705 52.8448905)",,,
"[25456107, 1181964551]",,Bahnhofstraße,residential,20,,False,False,101.25000000000001,"LINESTRING (8.0456286 52.8454759, 8.0450905 52.8455044, 8.0449989 52.8455093, 8.0447703 52.8455193, 8.0443841 52.8455368, 8.0441258 52.8455485)",,,
"[440651282, 1181964551]",2,Bahnhofstraße,residential,"['20', '50']",,False,True,104.47699999999999,"LINESTRING (8.0456286 52.8454759, 8.0459849 52.84546, 8.0461625 52.845448, 8.0467923 52.8453779, 8.0468564 52.8453757, 8.0469442 52.8453913, 8.047081 52.8454262, 8.0471501 52.8454439)",,,
"[30499898, 25456107]",,"['Bahnhofstraße', 'Sevelter Straße']",residential,20,,False,"[False, True]",104.47300000000001,"LINESTRING (8.0441258 52.8455485, 8.0438711 52.8455585, 8.0437234 52.8455442, 8.0436722 52.8455269, 8.043638 52.8454966, 8.0436464 52.8454285, 8.0436644 52.8454107, 8.0438561 52.8452203, 8.0439396 52.8450778, 8.0439962 52.8449217)",,,
"[25456107, 1181964551]",,Bahnhofstraße,residential,20,,False,True,101.25,"LINESTRING (8.0441258 52.8455485, 8.0443841 52.8455368, 8.0447703 52.8455193, 8.0449989 52.8455093, 8.0450905 52.8455044, 8.0456286 52.8454759)",,,
307942574,,Heinrich-Ottenjann-Weg,living_street,,,True,False,62.251,"LINESTRING (8.0441837 52.8461072, 8.0441702 52.8459502, 8.0441672 52.8459148, 8.0441637 52.8458751, 8.0441308 52.845611, 8.0441258 52.8455485)",,,
"[33650602, 308028698]",,Am Stadtpark,living_street,,,False,True,90.195,"LINESTRING (8.0441837 52.8461072, 8.0441925 52.8463548, 8.0443205 52.8463972, 8.0444812 52.8463592, 8.0446621 52.8463164, 8.0447536 52.8463032, 8.0450716 52.8462597)",,,
1181964552,,Am Stadtpark,living_street,,,False,False,19.560000000000002,"LINESTRING (8.0450683 52.8460838, 8.0450693 52.8461398, 8.0450716 52.8462597)",,,
"[33650602, 308028698]",,Am Stadtpark,living_street,,,False,False,90.195,"LINESTRING (8.0450716 52.8462597, 8.0447536 52.8463032, 8.0446621 52.8463164, 8.0444812 52.8463592, 8.0443205 52.8463972, 8.0441925 52.8463548, 8.0441837 52.8461072)",,,
33650603,,Am Stadtpark,living_street,,,False,False,160.988,"LINESTRING (8.0450716 52.8462597, 8.0452466 52.8462604, 8.0452957 52.8462643, 8.0454262 52.8462746, 8.045674 52.8463072, 8.0459284 52.8463497, 8.046175 52.8463919, 8.0462849 52.8464032, 8.0466384 52.8465312, 8.0467146 52.8467009, 8.0468248 52.8469659)",,,
1181964552,,Am Stadtpark,living_street,,,False,True,19.560000000000002,"LINESTRING (8.0450716 52.8462597, 8.0450693 52.8461398, 8.0450683 52.8460838)",,,
"[930778736, 100055882]",,"['Hagenweg', 'Am Stadtpark']",living_street,,,False,False,183.883,"LINESTRING (8.0471501 52.8454439, 8.0471561 52.845479, 8.047141 52.8454965, 8.0469629 52.8456952, 8.0465748 52.8461241, 8.046793 52.8461968, 8.0469614 52.8462528, 8.0470248 52.8462739, 8.0473189 52.8463718, 8.0478567 52.8465507)",,,
"[440651282, 1181964551]",2,Bahnhofstraße,residential,"['50', '20']",,False,False,104.47699999999999,"LINESTRING (8.0471501 52.8454439, 8.047081 52.8454262, 8.0469442 52.8453913, 8.0468564 52.8453757, 8.0467923 52.8453779, 8.0461625 52.845448, 8.0459849 52.84546, 8.0456286 52.8454759)",,,
440651282,2,Bahnhofstraße,residential,50,,False,True,17.909,"LINESTRING (8.0471501 52.8454439, 8.047204 52.8454326, 8.0472399 52.8454089, 8.047289 52.8453764, 8.0473333 52.8453336)",,,
33650603,,Am Stadtpark,living_street,,,False,True,160.988,"LINESTRING (8.0468248 52.8469659, 8.0467146 52.8467009, 8.0466384 52.8465312, 8.0462849 52.8464032, 8.046175 52.8463919, 8.0459284 52.8463497, 8.045674 52.8463072, 8.0454262 52.8462746, 8.0452957 52.8462643, 8.0452466 52.8462604, 8.0450716 52.8462597)",,,
59698517,2,Soestenstraße,tertiary,50,,False,True,87.564,"LINESTRING (8.0365945 52.8469447, 8.0365606 52.8468008, 8.0365489 52.8467315, 8.0365223 52.846305, 8.0365148 52.8461594)",,5,K 153
1193819181,3,Soestenstraße,tertiary,50,,False,False,79.81700000000001,"LINESTRING (8.0365945 52.8469447, 8.0366854 52.8471681, 8.036829 52.8475124, 8.036869 52.8476429)",,5,K 153
59698517,2,Soestenstraße,tertiary,50,,False,False,87.564,"LINESTRING (8.0365148 52.8461594, 8.0365223 52.846305, 8.0365489 52.8467315, 8.0365606 52.8468008, 8.0365945 52.8469447)",,5,K 153
"[1193819176, 59698517, 59698522, 1181828253, 163718334]","['2', '3']",Soestenstraße,tertiary,50,,False,True,189.572,"LINESTRING (8.0365148 52.8461594, 8.0365288 52.8457829, 8.0365339 52.8457058, 8.0365366 52.8456912, 8.0365661 52.8451756, 8.0365713 52.8450603, 8.0365851 52.8447535, 8.0366976 52.8444631)",yes,5,K 153
"[30499892, 1247806719]",3,Osterstraße,tertiary,50,,False,False,265.781,"LINESTRING (8.0432455 52.8481692, 8.0434731 52.8482258, 8.0441435 52.848424, 8.044758 52.8485958, 8.044872 52.8486234, 8.0449531 52.8486418, 8.0451066 52.8486726, 8.0454009 52.8487157, 8.0454558 52.8487232, 8.0458258 52.84877, 8.0459343 52.8487833, 8.0464873 52.848851, 8.0467212 52.8488797, 8.0469788 52.84892)",,,
474032102,,Burgstraße,living_street,,,False,False,81.29599999999999,"LINESTRING (8.0432455 52.8481692, 8.0432955 52.8480821, 8.043649 52.8479046, 8.0440506 52.8477029, 8.0441123 52.8476762)",,,
1158053377,,Osterstraße,tertiary,50,,False,True,46.120000000000005,"LINESTRING (8.0432455 52.8481692, 8.0431186 52.8481512, 8.0429347 52.8481606, 8.0426449 52.8482028, 8.0425728 52.8482122)",,,
