osmid,name,highway,maxspeed,width,oneway,reversed,length,geometry,lanes,ref,access,tunnel
"[30135010, 188541837]",Berliner Allee,primary,50,,True,False,261.808,"LINESTRING (13.467447 52.5540155, 13.4673693 52.5538591, 13.4673326 52.5537795, 13.467012 52.5531705, 13.4669144 52.553019, 13.4668045 52.5528911, 13.466691 52.5527785, 13.4666688 52.5527558, 13.4665528 52.552637, 13.466457 52.5525583, 13.4662793 52.5524396, 13.4660971 52.5523381, 13.4658304 52.5522063, 13.4656921 52.5521448, 13.4656384 52.5521215, 13.4655015 52.5520601)","['2', '3']",B 2,,
"[31620858, 432205755]",Berliner Allee,primary,50,,True,False,109.591,"LINESTRING (13.4675175 52.5549982, 13.4675156 52.5549221, 13.4675147 52.5548875, 13.4675145 52.5547474, 13.4675147 52.5545859, 13.467515 52.554382, 13.4675053 52.5542438, 13.467447 52.5540155)","['2', '3']",B 2,,
658249618,Falkenberger Straße,tertiary,50,,True,False,12.792000000000002,"LINESTRING (13.4675175 52.5549982, 13.4675866 52.554999, 13.4676298 52.5550011, 13.4677065 52.5550031)",,,no,
111283466,Berliner Allee,primary,50,,True,False,57.238,"LINESTRING (13.466022 52.5521171, 13.4663803 52.5522945, 13.4666413 52.5524662)",2,B 2,,
"[1102794393, 1171221129, 1172079541, 141225839]",Amalienstraße,residential,30,5,False,False,146.998,"LINESTRING (13.4562691 52.555575, 13.4563701 52.5555403, 13.4565374 52.5554748, 13.4574455 52.5551133, 13.4577685 52.5549848, 13.4579709 52.5549043, 13.457998 52.5548934, 13.458093 52.5548556)",,,,
"[1165436299, 40158596]",Parkstraße,tertiary,50,,False,False,254.45300000000003,"LINESTRING (13.4620364 52.5589424, 13.4620233 52.5589305, 13.4619405 52.5588501, 13.4619293 52.5588393, 13.4616316 52.5585527, 13.4616037 52.5585259, 13.4602883 52.5572456, 13.460132 52.5570944, 13.4600378 52.5570033)",2,,,
"[1167736538, 40158597, 1186595463]",Rennbahnstraße,secondary,50,,False,False,388.337,"LINESTRING (13.4620364 52.5589424, 13.4621625 52.5588895, 13.4622115 52.558869, 13.46248 52.5587574, 13.4627085 52.5586624, 13.4630029 52.55854, 13.4635013 52.5583331, 13.4636357 52.5582771, 13.464633 52.5578621, 13.4647882 52.5577975, 13.4648538 52.5577704, 13.4649144 52.5577454, 13.4652998 52.5575861, 13.4653699 52.5575572, 13.4655623 52.5574767, 13.4658998 52.5573349, 13.4661641 52.5572246, 13.4663554 52.5571474, 13.4663983 52.5571301, 13.4667891 52.5569812)",2,,,
4684967,Lemgoer Straße,residential,30,6,False,True,118.91700000000002,"LINESTRING (13.4628852 52.5570273, 13.4628839 52.5571025, 13.4628788 52.5574144, 13.4628868 52.5574816, 13.4629037 52.5575363, 13.4629435 52.5576136, 13.4629921 52.5576879, 13.463052 52.5577563, 13.4633332 52.5580278)",,,,
6007924,Große Seestraße,residential,30,,False,False,217.69799999999998,"LINESTRING (13.4628852 52.5570273, 13.4629617 52.5570281, 13.4635117 52.5570342, 13.4636366 52.5570356, 13.4637097 52.5570364, 13.463882 52.5570383, 13.4640466 52.5570401, 13.4641937 52.5570417, 13.4645503 52.5570457, 13.4646349 52.5570466, 13.4648428 52.5570489, 13.4649771 52.5570504, 13.4650517 52.5570512, 13.4650965 52.5570517, 13.4651893 52.5570528, 13.4655584 52.5570569, 13.4656129 52.5570575, 13.4661049 52.5570629)",,,,
6007924,Große Seestraße,residential,30,,False,True,192.551,"LINESTRING (13.4628852 52.5570273, 13.4626933 52.5570251, 13.4618119 52.5570154, 13.4617355 52.5570145, 13.4612457 52.5570091, 13.4609618 52.557006, 13.4606702 52.5570027, 13.4601693 52.5569972, 13.460156 52.5569977, 13.4600378 52.5570033)",,,,
6007924,Große Seestraße,residential,30,,False,False,129.11100000000002,"LINESTRING (13.4585062 52.5576969, 13.4585988 52.5576545, 13.4586681 52.5576227, 13.4587945 52.5575653, 13.4588136 52.5575566, 13.4589389 52.5574997, 13.4594394 52.5572723, 13.4597801 52.5571176, 13.459866 52.5570795, 13.4599439 52.5570449, 13.4600378 52.5570033)",,,,
234769957,Schönstraße,residential,30,,True,False,30.897,"LINESTRING (13.4585062 52.5576969, 13.458436 52.5576329, 13.4583878 52.557589, 13.4582527 52.5574657)",,,,
1165436298,Große Seestraße,residential,30,,False,True,102.23,"LINESTRING (13.4585062 52.5576969, 13.4584092 52.557741, 13.4577897 52.5580205, 13.4573608 52.558217, 13.4572948 52.5582472)",,,,
1137142127,Große Seestraße,residential,30,,False,True,97.693,"LINESTRING (13.4572948 52.5582472, 13.4572168 52.5582831, 13.4561984 52.5587518, 13.4561426 52.5587775)",,,,
1165436298,Große Seestraße,residential,30,,False,False,102.23,"LINESTRING (13.4572948 52.5582472, 13.4573608 52.558217, 13.4577897 52.5580205, 13.4584092 52.557741, 13.4585062 52.5576969)",,,,
1137142127,Große Seestraße,residential,30,,False,False,97.693,"LINESTRING (13.4561426 52.5587775, 13.4561984 52.5587518, 13.4572168 52.5582831, 13.4572948 52.5582472)",,,,
4783452,Trarbacher Straße,residential,30,,False,False,82.018,"LINESTRING (13.4684335 52.5580107, 13.4684337 52.5580569, 13.4684367 52.5587059, 13.4684369 52.5587483)",,,,
4783452,Trarbacher Straße,residential,30,,False,True,116.27,"LINESTRING (13.4684335 52.5580107, 13.4684339 52.5579665, 13.4684366 52.5576391, 13.4684343 52.5572716, 13.4684334 52.557162, 13.4684325 52.5570328, 13.4684265 52.5569793, 13.4684266 52.5569652)",,,,
1132210696,Gartenstraße,residential,30,,False,False,14.033,"LINESTRING (13.4702643 52.5536028, 13.4702847 52.5536521, 13.4702956 52.553678, 13.4703161 52.553725)",,,,
1169948328,Gartenstraße,residential,30,,False,True,110.965,"LINESTRING (13.4702643 52.5536028, 13.4702428 52.5535534, 13.4702357 52.5535359, 13.4701085 52.5532245, 13.4700623 52.5531115, 13.4700438 52.5530647, 13.4700049 52.5529663, 13.4699748 52.5529231, 13.4699612 52.5529136, 13.4698272 52.5528199, 13.4697515 52.5527657, 13.4696608 52.5526979)",,,,
4783452,Trarbacher Straße,residential,30,,False,True,82.018,"LINESTRING (13.4684369 52.5587483, 13.4684367 52.5587059, 13.4684337 52.5580569, 13.4684335 52.5580107)",,,,
6179338,Trierer Straße,residential,30,,False,False,137.91500000000002,"LINESTRING (13.4702046 52.5568577, 13.4702078 52.5567998, 13.4702172 52.5566696, 13.4702026 52.5566226, 13.4701606 52.5565777, 13.4700588 52.5565012, 13.4700231 52.5564744, 13.4691743 52.5558376)",,,,
1169940125,Bernkasteler Straße,residential,30,,False,False,120.798,"LINESTRING (13.4702046 52.5568577, 13.469626 52.5568949, 13.4691643 52.5569249, 13.4690547 52.556932, 13.4687712 52.5569482, 13.4684266 52.5569652)",,,,
"[432205760, 171985978]",Buschallee,secondary,50,,True,False,181.43400000000003,"LINESTRING (13.4703161 52.553725, 13.4701657 52.5537358, 13.469042 52.5538187, 13.4685724 52.5538535, 13.4679896 52.5538988, 13.46794 52.5539027, 13.4678986 52.5539059, 13.4677364 52.5539313, 13.4676586 52.5539435)","['2', '1']",,,
1132210696,Gartenstraße,residential,30,,False,True,14.032999999999998,"LINESTRING (13.4703161 52.553725, 13.4702956 52.553678, 13.4702847 52.5536521, 13.4702643 52.5536028)",,,,
123890816,Indira-Gandhi-Straße,secondary,50,,True,False,27.899,"LINESTRING (13.4662413 52.5512419, 13.4660899 52.5514753)",2,,,
"[1170350489, 1170350490, 127054759]",Gartenstraße,residential,30,,False,False,186.447,"LINESTRING (13.4662413 52.5512419, 13.4663534 52.5512706, 13.4663863 52.5512763, 13.4664155 52.5512801, 13.4666605 52.5512648, 13.4670469 52.5512354, 13.4672776 52.5512207, 13.4674289 52.551211, 13.4674707 52.5512071, 13.4675317 52.5512172, 13.4675918 52.5512462, 13.4679529 52.5514949, 13.4679793 52.5515131, 13.4681074 52.5516082, 13.4684835 52.5518784)",,,,
27267425,Bizetstraße,residential,50,,True,False,15.933,"LINESTRING (13.4665391 52.550528, 13.466448 52.5505156, 13.4664031 52.5505096, 13.4663091 52.5504968)",,,delivery,
"[1181081645, 32035007]",Indira-Gandhi-Straße,secondary,50,,True,False,82.15799999999999,"LINESTRING (13.4665391 52.550528, 13.4665127 52.5506402, 13.4664902 52.5507231, 13.4664444 52.5508567, 13.4664042 52.5509571, 13.4663314 52.5510998, 13.4662413 52.5512419)",2,,,
23008698,Falkenberger Straße,tertiary,50,,False,True,95.143,"LINESTRING (13.46911 52.5550648, 13.4690695 52.5550624, 13.4687689 52.5550452, 13.4687418 52.5550441, 13.4685893 52.5550381, 13.4682635 52.5550252, 13.4682075 52.555023, 13.4681833 52.555022, 13.4680318 52.555016, 13.467852 52.5550089, 13.46781 52.5550064, 13.4677065 52.5550031)",2,,,
"[1169943265, 6179338, 1169941967]",Trierer Straße,residential,30,,False,True,89.074,"LINESTRING (13.46911 52.5550648, 13.4691037 52.5551094, 13.469096 52.5551532, 13.4690957 52.5551563, 13.4690391 52.5555754, 13.4690297 52.5556438, 13.469035 52.5557024, 13.4690616 52.5557488, 13.4691743 52.5558376)",,,,
6197118,Blechenstraße,residential,30,,False,False,186.271,"LINESTRING (13.4586244 52.5555259, 13.458529 52.5555573, 13.4584951 52.5555685, 13.4580076 52.555727, 13.4578284 52.5557854, 13.4575413 52.555879, 13.4574051 52.5559423, 13.4572921 52.556015, 13.4566077 52.5565243, 13.4565385 52.5565752)",,,,
"[752226435, 1171246331]",Parkstraße,tertiary,50,,False,False,82.743,"LINESTRING (13.4586244 52.5555259, 13.4585964 52.555491, 13.4582768 52.5550918, 13.4581566 52.5549385, 13.458093 52.5548556)",2,,,
"[752226436, 306713741]",Parkstraße,tertiary,"['50', '30']",,False,True,190.19600000000003,"LINESTRING (13.4586244 52.5555259, 13.4586764 52.5555877, 13.4589846 52.5559544, 13.4590431 52.5560226, 13.4590804 52.5560666, 13.4591587 52.5561432, 13.4593088 52.5562901, 13.4593702 52.5563501, 13.4595212 52.5564979, 13.4596187 52.5565932, 13.4598116 52.556782, 13.4599609 52.5569281, 13.4599934 52.5569591, 13.4600378 52.5570033)",2,,,
6197118,Blechenstraße,residential,30,,False,True,186.27100000000002,"LINESTRING (13.4565385 52.5565752, 13.4566077 52.5565243, 13.4572921 52.556015, 13.4574051 52.5559423, 13.4575413 52.555879, 13.4578284 52.5557854, 13.4580076 52.555727, 13.4584951 52.5555685, 13.458529 52.5555573, 13.4586244 52.5555259)",,,,
710346882,Schönstraße,residential,30,,False,True,153.07000000000002,"LINESTRING (13.4565385 52.5565752, 13.4567556 52.5566824, 13.4571838 52.5568884, 13.4573596 52.556973, 13.4578946 52.5572304, 13.4580738 52.5573167, 13.4581404 52.5573722, 13.4582527 52.5574657)",,,,
"[26652744, 690444798]",Indira-Gandhi-Straße,secondary,50,,True,False,147.381,"LINESTRING (13.4655398 52.5517234, 13.4655942 52.5516725, 13.4656401 52.5516223, 13.4659029 52.551337, 13.4659279 52.5513054, 13.4660402 52.5511583, 13.4660738 52.5511038, 13.4661373 52.5509905, 13.4661898 52.5508844, 13.4662753 52.5506128, 13.4663091 52.5504968)",2,,,
111283479,Indira-Gandhi-Straße,secondary,50,,True,False,61.91,"LINESTRING (13.4660899 52.5514753, 13.4658481 52.5517485, 13.4658163 52.551783, 13.4657199 52.55186, 13.4656667 52.5518877, 13.4656166 52.5519068, 13.4655699 52.5519208)",2,,,
"[10564869, 1169949095]",Indira-Gandhi-Straße,secondary,50,,True,False,73.874,"LINESTRING (13.4660899 52.5514753, 13.4659703 52.5518063, 13.4659602 52.5518574, 13.4659382 52.551938, 13.4659404 52.5520203, 13.4659671 52.5520698, 13.466022 52.5521171)",2,,,
10565256,Rennbahnstraße,primary,,,True,False,36.055,"LINESTRING (13.467145 52.5567484, 13.4671259 52.5567771, 13.4671168 52.5567894, 13.4671053 52.5568027, 13.4670855 52.5568208, 13.4670636 52.5568387, 13.4670469 52.5568511, 13.4670237 52.5568682, 13.467 52.5568834, 13.4669733 52.5568987, 13.4669242 52.556924, 13.466883 52.5569431, 13.4668473 52.5569582, 13.4667891 52.5569812)",2,,,
30135012,Berliner Allee,primary,50,,True,False,10.780999999999999,"LINESTRING (13.467145 52.5567484, 13.4671296 52.5567751, 13.4671075 52.5568163, 13.4670928 52.55684)",1,B 2,,
30135009,Berliner Allee,primary,50,,True,False,228.07299999999998,"LINESTRING (13.4667891 52.5569812, 13.4668218 52.5569533, 13.4668538 52.5569261, 13.4668848 52.5568986, 13.4669216 52.5568618, 13.4669416 52.5568376, 13.4669599 52.5568113, 13.467 52.5567363, 13.4671055 52.5565337, 13.4672038 52.5563449, 13.4673004 52.5560905, 13.4673321 52.5559501, 13.4674931 52.5552503, 13.4675175 52.5549982)",2,B 2,,
"[1167736538, 40158597, 1186595463]",Rennbahnstraße,secondary,50,,False,True,388.337,"LINESTRING (13.4667891 52.5569812, 13.4663983 52.5571301, 13.4663554 52.5571474, 13.4661641 52.5572246, 13.4658998 52.5573349, 13.4655623 52.5574767, 13.4653699 52.5575572, 13.4652998 52.5575861, 13.4649144 52.5577454, 13.4648538 52.5577704, 13.4647882 52.5577975, 13.464633 52.5578621, 13.4636357 52.5582771, 13.4635013 52.5583331, 13.4630029 52.55854, 13.4627085 52.5586624, 13.46248 52.5587574, 13.4622115 52.558869, 13.4621625 52.5588895, 13.4620364 52.5589424)",2,,,
6007924,Große Seestraße,residential,30,,False,True,217.698,"LINESTRING (13.4661049 52.5570629, 13.4656129 52.5570575, 13.4655584 52.5570569, 13.4651893 52.5570528, 13.4650965 52.5570517, 13.4650517 52.5570512, 13.4649771 52.5570504, 13.4648428 52.5570489, 13.4646349 52.5570466, 13.4645503 52.5570457, 13.4641937 52.5570417, 13.4640466 52.5570401, 13.463882 52.5570383, 13.4637097 52.5570364, 13.4636366 52.5570356, 13.4635117 52.5570342, 13.4629617 52.5570281, 13.4628852 52.5570273)",,,,
4684967,Lemgoer Straße,residential,30,6,False,False,118.917,"LINESTRING (13.4633332 52.5580278, 13.463052 52.5577563, 13.4629921 52.5576879, 13.4629435 52.5576136, 13.4629037 52.5575363, 13.4628868 52.5574816, 13.4628788 52.5574144, 13.4628839 52.5571025, 13.4628852 52.5570273)",,,,
4783452,Trarbacher Straße,residential,30,,False,False,116.27,"LINESTRING (13.4684266 52.5569652, 13.4684265 52.5569793, 13.4684325 52.5570328, 13.4684334 52.557162, 13.4684343 52.5572716, 13.4684366 52.5576391, 13.4684339 52.5579665, 13.4684335 52.5580107)",,,,
1169940125,Bernkasteler Straße,residential,30,,False,False,46.656000000000006,"LINESTRING (13.4684266 52.5569652, 13.4677686 52.5569981, 13.4677388 52.5569998)",,,,
1169940125,Bernkasteler Straße,residential,30,,False,True,120.798,"LINESTRING (13.4684266 52.5569652, 13.4687712 52.5569482, 13.4690547 52.556932, 13.4691643 52.5569249, 13.469626 52.5568949, 13.4702046 52.5568577)",,,,
49366361,Berliner Allee,primary,50,,True,False,37.562,"LINESTRING (13.4655699 52.5519208, 13.4656281 52.5519464, 13.4657026 52.5519799, 13.4657714 52.5520097, 13.466022 52.5521171)",2,B 2,,
112513778,Indira-Gandhi-Straße,secondary,50,,True,False,9.575,"LINESTRING (13.4655699 52.5519208, 13.465513 52.5519319, 13.4654629 52.5519397, 13.465434 52.5519449)",2,,,
239878256,Berliner Allee,primary,50,,True,False,10.647,"LINESTRING (13.4654424 52.5518646, 13.4655699 52.5519208)",2,B 2,,
724607624,Indira-Gandhi-Straße,secondary,50,,True,False,17.076999999999998,"LINESTRING (13.4654424 52.5518646, 13.4654535 52.5518371, 13.4654791 52.5518001, 13.4655398 52.5517234)",2,,no,
24839062,Pistoriusstraße,tertiary,50,,True,False,26.653,"LINESTRING (13.4591295 52.5501488, 13.4589385 52.5502033, 13.4587727 52.5502507)",1,,,
24839062,Pistoriusstraße,tertiary,50,,True,False,18.237,"LINESTRING (13.4587727 52.5502507, 13.4585153 52.5502997)",1,,,
"[884179157, 1026460366]",Albertinenstraße,residential,30,,False,False,122.60199999999999,"LINESTRING (13.4587727 52.5502507, 13.4588023 52.5503027, 13.4588074 52.5503142, 13.4588929 52.5505137, 13.4589179 52.550572, 13.4589451 52.5506355, 13.4589889 52.5507377, 13.4590134 52.5507947, 13.4590279 52.5508286, 13.4590525 52.550886, 13.4590859 52.5509638, 13.4590935 52.5509816, 13.4592155 52.5512667, 13.4592327 52.5513068, 13.4592368 52.5513164)",,,,
"[32035017, 25911574]",Berliner Allee,primary,"['50', '30']",,True,False,462.52099999999996,"LINESTRING (13.4652395 52.5519514, 13.4651725 52.5519225, 13.464957 52.5518261, 13.4638848 52.5513371, 13.4637364 52.5512798, 13.4634716 52.5511895, 13.4628325 52.5510084, 13.4620742 52.5507982, 13.4620314 52.5507858, 13.4619724 52.5507692, 13.461528 52.5506714, 13.4613985 52.5506429, 13.4610494 52.5505667, 13.4599591 52.5503296, 13.4592055 52.5501655, 13.4591295 52.5501488)",2,B 2,,
"[31620857, 188542338]",Berliner Allee,primary,50,,True,False,95.393,"LINESTRING (13.467506 52.5559213, 13.4673895 52.5563062, 13.467166 52.5567104, 13.467145 52.5567484)","['2', '3']",B 2,,
"[141571417, 141571418, 141571419]",Caseler Straße,residential,30,,True,False,120.67,"LINESTRING (13.467506 52.5559213, 13.4675852 52.5559281, 13.468352 52.5559952, 13.4685442 52.5560114, 13.4686756 52.5560226, 13.4687661 52.5560238, 13.4688211 52.5560112, 13.4688672 52.555989, 13.4690657 52.555889, 13.4691743 52.5558376)",1,,,building_passage
"[187077936, 32035002, 1177605687]",Berliner Allee,primary,50,,True,False,249.52,"LINESTRING (13.4620127 52.5506903, 13.4625741 52.5508114, 13.4631797 52.550944, 13.4634646 52.5510211, 13.4635871 52.5510594, 13.4639421 52.5511811, 13.4639843 52.551196, 13.4641666 52.5512742, 13.4643557 52.5513614, 13.4644127 52.5513871, 13.4645409 52.5514449, 13.465011 52.5516622, 13.4650617 52.5516863, 13.4652188 52.5517609)","['2', '3']",B 2,,
1169948328,Gartenstraße,residential,30,,False,False,110.965,"LINESTRING (13.4696608 52.5526979, 13.4697515 52.5527657, 13.4698272 52.5528199, 13.4699612 52.5529136, 13.4699748 52.5529231, 13.4700049 52.5529663, 13.4700438 52.5530647, 13.4700623 52.5531115, 13.4701085 52.5532245, 13.4702357 52.5535359, 13.4702428 52.5535534, 13.4702643 52.5536028)",,,,
"[1169948328, 1170350490]",Gartenstraße,residential,30,,False,True,120.997,"LINESTRING (13.4696608 52.5526979, 13.4688865 52.5521528, 13.4684835 52.5518784)",,,,
188541657,Berliner Allee,primary,50,,True,False,13.448,"LINESTRING (13.4676042 52.5538272, 13.4676113 52.5538422, 13.4676559 52.5539359, 13.4676586 52.5539435)",2,B 2,,
"[1150892848, 1150892849, 1150892846, 1150892847]",Buschallee,secondary,50,,True,False,181.649,"LINESTRING (13.4676042 52.5538272, 13.4676823 52.5538163, 13.4678657 52.5537906, 13.4679173 52.5537878, 13.4681842 52.5537668, 13.4688427 52.5537148, 13.4690171 52.5537011, 13.4701208 52.5536143, 13.4702643 52.5536028)",1,,,
30135011,Berliner Allee,primary,50,,True,False,118.453,"LINESTRING (13.4676586 52.5539435, 13.4676741 52.5539937, 13.467738 52.5542164, 13.467756 52.5543535, 13.4677557 52.5543656, 13.467752 52.5544929, 13.4677298 52.5548427, 13.4677267 52.5548917, 13.4677065 52.5550031)",2,B 2,,
23008698,Falkenberger Straße,tertiary,50,,False,False,95.143,"LINESTRING (13.4677065 52.5550031, 13.46781 52.5550064, 13.467852 52.5550089, 13.4680318 52.555016, 13.4681833 52.555022, 13.4682075 52.555023, 13.4682635 52.5550252, 13.4685893 52.5550381, 13.4687418 52.5550441, 13.4687689 52.5550452, 13.4690695 52.5550624, 13.46911 52.5550648)",2,,,
31620857,Berliner Allee,primary,50,,True,False,103.001,"LINESTRING (13.4677065 52.5550031, 13.4676866 52.5551202, 13.467506 52.5559213)",2,B 2,,
"[1169943265, 6179338, 1169941967]",Trierer Straße,residential,30,,False,False,89.074,"LINESTRING (13.4691743 52.5558376, 13.4690616 52.5557488, 13.469035 52.5557024, 13.4690297 52.5556438, 13.4690391 52.5555754, 13.4690957 52.5551563, 13.469096 52.5551532, 13.4691037 52.5551094, 13.46911 52.5550648)",,,,
6179338,Trierer Straße,residential,30,,False,True,137.91500000000002,"LINESTRING (13.4691743 52.5558376, 13.4700231 52.5564744, 13.4700588 52.5565012, 13.4701606 52.5565777, 13.4702026 52.5566226, 13.4702172 52.5566696, 13.4702078 52.5567998, 13.4702046 52.5568577)",,,,
4783455,Graacher Straße,residential,30,,True,False,135.31300000000002,"LINESTRING (13.4664356 52.5587573, 13.4666764 52.5587496, 13.4683504 52.5587492, 13.4684369 52.5587483)",,,,
618056556,Berliner Allee,primary,50,,False,False,82.856,"LINESTRING (13.4664356 52.5587573, 13.4663877 52.5585764, 13.4663794 52.5585024, 13.4663692 52.5584107, 13.4663686 52.5583753, 13.4663658 52.5582182, 13.4663894 52.5580154)",2,B 2,,
618056558,Berliner Allee,primary,50,,False,True,18.986,"LINESTRING (13.4664358 52.557847, 13.4663894 52.5580154)",,B 2,,
"[1133761418, 23008670]",Berliner Allee,primary,50,,True,False,99.738,"LINESTRING (13.4664358 52.557847, 13.4664851 52.5576206, 13.4665804 52.5573344, 13.4666343 52.5572161, 13.4666465 52.5571893, 13.4666658 52.5571528, 13.4666956 52.5571032, 13.4667199 52.5570643, 13.4667399 52.5570362, 13.4667661 52.5570048, 13.4667891 52.5569812)",3,B 2,,
30861005,Bernkasteler Straße,residential,50,,True,False,53.37599999999999,"LINESTRING (13.4677388 52.5569998, 13.4676246 52.557017, 13.4675623 52.5570269, 13.4675133 52.5570323, 13.4671933 52.5570469, 13.4671555 52.5570492, 13.4671175 52.5570512, 13.4670801 52.5570497, 13.467041 52.5570466, 13.4669963 52.5570379, 13.4669624 52.5570292)",,,,
1169940125,Bernkasteler Straße,residential,30,,False,True,46.656000000000006,"LINESTRING (13.4677388 52.5569998, 13.4677686 52.5569981, 13.4684266 52.5569652)",,,,
710346882,Schönstraße,residential,30,,False,False,153.07,"LINESTRING (13.4582527 52.5574657, 13.4581404 52.5573722, 13.4580738 52.5573167, 13.4578946 52.5572304, 13.4573596 52.556973, 13.4571838 52.5568884, 13.4567556 52.5566824, 13.4565385 52.5565752)",,,,
52537829,Indira-Gandhi-Straße,secondary,50,,True,False,8.963999999999999,"LINESTRING (13.465434 52.5519449, 13.4654335 52.5519301, 13.4654358 52.5518922, 13.4654424 52.5518646)",2,,no,
112514622,Indira-Gandhi-Straße,secondary,50,,True,False,13.239,"LINESTRING (13.465434 52.5519449, 13.4653988 52.5519487, 13.465336 52.5519542, 13.4652395 52.5519514)",2,,,
10564809,Indira-Gandhi-Straße,secondary_link,50,,True,False,24.058,"LINESTRING (13.4652188 52.5517609, 13.4653663 52.551784, 13.4654565 52.5517655, 13.4655398 52.5517234)",1,,,
"[25813933, 1177605687]",Berliner Allee,primary,50,,True,False,19.013,"LINESTRING (13.4652188 52.5517609, 13.465244 52.5517727, 13.4653396 52.5518172, 13.4653974 52.5518436, 13.4654424 52.5518646)",2,B 2,,
4787401,Wegenerstraße,residential,30,,False,True,140.792,"LINESTRING (13.4684835 52.5518784, 13.4684138 52.5519131, 13.4667393 52.5524347, 13.4666413 52.5524662)",,,,
"[1169948328, 1170350490]",Gartenstraße,residential,30,,False,False,120.997,"LINESTRING (13.4684835 52.5518784, 13.4688865 52.5521528, 13.4696608 52.5526979)",,,,
"[1170350489, 1170350490, 127054759]",Gartenstraße,residential,30,,False,True,186.447,"LINESTRING (13.4684835 52.5518784, 13.4681074 52.5516082, 13.4679793 52.5515131, 13.4679529 52.5514949, 13.4675918 52.5512462, 13.4675317 52.5512172, 13.4674707 52.5512071, 13.4674289 52.551211, 13.4672776 52.5512207, 13.4670469 52.5512354, 13.4666605 52.5512648, 13.4664155 52.5512801, 13.4663863 52.5512763, 13.4663534 52.5512706, 13.4662413 52.5512419)",,,,
4787401,Wegenerstraße,residential,30,,False,False,140.792,"LINESTRING (13.4666413 52.5524662, 13.4667393 52.5524347, 13.4684138 52.5519131, 13.4684835 52.5518784)",,,,
