osmid,lanes,ref,highway,maxspeed,width,oneway,reversed,length,geometry,name,bridge
227721959,2,,residential,30,4.5,False,False,158.63400000000001,"LINESTRING (8.4779459 52.2531272, 8.4778874 52.2531867, 8.4778404 52.2532376, 8.4778069 52.253309, 8.4777506 52.2535151, 8.4777189 52.2536935, 8.4776971 52.2542451, 8.4776967 52.2543142, 8.4776964 52.2544438, 8.477709 52.254529)",Kapellenstraße,
233365762,2,,residential,30,6.3,False,True,86.48400000000001,"LINESTRING (8.4779459 52.2531272, 8.4780237 52.253156, 8.4785807 52.2532508, 8.479157 52.2533562)",Buersche Straße,
233365769,2,,residential,30,5,False,False,64.267,"LINESTRING (8.4779459 52.2531272, 8.4778989 52.2530944, 8.4775493 52.2526048)",Buersche Straße,
22766915,2,,residential,30,5.1,False,True,70.934,"LINESTRING (8.477709 52.254529, 8.4777586 52.2545584, 8.4778064 52.2545752, 8.4778555 52.2545914, 8.4779518 52.2546183, 8.478123 52.2546574, 8.4782103 52.2546672, 8.4783037 52.2546809, 8.478384 52.2546947, 8.4785662 52.2547054, 8.4786183 52.2547043, 8.4786874 52.2546967)",Kapellenstraße,
"[230471312, 22767180]",2,,residential,30,3.5,False,False,148.692,"LINESTRING (8.477709 52.254529, 8.4774663 52.254552, 8.4772879 52.254584, 8.4772551 52.2546019, 8.47719 52.2546374, 8.4771028 52.2546899, 8.47684 52.2548558, 8.4767877 52.2548894, 8.4767608 52.2549305, 8.4767432 52.2549711, 8.4767327 52.2549953, 8.4767253 52.2550647, 8.476847 52.2555182)",Kirchweg,
227721959,2,,residential,30,4.5,False,True,158.634,"LINESTRING (8.477709 52.254529, 8.4776964 52.2544438, 8.4776967 52.2543142, 8.4776971 52.2542451, 8.4777189 52.2536935, 8.4777506 52.2535151, 8.4778069 52.253309, 8.4778404 52.2532376, 8.4778874 52.2531867, 8.4779459 52.2531272)",Kapellenstraße,
22766966,2,,residential,30,2.8,False,True,44.595,"LINESTRING (8.4834937 52.2535423, 8.4828472 52.2534774)",Im Osterfeld,
22767029,2,,residential,30,3.3,False,True,54.607,"LINESTRING (8.4834212 52.2540455, 8.482623 52.2539964)",Im Osterfeld,
22766966,2,,residential,30,2.8,False,False,44.595,"LINESTRING (8.4828472 52.2534774, 8.4834937 52.2535423)",Im Osterfeld,
232102019,2,,residential,30,4.9,False,False,59.694,"LINESTRING (8.4828472 52.2534774, 8.482623 52.2539964)",Im Osterfeld,
232102019,2,,residential,30,4.9,False,True,53.054,"LINESTRING (8.4828472 52.2534774, 8.4830626 52.2530486, 8.483078 52.2530217)",Im Osterfeld,
22767029,2,,residential,30,3.3,False,False,54.607,"LINESTRING (8.482623 52.2539964, 8.4834212 52.2540455)",Im Osterfeld,
232102019,2,,residential,30,4.9,False,True,59.694,"LINESTRING (8.482623 52.2539964, 8.4828472 52.2534774)",Im Osterfeld,
"[232102019, 232102020]",2,,"['residential', 'living_street']",30,"['7', '4.9']",False,"[False, True]",62.272999999999996,"LINESTRING (8.482623 52.2539964, 8.4824359 52.2544759, 8.4824049 52.2545402)",Im Osterfeld,
22766752,2,,residential,30,6,False,False,57.058,"LINESTRING (8.483078 52.2530217, 8.4832697 52.2530532, 8.4834656 52.2530777, 8.4836686 52.2530907, 8.4839042 52.2530942)",Westerbergstraße,
22766752,2,,residential,30,6,False,True,80.26,"LINESTRING (8.483078 52.2530217, 8.482792 52.2529471, 8.4825437 52.2528621, 8.4821989 52.2527402, 8.4820303 52.2526928)",Westerbergstraße,
232102019,2,,residential,30,4.9,False,False,53.054,"LINESTRING (8.483078 52.2530217, 8.4830626 52.2530486, 8.4828472 52.2534774)",Im Osterfeld,
"[232102020, 22766703]",2,,"['residential', 'living_street']",30,"['7', '4']",False,"[False, True]",79.909,"LINESTRING (8.4820696 52.2552289, 8.482385 52.2545831, 8.4824049 52.2545402)",Im Osterfeld,
232633350,2,,residential,30,4.5,False,True,103.91000000000001,"LINESTRING (8.4820696 52.2552289, 8.4819414 52.2551925, 8.4813216 52.2550317, 8.4807967 52.2549303, 8.4806354 52.2549237)",Friedebergstraße,
233487466,2,,residential,30,4.5,False,False,108.729,"LINESTRING (8.4820696 52.2552289, 8.4822318 52.2552901, 8.4822728 52.2553541, 8.4821828 52.2555068, 8.4817607 52.2560815)",Im Osterfeld,
"[905773401, 22766713]",2,,unclassified,100,3.3,False,True,181.19099999999997,"LINESTRING (8.4754568 52.2571829, 8.4754238 52.2570879, 8.4754157 52.257037, 8.4754324 52.2569737, 8.4758682 52.2556735, 8.4758901 52.2555847)",Lange Hegge,
22766676,2,,residential,30,3.4,False,False,151.395,"LINESTRING (8.4788524 52.2550175, 8.4787594 52.2550462, 8.4786817 52.2550702, 8.4786304 52.2551019, 8.4785038 52.2551808, 8.4783715 52.2552656, 8.4783454 52.2552755, 8.4782212 52.2553175, 8.4780957 52.2553463, 8.4779713 52.2553728, 8.4775452 52.2554279, 8.4769575 52.2555095, 8.476847 52.2555182)",Kirchweg,
"[227634008, 230387998]",2,,unclassified,30,3.7,False,False,102.97699999999999,"LINESTRING (8.4788524 52.2550175, 8.4789131 52.2550836, 8.4790237 52.2551666, 8.4790554 52.2551899, 8.4790876 52.2552146, 8.4791636 52.2552546, 8.4793383 52.2553288, 8.4795451 52.2554074, 8.4799194 52.2555478, 8.4800219 52.2555831)",Alte Dorfstraße,
227721961,2,,unclassified,30,3.7,False,True,28.282,"LINESTRING (8.4788524 52.2550175, 8.4787683 52.2548846, 8.4787111 52.2547784)",Alte Dorfstraße,
22766752,2,,residential,30,6,False,False,9.017,"LINESTRING (8.4819044 52.2526676, 8.4820303 52.2526928)",Westerbergstraße,
22766752,2,,residential,30,6,False,True,107.644,"LINESTRING (8.4819044 52.2526676, 8.4807803 52.2524536, 8.4806003 52.2524239, 8.480391 52.2523872)",Westerbergstraße,
"[230444148, 22766791]",2,,"['residential', 'living_street']",30,"['9', '4.7']",False,"[False, True]",174.25399999999996,"LINESTRING (8.4819044 52.2526676, 8.4818848 52.2527026, 8.4817556 52.252969, 8.4816121 52.2532489, 8.4815984 52.2532762, 8.481466 52.2535429, 8.4814461 52.253584, 8.4813286 52.253805, 8.4812742 52.2539064, 8.4812497 52.253951, 8.4811845 52.2539576, 8.4810862 52.2541294)","['Parkstraße', 'An den Seppen']",
227124471,2,,unclassified,30,3.7,False,True,19.412,"LINESTRING (8.4790549 52.2535192, 8.479157 52.2533562)",Alte Dorfstraße,
"[230444153, 22766868, 230444158]",2,,residential,30,"['5', '3.4']",False,False,102.826,"LINESTRING (8.4790549 52.2535192, 8.4792484 52.253561, 8.4793703 52.2535895, 8.4796084 52.2536529, 8.4797278 52.2536846, 8.4799694 52.2532273)",Auf dem Brink,
"[230444149, 227124471]",2,,unclassified,30,3.7,False,False,134.939,"LINESTRING (8.4790549 52.2535192, 8.478839 52.2538803, 8.4787491 52.2540673, 8.47871 52.2541818, 8.4786857 52.254276, 8.4786698 52.254436, 8.4786652 52.2545046, 8.4786644 52.2545234, 8.4786695 52.2545994, 8.4786874 52.2546967)",Alte Dorfstraße,
22766559,2,,residential,30,3.2,False,False,31.828,"LINESTRING (8.4810711 52.255919, 8.4812873 52.2556652)",Alte Dorfstraße,
227671810,2,,unclassified,30,3.7,False,False,50.296,"LINESTRING (8.4810711 52.255919, 8.4817607 52.2560815)",Alte Dorfstraße,
227671810,2,,unclassified,30,3.7,False,True,26.026,"LINESTRING (8.4810711 52.255919, 8.4807174 52.2558301)",Alte Dorfstraße,
22766587,2,,residential,30,3.2,False,True,34.658,"LINESTRING (8.4809304 52.255547, 8.4807174 52.2558301)",Alte Dorfstraße,
22766559,2,,residential,30,3.2,False,True,31.828,"LINESTRING (8.4812873 52.2556652, 8.4810711 52.255919)",Alte Dorfstraße,
22766566,,,residential,30,3.5,False,True,129.597,"LINESTRING (8.4775493 52.2526048, 8.4777915 52.252523, 8.4780151 52.2524885, 8.4784298 52.2525747, 8.4785819 52.2525651, 8.4786881 52.2525107, 8.4789148 52.2521265)",Amtshausstraße,
233365769,2,,residential,30,5,False,True,64.267,"LINESTRING (8.4775493 52.2526048, 8.4778989 52.2530944, 8.4779459 52.2531272)",Buersche Straße,
22766752,2,,residential,30,6,False,False,107.644,"LINESTRING (8.480391 52.2523872, 8.4806003 52.2524239, 8.4807803 52.2524536, 8.4819044 52.2526676)",Westerbergstraße,
22766752,2,,residential,30,6,False,True,38.071,"LINESTRING (8.480391 52.2523872, 8.4799898 52.252304, 8.479862 52.2522761)",Westerbergstraße,
230134574,2,,residential,30,3.8,False,False,57.346000000000004,"LINESTRING (8.480391 52.2523872, 8.4803219 52.2525092, 8.4801394 52.2528793)",Auf dem Brink,
22766748,2,,residential,30,3,False,True,61.323,"LINESTRING (8.4806354 52.2549237, 8.4805928 52.2548445, 8.4808483 52.2544033)",Friedebergstraße,
232633350,2,,residential,30,4.5,False,False,103.91,"LINESTRING (8.4806354 52.2549237, 8.4807967 52.2549303, 8.4813216 52.2550317, 8.4819414 52.2551925, 8.4820696 52.2552289)",Friedebergstraße,
"[22766531, 232633350]",2,,residential,30,4.5,False,"[False, True]",84.757,"LINESTRING (8.4806354 52.2549237, 8.4805868 52.2549457, 8.4804167 52.2551478, 8.480369 52.2552016, 8.4800219 52.2555831)",Friedebergstraße,
227671810,2,,unclassified,30,3.7,False,False,11.4,"LINESTRING (8.4852548 52.2572372, 8.485419 52.2572574)",Alte Dorfstraße,
227671810,2,,unclassified,30,3.7,False,True,209.46699999999998,"LINESTRING (8.4852548 52.2572372, 8.4846339 52.2571347, 8.4841724 52.2570122, 8.4838582 52.2569097, 8.4833283 52.2566682, 8.4825953 52.2563333)",Alte Dorfstraße,
"[232633352, 22766806]",2,,residential,30,3.5,False,True,168.159,"LINESTRING (8.4852548 52.2572372, 8.485267 52.2571974, 8.4850976 52.2567632, 8.4851195 52.2563738, 8.4848258 52.255764)",Hambachweg,
227671810,2,,unclassified,30,3.7,False,False,209.46699999999998,"LINESTRING (8.4825953 52.2563333, 8.4833283 52.2566682, 8.4838582 52.2569097, 8.4841724 52.2570122, 8.4846339 52.2571347, 8.4852548 52.2572372)",Alte Dorfstraße,
227671810,2,,unclassified,30,3.7,False,True,63.39,"LINESTRING (8.4825953 52.2563333, 8.4823602 52.2562531, 8.4820602 52.2561599, 8.4817607 52.2560815)",Alte Dorfstraße,
"[233601584, 22766986]",2,,residential,30,3,False,True,167.182,"LINESTRING (8.4825953 52.2563333, 8.4826241 52.2563014, 8.4826845 52.2562546, 8.4827569 52.256221, 8.4828791 52.2561928, 8.4830573 52.2561758, 8.4832437 52.2561594, 8.4835325 52.2560938, 8.4848258 52.255764)",Zur Wehme,
227721961,2,,unclassified,30,3.7,False,True,9.227,"LINESTRING (8.4787111 52.2547784, 8.4786874 52.2546967)",Alte Dorfstraße,
22766775,2,,residential,30,3.5,False,False,112.054,"LINESTRING (8.4787111 52.2547784, 8.4787652 52.2547672, 8.4788194 52.2547543, 8.4793536 52.254758, 8.4794556 52.2546906, 8.4794644 52.254502, 8.4795918 52.2545033, 8.4796484 52.2542541)",Sonnenwinkel,
227721961,2,,unclassified,30,3.7,False,False,28.282,"LINESTRING (8.4787111 52.2547784, 8.4787683 52.2548846, 8.4788524 52.2550175)",Alte Dorfstraße,
22766775,2,,residential,30,3.5,False,True,112.054,"LINESTRING (8.4796484 52.2542541, 8.4795918 52.2545033, 8.4794644 52.254502, 8.4794556 52.2546906, 8.4793536 52.254758, 8.4788194 52.2547543, 8.4787652 52.2547672, 8.4787111 52.2547784)",Sonnenwinkel,
233362461,2,,residential,30,5,False,False,40.361000000000004,"LINESTRING (8.4855518 52.2576051, 8.4854038 52.2573334, 8.485419 52.2572574)",Schlinkweg,
22766616,2,,living_street,,8,False,True,132.739,"LINESTRING (8.4824049 52.2545402, 8.4832182 52.2546965, 8.4838669 52.2549087, 8.4840104 52.2549204, 8.4842238 52.2548951)",Parkstraße,
22767144,2,,living_street,,8,False,False,103.20400000000001,"LINESTRING (8.4824049 52.2545402, 8.4816811 52.2543815, 8.4815993 52.2543181, 8.4812854 52.2542535, 8.4810862 52.2541294)",Parkstraße,
"[232102019, 232102020]",2,,"['living_street', 'residential']",30,"['7', '4.9']",False,"[False, True]",62.272999999999996,"LINESTRING (8.4824049 52.2545402, 8.4824359 52.2544759, 8.482623 52.2539964)",Im Osterfeld,
"[232102020, 22766703]",2,,"['living_street', 'residential']",30,"['7', '4']",False,"[False, True]",79.909,"LINESTRING (8.4824049 52.2545402, 8.482385 52.2545831, 8.4820696 52.2552289)",Im Osterfeld,
222629021,2,,living_street,,8,False,False,6.47,"LINESTRING (8.4810862 52.2541294, 8.4809939 52.2541155)",Parkstraße,
22767144,2,,living_street,,8,False,True,103.20400000000001,"LINESTRING (8.4810862 52.2541294, 8.4812854 52.2542535, 8.4815993 52.2543181, 8.4816811 52.2543815, 8.4824049 52.2545402)",Parkstraße,
"[230444148, 22766791]",2,,"['living_street', 'residential']",30,"['9', '4.7']",False,"[False, True]",174.25400000000002,"LINESTRING (8.4810862 52.2541294, 8.4811845 52.2539576, 8.4812497 52.253951, 8.4812742 52.2539064, 8.4813286 52.253805, 8.4814461 52.253584, 8.481466 52.2535429, 8.4815984 52.2532762, 8.4816121 52.2532489, 8.4817556 52.252969, 8.4818848 52.2527026, 8.4819044 52.2526676)","['Parkstraße', 'An den Seppen']",
227671810,2,,unclassified,30,3.7,False,True,11.4,"LINESTRING (8.485419 52.2572574, 8.4852548 52.2572372)",Alte Dorfstraße,
230574155,2,,unclassified,30,3.7,False,False,64.332,"LINESTRING (8.485419 52.2572574, 8.4863614 52.2573016)",Alte Dorfstraße,
233362461,2,,residential,30,5,False,True,40.361000000000004,"LINESTRING (8.485419 52.2572574, 8.4854038 52.2573334, 8.4855518 52.2576051)",Schlinkweg,
22766752,2,,residential,30,6,False,True,9.017,"LINESTRING (8.4820303 52.2526928, 8.4819044 52.2526676)",Westerbergstraße,
22766514,2,,residential,30,3.5,False,True,9.273,"LINESTRING (8.4820303 52.2526928, 8.482064 52.2526458, 8.4821 52.2526225)",Westerbergstraße,
22766752,2,,residential,30,6,False,False,80.25999999999999,"LINESTRING (8.4820303 52.2526928, 8.4821989 52.2527402, 8.4825437 52.2528621, 8.482792 52.2529471, 8.483078 52.2530217)",Westerbergstraße,
22766514,2,,residential,30,3.5,False,False,9.273,"LINESTRING (8.4821 52.2526225, 8.482064 52.2526458, 8.4820303 52.2526928)",Westerbergstraße,
230574155,2,,unclassified,30,3.7,False,True,64.332,"LINESTRING (8.4863614 52.2573016, 8.485419 52.2572574)",Alte Dorfstraße,
233367159,2,,unclassified,30,6.3,False,False,84.994,"LINESTRING (8.4863614 52.2573016, 8.4876063 52.2573614)",Alte Dorfstraße,
22766537,2,,residential,30,3,False,False,61.084999999999994,"LINESTRING (8.4863614 52.2573016, 8.4865549 52.2569485, 8.4865197 52.2567729)",Wiesenweg,
22767181,2,,residential,30,3.4,False,False,129.55,"LINESTRING (8.4876063 52.2573614, 8.4874454 52.2562005)",Am Kurpark,
230444157,2,,unclassified,30,6,False,False,49.29,"LINESTRING (8.4876063 52.2573614, 8.4883294 52.2573854)",Alte Dorfstraße,
233367159,2,,unclassified,30,6.3,False,True,84.994,"LINESTRING (8.4876063 52.2573614, 8.4863614 52.2573016)",Alte Dorfstraße,
"[232633352, 22766806]",2,,residential,30,3.5,False,False,168.159,"LINESTRING (8.4848258 52.255764, 8.4851195 52.2563738, 8.4850976 52.2567632, 8.485267 52.2571974, 8.4852548 52.2572372)",Hambachweg,
"[233601584, 22766986]",2,,residential,30,3,False,False,167.18200000000002,"LINESTRING (8.4848258 52.255764, 8.4835325 52.2560938, 8.4832437 52.2561594, 8.4830573 52.2561758, 8.4828791 52.2561928, 8.4827569 52.256221, 8.4826845 52.2562546, 8.4826241 52.2563014, 8.4825953 52.2563333)",Zur Wehme,
"[231338872, 223822158]",2,,living_street,,3,False,True,105.754,"LINESTRING (8.4848258 52.255764, 8.4848038 52.2556865, 8.4847332 52.2555193, 8.484621 52.2553368, 8.4845425 52.2552511, 8.4844145 52.2551283, 8.4842238 52.2548951)",Hambachweg,
22767181,2,,residential,30,3.4,False,True,129.55,"LINESTRING (8.4874454 52.2562005, 8.4876063 52.2573614)",Am Kurpark,
22767254,2,,residential,30,3.2,False,False,51.648,"LINESTRING (8.4874454 52.2562005, 8.487379 52.2557378)",Am Kurpark,
223820230,2,,residential,30,7.5,False,False,138.267,"LINESTRING (8.4874454 52.2562005, 8.4876251 52.2561709, 8.4882595 52.2561414, 8.4883654 52.2561561, 8.4884204 52.2561857, 8.488462 52.256221, 8.4884861 52.2563252, 8.4885377 52.2566892, 8.4885317 52.2568038)",Am Kurpark,
223820230,2,,residential,30,7.5,False,True,138.267,"LINESTRING (8.4885317 52.2568038, 8.4885377 52.2566892, 8.4884861 52.2563252, 8.488462 52.256221, 8.4884204 52.2561857, 8.4883654 52.2561561, 8.4882595 52.2561414, 8.4876251 52.2561709, 8.4874454 52.2562005)",Am Kurpark,
22766932,2,,living_street,,2,False,True,46.311,"LINESTRING (8.4856533 52.2521412, 8.4853699 52.2523034, 8.4852442 52.252465)",Weidenbrink,
22766899,2,,living_street,,2.2,False,True,32.617,"LINESTRING (8.485234 52.2517674, 8.4848784 52.251964)",Weidenbrink,
22766812,2,,living_street,,5.2,False,False,45.989,"LINESTRING (8.4848784 52.251964, 8.484423 52.2516585)",Weidenbrink,
22766899,2,,living_street,,2.2,False,False,32.617,"LINESTRING (8.4848784 52.251964, 8.485234 52.2517674)",Weidenbrink,
22766812,2,,living_street,,5.2,False,True,65.111,"LINESTRING (8.4848784 52.251964, 8.4850207 52.2520693, 8.4850537 52.2521053, 8.485069 52.2521679, 8.4850663 52.2522869, 8.485077 52.2523633, 8.4850958 52.2523895, 8.4851481 52.2524298, 8.4852442 52.252465)",Weidenbrink,
"[22766937, 22766812]",2,,living_street,,"['5.2', '2.2']",False,True,58.262,"LINESTRING (8.4838474 52.251614, 8.4841506 52.2514438, 8.4842582 52.2515191, 8.484423 52.2516585)",Weidenbrink,
22766812,2,,living_street,,5.2,False,False,65.111,"LINESTRING (8.4852442 52.252465, 8.4851481 52.2524298, 8.4850958 52.2523895, 8.485077 52.2523633, 8.4850663 52.2522869, 8.485069 52.2521679, 8.4850537 52.2521053, 8.4850207 52.2520693, 8.4848784 52.251964)",Weidenbrink,
22766812,2,,living_street,,5.2,False,True,58.956,"LINESTRING (8.4852442 52.252465, 8.4858341 52.2526442, 8.4859051 52.2527161, 8.4859378 52.2527542)",Weidenbrink,
22766932,2,,living_street,,2,False,False,46.311,"LINESTRING (8.4852442 52.252465, 8.4853699 52.2523034, 8.4856533 52.2521412)",Weidenbrink,
22766812,2,,living_street,,5.2,False,True,45.989,"LINESTRING (8.484423 52.2516585, 8.4848784 52.251964)",Weidenbrink,
22766904,2,,living_street,,2.2,False,False,67.441,"LINESTRING (8.484423 52.2516585, 8.4851461 52.2512439)",Weidenbrink,
"[22766937, 22766812]",2,,living_street,,"['5.2', '2.2']",False,False,58.262,"LINESTRING (8.484423 52.2516585, 8.4842582 52.2515191, 8.4841506 52.2514438, 8.4838474 52.251614)",Weidenbrink,
230444157,2,,unclassified,30,6,False,True,49.29,"LINESTRING (8.4883294 52.2573854, 8.4876063 52.2573614)",Alte Dorfstraße,
22766718,2,,residential,30,3.5,False,False,33.803,"LINESTRING (8.4789148 52.2521265, 8.4784458 52.2520266)",Amtshausstraße,
22766566,,,residential,30,3.5,False,False,129.597,"LINESTRING (8.4789148 52.2521265, 8.4786881 52.2525107, 8.4785819 52.2525651, 8.4784298 52.2525747, 8.4780151 52.2524885, 8.4777915 52.252523, 8.4775493 52.2526048)",Amtshausstraße,
22766566,,,residential,30,3.5,False,True,45.059,"LINESTRING (8.4789148 52.2521265, 8.4790601 52.2518746, 8.4791343 52.2517442)",Amtshausstraße,
22766812,2,,living_street,,5.2,False,False,58.956,"LINESTRING (8.4859378 52.2527542, 8.4859051 52.2527161, 8.4858341 52.2526442, 8.4852442 52.252465)",Weidenbrink,
"[360209757, 249768814]",2,,unclassified,30,5.6,False,False,61.399,"LINESTRING (8.4859378 52.2527542, 8.4861357 52.2526708, 8.4863652 52.2525781, 8.4865132 52.2525116, 8.4866771 52.2524381)",Westerbergstraße,
"[249768814, 223960326]",2,,unclassified,30,5.6,False,True,145.011,"LINESTRING (8.4859378 52.2527542, 8.4857252 52.2528229, 8.4855285 52.2528801, 8.4854258 52.2529096, 8.4851455 52.2529656, 8.4849023 52.2530126, 8.4846628 52.2530468, 8.4842912 52.253077, 8.4839042 52.2530942)",Westerbergstraße,
22766718,2,,residential,30,3.5,False,True,33.803,"LINESTRING (8.4784458 52.2520266, 8.4789148 52.2521265)",Amtshausstraße,
22766858,2,,residential,30,3.5,False,False,42.87,"LINESTRING (8.4791343 52.2517442, 8.4785413 52.2516144)",Amtshausstraße,
22766566,,,residential,30,3.5,False,False,45.059,"LINESTRING (8.4791343 52.2517442, 8.4790601 52.2518746, 8.4789148 52.2521265)",Amtshausstraße,
"[224482716, 22766566]",,,residential,30,"['4.5', '3.5']",False,"[False, True]",126.46400000000001,"LINESTRING (8.4791343 52.2517442, 8.4793353 52.251406, 8.479376 52.2513477, 8.4794473 52.2513037, 8.4795534 52.2513004, 8.4799287 52.2513635, 8.480089 52.2514005, 8.4804813 52.2514428)",Amtshausstraße,
22766858,2,,residential,30,3.5,False,True,42.87,"LINESTRING (8.4785413 52.2516144, 8.4791343 52.2517442)",Amtshausstraße,
232633351,2,,residential,30,4.7,False,True,192.83800000000002,"LINESTRING (8.4846352 52.2506504, 8.4843683 52.250776, 8.4832411 52.2509814, 8.4827038 52.2511974, 8.4821377 52.251425)",Zur Kirchbreite,
22776065,2,L 775,secondary,100,7.5,False,False,141.2,"LINESTRING (8.4805502 52.2499378, 8.4803335 52.249965, 8.4801058 52.2500083, 8.4799199 52.2500853, 8.4797576 52.2501708, 8.4796214 52.2503107, 8.4795123 52.2504588, 8.479445 52.2506111, 8.4793648 52.2508428)",,
"[22776064, 223958083, 22791284, 233811323]",2,,unclassified,"['50', '30']","['8', '3.7']",False,True,168.58400000000003,"LINESTRING (8.4805502 52.2499378, 8.4805826 52.2500933, 8.4806396 52.2504014, 8.4806474 52.2507152, 8.4806167 52.2509559, 8.4805921 52.2510649, 8.4805743 52.2511379, 8.4805606 52.2511879, 8.4804813 52.2514428)",Heerstraße,
"[232797522, 232797523, 160507869]",2,L 876,secondary,70,"['7', '8', '10']",False,False,262.723,"LINESTRING (8.4847736 52.2503754, 8.485348 52.2501756, 8.4857244 52.2500465, 8.4862088 52.2499161, 8.4865574 52.2498351, 8.4873305 52.2496727, 8.4876273 52.2496049, 8.4883078 52.2494414)",Bünder Straße,
