osmid,oneway,name,highway,reversed,length,lanes,ref,maxspeed,geometry,width,bridge,access,junction,tunnel
178608188,False,Mühlener Straße,secondary,True,40.684,2,L 370,50,"LINESTRING (8.6960457 48.4461524, 8.6959336 48.4460688, 8.6958974 48.4460401, 8.6958085 48.4459597, 8.6957156 48.4458604)",,,,,
1226162989,False,Mühlener Straße,secondary,False,99.904,2,L 370,50,"LINESTRING (8.6960457 48.4461524, 8.6961619 48.4462098, 8.6964047 48.4463013, 8.696567 48.4463605, 8.696812 48.4464655, 8.6969242 48.4465253, 8.6970266 48.4465906, 8.6971294 48.4466783)",,,,,
178608188,False,Mühlener Straße,secondary,False,54.911,2,L 370,50,"LINESTRING (8.69355 48.444694, 8.6942922 48.4446556)",,,,,
178608188,False,Mühlener Straße,secondary,True,30.853,2,L 370,50,"LINESTRING (8.69355 48.444694, 8.69337 48.4447066, 8.6933139 48.4447153, 8.6931646 48.4447816)",,,,,
180242015,False,Reibegäßle,residential,False,48.789,,,20,"LINESTRING (8.69355 48.444694, 8.6935207 48.4444654, 8.693732 48.4443099)",,,,,
24690613,False,Altheimer Straße,tertiary,False,41.489000000000004,,,30,"LINESTRING (8.6861615 48.4462309, 8.6861163 48.4462308, 8.6859966 48.4462271, 8.6858761 48.4462339, 8.6857267 48.446251, 8.6856043 48.4462676)",,,,,
24690613,False,Altheimer Straße,tertiary,True,184.236,,,30,"LINESTRING (8.6861615 48.4462309, 8.6862675 48.4462212, 8.6863587 48.4462036, 8.6864633 48.4461817, 8.686647 48.4461456, 8.6878107 48.4459096, 8.6882763 48.4457967, 8.6885355 48.4457231)",,,,,
36956222,False,Altheimer Straße,residential,False,122.143,,,,"LINESTRING (8.6861615 48.4462309, 8.6861337 48.4463159, 8.6860888 48.4463305, 8.6858613 48.4464096, 8.6856241 48.4464811, 8.6853502 48.4465679, 8.6851207 48.4466518, 8.6849919 48.446701, 8.6849042 48.4467164, 8.6847518 48.4467208)",,,permissive,,
24690613,False,Altheimer Straße,tertiary,False,22.902,,,30,"LINESTRING (8.6848947 48.446538, 8.6848379 48.4466081, 8.6848008 48.4466598, 8.6847518 48.4467208)",,,,,
24690613,False,Altheimer Straße,tertiary,True,13.572,,,30,"LINESTRING (8.6848947 48.446538, 8.6849116 48.4465256, 8.6850296 48.4464551)",,,,,
24842853,False,Mühlgäßle,living_street,True,84.38699999999999,,,,"LINESTRING (8.6924586 48.4438231, 8.6923893 48.4438215, 8.6922888 48.4438479, 8.6921152 48.4438947, 8.6919558 48.4439881, 8.6918331 48.4440315, 8.6916394 48.4440759, 8.6915346 48.4441147, 8.6914481 48.4441512)",,,,,
1052028283,True,Mühlgäßle,living_street,False,16.91,,,,"LINESTRING (8.6924586 48.4438231, 8.6925816 48.4438834, 8.6926297 48.4439227)",,,,,
24843863,False,Saarstraße,residential,True,63.04,,,20,"LINESTRING (8.6938299 48.444259, 8.6936061 48.4441083, 8.6932206 48.4438615)",,,,,
34916914,True,Reibegäßle,residential,False,42.957,,,20,"LINESTRING (8.6938299 48.444259, 8.6940436 48.4441253, 8.6942416 48.443986)",,,,,
"[34916913, 33086366, 202460087]",True,Reibegäßle,residential,False,38.062,,,20,"LINESTRING (8.6942416 48.443986, 8.6943947 48.4439142, 8.6945327 48.4438538, 8.6946719 48.4437973)",,,,,
24529995,True,Reibegäßle,residential,False,69.991,,,20,"LINESTRING (8.6937184 48.4434715, 8.6939485 48.4436674, 8.693971 48.4437534, 8.6942416 48.443986)",,,,,
24621956,False,Saarstraße,residential,True,58.382000000000005,,,20,"LINESTRING (8.6937184 48.4434715, 8.6934006 48.4436576, 8.6933145 48.4437012, 8.6932206 48.4438615)",,,,,
"[222902843, 24556164]",False,"['Reibegäßle', 'Florianstraße']",residential,True,399.814,,,30,"LINESTRING (8.6971294 48.4466783, 8.6971674 48.4466631, 8.6972448 48.4466259, 8.6973559 48.4465559, 8.6973705 48.4465367, 8.6973974 48.446477, 8.6973646 48.4464048, 8.697274 48.4463377, 8.6971721 48.4462732, 8.6970077 48.4461481, 8.6969096 48.4460753, 8.6968522 48.4460263, 8.6967039 48.4459027, 8.6965505 48.4457513, 8.6964552 48.445622, 8.6964202 48.4455137, 8.6963875 48.4453825, 8.6963627 48.44531, 8.6961169 48.4450436, 8.6960049 48.4449203, 8.6959086 48.4448664, 8.6957907 48.4448377, 8.6956633 48.4448031, 8.6955303 48.4447496, 8.6954868 48.4447271, 8.6954112 48.4446571, 8.6951495 48.4443413, 8.6951064 48.444293, 8.6948998 48.4440511, 8.694772 48.4439041, 8.6946719 48.4437973)",,,,,
1226162989,False,Mühlener Straße,secondary,True,99.904,2,L 370,50,"LINESTRING (8.6971294 48.4466783, 8.6970266 48.4465906, 8.6969242 48.4465253, 8.696812 48.4464655, 8.696567 48.4463605, 8.6964047 48.4463013, 8.6961619 48.4462098, 8.6960457 48.4461524)",,,,,
36861087,False,Mühlener Torweg,living_street,True,37.119,,,30,"LINESTRING (8.6957156 48.4458604, 8.6955251 48.4459055, 8.6952287 48.4459402)",,,,,
178608188,False,Mühlener Straße,secondary,False,40.684000000000005,2,L 370,50,"LINESTRING (8.6957156 48.4458604, 8.6958085 48.4459597, 8.6958974 48.4460401, 8.6959336 48.4460688, 8.6960457 48.4461524)",,,,,
178608188,False,Mühlener Straße,secondary,True,186.58500000000004,2,L 370,50,"LINESTRING (8.6957156 48.4458604, 8.695323 48.4452312, 8.6951752 48.444985, 8.6949769 48.4447877, 8.6948514 48.4447147, 8.6946435 48.4446529, 8.6942922 48.4446556)",,,,,
178608188,False,Mühlener Straße,secondary,True,54.911,2,L 370,50,"LINESTRING (8.6942922 48.4446556, 8.69355 48.444694)",,,,,
164473474,True,Mühlener Torweg,living_street,False,195.484,,,,"LINESTRING (8.6942922 48.4446556, 8.6942484 48.4448466, 8.6941229 48.4449742, 8.6942518 48.4453138, 8.694296 48.4455068, 8.6943792 48.4456841, 8.6944664 48.4457968, 8.6945465 48.4458532, 8.6946514 48.4458956, 8.6948038 48.4459334, 8.6949743 48.4459607, 8.6950655 48.4459641, 8.6952287 48.4459402)",,,,,
178608188,False,Mühlener Straße,secondary,False,186.58499999999998,2,L 370,50,"LINESTRING (8.6942922 48.4446556, 8.6946435 48.4446529, 8.6948514 48.4447147, 8.6949769 48.4447877, 8.6951752 48.444985, 8.695323 48.4452312, 8.6957156 48.4458604)",,,,,
"[389097263, 389097264, 35026545, 180242013, 180242014]",True,"['Schillerstraße', 'Reibegäßle']",residential,False,53.358000000000004,,,20,"LINESTRING (8.6932184 48.4432002, 8.6933598 48.4431726, 8.6934028 48.4432101, 8.6935159 48.4433085, 8.6935302 48.443321, 8.6937184 48.4434715)",,yes,,,
953318123,False,Schillerstraße,residential,True,162.265,,,20,"LINESTRING (8.6932184 48.4432002, 8.6928799 48.4432711, 8.692463 48.4433762, 8.6921831 48.4434637, 8.6914824 48.443531, 8.6912692 48.4435417, 8.6912343 48.4435443, 8.6911919 48.4435477, 8.6911024 48.4435527)",4,,,,
85326717,False,Marktplatz,residential,False,113.84200000000001,,,,"LINESTRING (8.6883172 48.4449605, 8.6881346 48.4449728, 8.6880182 48.4449817, 8.6879556 48.4450049, 8.687926 48.4450178, 8.6871939 48.4453256, 8.6869614 48.4454151)",,,,,
"[290651868, 85326717]",False,"['Marktstraße', 'Marktplatz']","['residential', 'living_street']",True,139.006,,,20,"LINESTRING (8.6883172 48.4449605, 8.6886868 48.4448924, 8.6889028 48.4448515, 8.6891774 48.4448125, 8.6893059 48.4447899, 8.6894735 48.4447693, 8.6896124 48.4447537, 8.6897624 48.4447546, 8.6899392 48.4447478, 8.6900635 48.4447465, 8.6901243 48.4447445, 8.6901632 48.4447455)",,,,,
"[55784601, 232858658]",False,"['Wintergasse', 'Marktplatz']",residential,True,231.245,,,,"LINESTRING (8.6883172 48.4449605, 8.6882772 48.4450585, 8.6882099 48.4451012, 8.6881356 48.4451551, 8.6879833 48.445215, 8.6879503 48.4452366, 8.6879378 48.4452879, 8.6879439 48.4453021, 8.6879712 48.4453306, 8.6880389 48.4453393, 8.6882725 48.4452916, 8.688457 48.4452576, 8.6886908 48.445212, 8.6888996 48.4451794, 8.6892194 48.4451325, 8.6893234 48.445117, 8.6900876 48.4450322, 8.6903017 48.4449731)",,,,,
24690613,False,Altheimer Straße,tertiary,False,13.572,,,30,"LINESTRING (8.6850296 48.4464551, 8.6849116 48.4465256, 8.6848947 48.446538)",,,,,
24690613,False,Altheimer Straße,tertiary,True,47.522000000000006,,,30,"LINESTRING (8.6850296 48.4464551, 8.6851273 48.4464138, 8.6852511 48.4463673, 8.6854277 48.4463033, 8.685517 48.4462815, 8.6856043 48.4462676)",,,,,
"[85326656, 85326717, 178608183]",False,"['Bußgasse', 'Marktplatz']","['residential', 'living_street']","[False, True]",200.293,,,,"LINESTRING (8.6850296 48.4464551, 8.684987 48.4463558, 8.68496 48.4462856, 8.6849626 48.4462474, 8.6849803 48.4462173, 8.6850169 48.4461798, 8.6850679 48.4461411, 8.6851316 48.4461027, 8.6856495 48.4458594, 8.6857505 48.4458164, 8.6858256 48.4457906, 8.6859122 48.4457655, 8.6862956 48.4456727, 8.6864304 48.4456263, 8.6865521 48.445585, 8.6867957 48.4454862, 8.6868769 48.4454535, 8.6869614 48.4454151)",,,,,
24831840,False,Oberamteigasse,residential,False,43.986999999999995,,,,"LINESTRING (8.6869614 48.4454151, 8.6869027 48.4451553, 8.6868955 48.4451284, 8.6868881 48.4450509, 8.6868874 48.445023)",,,,,
"[85326656, 85326717, 178608183]",False,"['Bußgasse', 'Marktplatz']","['residential', 'living_street']","[False, True]",200.293,,,,"LINESTRING (8.6869614 48.4454151, 8.6868769 48.4454535, 8.6867957 48.4454862, 8.6865521 48.445585, 8.6864304 48.4456263, 8.6862956 48.4456727, 8.6859122 48.4457655, 8.6858256 48.4457906, 8.6857505 48.4458164, 8.6856495 48.4458594, 8.6851316 48.4461027, 8.6850679 48.4461411, 8.6850169 48.4461798, 8.6849803 48.4462173, 8.6849626 48.4462474, 8.68496 48.4462856, 8.684987 48.4463558, 8.6850296 48.4464551)",,,,,
85326717,False,Marktplatz,residential,True,113.842,,,,"LINESTRING (8.6869614 48.4454151, 8.6871939 48.4453256, 8.687926 48.4450178, 8.6879556 48.4450049, 8.6880182 48.4449817, 8.6881346 48.4449728, 8.6883172 48.4449605)",,,,,
27356698,False,Burgstall,living_street,False,176.572,,,,"LINESTRING (8.6901632 48.4447455, 8.6907031 48.4447595, 8.6908864 48.4447694, 8.6912235 48.4447185, 8.6916987 48.4447137, 8.691753 48.4447204, 8.6918165 48.4447304, 8.6920165 48.4448084, 8.6920229 48.4448466, 8.692006 48.4448832, 8.6918512 48.4450683, 8.6918396 48.4451083)",,,,,
"[290651868, 85326717]",False,"['Marktstraße', 'Marktplatz']","['living_street', 'residential']",False,139.006,,,20,"LINESTRING (8.6901632 48.4447455, 8.6901243 48.4447445, 8.6900635 48.4447465, 8.6899392 48.4447478, 8.6897624 48.4447546, 8.6896124 48.4447537, 8.6894735 48.4447693, 8.6893059 48.4447899, 8.6891774 48.4448125, 8.6889028 48.4448515, 8.6886868 48.4448924, 8.6883172 48.4449605)",,,,,
290651868,False,Marktstraße,living_street,True,27.47,,,20,"LINESTRING (8.6901632 48.4447455, 8.6901816 48.4447886, 8.6902008 48.4448437, 8.6902477 48.4449019, 8.6903017 48.4449731)",,,,,
27356698,False,Burgstall,living_street,True,176.572,,,,"LINESTRING (8.6918396 48.4451083, 8.6918512 48.4450683, 8.692006 48.4448832, 8.6920229 48.4448466, 8.6920165 48.4448084, 8.6918165 48.4447304, 8.691753 48.4447204, 8.6916987 48.4447137, 8.6912235 48.4447185, 8.6908864 48.4447694, 8.6907031 48.4447595, 8.6901632 48.4447455)",,,,,
"[1078289481, 24685082, 157562654]",False,Weingasse,"['living_street', 'residential']",True,393.35999999999996,,,30,"LINESTRING (8.694768 48.4470044, 8.6947456 48.4469192, 8.6947272 48.4468761, 8.6945705 48.4467198, 8.6942438 48.4464973, 8.694023 48.4463737, 8.6940008 48.4463671, 8.6939232 48.4463442, 8.6938253 48.4463208, 8.6936512 48.4462909, 8.6933523 48.4462577, 8.6932923 48.4462526, 8.6931737 48.4462491, 8.6930378 48.446245, 8.6922331 48.4463096, 8.6914743 48.4463076, 8.6911344 48.4463731, 8.6908978 48.4464208, 8.6907299 48.4464546, 8.6904192 48.4465147, 8.690404 48.4465177, 8.6903449 48.4465291, 8.6903258 48.4465328, 8.6902944 48.4465337, 8.6900095 48.4465416)",,,,,
24969687,True,Dammstraße,primary,False,25.012999999999998,1,L 424,50,"LINESTRING (8.6849271 48.4416841, 8.6851168 48.4417323, 8.6852481 48.4417557)",,,,,
23449825,True,,primary,False,31.685,1,L 398,50,"LINESTRING (8.6854784 48.4420096, 8.685407 48.4420127, 8.6853374 48.4420014, 8.6852762 48.4419767, 8.685229 48.441941, 8.6852001 48.4418976, 8.6851922 48.4418504)",,,,roundabout,
23449825,True,,primary,False,11.467,1,L 398,50,"LINESTRING (8.6851922 48.4418504, 8.6852082 48.4417999, 8.6852481 48.4417557)",,,,roundabout,
23449826,True,Dammstraße,primary,False,27.058,1,L 424,50,"LINESTRING (8.6851922 48.4418504, 8.6850746 48.4417935, 8.6849271 48.4416841)",,,,,
23449825,True,,primary,False,31.526,1,L 398,50,"LINESTRING (8.6852481 48.4417557, 8.6853019 48.4417247, 8.6853672 48.4417058, 8.685438 48.4417007, 8.6855079 48.4417099, 8.6855704 48.4417325, 8.68562 48.4417664)",,,,roundabout,
1052028284,False,Lindenstraße,residential,True,4.181,,,,"LINESTRING (8.6890206 48.4426782, 8.6890348 48.4426418)",,,,,
36861087,False,Mühlener Torweg,living_street,False,37.119,,,30,"LINESTRING (8.6952287 48.4459402, 8.6955251 48.4459055, 8.6957156 48.4458604)",,,,,
164473490,False,,unclassified,True,65.026,,,,"LINESTRING (8.6940728 48.4449841, 8.6937732 48.4450683, 8.6933358 48.4450585, 8.6932189 48.4450454)",,,,,
24414550,True,Starzelbachweg,residential,False,204.19500000000002,,,,"LINESTRING (8.6962618 48.4467444, 8.6965234 48.4470661, 8.6966777 48.4472501, 8.6967511 48.4473225, 8.6968741 48.4474438, 8.6970885 48.4476445, 8.6973038 48.4478202, 8.6973143 48.447824, 8.6974835 48.4478858, 8.697846 48.4480219, 8.6980193 48.4481055)",,,,,
24563043,False,Starzelbachweg,unclassified,False,155.804,,,,"LINESTRING (8.6962618 48.4467444, 8.6960445 48.4468283, 8.6957399 48.4469676, 8.6957378 48.4469865, 8.6957098 48.4472369, 8.6956975 48.4473465, 8.695663 48.4476423, 8.6956948 48.4478384, 8.6957969 48.4479315)",,,,,
24566666,True,,residential,False,25.249,,,,"LINESTRING (8.6883518 48.4455315, 8.6885355 48.4457231)",,,,,
195387509,True,Grabenbachgasse,residential,False,141.115,,,,"LINESTRING (8.6883518 48.4455315, 8.6888657 48.4454244, 8.6896673 48.4452981, 8.6902097 48.4452353)",,,,,
24690613,False,Altheimer Straße,tertiary,False,184.236,,,30,"LINESTRING (8.6885355 48.4457231, 8.6882763 48.4457967, 8.6878107 48.4459096, 8.686647 48.4461456, 8.6864633 48.4461817, 8.6863587 48.4462036, 8.6862675 48.4462212, 8.6861615 48.4462309)",,,,,
24690613,False,Altheimer Straße,tertiary,True,144.838,,,30,"LINESTRING (8.6885355 48.4457231, 8.6895782 48.4454719, 8.6898608 48.4454415, 8.6902364 48.4454037, 8.6903273 48.445393, 8.6904231 48.4453919)",,,,,
195387509,True,Grabenbachgasse,residential,False,155.099,,,,"LINESTRING (8.6863541 48.4459589, 8.6864774 48.4459346, 8.6866979 48.4458882, 8.6874479 48.445723, 8.6878702 48.4456625, 8.6883518 48.4455315)",,,,,
685302183,True,Grabenbachgasse,residential,False,68.507,,,,"LINESTRING (8.6863541 48.4459589, 8.6862067 48.4459875, 8.6860636 48.4460216, 8.6858057 48.4461061, 8.6856691 48.4461745, 8.6856084 48.4462177, 8.6856043 48.4462676)",,,,,
24831840,False,Oberamteigasse,residential,True,43.986999999999995,,,,"LINESTRING (8.6868874 48.445023, 8.6868881 48.4450509, 8.6868955 48.4451284, 8.6869027 48.4451553, 8.6869614 48.4454151)",,,,,
246901286,False,Isenburger Straße,tertiary,False,14.487,,K 4764,,"LINESTRING (8.692676 48.4416992, 8.6928226 48.4417859)",,,,,
24599933,False,Ziegelburgstraße,residential,False,423.942,,,50,"LINESTRING (8.692676 48.4416992, 8.6926328 48.4417202, 8.6925533 48.4417211, 8.6924578 48.441688, 8.6922646 48.4415958, 8.6922 48.4415762, 8.6921221 48.4415629, 8.6920255 48.4415583, 8.6918817 48.4415537, 8.6917547 48.4415599, 8.6916782 48.4415972, 8.6916246 48.4416507, 8.6915997 48.4416912, 8.6915928 48.4417375, 8.6916158 48.44179, 8.6916522 48.4418232, 8.6916943 48.4418451, 8.6917312 48.4418563, 8.6918067 48.4418735, 8.6920346 48.4419081, 8.6924237 48.4419603, 8.6930412 48.4420586, 8.6942245 48.4422972, 8.6944231 48.4423396, 8.6956827 48.442732)",,,,,
117959878,False,Saarstraße,residential,False,44.39,,,20,"LINESTRING (8.6926297 48.4439227, 8.6927999 48.4438895, 8.6928408 48.4438794, 8.6932206 48.4438615)",,,,,
193727491,False,Mühlgäßle,living_street,False,65.441,,,,"LINESTRING (8.6926297 48.4439227, 8.6926118 48.444066, 8.6925742 48.4443141, 8.6924816 48.4444503, 8.6924531 48.4444922)",,,,,
24748934,True,Reibegäßle,residential,False,9.175,,,20,"LINESTRING (8.693732 48.4443099, 8.6938299 48.444259)",,,,,
180242015,False,Reibegäßle,residential,True,48.789,,,20,"LINESTRING (8.693732 48.4443099, 8.6935207 48.4444654, 8.69355 48.444694)",,,,,
24621956,False,Saarstraße,residential,False,58.382,,,20,"LINESTRING (8.6932206 48.4438615, 8.6933145 48.4437012, 8.6934006 48.4436576, 8.6937184 48.4434715)",,,,,
24843863,False,Saarstraße,residential,False,63.04,,,20,"LINESTRING (8.6932206 48.4438615, 8.6936061 48.4441083, 8.6938299 48.444259)",,,,,
117959878,False,Saarstraße,residential,True,44.39,,,20,"LINESTRING (8.6932206 48.4438615, 8.6928408 48.4438794, 8.6927999 48.4438895, 8.6926297 48.4439227)",,,,,
24599933,False,Ziegelburgstraße,residential,True,423.942,,,50,"LINESTRING (8.6956827 48.442732, 8.6944231 48.4423396, 8.6942245 48.4422972, 8.6930412 48.4420586, 8.6924237 48.4419603, 8.6920346 48.4419081, 8.6918067 48.4418735, 8.6917312 48.4418563, 8.6916943 48.4418451, 8.6916522 48.4418232, 8.6916158 48.44179, 8.6915928 48.4417375, 8.6915997 48.4416912, 8.6916246 48.4416507, 8.6916782 48.4415972, 8.6917547 48.4415599, 8.6918817 48.4415537, 8.6920255 48.4415583, 8.6921221 48.4415629, 8.6922 48.4415762, 8.6922646 48.4415958, 8.6924578 48.441688, 8.6925533 48.4417211, 8.6926328 48.4417202, 8.692676 48.4416992)",,,,,
"[424275490, 199495307, 24873172, 24567565]",False,"['Neckarstraße', 'Ihlinger Straße']","['living_street', 'residential']",False,135.718,,,30,"LINESTRING (8.6876822 48.4442936, 8.6873887 48.4442987, 8.6870407 48.4442755, 8.6867698 48.4442146, 8.6865875 48.4441753, 8.6864626 48.4441525, 8.6863599 48.4441352, 8.6860024 48.4440744, 8.6858903 48.4440595)",3.8,,,,building_passage
490757365,False,Grabenbachgasse,residential,True,22.733,,,,"LINESTRING (8.6902097 48.4452353, 8.6903003 48.4452312, 8.6905168 48.4452181)",,,,,
178608192,False,Schillerstraße,residential,False,250.353,,,,"LINESTRING (8.6870696 48.443809, 8.687369 48.443777, 8.6875733 48.4437651, 8.6877779 48.4437532, 8.6879984 48.4437404, 8.6882147 48.4437278, 8.6887933 48.4436923, 8.6902487 48.4435995, 8.6904467 48.4435887)",,,,,
24690613,False,Altheimer Straße,tertiary,True,22.902,,,30,"LINESTRING (8.6847518 48.4467208, 8.6848008 48.4466598, 8.6848379 48.4466081, 8.6848947 48.446538)",,,,,
36956222,False,Altheimer Straße,residential,True,122.143,,,,"LINESTRING (8.6847518 48.4467208, 8.6849042 48.4467164, 8.6849919 48.446701, 8.6851207 48.4466518, 8.6853502 48.4465679, 8.6856241 48.4464811, 8.6858613 48.4464096, 8.6860888 48.4463305, 8.6861337 48.4463159, 8.6861615 48.4462309)",,,permissive,,
"[180145896, 462678210]",False,Hornaustraße,primary,False,23.927,3,B 32,50,"LINESTRING (8.6907091 48.4427276, 8.6908989 48.4426966, 8.6909607 48.4426876, 8.6910241 48.4426763)",,,,,
"[184944851, 953318125, 184944854]",False,Christophorusbrücken,primary,True,96.271,3,B 32,"['50', '30']","LINESTRING (8.6907091 48.4427276, 8.6907565 48.442859, 8.69077 48.4428879, 8.690781 48.4429113, 8.6908889 48.4431266, 8.6909406 48.4432307, 8.6909961 48.4433409, 8.691047 48.4434422, 8.6911024 48.4435527)",,yes,,,
