osmid,lanes,ref,highway,maxspeed,junction,oneway,reversed,length,geometry,name,width,bridge
"[26216663, 546180447]",,,residential,30,,True,False,219.937,"LINESTRING (13.3939268 51.5147299, 13.3944304 51.5147303, 13.3948036 51.5147219, 13.394973 51.5146434, 13.395287 51.5145014, 13.3957071 51.5143117, 13.3958116 51.514323, 13.3966844 51.5147155)",Südring,,
765837604,,,residential,30,,False,True,12.508,"LINESTRING (13.3939268 51.5147299, 13.3938187 51.5147284, 13.3937461 51.5147298)",Südring,,
"[1231574848, 10666395]",2,,secondary,30,,False,False,72.52799999999999,"LINESTRING (13.3943522 51.5156065, 13.394232 51.5154463, 13.3940764 51.5152511, 13.3938297 51.5150443)",Riesaer Straße,,
977572430,2,,secondary,30,,False,True,14.614,"LINESTRING (13.3943522 51.5156065, 13.3944219 51.5156645, 13.3944836 51.5157093)",Riesaer Straße,,
26330326,,,residential,,,False,False,109.661,"LINESTRING (13.3913418 51.5148452, 13.391506 51.5150345, 13.3917539 51.5152125, 13.3918433 51.5152767, 13.3920109 51.5154453, 13.3921465 51.5156831)",Badergasse,,
34213285,2,,secondary,30,,False,False,111.649,"LINESTRING (13.3913418 51.5148452, 13.3914239 51.5148288, 13.3916245 51.5147966, 13.3920004 51.5147646, 13.3927093 51.5147522, 13.3929407 51.5147482)",Südring,,
"[25110251, 34213285]",2,,secondary,"['50', '30']",,False,True,112.32999999999998,"LINESTRING (13.3913418 51.5148452, 13.3912225 51.5148698, 13.3910313 51.5149141, 13.3907874 51.5149676, 13.3899533 51.5151486, 13.3898093 51.5151782)",Südring,,
26238257,,,residential,20,,True,False,154.691,"LINESTRING (13.3921465 51.5156831, 13.3923977 51.5156632, 13.3924819 51.5156587, 13.3927416 51.5156296, 13.3929199 51.5155984, 13.3930281 51.5155886, 13.3933513 51.5155877, 13.3937102 51.5156168, 13.3941546 51.5156434, 13.3942545 51.5156327, 13.3943522 51.5156065)",Markt,,
26330326,,,residential,,,False,True,109.661,"LINESTRING (13.3921465 51.5156831, 13.3920109 51.5154453, 13.3918433 51.5152767, 13.3917539 51.5152125, 13.391506 51.5150345, 13.3913418 51.5148452)",Badergasse,,
4451565,1,L 59,secondary,30,roundabout,True,False,11.816,"LINESTRING (13.393549 51.5148358, 13.393494 51.5148267, 13.3934463 51.5148073, 13.3934107 51.5147797)",,,
28424054,,,residential,,,False,True,42.397,"LINESTRING (13.3942559 51.51504, 13.3941217 51.5149352, 13.3939278 51.5147827, 13.3939268 51.5147299)",Grüne Gasse,,
23233270,,,residential,30,,False,True,204.85199999999998,"LINESTRING (13.387592 51.5166541, 13.3879425 51.5164731, 13.3882895 51.5163685, 13.3889598 51.516251, 13.3897448 51.5161786, 13.3903538 51.5160795)",Torgauer Straße,,
"[1231575570, 28424485, 977572431]",,,residential,30,,False,False,300.69599999999997,"LINESTRING (13.387592 51.5166541, 13.3879816 51.5169235, 13.3881422 51.517081, 13.3881265 51.5171632, 13.3874001 51.5177889, 13.3872846 51.5179051, 13.3872029 51.5180285, 13.3871732 51.5181768, 13.38699 51.5181182, 13.3867542 51.5180449, 13.3866787 51.5180042, 13.3863161 51.517809, 13.3860386 51.5176596)",Fischergasse,,
"[628658083, 977572429]",,,residential,30,,False,False,155.15,"LINESTRING (13.387592 51.5166541, 13.3868861 51.5171176, 13.3861828 51.517579, 13.3861447 51.517604, 13.3860386 51.5176596)",Torgauer Straße,,
628658086,,,residential,30,,False,False,8.197,"LINESTRING (13.3860386 51.5176596, 13.3859828 51.5176562, 13.3859207 51.5176524)",Torgauer Straße,,
"[628658083, 977572429]",,,residential,30,,False,True,155.15,"LINESTRING (13.3860386 51.5176596, 13.3861447 51.517604, 13.3861828 51.517579, 13.3868861 51.5171176, 13.387592 51.5166541)",Torgauer Straße,,
"[1231575570, 28424485, 977572431]",,,residential,30,,False,True,300.696,"LINESTRING (13.3860386 51.5176596, 13.3863161 51.517809, 13.3866787 51.5180042, 13.3867542 51.5180449, 13.38699 51.5181182, 13.3871732 51.5181768, 13.3872029 51.5180285, 13.3872846 51.5179051, 13.3874001 51.5177889, 13.3881265 51.5171632, 13.3881422 51.517081, 13.3879816 51.5169235, 13.387592 51.5166541)",Fischergasse,,
628658086,,,residential,30,,False,True,8.197,"LINESTRING (13.3859207 51.5176524, 13.3859828 51.5176562, 13.3860386 51.5176596)",Torgauer Straße,,
197454358,,,residential,30,,True,False,356.34900000000005,"LINESTRING (13.3948036 51.5165947, 13.3944626 51.516586, 13.394218 51.5165952, 13.3939744 51.5166143, 13.3931945 51.5166788, 13.3924727 51.5167379, 13.3921582 51.5167426, 13.391826 51.5167505, 13.3907539 51.5166968, 13.3906894 51.5166639, 13.3903538 51.5160795)",Nordring,,
286473862,,,residential,30,,True,False,89.33,"LINESTRING (13.3948036 51.5165947, 13.3948012 51.5164985, 13.3944587 51.515876, 13.3944482 51.5158571, 13.394433 51.5158295)",Bahnhofstraße,3,
"[23963320, 989378914, 989378915]",2,,secondary,30,,False,False,85.98,"LINESTRING (13.3967586 51.5160227, 13.3966194 51.5159799, 13.3965466 51.5159488, 13.3965082 51.5159324, 13.396339 51.5158247, 13.3961388 51.5156853, 13.3960426 51.5156216, 13.3959535 51.5155638, 13.3959183 51.5155409, 13.3958422 51.5155112)",Dresdener Straße,,
28073997,,,residential,30,,True,False,156.928,"LINESTRING (13.3967586 51.5160227, 13.3966626 51.5161648, 13.3966097 51.5162007, 13.3965019 51.5162412, 13.3962635 51.516311, 13.3961788 51.5163377, 13.395953 51.5164022, 13.3958132 51.5164554, 13.3956956 51.5164911, 13.3954218 51.5165527, 13.3950242 51.5165922, 13.3948982 51.516594, 13.3948036 51.5165947)",Schloßstraße,,
"[546180448, 25604730]",2,,secondary,30,,False,True,108.467,"LINESTRING (13.3967586 51.5160227, 13.3969372 51.5160467, 13.3970322 51.5160459, 13.3972673 51.5160268, 13.398252 51.5158836, 13.3982924 51.5158777)","['Burgplatz', 'Dresdener Straße']",,
4434795,2,L 64,secondary,50,,False,False,100.842,"LINESTRING (13.3924222 51.5117467, 13.3927354 51.5126324)",Riesaer Straße,,
"[25604490, 245779619]",2,L 59,secondary,,,False,False,275.134,"LINESTRING (13.3993825 51.5129218, 13.3979569 51.5137949, 13.3977246 51.5139434, 13.3976323 51.5139994, 13.3969971 51.5143794, 13.3968439 51.5144915, 13.3967044 51.5146578, 13.3966844 51.5147155)","['Hainsche Straße', 'Bormannstraße']",,
4451565,1,L 59,secondary,30,roundabout,True,False,5.99,"LINESTRING (13.3933944 51.5146936, 13.3934114 51.5146688, 13.3934374 51.5146473)",,,
4451565,1,L 59,secondary,30,roundabout,True,False,10.823,"LINESTRING (13.3936924 51.5148044, 13.3936502 51.5148235, 13.393601 51.5148343, 13.393549 51.5148358)",,,
"[1231574833, 196126246]",1,,secondary,30,,True,False,28.367,"LINESTRING (13.3936924 51.5148044, 13.393715 51.5148631, 13.3938297 51.5150443)",Riesaer Straße,,
"[639771256, 22788881, 22788882, 39919256, 61370590]",2,,"['residential', 'unclassified']",30,,False,False,174.046,"LINESTRING (13.3959663 51.5193378, 13.39583 51.5192048, 13.3957498 51.5191113, 13.3957233 51.5190698, 13.3954063 51.5186232, 13.3953969 51.5186087, 13.3953638 51.5185395, 13.3953197 51.5184248, 13.3952097 51.5181022, 13.3951108 51.5178774)",Bahnhofstraße,4,yes
4451565,1,L 59,secondary,30,roundabout,True,False,10.004,"LINESTRING (13.3934374 51.5146473, 13.3934751 51.5146286, 13.3935195 51.5146169, 13.3935672 51.5146129)",,,
196125737,1,L 64,secondary,50,,True,False,42.527,"LINESTRING (13.3934374 51.5146473, 13.3933335 51.5143545, 13.393334 51.5142719)",Riesaer Straße,,
196126247,1,,secondary,30,,True,False,30.245,"LINESTRING (13.3938297 51.5150443, 13.3936024 51.5148754, 13.393549 51.5148358)",Riesaer Straße,,
"[1231574848, 10666395]",2,,secondary,30,,False,True,72.52799999999999,"LINESTRING (13.3938297 51.5150443, 13.3940764 51.5152511, 13.394232 51.5154463, 13.3943522 51.5156065)",Riesaer Straße,,
196125888,1,,secondary,30,,True,False,32.711,"LINESTRING (13.3934107 51.5147797, 13.3929407 51.5147482)",Südring,,
4451565,1,L 59,secondary,30,roundabout,True,False,9.871,"LINESTRING (13.3934107 51.5147797, 13.3933929 51.5147522, 13.3933874 51.5147229, 13.3933944 51.5146936)",,,
"[4434795, 568784179, 177929519]",2,L 64,secondary,50,,False,True,186.964,"LINESTRING (13.393334 51.5142719, 13.3931103 51.5136323, 13.3930506 51.5134733, 13.3928399 51.5129342, 13.3927354 51.5126324)",Riesaer Straße,,
196125736,1,L 64,secondary,50,,True,False,41.611000000000004,"LINESTRING (13.393334 51.5142719, 13.3934011 51.5143434, 13.3934932 51.5145433, 13.3935672 51.5146129)",Riesaer Straße,,
34213285,2,,secondary,30,,False,True,111.64899999999999,"LINESTRING (13.3929407 51.5147482, 13.3927093 51.5147522, 13.3920004 51.5147646, 13.3916245 51.5147966, 13.3914239 51.5148288, 13.3913418 51.5148452)",Südring,,
196125889,1,,secondary,30,,True,False,31.977,"LINESTRING (13.3929407 51.5147482, 13.3933338 51.5147009, 13.3933944 51.5146936)",Südring,,
4453300,2,,secondary,50,,False,False,267.71,"LINESTRING (13.3861129 51.5158745, 13.3862106 51.5158429, 13.386686 51.5157413, 13.3874484 51.5156501, 13.3886982 51.5154019, 13.3894971 51.5152395, 13.3898093 51.5151782)",Hag,,
"[39919256, 22788881, 22788882, 639771256, 61370590]",2,,"['unclassified', 'residential']",30,,False,True,174.046,"LINESTRING (13.3951108 51.5178774, 13.3952097 51.5181022, 13.3953197 51.5184248, 13.3953638 51.5185395, 13.3953969 51.5186087, 13.3954063 51.5186232, 13.3957233 51.5190698, 13.3957498 51.5191113, 13.39583 51.5192048, 13.3959663 51.5193378)",Bahnhofstraße,4,yes
"[286473862, 1231574391]",,,residential,30,,True,False,145.256,"LINESTRING (13.3951108 51.5178774, 13.3949812 51.5175632, 13.3949264 51.5174379, 13.394893 51.5173408, 13.3948806 51.5172915, 13.394804 51.5169881, 13.3947732 51.5167519, 13.3947788 51.5166742, 13.3948036 51.5165947)",Bahnhofstraße,3,
