osmid,name,highway,width,oneway,reversed,length,geometry,lanes,ref,maxspeed,access
30515392,Fontanestraße,residential,,False,False,296.50300000000004,"LINESTRING (12.3341442 52.5292345, 12.3341964 52.5292641, 12.336907 52.5309244, 12.3369525 52.5309716, 12.3369658 52.5309948, 12.3369694 52.5310346, 12.3369655 52.5311235, 12.3369637 52.5311346, 12.3369514 52.531198)",,,,
"[1089092580, 1020633757]",Alte Hauptstraße,residential,6,False,True,133.53600000000003,"LINESTRING (12.3341442 52.5292345, 12.3341955 52.5291948, 12.3347649 52.5287452, 12.3348426 52.5286994, 12.3349192 52.5286528, 12.3350549 52.5285815, 12.3351956 52.5285117, 12.3353434 52.5284432, 12.335498 52.528371)",,,30,
30515393,Goethestraße,residential,,False,True,362.42,"LINESTRING (12.339284 52.5306771, 12.3391967 52.5306229, 12.3355487 52.528404, 12.335498 52.528371)",,,30,
333142108,Heinrich-Heine-Straße,primary,,True,False,88.388,"LINESTRING (12.339284 52.5306771, 12.3394853 52.5305653, 12.3396655 52.5304881, 12.3400123 52.5303401, 12.3402214 52.530255, 12.3403517 52.5302265)",,B 102,50,
"[337180404, 333142110]",Heinrich-Heine-Straße,primary,,False,False,119.821,"LINESTRING (12.339284 52.5306771, 12.3391015 52.5307562, 12.338495 52.5310159, 12.3383339 52.5310759, 12.33816 52.5311335, 12.3380406 52.5311616, 12.3379223 52.5311836, 12.3377588 52.5312042)",2,B 102,50,
"[1020657730, 30515395, 307995564]",Schillerstraße,residential,,True,False,403.861,"LINESTRING (12.3403517 52.5302265, 12.3402737 52.5301833, 12.3402426 52.5301632, 12.3401462 52.5301031, 12.3397795 52.5298737, 12.3396061 52.5297692, 12.3395852 52.5297561, 12.3392087 52.5295329, 12.3390171 52.5294194, 12.3388279 52.5293073, 12.3389306 52.5292416, 12.339023 52.5291817, 12.3387333 52.5290087, 12.3383337 52.5287672, 12.3379049 52.5285117, 12.3376629 52.5283701, 12.3374995 52.5282744, 12.3374414 52.5282378, 12.3374146 52.5282093, 12.3374083 52.528183, 12.3374221 52.5281378, 12.3378288 52.5278763, 12.338145 52.5276759, 12.3382121 52.5276286)",,,30,
"[148624196, 307995565, 672559534, 1236609087]",Heinrich-Heine-Straße,primary,,False,True,119.57900000000001,"LINESTRING (12.3403517 52.5302265, 12.3406029 52.5301217, 12.3415035 52.5297165, 12.3416715 52.529647, 12.3417004 52.5296349, 12.3417079 52.5296317, 12.3417865 52.5295986)",3,B 102,50,
"[1236609018, 333142107]",,primary,,True,False,88.482,"LINESTRING (12.3403517 52.5302265, 12.3402627 52.5302916, 12.3397142 52.5305302, 12.3395502 52.5305981, 12.339284 52.5306771)",,B 102,50,
148624192,Heinrich-Heine-Straße,primary,,False,False,54.786,"LINESTRING (12.3377588 52.5312042, 12.3375791 52.5312169, 12.3373626 52.531218, 12.3369514 52.531198)",,B 102,50,
"[337180404, 333142110]",Heinrich-Heine-Straße,primary,,False,True,119.82100000000001,"LINESTRING (12.3377588 52.5312042, 12.3379223 52.5311836, 12.3380406 52.5311616, 12.33816 52.5311335, 12.3383339 52.5310759, 12.338495 52.5310159, 12.3391015 52.5307562, 12.339284 52.5306771)",2,B 102,50,
30515700,Fabrikenstraße,residential,,False,True,368.468,"LINESTRING (12.3417865 52.5295986, 12.3419217 52.5296739, 12.3420058 52.529718, 12.3427444 52.5301179, 12.3435174 52.530578, 12.3435693 52.5306089, 12.3441518 52.530949, 12.3448045 52.5313365, 12.3456251 52.5318238, 12.3457345 52.5318806)",,,,
"[148624196, 307995565, 672559534, 1236609087]",Heinrich-Heine-Straße,primary,,False,False,119.57900000000001,"LINESTRING (12.3417865 52.5295986, 12.3417079 52.5296317, 12.3417004 52.5296349, 12.3416715 52.529647, 12.3415035 52.5297165, 12.3406029 52.5301217, 12.3403517 52.5302265)",3,B 102,50,
"[1236609113, 337692778, 173840516]",Heinrich-Heine-Straße,primary,,False,True,105.294,"LINESTRING (12.3417865 52.5295986, 12.3418576 52.5295676, 12.3419789 52.5295144, 12.3429084 52.529126, 12.3430731 52.5290661)","['4', '2']",B 102,50,
"[1005902219, 30571340, 307106845]",Gerhart-Hauptmann-Straße,residential,,False,False,166.156,"LINESTRING (12.3417865 52.5295986, 12.3416549 52.5295224, 12.3415294 52.5294459, 12.3413412 52.5293462, 12.341147 52.5292624, 12.3410629 52.5292331, 12.3408744 52.5291675, 12.340656 52.5290915, 12.340414 52.5289853, 12.3398921 52.5286617)",,,30,
30515700,Fabrikenstraße,residential,,False,False,368.468,"LINESTRING (12.3457345 52.5318806, 12.3456251 52.5318238, 12.3448045 52.5313365, 12.3441518 52.530949, 12.3435693 52.5306089, 12.3435174 52.530578, 12.3427444 52.5301179, 12.3420058 52.529718, 12.3419217 52.5296739, 12.3417865 52.5295986)",,,,
307106845,Gerhart-Hauptmann-Straße,residential,,False,False,161.598,"LINESTRING (12.3398921 52.5286617, 12.3394438 52.5283802, 12.3389585 52.5280856, 12.3388251 52.5280024, 12.3384981 52.5278047, 12.3382121 52.5276286)",,,30,
"[1005902219, 30571340, 307106845]",Gerhart-Hauptmann-Straße,residential,,False,True,166.15599999999998,"LINESTRING (12.3398921 52.5286617, 12.340414 52.5289853, 12.340656 52.5290915, 12.3408744 52.5291675, 12.3410629 52.5292331, 12.341147 52.5292624, 12.3413412 52.5293462, 12.3415294 52.5294459, 12.3416549 52.5295224, 12.3417865 52.5295986)",,,30,
"[333579177, 30572467]",Friedrich-Wolf-Straße,residential,,False,True,156.66099999999997,"LINESTRING (12.3398921 52.5286617, 12.3399389 52.5286357, 12.3400492 52.5285745, 12.3401982 52.5284868, 12.3403482 52.5283967, 12.3405797 52.5282652, 12.3406802 52.5282082, 12.3411435 52.5280065, 12.3414044 52.5278926, 12.3415696 52.5278237, 12.341685 52.5277757)",,,30,yes
"[1236609113, 337692778, 173840516]",Heinrich-Heine-Straße,primary,,False,False,105.294,"LINESTRING (12.3430731 52.5290661, 12.3429084 52.529126, 12.3419789 52.5295144, 12.3418576 52.5295676, 12.3417865 52.5295986)","['4', '2']",B 102,50,
"[352478733, 148624191]",Heinrich-Heine-Straße,primary,,False,True,211.39999999999998,"LINESTRING (12.3430731 52.5290661, 12.3449611 52.528267, 12.3454624 52.5280412, 12.3456233 52.5279676)","['2', '3']",B 102,50,
"[28553264, 307835977, 1236609239]",Erich-Weinert-Straße,residential,,False,False,91.82,"LINESTRING (12.3430731 52.5290661, 12.3430153 52.5290083, 12.3427648 52.5287587, 12.3425752 52.5285699, 12.3424089 52.5284093, 12.3423603 52.5283634)",,,,
"[333579177, 30572467]",Friedrich-Wolf-Straße,residential,,False,False,156.661,"LINESTRING (12.341685 52.5277757, 12.3415696 52.5278237, 12.3414044 52.5278926, 12.3411435 52.5280065, 12.3406802 52.5282082, 12.3405797 52.5282652, 12.3403482 52.5283967, 12.3401982 52.5284868, 12.3400492 52.5285745, 12.3399389 52.5286357, 12.3398921 52.5286617)",,,30,yes
"[307835976, 307835977]",Erich-Weinert-Straße,residential,,False,False,25.381,"LINESTRING (12.341685 52.5277757, 12.3415994 52.5276986, 12.3414688 52.5275892)",,,,
307835977,Erich-Weinert-Straße,residential,,False,True,79.73599999999999,"LINESTRING (12.341685 52.5277757, 12.3422941 52.5283029, 12.3423603 52.5283634)",,,,
307835977,Erich-Weinert-Straße,residential,,False,False,79.73599999999999,"LINESTRING (12.3423603 52.5283634, 12.3422941 52.5283029, 12.341685 52.5277757)",,,,
"[28553264, 307835977, 1236609239]",Erich-Weinert-Straße,residential,,False,True,91.82,"LINESTRING (12.3423603 52.5283634, 12.3424089 52.5284093, 12.3425752 52.5285699, 12.3427648 52.5287587, 12.3430153 52.5290083, 12.3430731 52.5290661)",,,,
30572469,Anne-Frank-Straße,residential,,False,False,206.36300000000003,"LINESTRING (12.3437323 52.526349, 12.3436168 52.5264199, 12.3431569 52.5266925, 12.3428542 52.5268669, 12.3425242 52.5270633, 12.3420737 52.5273087, 12.3417918 52.5274499, 12.3415925 52.5275364, 12.3414688 52.5275892)",,,,
148624204,Thomas-Mann-Straße,residential,5.5,False,False,43.614999999999995,"LINESTRING (12.3437323 52.526349, 12.343996 52.5265098, 12.3441876 52.5266267)",,,,
148624204,Thomas-Mann-Straße,residential,5.5,False,True,153.386,"LINESTRING (12.3437323 52.526349, 12.3435741 52.5262496, 12.3431192 52.5259673, 12.3421492 52.5253615)",,,,
28553262,Rosenweg,residential,5,False,True,83.595,"LINESTRING (12.3458706 52.5251101, 12.3451502 52.5255656, 12.3450355 52.5256628)",,,,
30645980,Reiherstieg,residential,,False,True,110.24799999999999,"LINESTRING (12.342604 52.524227, 12.3432204 52.524546, 12.3437108 52.5248447, 12.3438091 52.5248931)",,,,
"[30645984, 28553263]","['Uferstraße', 'Thomas-Mann-Straße']",residential,5.5,False,"[False, True]",162.10899999999998,"LINESTRING (12.342604 52.524227, 12.3425517 52.524286, 12.3419044 52.5248062, 12.341716 52.5249614, 12.3416323 52.5250273, 12.3416472 52.5250558, 12.3417126 52.525091, 12.3421492 52.5253615)",,,,
30645980,Reiherstieg,residential,,False,False,110.24799999999999,"LINESTRING (12.3438091 52.5248931, 12.3437108 52.5248447, 12.3432204 52.524546, 12.342604 52.524227)",,,,
30645980,Reiherstieg,residential,,False,True,119.22200000000001,"LINESTRING (12.3438091 52.5248931, 12.3439161 52.5249686, 12.3450355 52.5256628)",,,,
"[30646017, 30646015]","['Försterweg', 'Havelweg']",residential,,False,True,185.534,"LINESTRING (12.3438091 52.5248931, 12.3437318 52.5249408, 12.3433371 52.5252836, 12.3433223 52.5253292, 12.3433561 52.5253714, 12.3435075 52.5254648, 12.3438817 52.5256807, 12.3446755 52.5261077)",,,,
28553262,Rosenweg,residential,5,False,False,55.218,"LINESTRING (12.3446755 52.5261077, 12.3450009 52.5257258, 12.3450355 52.5256628)",,,,
28553262,Rosenweg,residential,5,False,True,66.806,"LINESTRING (12.3446755 52.5261077, 12.3442451 52.5265968, 12.3441876 52.5266267)",,,,
"[30646017, 30646015]","['Försterweg', 'Havelweg']",residential,,False,False,185.534,"LINESTRING (12.3446755 52.5261077, 12.3438817 52.5256807, 12.3435075 52.5254648, 12.3433561 52.5253714, 12.3433223 52.5253292, 12.3433371 52.5252836, 12.3437318 52.5249408, 12.3438091 52.5248931)",,,,
"[352478733, 148624191]",Heinrich-Heine-Straße,primary,,False,False,211.39999999999998,"LINESTRING (12.3456233 52.5279676, 12.3454624 52.5280412, 12.3449611 52.528267, 12.3430731 52.5290661)","['2', '3']",B 102,50,
148624191,Heinrich-Heine-Straße,primary,,False,True,35.646,"LINESTRING (12.3456233 52.5279676, 12.3458692 52.5278494, 12.3459287 52.5278198, 12.3460339 52.5277667)",3,B 102,50,
148624192,Heinrich-Heine-Straße,primary,,False,True,209.77800000000002,"LINESTRING (12.3338629 52.5310278, 12.3339883 52.5310347, 12.3354755 52.5311233, 12.3369514 52.531198)",,B 102,50,
1020100031,Rosa-Luxemburg-Straße,residential,,False,False,108.405,"LINESTRING (12.3338629 52.5310278, 12.3338555 52.5310767, 12.3337568 52.5316907, 12.3337398 52.5317784, 12.3337235 52.5318632, 12.3337143 52.5319105, 12.3336592 52.5319914)",,,,
1020100031,Rosa-Luxemburg-Straße,residential,,False,True,108.405,"LINESTRING (12.3336592 52.5319914, 12.3337143 52.5319105, 12.3337235 52.5318632, 12.3337398 52.5317784, 12.3337568 52.5316907, 12.3338555 52.5310767, 12.3338629 52.5310278)",,,,
307106845,Gerhart-Hauptmann-Straße,residential,,False,True,161.598,"LINESTRING (12.3382121 52.5276286, 12.3384981 52.5278047, 12.3388251 52.5280024, 12.3389585 52.5280856, 12.3394438 52.5283802, 12.3398921 52.5286617)",,,30,
1020633767,Gerhart-Hauptmann-Straße,residential,,False,False,52.565999999999995,"LINESTRING (12.3382121 52.5276286, 12.3376943 52.5273144, 12.3376636 52.5272938)",,,30,
30572469,Anne-Frank-Straße,residential,,False,True,206.36299999999997,"LINESTRING (12.3414688 52.5275892, 12.3415925 52.5275364, 12.3417918 52.5274499, 12.3420737 52.5273087, 12.3425242 52.5270633, 12.3428542 52.5268669, 12.3431569 52.5266925, 12.3436168 52.5264199, 12.3437323 52.526349)",,,,
"[307835976, 1236609243]",Erich-Weinert-Straße,residential,,False,False,154.879,"LINESTRING (12.3414688 52.5275892, 12.340683 52.5269301, 12.3402043 52.5265258, 12.3401271 52.5264606)",,,,
"[307835976, 307835977]",Erich-Weinert-Straße,residential,,False,True,25.381,"LINESTRING (12.3414688 52.5275892, 12.3415994 52.5276986, 12.341685 52.5277757)",,,,
148624202,Thomas-Mann-Straße,residential,5,False,False,74.471,"LINESTRING (12.3449992 52.5271245, 12.345066 52.5271655, 12.3457792 52.5275971)",,,,
148624204,Thomas-Mann-Straße,residential,5.5,False,True,77.965,"LINESTRING (12.3449992 52.5271245, 12.3448296 52.5270185, 12.3444124 52.5267638, 12.3441876 52.5266267)",,,,
"[30573114, 1236609236, 1236609237]",Johannes-R.-Becher-Straße,residential,,True,False,225.85000000000002,"LINESTRING (12.3449992 52.5271245, 12.3448747 52.527195, 12.3445466 52.5273761, 12.3442533 52.5275381, 12.3440484 52.5276332, 12.3437057 52.5277922, 12.3434955 52.5278808, 12.3433822 52.5279285, 12.343193 52.5280082, 12.3427067 52.5282132, 12.3424958 52.5283046, 12.3423603 52.5283634)",,,,
148624202,Thomas-Mann-Straße,residential,5,False,False,25.546,"LINESTRING (12.3457792 52.5275971, 12.3459534 52.5277152, 12.3460339 52.5277667)",,,,
148624202,Thomas-Mann-Straße,residential,5,False,True,74.471,"LINESTRING (12.3457792 52.5275971, 12.345066 52.5271655, 12.3449992 52.5271245)",,,,
332674807,Alte Hauptstraße,residential,6,False,False,190.071,"LINESTRING (12.3376636 52.5272938, 12.3375953 52.5273285, 12.3374469 52.5273813, 12.3372516 52.5274393, 12.3371624 52.5274753, 12.3365892 52.5278188, 12.3362004 52.5280297, 12.335498 52.528371)",,,30,
"[332674808, 30569145, 1236609292, 307991276]","['Erich-Weinert-Straße', 'Alte Hauptstraße']",residential,6,False,"[False, True]",216.093,"LINESTRING (12.3376636 52.5272938, 12.3379662 52.5271076, 12.3381025 52.5270354, 12.3384964 52.5268561, 12.3387429 52.5267381, 12.3389424 52.5266432, 12.3393973 52.5264269, 12.3394481 52.5264028, 12.3394996 52.5263783, 12.3397477 52.5262685, 12.3398109 52.5262724, 12.3398661 52.5262871, 12.3400021 52.5263789, 12.3401271 52.5264606)",,,30,yes
1020633767,Gerhart-Hauptmann-Straße,residential,,False,True,52.565999999999995,"LINESTRING (12.3376636 52.5272938, 12.3376943 52.5273144, 12.3382121 52.5276286)",,,30,
28553265,Martin-Andersen-Nexö-Straße,residential,5,True,False,183.601,"LINESTRING (12.3401271 52.5264606, 12.3402502 52.5264041, 12.3405986 52.52624, 12.3409147 52.5260703, 12.3410807 52.5259765, 12.3414345 52.5257764, 12.3414701 52.525756, 12.3416208 52.5256683, 12.341789 52.525573, 12.341887 52.5255175, 12.3420208 52.5254397, 12.3421492 52.5253615)",,,30,
"[332674808, 30569145, 307991276, 1236609292]","['Erich-Weinert-Straße', 'Alte Hauptstraße']",residential,6,False,"[False, True]",216.09300000000002,"LINESTRING (12.3401271 52.5264606, 12.3400021 52.5263789, 12.3398661 52.5262871, 12.3398109 52.5262724, 12.3397477 52.5262685, 12.3394996 52.5263783, 12.3394481 52.5264028, 12.3393973 52.5264269, 12.3389424 52.5266432, 12.3387429 52.5267381, 12.3384964 52.5268561, 12.3381025 52.5270354, 12.3379662 52.5271076, 12.3376636 52.5272938)",,,30,yes
"[307835976, 1236609243]",Erich-Weinert-Straße,residential,,False,True,154.879,"LINESTRING (12.3401271 52.5264606, 12.3402043 52.5265258, 12.340683 52.5269301, 12.3414688 52.5275892)",,,,
