osmid,oneway,lanes,highway,maxspeed,reversed,length,name,geometry,width,bridge
"[457741915, 457741213, 88641711]",False,2,secondary,30,True,79.395,Bahnhofstraße,"LINESTRING (13.3779398 54.0927708, 13.3781561 54.0927608, 13.3786139 54.0927395, 13.3789439 54.0927242, 13.3791535 54.0927145)",,
26288640,True,,residential,30,False,75.734,Fleischerstraße,"LINESTRING (13.3808679 54.0955567, 13.3807275 54.0948806)",,
88641726,False,2,secondary,30,True,27.764,Bahnhofstraße,"LINESTRING (13.375619 54.0928793, 13.3760433 54.0928588)",,
"[26260791, 26260790, 25969391]",False,,residential,30,False,249.21200000000005,Rubenowstraße,"LINESTRING (13.375619 54.0928793, 13.3756211 54.0929566, 13.3756235 54.0929735, 13.3756615 54.0934048, 13.3756759 54.0934919, 13.3756925 54.0936199, 13.3756929 54.0936348, 13.3756965 54.0937695, 13.3756973 54.0938006, 13.3756872 54.0939323, 13.3756688 54.0939957, 13.3756603 54.0940249, 13.3756273 54.0940599, 13.3756082 54.0940801, 13.3755178 54.0941559, 13.3754466 54.0942171, 13.3753875 54.0942948, 13.3753555 54.0943954, 13.3753554 54.0947249, 13.3753599 54.0950357, 13.375348 54.0950703)","['5.9', '6.1']",yes
"[572205237, 88641726]",False,2,secondary,30,False,97.716,Bahnhofstraße,"LINESTRING (13.375619 54.0928793, 13.3753173 54.0928925, 13.3745347 54.0929313, 13.3744593 54.0929343, 13.3742131 54.0929432, 13.3741374 54.0929472, 13.3741252 54.0929478)",,
1157450011,False,,residential,50,True,120.455,Martin-Andersen-Nexö-Platz,"LINESTRING (13.3877582 54.0927495, 13.3879964 54.0932299, 13.3881584 54.0935632, 13.3882355 54.093689, 13.3882458 54.0937058, 13.3882641 54.093732, 13.3883185 54.0937787)",,
"[31014200, 10301555]",True,"['2', '1']",secondary,50,False,99.72,Anklamer Straße,"LINESTRING (13.3883185 54.0937787, 13.3881336 54.0939223, 13.3877975 54.0941511, 13.3876495 54.0942878, 13.3876241 54.094331, 13.387603 54.0943669, 13.387594 54.0944074, 13.3875847 54.0944493, 13.3875913 54.0945354)",,
1157450011,False,,residential,50,False,120.455,Martin-Andersen-Nexö-Platz,"LINESTRING (13.3883185 54.0937787, 13.3882641 54.093732, 13.3882458 54.0937058, 13.3882355 54.093689, 13.3881584 54.0935632, 13.3879964 54.0932299, 13.3877582 54.0927495)",,
31012729,True,1,secondary_link,50,False,11.665,,"LINESTRING (13.3874326 54.094487, 13.3875913 54.0945354)",,
"[1242806243, 581500116, 31014197]",True,1,secondary,50,False,100.88300000000001,Anklamer Straße,"LINESTRING (13.3874326 54.094487, 13.3874576 54.0943668, 13.3874727 54.094323, 13.3875694 54.0942277, 13.3877256 54.0941198, 13.3879057 54.0940018, 13.388055 54.0939004, 13.3883185 54.0937787)",,
"[27037810, 568554218]",False,,residential,30,True,45.895,Steinbeckerstraße,"LINESTRING (13.3789082 54.0987606, 13.3788176 54.098706, 13.3787833 54.0986719, 13.3787439 54.0986298, 13.3787051 54.0985845, 13.3786781 54.0985375, 13.3786631 54.0984828, 13.3786579 54.0983896)",,
"[1193598897, 1240974594]",False,3,secondary,30,False,59.492999999999995,Hansering,"LINESTRING (13.3789082 54.0987606, 13.3790697 54.0987431, 13.379193 54.0987392, 13.3794417 54.0987391, 13.3798177 54.0987381)",,
"[27501825, 27501738, 1195201781, 1255699919]",False,"['2', '3']",secondary,30,True,37.382,"['Hansering', 'Stralsunder Straße']","LINESTRING (13.3789082 54.0987606, 13.3787934 54.0988415, 13.3787487 54.0989079, 13.3787389 54.099023, 13.3787382 54.0990452, 13.3787374 54.0990673)",,yes
"[1155622675, 1195200982]",False,2,secondary,"['50', '30']",False,268.676,Hansering,"LINESTRING (13.3853141 54.0991559, 13.3856637 54.0991086, 13.3859864 54.0990448, 13.3862395 54.098974, 13.3864474 54.0989037, 13.3866759 54.0988207, 13.3868278 54.0987598, 13.3870661 54.0986207, 13.3872529 54.0985143, 13.3874239 54.0983951, 13.3875586 54.0982786, 13.3876592 54.0981705, 13.3877432 54.0980476, 13.3878262 54.0978943, 13.3878994 54.0976998, 13.3879657 54.0975307)",,
"[1255639021, 1255639022]",True,"['2', '1']",secondary,30,False,114.862,Hansering,"LINESTRING (13.3853141 54.0991559, 13.385127 54.0991871, 13.3848917 54.0992028, 13.38464 54.0991922, 13.3842372 54.0991407, 13.3840126 54.0991094, 13.3838564 54.0990877, 13.383747 54.0990686, 13.3835937 54.0990415)",,
457737881,True,,residential,50,False,10.229,Friedrich-Loeffler-Straße,"LINESTRING (13.3880381 54.097127, 13.3879106 54.0971806)",,
36855729,True,2,secondary,50,False,45.864000000000004,Hansering,"LINESTRING (13.3880381 54.097127, 13.3880562 54.0972198, 13.3880544 54.0973196, 13.3880401 54.0974122, 13.3879657 54.0975307)",,
"[30964161, 30964164]",False,,residential,"['30', '10']",False,89.086,Friedrich-Loeffler-Straße,"LINESTRING (13.3785434 54.0973984, 13.3783966 54.0973955, 13.3771774 54.0974065)",,
"[30964162, 88657611]",False,,residential,"['30', '10']",True,81.595,Friedrich-Loeffler-Straße,"LINESTRING (13.3785434 54.0973984, 13.3787255 54.0973966, 13.3797942 54.0973771)",,
568554218,False,,residential,30,False,110.47399999999999,Steinbeckerstraße,"LINESTRING (13.3785434 54.0973984, 13.3786248 54.0980377, 13.3786579 54.0983896)",,
568554218,False,,residential,30,True,147.091,Steinbeckerstraße,"LINESTRING (13.3785434 54.0973984, 13.3784066 54.09612, 13.378408 54.0960781)",,
5733109,False,2,residential,30,False,117.25399999999999,Brüggstraße,"LINESTRING (13.3835788 54.0973222, 13.3835819 54.0973744, 13.3835994 54.0983766)",,
5733109,False,2,residential,30,True,78.574,Brüggstraße,"LINESTRING (13.3835788 54.0973222, 13.3835759 54.0972776, 13.3835734 54.097236, 13.383566 54.0971141, 13.3835596 54.0970078, 13.3835544 54.0969221, 13.3835494 54.0968397, 13.3835449 54.0967662, 13.3835439 54.0967492, 13.3835393 54.0966729, 13.3835359 54.096616)",,
"[51214913, 30964157]",False,2,residential,"['30', '10']",True,82.608,Friedrich-Loeffler-Straße,"LINESTRING (13.3835788 54.0973222, 13.3836704 54.097322, 13.3837405 54.0973218, 13.383802 54.0973217, 13.3838488 54.0973216, 13.3839589 54.0973196, 13.3840474 54.0973181, 13.384172 54.0973158, 13.3842485 54.0973145, 13.384364 54.0973124, 13.3845047 54.0973099, 13.3846306 54.0973076, 13.3847434 54.0973056, 13.3848452 54.0973038)",,
"[30964160, 88657611, 30964158, 30964159]",False,,residential,"['30', '10']",False,164.69,Friedrich-Loeffler-Straße,"LINESTRING (13.3835788 54.0973222, 13.3833887 54.0973268, 13.3824367 54.097347, 13.3823143 54.0973488, 13.3821837 54.0973508, 13.3820134 54.0973512, 13.3818846 54.0973515, 13.381189 54.0973531, 13.3810542 54.0973573)",6.9,
"[23154362, 909523413]",False,,residential,30,True,117.13,Kuhstraße,"LINESTRING (13.3848452 54.0973038, 13.3848474 54.0973478, 13.3848478 54.0973563, 13.3848499 54.0973996, 13.384854 54.0974821, 13.3848716 54.0978394, 13.3848786 54.0980485, 13.384881 54.0981212, 13.3848926 54.0983568)",,
"[51214913, 30964157]",False,2,residential,"['30', '10']",False,82.60800000000002,Friedrich-Loeffler-Straße,"LINESTRING (13.3848452 54.0973038, 13.3847434 54.0973056, 13.3846306 54.0973076, 13.3845047 54.0973099, 13.384364 54.0973124, 13.3842485 54.0973145, 13.384172 54.0973158, 13.3840474 54.0973181, 13.3839589 54.0973196, 13.3838488 54.0973216, 13.383802 54.0973217, 13.3837405 54.0973218, 13.3836704 54.097322, 13.3835788 54.0973222)",,
51214913,False,2,residential,30,True,77.061,Friedrich-Loeffler-Straße,"LINESTRING (13.3848452 54.0973038, 13.3852509 54.0972962, 13.3860264 54.0972817)",,
"[23154362, 909523413]",False,,residential,30,False,117.13000000000001,Kuhstraße,"LINESTRING (13.3848926 54.0983568, 13.384881 54.0981212, 13.3848786 54.0980485, 13.3848716 54.0978394, 13.384854 54.0974821, 13.3848499 54.0973996, 13.3848478 54.0973563, 13.3848474 54.0973478, 13.3848452 54.0973038)",,
"[1157450809, 88657620, 31014198]",True,1,secondary,"['50', '30']",False,226.038,Goethestraße,"LINESTRING (13.3853444 54.0944515, 13.3852306 54.094435, 13.3850965 54.094406, 13.3850172 54.0943887, 13.3848336 54.0943397, 13.3845751 54.0942535, 13.3842886 54.0941287, 13.3841085 54.0940346, 13.3838947 54.0939083, 13.3837648 54.0938219, 13.3836659 54.0937475, 13.3835285 54.0936287, 13.3834237 54.0934891, 13.3833451 54.0933747, 13.3832444 54.0932281, 13.3831006 54.0930225)",,
24778436,True,,secondary,50,False,87.269,Stephanistraße,"LINESTRING (13.3831006 54.0930225, 13.3843223 54.0927022)",,
24778435,False,2,secondary,50,False,13.626999999999999,Goethestraße,"LINESTRING (13.3831006 54.0930225, 13.3830355 54.0929483, 13.3829942 54.0929176)",,
"[24778435, 457740764, 457740763]",False,"['4', '2']",secondary,50,False,175.65399999999997,Goethestraße,"LINESTRING (13.3829942 54.0929176, 13.3829119 54.092872, 13.3828121 54.0928231, 13.3827053 54.092785, 13.3825831 54.0927447, 13.382461 54.0927134, 13.3823143 54.0926873, 13.38217 54.0926715, 13.3819952 54.0926634, 13.3816255 54.0926558, 13.3809949 54.0926628, 13.3807067 54.0926666, 13.3806529 54.092666, 13.3804193 54.0926634)",,
24778435,False,2,secondary,50,True,13.626999999999999,Goethestraße,"LINESTRING (13.3829942 54.0929176, 13.3830355 54.0929483, 13.3831006 54.0930225)",,
25899955,False,,residential,30,True,164.782,Schützenstraße,"LINESTRING (13.3860264 54.0972817, 13.3860361 54.0973262, 13.3860661 54.0975437, 13.3861689 54.0982184, 13.3862158 54.0985262, 13.3863556 54.0987437)",,
51214913,False,2,residential,30,False,77.061,Friedrich-Loeffler-Straße,"LINESTRING (13.3860264 54.0972817, 13.3852509 54.0972962, 13.3848452 54.0973038)",,
"[457737882, 969891726, 969891727]",False,,residential,"['30', '10']",True,64.481,Friedrich-Loeffler-Straße,"LINESTRING (13.3860264 54.0972817, 13.386264 54.0972655, 13.3865092 54.0972468, 13.3866823 54.0972294, 13.3870052 54.0971999)",6.9,
1117538206,False,,residential,30,False,112.43599999999999,Schützenstraße,"LINESTRING (13.3860264 54.0972817, 13.3860146 54.0972326, 13.385942 54.0969321, 13.3858493 54.0964289, 13.3858113 54.0962786)",,
1117538206,False,,residential,30,True,112.43599999999999,Schützenstraße,"LINESTRING (13.3858113 54.0962786, 13.3858493 54.0964289, 13.385942 54.0969321, 13.3860146 54.0972326, 13.3860264 54.0972817)",,
23803126,False,,residential,30,False,139.383,Fischstraße,"LINESTRING (13.3797942 54.0973771, 13.3796515 54.0961264)",,
88657611,False,,residential,30,True,82.189,Friedrich-Loeffler-Straße,"LINESTRING (13.3797942 54.0973771, 13.3810542 54.0973573)",,
"[25149553, 23803126]",False,,residential,30,True,194.73100000000002,"['Fischstraße', 'Roßmühlenstraße']","LINESTRING (13.3797942 54.0973771, 13.379854 54.0978936, 13.3798687 54.0983724, 13.3804637 54.0983722, 13.3811557 54.0983726)",,
"[30964162, 88657611]",False,,residential,"['30', '10']",False,81.595,Friedrich-Loeffler-Straße,"LINESTRING (13.3797942 54.0973771, 13.3787255 54.0973966, 13.3785434 54.0973984)",,
88657611,False,,residential,30,False,82.189,Friedrich-Loeffler-Straße,"LINESTRING (13.3810542 54.0973573, 13.3797942 54.0973771)",,
24931975,False,,residential,30,False,133.187,Johann-Sebastian-Bach-Straße,"LINESTRING (13.3810542 54.0973573, 13.3810019 54.0968106, 13.3809399 54.0961614)",7.5,
24931975,False,,residential,30,True,113.125,Johann-Sebastian-Bach-Straße,"LINESTRING (13.3810542 54.0973573, 13.381117 54.0977755, 13.3811557 54.0983726)",7.5,
"[30964160, 88657611, 30964158, 30964159]",False,,residential,"['30', '10']",True,164.69,Friedrich-Loeffler-Straße,"LINESTRING (13.3810542 54.0973573, 13.381189 54.0973531, 13.3818846 54.0973515, 13.3820134 54.0973512, 13.3821837 54.0973508, 13.3823143 54.0973488, 13.3824367 54.097347, 13.3833887 54.0973268, 13.3835788 54.0973222)",6.9,
23803227,False,,residential,30,False,7.295,Johann-Sebastian-Bach-Straße,"LINESTRING (13.3811736 54.0987278, 13.381172 54.0987934)",6.2,
23803227,False,,residential,30,True,39.516000000000005,Johann-Sebastian-Bach-Straße,"LINESTRING (13.3811736 54.0987278, 13.381173 54.0986666, 13.3811712 54.0986445, 13.3811557 54.0983726)",6.2,
609174453,True,1,secondary,30,False,161.767,Hansering,"LINESTRING (13.3811736 54.0987278, 13.3824361 54.0988074, 13.3833955 54.0989437, 13.3836099 54.0989818)",5.7,
25080099,False,,living_street,,False,77.195,Caspar-David-Friedrich-Straße,"LINESTRING (13.376751 54.095029, 13.3767448 54.0950634, 13.3766015 54.0955919, 13.3765686 54.0957149)",3.3,
211435424,True,,residential,30,False,101.125,Domstraße,"LINESTRING (13.376751 54.095029, 13.3773572 54.0950085, 13.3775275 54.0950012, 13.3779188 54.0949879, 13.3782302 54.0949688, 13.3782979 54.0949672)",5.5,
"[24931976, 97954851, 692409028, 24789687]",True,,residential,30,False,154.204,"['Markt', 'Baderstraße']","LINESTRING (13.3795849 54.094953, 13.3796292 54.0954909, 13.379631 54.095509, 13.37964 54.0956164, 13.37979 54.0956073, 13.3799399 54.0955981, 13.3808679 54.0955567)","['6.9', '6.4']",
"[26288508, 26288501]",True,,residential,30,False,196.00400000000002,"['Wallstraße', 'Baderstraße']","LINESTRING (13.3795849 54.094953, 13.379382 54.0941567, 13.3793302 54.0939533, 13.3801138 54.0939432, 13.3806097 54.093972)","['5.5', '4']",
"[1125804242, 30969498]",False,,residential,30,False,74.94200000000001,Domstraße,"LINESTRING (13.3795849 54.094953, 13.3802589 54.0949103, 13.3807275 54.0948806)",,
755924293,True,,residential,30,False,101.323,Fleischerstraße,"LINESTRING (13.3807275 54.0948806, 13.3806097 54.093972)",,
"[1125804242, 30969498]",False,,residential,30,True,74.94200000000001,Domstraße,"LINESTRING (13.3807275 54.0948806, 13.3802589 54.0949103, 13.3795849 54.094953)",,
"[457737880, 88657613, 457737879]",True,2,residential,50,False,60.29900000000001,Friedrich-Loeffler-Straße,"LINESTRING (13.3870052 54.0971999, 13.387181 54.0971408, 13.3876981 54.0971068, 13.3877504 54.0971053, 13.3878995 54.0970996)",,
"[457737882, 969891726, 969891727]",False,,residential,"['30', '10']",False,64.481,Friedrich-Loeffler-Straße,"LINESTRING (13.3870052 54.0971999, 13.3866823 54.0972294, 13.3865092 54.0972468, 13.386264 54.0972655, 13.3860264 54.0972817)",6.9,
24796047,False,,living_street,,False,155.67900000000003,Hunnenstraße,"LINESTRING (13.3771774 54.0974065, 13.3771031 54.0961137, 13.3771042 54.0960668, 13.3771054 54.0960072)",,
30964164,False,,residential,30,False,80.899,Friedrich-Loeffler-Straße,"LINESTRING (13.3771774 54.0974065, 13.3760549 54.0974363, 13.3759379 54.0974346)",,
"[30964161, 30964164]",False,,residential,"['30', '10']",True,89.086,Friedrich-Loeffler-Straße,"LINESTRING (13.3771774 54.0974065, 13.3783966 54.0973955, 13.3785434 54.0973984)",,
24536055,False,,residential,50,False,75.027,An der Bleiche,"LINESTRING (13.3776158 54.0991702, 13.3782239 54.0990611, 13.3784503 54.099054, 13.3785418 54.0990592, 13.3785976 54.0990614, 13.3787374 54.0990673)",,
"[621440756, 24778437, 31014199]",True,"['2', '3']",secondary,50,False,272.935,Lange Reihe,"LINESTRING (13.3856079 54.0923791, 13.3866019 54.0940505, 13.3867046 54.0941905, 13.3868537 54.0943039, 13.3869861 54.0943701, 13.3871423 54.0944101, 13.3871772 54.094419, 13.3872587 54.0944404, 13.3874326 54.094487)",,
24778436,True,,secondary,50,False,91.212,Stephanistraße,"LINESTRING (13.3843223 54.0927022, 13.3856079 54.0923791)",,
23154366,True,,residential,50,False,221.24999999999997,Rosa-Luxemburg-Straße,"LINESTRING (13.3843223 54.0927022, 13.3855737 54.0942789, 13.3855857 54.0943241, 13.3855648 54.0943655, 13.3855122 54.0944101, 13.3854412 54.0944342, 13.3853444 54.0944515)",,
24796315,False,,residential,30,False,139.222,Rotgerberstraße,"LINESTRING (13.3751774 54.0974238, 13.3751973 54.0969938, 13.3752353 54.0961722)",,
30964164,False,,residential,30,True,49.603,Friedrich-Loeffler-Straße,"LINESTRING (13.3751774 54.0974238, 13.375557 54.0974292, 13.3759379 54.0974346)",,
24796032,False,,residential,30,False,144.454,Weißgerberstraße,"LINESTRING (13.3759379 54.0974346, 13.3759396 54.0969986, 13.3759419 54.0964201, 13.3759408 54.0961355)",,
30964164,False,,residential,30,False,49.603,Friedrich-Loeffler-Straße,"LINESTRING (13.3759379 54.0974346, 13.375557 54.0974292, 13.3751774 54.0974238)",,
30964164,False,,residential,30,True,80.899,Friedrich-Loeffler-Straße,"LINESTRING (13.3759379 54.0974346, 13.3760549 54.0974363, 13.3771774 54.0974065)",,
24796047,False,,living_street,,True,155.679,Hunnenstraße,"LINESTRING (13.3771054 54.0960072, 13.3771042 54.0960668, 13.3771031 54.0961137, 13.3771774 54.0974065)",,
28126806,False,,residential,,False,55.137,Rotgerberstraße,"LINESTRING (13.3752929 54.0955651, 13.3752999 54.0955026, 13.375348 54.0950703)",,
88641711,False,2,secondary,30,True,12.972,Bahnhofstraße,"LINESTRING (13.3777415 54.09278, 13.3779398 54.0927708)",,
"[88641726, 88641711]",False,2,secondary,30,False,111.09,Bahnhofstraße,"LINESTRING (13.3777415 54.09278, 13.377547 54.092789, 13.3760433 54.0928588)",,
88641726,False,2,secondary,30,False,27.764,Bahnhofstraße,"LINESTRING (13.3760433 54.0928588, 13.375619 54.0928793)",,
"[88641726, 88641711]",False,2,secondary,30,True,111.09,Bahnhofstraße,"LINESTRING (13.3760433 54.0928588, 13.377547 54.092789, 13.3777415 54.09278)",,
27617827,True,,residential,30,False,69.032,Domstraße,"LINESTRING (13.3817753 54.0947921, 13.3807275 54.0948806)",,
810860400,True,,residential,30,False,77.635,Rakower Straße,"LINESTRING (13.3817753 54.0947921, 13.3818641 54.0950907, 13.3819341 54.0953314, 13.3819779 54.0954801)",,
31716645,False,,residential,30,True,69.36,Brüggstraße,"LINESTRING (13.3833402 54.0954152, 13.3834438 54.096036)",,
568554439,False,,residential,30,False,89.22,Mühlenstraße,"LINESTRING (13.3833402 54.0954152, 13.3828536 54.0954234, 13.382591 54.0954333, 13.3820872 54.0954718, 13.3819779 54.0954801)",,
568554439,False,,residential,30,True,92.68299999999999,Mühlenstraße,"LINESTRING (13.3833402 54.0954152, 13.3837057 54.0954209, 13.3839599 54.0954383, 13.3841972 54.0954741, 13.3847265 54.0955715)",,
5733111,False,,residential,50,False,45.093,Kuhstraße,"LINESTRING (13.3847265 54.0955715, 13.3847545 54.0959767)",,
568554439,False,,residential,30,False,92.683,Mühlenstraße,"LINESTRING (13.3847265 54.0955715, 13.3841972 54.0954741, 13.3839599 54.0954383, 13.3837057 54.0954209, 13.3833402 54.0954152)",,
568554439,False,,residential,30,True,46.766999999999996,Mühlenstraße,"LINESTRING (13.3847265 54.0955715, 13.3851655 54.0956554, 13.3853976 54.095718)",,
25080099,False,,living_street,,True,77.19500000000001,Caspar-David-Friedrich-Straße,"LINESTRING (13.3765686 54.0957149, 13.3766015 54.0955919, 13.3767448 54.0950634, 13.376751 54.095029)",3.3,
25149720,True,,living_street,,False,119.13300000000001,Nikolaikirchplatz,"LINESTRING (13.3765686 54.0957149, 13.3770913 54.0957322, 13.3783933 54.0957678)",,
568554217,False,,residential,30,True,23.191,Martin-Luther-Straße,"LINESTRING (13.3783933 54.0957678, 13.3784072 54.0959762)",,
"[568554219, 97954862]",True,,residential,30,False,89.446,Martin-Luther-Straße,"LINESTRING (13.3783933 54.0957678, 13.3783749 54.0956529, 13.3783448 54.0954881, 13.3783223 54.0953013, 13.3782842 54.0949968, 13.3782979 54.0949672)",,
25899955,False,,residential,30,False,164.782,Schützenstraße,"LINESTRING (13.3863556 54.0987437, 13.3862158 54.0985262, 13.3861689 54.0982184, 13.3860661 54.0975437, 13.3860361 54.0973262, 13.3860264 54.0972817)",,
"[25969432, 987420643, 24806464, 25969431]",False,3,residential,"['50', '30', '10']",True,146.129,Fleischerstraße,"LINESTRING (13.3806097 54.093972, 13.3805912 54.0937624, 13.3805864 54.0937159, 13.3805761 54.0936505, 13.3805579 54.0935287, 13.380553 54.0934863, 13.3805467 54.0934126, 13.3805428 54.0933612, 13.3805352 54.0932291, 13.3805313 54.0931949, 13.3805112 54.0931109, 13.3804981 54.0930567, 13.3804577 54.0928617, 13.3804525 54.0928366, 13.3804193 54.0926634)",,yes
27617826,False,,residential,30,False,65.999,Wallstraße,"LINESTRING (13.3806097 54.093972, 13.3814435 54.0940948, 13.381524 54.0941153, 13.3815512 54.0941322, 13.3815683 54.0941429)",,
27617826,False,,residential,30,True,65.999,Wallstraße,"LINESTRING (13.3815683 54.0941429, 13.3815512 54.0941322, 13.381524 54.0941153, 13.3814435 54.0940948, 13.3806097 54.093972)",,
755924291,True,,residential,30,False,73.594,Rakower Straße,"LINESTRING (13.3815683 54.0941429, 13.3816137 54.094212, 13.3817589 54.094729, 13.3817655 54.0947546, 13.3817753 54.0947921)",,
30969497,True,,residential,30,False,83.94,Domstraße,"LINESTRING (13.3782979 54.0949672, 13.3795849 54.094953)",,
"[26121224, 25969417, 1126559020, 434816080, 434816081]",True,,residential,30,False,245.57699999999997,Martin-Luther-Straße,"LINESTRING (13.3782979 54.0949672, 13.378302 54.0949342, 13.3782252 54.0945734, 13.3781973 54.0944115, 13.37821 54.0943587, 13.3781488 54.0939993, 13.3781111 54.0937774, 13.3781089 54.0937644, 13.3780797 54.093593, 13.3780518 54.0934288, 13.3779508 54.0928353, 13.3779398 54.0927708)",5.5,yes
"[572205237, 88641726]",False,2,secondary,30,True,97.716,Bahnhofstraße,"LINESTRING (13.3741252 54.0929478, 13.3741374 54.0929472, 13.3742131 54.0929432, 13.3744593 54.0929343, 13.3745347 54.0929313, 13.3753173 54.0928925, 13.375619 54.0928793)",,
30282735,True,,secondary,50,False,39.134,Hansering,"LINESTRING (13.3879657 54.0975307, 13.3879348 54.097415, 13.3879263 54.0973221, 13.3879106 54.0971806)",,
"[1155622675, 1195200982]",False,2,secondary,"['50', '30']",True,268.676,Hansering,"LINESTRING (13.3879657 54.0975307, 13.3878994 54.0976998, 13.3878262 54.0978943, 13.3877432 54.0980476, 13.3876592 54.0981705, 13.3875586 54.0982786, 13.3874239 54.0983951, 13.3872529 54.0985143, 13.3870661 54.0986207, 13.3868278 54.0987598, 13.3866759 54.0988207, 13.3864474 54.0989037, 13.3862395 54.098974, 13.3859864 54.0990448, 13.3856637 54.0991086, 13.3853141 54.0991559)",,
"[457740761, 457740762, 27013667]",False,4,secondary,"['50', '30']",True,82.756,Bahnhofstraße,"LINESTRING (13.3791535 54.0927145, 13.379333 54.0927061, 13.3801115 54.09267, 13.3801539 54.0926691, 13.3804193 54.0926634)",,
"[457741915, 457741213, 88641711]",False,2,secondary,30,False,79.39500000000001,Bahnhofstraße,"LINESTRING (13.3791535 54.0927145, 13.3789439 54.0927242, 13.3786139 54.0927395, 13.3781561 54.0927608, 13.3779398 54.0927708)",,
568554217,False,,residential,30,False,23.191,Martin-Luther-Straße,"LINESTRING (13.3784072 54.0959762, 13.3783933 54.0957678)",,
24796315,False,,residential,30,True,139.222,Rotgerberstraße,"LINESTRING (13.3752353 54.0961722, 13.3751973 54.0969938, 13.3751774 54.0974238)",,
572256776,True,1,secondary_link,50,False,14.886,,"LINESTRING (13.3874098 54.0946202, 13.3874326 54.094487)",,
"[572256772, 31014198]",True,1,secondary,50,False,137.336,Goethestraße,"LINESTRING (13.3874098 54.0946202, 13.3872002 54.0945697, 13.3871253 54.0945516, 13.3868791 54.0945111, 13.386597 54.0945003, 13.386314 54.0944969, 13.3860616 54.0945002, 13.3857778 54.0944974, 13.3856416 54.094487, 13.3854921 54.0944704, 13.3853444 54.0944515)",,
5733087,True,1,secondary_link,50,False,13.473,,"LINESTRING (13.3876021 54.0946645, 13.3874098 54.0946202)",,
"[457739123, 457739124, 31012733, 1241344982]",True,"['2', '1']",secondary,50,False,275.293,Hansering,"LINESTRING (13.3876021 54.0946645, 13.387628 54.094799, 13.3876364 54.0948425, 13.3876736 54.0950577, 13.3879488 54.0966495, 13.3880381 54.097127)",,
24931975,False,,residential,30,True,133.187,Johann-Sebastian-Bach-Straße,"LINESTRING (13.3809399 54.0961614, 13.3810019 54.0968106, 13.3810542 54.0973573)",7.5,
"[25969391, 26260790, 26260791]",False,,residential,30,True,249.212,Rubenowstraße,"LINESTRING (13.375348 54.0950703, 13.3753599 54.0950357, 13.3753554 54.0947249, 13.3753555 54.0943954, 13.3753875 54.0942948, 13.3754466 54.0942171, 13.3755178 54.0941559, 13.3756082 54.0940801, 13.3756273 54.0940599, 13.3756603 54.0940249, 13.3756688 54.0939957, 13.3756872 54.0939323, 13.3756973 54.0938006, 13.3756965 54.0937695, 13.3756929 54.0936348, 13.3756925 54.0936199, 13.3756759 54.0934919, 13.3756615 54.0934048, 13.3756235 54.0929735, 13.3756211 54.0929566, 13.375619 54.0928793)","['5.9', '6.1']",yes
