osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,junction,width,access
"[572864449, 572864450, 643833505, 38253299, 1237365787, 572864447]",2,L 108,Hambucher Straße,secondary,"['50', '30']",False,True,157.696,"LINESTRING (7.1430246 50.2291856, 7.1427538 50.2293446, 7.1426691 50.2293943, 7.142406 50.229497, 7.1423871 50.2295048, 7.1423425 50.2295218, 7.1423162 50.2295302, 7.1422287 50.2295531, 7.1420927 50.2295851, 7.1420638 50.229591, 7.1419786 50.2296082, 7.1419528 50.2296134, 7.1418953 50.2296251, 7.1418719 50.2296297, 7.1418032 50.2296433, 7.1416949 50.2296646, 7.1416612 50.2296715, 7.1416112 50.2296817, 7.1414768 50.2297091, 7.1413621 50.2297303, 7.1412028 50.2297802, 7.1411147 50.2298502)",,,,
140040183,3,L 108,,secondary,,False,False,30.103,"LINESTRING (7.1454848 50.2281752, 7.1458498 50.2280382)",,,,
140040171,1,L 98,,secondary_link,,True,False,28.14,"LINESTRING (7.1454848 50.2281752, 7.145408 50.2281496, 7.1453431 50.2281185, 7.1453002 50.2280923, 7.1452697 50.2280612, 7.1452117 50.2280005)",,,,
140040189,2,L 108,,secondary,100,False,True,50.296,"LINESTRING (7.1454848 50.2281752, 7.1452031 50.2282636, 7.1448349 50.228352)",,,,
24367173,1,L 98,,secondary_link,100,True,False,21.433,"LINESTRING (7.1451517 50.2278101, 7.1453539 50.227953)",,,,
140040178,2,L 98,,secondary_link,100,False,False,53.551,"LINESTRING (7.1451517 50.2278101, 7.1451111 50.2277742, 7.1450746 50.2277474, 7.1450187 50.227714, 7.144963 50.2276879, 7.1449078 50.2276676, 7.1448615 50.2276554, 7.1447953 50.2276422, 7.1447278 50.2276383, 7.1446347 50.2276386, 7.1444989 50.227656)",,,,
25691940,1,L 98,,secondary_link,100,True,False,27.051,"LINESTRING (7.1444989 50.227656, 7.1441643 50.2277716)",,,,
140040178,2,L 98,,secondary_link,100,False,True,53.551,"LINESTRING (7.1444989 50.227656, 7.1446347 50.2276386, 7.1447278 50.2276383, 7.1447953 50.2276422, 7.1448615 50.2276554, 7.1449078 50.2276676, 7.144963 50.2276879, 7.1450187 50.227714, 7.1450746 50.2277474, 7.1451111 50.2277742, 7.1451517 50.2278101)",,,,
140040170,1,L 98,,secondary_link,100,True,False,39.176,"LINESTRING (7.1441643 50.2277716, 7.1440364 50.2277986, 7.1439124 50.227814, 7.1437677 50.2278177, 7.1436229 50.2278213)",,,,
537528367,1,L 98,,secondary_link,100,True,False,49.873000000000005,"LINESTRING (7.1441643 50.2277716, 7.1439974 50.2278685, 7.1439488 50.2279115, 7.1439125 50.2279595, 7.1438671 50.2280565, 7.1438603 50.2281531)",,,,
39143261,2,,Hinter der Mauer,residential,50,False,False,24.615000000000002,"LINESTRING (7.1408857 50.2308841, 7.140874 50.2309348, 7.1408591 50.2309995, 7.1408436 50.2310668, 7.1408352 50.2311031)",,,,
66209542,1,L 52,Koblenzer Straße,secondary_link,30,True,False,18.47,"LINESTRING (7.1408857 50.2308841, 7.1408257 50.2308492, 7.1407699 50.2308168, 7.1407131 50.2307838, 7.1406935 50.2307724)",,,,
"[531335962, 533624622]","['2', '1']",L 52,Koblenzer Straße,secondary,30,False,False,41.111999999999995,"LINESTRING (7.1408857 50.2308841, 7.140981 50.2309581, 7.1411388 50.2310267, 7.14134 50.2311072)",,,4,
140040183,3,L 108,,secondary,,False,True,30.103,"LINESTRING (7.1458498 50.2280382, 7.1454848 50.2281752)",,,,
572864454,1,L 98,,secondary_link,100,True,False,33.933,"LINESTRING (7.1440257 50.2276945, 7.1444989 50.227656)",,,,
140040199,2,L 98,,secondary,70,False,True,70.407,"LINESTRING (7.1432397 50.2272375, 7.1436229 50.2278213)",,,,
25691941,1,L 98,,secondary_link,70,True,False,76.499,"LINESTRING (7.1432397 50.2272375, 7.1434983 50.2274083, 7.1436623 50.2275377, 7.1438144 50.2276261, 7.143921 50.2276684, 7.1440257 50.2276945)",,,,
309304826,2,L 98,,secondary,50,False,False,66.405,"LINESTRING (7.14658 50.2338356, 7.1463455 50.2338641, 7.1461207 50.2339117, 7.1459688 50.2339536, 7.1457365 50.2340242, 7.1457044 50.2340339)",,,,
309304827,1,L 98,,secondary_link,50,True,False,45.002,"LINESTRING (7.14658 50.2338356, 7.146717 50.2338056, 7.1469176 50.2337768, 7.1471205 50.2337578, 7.1471958 50.2337468)",,,,
531050626,1,,Klostergasse,residential,,False,True,32.842,"LINESTRING (7.1379606 50.2301623, 7.138377 50.2302899)",,,3,
572864433,1,,Masburger Straße,residential,30,False,False,218.982,"LINESTRING (7.1379606 50.2301623, 7.1377278 50.2305257, 7.1373035 50.2310712, 7.1372871 50.2310944, 7.1372186 50.2311971, 7.1366823 50.2319531)",,,6,
584430373,1,,Masburger Straße,residential,30,True,False,1.428,"LINESTRING (7.1366823 50.2319531, 7.1366722 50.2319642)",,,6,
547134003,2,,Im Bliesblink,residential,30,False,True,147.255,"LINESTRING (7.1366823 50.2319531, 7.1375902 50.2319912, 7.1377353 50.232, 7.137794 50.2320039, 7.1380127 50.2320167, 7.1384204 50.2320241, 7.1387485 50.2320279)",,,,
572864433,1,,Masburger Straße,residential,30,False,True,218.98200000000003,"LINESTRING (7.1366823 50.2319531, 7.1372186 50.2311971, 7.1372871 50.2310944, 7.1373035 50.2310712, 7.1377278 50.2305257, 7.1379606 50.2301623)",,,6,
38253296,2,,Pommerbachstraße,residential,30,False,False,115.872,"LINESTRING (7.1353181 50.2272049, 7.1345786 50.2272595, 7.1338638 50.2273133, 7.1337848 50.2273299, 7.1337073 50.2273462)",,,,
551692557,2,,Steilbachstraße,residential,30,False,True,79.317,"LINESTRING (7.1353181 50.2272049, 7.1352772 50.2271298, 7.1349864 50.2268738, 7.1346619 50.2266338)",,,,
"[551692561, 567960466]",2,,Pommerbachstraße,residential,30,False,True,56.05,"LINESTRING (7.1353181 50.2272049, 7.1355279 50.2271919, 7.1358557 50.2271527, 7.1360952 50.227124)",,,,
35448801,2,,Stierstraße,residential,30,False,False,88.219,"LINESTRING (7.1337073 50.2273462, 7.1337193 50.2274439, 7.1337502 50.2275399, 7.1338343 50.2275986, 7.134482 50.227909)",,,,
38253296,2,,Pommerbachstraße,residential,30,False,True,115.872,"LINESTRING (7.1337073 50.2273462, 7.1337848 50.2273299, 7.1338638 50.2273133, 7.1345786 50.2272595, 7.1353181 50.2272049)",,,,
66311285,2,,Cochemer Straße,residential,50,False,False,39.601,"LINESTRING (7.1404782 50.2294157, 7.1405064 50.2294836, 7.1407579 50.2296848, 7.1407909 50.2297036)",,,,
"[66311291, 538097757, 66311285]",2,,"['Cochemer Straße', 'Pommerbachstraße']",residential,"['50', '30']",False,"[False, True]",269.567,"LINESTRING (7.1404782 50.2294157, 7.1405029 50.2293597, 7.1406692 50.2291322, 7.1406765 50.2290905, 7.1406695 50.2290551, 7.1406068 50.2289583, 7.1402696 50.2286797, 7.1400995 50.2285199, 7.1399702 50.2283489, 7.1399535 50.2283039, 7.1399541 50.2282715, 7.1399546 50.228248, 7.1399999 50.2281631, 7.1400674 50.2280888, 7.1401429 50.2280283, 7.1405472 50.227771, 7.1405259 50.2276507, 7.1404971 50.2275807, 7.1404846 50.2275173, 7.1404871 50.2274969, 7.1404967 50.2274165, 7.140532 50.2273003)",,,,
68849289,2,,Höfchen,residential,50,False,True,70.328,"LINESTRING (7.1404782 50.2294157, 7.1399784 50.2294802, 7.1395089 50.2295403)",,,,
643833504,2,L 108,Koblenzer Straße,secondary,50,False,True,9.866,"LINESTRING (7.1411147 50.2298502, 7.1410899 50.2299375)",,,,
"[643833505, 572864449, 572864450, 38253299, 1237365787, 572864447]",2,L 108,Hambucher Straße,secondary,"['50', '30']",False,False,157.69599999999997,"LINESTRING (7.1411147 50.2298502, 7.1412028 50.2297802, 7.1413621 50.2297303, 7.1414768 50.2297091, 7.1416112 50.2296817, 7.1416612 50.2296715, 7.1416949 50.2296646, 7.1418032 50.2296433, 7.1418719 50.2296297, 7.1418953 50.2296251, 7.1419528 50.2296134, 7.1419786 50.2296082, 7.1420638 50.229591, 7.1420927 50.2295851, 7.1422287 50.2295531, 7.1423162 50.2295302, 7.1423425 50.2295218, 7.1423871 50.2295048, 7.142406 50.229497, 7.1426691 50.2293943, 7.1427538 50.2293446, 7.1430246 50.2291856)",,,,
66311285,2,,Cochemer Straße,residential,50,False,True,28.222,"LINESTRING (7.1411147 50.2298502, 7.1410951 50.2298403, 7.1410772 50.2298316, 7.1409697 50.2297839, 7.1408688 50.2297396, 7.1407909 50.2297036)",,,,
585861542,2,,Pankratiusstraße,residential,30,False,True,13.697,"LINESTRING (7.1419011 50.2338162, 7.1419693 50.233701)",,,,
35448646,1,,Im Haag,residential,30,True,False,37.89,"LINESTRING (7.1419011 50.2338162, 7.1417054 50.2337792, 7.1415448 50.2337176, 7.1414607 50.2336449)",,,5,
"[531514624, 66399545]",1,,Pankratiusstraße,residential,30,False,False,170.643,"LINESTRING (7.1419011 50.2338162, 7.1418933 50.2338542, 7.1418867 50.2338861, 7.141849 50.2340587, 7.1418317 50.2341542, 7.1417248 50.2343663, 7.141619 50.2345261, 7.1415166 50.2346608, 7.141407 50.2347661, 7.1412023 50.234911, 7.140891 50.235062, 7.1407877 50.2350992)",,,"['2.5', '2']",agricultural
66311311,2,,Am Markt,residential,30,False,True,107.231,"LINESTRING (7.1402583 50.2328082, 7.140315 50.2326717, 7.1403521 50.2325824, 7.1404763 50.2322708, 7.1404902 50.2321799, 7.1404926 50.2320709, 7.1404432 50.2318645)",,,,
"[551692552, 624761073, 547134004, 69196094]",1,,Im Haag,residential,30,True,False,309.593,"LINESTRING (7.1402583 50.2328082, 7.1399698 50.2327871, 7.1397874 50.2327738, 7.1394336 50.2327636, 7.138302 50.2327174, 7.1382599 50.2327158, 7.1381027 50.2327099, 7.1378981 50.2327078, 7.1377555 50.2327063, 7.1376537 50.2327028, 7.137211 50.2326888, 7.1365961 50.2326609, 7.1365389 50.2326543, 7.1364348 50.2326427, 7.1360922 50.2326029, 7.1359315 50.2325673)",,,"['6', '4', '5']",
"[531514642, 585861540, 585861541]",2,,Im Haag,residential,30,False,True,128.67499999999998,"LINESTRING (7.1402583 50.2328082, 7.140435 50.2328795, 7.1406774 50.2329754, 7.1407616 50.2330206, 7.1407693 50.2330254, 7.1408616 50.2330828, 7.1410609 50.2332367, 7.1413125 50.2335022, 7.1413209 50.2335106, 7.1414212 50.2336107, 7.1414607 50.2336449)",,,,
"[584482778, 584739156]",,,Masburger Straße,residential,"['50', '30']",True,False,97.21,"LINESTRING (7.1359315 50.2325673, 7.1352984 50.2331066, 7.1352768 50.2331248, 7.135056 50.2331675, 7.135012 50.233176)",,,5,
645306195,,,Erlenweg,residential,30,False,True,126.91000000000001,"LINESTRING (7.1359315 50.2325673, 7.1357855 50.2324968, 7.135402 50.2323115, 7.1352332 50.2322186, 7.1350735 50.2321189, 7.134905 50.2319917, 7.1347322 50.2318444, 7.1346647 50.2317761)",,,5,
35448800,2,,Eifelstraße,residential,30,False,True,127.375,"LINESTRING (7.1342615 50.2295147, 7.1342581 50.2296301, 7.1342578 50.2296404, 7.1342564 50.2296885, 7.1342713 50.2298863, 7.1342983 50.2299859, 7.1343041 50.2300117, 7.1343995 50.2302256, 7.1345488 50.2306028, 7.1345622 50.2306367)",,,,
66311296,2,,Jahnstraße,residential,30,False,False,281.415,"LINESTRING (7.1342615 50.2295147, 7.1340781 50.2294867, 7.1338309 50.2294635, 7.1336274 50.2294591, 7.1335902 50.2294583, 7.1334778 50.2294559, 7.1333192 50.2294524, 7.1331345 50.2294111, 7.133092 50.2294016, 7.1332536 50.2291822, 7.1333005 50.2291185, 7.13341 50.228956, 7.1334606 50.2288735, 7.1337481 50.2284049, 7.1338715 50.2282769, 7.1340456 50.2281706, 7.1341302 50.228119, 7.1342714 50.2280327, 7.1342904 50.2280212, 7.1344358 50.227936, 7.134482 50.227909)",,,,
70605967,1,,Eifelstraße,residential,30,True,False,164.026,"LINESTRING (7.1342615 50.2295147, 7.1343024 50.2294782, 7.1343196 50.229463, 7.1343316 50.2294523, 7.1344179 50.2293754, 7.13445 50.2293502, 7.1344816 50.2293253, 7.1345466 50.2292743, 7.1345631 50.2292613, 7.1345909 50.2292395, 7.1348017 50.2291113, 7.1348613 50.229075, 7.1349896 50.228997, 7.1350161 50.2289809, 7.1351201 50.2289176, 7.1352145 50.2288602, 7.1352913 50.2288135, 7.1354567 50.2286633, 7.1356127 50.22851, 7.1357351 50.2283898)",,,,
35448801,2,,Stierstraße,residential,30,False,False,233.41800000000003,"LINESTRING (7.1357351 50.2283898, 7.1358574 50.2284348, 7.1366412 50.228723, 7.1373121 50.2289641, 7.137938 50.2291391, 7.1380452 50.2291642, 7.1381843 50.2291967, 7.1383309 50.229231, 7.138406 50.2292486, 7.1384252 50.2292531, 7.1384853 50.2292671, 7.138674 50.2293113)",,,,
35448801,2,,Stierstraße,residential,30,False,True,29.33,"LINESTRING (7.1357351 50.2283898, 7.1355819 50.2283323, 7.1353795 50.2282563)",,,,
530883362,,,Tannenweg,residential,,False,True,164.426,"LINESTRING (7.1346647 50.2317761, 7.1355716 50.2315273, 7.1356904 50.2315246, 7.1358044 50.2315578, 7.1362676 50.2318134, 7.136405 50.2318738, 7.1366722 50.2319642)",,,4,
645306195,,,Erlenweg,residential,30,False,False,126.91,"LINESTRING (7.1346647 50.2317761, 7.1347322 50.2318444, 7.134905 50.2319917, 7.1350735 50.2321189, 7.1352332 50.2322186, 7.135402 50.2323115, 7.1357855 50.2324968, 7.1359315 50.2325673)",,,5,
531050626,1,,Klostergasse,residential,,False,False,32.842,"LINESTRING (7.138377 50.2302899, 7.1379606 50.2301623)",,,3,
66311300,2,,Meisenweg,residential,30,False,True,61.449,"LINESTRING (7.1349345 50.2340459, 7.1344991 50.2336034, 7.1344743 50.2335782)",,,,
70605965,2,,Pommerbachstraße,residential,30,False,False,65.227,"LINESTRING (7.1360952 50.227124, 7.1361124 50.2277105)",,,,
538097757,2,,Pommerbachstraße,residential,30,False,True,452.89700000000005,"LINESTRING (7.1360952 50.227124, 7.1362453 50.2270968, 7.1364936 50.2270518, 7.1365535 50.2270409, 7.1370997 50.2269246, 7.1372352 50.2268862, 7.1373037 50.2268668, 7.1377156 50.2267502, 7.1381172 50.2266313, 7.1382314 50.226586, 7.1382913 50.2265623, 7.1386556 50.2264178, 7.1391338 50.2262372, 7.139206 50.2262099, 7.1393349 50.2261612, 7.1395614 50.2261193, 7.1396936 50.2261161, 7.1398257 50.2261253, 7.1399761 50.2261577, 7.1400861 50.2261938, 7.1403052 50.2263036, 7.1405082 50.2264536, 7.140534 50.2264726, 7.1405403 50.2264824, 7.1405825 50.2265476, 7.1406107 50.2265912, 7.1407184 50.2267576, 7.1407326 50.2268335, 7.1407323 50.2269025, 7.1407075 50.2269879, 7.1406992 50.2270164, 7.1406873 50.2270402, 7.1406537 50.2271074, 7.140532 50.2273003)",,,,
"[551692561, 567960466]",2,,Pommerbachstraße,residential,30,False,False,56.05,"LINESTRING (7.1360952 50.227124, 7.1358557 50.2271527, 7.1355279 50.2271919, 7.1353181 50.2272049)",,,,
66311308,,,Im Bliesblink,residential,50,False,False,85.258,"LINESTRING (7.1387485 50.2320279, 7.1386993 50.2312618)",,,,
547134003,2,,Im Bliesblink,residential,30,False,False,147.255,"LINESTRING (7.1387485 50.2320279, 7.1384204 50.2320241, 7.1380127 50.2320167, 7.137794 50.2320039, 7.1377353 50.232, 7.1375902 50.2319912, 7.1366823 50.2319531)",,,,
547134003,2,,Im Bliesblink,residential,30,False,True,124.265,"LINESTRING (7.1387485 50.2320279, 7.1397226 50.2320288, 7.1399516 50.2320042, 7.1402259 50.2319454, 7.1404432 50.2318645)",,,,
66311299,2,,Zanterbachstraße,residential,30,False,True,236.36600000000004,"LINESTRING (7.1375124 50.2280905, 7.139776 50.2273935, 7.1402904 50.2272566, 7.1404005 50.2272651, 7.140532 50.2273003)",,,,
66311308,,,Im Bliesblink,residential,50,False,True,85.258,"LINESTRING (7.1386993 50.2312618, 7.1387485 50.2320279)",,,,
39143261,2,,Hinter der Mauer,residential,50,False,True,24.615000000000002,"LINESTRING (7.1408352 50.2311031, 7.1408436 50.2310668, 7.1408591 50.2309995, 7.140874 50.2309348, 7.1408857 50.2308841)",,,,
"[66311298, 531050621]",2,,Im Weierchen,residential,50,False,"[False, True]",94.993,"LINESTRING (7.1408352 50.2311031, 7.1407413 50.231098, 7.140535 50.2310907, 7.1404718 50.2310881, 7.1403263 50.231082, 7.1401561 50.2310749, 7.1400982 50.2314922)",,,,
"[572864496, 584482774, 584482776]",2,,Hinter der Mauer,residential,50,False,False,62.736999999999995,"LINESTRING (7.1408352 50.2311031, 7.1408775 50.2312501, 7.1408826 50.2312677, 7.1409163 50.2313849, 7.1409111 50.2314224, 7.1408932 50.2315524, 7.140873 50.2315852, 7.1408304 50.2316543)",,,,
66625198,,,Buchbinderstraße,residential,30,False,False,54.069,"LINESTRING (7.1433503 50.2313345, 7.1428107 50.2315737, 7.1427082 50.2315835)",,,3,
569009672,2,,Brunnenstraße,residential,30,False,True,54.9,"LINESTRING (7.1433503 50.2313345, 7.1432772 50.2309298, 7.1432331 50.2308482)",,,,
1080995733,,,Brunnenstraße,residential,30,False,False,108.24300000000001,"LINESTRING (7.1433503 50.2313345, 7.1435421 50.2315836, 7.1435149 50.2316451, 7.1433503 50.2318241, 7.1429566 50.2320977, 7.1429012 50.2321362)",,,4,
66311294,2,,Hinter der Mauer,residential,50,False,False,38.626999999999995,"LINESTRING (7.1408304 50.2316543, 7.1409503 50.2318145, 7.1410769 50.2319637)",,,,
531050620,2,,Im Bliesblink,residential,50,False,False,36.123,"LINESTRING (7.1408304 50.2316543, 7.1407553 50.2316951, 7.140731 50.2317083, 7.140501 50.2318331, 7.1404432 50.2318645)",,,,
"[584482776, 572864496, 584482774]",2,,Hinter der Mauer,residential,50,False,True,62.736999999999995,"LINESTRING (7.1408304 50.2316543, 7.140873 50.2315852, 7.1408932 50.2315524, 7.1409111 50.2314224, 7.1409163 50.2313849, 7.1408826 50.2312677, 7.1408775 50.2312501, 7.1408352 50.2311031)",,,,
35448801,2,,Stierstraße,residential,30,False,False,74.714,"LINESTRING (7.134482 50.227909, 7.1347338 50.2280237, 7.1350131 50.2281299, 7.1353795 50.2282563)",,,,
35448801,2,,Stierstraße,residential,30,False,True,88.21900000000001,"LINESTRING (7.134482 50.227909, 7.1338343 50.2275986, 7.1337502 50.2275399, 7.1337193 50.2274439, 7.1337073 50.2273462)",,,,
66311296,2,,Jahnstraße,residential,30,False,True,281.415,"LINESTRING (7.134482 50.227909, 7.1344358 50.227936, 7.1342904 50.2280212, 7.1342714 50.2280327, 7.1341302 50.228119, 7.1340456 50.2281706, 7.1338715 50.2282769, 7.1337481 50.2284049, 7.1334606 50.2288735, 7.13341 50.228956, 7.1333005 50.2291185, 7.1332536 50.2291822, 7.133092 50.2294016, 7.1331345 50.2294111, 7.1333192 50.2294524, 7.1334778 50.2294559, 7.1335902 50.2294583, 7.1336274 50.2294591, 7.1338309 50.2294635, 7.1340781 50.2294867, 7.1342615 50.2295147)",,,,
"[66311298, 531050621]",2,,Im Weierchen,residential,50,False,"[False, True]",94.993,"LINESTRING (7.1400982 50.2314922, 7.1401561 50.2310749, 7.1403263 50.231082, 7.1404718 50.2310881, 7.140535 50.2310907, 7.1407413 50.231098, 7.1408352 50.2311031)",,,,
572864491,2,L 52,Koblenzer Straße,secondary,30,False,True,49.031,"LINESTRING (7.1429012 50.2321362, 7.1424116 50.2318258)",,,,
66311294,2,,Hinter der Mauer,residential,50,False,True,185.12099999999998,"LINESTRING (7.1429012 50.2321362, 7.1428579 50.2321584, 7.1421335 50.2325301, 7.1420642 50.2325509, 7.1418781 50.2326069, 7.1417657 50.2326031, 7.1416516 50.2325418, 7.1416251 50.2325195, 7.1413243 50.2322658, 7.1410769 50.2319637)",,,,
"[572864490, 591636195]",2,L 52,Koblenzer Straße,secondary,30,False,False,42.196,"LINESTRING (7.1429012 50.2321362, 7.1431427 50.2323302, 7.1432664 50.2324352)",,,,
1080995733,,,Brunnenstraße,residential,30,False,True,108.243,"LINESTRING (7.1429012 50.2321362, 7.1429566 50.2320977, 7.1433503 50.2318241, 7.1435149 50.2316451, 7.1435421 50.2315836, 7.1433503 50.2313345)",,,4,
66311311,2,,Am Markt,residential,30,False,False,107.231,"LINESTRING (7.1404432 50.2318645, 7.1404926 50.2320709, 7.1404902 50.2321799, 7.1404763 50.2322708, 7.1403521 50.2325824, 7.140315 50.2326717, 7.1402583 50.2328082)",,,,
531050620,2,,Im Bliesblink,residential,50,False,True,36.123000000000005,"LINESTRING (7.1404432 50.2318645, 7.140501 50.2318331, 7.140731 50.2317083, 7.1407553 50.2316951, 7.1408304 50.2316543)",,,,
547134003,2,,Im Bliesblink,residential,30,False,False,124.265,"LINESTRING (7.1404432 50.2318645, 7.1402259 50.2319454, 7.1399516 50.2320042, 7.1397226 50.2320288, 7.1387485 50.2320279)",,,,
"[531514624, 66399545]",1,,Pankratiusstraße,residential,30,False,True,170.64299999999997,"LINESTRING (7.1407877 50.2350992, 7.140891 50.235062, 7.1412023 50.234911, 7.141407 50.2347661, 7.1415166 50.2346608, 7.141619 50.2345261, 7.1417248 50.2343663, 7.1418317 50.2341542, 7.141849 50.2340587, 7.1418867 50.2338861, 7.1418933 50.2338542, 7.1419011 50.2338162)",,,"['2.5', '2']",agricultural
66399540,2,,Amselweg,residential,30,False,True,75.342,"LINESTRING (7.1339739 50.2345724, 7.1336301 50.2339608, 7.1336155 50.2339348)",,,,
534659362,1,,Gartenstraße,living_street,,False,False,32.275,"LINESTRING (7.1440198 50.2303933, 7.1444047 50.2302396)",,,4,
"[66399539, 531335956]",1,,Gartenstraße,living_street,,True,False,164.21300000000002,"LINESTRING (7.1440198 50.2303933, 7.1441162 50.2304947, 7.1442509 50.230713, 7.144294 50.2308356, 7.1442692 50.230991, 7.144267 50.2310276, 7.1442646 50.231057, 7.1442433 50.2313203, 7.1442936 50.2315197, 7.1443956 50.2316933, 7.1445258 50.2317857)",,,"['6', '4']",
569009669,2,,Heideberg,residential,50,False,True,112.35900000000001,"LINESTRING (7.1432664 50.2324352, 7.1433136 50.2324191, 7.1435978 50.2323222, 7.1437458 50.232346, 7.1438028 50.2323551, 7.1439832 50.2323638, 7.1441933 50.2323163, 7.1444153 50.2322169, 7.1446393 50.2320725)",,,,
572864489,2,L 52,Koblenzer Straße,secondary,30,False,False,20.692999999999998,"LINESTRING (7.1432664 50.2324352, 7.1433145 50.2324804, 7.1434302 50.232589)",,,,
"[572864490, 591636195]",2,L 52,Koblenzer Straße,secondary,30,False,True,42.196,"LINESTRING (7.1432664 50.2324352, 7.1431427 50.2323302, 7.1429012 50.2321362)",,,,
66935459,2,,Heideberg,residential,50,False,False,106.40899999999999,"LINESTRING (7.1446393 50.2320725, 7.1447601 50.2321558, 7.1449879 50.2323128, 7.1453736 50.2325381, 7.1455128 50.2325831, 7.1457952 50.2326572)",,,,
569009665,2,,Heideberg,residential,50,False,True,32.943,"LINESTRING (7.1446393 50.2320725, 7.1446001 50.2319415, 7.1445258 50.2317857)",,,,
