osmid,name,highway,maxspeed,oneway,reversed,length,geometry,ref,lanes,width,junction,access
222238434,Lange Straße,residential,30,False,True,54.8,"LINESTRING (9.135952 48.9034659, 9.1352291 48.9033352)",,,,,
34630260,Stuttgarter Straße,residential,30,False,True,147.665,"LINESTRING (9.135952 48.9034659, 9.1357522 48.9037833, 9.1356619 48.9039333, 9.1354931 48.9042283, 9.1353934 48.9044017, 9.135237 48.9047075)",,,,,
"[855489174, 222238454]",Stuttgarter Straße,residential,30,False,False,61.396,"LINESTRING (9.135952 48.9034659, 9.1362186 48.9031685, 9.1363054 48.9030613, 9.1363665 48.9029858)",,,,,
"[355770852, 10421062]",Eglosheimer Straße,secondary,50,False,False,144.006,"LINESTRING (9.135237 48.9047075, 9.1353386 48.9046744, 9.1354575 48.9046507, 9.1356417 48.9046337, 9.1360053 48.9046083, 9.1360866 48.9046034, 9.1368331 48.9045271, 9.1370038 48.904511, 9.1371731 48.9044934)",L 1138,"['2', '3']",,,
"[22985184, 1125661165]",Königstraße,secondary,50,False,True,60.83399999999999,"LINESTRING (9.135237 48.9047075, 9.1351487 48.9047828, 9.1350845 48.9048672, 9.135052 48.9050615, 9.1350441 48.9051109, 9.1350262 48.9052228)",L 1138,3,,,
34630260,Stuttgarter Straße,residential,30,False,False,147.66500000000002,"LINESTRING (9.135237 48.9047075, 9.1353934 48.9044017, 9.1354931 48.9042283, 9.1356619 48.9039333, 9.1357522 48.9037833, 9.135952 48.9034659)",,,,,
22983821,Berliner Straße,residential,30,False,False,128.43699999999998,"LINESTRING (9.1317711 48.9016231, 9.1320523 48.9016488, 9.1323223 48.9016721, 9.1324992 48.9016882, 9.1326356 48.9017, 9.1328269 48.901719, 9.1330839 48.9017449, 9.1331056 48.9017472, 9.1335104 48.9017869)",,,,,
22985114,Königsberger Straße,residential,30,False,True,74.17099999999999,"LINESTRING (9.1317711 48.9016231, 9.1317442 48.9016613, 9.1314962 48.9022646)",,,,,
648583086,Berliner Straße,residential,30,False,True,113.44800000000001,"LINESTRING (9.1317711 48.9016231, 9.1309595 48.9015374, 9.1302379 48.9014645)",,,,,
27076736,Königstraße,secondary,40,False,False,57.406000000000006,"LINESTRING (9.1350262 48.9052228, 9.135074 48.905416, 9.1351021 48.9055129, 9.1351987 48.9057255)",L 1110,3,,,
107911919,Markgröninger Straße,secondary,50,False,False,109.873,"LINESTRING (9.1350262 48.9052228, 9.1348204 48.9052887, 9.1344226 48.9054423, 9.1340418 48.9055924, 9.1339273 48.9056372, 9.1337272 48.9057191)",L 1138,,,,
"[22985184, 1125661165]",Königstraße,secondary,50,False,False,60.834,"LINESTRING (9.1350262 48.9052228, 9.1350441 48.9051109, 9.135052 48.9050615, 9.1350845 48.9048672, 9.1351487 48.9047828, 9.135237 48.9047075)",L 1138,3,,,
107911919,Markgröninger Straße,secondary,50,False,False,13.046,"LINESTRING (9.1332582 48.9057539, 9.1330797 48.9057539)",L 1138,,,,
1130860081,Lammstraße,residential,30,False,False,39.429,"LINESTRING (9.1332582 48.9057539, 9.1332461 48.9061084)",,,,,
107911919,Markgröninger Straße,secondary,50,False,True,34.629999999999995,"LINESTRING (9.1332582 48.9057539, 9.1333974 48.9057497, 9.1335917 48.9057416, 9.1337272 48.9057191)",L 1138,,,,
107911919,Markgröninger Straße,secondary,50,False,False,16.97,"LINESTRING (9.1328134 48.9057357, 9.1325901 48.9056939)",L 1138,,,,
854505833,Wettestraße,residential,30,False,True,40.3,"LINESTRING (9.1328134 48.9057357, 9.1327988 48.906098)",,,,,
107911919,Markgröninger Straße,secondary,50,False,True,19.613999999999997,"LINESTRING (9.1328134 48.9057357, 9.1329437 48.9057507, 9.1330797 48.9057539)",L 1138,,,,
22983819,,secondary,50,True,False,28.174,"LINESTRING (9.1314064 48.9056055, 9.1313749 48.9055687, 9.1313668 48.9055268, 9.1313832 48.905486, 9.1314217 48.9054522, 9.1314766 48.9054303, 9.1315401 48.9054236)",L 1138,1,5.7,roundabout,
34843807,Markgröninger Straße,secondary,50,False,False,77.116,"LINESTRING (9.1314064 48.9056055, 9.1313554 48.9056273, 9.1312225 48.9056671, 9.1310995 48.9056833, 9.1307102 48.9057163, 9.1303819 48.9057399)",L 1138,2,,,
22983819,,secondary,50,True,False,26.14,"LINESTRING (9.1315401 48.9054236, 9.1315983 48.9054319, 9.1316486 48.9054529, 9.1316845 48.9054842, 9.1317015 48.9055218, 9.1316975 48.9055608, 9.131673 48.9055966)",L 1138,1,5.7,roundabout,
222238437,Möglinger Straße,tertiary,50,False,True,8.698,"LINESTRING (9.1315401 48.9054236, 9.131532 48.9053813, 9.1315266 48.9053635, 9.1315214 48.9053464)",K 1693,2,,,
22983819,,secondary,50,True,False,22.453000000000003,"LINESTRING (9.131673 48.9055966, 9.1316379 48.9056211, 9.1315932 48.9056375, 9.131543 48.9056443, 9.1314921 48.9056409, 9.1314451 48.9056275, 9.1314064 48.9056055)",L 1138,1,5.7,roundabout,
107911919,Markgröninger Straße,secondary,50,False,True,52.202,"LINESTRING (9.131673 48.9055966, 9.1317035 48.9056067, 9.1317494 48.9056175, 9.1318524 48.9056314, 9.1323772 48.9056564)",L 1138,,,,
34179761,Schillerstraße,residential,30,False,False,66.746,"LINESTRING (9.1312872 48.9048246, 9.130374 48.9048217)",,,,,
22984877,Schillerstraße,residential,30,True,False,82.32,"LINESTRING (9.1312872 48.9048246, 9.1314895 48.9048128, 9.1316035 48.9048185, 9.1319587 48.9048323, 9.1324117 48.9048368)",,,,,
222238437,Möglinger Straße,tertiary,50,False,False,60.525000000000006,"LINESTRING (9.1312872 48.9048246, 9.1314255 48.9051622, 9.1315214 48.9053464)",K 1693,2,,,
222238437,Möglinger Straße,tertiary,50,False,True,74.00399999999999,"LINESTRING (9.1312872 48.9048246, 9.1312545 48.9046645, 9.1312337 48.9045117, 9.1312554 48.9041614)",K 1693,2,,,
22984396,Egerstraße,residential,30,False,False,139.591,"LINESTRING (9.1311885 48.9038407, 9.1314007 48.9037748, 9.1316955 48.903693, 9.1318741 48.9036654, 9.1324537 48.9036643, 9.132652 48.903662, 9.1327633 48.9036638, 9.132944 48.9036824, 9.1329966 48.9036806, 9.133042 48.9036731)",,,,,
222238437,Möglinger Straße,tertiary,50,False,False,24.634,"LINESTRING (9.1311885 48.9038407, 9.1312014 48.9038751, 9.1312425 48.9039676, 9.1312588 48.9040567)",K 1693,2,,,
222238437,Möglinger Straße,tertiary,50,False,True,84.151,"LINESTRING (9.1311885 48.9038407, 9.1310443 48.9036825, 9.1310047 48.9036512, 9.1307337 48.9034374, 9.1304738 48.9032503)",K 1693,2,,,
96310095,Danziger Straße,residential,30,False,True,73.644,"LINESTRING (9.1340423 48.9038227, 9.1344553 48.9032186)",,,,,
"[414511323, 105379996]",Egerstraße,residential,30,False,False,78.554,"LINESTRING (9.1340423 48.9038227, 9.1348641 48.9039641, 9.1349136 48.9039621, 9.1349456 48.9039424, 9.1349868 48.9038601)",,,,,
105379996,Egerstraße,residential,30,False,True,75.11500000000001,"LINESTRING (9.1340423 48.9038227, 9.1331761 48.9036793, 9.133042 48.9036731)",,,,,
22983821,Berliner Straße,residential,30,False,False,23.063,"LINESTRING (9.1358879 48.9020128, 9.1362003 48.9020419)",,,,,
22984331,Breslauer Straße,residential,30,False,False,154.728,"LINESTRING (9.1358879 48.9020128, 9.1352291 48.9033352)",,,,,
22983821,Berliner Straße,residential,30,False,True,40.966,"LINESTRING (9.1358879 48.9020128, 9.135785 48.9020023, 9.1356896 48.9019925, 9.1353341 48.9019562)",,,,,
22983821,Berliner Straße,residential,30,False,True,67.235,"LINESTRING (9.1371098 48.9021323, 9.1366617 48.9020869, 9.1366306 48.9020837, 9.1362003 48.9020419)",,,,,
34630384,Stuttgarter Straße,residential,30,False,True,109.39500000000001,"LINESTRING (9.1371098 48.9021323, 9.1367556 48.9025653, 9.1363665 48.9029858)",,,,,
444135983,Stuttgarter Straße,residential,30,False,False,70.8,"LINESTRING (9.1371098 48.9021323, 9.1373251 48.9016294, 9.1373706 48.9015191)",,,,,
22983821,Berliner Straße,residential,30,False,True,23.063,"LINESTRING (9.1362003 48.9020419, 9.1358879 48.9020128)",,,,,
22983821,Berliner Straße,residential,30,False,False,67.235,"LINESTRING (9.1362003 48.9020419, 9.1366306 48.9020837, 9.1366617 48.9020869, 9.1371098 48.9021323)",,,,,
34630384,Stuttgarter Straße,residential,30,False,False,109.39500000000001,"LINESTRING (9.1363665 48.9029858, 9.1367556 48.9025653, 9.1371098 48.9021323)",,,,,
35553368,Carl-Diem-Straße,residential,30,False,True,78.33,"LINESTRING (9.1363665 48.9029858, 9.1366726 48.9030082, 9.1374318 48.9030624)",,,7,,
"[222238454, 855489174]",Stuttgarter Straße,residential,30,False,True,61.396,"LINESTRING (9.1363665 48.9029858, 9.1363054 48.9030613, 9.1362186 48.9031685, 9.135952 48.9034659)",,,,,
365919070,Hölderlinstraße,residential,30,False,True,30.903,"LINESTRING (9.1373706 48.9015191, 9.1377869 48.9015676)",,,7.5,,
444135983,Stuttgarter Straße,residential,30,False,True,70.8,"LINESTRING (9.1373706 48.9015191, 9.1373251 48.9016294, 9.1371098 48.9021323)",,,,,
22985105,Weimarstraße,residential,30,False,True,92.64,"LINESTRING (9.1297061 48.9014022, 9.1296645 48.9014766, 9.129661 48.9015527, 9.1296947 48.9017089, 9.1297411 48.9018753, 9.1298206 48.9020439, 9.1299338 48.9022015)",,,,,
648583086,Berliner Straße,residential,30,False,False,39.586,"LINESTRING (9.1297061 48.9014022, 9.1297703 48.9014183, 9.1302379 48.9014645)",,,,,
22983821,Berliner Straße,residential,30,False,False,30.445,"LINESTRING (9.1335104 48.9017869, 9.1338777 48.901822, 9.1339226 48.9018262)",,,,,
22983821,Berliner Straße,residential,30,False,True,128.437,"LINESTRING (9.1335104 48.9017869, 9.1331056 48.9017472, 9.1330839 48.9017449, 9.1328269 48.901719, 9.1326356 48.9017, 9.1324992 48.9016882, 9.1323223 48.9016721, 9.1320523 48.9016488, 9.1317711 48.9016231)",,,,,
22983821,Berliner Straße,residential,30,False,True,2.581,"LINESTRING (9.1339577 48.9018287, 9.1339226 48.9018262)",,,,,
96310030,Dresdener Straße,residential,30,False,True,2.581,"LINESTRING (9.1339577 48.9018287, 9.1339226 48.9018262)",,,,,
22983821,Berliner Straße,residential,30,False,False,36.104,"LINESTRING (9.1339577 48.9018287, 9.1340231 48.9018343, 9.1344474 48.9018711)",,,,,
22984328,Wassily-Kandinsky-Weg,residential,30,False,False,35.625,"LINESTRING (9.1344474 48.9018711, 9.1346008 48.901567)",,,,,
22983821,Berliner Straße,residential,30,False,False,46.31700000000001,"LINESTRING (9.1344474 48.9018711, 9.134698 48.901897, 9.1348438 48.9019114, 9.1350739 48.9019335)",,,,,
22983821,Berliner Straße,residential,30,False,True,36.104,"LINESTRING (9.1344474 48.9018711, 9.1340231 48.9018343, 9.1339577 48.9018287)",,,,,
22984331,Breslauer Straße,residential,30,False,True,154.728,"LINESTRING (9.1352291 48.9033352, 9.1358879 48.9020128)",,,,,
222238434,Lange Straße,residential,30,False,False,54.8,"LINESTRING (9.1352291 48.9033352, 9.135952 48.9034659)",,,,,
222238434,Lange Straße,residential,30,False,True,58.026,"LINESTRING (9.1352291 48.9033352, 9.1344553 48.9032186)",,,,,
"[414511323, 105379996]",Egerstraße,residential,30,False,True,78.554,"LINESTRING (9.1349868 48.9038601, 9.1349456 48.9039424, 9.1349136 48.9039621, 9.1348641 48.9039641, 9.1340423 48.9038227)",,,,,
22984396,Egerstraße,residential,30,False,True,139.591,"LINESTRING (9.133042 48.9036731, 9.1329966 48.9036806, 9.132944 48.9036824, 9.1327633 48.9036638, 9.132652 48.903662, 9.1324537 48.9036643, 9.1318741 48.9036654, 9.1316955 48.903693, 9.1314007 48.9037748, 9.1311885 48.9038407)",,,,,
22984398,Dresdener Straße,residential,30,False,True,71.084,"LINESTRING (9.133042 48.9036731, 9.1328441 48.9042506, 9.1328452 48.9042979)",,,,,
105379996,Egerstraße,residential,30,False,False,75.11500000000001,"LINESTRING (9.133042 48.9036731, 9.1331761 48.9036793, 9.1340423 48.9038227)",,,,,
871895971,Dresdener Straße,residential,30,False,False,69.101,"LINESTRING (9.133042 48.9036731, 9.1331256 48.9034908, 9.1333102 48.9030772)",,,,,
22984875,Schäferstraße,residential,30,False,False,43.35,"LINESTRING (9.1328452 48.9042979, 9.1334383 48.9042967)",,,,,
22984875,Schäferstraße,residential,30,False,True,35.987,"LINESTRING (9.1328452 48.9042979, 9.1323542 48.9043219)",,,,,
22984398,Dresdener Straße,residential,30,False,False,71.084,"LINESTRING (9.1328452 48.9042979, 9.1328441 48.9042506, 9.133042 48.9036731)",,,,,
96310030,Dresdener Straße,residential,30,False,False,69.809,"LINESTRING (9.1333102 48.9030772, 9.1336108 48.9024813)",,,,,
222238434,Lange Straße,residential,30,False,False,85.163,"LINESTRING (9.1333102 48.9030772, 9.1340709 48.9031695, 9.1344553 48.9032186)",,,,,
222238434,Lange Straße,residential,30,False,True,152.548,"LINESTRING (9.1333102 48.9030772, 9.1325185 48.9029945, 9.1318753 48.9029273, 9.1314593 48.902884, 9.1312494 48.9028603)",,,,,
871895971,Dresdener Straße,residential,30,False,True,69.101,"LINESTRING (9.1333102 48.9030772, 9.1331256 48.9034908, 9.133042 48.9036731)",,,,,
96310030,Dresdener Straße,residential,30,False,False,76.326,"LINESTRING (9.1336108 48.9024813, 9.1339226 48.9018262)",,,,,
96310030,Dresdener Straße,residential,30,False,True,69.809,"LINESTRING (9.1336108 48.9024813, 9.1333102 48.9030772)",,,,,
22985115,Stettiner Straße,residential,30,False,True,156.456,"LINESTRING (9.1336108 48.9024813, 9.1328115 48.9023927, 9.1321839 48.9023229, 9.1314962 48.9022646)",,,,,
22984875,Schäferstraße,residential,30,False,False,82.271,"LINESTRING (9.1312554 48.9041614, 9.1323542 48.9043219)",,,,,
222238437,Möglinger Straße,tertiary,50,False,True,11.645,"LINESTRING (9.1312554 48.9041614, 9.1312588 48.9040567)",K 1693,2,,,
222238437,Möglinger Straße,tertiary,50,False,False,74.004,"LINESTRING (9.1312554 48.9041614, 9.1312337 48.9045117, 9.1312545 48.9046645, 9.1312872 48.9048246)",K 1693,2,,,
22984875,Schäferstraße,residential,30,False,False,35.987,"LINESTRING (9.1323542 48.9043219, 9.1328452 48.9042979)",,,,,
22984875,Schäferstraße,residential,30,False,True,82.271,"LINESTRING (9.1323542 48.9043219, 9.1312554 48.9041614)",,,,,
22984880,Brunnenstraße,residential,30,False,False,58.17,"LINESTRING (9.1323542 48.9043219, 9.132439 48.9045192, 9.1324117 48.9048368)",,,,,
"[22984875, 22984876]","['Jägerstraße', 'Schäferstraße']",residential,30,False,True,95.095,"LINESTRING (9.1341013 48.9048196, 9.133925 48.904297, 9.1334383 48.9042967)",,,,,
"[562785513, 22984877]",Schillerstraße,residential,"['50', '30']",True,False,83.96600000000001,"LINESTRING (9.1341013 48.9048196, 9.1346193 48.9047602, 9.1347991 48.9047415, 9.135237 48.9047075)",,,,,
22984877,Schillerstraße,residential,30,True,False,22.552,"LINESTRING (9.133054 48.9049552, 9.1331485 48.9049251, 9.1333423 48.9048842)",,,,,
22984879,Marienstraße,residential,30,False,False,88.83099999999999,"LINESTRING (9.133054 48.9049552, 9.1330668 48.9053523, 9.1330797 48.9057539)",,,,,
22984877,Schillerstraße,residential,30,True,False,55.947,"LINESTRING (9.1333423 48.9048842, 9.1334693 48.9048707, 9.133723 48.9048525, 9.1338732 48.9048401, 9.1341013 48.9048196)",,,,,
22984878,Ludwigstraße,residential,30,False,False,99.673,"LINESTRING (9.1333423 48.9048842, 9.1333291 48.9051918, 9.1336795 48.9056564, 9.1337272 48.9057191)",,,,,
871899006,Ludwigstraße,residential,30,False,True,65.83699999999999,"LINESTRING (9.1333423 48.9048842, 9.1333348 48.9048251, 9.1333846 48.9045512, 9.1334383 48.9042967)",,,,,
22984875,Schäferstraße,residential,30,False,True,43.35,"LINESTRING (9.1334383 48.9042967, 9.1328452 48.9042979)",,,,,
"[22984875, 22984876]","['Jägerstraße', 'Schäferstraße']",residential,30,False,False,95.095,"LINESTRING (9.1334383 48.9042967, 9.133925 48.904297, 9.1341013 48.9048196)",,,,,
871899006,Ludwigstraße,residential,30,False,False,65.83699999999999,"LINESTRING (9.1334383 48.9042967, 9.1333846 48.9045512, 9.1333348 48.9048251, 9.1333423 48.9048842)",,,,,
22984878,Ludwigstraße,residential,30,False,True,99.673,"LINESTRING (9.1337272 48.9057191, 9.1336795 48.9056564, 9.1333291 48.9051918, 9.1333423 48.9048842)",,,,,
107911919,Markgröninger Straße,secondary,50,False,False,34.63,"LINESTRING (9.1337272 48.9057191, 9.1335917 48.9057416, 9.1333974 48.9057497, 9.1332582 48.9057539)",L 1138,,,,
107911919,Markgröninger Straße,secondary,50,False,True,109.873,"LINESTRING (9.1337272 48.9057191, 9.1339273 48.9056372, 9.1340418 48.9055924, 9.1344226 48.9054423, 9.1348204 48.9052887, 9.1350262 48.9052228)",L 1138,,,,
22984880,Brunnenstraße,residential,30,False,False,60.37,"LINESTRING (9.1324117 48.9048368, 9.1323541 48.9053784)",,,,,
22984877,Schillerstraße,residential,30,True,False,51.682,"LINESTRING (9.1324117 48.9048368, 9.132589 48.9048378, 9.1327581 48.9048443, 9.1328956 48.9048575, 9.1329962 48.9049002, 9.133054 48.9049552)",,,,,
22984880,Brunnenstraße,residential,30,False,True,58.17,"LINESTRING (9.1324117 48.9048368, 9.132439 48.9045192, 9.1323542 48.9043219)",,,,,
22984880,Brunnenstraße,residential,30,False,False,30.958,"LINESTRING (9.1323541 48.9053784, 9.1323772 48.9056564)",,,,,
22984880,Brunnenstraße,residential,30,False,True,60.37,"LINESTRING (9.1323541 48.9053784, 9.1324117 48.9048368)",,,,,
105379991,Schmale Straße,residential,30,False,True,60.967,"LINESTRING (9.1323541 48.9053784, 9.1316062 48.9053482, 9.1315214 48.9053464)",,,,,
9077881,Lange Straße,residential,30,False,False,29.721,"LINESTRING (9.1308736 48.9029573, 9.1309628 48.9029199, 9.1310571 48.9028965, 9.1312494 48.9028603)",,,,,
9077881,Lange Straße,residential,30,False,True,43.43,"LINESTRING (9.1308736 48.9029573, 9.130753 48.9030273, 9.1304862 48.9031838, 9.1304294 48.9032167)",,,,,
22985105,Weimarstraße,residential,30,False,False,108.91699999999999,"LINESTRING (9.1308736 48.9029573, 9.1303788 48.9026052, 9.1302144 48.9024882, 9.1299338 48.9022015)",,,,,
22985105,Weimarstraße,residential,30,False,False,92.63999999999999,"LINESTRING (9.1299338 48.9022015, 9.1298206 48.9020439, 9.1297411 48.9018753, 9.1296947 48.9017089, 9.129661 48.9015527, 9.1296645 48.9014766, 9.1297061 48.9014022)",,,,,
22985105,Weimarstraße,residential,30,False,True,108.917,"LINESTRING (9.1299338 48.9022015, 9.1302144 48.9024882, 9.1303788 48.9026052, 9.1308736 48.9029573)",,,,,
22985115,Stettiner Straße,residential,30,False,False,117.34899999999999,"LINESTRING (9.1299338 48.9022015, 9.1300377 48.9021523, 9.1301577 48.9021322, 9.1314962 48.9022646)",,,,,
648583086,Berliner Straße,residential,30,False,False,113.44800000000001,"LINESTRING (9.1302379 48.9014645, 9.1309595 48.9015374, 9.1317711 48.9016231)",,,,,
648583086,Berliner Straße,residential,30,False,True,39.586,"LINESTRING (9.1302379 48.9014645, 9.1297703 48.9014183, 9.1297061 48.9014022)",,,,,
22985114,Königsberger Straße,residential,30,False,False,68.651,"LINESTRING (9.1312494 48.9028603, 9.1314962 48.9022646)",,,,,
9077881,Lange Straße,residential,30,False,True,29.721,"LINESTRING (9.1312494 48.9028603, 9.1310571 48.9028965, 9.1309628 48.9029199, 9.1308736 48.9029573)",,,,,
222238434,Lange Straße,residential,30,False,False,152.548,"LINESTRING (9.1312494 48.9028603, 9.1314593 48.902884, 9.1318753 48.9029273, 9.1325185 48.9029945, 9.1333102 48.9030772)",,,,,
22985114,Königsberger Straße,residential,30,False,True,68.651,"LINESTRING (9.1314962 48.9022646, 9.1312494 48.9028603)",,,,,
22985114,Königsberger Straße,residential,30,False,False,74.17099999999999,"LINESTRING (9.1314962 48.9022646, 9.1317442 48.9016613, 9.1317711 48.9016231)",,,,,
22985115,Stettiner Straße,residential,30,False,False,156.456,"LINESTRING (9.1314962 48.9022646, 9.1321839 48.9023229, 9.1328115 48.9023927, 9.1336108 48.9024813)",,,,,
22985115,Stettiner Straße,residential,30,False,True,117.349,"LINESTRING (9.1314962 48.9022646, 9.1301577 48.9021322, 9.1300377 48.9021523, 9.1299338 48.9022015)",,,,,
23693741,Eberhardstraße,residential,30,False,True,253.30399999999997,"LINESTRING (9.1371052 48.9051101, 9.1383085 48.9051601, 9.1390122 48.9051874, 9.1395965 48.9052111, 9.139876 48.9052225, 9.1405643 48.9052504)",,,,,
365959146,Badstraße,residential,50,False,False,66.555,"LINESTRING (9.1371052 48.9051101, 9.1370981 48.9051747, 9.1370421 48.9057072)",,,8,,
"[365959146, 34233903]",Badstraße,residential,50,False,True,68.756,"LINESTRING (9.1371052 48.9051101, 9.1371413 48.9047404, 9.1371632 48.9045774, 9.1371731 48.9044934)",,,"['8', '6.5']",,
"[365959147, 23693742]",Obere Badstraße,residential,30,True,False,160.24,"LINESTRING (9.1371731 48.9044934, 9.1372182 48.904244, 9.1373194 48.9036819, 9.1374318 48.9030624)",,,5.5,,
"[365959146, 34233903]",Badstraße,residential,50,False,False,68.756,"LINESTRING (9.1371731 48.9044934, 9.1371632 48.9045774, 9.1371413 48.9047404, 9.1371052 48.9051101)",,,"['8', '6.5']",,
355770852,Eglosheimer Straße,secondary,50,False,False,194.99399999999997,"LINESTRING (9.1371731 48.9044934, 9.1376569 48.9044406, 9.1379861 48.9044108, 9.1380618 48.9044036, 9.1381603 48.9043966, 9.1387561 48.9043372, 9.13888 48.9043259, 9.1395163 48.9042672, 9.1398124 48.9042384)",L 1138,2,,,
"[355770852, 10421062]",Eglosheimer Straße,secondary,50,False,True,144.006,"LINESTRING (9.1371731 48.9044934, 9.1370038 48.904511, 9.1368331 48.9045271, 9.1360866 48.9046034, 9.1360053 48.9046083, 9.1356417 48.9046337, 9.1354575 48.9046507, 9.1353386 48.9046744, 9.135237 48.9047075)",L 1138,"['2', '3']",,,
27070223,Bogenstraße,residential,30,False,False,22.008,"LINESTRING (9.1370421 48.9057072, 9.1370047 48.9058225, 9.1369304 48.9058859)",,,,,
226012929,Bahnhofstraße,residential,30,False,False,136.151,"LINESTRING (9.1370421 48.9057072, 9.1369394 48.9056844, 9.136617 48.9056647, 9.1363793 48.9056504, 9.1361661 48.9056428, 9.1359049 48.9056601, 9.1357575 48.9056697, 9.1355308 48.9056785, 9.1353795 48.9056913, 9.1351987 48.9057255)",,,8.5,,
226012929,Bahnhofstraße,residential,30,False,True,259.957,"LINESTRING (9.1370421 48.9057072, 9.1373146 48.9057551, 9.1374057 48.9057702, 9.1377321 48.9058242, 9.1380477 48.9058707, 9.1381189 48.9058812, 9.1384839 48.9059454, 9.1387188 48.9059882, 9.1390731 48.9060511, 9.1393725 48.906107, 9.1399023 48.9062013, 9.1404484 48.9063631)",,,8.5,,
365959146,Badstraße,residential,50,False,True,66.555,"LINESTRING (9.1370421 48.9057072, 9.1370981 48.9051747, 9.1371052 48.9051101)",,,8,,
27076736,Königstraße,secondary,40,False,True,57.406,"LINESTRING (9.1351987 48.9057255, 9.1351021 48.9055129, 9.135074 48.905416, 9.1350262 48.9052228)",L 1110,3,,,
226012929,Bahnhofstraße,residential,30,False,True,136.151,"LINESTRING (9.1351987 48.9057255, 9.1353795 48.9056913, 9.1355308 48.9056785, 9.1357575 48.9056697, 9.1359049 48.9056601, 9.1361661 48.9056428, 9.1363793 48.9056504, 9.136617 48.9056647, 9.1369394 48.9056844, 9.1370421 48.9057072)",,,8.5,,
355770853,Königstraße,secondary,40,False,False,78.921,"LINESTRING (9.1351987 48.9057255, 9.1352991 48.9058921, 9.135455 48.9061782, 9.1355086 48.9064021)",L 1110,2,,,
"[226012944, 355770853]",Königstraße,secondary,"['50', '40']",False,False,63.423,"LINESTRING (9.1355086 48.9064021, 9.1355129 48.9065731, 9.1354983 48.9067248, 9.1354784 48.9067726, 9.1354195 48.906923, 9.135402 48.9069639)",L 1110,2,,,
355770853,Königstraße,secondary,40,False,True,78.921,"LINESTRING (9.1355086 48.9064021, 9.135455 48.9061782, 9.1352991 48.9058921, 9.1351987 48.9057255)",L 1110,2,,,
34233906,Lehenstraße,residential,30,False,True,111.913,"LINESTRING (9.135402 48.9069639, 9.1356863 48.9069776, 9.1364038 48.9070136, 9.1367123 48.9070404, 9.1369189 48.9070805)",,,,,
"[226012944, 355770853]",Königstraße,secondary,"['50', '40']",False,True,63.423,"LINESTRING (9.135402 48.9069639, 9.1354195 48.906923, 9.1354784 48.9067726, 9.1354983 48.9067248, 9.1355129 48.9065731, 9.1355086 48.9064021)",L 1110,2,,,
