osmid,name,highway,maxspeed,oneway,reversed,length,geometry,ref,lanes,width,junction,access
22983821,Berliner Straße,residential,30,False,True,19.186,"LINESTRING (9.1353341 48.9019562, 9.1350739 48.9019335)",,,,,
22983821,Berliner Straße,residential,30,False,False,40.966,"LINESTRING (9.1353341 48.9019562, 9.1356896 48.9019925, 9.135785 48.9020023, 9.1358879 48.9020128)",,,,,
431530487,Osterholzstraße,residential,30,False,False,14.181,"LINESTRING (9.1417059 48.9038079, 9.1418775 48.9037484)",,,,,
34630570,Weilerstraße,residential,30,False,True,34.148,"LINESTRING (9.1417059 48.9038079, 9.1416823 48.9037544, 9.1417146 48.9035039)",,,,,
"[420553273, 431530487]",Osterholzstraße,residential,30,False,"[False, True]",68.831,"LINESTRING (9.1417059 48.9038079, 9.1412136 48.9040022, 9.1411461 48.9040463, 9.1411113 48.9040858, 9.1410899 48.9041307, 9.1410598 48.9042147)",,,,,
107911919,Markgröninger Straße,secondary,50,False,True,13.046,"LINESTRING (9.1330797 48.9057539, 9.1332582 48.9057539)",L 1138,,,,
22984879,Marienstraße,residential,30,False,True,88.83099999999999,"LINESTRING (9.1330797 48.9057539, 9.1330668 48.9053523, 9.133054 48.9049552)",,,,,
107911919,Markgröninger Straße,secondary,50,False,False,19.613999999999997,"LINESTRING (9.1330797 48.9057539, 9.1329437 48.9057507, 9.1328134 48.9057357)",L 1138,,,,
34631214,Wilhelmstraße,residential,30,True,False,117.895,"LINESTRING (9.1406822 48.904193, 9.1406747 48.9042811, 9.1405643 48.9052504)",,,,,
431530450,Eglosheimer Straße,secondary,50,False,False,27.718,"LINESTRING (9.1406822 48.904193, 9.1408736 48.9042, 9.1410598 48.9042147)",L 1138,,,,
"[355762059, 431530887]",Eglosheimer Straße,secondary,50,False,True,63.896,"LINESTRING (9.1406822 48.904193, 9.1405175 48.9041909, 9.1402903 48.9041966, 9.1398124 48.9042384)",L 1138,2,,,
107911919,Markgröninger Straße,secondary,50,False,True,16.97,"LINESTRING (9.1325901 48.9056939, 9.1328134 48.9057357)",L 1138,,,,
105379985,Wettestraße,residential,30,False,True,44.887,"LINESTRING (9.1325901 48.9056939, 9.1325746 48.9057447, 9.1325642 48.9060965)",,,,,
107911919,Markgröninger Straße,secondary,50,False,False,16.109,"LINESTRING (9.1325901 48.9056939, 9.1324706 48.9056725, 9.1323772 48.9056564)",L 1138,,,,
854505832,Wettestraße,residential,30,False,True,17.147,"LINESTRING (9.1325642 48.9060965, 9.1327988 48.906098)",,,,,
105379985,Wettestraße,residential,30,False,False,44.887,"LINESTRING (9.1325642 48.9060965, 9.1325746 48.9057447, 9.1325901 48.9056939)",,,,,
105379985,Wettestraße,residential,30,False,True,45.343,"LINESTRING (9.1325642 48.9060965, 9.1325744 48.9061209, 9.1326504 48.9063172, 9.1327064 48.9064224, 9.1327627 48.90648)",,,,,
22984880,Brunnenstraße,residential,30,False,True,30.958,"LINESTRING (9.1323772 48.9056564, 9.1323541 48.9053784)",,,,,
107911919,Markgröninger Straße,secondary,50,False,False,52.202000000000005,"LINESTRING (9.1323772 48.9056564, 9.1318524 48.9056314, 9.1317494 48.9056175, 9.1317035 48.9056067, 9.131673 48.9055966)",L 1138,,,,
107911919,Markgröninger Straße,secondary,50,False,True,16.109,"LINESTRING (9.1323772 48.9056564, 9.1324706 48.9056725, 9.1325901 48.9056939)",L 1138,,,,
222238438,Möglinger Straße,tertiary,50,False,True,4.949,"LINESTRING (9.1304738 48.9032503, 9.1304294 48.9032167)",K 1693,,,,
105379970,Möglinger Straße,residential,30,False,False,89.575,"LINESTRING (9.1304738 48.9032503, 9.1304085 48.903286, 9.1299623 48.9035207, 9.1296379 48.9036152, 9.12944 48.9036692)",,,,,
222238437,Möglinger Straße,tertiary,50,False,False,84.151,"LINESTRING (9.1304738 48.9032503, 9.1307337 48.9034374, 9.1310047 48.9036512, 9.1310443 48.9036825, 9.1311885 48.9038407)",K 1693,2,,,
34179761,Schillerstraße,residential,30,False,True,1.93,"LINESTRING (9.129654 48.9048183, 9.1296804 48.904818)",,,,,
222238431,Kernerstraße,residential,30,False,True,82.897,"LINESTRING (9.129654 48.9048183, 9.1296488 48.9055638)",,,,,
34179761,Schillerstraße,residential,30,False,False,52.998,"LINESTRING (9.129654 48.9048183, 9.128973 48.9048212, 9.1289289 48.9048214)",,,,,
34179541,Entenäcker,residential,30,False,False,7.96,"LINESTRING (9.1283003 48.9023811, 9.1283082 48.9024525)",,,,,
106341841,Möglinger Straße,residential,30,False,True,78.604,"LINESTRING (9.1283003 48.9023811, 9.1286585 48.902372, 9.1287402 48.9023698, 9.1293749 48.9023542)",,,,,
850980538,Schulstraße,residential,30,False,False,15.339,"LINESTRING (9.1332959 48.9064545, 9.1331116 48.9065205)",,,,,
"[28182617, 850980538]",Schulstraße,residential,30,False,True,87.315,"LINESTRING (9.1332959 48.9064545, 9.1335298 48.9063833, 9.133817 48.9063138, 9.1338965 48.9062946, 9.1344082 48.9061691)",,,,,
1130860081,Lammstraße,residential,30,False,True,39.138000000000005,"LINESTRING (9.1332959 48.9064545, 9.133257 48.906401, 9.1332461 48.9061084)",,,,,
444135976,Möglinger Straße,residential,30,False,False,11.111,"LINESTRING (9.1287039 48.9039259, 9.128565 48.9039665)",,,,,
34179674,Schäferstraße,residential,30,False,False,18.75,"LINESTRING (9.1287039 48.9039259, 9.128767 48.9039999, 9.1288029 48.9040249, 9.1288695 48.9040478)",,,,,
"[444135976, 105379970]",Möglinger Straße,residential,30,False,True,60.95399999999999,"LINESTRING (9.1287039 48.9039259, 9.1290994 48.9037756, 9.12944 48.9036692)",,,,,
222238435,Markgröninger Straße,secondary,50,False,True,3.722,"LINESTRING (9.1296974 48.9057942, 9.1297479 48.9057899)",L 1138,,,,
34179770,Kernerstraße,residential,30,False,False,25.865,"LINESTRING (9.1296974 48.9057942, 9.1296904 48.9057561, 9.1296488 48.9055638)",,,,,
355553820,Lehenstraße,residential,30,False,False,6.691,"LINESTRING (9.1370053 48.9071004, 9.1369189 48.9070805)",,,7,,
"[222405187, 222405188, 222405189]",Brühlstraße,residential,30,False,True,266.781,"LINESTRING (9.1370053 48.9071004, 9.1370302 48.9070664, 9.1370859 48.9070235, 9.1371623 48.906991, 9.1379837 48.9069667, 9.1382895 48.9069642, 9.1383499 48.9069601, 9.1386251 48.9069377, 9.1387519 48.9069242, 9.138853 48.9069124, 9.1389531 48.9068968, 9.1391409 48.9068579, 9.1394368 48.9067938, 9.1397625 48.9067176, 9.140484 48.9065571)",,,,,
355553820,Lehenstraße,residential,30,False,True,364.75899999999996,"LINESTRING (9.1370053 48.9071004, 9.1373646 48.9072196, 9.1377105 48.9073344, 9.138085 48.9074587, 9.1382582 48.9075037, 9.1384158 48.9075244, 9.1386353 48.9075429, 9.140287 48.9075906, 9.1404082 48.9075924, 9.1407469 48.9076051, 9.1414024 48.907625, 9.1418404 48.907669)",,,7,,
22984328,Wassily-Kandinsky-Weg,residential,30,False,False,14.967,"LINESTRING (9.1346008 48.901567, 9.1346646 48.9014391)",,,,,
22984328,Wassily-Kandinsky-Weg,residential,30,False,True,35.625,"LINESTRING (9.1346008 48.901567, 9.1344474 48.9018711)",,,,,
226974662,Wassily-Kandinsky-Weg,residential,30,False,True,28.833,"LINESTRING (9.1346008 48.901567, 9.134901 48.9016297, 9.1349273 48.9016506, 9.1349395 48.9016744)",,,,,
226974662,Wassily-Kandinsky-Weg,residential,30,False,False,28.833000000000002,"LINESTRING (9.1349395 48.9016744, 9.1349273 48.9016506, 9.134901 48.9016297, 9.1346008 48.901567)",,,,,
648668820,Rathausweg,residential,30,False,True,32.742,"LINESTRING (9.1345229 48.9072685, 9.1345589 48.906975)",,,,,
34630518,Zur Eckstraße,residential,,False,True,51.278999999999996,"LINESTRING (9.1414196 48.9023404, 9.1409986 48.9023064, 9.1407253 48.9022752)",,,,,
1130860081,Lammstraße,residential,30,False,True,39.429,"LINESTRING (9.1332461 48.9061084, 9.1332582 48.9057539)",,,,,
363003572,Wettestraße,residential,30,False,False,32.713,"LINESTRING (9.1332461 48.9061084, 9.1330304 48.9061034, 9.1327988 48.906098)",,,,,
1130860081,Lammstraße,residential,30,False,False,39.138000000000005,"LINESTRING (9.1332461 48.9061084, 9.133257 48.906401, 9.1332959 48.9064545)",,,,,
648668820,Rathausweg,residential,30,False,False,32.742,"LINESTRING (9.1345589 48.906975, 9.1345229 48.9072685)",,,,,
34181669,Pfarrstraße,residential,30,False,False,67.387,"LINESTRING (9.1345589 48.906975, 9.1344469 48.9069861, 9.1337764 48.907054, 9.1337109 48.9070679, 9.1336566 48.9070869)",,,,,
"[34181736, 648668821]",Rathausweg,residential,30,False,True,94.081,"LINESTRING (9.1345589 48.906975, 9.1346247 48.9069339, 9.1346151 48.9065871, 9.1344082 48.9061691)",,,,,
666690661,Asperger Straße,secondary,30,False,True,11.596,"LINESTRING (9.1322232 48.9094742, 9.1322795 48.9093767)",L 1110,2,,,
854505832,Wettestraße,residential,30,False,False,17.147,"LINESTRING (9.1327988 48.906098, 9.1325642 48.9060965)",,,,,
854505833,Wettestraße,residential,30,False,False,40.3,"LINESTRING (9.1327988 48.906098, 9.1328134 48.9057357)",,,,,
363003572,Wettestraße,residential,30,False,True,32.713,"LINESTRING (9.1327988 48.906098, 9.1330304 48.9061034, 9.1332461 48.9061084)",,,,,
22983821,Berliner Straße,residential,30,False,False,2.581,"LINESTRING (9.1339226 48.9018262, 9.1339577 48.9018287)",,,,,
96310030,Dresdener Straße,residential,30,False,False,2.581,"LINESTRING (9.1339226 48.9018262, 9.1339577 48.9018287)",,,,,
96310030,Dresdener Straße,residential,30,False,True,76.326,"LINESTRING (9.1339226 48.9018262, 9.1336108 48.9024813)",,,,,
22983821,Berliner Straße,residential,30,False,True,30.445,"LINESTRING (9.1339226 48.9018262, 9.1338777 48.901822, 9.1335104 48.9017869)",,,,,
22984328,Wassily-Kandinsky-Weg,residential,30,False,True,14.967,"LINESTRING (9.1346646 48.9014391, 9.1346008 48.901567)",,,,,
1157587390,,residential,,False,False,14.93,"LINESTRING (9.1346646 48.9014391, 9.1344705 48.9013973)",,,,,
1157587390,,residential,,False,True,14.93,"LINESTRING (9.1344705 48.9013973, 9.1346646 48.9014391)",,,,,
222405186,Bahnhofstraße,residential,,False,True,12.066,"LINESTRING (9.1404484 48.9063631, 9.140598 48.906409)",,,,,
226012929,Bahnhofstraße,residential,30,False,False,259.957,"LINESTRING (9.1404484 48.9063631, 9.1399023 48.9062013, 9.1393725 48.906107, 9.1390731 48.9060511, 9.1387188 48.9059882, 9.1384839 48.9059454, 9.1381189 48.9058812, 9.1380477 48.9058707, 9.1377321 48.9058242, 9.1374057 48.9057702, 9.1373146 48.9057551, 9.1370421 48.9057072)",,,8.5,,
